Año	Sexo	Nº Accidentes	Código	Municipio	Municipio Código	Municipio Nombre	Grupo Grado Código	Grupo Grado Código
2016	Hombres	4	22901	Valle de Hecho	22901	Valle de Hecho	1	Leves
2016	Mujeres	2	22901	Valle de Hecho	22901	Valle de Hecho	1	Leves
2016	Hombres	1	22902	Puente la Reina de Jaca	22902	Puente la Reina de Jaca	1	Leves
2016	Hombres	11	22903	San Miguel del Cinca	22903	San Miguel del Cinca	1	Leves
2016	Hombres	1	22903	San Miguel del Cinca	22903	San Miguel del Cinca	2	Graves o muy graves
2016	Hombres	16	22904	Sotonera (La)	22904	Sotonera (La)	1	Leves
2016	Hombres	1	22904	Sotonera (La)	22904	Sotonera (La)	2	Graves o muy graves
2016	Mujeres	1	22904	Sotonera (La)	22904	Sotonera (La)	1	Leves
2016	Hombres	1	22905	Lupiñén-Ortilla	22905	Lupiñén-Ortilla	1	Leves
2016	Hombres	13	22907	Aínsa-Sobrarbe	22907	Aínsa-Sobrarbe	1	Leves
2016	Hombres	1	22907	Aínsa-Sobrarbe	22907	Aínsa-Sobrarbe	3	Mortales
2016	Mujeres	3	22907	Aínsa-Sobrarbe	22907	Aínsa-Sobrarbe	1	Leves
2016	Hombres	2	22908	Hoz y Costeán	22908	Hoz y Costeán	1	Leves
2016	Hombres	1	22908	Hoz y Costeán	22908	Hoz y Costeán	2	Graves o muy graves
2016	Hombres	2	22909	Vencillón	22909	Vencillón	1	Leves
2016	Hombres	2	44004	Aguaviva	44004	Aguaviva	1	Leves
2016	Hombres	1	44007	Alba	44007	Alba	1	Leves
2016	Hombres	19	44008	Albalate del Arzobispo	44008	Albalate del Arzobispo	1	Leves
2016	Mujeres	3	44008	Albalate del Arzobispo	44008	Albalate del Arzobispo	1	Leves
2016	Hombres	6	44009	Albarracín	44009	Albarracín	1	Leves
2016	Mujeres	13	44009	Albarracín	44009	Albarracín	1	Leves
2016	Hombres	4	44010	Albentosa	44010	Albentosa	1	Leves
2016	Hombres	85	44013	Alcañiz	44013	Alcañiz	1	Leves
2016	Hombres	2	44013	Alcañiz	44013	Alcañiz	2	Graves o muy graves
2016	Mujeres	54	44013	Alcañiz	44013	Alcañiz	1	Leves
2016	Hombres	11	44014	Alcorisa	44014	Alcorisa	1	Leves
2016	Hombres	1	44014	Alcorisa	44014	Alcorisa	3	Mortales
2016	Mujeres	9	44014	Alcorisa	44014	Alcorisa	1	Leves
2016	Hombres	2	44016	Alfambra	44016	Alfambra	1	Leves
2016	Hombres	1	44017	Aliaga	44017	Aliaga	1	Leves
2016	Hombres	1	44019	Alobras	44019	Alobras	1	Leves
2016	Hombres	2	44022	Alloza	44022	Alloza	1	Leves
2016	Mujeres	1	44022	Alloza	44022	Alloza	1	Leves
2016	Hombres	32	44025	Andorra	44025	Andorra	1	Leves
2016	Hombres	1	44025	Andorra	44025	Andorra	2	Graves o muy graves
2016	Mujeres	23	44025	Andorra	44025	Andorra	1	Leves
2016	Hombres	2	44028	Argente	44028	Argente	1	Leves
2016	Mujeres	1	44028	Argente	44028	Argente	1	Leves
2016	Hombres	99	44029	Ariño	44029	Ariño	1	Leves
2016	Hombres	1	44029	Ariño	44029	Ariño	2	Graves o muy graves
2016	Mujeres	1	44029	Ariño	44029	Ariño	1	Leves
2016	Hombres	1	44031	Azaila	44031	Azaila	1	Leves
2016	Hombres	1	44033	Báguena	44033	Báguena	1	Leves
2016	Mujeres	1	44036	Bea	44036	Bea	1	Leves
2016	Hombres	1	44037	Beceite	44037	Beceite	1	Leves
2016	Hombres	1	44039	Bello	44039	Bello	1	Leves
2016	Hombres	2	44040	Berge	44040	Berge	1	Leves
2016	Hombres	1	44041	Bezas	44041	Bezas	1	Leves
2016	Hombres	1	44042	Blancas	44042	Blancas	1	Leves
2016	Hombres	1	44044	Bordón	44044	Bordón	1	Leves
2016	Hombres	4	44045	Bronchales	44045	Bronchales	1	Leves
2016	Mujeres	3	44045	Bronchales	44045	Bronchales	1	Leves
2016	Hombres	1	44047	Burbáguena	44047	Burbáguena	1	Leves
2016	Mujeres	3	44047	Burbáguena	44047	Burbáguena	1	Leves
2016	Hombres	1	44049	Calaceite	44049	Calaceite	1	Leves
2016	Hombres	41	44050	Calamocha	44050	Calamocha	1	Leves
2016	Mujeres	13	44050	Calamocha	44050	Calamocha	1	Leves
2016	Hombres	23	44051	Calanda	44051	Calanda	1	Leves
2016	Mujeres	8	44051	Calanda	44051	Calanda	1	Leves
2016	Mujeres	1	44051	Calanda	44051	Calanda	2	Graves o muy graves
2016	Hombres	1	44052	Calomarde	44052	Calomarde	1	Leves
2016	Hombres	1	44054	Camarena de la Sierra	44054	Camarena de la Sierra	1	Leves
2016	Mujeres	1	44054	Camarena de la Sierra	44054	Camarena de la Sierra	1	Leves
2016	Hombres	4	44056	Caminreal	44056	Caminreal	1	Leves
2016	Hombres	4	44059	Cantavieja	44059	Cantavieja	1	Leves
2016	Mujeres	1	44059	Cantavieja	44059	Cantavieja	1	Leves
2016	Hombres	1	44060	Cañada de Benatanduz	44060	Cañada de Benatanduz	1	Leves
2016	Hombres	1	44061	Cañada de Verich (La)	44061	Cañada de Verich (La)	1	Leves
2016	Hombres	3	44068	Castelserás	44068	Castelserás	1	Leves
2016	Hombres	2	44071	Castellote	44071	Castellote	1	Leves
2016	Mujeres	2	44071	Castellote	44071	Castellote	1	Leves
2016	Hombres	3	44074	Cedrillas	44074	Cedrillas	1	Leves
2016	Mujeres	1	44074	Cedrillas	44074	Cedrillas	1	Leves
2016	Hombres	27	44076	Cella	44076	Cella	1	Leves
2016	Hombres	1	44076	Cella	44076	Cella	2	Graves o muy graves
2016	Mujeres	5	44076	Cella	44076	Cella	1	Leves
2016	Hombres	2	44080	Codoñera (La)	44080	Codoñera (La)	1	Leves
2016	Hombres	1	44082	Corbalán	44082	Corbalán	1	Leves
2016	Hombres	3	44086	Cretas	44086	Cretas	1	Leves
2016	Mujeres	3	44086	Cretas	44086	Cretas	1	Leves
2016	Hombres	1	44087	Crivillén	44087	Crivillén	1	Leves
2016	Mujeres	1	44087	Crivillén	44087	Crivillén	1	Leves
2016	Hombres	1	44096	Ejulve	44096	Ejulve	1	Leves
2016	Hombres	6	44099	Escucha	44099	Escucha	1	Leves
2016	Mujeres	2	44099	Escucha	44099	Escucha	1	Leves
2016	Mujeres	1	44101	Ferreruela de Huerva	44101	Ferreruela de Huerva	1	Leves
2016	Hombres	5	44103	Formiche Alto	44103	Formiche Alto	1	Leves
2016	Mujeres	2	44103	Formiche Alto	44103	Formiche Alto	1	Leves
2016	Hombres	1	44106	Fortanete	44106	Fortanete	1	Leves
2016	Mujeres	3	44108	Fresneda (La)	44108	Fresneda (La)	1	Leves
2016	Hombres	1	44111	Fuentes Calientes	44111	Fuentes Calientes	1	Leves
2016	Hombres	2	44112	Fuentes Claras	44112	Fuentes Claras	1	Leves
2016	Mujeres	1	44112	Fuentes Claras	44112	Fuentes Claras	1	Leves
2016	Hombres	3	44114	Fuentespalda	44114	Fuentespalda	1	Leves
2016	Mujeres	1	44116	Gargallo	44116	Gargallo	1	Leves
2016	Hombres	1	44117	Gea de Albarracín	44117	Gea de Albarracín	1	Leves
2016	Hombres	1	44118	Ginebrosa (La)	44118	Ginebrosa (La)	1	Leves
2016	Mujeres	2	44118	Ginebrosa (La)	44118	Ginebrosa (La)	1	Leves
2016	Hombres	1	44120	Guadalaviar	44120	Guadalaviar	2	Graves o muy graves
2016	Hombres	11	44122	Híjar	44122	Híjar	1	Leves
2016	Mujeres	4	44122	Híjar	44122	Híjar	1	Leves
2016	Mujeres	1	44123	Hinojosa de Jarque	44123	Hinojosa de Jarque	1	Leves
2016	Hombres	1	44126	Iglesuela del Cid (La)	44126	Iglesuela del Cid (La)	1	Leves
2016	Hombres	3	44137	Linares de Mora	44137	Linares de Mora	1	Leves
2016	Hombres	1	44142	Maicas	44142	Maicas	1	Leves
2016	Hombres	3	44143	Manzanera	44143	Manzanera	1	Leves
2016	Mujeres	1	44143	Manzanera	44143	Manzanera	1	Leves
2016	Hombres	2	44144	Martín del Río	44144	Martín del Río	1	Leves
2016	Hombres	4	44145	Mas de las Matas	44145	Mas de las Matas	1	Leves
2016	Mujeres	2	44145	Mas de las Matas	44145	Mas de las Matas	1	Leves
2016	Hombres	7	44146	Mata de los Olmos (La)	44146	Mata de los Olmos (La)	1	Leves
2016	Mujeres	3	44146	Mata de los Olmos (La)	44146	Mata de los Olmos (La)	1	Leves
2016	Hombres	1	44147	Mazaleón	44147	Mazaleón	1	Leves
2016	Hombres	23	44153	Monreal del Campo	44153	Monreal del Campo	1	Leves
2016	Hombres	1	44153	Monreal del Campo	44153	Monreal del Campo	2	Graves o muy graves
2016	Hombres	1	44153	Monreal del Campo	44153	Monreal del Campo	3	Mortales
2016	Mujeres	5	44153	Monreal del Campo	44153	Monreal del Campo	1	Leves
2016	Hombres	6	44154	Monroyo	44154	Monroyo	1	Leves
2016	Hombres	9	44155	Montalbán	44155	Montalbán	1	Leves
2016	Mujeres	1	44155	Montalbán	44155	Montalbán	1	Leves
2016	Hombres	1	44156	Monteagudo del Castillo	44156	Monteagudo del Castillo	1	Leves
2016	Hombres	7	44158	Mora de Rubielos	44158	Mora de Rubielos	1	Leves
2016	Hombres	1	44158	Mora de Rubielos	44158	Mora de Rubielos	2	Graves o muy graves
2016	Mujeres	5	44158	Mora de Rubielos	44158	Mora de Rubielos	1	Leves
2016	Hombres	1	44159	Moscardón	44159	Moscardón	1	Leves
2016	Hombres	3	44160	Mosqueruela	44160	Mosqueruela	1	Leves
2016	Mujeres	1	44160	Mosqueruela	44160	Mosqueruela	1	Leves
2016	Hombres	1	44161	Muniesa	44161	Muniesa	1	Leves
2016	Mujeres	2	44161	Muniesa	44161	Muniesa	1	Leves
2016	Hombres	2	44168	Odón	44168	Odón	1	Leves
2016	Hombres	1	44169	Ojos Negros	44169	Ojos Negros	1	Leves
2016	Hombres	1	44172	Oliete	44172	Oliete	1	Leves
2016	Mujeres	1	44172	Oliete	44172	Oliete	1	Leves
2016	Hombres	2	44173	Olmos (Los)	44173	Olmos (Los)	1	Leves
2016	Hombres	3	44174	Orihuela del Tremedal	44174	Orihuela del Tremedal	1	Leves
2016	Hombres	1	44176	Palomar de Arroyos	44176	Palomar de Arroyos	1	Leves
2016	Hombres	5	44179	Peñarroya de Tastavins	44179	Peñarroya de Tastavins	1	Leves
2016	Mujeres	1	44179	Peñarroya de Tastavins	44179	Peñarroya de Tastavins	1	Leves
2016	Hombres	1	44181	Peralejos	44181	Peralejos	1	Leves
2016	Hombres	1	44182	Perales del Alfambra	44182	Perales del Alfambra	1	Leves
2016	Mujeres	2	44182	Perales del Alfambra	44182	Perales del Alfambra	1	Leves
2016	Hombres	2	44185	Pobo (El)	44185	Pobo (El)	1	Leves
2016	Hombres	1	44187	Portellada (La)	44187	Portellada (La)	1	Leves
2016	Hombres	25	44191	Puebla de Híjar (La)	44191	Puebla de Híjar (La)	1	Leves
2016	Hombres	1	44191	Puebla de Híjar (La)	44191	Puebla de Híjar (La)	2	Graves o muy graves
2016	Mujeres	1	44191	Puebla de Híjar (La)	44191	Puebla de Híjar (La)	2	Graves o muy graves
2016	Hombres	5	44192	Puebla de Valverde (La)	44192	Puebla de Valverde (La)	1	Leves
2016	Mujeres	4	44192	Puebla de Valverde (La)	44192	Puebla de Valverde (La)	1	Leves
2016	Hombres	3	44193	Puertomingalvo	44193	Puertomingalvo	1	Leves
2016	Hombres	2	44194	Ráfales	44194	Ráfales	1	Leves
2016	Hombres	1	44196	Riodeva	44196	Riodeva	1	Leves
2016	Hombres	1	44197	Ródenas	44197	Ródenas	1	Leves
2016	Hombres	7	44201	Rubielos de Mora	44201	Rubielos de Mora	1	Leves
2016	Mujeres	1	44201	Rubielos de Mora	44201	Rubielos de Mora	1	Leves
2016	Hombres	3	44205	Samper de Calanda	44205	Samper de Calanda	1	Leves
2016	Hombres	1	44207	San Martín del Río	44207	San Martín del Río	1	Leves
2016	Hombres	11	44209	Santa Eulalia	44209	Santa Eulalia	1	Leves
2016	Mujeres	1	44209	Santa Eulalia	44209	Santa Eulalia	1	Leves
2016	Hombres	12	44210	Sarrión	44210	Sarrión	1	Leves
2016	Mujeres	3	44210	Sarrión	44210	Sarrión	1	Leves
2016	Hombres	2	44215	Terriente	44215	Terriente	1	Leves
2016	Hombres	324	44216	Teruel	44216	Teruel	1	Leves
2016	Hombres	4	44216	Teruel	44216	Teruel	2	Graves o muy graves
2016	Hombres	1	44216	Teruel	44216	Teruel	3	Mortales
2016	Mujeres	190	44216	Teruel	44216	Teruel	1	Leves
2016	Hombres	1	44219	Tornos	44219	Tornos	1	Leves
2016	Hombres	4	44220	Torralba de los Sisones	44220	Torralba de los Sisones	1	Leves
2016	Mujeres	1	44220	Torralba de los Sisones	44220	Torralba de los Sisones	1	Leves
2016	Hombres	1	44225	Torre del Compte	44225	Torre del Compte	1	Leves
2016	Hombres	1	44229	Torres de Albarracín	44229	Torres de Albarracín	1	Leves
2016	Hombres	1	44230	Torrevelilla	44230	Torrevelilla	1	Leves
2016	Mujeres	1	44231	Torrijas	44231	Torrijas	1	Leves
2016	Hombres	1	44232	Torrijo del Campo	44232	Torrijo del Campo	1	Leves
2016	Hombres	1	44232	Torrijo del Campo	44232	Torrijo del Campo	2	Graves o muy graves
2016	Mujeres	1	44232	Torrijo del Campo	44232	Torrijo del Campo	1	Leves
2016	Hombres	23	44237	Urrea de Gaén	44237	Urrea de Gaén	1	Leves
2016	Hombres	78	44238	Utrillas	44238	Utrillas	1	Leves
2016	Mujeres	19	44238	Utrillas	44238	Utrillas	1	Leves
2016	Hombres	3	44241	Valdealgorfa	44241	Valdealgorfa	1	Leves
2016	Hombres	1	44243	Valdecuenca	44243	Valdecuenca	1	Leves
2016	Hombres	1	44244	Valdelinares	44244	Valdelinares	1	Leves
2016	Mujeres	1	44244	Valdelinares	44244	Valdelinares	1	Leves
2016	Hombres	1	44245	Valdeltormo	44245	Valdeltormo	1	Leves
2016	Mujeres	2	44245	Valdeltormo	44245	Valdeltormo	1	Leves
2016	Hombres	33	44246	Valderrobres	44246	Valderrobres	1	Leves
2016	Mujeres	8	44246	Valderrobres	44246	Valderrobres	1	Leves
2016	Hombres	2	44251	Villafranca del Campo	44251	Villafranca del Campo	1	Leves
2016	Mujeres	2	44251	Villafranca del Campo	44251	Villafranca del Campo	1	Leves
2016	Hombres	1	44256	Villanueva del Rebollar de la Sierra	44256	Villanueva del Rebollar de la Sierra	1	Leves
2016	Hombres	1	44260	Villarluengo	44260	Villarluengo	1	Leves
2016	Hombres	3	44261	Villarquemado	44261	Villarquemado	1	Leves
2016	Mujeres	1	44261	Villarquemado	44261	Villarquemado	1	Leves
2016	Hombres	1	44262	Villarroya de los Pinares	44262	Villarroya de los Pinares	1	Leves
2016	Mujeres	1	44262	Villarroya de los Pinares	44262	Villarroya de los Pinares	1	Leves
2016	Hombres	1	44264	Villel	44264	Villel	1	Leves
2016	Hombres	3	44265	Vinaceite	44265	Vinaceite	1	Leves
2016	Mujeres	1	44265	Vinaceite	44265	Vinaceite	1	Leves
2016	Hombres	4	44266	Visiedo	44266	Visiedo	1	Leves
2016	Mujeres	1	44266	Visiedo	44266	Visiedo	1	Leves
2016	Hombres	1	50003	Agón	50003	Agón	1	Leves
2016	Hombres	7	50004	Aguarón	50004	Aguarón	1	Leves
2016	Mujeres	1	50004	Aguarón	50004	Aguarón	1	Leves
2016	Hombres	1	50005	Aguilón	50005	Aguilón	1	Leves
2016	Hombres	2	50006	Ainzón	50006	Ainzón	1	Leves
2016	Mujeres	1	50006	Ainzón	50006	Ainzón	1	Leves
2016	Hombres	53	50008	Alagón	50008	Alagón	1	Leves
2016	Hombres	1	50008	Alagón	50008	Alagón	2	Graves o muy graves
2016	Mujeres	25	50008	Alagón	50008	Alagón	1	Leves
2016	Hombres	1	50010	Alberite de San Juan	50010	Alberite de San Juan	1	Leves
2016	Hombres	1	50012	Alborge	50012	Alborge	1	Leves
2016	Hombres	28	50017	Alfajarín	50017	Alfajarín	1	Leves
2016	Mujeres	7	50017	Alfajarín	50017	Alfajarín	1	Leves
2016	Hombres	15	50018	Alfamén	50018	Alfamén	1	Leves
2016	Mujeres	2	50018	Alfamén	50018	Alfamén	1	Leves
2016	Hombres	13	50020	Alhama de Aragón	50020	Alhama de Aragón	1	Leves
2016	Mujeres	5	50020	Alhama de Aragón	50020	Alhama de Aragón	1	Leves
2016	Hombres	3	50022	Almolda (La)	50022	Almolda (La)	1	Leves
2016	Hombres	4	50024	Almonacid de la Sierra	50024	Almonacid de la Sierra	1	Leves
2016	Hombres	84	50025	Almunia de Doña Godina (La)	50025	Almunia de Doña Godina (La)	1	Leves
2016	Mujeres	54	50025	Almunia de Doña Godina (La)	50025	Almunia de Doña Godina (La)	1	Leves
2016	Hombres	1	50027	Ambel	50027	Ambel	1	Leves
2016	Hombres	1	50028	Anento	50028	Anento	1	Leves
2016	Hombres	5	50029	Aniñón	50029	Aniñón	1	Leves
2016	Mujeres	1	50029	Aniñón	50029	Aniñón	1	Leves
2016	Mujeres	1	50030	Añón de Moncayo	50030	Añón de Moncayo	1	Leves
2016	Hombres	2	50034	Ariza	50034	Ariza	1	Leves
2016	Mujeres	1	50034	Ariza	50034	Ariza	1	Leves
2016	Hombres	5	50038	Ateca	50038	Ateca	1	Leves
2016	Mujeres	2	50038	Ateca	50038	Ateca	1	Leves
2016	Hombres	3	50039	Azuara	50039	Azuara	1	Leves
2016	Hombres	3	50043	Bárboles	50043	Bárboles	1	Leves
2016	Hombres	1	50043	Bárboles	50043	Bárboles	2	Graves o muy graves
2016	Hombres	6	50045	Belchite	50045	Belchite	1	Leves
2016	Mujeres	4	50045	Belchite	50045	Belchite	1	Leves
2016	Hombres	2	50051	Biota	50051	Biota	1	Leves
2016	Hombres	1	50051	Biota	50051	Biota	2	Graves o muy graves
2016	Mujeres	2	50051	Biota	50051	Biota	1	Leves
2016	Hombres	1	50052	Bisimbre	50052	Bisimbre	1	Leves
2016	Mujeres	4	50052	Bisimbre	50052	Bisimbre	1	Leves
2016	Hombres	1	50053	Boquiñeni	50053	Boquiñeni	1	Leves
2016	Hombres	49	50055	Borja	50055	Borja	1	Leves
2016	Mujeres	31	50055	Borja	50055	Borja	1	Leves
2016	Hombres	11	50057	Brea de Aragón	50057	Brea de Aragón	1	Leves
2016	Mujeres	1	50057	Brea de Aragón	50057	Brea de Aragón	1	Leves
2016	Hombres	8	50059	Bujaraloz	50059	Bujaraloz	1	Leves
2016	Hombres	1	50060	Bulbuente	50060	Bulbuente	1	Leves
2016	Mujeres	1	50060	Bulbuente	50060	Bulbuente	1	Leves
2016	Hombres	2	50061	Bureta	50061	Bureta	1	Leves
2016	Hombres	63	50062	Burgo de Ebro (El)	50062	Burgo de Ebro (El)	1	Leves
2016	Hombres	2	50062	Burgo de Ebro (El)	50062	Burgo de Ebro (El)	2	Graves o muy graves
2016	Mujeres	22	50062	Burgo de Ebro (El)	50062	Burgo de Ebro (El)	1	Leves
2016	Hombres	2	50064	Cabañas de Ebro	50064	Cabañas de Ebro	1	Leves
2016	Hombres	64	50066	Cadrete	50066	Cadrete	1	Leves
2016	Mujeres	22	50066	Cadrete	50066	Cadrete	1	Leves
2016	Hombres	134	50067	Calatayud	50067	Calatayud	1	Leves
2016	Mujeres	59	50067	Calatayud	50067	Calatayud	1	Leves
2016	Hombres	16	50068	Calatorao	50068	Calatorao	1	Leves
2016	Mujeres	6	50068	Calatorao	50068	Calatorao	1	Leves
2016	Hombres	35	50073	Cariñena	50073	Cariñena	1	Leves
2016	Hombres	1	50073	Cariñena	50073	Cariñena	2	Graves o muy graves
2016	Mujeres	15	50073	Cariñena	50073	Cariñena	1	Leves
2016	Hombres	58	50074	Caspe	50074	Caspe	1	Leves
2016	Mujeres	20	50074	Caspe	50074	Caspe	1	Leves
2016	Mujeres	1	50078	Castiliscar	50078	Castiliscar	1	Leves
2016	Hombres	3	50081	Cetina	50081	Cetina	1	Leves
2016	Mujeres	1	50081	Cetina	50081	Cetina	1	Leves
2016	Hombres	1	50082	Cimballa	50082	Cimballa	1	Leves
2016	Hombres	1	50086	Codos	50086	Codos	1	Leves
2016	Mujeres	1	50086	Codos	50086	Codos	1	Leves
2016	Hombres	152	50089	Cuarte de Huerva	50089	Cuarte de Huerva	1	Leves
2016	Hombres	2	50089	Cuarte de Huerva	50089	Cuarte de Huerva	2	Graves o muy graves
2016	Mujeres	24	50089	Cuarte de Huerva	50089	Cuarte de Huerva	1	Leves
2016	Hombres	1	50090	Cubel	50090	Cubel	1	Leves
2016	Hombres	3	50092	Chiprana	50092	Chiprana	1	Leves
2016	Hombres	1	50093	Chodes	50093	Chodes	1	Leves
2016	Hombres	1	50093	Chodes	50093	Chodes	2	Graves o muy graves
2016	Hombres	21	50094	Daroca	50094	Daroca	1	Leves
2016	Mujeres	7	50094	Daroca	50094	Daroca	1	Leves
2016	Hombres	138	50095	Ejea de los Caballeros	50095	Ejea de los Caballeros	1	Leves
2016	Mujeres	42	50095	Ejea de los Caballeros	50095	Ejea de los Caballeros	1	Leves
2016	Hombres	1	50098	Encinacorba	50098	Encinacorba	1	Leves
2016	Hombres	89	50099	Épila	50099	Épila	1	Leves
2016	Mujeres	40	50099	Épila	50099	Épila	1	Leves
2016	Hombres	1	50100	Erla	50100	Erla	2	Graves o muy graves
2016	Hombres	4	50101	Escatrón	50101	Escatrón	1	Leves
2016	Mujeres	1	50101	Escatrón	50101	Escatrón	1	Leves
2016	Hombres	5	50102	Fabara	50102	Fabara	1	Leves
2016	Hombres	1	50104	Farlete	50104	Farlete	1	Leves
2016	Hombres	3	50105	Fayón	50105	Fayón	1	Leves
2016	Mujeres	2	50105	Fayón	50105	Fayón	1	Leves
2016	Hombres	125	50107	Figueruelas	50107	Figueruelas	1	Leves
2016	Hombres	1	50107	Figueruelas	50107	Figueruelas	2	Graves o muy graves
2016	Hombres	1	50107	Figueruelas	50107	Figueruelas	3	Mortales
2016	Mujeres	36	50107	Figueruelas	50107	Figueruelas	1	Leves
2016	Mujeres	1	50107	Figueruelas	50107	Figueruelas	2	Graves o muy graves
2016	Hombres	2	50110	Frasno (El)	50110	Frasno (El)	1	Leves
2016	Hombres	7	50113	Fuendejalón	50113	Fuendejalón	1	Leves
2016	Mujeres	1	50113	Fuendejalón	50113	Fuendejalón	1	Leves
2016	Hombres	2	50114	Fuendetodos	50114	Fuendetodos	1	Leves
2016	Hombres	54	50115	Fuentes de Ebro	50115	Fuentes de Ebro	1	Leves
2016	Hombres	1	50115	Fuentes de Ebro	50115	Fuentes de Ebro	2	Graves o muy graves
2016	Mujeres	15	50115	Fuentes de Ebro	50115	Fuentes de Ebro	1	Leves
2016	Hombres	23	50118	Gallur	50118	Gallur	1	Leves
2016	Mujeres	5	50118	Gallur	50118	Gallur	1	Leves
2016	Hombres	2	50119	Gelsa	50119	Gelsa	1	Leves
2016	Mujeres	2	50119	Gelsa	50119	Gelsa	1	Leves
2016	Hombres	1	50120	Godojos	50120	Godojos	1	Leves
2016	Hombres	1	50121	Gotor	50121	Gotor	1	Leves
2016	Hombres	3	50124	Herrera de los Navarros	50124	Herrera de los Navarros	1	Leves
2016	Hombres	1	50124	Herrera de los Navarros	50124	Herrera de los Navarros	2	Graves o muy graves
2016	Hombres	1	50125	Ibdes	50125	Ibdes	1	Leves
2016	Mujeres	1	50125	Ibdes	50125	Ibdes	1	Leves
2016	Hombres	16	50126	Illueca	50126	Illueca	1	Leves
2016	Mujeres	12	50126	Illueca	50126	Illueca	1	Leves
2016	Hombres	2	50129	Jaraba	50129	Jaraba	1	Leves
2016	Mujeres	1	50129	Jaraba	50129	Jaraba	1	Leves
2016	Hombres	1	50130	Jarque de Moncayo	50130	Jarque de Moncayo	1	Leves
2016	Hombres	1	50131	Jaulín	50131	Jaulín	1	Leves
2016	Hombres	1	50132	Joyosa (La)	50132	Joyosa (La)	1	Leves
2016	Hombres	9	50136	Lécera	50136	Lécera	1	Leves
2016	Mujeres	1	50136	Lécera	50136	Lécera	1	Leves
2016	Hombres	6	50137	Leciñena	50137	Leciñena	1	Leves
2016	Hombres	2	50139	Letux	50139	Letux	1	Leves
2016	Hombres	1	50143	Longares	50143	Longares	2	Graves o muy graves
2016	Mujeres	1	50143	Longares	50143	Longares	1	Leves
2016	Hombres	2	50144	Longás	50144	Longás	1	Leves
2016	Hombres	1	50146	Lucena de Jalón	50146	Lucena de Jalón	1	Leves
2016	Hombres	7	50147	Luceni	50147	Luceni	1	Leves
2016	Hombres	8	50150	Lumpiaque	50150	Lumpiaque	1	Leves
2016	Hombres	4	50151	Luna	50151	Luna	1	Leves
2016	Mujeres	1	50151	Luna	50151	Luna	1	Leves
2016	Hombres	27	50152	Maella	50152	Maella	1	Leves
2016	Mujeres	10	50152	Maella	50152	Maella	1	Leves
2016	Hombres	3	50153	Magallón	50153	Magallón	1	Leves
2016	Mujeres	1	50153	Magallón	50153	Magallón	1	Leves
2016	Hombres	1	50156	Maleján	50156	Maleján	1	Leves
2016	Hombres	1	50157	Malón	50157	Malón	1	Leves
2016	Mujeres	2	50157	Malón	50157	Malón	1	Leves
2016	Hombres	2	50159	Maluenda	50159	Maluenda	1	Leves
2016	Mujeres	2	50159	Maluenda	50159	Maluenda	1	Leves
2016	Hombres	40	50160	Mallén	50160	Mallén	1	Leves
2016	Mujeres	9	50160	Mallén	50160	Mallén	1	Leves
2016	Hombres	14	50163	María de Huerva	50163	María de Huerva	1	Leves
2016	Hombres	1	50163	María de Huerva	50163	María de Huerva	2	Graves o muy graves
2016	Mujeres	4	50163	María de Huerva	50163	María de Huerva	1	Leves
2016	Hombres	1	50164	Mediana de Aragón	50164	Mediana de Aragón	1	Leves
2016	Hombres	18	50165	Mequinenza	50165	Mequinenza	1	Leves
2016	Mujeres	5	50165	Mequinenza	50165	Mequinenza	1	Leves
2016	Hombres	1	50166	Mesones de Isuela	50166	Mesones de Isuela	1	Leves
2016	Mujeres	1	50166	Mesones de Isuela	50166	Mesones de Isuela	1	Leves
2016	Hombres	1	50167	Mezalocha	50167	Mezalocha	1	Leves
2016	Hombres	1	50169	Miedes de Aragón	50169	Miedes de Aragón	1	Leves
2016	Hombres	2	50170	Monegrillo	50170	Monegrillo	1	Leves
2016	Hombres	1	50172	Monreal de Ariza	50172	Monreal de Ariza	1	Leves
2016	Hombres	2	50174	Montón	50174	Montón	1	Leves
2016	Hombres	1	50175	Morata de Jalón	50175	Morata de Jalón	1	Leves
2016	Hombres	2	50176	Morata de Jiloca	50176	Morata de Jiloca	1	Leves
2016	Hombres	1	50177	Morés	50177	Morés	1	Leves
2016	Mujeres	1	50178	Moros	50178	Moros	1	Leves
2016	Hombres	36	50181	Muel	50181	Muel	1	Leves
2016	Mujeres	2	50181	Muel	50181	Muel	1	Leves
2016	Hombres	173	50182	Muela (La)	50182	Muela (La)	1	Leves
2016	Hombres	1	50182	Muela (La)	50182	Muela (La)	2	Graves o muy graves
2016	Mujeres	30	50182	Muela (La)	50182	Muela (La)	1	Leves
2016	Hombres	3	50183	Munébrega	50183	Munébrega	1	Leves
2016	Hombres	2	50184	Murero	50184	Murero	1	Leves
2016	Hombres	2	50185	Murillo de Gállego	50185	Murillo de Gállego	1	Leves
2016	Hombres	5	50189	Nonaspe	50189	Nonaspe	1	Leves
2016	Mujeres	2	50189	Nonaspe	50189	Nonaspe	1	Leves
2016	Hombres	2	50190	Novallas	50190	Novallas	1	Leves
2016	Mujeres	2	50190	Novallas	50190	Novallas	1	Leves
2016	Hombres	1	50191	Novillas	50191	Novillas	1	Leves
2016	Hombres	2	50192	Nuévalos	50192	Nuévalos	1	Leves
2016	Mujeres	2	50192	Nuévalos	50192	Nuévalos	1	Leves
