Año	Residencia CCAA nombre	Nacionalidad área código	Nacionalidad área nombre	Nacionalidad país código	Nacionalidad país nombre	Edad (grandes grupos)	Extranjeros
2002	Aragón	07	Asia	442	Azerbaiyan	16 a 64	6
2002	Aragón	07	Asia	443	Kazajstan	16 a 64	6
2002	Aragón	07	Asia	447	Uzbekistán	16 a 64	3
2002	Aragón	07	Asia	499	Países sin relaciones diplomáticas	16 a 64	3
2002	Aragón	07	Asia	499	Países sin relaciones diplomáticas	65 y más	1
2002	Aragón	08	Oceanía	501	Australia	0 a 15	3
2002	Aragón	08	Oceanía	501	Australia	16 a 64	10
2002	Aragón	08	Oceanía	501	Australia	65 y más	2
2002	Aragón	08	Oceanía	504	Nueva Zelanda	16 a 64	4
2002	Aragón	08	Oceanía	511	Micronesia	16 a 64	6
2002	Aragón	08	Oceanía	512	Tuvalu	0 a 15	5
2002	Aragón	08	Oceanía	512	Tuvalu	16 a 64	38
2002	Aragón	08	Oceanía	512	Tuvalu	65 y más	1
2002	Aragón	08	Oceanía	599	Países sin relaciones diplomáticas	16 a 64	1
2002	Aragón	09	Apátridas y no consta	555	Apátridas	0 a 15	6
2002	Aragón	09	Apátridas y no consta	555	Apátridas	16 a 64	11
2003	Aragón	01	UE-15	102	Austria	0 a 15	5
2003	Aragón	01	UE-15	102	Austria	16 a 64	22
2003	Aragón	01	UE-15	102	Austria	65 y más	1
2003	Aragón	01	UE-15	103	Bélgica	0 a 15	17
2003	Aragón	01	UE-15	103	Bélgica	16 a 64	79
2003	Aragón	01	UE-15	103	Bélgica	65 y más	11
2003	Aragón	01	UE-15	107	Dinamarca	0 a 15	4
2003	Aragón	01	UE-15	107	Dinamarca	16 a 64	14
2003	Aragón	01	UE-15	109	Finlandia	16 a 64	6
2003	Aragón	01	UE-15	110	Francia	0 a 15	82
2003	Aragón	01	UE-15	110	Francia	16 a 64	875
2003	Aragón	01	UE-15	110	Francia	65 y más	184
2003	Aragón	01	UE-15	111	Grecia	0 a 15	3
2003	Aragón	01	UE-15	111	Grecia	16 a 64	12
2003	Aragón	01	UE-15	111	Grecia	65 y más	1
2003	Aragón	01	UE-15	113	Irlanda	0 a 15	1
2003	Aragón	01	UE-15	113	Irlanda	16 a 64	40
2003	Aragón	01	UE-15	113	Irlanda	65 y más	1
2003	Aragón	01	UE-15	115	Italia	0 a 15	86
2003	Aragón	01	UE-15	115	Italia	16 a 64	494
2003	Aragón	01	UE-15	115	Italia	65 y más	45
2003	Aragón	01	UE-15	121	Países Bajos	0 a 15	26
2003	Aragón	01	UE-15	121	Países Bajos	16 a 64	144
2003	Aragón	01	UE-15	121	Países Bajos	65 y más	6
2003	Aragón	01	UE-15	123	Portugal	0 a 15	168
2003	Aragón	01	UE-15	123	Portugal	16 a 64	770
2003	Aragón	01	UE-15	123	Portugal	65 y más	24
2003	Aragón	01	UE-15	125	Reino Unido	0 a 15	35
2003	Aragón	01	UE-15	125	Reino Unido	16 a 64	315
2003	Aragón	01	UE-15	125	Reino Unido	65 y más	24
2003	Aragón	01	UE-15	126	Alemania	0 a 15	45
2003	Aragón	01	UE-15	126	Alemania	16 a 64	337
2003	Aragón	01	UE-15	126	Alemania	65 y más	30
2003	Aragón	01	UE-15	131	Suecia	0 a 15	2
2003	Aragón	01	UE-15	131	Suecia	16 a 64	21
2003	Aragón	01	UE-15	131	Suecia	65 y más	1
2003	Aragón	02	Resto de Europa	101	Albania	0 a 15	7
2003	Aragón	02	Resto de Europa	101	Albania	16 a 64	20
2003	Aragón	02	Resto de Europa	101	Albania	65 y más	2
2003	Aragón	02	Resto de Europa	104	Bulgaria	0 a 15	279
2003	Aragón	02	Resto de Europa	104	Bulgaria	16 a 64	1226
2003	Aragón	02	Resto de Europa	104	Bulgaria	65 y más	13
2003	Aragón	02	Resto de Europa	112	Hungría	0 a 15	7
2003	Aragón	02	Resto de Europa	112	Hungría	16 a 64	37
2003	Aragón	02	Resto de Europa	118	Malta	65 y más	1
2003	Aragón	02	Resto de Europa	120	Noruega	0 a 15	4
2003	Aragón	02	Resto de Europa	120	Noruega	16 a 64	5
2003	Aragón	02	Resto de Europa	120	Noruega	65 y más	1
2003	Aragón	02	Resto de Europa	122	Polonia	0 a 15	123
2003	Aragón	02	Resto de Europa	122	Polonia	16 a 64	531
2003	Aragón	02	Resto de Europa	122	Polonia	65 y más	2
2003	Aragón	02	Resto de Europa	124	Andorra	0 a 15	3
2003	Aragón	02	Resto de Europa	124	Andorra	16 a 64	6
2003	Aragón	02	Resto de Europa	128	Rumanía	0 a 15	1336
2003	Aragón	02	Resto de Europa	128	Rumanía	16 a 64	10245
2003	Aragón	02	Resto de Europa	128	Rumanía	65 y más	24
2003	Aragón	02	Resto de Europa	132	Suiza	0 a 15	14
2003	Aragón	02	Resto de Europa	132	Suiza	16 a 64	51
2003	Aragón	02	Resto de Europa	132	Suiza	65 y más	10
2003	Aragón	02	Resto de Europa	135	Ucrania	0 a 15	141
2003	Aragón	02	Resto de Europa	135	Ucrania	16 a 64	1177
2003	Aragón	02	Resto de Europa	135	Ucrania	65 y más	4
2003	Aragón	02	Resto de Europa	136	Letonia	0 a 15	6
2003	Aragón	02	Resto de Europa	136	Letonia	16 a 64	15
2003	Aragón	02	Resto de Europa	137	Moldova	0 a 15	13
2003	Aragón	02	Resto de Europa	137	Moldova	16 a 64	100
2003	Aragón	02	Resto de Europa	138	Bielorrusia	0 a 15	14
2003	Aragón	02	Resto de Europa	138	Bielorrusia	16 a 64	61
2003	Aragón	02	Resto de Europa	139	Georgia	0 a 15	2
2003	Aragón	02	Resto de Europa	139	Georgia	16 a 64	24
2003	Aragón	02	Resto de Europa	141	Estonia	16 a 64	2
2003	Aragón	02	Resto de Europa	142	Lituania	0 a 15	27
2003	Aragón	02	Resto de Europa	142	Lituania	16 a 64	160
2003	Aragón	02	Resto de Europa	143	República Checa	0 a 15	7
2003	Aragón	02	Resto de Europa	143	República Checa	16 a 64	65
2003	Aragón	02	Resto de Europa	144	Eslovaquia	0 a 15	5
2003	Aragón	02	Resto de Europa	144	Eslovaquia	16 a 64	30
2003	Aragón	02	Resto de Europa	145	Bosnia-Herzegovina	0 a 15	11
2003	Aragón	02	Resto de Europa	145	Bosnia-Herzegovina	16 a 64	21
2003	Aragón	02	Resto de Europa	146	Croacia	0 a 15	1
2003	Aragón	02	Resto de Europa	146	Croacia	16 a 64	11
2003	Aragón	02	Resto de Europa	147	Eslovenia	16 a 64	9
2003	Aragón	02	Resto de Europa	148	Armenia	0 a 15	13
2003	Aragón	02	Resto de Europa	148	Armenia	16 a 64	55
2003	Aragón	02	Resto de Europa	154	Rusia	0 a 15	50
2003	Aragón	02	Resto de Europa	154	Rusia	16 a 64	340
2003	Aragón	02	Resto de Europa	154	Rusia	65 y más	2
2003	Aragón	02	Resto de Europa	155	Yugoslavia	0 a 15	6
2003	Aragón	02	Resto de Europa	155	Yugoslavia	16 a 64	43
2003	Aragón	02	Resto de Europa	155	Yugoslavia	65 y más	1
2003	Aragón	02	Resto de Europa	199	Países sin relaciones diplomáticas	0 a 15	1
2003	Aragón	02	Resto de Europa	199	Países sin relaciones diplomáticas	16 a 64	4
2003	Aragón	02	Resto de Europa	199	Países sin relaciones diplomáticas	65 y más	1
2003	Aragón	02	Resto de Europa	436	Turquía	0 a 15	1
2003	Aragón	02	Resto de Europa	436	Turquía	16 a 64	11
2003	Aragón	03	Magreb	203	Argelia	0 a 15	406
2003	Aragón	03	Magreb	203	Argelia	16 a 64	3388
2003	Aragón	03	Magreb	203	Argelia	65 y más	47
2003	Aragón	03	Magreb	224	Libia	0 a 15	3
2003	Aragón	03	Magreb	224	Libia	16 a 64	6
2003	Aragón	03	Magreb	228	Marruecos	0 a 15	1156
2003	Aragón	03	Magreb	228	Marruecos	16 a 64	5805
2003	Aragón	03	Magreb	228	Marruecos	65 y más	64
2003	Aragón	03	Magreb	230	Mauritania	0 a 15	35
2003	Aragón	03	Magreb	230	Mauritania	16 a 64	182
2003	Aragón	03	Magreb	230	Mauritania	65 y más	1
2003	Aragón	03	Magreb	248	Túnez	0 a 15	6
2003	Aragón	03	Magreb	248	Túnez	16 a 64	49
2003	Aragón	04	Resto de África	201	Burkina Fasso	16 a 64	28
2003	Aragón	04	Resto de África	202	Angola	0 a 15	18
2003	Aragón	04	Resto de África	202	Angola	16 a 64	56
2003	Aragón	04	Resto de África	204	Benin	16 a 64	7
2003	Aragón	04	Resto de África	206	Burundi	16 a 64	1
2003	Aragón	04	Resto de África	207	Cabo Verde	0 a 15	44
2003	Aragón	04	Resto de África	207	Cabo Verde	16 a 64	274
2003	Aragón	04	Resto de África	207	Cabo Verde	65 y más	16
2003	Aragón	04	Resto de África	208	Camerún	0 a 15	15
2003	Aragón	04	Resto de África	208	Camerún	16 a 64	96
2003	Aragón	04	Resto de África	209	Comores	65 y más	1
2003	Aragón	04	Resto de África	210	Congo	0 a 15	10
2003	Aragón	04	Resto de África	210	Congo	16 a 64	28
2003	Aragón	04	Resto de África	211	Costa de Marfil	0 a 15	10
2003	Aragón	04	Resto de África	211	Costa de Marfil	16 a 64	49
2003	Aragón	04	Resto de África	213	Egipto	0 a 15	10
2003	Aragón	04	Resto de África	213	Egipto	16 a 64	104
2003	Aragón	04	Resto de África	214	Etiopía	16 a 64	3
2003	Aragón	04	Resto de África	215	Gabón	0 a 15	1
2003	Aragón	04	Resto de África	215	Gabón	16 a 64	4
2003	Aragón	04	Resto de África	216	Gambia	0 a 15	350
2003	Aragón	04	Resto de África	216	Gambia	16 a 64	871
2003	Aragón	04	Resto de África	216	Gambia	65 y más	2
2003	Aragón	04	Resto de África	217	Ghana	0 a 15	75
2003	Aragón	04	Resto de África	217	Ghana	16 a 64	752
2003	Aragón	04	Resto de África	217	Ghana	65 y más	1
2003	Aragón	04	Resto de África	218	Guinea	0 a 15	115
2003	Aragón	04	Resto de África	218	Guinea	16 a 64	424
2003	Aragón	04	Resto de África	218	Guinea	65 y más	7
2003	Aragón	04	Resto de África	219	Guinea Bissau	0 a 15	5
2003	Aragón	04	Resto de África	219	Guinea Bissau	16 a 64	46
2003	Aragón	04	Resto de África	220	Guinea Ecuatorial	0 a 15	152
2003	Aragón	04	Resto de África	220	Guinea Ecuatorial	16 a 64	409
2003	Aragón	04	Resto de África	220	Guinea Ecuatorial	65 y más	15
2003	Aragón	04	Resto de África	221	Kenia	16 a 64	14
2003	Aragón	04	Resto de África	222	Lesotho	16 a 64	1
2003	Aragón	04	Resto de África	223	Liberia	0 a 15	5
2003	Aragón	04	Resto de África	223	Liberia	16 a 64	68
2003	Aragón	04	Resto de África	226	Malawi	16 a 64	1
2003	Aragón	04	Resto de África	227	Mali	0 a 15	39
2003	Aragón	04	Resto de África	227	Mali	16 a 64	581
2003	Aragón	04	Resto de África	227	Mali	65 y más	2
2003	Aragón	04	Resto de África	231	Mozambique	0 a 15	2
2003	Aragón	04	Resto de África	231	Mozambique	16 a 64	6
2003	Aragón	04	Resto de África	232	Namibia	16 a 64	2
2003	Aragón	04	Resto de África	233	Níger	16 a 64	10
2003	Aragón	04	Resto de África	234	Nigeria	0 a 15	38
2003	Aragón	04	Resto de África	234	Nigeria	16 a 64	371
2003	Aragón	04	Resto de África	235	República Centroafricana	16 a 64	4
2003	Aragón	04	Resto de África	236	Sudáfrica	0 a 15	2
2003	Aragón	04	Resto de África	236	Sudáfrica	16 a 64	7
2003	Aragón	04	Resto de África	237	Ruanda	16 a 64	5
2003	Aragón	04	Resto de África	239	Senegal	0 a 15	114
2003	Aragón	04	Resto de África	239	Senegal	16 a 64	1064
2003	Aragón	04	Resto de África	239	Senegal	65 y más	2
2003	Aragón	04	Resto de África	241	Sierra Leona	0 a 15	1
2003	Aragón	04	Resto de África	241	Sierra Leona	16 a 64	37
2003	Aragón	04	Resto de África	242	Somalia	16 a 64	5
2003	Aragón	04	Resto de África	243	Sudán	0 a 15	2
2003	Aragón	04	Resto de África	243	Sudán	16 a 64	6
2003	Aragón	04	Resto de África	245	Tanzania	16 a 64	1
2003	Aragón	04	Resto de África	246	Chad	16 a 64	6
2003	Aragón	04	Resto de África	247	Togo	16 a 64	13
2003	Aragón	04	Resto de África	250	Rep. Democrática del Congo	0 a 15	11
2003	Aragón	04	Resto de África	250	Rep. Democrática del Congo	16 a 64	49
2003	Aragón	04	Resto de África	251	Zambia	16 a 64	1
2003	Aragón	04	Resto de África	253	Eritrea	16 a 64	1
2003	Aragón	04	Resto de África	299	Países sin relaciones diplomáticas	16 a 64	1
2003	Aragón	05	América del Norte	301	Canadá	0 a 15	3
2003	Aragón	05	América del Norte	301	Canadá	16 a 64	24
2003	Aragón	05	América del Norte	301	Canadá	65 y más	1
2003	Aragón	05	América del Norte	302	Estados Unidos de América	0 a 15	82
2003	Aragón	05	América del Norte	302	Estados Unidos de América	16 a 64	292
2003	Aragón	05	América del Norte	302	Estados Unidos de América	65 y más	41
2003	Aragón	06	Resto de América	303	México	0 a 15	55
2003	Aragón	06	Resto de América	303	México	16 a 64	239
2003	Aragón	06	Resto de América	303	México	65 y más	4
2003	Aragón	06	Resto de América	314	Costa Rica	0 a 15	2
2003	Aragón	06	Resto de América	314	Costa Rica	16 a 64	13
2003	Aragón	06	Resto de América	314	Costa Rica	65 y más	1
2003	Aragón	06	Resto de América	315	Cuba	0 a 15	86
2003	Aragón	06	Resto de América	315	Cuba	16 a 64	728
2003	Aragón	06	Resto de América	315	Cuba	65 y más	36
2003	Aragón	06	Resto de América	316	Dominica	0 a 15	4
2003	Aragón	06	Resto de América	316	Dominica	16 a 64	9
2003	Aragón	06	Resto de América	317	El Salvador	0 a 15	9
2003	Aragón	06	Resto de América	317	El Salvador	16 a 64	47
2003	Aragón	06	Resto de América	318	Granada	16 a 64	1
2003	Aragón	06	Resto de América	319	Guatemala	0 a 15	16
2003	Aragón	06	Resto de América	319	Guatemala	16 a 64	26
2003	Aragón	06	Resto de América	319	Guatemala	65 y más	2
2003	Aragón	06	Resto de América	320	Haití	16 a 64	1
2003	Aragón	06	Resto de América	321	Honduras	0 a 15	24
2003	Aragón	06	Resto de América	321	Honduras	16 a 64	110
2003	Aragón	06	Resto de América	321	Honduras	65 y más	2
2003	Aragón	06	Resto de América	322	Jamaica	16 a 64	1
2003	Aragón	06	Resto de América	323	Nicaragua	0 a 15	7
2003	Aragón	06	Resto de América	323	Nicaragua	16 a 64	56
2003	Aragón	06	Resto de América	324	Panamá	0 a 15	7
2003	Aragón	06	Resto de América	324	Panamá	16 a 64	26
2003	Aragón	06	Resto de América	324	Panamá	65 y más	1
2003	Aragón	06	Resto de América	326	República Dominicana	0 a 15	182
2003	Aragón	06	Resto de América	326	República Dominicana	16 a 64	787
2003	Aragón	06	Resto de América	326	República Dominicana	65 y más	16
2003	Aragón	06	Resto de América	340	Argentina	0 a 15	355
2003	Aragón	06	Resto de América	340	Argentina	16 a 64	1117
2003	Aragón	06	Resto de América	340	Argentina	65 y más	69
2003	Aragón	06	Resto de América	341	Bolivia	0 a 15	36
2003	Aragón	06	Resto de América	341	Bolivia	16 a 64	166
2003	Aragón	06	Resto de América	341	Bolivia	65 y más	3
2003	Aragón	06	Resto de América	342	Brasil	0 a 15	90
2003	Aragón	06	Resto de América	342	Brasil	16 a 64	652
2003	Aragón	06	Resto de América	342	Brasil	65 y más	5
2003	Aragón	06	Resto de América	343	Colombia	0 a 15	859
2003	Aragón	06	Resto de América	343	Colombia	16 a 64	4112
2003	Aragón	06	Resto de América	343	Colombia	65 y más	45
2003	Aragón	06	Resto de América	344	Chile	0 a 15	63
2003	Aragón	06	Resto de América	344	Chile	16 a 64	275
2003	Aragón	06	Resto de América	344	Chile	65 y más	11
2003	Aragón	06	Resto de América	345	Ecuador	0 a 15	2469
2003	Aragón	06	Resto de América	345	Ecuador	16 a 64	7435
2003	Aragón	06	Resto de América	345	Ecuador	65 y más	57
2003	Aragón	06	Resto de América	347	Paraguay	0 a 15	9
2003	Aragón	06	Resto de América	347	Paraguay	16 a 64	25
2003	Aragón	06	Resto de América	347	Paraguay	65 y más	1
2003	Aragón	06	Resto de América	348	Perú	0 a 15	66
2003	Aragón	06	Resto de América	348	Perú	16 a 64	517
2003	Aragón	06	Resto de América	348	Perú	65 y más	27
2003	Aragón	06	Resto de América	350	Uruguay	0 a 15	55
2003	Aragón	06	Resto de América	350	Uruguay	16 a 64	236
2003	Aragón	06	Resto de América	350	Uruguay	65 y más	13
2003	Aragón	06	Resto de América	351	Venezuela	0 a 15	84
2003	Aragón	06	Resto de América	351	Venezuela	16 a 64	342
2003	Aragón	06	Resto de América	351	Venezuela	65 y más	11
2003	Aragón	07	Asia	401	Afganistán	16 a 64	1
2003	Aragón	07	Asia	404	Bangladesh	0 a 15	4
2003	Aragón	07	Asia	404	Bangladesh	16 a 64	18
2003	Aragón	07	Asia	404	Bangladesh	65 y más	2
2003	Aragón	07	Asia	405	Myanmar (Birmania)	16 a 64	1
2003	Aragón	07	Asia	407	China	0 a 15	214
2003	Aragón	07	Asia	407	China	16 a 64	755
2003	Aragón	07	Asia	407	China	65 y más	15
2003	Aragón	07	Asia	409	Filipinas	16 a 64	20
2003	Aragón	07	Asia	409	Filipinas	65 y más	1
2003	Aragón	07	Asia	410	India	0 a 15	28
2003	Aragón	07	Asia	410	India	16 a 64	18
2003	Aragón	07	Asia	410	India	65 y más	3
2003	Aragón	07	Asia	411	Indonesia	16 a 64	1
2003	Aragón	07	Asia	412	Irak	16 a 64	2
2003	Aragón	07	Asia	413	Irán	0 a 15	1
2003	Aragón	07	Asia	413	Irán	16 a 64	13
2003	Aragón	07	Asia	413	Irán	65 y más	1
2003	Aragón	07	Asia	414	Israel	0 a 15	4
2003	Aragón	07	Asia	414	Israel	16 a 64	5
2003	Aragón	07	Asia	415	Japón	0 a 15	2
2003	Aragón	07	Asia	415	Japón	16 a 64	13
2003	Aragón	07	Asia	416	Jordania	0 a 15	3
2003	Aragón	07	Asia	416	Jordania	16 a 64	39
2003	Aragón	07	Asia	416	Jordania	65 y más	1
2003	Aragón	07	Asia	419	Laos	16 a 64	5
2003	Aragón	07	Asia	420	Líbano	16 a 64	25
2003	Aragón	07	Asia	420	Líbano	65 y más	2
2003	Aragón	07	Asia	421	Malasia	0 a 15	1
2003	Aragón	07	Asia	421	Malasia	16 a 64	2
2003	Aragón	07	Asia	423	Mongolia	16 a 64	1
2003	Aragón	07	Asia	426	Pakistán	0 a 15	35
2003	Aragón	07	Asia	426	Pakistán	16 a 64	367
2003	Aragón	07	Asia	426	Pakistán	65 y más	1
2003	Aragón	07	Asia	430	República de Corea	0 a 15	5
2003	Aragón	07	Asia	430	República de Corea	16 a 64	27
2003	Aragón	07	Asia	433	Siria	0 a 15	4
2003	Aragón	07	Asia	433	Siria	16 a 64	37
2003	Aragón	07	Asia	433	Siria	65 y más	1
2003	Aragón	07	Asia	434	Sri-Lanka	16 a 64	1
2003	Aragón	07	Asia	435	Tailandia	16 a 64	8
2003	Aragón	07	Asia	437	Vietnam	16 a 64	2
2003	Aragón	07	Asia	442	Azerbaiyan	16 a 64	6
2003	Aragón	07	Asia	443	Kazajstan	0 a 15	1
2003	Aragón	07	Asia	443	Kazajstan	16 a 64	11
2003	Aragón	07	Asia	447	Uzbekistán	16 a 64	6
2003	Aragón	07	Asia	499	Países sin relaciones diplomáticas	16 a 64	3
2003	Aragón	07	Asia	499	Países sin relaciones diplomáticas	65 y más	1
2003	Aragón	08	Oceanía	501	Australia	0 a 15	2
2003	Aragón	08	Oceanía	501	Australia	16 a 64	11
2003	Aragón	08	Oceanía	501	Australia	65 y más	2
2003	Aragón	08	Oceanía	504	Nueva Zelanda	16 a 64	4
2003	Aragón	08	Oceanía	511	Micronesia	16 a 64	3
2003	Aragón	08	Oceanía	512	Tuvalu	0 a 15	5
2003	Aragón	08	Oceanía	512	Tuvalu	16 a 64	30
2003	Aragón	08	Oceanía	512	Tuvalu	65 y más	1
2003	Aragón	08	Oceanía	513	Islas Cook	16 a 64	1
2003	Aragón	08	Oceanía	515	Nauru	0 a 15	2
2003	Aragón	08	Oceanía	516	Palaos	0 a 15	2
2003	Aragón	08	Oceanía	516	Palaos	16 a 64	10
2003	Aragón	08	Oceanía	599	Países sin relaciones diplomáticas	0 a 15	1
2003	Aragón	08	Oceanía	599	Países sin relaciones diplomáticas	16 a 64	2
2003	Aragón	09	Apátridas y no consta	555	Apátridas	0 a 15	8
2003	Aragón	09	Apátridas y no consta	555	Apátridas	16 a 64	18
2004	Aragón	01	UE-15	102	Austria	0 a 15	8
2004	Aragón	01	UE-15	102	Austria	16 a 64	24
2004	Aragón	01	UE-15	102	Austria	65 y más	2
2004	Aragón	01	UE-15	103	Bélgica	0 a 15	26
2004	Aragón	01	UE-15	103	Bélgica	16 a 64	96
2004	Aragón	01	UE-15	103	Bélgica	65 y más	13
2004	Aragón	01	UE-15	107	Dinamarca	0 a 15	3
2004	Aragón	01	UE-15	107	Dinamarca	16 a 64	20
2004	Aragón	01	UE-15	109	Finlandia	0 a 15	4
2004	Aragón	01	UE-15	109	Finlandia	16 a 64	10
2004	Aragón	01	UE-15	110	Francia	0 a 15	92
2004	Aragón	01	UE-15	110	Francia	16 a 64	928
2004	Aragón	01	UE-15	110	Francia	65 y más	184
2004	Aragón	01	UE-15	111	Grecia	0 a 15	3
2004	Aragón	01	UE-15	111	Grecia	16 a 64	11
2004	Aragón	01	UE-15	111	Grecia	65 y más	1
2004	Aragón	01	UE-15	113	Irlanda	0 a 15	1
2004	Aragón	01	UE-15	113	Irlanda	16 a 64	43
2004	Aragón	01	UE-15	115	Italia	0 a 15	132
2004	Aragón	01	UE-15	115	Italia	16 a 64	645
2004	Aragón	01	UE-15	115	Italia	65 y más	51
2004	Aragón	01	UE-15	121	Países Bajos	0 a 15	34
2004	Aragón	01	UE-15	121	Países Bajos	16 a 64	173
2004	Aragón	01	UE-15	121	Países Bajos	65 y más	9
2004	Aragón	01	UE-15	123	Portugal	0 a 15	186
2004	Aragón	01	UE-15	123	Portugal	16 a 64	949
2004	Aragón	01	UE-15	123	Portugal	65 y más	25
2004	Aragón	01	UE-15	125	Reino Unido	0 a 15	42
2004	Aragón	01	UE-15	125	Reino Unido	16 a 64	383
2004	Aragón	01	UE-15	125	Reino Unido	65 y más	25
2004	Aragón	01	UE-15	126	Alemania	0 a 15	63
2004	Aragón	01	UE-15	126	Alemania	16 a 64	387
2004	Aragón	01	UE-15	126	Alemania	65 y más	41
2004	Aragón	01	UE-15	131	Suecia	0 a 15	3
2004	Aragón	01	UE-15	131	Suecia	16 a 64	23
2004	Aragón	01	UE-15	131	Suecia	65 y más	2
2004	Aragón	02	Resto de Europa	101	Albania	0 a 15	10
2004	Aragón	02	Resto de Europa	101	Albania	16 a 64	30
2004	Aragón	02	Resto de Europa	101	Albania	65 y más	4
2004	Aragón	02	Resto de Europa	104	Bulgaria	0 a 15	386
2004	Aragón	02	Resto de Europa	104	Bulgaria	16 a 64	1734
2004	Aragón	02	Resto de Europa	104	Bulgaria	65 y más	17
2004	Aragón	02	Resto de Europa	112	Hungría	0 a 15	7
2004	Aragón	02	Resto de Europa	112	Hungría	16 a 64	42
2004	Aragón	02	Resto de Europa	118	Malta	16 a 64	1
2004	Aragón	02	Resto de Europa	120	Noruega	0 a 15	4
2004	Aragón	02	Resto de Europa	120	Noruega	16 a 64	9
2004	Aragón	02	Resto de Europa	120	Noruega	65 y más	1
2004	Aragón	02	Resto de Europa	122	Polonia	0 a 15	150
2004	Aragón	02	Resto de Europa	122	Polonia	16 a 64	692
2004	Aragón	02	Resto de Europa	122	Polonia	65 y más	5
2004	Aragón	02	Resto de Europa	124	Andorra	0 a 15	4
2004	Aragón	02	Resto de Europa	124	Andorra	16 a 64	9
2004	Aragón	02	Resto de Europa	128	Rumanía	0 a 15	2091
2004	Aragón	02	Resto de Europa	128	Rumanía	16 a 64	14594
2004	Aragón	02	Resto de Europa	128	Rumanía	65 y más	51
2004	Aragón	02	Resto de Europa	129	San Marino	16 a 64	1
2004	Aragón	02	Resto de Europa	132	Suiza	0 a 15	14
2004	Aragón	02	Resto de Europa	132	Suiza	16 a 64	47
2004	Aragón	02	Resto de Europa	132	Suiza	65 y más	11
2004	Aragón	02	Resto de Europa	135	Ucrania	0 a 15	193
2004	Aragón	02	Resto de Europa	135	Ucrania	16 a 64	1409
2004	Aragón	02	Resto de Europa	135	Ucrania	65 y más	5
2004	Aragón	02	Resto de Europa	136	Letonia	0 a 15	6
2004	Aragón	02	Resto de Europa	136	Letonia	16 a 64	21
2004	Aragón	02	Resto de Europa	137	Moldova	0 a 15	25
2004	Aragón	02	Resto de Europa	137	Moldova	16 a 64	134
2004	Aragón	02	Resto de Europa	138	Bielorrusia	0 a 15	19
2004	Aragón	02	Resto de Europa	138	Bielorrusia	16 a 64	69
2004	Aragón	02	Resto de Europa	138	Bielorrusia	65 y más	1
2004	Aragón	02	Resto de Europa	139	Georgia	0 a 15	2
2004	Aragón	02	Resto de Europa	139	Georgia	16 a 64	32
2004	Aragón	02	Resto de Europa	139	Georgia	65 y más	1
2004	Aragón	02	Resto de Europa	141	Estonia	16 a 64	4
2004	Aragón	02	Resto de Europa	142	Lituania	0 a 15	32
2004	Aragón	02	Resto de Europa	142	Lituania	16 a 64	211
2004	Aragón	02	Resto de Europa	143	República Checa	0 a 15	7
2004	Aragón	02	Resto de Europa	143	República Checa	16 a 64	67
2004	Aragón	02	Resto de Europa	144	Eslovaquia	0 a 15	5
2004	Aragón	02	Resto de Europa	144	Eslovaquia	16 a 64	40
2004	Aragón	02	Resto de Europa	145	Bosnia-Herzegovina	0 a 15	7
2004	Aragón	02	Resto de Europa	145	Bosnia-Herzegovina	16 a 64	33
2004	Aragón	02	Resto de Europa	146	Croacia	0 a 15	2
2004	Aragón	02	Resto de Europa	146	Croacia	16 a 64	18
2004	Aragón	02	Resto de Europa	147	Eslovenia	16 a 64	10
2004	Aragón	02	Resto de Europa	148	Armenia	0 a 15	13
2004	Aragón	02	Resto de Europa	148	Armenia	16 a 64	72
2004	Aragón	02	Resto de Europa	154	Rusia	0 a 15	75
2004	Aragón	02	Resto de Europa	154	Rusia	16 a 64	403
2004	Aragón	02	Resto de Europa	154	Rusia	65 y más	4
2004	Aragón	02	Resto de Europa	155	Yugoslavia	0 a 15	4
2004	Aragón	02	Resto de Europa	155	Yugoslavia	16 a 64	37
2004	Aragón	02	Resto de Europa	155	Yugoslavia	65 y más	1
2004	Aragón	02	Resto de Europa	156	Macedonia	16 a 64	1
2004	Aragón	02	Resto de Europa	199	Países sin relaciones diplomáticas	0 a 15	4
2004	Aragón	02	Resto de Europa	199	Países sin relaciones diplomáticas	16 a 64	10
2004	Aragón	02	Resto de Europa	199	Países sin relaciones diplomáticas	65 y más	2
2004	Aragón	02	Resto de Europa	436	Turquía	0 a 15	2
2004	Aragón	02	Resto de Europa	436	Turquía	16 a 64	12
2004	Aragón	03	Magreb	203	Argelia	0 a 15	514
2004	Aragón	03	Magreb	203	Argelia	16 a 64	3509
2004	Aragón	03	Magreb	203	Argelia	65 y más	57
2004	Aragón	03	Magreb	224	Libia	0 a 15	3
2004	Aragón	03	Magreb	224	Libia	16 a 64	5
2004	Aragón	03	Magreb	228	Marruecos	0 a 15	1481
2004	Aragón	03	Magreb	228	Marruecos	16 a 64	6883
2004	Aragón	03	Magreb	228	Marruecos	65 y más	83
2004	Aragón	03	Magreb	230	Mauritania	0 a 15	48
2004	Aragón	03	Magreb	230	Mauritania	16 a 64	217
2004	Aragón	03	Magreb	230	Mauritania	65 y más	1
2004	Aragón	03	Magreb	248	Túnez	0 a 15	6
2004	Aragón	03	Magreb	248	Túnez	16 a 64	53
2004	Aragón	04	Resto de África	201	Burkina Fasso	0 a 15	2
