Mes y año	Mes (código)	Mes nombre	Año	Sexo	Temporalidad	Comarca código	Comarca nombre	CIF	Días duración contrato	Número de contratos	Duración contrato	Duración contrato * 1.00 / Número de contratos
Abril 2018	201804	Abril	2018	Hombres	Temporal	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Otros	0	505	0	0
Abril 2018	201804	Abril	2018	Hombres	Temporal	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Otros	1	175	5519	31,53714285714285714285714285714285714286
Abril 2018	201804	Abril	2018	Mujeres	Temporal	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Otros	0	250	0	0
Abril 2018	201804	Abril	2018	Mujeres	Temporal	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Otros	1	39	1705	43,71794871794871794871794871794871794872
Abril 2018	201804	Abril	2018	Hombres	Temporal	20	Comunidad de Calatayud	A través de una ETT	0	21	0	0
Abril 2018	201804	Abril	2018	Hombres	Temporal	20	Comunidad de Calatayud	A través de una ETT	1	58	703	12,12068965517241379310344827586206896552
Abril 2018	201804	Abril	2018	Mujeres	Temporal	20	Comunidad de Calatayud	A través de una ETT	0	18	0	0
Abril 2018	201804	Abril	2018	Mujeres	Temporal	20	Comunidad de Calatayud	A través de una ETT	1	63	973	15,44444444444444444444444444444444444444
Abril 2018	201804	Abril	2018	Hombres	Temporal	20	Comunidad de Calatayud	Otros	0	123	0	0
Abril 2018	201804	Abril	2018	Hombres	Temporal	20	Comunidad de Calatayud	Otros	1	119	6301	52,94957983193277310924369747899159663866
Abril 2018	201804	Abril	2018	Mujeres	Temporal	20	Comunidad de Calatayud	Otros	0	109	0	0
Abril 2018	201804	Abril	2018	Mujeres	Temporal	20	Comunidad de Calatayud	Otros	1	160	7462	46,6375
Abril 2018	201804	Abril	2018	Hombres	Temporal	21	Campo de Cariñena	A través de una ETT	0	37	0	0
Abril 2018	201804	Abril	2018	Hombres	Temporal	21	Campo de Cariñena	A través de una ETT	1	8	361	45,125
Abril 2018	201804	Abril	2018	Mujeres	Temporal	21	Campo de Cariñena	A través de una ETT	0	27	0	0
Abril 2018	201804	Abril	2018	Mujeres	Temporal	21	Campo de Cariñena	A través de una ETT	1	9	203	22,55555555555555555555555555555555555556
Abril 2018	201804	Abril	2018	Hombres	Temporal	21	Campo de Cariñena	Otros	0	107	0	0
Abril 2018	201804	Abril	2018	Hombres	Temporal	21	Campo de Cariñena	Otros	1	116	5944	51,24137931034482758620689655172413793103
Abril 2018	201804	Abril	2018	Mujeres	Temporal	21	Campo de Cariñena	Otros	0	62	0	0
Abril 2018	201804	Abril	2018	Mujeres	Temporal	21	Campo de Cariñena	Otros	1	54	1970	36,48148148148148148148148148148148148148
Abril 2018	201804	Abril	2018	Mujeres	Temporal	22	Campo de Belchite	A través de una ETT	0	2	0	0
Abril 2018	201804	Abril	2018	Hombres	Temporal	22	Campo de Belchite	Otros	0	15	0	0
Abril 2018	201804	Abril	2018	Hombres	Temporal	22	Campo de Belchite	Otros	1	6	480	80
Abril 2018	201804	Abril	2018	Mujeres	Temporal	22	Campo de Belchite	Otros	1	23	1317	57,26086956521739130434782608695652173913
Abril 2018	201804	Abril	2018	Hombres	Temporal	23	Bajo Martín	Otros	0	30	0	0
Abril 2018	201804	Abril	2018	Hombres	Temporal	23	Bajo Martín	Otros	1	63	7352	116,698412698412698412698412698412698413
Abril 2018	201804	Abril	2018	Mujeres	Temporal	23	Bajo Martín	Otros	0	6	0	0
Abril 2018	201804	Abril	2018	Mujeres	Temporal	23	Bajo Martín	Otros	1	49	1641	33,48979591836734693877551020408163265306
Abril 2018	201804	Abril	2018	Hombres	Temporal	24	Campo de Daroca	A través de una ETT	0	7	0	0
Abril 2018	201804	Abril	2018	Hombres	Temporal	24	Campo de Daroca	Otros	0	20	0	0
Abril 2018	201804	Abril	2018	Hombres	Temporal	24	Campo de Daroca	Otros	1	8	765	95,625
Abril 2018	201804	Abril	2018	Mujeres	Temporal	24	Campo de Daroca	Otros	0	14	0	0
Abril 2018	201804	Abril	2018	Mujeres	Temporal	24	Campo de Daroca	Otros	1	11	732	66,54545454545454545454545454545454545455
Abril 2018	201804	Abril	2018	Hombres	Temporal	25	Jiloca	A través de una ETT	0	1	0	0
Abril 2018	201804	Abril	2018	Hombres	Temporal	25	Jiloca	A través de una ETT	1	7	29	4,14285714285714285714285714285714285714
Abril 2018	201804	Abril	2018	Mujeres	Temporal	25	Jiloca	A través de una ETT	1	2	2	1
Abril 2018	201804	Abril	2018	Hombres	Temporal	25	Jiloca	Otros	0	22	0	0
Abril 2018	201804	Abril	2018	Hombres	Temporal	25	Jiloca	Otros	1	108	14298	132,388888888888888888888888888888888889
Abril 2018	201804	Abril	2018	Mujeres	Temporal	25	Jiloca	Otros	0	20	0	0
Abril 2018	201804	Abril	2018	Mujeres	Temporal	25	Jiloca	Otros	1	42	3827	91,11904761904761904761904761904761904762
Abril 2018	201804	Abril	2018	Hombres	Temporal	26	Cuencas Mineras	A través de una ETT	0	24	0	0
Abril 2018	201804	Abril	2018	Hombres	Temporal	26	Cuencas Mineras	A través de una ETT	1	17	167	9,82352941176470588235294117647058823529
Abril 2018	201804	Abril	2018	Mujeres	Temporal	26	Cuencas Mineras	A través de una ETT	0	32	0	0
Abril 2018	201804	Abril	2018	Mujeres	Temporal	26	Cuencas Mineras	A través de una ETT	1	34	206	6,05882352941176470588235294117647058824
Abril 2018	201804	Abril	2018	Hombres	Temporal	26	Cuencas Mineras	Otros	0	21	0	0
Abril 2018	201804	Abril	2018	Hombres	Temporal	26	Cuencas Mineras	Otros	1	30	2100	70
Abril 2018	201804	Abril	2018	Mujeres	Temporal	26	Cuencas Mineras	Otros	0	27	0	0
Abril 2018	201804	Abril	2018	Mujeres	Temporal	26	Cuencas Mineras	Otros	1	26	1512	58,15384615384615384615384615384615384615
Abril 2018	201804	Abril	2018	Hombres	Temporal	27	Andorra-Sierra de Arcos	A través de una ETT	1	1	23	23
Abril 2018	201804	Abril	2018	Hombres	Temporal	27	Andorra-Sierra de Arcos	Otros	0	17	0	0
Abril 2018	201804	Abril	2018	Hombres	Temporal	27	Andorra-Sierra de Arcos	Otros	1	37	1294	34,97297297297297297297297297297297297297
Abril 2018	201804	Abril	2018	Mujeres	Temporal	27	Andorra-Sierra de Arcos	Otros	0	15	0	0
Abril 2018	201804	Abril	2018	Mujeres	Temporal	27	Andorra-Sierra de Arcos	Otros	1	67	1257	18,76119402985074626865671641791044776119
Abril 2018	201804	Abril	2018	Hombres	Temporal	28	Bajo Aragón	A través de una ETT	0	4	0	0
Abril 2018	201804	Abril	2018	Hombres	Temporal	28	Bajo Aragón	A través de una ETT	1	4	205	51,25
Abril 2018	201804	Abril	2018	Mujeres	Temporal	28	Bajo Aragón	A través de una ETT	1	2	7	3,5
Abril 2018	201804	Abril	2018	Hombres	Temporal	28	Bajo Aragón	Otros	0	108	0	0
Abril 2018	201804	Abril	2018	Hombres	Temporal	28	Bajo Aragón	Otros	1	352	10812	30,71590909090909090909090909090909090909
Abril 2018	201804	Abril	2018	Mujeres	Temporal	28	Bajo Aragón	Otros	0	74	0	0
Abril 2018	201804	Abril	2018	Mujeres	Temporal	28	Bajo Aragón	Otros	1	258	6704	25,98449612403100775193798449612403100775
Abril 2018	201804	Abril	2018	Hombres	Temporal	29	Comunidad de Teruel	A través de una ETT	0	23	0	0
Abril 2018	201804	Abril	2018	Hombres	Temporal	29	Comunidad de Teruel	A través de una ETT	1	683	4906	7,18301610541727672035139092240117130307
Abril 2018	201804	Abril	2018	Mujeres	Temporal	29	Comunidad de Teruel	A través de una ETT	0	3	0	0
Abril 2018	201804	Abril	2018	Mujeres	Temporal	29	Comunidad de Teruel	A través de una ETT	1	130	567	4,36153846153846153846153846153846153846
Abril 2018	201804	Abril	2018	Hombres	Temporal	29	Comunidad de Teruel	Otros	0	211	0	0
Abril 2018	201804	Abril	2018	Hombres	Temporal	29	Comunidad de Teruel	Otros	1	275	24828	90,28363636363636363636363636363636363636
Abril 2018	201804	Abril	2018	Mujeres	Temporal	29	Comunidad de Teruel	Otros	0	166	0	0
Abril 2018	201804	Abril	2018	Mujeres	Temporal	29	Comunidad de Teruel	Otros	1	391	30332	77,57544757033248081841432225063938618926
Abril 2018	201804	Abril	2018	Hombres	Temporal	30	Maestrazgo	Otros	0	12	0	0
Abril 2018	201804	Abril	2018	Hombres	Temporal	30	Maestrazgo	Otros	1	22	990	45
Abril 2018	201804	Abril	2018	Mujeres	Temporal	30	Maestrazgo	Otros	0	6	0	0
Abril 2018	201804	Abril	2018	Mujeres	Temporal	30	Maestrazgo	Otros	1	29	473	16,31034482758620689655172413793103448276
Abril 2018	201804	Abril	2018	Hombres	Temporal	31	Sierra de Albarracín	Otros	0	5	0	0
Abril 2018	201804	Abril	2018	Hombres	Temporal	31	Sierra de Albarracín	Otros	1	22	1044	47,45454545454545454545454545454545454545
Abril 2018	201804	Abril	2018	Mujeres	Temporal	31	Sierra de Albarracín	Otros	0	6	0	0
Abril 2018	201804	Abril	2018	Mujeres	Temporal	31	Sierra de Albarracín	Otros	1	41	957	23,34146341463414634146341463414634146341
Abril 2018	201804	Abril	2018	Hombres	Temporal	32	Gúdar-Javalambre	Otros	0	39	0	0
Abril 2018	201804	Abril	2018	Hombres	Temporal	32	Gúdar-Javalambre	Otros	1	77	4149	53,88311688311688311688311688311688311688
Abril 2018	201804	Abril	2018	Mujeres	Temporal	32	Gúdar-Javalambre	Otros	0	23	0	0
Abril 2018	201804	Abril	2018	Mujeres	Temporal	32	Gúdar-Javalambre	Otros	1	61	1806	29,60655737704918032786885245901639344262
Abril 2018	201804	Abril	2018	Hombres	Temporal	33	Matarraña / Matarranya	Otros	0	41	0	0
Abril 2018	201804	Abril	2018	Hombres	Temporal	33	Matarraña / Matarranya	Otros	1	38	1266	33,31578947368421052631578947368421052632
Abril 2018	201804	Abril	2018	Mujeres	Temporal	33	Matarraña / Matarranya	Otros	0	28	0	0
Abril 2018	201804	Abril	2018	Mujeres	Temporal	33	Matarraña / Matarranya	Otros	1	64	1591	24,859375
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	01	La Jacetania	A través de una ETT	0	3	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	01	La Jacetania	A través de una ETT	1	2	3	1,5
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	01	La Jacetania	A través de una ETT	0	10	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	01	La Jacetania	A través de una ETT	1	1	18	18
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	01	La Jacetania	Otros	0	91	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	01	La Jacetania	Otros	1	223	4414	19,79372197309417040358744394618834080717
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	01	La Jacetania	Otros	0	90	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	01	La Jacetania	Otros	1	225	5530	24,57777777777777777777777777777777777778
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	02	Alto Gállego	A través de una ETT	0	6	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	02	Alto Gállego	A través de una ETT	1	3	47	15,66666666666666666666666666666666666667
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	02	Alto Gállego	A través de una ETT	0	2	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	02	Alto Gállego	A través de una ETT	1	10	79	7,9
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	02	Alto Gállego	Otros	0	79	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	02	Alto Gállego	Otros	1	248	13605	54,85887096774193548387096774193548387097
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	02	Alto Gállego	Otros	0	39	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	02	Alto Gállego	Otros	1	209	6526	31,22488038277511961722488038277511961722
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	03	Sobrarbe	Otros	0	43	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	03	Sobrarbe	Otros	1	125	5453	43,624
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	03	Sobrarbe	Otros	0	57	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	03	Sobrarbe	Otros	1	151	5893	39,02649006622516556291390728476821192053
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	04	La Ribagorza	A través de una ETT	0	1	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	04	La Ribagorza	Otros	0	73	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	04	La Ribagorza	Otros	1	77	3189	41,41558441558441558441558441558441558442
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	04	La Ribagorza	Otros	0	40	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	04	La Ribagorza	Otros	1	66	3818	57,84848484848484848484848484848484848485
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	05	Cinco Villas	A través de una ETT	0	9	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	05	Cinco Villas	A través de una ETT	1	44	570	12,95454545454545454545454545454545454545
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	05	Cinco Villas	A través de una ETT	0	2	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	05	Cinco Villas	A través de una ETT	1	3	45	15
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	05	Cinco Villas	Otros	0	120	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	05	Cinco Villas	Otros	1	94	13232	140,765957446808510638297872340425531915
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	05	Cinco Villas	Otros	0	60	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	05	Cinco Villas	Otros	1	134	6789	50,66417910447761194029850746268656716418
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	06	Hoya de Huesca / Plana de Uesca	A través de una ETT	0	27	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	06	Hoya de Huesca / Plana de Uesca	A través de una ETT	1	10	275	27,5
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	06	Hoya de Huesca / Plana de Uesca	A través de una ETT	0	36	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	06	Hoya de Huesca / Plana de Uesca	A través de una ETT	1	7	78	11,14285714285714285714285714285714285714
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	06	Hoya de Huesca / Plana de Uesca	Otros	0	279	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	06	Hoya de Huesca / Plana de Uesca	Otros	1	526	37981	72,20722433460076045627376425855513307985
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	06	Hoya de Huesca / Plana de Uesca	Otros	0	297	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	06	Hoya de Huesca / Plana de Uesca	Otros	1	535	37031	69,21682242990654205607476635514018691589
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	07	Somontano de Barbastro	A través de una ETT	0	51	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	07	Somontano de Barbastro	A través de una ETT	1	35	296	8,45714285714285714285714285714285714286
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	07	Somontano de Barbastro	A través de una ETT	0	17	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	07	Somontano de Barbastro	A través de una ETT	1	9	138	15,33333333333333333333333333333333333333
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	07	Somontano de Barbastro	Otros	0	113	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	07	Somontano de Barbastro	Otros	1	125	14900	119,2
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	07	Somontano de Barbastro	Otros	0	79	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	07	Somontano de Barbastro	Otros	1	123	10717	87,1300813008130081300813008130081300813
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	08	Cinca Medio	A través de una ETT	0	16	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	08	Cinca Medio	A través de una ETT	1	19	817	43
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	08	Cinca Medio	A través de una ETT	1	1	1	1
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	08	Cinca Medio	Otros	0	97	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	08	Cinca Medio	Otros	1	156	14313	91,75
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	08	Cinca Medio	Otros	0	66	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	08	Cinca Medio	Otros	1	143	9245	64,65034965034965034965034965034965034965
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	09	La Litera / La Llitera	A través de una ETT	0	2	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	09	La Litera / La Llitera	A través de una ETT	1	40	2749	68,725
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	09	La Litera / La Llitera	A través de una ETT	0	2	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	09	La Litera / La Llitera	A través de una ETT	1	5	182	36,4
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	09	La Litera / La Llitera	Otros	0	66	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	09	La Litera / La Llitera	Otros	1	115	15864	137,947826086956521739130434782608695652
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	09	La Litera / La Llitera	Otros	0	45	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	09	La Litera / La Llitera	Otros	1	59	4605	78,05084745762711864406779661016949152542
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	10	Los Monegros	A través de una ETT	0	25	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	10	Los Monegros	A través de una ETT	1	3	112	37,33333333333333333333333333333333333333
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	10	Los Monegros	A través de una ETT	0	1	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	10	Los Monegros	Otros	0	73	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	10	Los Monegros	Otros	1	43	3505	81,51162790697674418604651162790697674419
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	10	Los Monegros	Otros	0	22	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	10	Los Monegros	Otros	1	40	2632	65,8
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	11	Bajo Cinca / Baix Cinca	A través de una ETT	0	21	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	11	Bajo Cinca / Baix Cinca	A través de una ETT	1	147	452	3,07482993197278911564625850340136054422
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	11	Bajo Cinca / Baix Cinca	A través de una ETT	0	4	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	11	Bajo Cinca / Baix Cinca	A través de una ETT	1	114	589	5,16666666666666666666666666666666666667
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	11	Bajo Cinca / Baix Cinca	Otros	0	169	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	11	Bajo Cinca / Baix Cinca	Otros	1	138	10458	75,78260869565217391304347826086956521739
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	11	Bajo Cinca / Baix Cinca	Otros	0	70	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	11	Bajo Cinca / Baix Cinca	Otros	1	101	5794	57,36633663366336633663366336633663366337
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	12	Tarazona y el Moncayo	A través de una ETT	0	4	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	12	Tarazona y el Moncayo	A través de una ETT	1	188	1207	6,42021276595744680851063829787234042553
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	12	Tarazona y el Moncayo	A través de una ETT	0	2	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	12	Tarazona y el Moncayo	A través de una ETT	1	183	1069	5,84153005464480874316939890710382513661
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	12	Tarazona y el Moncayo	Otros	0	18	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	12	Tarazona y el Moncayo	Otros	1	105	3118	29,6952380952380952380952380952380952381
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	12	Tarazona y el Moncayo	Otros	0	16	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	12	Tarazona y el Moncayo	Otros	1	52	1889	36,32692307692307692307692307692307692308
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	13	Campo de Borja	A través de una ETT	0	5	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	13	Campo de Borja	A través de una ETT	1	107	858	8,01869158878504672897196261682242990654
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	13	Campo de Borja	A través de una ETT	0	3	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	13	Campo de Borja	A través de una ETT	1	84	656	7,80952380952380952380952380952380952381
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	13	Campo de Borja	Otros	0	62	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	13	Campo de Borja	Otros	1	92	3420	37,17391304347826086956521739130434782609
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	13	Campo de Borja	Otros	0	35	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	13	Campo de Borja	Otros	1	60	6130	102,166666666666666666666666666666666667
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	14	Aranda	Otros	0	19	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	14	Aranda	Otros	1	3	311	103,666666666666666666666666666666666667
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	14	Aranda	Otros	0	12	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	14	Aranda	Otros	1	6	360	60
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	15	Ribera Alta del Ebro	A través de una ETT	0	132	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	15	Ribera Alta del Ebro	A través de una ETT	1	317	5207	16,42586750788643533123028391167192429022
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	15	Ribera Alta del Ebro	A través de una ETT	0	24	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	15	Ribera Alta del Ebro	A través de una ETT	1	145	1704	11,75172413793103448275862068965517241379
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	15	Ribera Alta del Ebro	Otros	0	183	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	15	Ribera Alta del Ebro	Otros	1	259	25480	98,37837837837837837837837837837837837838
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	15	Ribera Alta del Ebro	Otros	0	79	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	15	Ribera Alta del Ebro	Otros	1	203	13529	66,64532019704433497536945812807881773399
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	16	Valdejalón	A través de una ETT	0	92	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	16	Valdejalón	A través de una ETT	1	505	3884	7,69108910891089108910891089108910891089
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	16	Valdejalón	A través de una ETT	0	126	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	16	Valdejalón	A través de una ETT	1	230	1504	6,53913043478260869565217391304347826087
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	16	Valdejalón	Otros	0	241	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	16	Valdejalón	Otros	1	162	17358	107,148148148148148148148148148148148148
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	16	Valdejalón	Otros	0	109	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	16	Valdejalón	Otros	1	114	8889	77,97368421052631578947368421052631578947
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	17	Central	A través de una ETT	0	876	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	17	Central	A través de una ETT	1	2995	38326	12,79666110183639398998330550918196994992
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	17	Central	A través de una ETT	0	711	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	17	Central	A través de una ETT	1	1986	24230	12,20040281973816717019133937562940584089
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	17	Central	Otros	0	2356	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	17	Central	Otros	1	4898	349433	71,34197631686402613311555737035524703961
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	17	Central	Otros	0	2705	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	17	Central	Otros	1	5941	295384	49,71957582898501935701060427537451607473
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	18	Ribera Baja del Ebro	A través de una ETT	0	13	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	18	Ribera Baja del Ebro	A través de una ETT	1	21	419	19,95238095238095238095238095238095238095
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	18	Ribera Baja del Ebro	A través de una ETT	0	10	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	18	Ribera Baja del Ebro	A través de una ETT	1	26	82	3,15384615384615384615384615384615384615
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	18	Ribera Baja del Ebro	Otros	0	35	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	18	Ribera Baja del Ebro	Otros	1	111	6371	57,3963963963963963963963963963963963964
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	18	Ribera Baja del Ebro	Otros	0	21	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	18	Ribera Baja del Ebro	Otros	1	84	4054	48,26190476190476190476190476190476190476
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	19	Bajo Aragón-Caspe / Baix Aragó-Casp	A través de una ETT	0	27	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	19	Bajo Aragón-Caspe / Baix Aragó-Casp	A través de una ETT	1	1	6	6
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	19	Bajo Aragón-Caspe / Baix Aragó-Casp	A través de una ETT	0	7	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Otros	0	157	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Otros	1	97	6630	68,35051546391752577319587628865979381443
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Otros	0	64	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Otros	1	56	3299	58,91071428571428571428571428571428571429
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	20	Comunidad de Calatayud	A través de una ETT	0	26	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	20	Comunidad de Calatayud	A través de una ETT	1	64	514	8,03125
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	20	Comunidad de Calatayud	A través de una ETT	0	32	0	0
Marzo 2018	201803	Marzo	2018	Mujeres	Temporal	20	Comunidad de Calatayud	A través de una ETT	1	46	780	16,95652173913043478260869565217391304348
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	20	Comunidad de Calatayud	Otros	0	158	0	0
Marzo 2018	201803	Marzo	2018	Hombres	Temporal	20	Comunidad de Calatayud	Otros	1	129	9925	76,93798449612403100775193798449612403101
