Mes y año	Mes (código)	Año	Mes nombre	Comarca código	Comarca nombre	Sexo	Número de contratos	Temporalidad	Bonificado o no
Junio 2017	201706	2017	Junio	33	Matarraña / Matarranya	Mujeres	117	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	01	La Jacetania	Hombres	3	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	01	La Jacetania	Mujeres	1	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	01	La Jacetania	Hombres	20	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	01	La Jacetania	Mujeres	28	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	01	La Jacetania	Hombres	2	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	01	La Jacetania	Mujeres	4	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	01	La Jacetania	Hombres	217	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	01	La Jacetania	Mujeres	223	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	02	Alto Gállego	Hombres	3	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	02	Alto Gállego	Mujeres	1	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	02	Alto Gállego	Hombres	21	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	02	Alto Gállego	Mujeres	11	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	02	Alto Gállego	Hombres	1	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	02	Alto Gállego	Mujeres	4	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	02	Alto Gállego	Hombres	291	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	02	Alto Gállego	Mujeres	205	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	03	Sobrarbe	Hombres	1	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	03	Sobrarbe	Hombres	10	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	03	Sobrarbe	Mujeres	11	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	03	Sobrarbe	Mujeres	1	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	03	Sobrarbe	Hombres	181	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	03	Sobrarbe	Mujeres	172	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	04	La Ribagorza	Hombres	1	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	04	La Ribagorza	Mujeres	1	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	04	La Ribagorza	Hombres	23	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	04	La Ribagorza	Mujeres	20	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	04	La Ribagorza	Mujeres	3	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	04	La Ribagorza	Hombres	158	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	04	La Ribagorza	Mujeres	113	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	05	Cinco Villas	Hombres	2	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	05	Cinco Villas	Mujeres	5	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	05	Cinco Villas	Hombres	44	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	05	Cinco Villas	Mujeres	12	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	05	Cinco Villas	Hombres	3	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	05	Cinco Villas	Mujeres	9	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	05	Cinco Villas	Hombres	390	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	05	Cinco Villas	Mujeres	275	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	06	Hoya de Huesca / Plana de Uesca	Hombres	12	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	06	Hoya de Huesca / Plana de Uesca	Mujeres	5	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	06	Hoya de Huesca / Plana de Uesca	Hombres	124	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	06	Hoya de Huesca / Plana de Uesca	Mujeres	105	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	06	Hoya de Huesca / Plana de Uesca	Hombres	12	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	06	Hoya de Huesca / Plana de Uesca	Mujeres	28	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	06	Hoya de Huesca / Plana de Uesca	Hombres	1219	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	06	Hoya de Huesca / Plana de Uesca	Mujeres	1139	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	07	Somontano de Barbastro	Hombres	5	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	07	Somontano de Barbastro	Mujeres	2	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	07	Somontano de Barbastro	Hombres	30	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	07	Somontano de Barbastro	Mujeres	25	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	07	Somontano de Barbastro	Hombres	4	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	07	Somontano de Barbastro	Mujeres	10	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	07	Somontano de Barbastro	Hombres	591	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	07	Somontano de Barbastro	Mujeres	265	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	08	Cinca Medio	Hombres	4	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	08	Cinca Medio	Mujeres	6	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	08	Cinca Medio	Hombres	67	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	08	Cinca Medio	Mujeres	30	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	08	Cinca Medio	Hombres	2	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	08	Cinca Medio	Mujeres	1	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	08	Cinca Medio	Hombres	873	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	08	Cinca Medio	Mujeres	522	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	09	La Litera / La Llitera	Hombres	3	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	09	La Litera / La Llitera	Mujeres	10	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	09	La Litera / La Llitera	Hombres	44	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	09	La Litera / La Llitera	Mujeres	20	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	09	La Litera / La Llitera	Hombres	1	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	09	La Litera / La Llitera	Mujeres	5	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	09	La Litera / La Llitera	Hombres	387	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	09	La Litera / La Llitera	Mujeres	199	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	10	Los Monegros	Hombres	2	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	10	Los Monegros	Mujeres	1	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	10	Los Monegros	Hombres	23	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	10	Los Monegros	Mujeres	8	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	10	Los Monegros	Hombres	1	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	10	Los Monegros	Hombres	345	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	10	Los Monegros	Mujeres	129	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	11	Bajo Cinca / Baix Cinca	Hombres	5	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	11	Bajo Cinca / Baix Cinca	Mujeres	4	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	11	Bajo Cinca / Baix Cinca	Hombres	258	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	11	Bajo Cinca / Baix Cinca	Mujeres	181	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	11	Bajo Cinca / Baix Cinca	Hombres	1	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	11	Bajo Cinca / Baix Cinca	Mujeres	4	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	11	Bajo Cinca / Baix Cinca	Hombres	4159	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	11	Bajo Cinca / Baix Cinca	Mujeres	2077	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	12	Tarazona y el Moncayo	Hombres	3	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	12	Tarazona y el Moncayo	Hombres	9	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	12	Tarazona y el Moncayo	Mujeres	11	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	12	Tarazona y el Moncayo	Hombres	2	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	12	Tarazona y el Moncayo	Hombres	401	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	12	Tarazona y el Moncayo	Mujeres	334	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	13	Campo de Borja	Hombres	1	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	13	Campo de Borja	Hombres	16	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	13	Campo de Borja	Mujeres	17	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	13	Campo de Borja	Hombres	1	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	13	Campo de Borja	Mujeres	1	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	13	Campo de Borja	Hombres	267	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	13	Campo de Borja	Mujeres	298	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	14	Aranda	Hombres	1	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	14	Aranda	Hombres	3	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	14	Aranda	Mujeres	6	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	14	Aranda	Hombres	177	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	14	Aranda	Mujeres	105	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	15	Ribera Alta del Ebro	Hombres	5	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	15	Ribera Alta del Ebro	Mujeres	3	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	15	Ribera Alta del Ebro	Hombres	146	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	15	Ribera Alta del Ebro	Mujeres	27	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	15	Ribera Alta del Ebro	Hombres	7	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	15	Ribera Alta del Ebro	Mujeres	9	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	15	Ribera Alta del Ebro	Hombres	1120	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	15	Ribera Alta del Ebro	Mujeres	598	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	16	Valdejalón	Hombres	5	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	16	Valdejalón	Mujeres	2	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	16	Valdejalón	Hombres	182	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	16	Valdejalón	Mujeres	135	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	16	Valdejalón	Hombres	15	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	16	Valdejalón	Mujeres	2	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	16	Valdejalón	Hombres	3707	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	16	Valdejalón	Mujeres	1919	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	17	Central	Hombres	112	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	17	Central	Mujeres	107	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	17	Central	Hombres	1509	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	17	Central	Mujeres	1314	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	17	Central	Hombres	152	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	17	Central	Mujeres	295	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	17	Central	Hombres	14512	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	17	Central	Mujeres	13399	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	18	Ribera Baja del Ebro	Hombres	15	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	18	Ribera Baja del Ebro	Mujeres	11	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	18	Ribera Baja del Ebro	Mujeres	2	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	18	Ribera Baja del Ebro	Hombres	405	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	18	Ribera Baja del Ebro	Mujeres	226	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	26	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	26	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	4	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	2090	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	721	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	20	Comunidad de Calatayud	Hombres	2	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	20	Comunidad de Calatayud	Hombres	36	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	20	Comunidad de Calatayud	Mujeres	18	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	20	Comunidad de Calatayud	Hombres	2	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	20	Comunidad de Calatayud	Mujeres	3	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	20	Comunidad de Calatayud	Hombres	885	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	20	Comunidad de Calatayud	Mujeres	592	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	21	Campo de Cariñena	Hombres	1	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	21	Campo de Cariñena	Mujeres	1	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	21	Campo de Cariñena	Hombres	26	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	21	Campo de Cariñena	Mujeres	20	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	21	Campo de Cariñena	Hombres	1	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	21	Campo de Cariñena	Hombres	851	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	21	Campo de Cariñena	Mujeres	368	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	22	Campo de Belchite	Hombres	1	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	22	Campo de Belchite	Hombres	1	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	22	Campo de Belchite	Mujeres	9	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	22	Campo de Belchite	Hombres	36	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	22	Campo de Belchite	Mujeres	34	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	23	Bajo Martín	Hombres	14	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	23	Bajo Martín	Mujeres	5	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	23	Bajo Martín	Hombres	2	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	23	Bajo Martín	Hombres	165	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	23	Bajo Martín	Mujeres	107	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	24	Campo de Daroca	Hombres	1	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	24	Campo de Daroca	Hombres	1	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	24	Campo de Daroca	Mujeres	5	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	24	Campo de Daroca	Mujeres	1	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	24	Campo de Daroca	Hombres	41	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	24	Campo de Daroca	Mujeres	32	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	25	Jiloca	Mujeres	2	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	25	Jiloca	Hombres	11	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	25	Jiloca	Mujeres	8	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	25	Jiloca	Hombres	1	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	25	Jiloca	Mujeres	5	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	25	Jiloca	Hombres	85	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	25	Jiloca	Mujeres	63	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	26	Cuencas Mineras	Hombres	1	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	26	Cuencas Mineras	Hombres	3	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	26	Cuencas Mineras	Mujeres	5	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	26	Cuencas Mineras	Mujeres	1	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	26	Cuencas Mineras	Hombres	62	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	26	Cuencas Mineras	Mujeres	62	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	27	Andorra-Sierra de Arcos	Mujeres	1	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	27	Andorra-Sierra de Arcos	Hombres	2	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	27	Andorra-Sierra de Arcos	Mujeres	4	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	27	Andorra-Sierra de Arcos	Hombres	1	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	27	Andorra-Sierra de Arcos	Mujeres	1	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	27	Andorra-Sierra de Arcos	Hombres	181	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	27	Andorra-Sierra de Arcos	Mujeres	99	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	28	Bajo Aragón	Hombres	3	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	28	Bajo Aragón	Mujeres	5	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	28	Bajo Aragón	Hombres	44	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	28	Bajo Aragón	Mujeres	23	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	28	Bajo Aragón	Hombres	3	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	28	Bajo Aragón	Mujeres	2	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	28	Bajo Aragón	Hombres	587	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	28	Bajo Aragón	Mujeres	515	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	29	Comunidad de Teruel	Hombres	11	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	29	Comunidad de Teruel	Mujeres	8	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	29	Comunidad de Teruel	Hombres	117	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	29	Comunidad de Teruel	Mujeres	71	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	29	Comunidad de Teruel	Hombres	6	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	29	Comunidad de Teruel	Mujeres	13	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	29	Comunidad de Teruel	Hombres	1516	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	29	Comunidad de Teruel	Mujeres	679	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	30	Maestrazgo	Hombres	3	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	30	Maestrazgo	Mujeres	1	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	30	Maestrazgo	Mujeres	1	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	30	Maestrazgo	Hombres	28	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	30	Maestrazgo	Mujeres	33	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	31	Sierra de Albarracín	Hombres	2	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	31	Sierra de Albarracín	Mujeres	1	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	31	Sierra de Albarracín	Hombres	2	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	31	Sierra de Albarracín	Mujeres	8	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	31	Sierra de Albarracín	Hombres	43	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	31	Sierra de Albarracín	Mujeres	58	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	32	Gúdar-Javalambre	Hombres	2	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	32	Gúdar-Javalambre	Mujeres	4	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	32	Gúdar-Javalambre	Hombres	17	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	32	Gúdar-Javalambre	Mujeres	9	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	32	Gúdar-Javalambre	Hombres	2	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	32	Gúdar-Javalambre	Mujeres	2	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	32	Gúdar-Javalambre	Hombres	156	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	32	Gúdar-Javalambre	Mujeres	141	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	33	Matarraña / Matarranya	Hombres	2	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	33	Matarraña / Matarranya	Mujeres	1	Indefinido	Bonificados
Mayo 2017	201705	2017	Mayo	33	Matarraña / Matarranya	Hombres	17	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	33	Matarraña / Matarranya	Mujeres	8	Indefinido	No bonificados
Mayo 2017	201705	2017	Mayo	33	Matarraña / Matarranya	Hombres	1	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	33	Matarraña / Matarranya	Mujeres	2	Temporal	Bonificados
Mayo 2017	201705	2017	Mayo	33	Matarraña / Matarranya	Hombres	134	Temporal	No bonificados
Mayo 2017	201705	2017	Mayo	33	Matarraña / Matarranya	Mujeres	104	Temporal	No bonificados
Abril 2017	201704	2017	Abril	01	La Jacetania	Hombres	1	Indefinido	Bonificados
Abril 2017	201704	2017	Abril	01	La Jacetania	Mujeres	2	Indefinido	Bonificados
Abril 2017	201704	2017	Abril	01	La Jacetania	Hombres	19	Indefinido	No bonificados
Abril 2017	201704	2017	Abril	01	La Jacetania	Mujeres	37	Indefinido	No bonificados
Abril 2017	201704	2017	Abril	01	La Jacetania	Hombres	4	Temporal	Bonificados
Abril 2017	201704	2017	Abril	01	La Jacetania	Mujeres	3	Temporal	Bonificados
Abril 2017	201704	2017	Abril	01	La Jacetania	Hombres	255	Temporal	No bonificados
Abril 2017	201704	2017	Abril	01	La Jacetania	Mujeres	236	Temporal	No bonificados
Abril 2017	201704	2017	Abril	02	Alto Gállego	Mujeres	3	Indefinido	Bonificados
Abril 2017	201704	2017	Abril	02	Alto Gállego	Hombres	19	Indefinido	No bonificados
Abril 2017	201704	2017	Abril	02	Alto Gállego	Mujeres	9	Indefinido	No bonificados
Abril 2017	201704	2017	Abril	02	Alto Gállego	Hombres	1	Temporal	Bonificados
Abril 2017	201704	2017	Abril	02	Alto Gállego	Hombres	262	Temporal	No bonificados
Abril 2017	201704	2017	Abril	02	Alto Gállego	Mujeres	230	Temporal	No bonificados
Abril 2017	201704	2017	Abril	03	Sobrarbe	Hombres	1	Indefinido	Bonificados
Abril 2017	201704	2017	Abril	03	Sobrarbe	Mujeres	2	Indefinido	Bonificados
Abril 2017	201704	2017	Abril	03	Sobrarbe	Hombres	12	Indefinido	No bonificados
Abril 2017	201704	2017	Abril	03	Sobrarbe	Mujeres	20	Indefinido	No bonificados
Abril 2017	201704	2017	Abril	03	Sobrarbe	Hombres	1	Temporal	Bonificados
Abril 2017	201704	2017	Abril	03	Sobrarbe	Mujeres	1	Temporal	Bonificados
Abril 2017	201704	2017	Abril	03	Sobrarbe	Hombres	227	Temporal	No bonificados
Abril 2017	201704	2017	Abril	03	Sobrarbe	Mujeres	286	Temporal	No bonificados
Abril 2017	201704	2017	Abril	04	La Ribagorza	Hombres	3	Indefinido	Bonificados
Abril 2017	201704	2017	Abril	04	La Ribagorza	Mujeres	1	Indefinido	Bonificados
Abril 2017	201704	2017	Abril	04	La Ribagorza	Hombres	14	Indefinido	No bonificados
Abril 2017	201704	2017	Abril	04	La Ribagorza	Mujeres	13	Indefinido	No bonificados
Abril 2017	201704	2017	Abril	04	La Ribagorza	Hombres	1	Temporal	Bonificados
Abril 2017	201704	2017	Abril	04	La Ribagorza	Mujeres	2	Temporal	Bonificados
Abril 2017	201704	2017	Abril	04	La Ribagorza	Hombres	156	Temporal	No bonificados
Abril 2017	201704	2017	Abril	04	La Ribagorza	Mujeres	155	Temporal	No bonificados
Abril 2017	201704	2017	Abril	05	Cinco Villas	Hombres	3	Indefinido	Bonificados
Abril 2017	201704	2017	Abril	05	Cinco Villas	Mujeres	1	Indefinido	Bonificados
Abril 2017	201704	2017	Abril	05	Cinco Villas	Hombres	46	Indefinido	No bonificados
Abril 2017	201704	2017	Abril	05	Cinco Villas	Mujeres	24	Indefinido	No bonificados
Abril 2017	201704	2017	Abril	05	Cinco Villas	Hombres	3	Temporal	Bonificados
Abril 2017	201704	2017	Abril	05	Cinco Villas	Mujeres	4	Temporal	Bonificados
Abril 2017	201704	2017	Abril	05	Cinco Villas	Hombres	244	Temporal	No bonificados
Abril 2017	201704	2017	Abril	05	Cinco Villas	Mujeres	226	Temporal	No bonificados
Abril 2017	201704	2017	Abril	06	Hoya de Huesca / Plana de Uesca	Hombres	11	Indefinido	Bonificados
Abril 2017	201704	2017	Abril	06	Hoya de Huesca / Plana de Uesca	Mujeres	13	Indefinido	Bonificados
Abril 2017	201704	2017	Abril	06	Hoya de Huesca / Plana de Uesca	Hombres	100	Indefinido	No bonificados
Abril 2017	201704	2017	Abril	06	Hoya de Huesca / Plana de Uesca	Mujeres	114	Indefinido	No bonificados
Abril 2017	201704	2017	Abril	06	Hoya de Huesca / Plana de Uesca	Hombres	8	Temporal	Bonificados
Abril 2017	201704	2017	Abril	06	Hoya de Huesca / Plana de Uesca	Mujeres	13	Temporal	Bonificados
Abril 2017	201704	2017	Abril	06	Hoya de Huesca / Plana de Uesca	Hombres	862	Temporal	No bonificados
Abril 2017	201704	2017	Abril	06	Hoya de Huesca / Plana de Uesca	Mujeres	814	Temporal	No bonificados
Abril 2017	201704	2017	Abril	07	Somontano de Barbastro	Hombres	9	Indefinido	Bonificados
Abril 2017	201704	2017	Abril	07	Somontano de Barbastro	Mujeres	1	Indefinido	Bonificados
Abril 2017	201704	2017	Abril	07	Somontano de Barbastro	Hombres	29	Indefinido	No bonificados
