Año	Grupo Antigüedad	Nº Accidentes	Ord_Temporalidad	Temporalidad	Código	Municipio
2018	Más de 10 años	13	1	Indefinido	22199	Sabiñánigo
2018	Más de 10 años	1	2	Temporal	22199	Sabiñánigo
2018	Más de 10 años	26	1	Indefinido	44013	Alcañiz
2018	Más de 10 años	2	2	Temporal	44013	Alcañiz
2018	Más de 10 años	2	3	Sin clasificar	44013	Alcañiz
2018	Más de 10 años	9	1	Indefinido	44025	Andorra
2018	Más de 10 años	1	3	Sin clasificar	44025	Andorra
2018	Más de 10 años	69	1	Indefinido	44216	Teruel
2018	Más de 10 años	5	2	Temporal	44216	Teruel
2018	Más de 10 años	5	3	Sin clasificar	44216	Teruel
2018	Más de 10 años	9	1	Indefinido	50008	Alagón
2018	Más de 10 años	1	2	Temporal	50008	Alagón
2018	Más de 10 años	25	1	Indefinido	50025	Almunia de Doña Godina (La)
2018	Más de 10 años	2	2	Temporal	50025	Almunia de Doña Godina (La)
2018	Más de 10 años	37	1	Indefinido	50067	Calatayud
2018	Más de 10 años	2	2	Temporal	50067	Calatayud
2018	Más de 10 años	1	3	Sin clasificar	50067	Calatayud
2018	Más de 10 años	12	1	Indefinido	50074	Caspe
2018	Más de 10 años	1	2	Temporal	50074	Caspe
2018	Más de 10 años	44	1	Indefinido	50089	Cuarte de Huerva
2018	Más de 10 años	1	2	Temporal	50089	Cuarte de Huerva
2018	Más de 10 años	39	1	Indefinido	50095	Ejea de los Caballeros
2018	Más de 10 años	3	2	Temporal	50095	Ejea de los Caballeros
2018	Más de 10 años	3	3	Sin clasificar	50095	Ejea de los Caballeros
2018	Más de 10 años	5	1	Indefinido	50163	María de Huerva
2018	Más de 10 años	1	2	Temporal	50163	María de Huerva
2018	Más de 10 años	1	3	Sin clasificar	50163	María de Huerva
2018	Más de 10 años	28	1	Indefinido	50182	Muela (La)
2018	Más de 10 años	50	1	Indefinido	50219	Puebla de Alfindén (La)
2018	Más de 10 años	25	1	Indefinido	50251	Tarazona
2018	Más de 10 años	1	2	Temporal	50251	Tarazona
2018	Más de 10 años	1	3	Sin clasificar	50251	Tarazona
2018	Más de 10 años	20	1	Indefinido	50252	Tauste
2018	Más de 10 años	1	3	Sin clasificar	50252	Tauste
2018	Más de 10 años	40	1	Indefinido	50272	Utebo
2018	Más de 10 años	2	2	Temporal	50272	Utebo
2018	Más de 10 años	1	3	Sin clasificar	50272	Utebo
2018	Más de 10 años	1215	1	Indefinido	50297	Zaragoza
2018	Más de 10 años	26	2	Temporal	50297	Zaragoza
2018	Más de 10 años	18	3	Sin clasificar	50297	Zaragoza
2018	Más de 10 años	19	1	Indefinido	50298	Zuera
2017	Hasta 3 meses	3	1	Indefinido	22048	Barbastro
2017	Hasta 3 meses	40	2	Temporal	22048	Barbastro
2017	Hasta 3 meses	4	1	Indefinido	22061	Binéfar
2017	Hasta 3 meses	24	2	Temporal	22061	Binéfar
2017	Hasta 3 meses	14	1	Indefinido	22112	Fraga
2017	Hasta 3 meses	104	2	Temporal	22112	Fraga
2017	Hasta 3 meses	35	1	Indefinido	22125	Huesca
2017	Hasta 3 meses	90	2	Temporal	22125	Huesca
2017	Hasta 3 meses	8	1	Indefinido	22130	Jaca
2017	Hasta 3 meses	34	2	Temporal	22130	Jaca
2017	Hasta 3 meses	6	1	Indefinido	22158	Monzón
2017	Hasta 3 meses	42	2	Temporal	22158	Monzón
2017	Hasta 3 meses	1	1	Indefinido	22199	Sabiñánigo
2017	Hasta 3 meses	9	2	Temporal	22199	Sabiñánigo
2017	Hasta 3 meses	8	1	Indefinido	44013	Alcañiz
2017	Hasta 3 meses	31	2	Temporal	44013	Alcañiz
2017	Hasta 3 meses	17	2	Temporal	44025	Andorra
2017	Hasta 3 meses	18	1	Indefinido	44216	Teruel
2017	Hasta 3 meses	128	2	Temporal	44216	Teruel
2017	Hasta 3 meses	1	3	Sin clasificar	44216	Teruel
2017	Hasta 3 meses	29	2	Temporal	50008	Alagón
2017	Hasta 3 meses	7	1	Indefinido	50025	Almunia de Doña Godina (La)
2017	Hasta 3 meses	45	2	Temporal	50025	Almunia de Doña Godina (La)
2017	Hasta 3 meses	6	1	Indefinido	50067	Calatayud
2017	Hasta 3 meses	32	2	Temporal	50067	Calatayud
2017	Hasta 3 meses	1	3	Sin clasificar	50067	Calatayud
2017	Hasta 3 meses	5	1	Indefinido	50074	Caspe
2017	Hasta 3 meses	26	2	Temporal	50074	Caspe
2017	Hasta 3 meses	5	1	Indefinido	50089	Cuarte de Huerva
2017	Hasta 3 meses	35	2	Temporal	50089	Cuarte de Huerva
2017	Hasta 3 meses	6	1	Indefinido	50095	Ejea de los Caballeros
2017	Hasta 3 meses	56	2	Temporal	50095	Ejea de los Caballeros
2017	Hasta 3 meses	1	1	Indefinido	50163	María de Huerva
2017	Hasta 3 meses	7	2	Temporal	50163	María de Huerva
2017	Hasta 3 meses	9	1	Indefinido	50182	Muela (La)
2017	Hasta 3 meses	70	2	Temporal	50182	Muela (La)
2017	Hasta 3 meses	5	1	Indefinido	50219	Puebla de Alfindén (La)
2017	Hasta 3 meses	52	2	Temporal	50219	Puebla de Alfindén (La)
2017	Hasta 3 meses	3	1	Indefinido	50251	Tarazona
2017	Hasta 3 meses	10	2	Temporal	50251	Tarazona
2017	Hasta 3 meses	4	1	Indefinido	50252	Tauste
2017	Hasta 3 meses	29	2	Temporal	50252	Tauste
2017	Hasta 3 meses	13	1	Indefinido	50272	Utebo
2017	Hasta 3 meses	61	2	Temporal	50272	Utebo
2017	Hasta 3 meses	1	3	Sin clasificar	50272	Utebo
2017	Hasta 3 meses	240	1	Indefinido	50297	Zaragoza
2017	Hasta 3 meses	1133	2	Temporal	50297	Zaragoza
2017	Hasta 3 meses	3	3	Sin clasificar	50297	Zaragoza
2017	Hasta 3 meses	10	1	Indefinido	50298	Zuera
2017	Hasta 3 meses	25	2	Temporal	50298	Zuera
2017	De 4 a 6 meses	3	1	Indefinido	22048	Barbastro
2017	De 4 a 6 meses	8	2	Temporal	22048	Barbastro
2017	De 4 a 6 meses	3	1	Indefinido	22061	Binéfar
2017	De 4 a 6 meses	12	2	Temporal	22061	Binéfar
2017	De 4 a 6 meses	7	1	Indefinido	22112	Fraga
2017	De 4 a 6 meses	18	2	Temporal	22112	Fraga
2017	De 4 a 6 meses	27	1	Indefinido	22125	Huesca
2017	De 4 a 6 meses	37	2	Temporal	22125	Huesca
2017	De 4 a 6 meses	4	1	Indefinido	22130	Jaca
2017	De 4 a 6 meses	9	2	Temporal	22130	Jaca
2017	De 4 a 6 meses	24	2	Temporal	22158	Monzón
2017	De 4 a 6 meses	1	1	Indefinido	22199	Sabiñánigo
2017	De 4 a 6 meses	1	2	Temporal	22199	Sabiñánigo
2017	De 4 a 6 meses	1	1	Indefinido	44013	Alcañiz
2017	De 4 a 6 meses	9	2	Temporal	44013	Alcañiz
2017	De 4 a 6 meses	4	2	Temporal	44025	Andorra
2017	De 4 a 6 meses	13	1	Indefinido	44216	Teruel
2017	De 4 a 6 meses	23	2	Temporal	44216	Teruel
2017	De 4 a 6 meses	1	3	Sin clasificar	44216	Teruel
2017	De 4 a 6 meses	1	1	Indefinido	50008	Alagón
2017	De 4 a 6 meses	2	2	Temporal	50008	Alagón
2017	De 4 a 6 meses	2	1	Indefinido	50025	Almunia de Doña Godina (La)
2017	De 4 a 6 meses	10	2	Temporal	50025	Almunia de Doña Godina (La)
2017	De 4 a 6 meses	2	1	Indefinido	50067	Calatayud
2017	De 4 a 6 meses	10	2	Temporal	50067	Calatayud
2017	De 4 a 6 meses	2	1	Indefinido	50074	Caspe
2017	De 4 a 6 meses	10	2	Temporal	50074	Caspe
2017	De 4 a 6 meses	2	1	Indefinido	50089	Cuarte de Huerva
2017	De 4 a 6 meses	8	2	Temporal	50089	Cuarte de Huerva
2017	De 4 a 6 meses	3	1	Indefinido	50095	Ejea de los Caballeros
2017	De 4 a 6 meses	15	2	Temporal	50095	Ejea de los Caballeros
2017	De 4 a 6 meses	1	3	Sin clasificar	50095	Ejea de los Caballeros
2017	De 4 a 6 meses	1	1	Indefinido	50163	María de Huerva
2017	De 4 a 6 meses	1	2	Temporal	50163	María de Huerva
2017	De 4 a 6 meses	3	1	Indefinido	50182	Muela (La)
2017	De 4 a 6 meses	11	2	Temporal	50182	Muela (La)
2017	De 4 a 6 meses	3	1	Indefinido	50219	Puebla de Alfindén (La)
2017	De 4 a 6 meses	12	2	Temporal	50219	Puebla de Alfindén (La)
2017	De 4 a 6 meses	1	1	Indefinido	50251	Tarazona
2017	De 4 a 6 meses	8	2	Temporal	50251	Tarazona
2017	De 4 a 6 meses	14	2	Temporal	50252	Tauste
2017	De 4 a 6 meses	4	1	Indefinido	50272	Utebo
2017	De 4 a 6 meses	14	2	Temporal	50272	Utebo
2017	De 4 a 6 meses	147	1	Indefinido	50297	Zaragoza
2017	De 4 a 6 meses	286	2	Temporal	50297	Zaragoza
2017	De 4 a 6 meses	6	3	Sin clasificar	50297	Zaragoza
2017	De 4 a 6 meses	6	1	Indefinido	50298	Zuera
2017	De 4 a 6 meses	10	2	Temporal	50298	Zuera
2017	De 7 a 9 meses	9	2	Temporal	22048	Barbastro
2017	De 7 a 9 meses	2	1	Indefinido	22061	Binéfar
2017	De 7 a 9 meses	5	2	Temporal	22061	Binéfar
2017	De 7 a 9 meses	8	1	Indefinido	22112	Fraga
2017	De 7 a 9 meses	7	2	Temporal	22112	Fraga
2017	De 7 a 9 meses	12	1	Indefinido	22125	Huesca
2017	De 7 a 9 meses	30	2	Temporal	22125	Huesca
2017	De 7 a 9 meses	1	1	Indefinido	22130	Jaca
2017	De 7 a 9 meses	4	2	Temporal	22130	Jaca
2017	De 7 a 9 meses	3	1	Indefinido	22158	Monzón
2017	De 7 a 9 meses	12	2	Temporal	22158	Monzón
2017	De 7 a 9 meses	3	1	Indefinido	22199	Sabiñánigo
2017	De 7 a 9 meses	5	2	Temporal	22199	Sabiñánigo
2017	De 7 a 9 meses	3	1	Indefinido	44013	Alcañiz
2017	De 7 a 9 meses	2	2	Temporal	44013	Alcañiz
2017	De 7 a 9 meses	2	1	Indefinido	44025	Andorra
2017	De 7 a 9 meses	1	2	Temporal	44025	Andorra
2017	De 7 a 9 meses	10	1	Indefinido	44216	Teruel
2017	De 7 a 9 meses	10	2	Temporal	44216	Teruel
2017	De 7 a 9 meses	2	1	Indefinido	50008	Alagón
2017	De 7 a 9 meses	2	2	Temporal	50008	Alagón
2017	De 7 a 9 meses	5	1	Indefinido	50025	Almunia de Doña Godina (La)
2017	De 7 a 9 meses	7	2	Temporal	50025	Almunia de Doña Godina (La)
2017	De 7 a 9 meses	2	1	Indefinido	50067	Calatayud
2017	De 7 a 9 meses	6	2	Temporal	50067	Calatayud
2017	De 7 a 9 meses	1	1	Indefinido	50074	Caspe
2017	De 7 a 9 meses	5	2	Temporal	50074	Caspe
2017	De 7 a 9 meses	6	1	Indefinido	50089	Cuarte de Huerva
2017	De 7 a 9 meses	11	2	Temporal	50089	Cuarte de Huerva
2017	De 7 a 9 meses	6	1	Indefinido	50095	Ejea de los Caballeros
2017	De 7 a 9 meses	11	2	Temporal	50095	Ejea de los Caballeros
2017	De 7 a 9 meses	1	1	Indefinido	50163	María de Huerva
2017	De 7 a 9 meses	5	1	Indefinido	50182	Muela (La)
2017	De 7 a 9 meses	13	2	Temporal	50182	Muela (La)
2017	De 7 a 9 meses	3	1	Indefinido	50219	Puebla de Alfindén (La)
2017	De 7 a 9 meses	10	2	Temporal	50219	Puebla de Alfindén (La)
2017	De 7 a 9 meses	1	1	Indefinido	50251	Tarazona
2017	De 7 a 9 meses	2	2	Temporal	50251	Tarazona
2017	De 7 a 9 meses	7	1	Indefinido	50252	Tauste
2017	De 7 a 9 meses	8	2	Temporal	50252	Tauste
2017	De 7 a 9 meses	8	1	Indefinido	50272	Utebo
2017	De 7 a 9 meses	7	2	Temporal	50272	Utebo
2017	De 7 a 9 meses	143	1	Indefinido	50297	Zaragoza
2017	De 7 a 9 meses	172	2	Temporal	50297	Zaragoza
2017	De 7 a 9 meses	2	3	Sin clasificar	50297	Zaragoza
2017	De 7 a 9 meses	6	1	Indefinido	50298	Zuera
2017	De 7 a 9 meses	5	2	Temporal	50298	Zuera
2017	De 10 a 12 meses	3	1	Indefinido	22048	Barbastro
2017	De 10 a 12 meses	2	2	Temporal	22048	Barbastro
2017	De 10 a 12 meses	2	1	Indefinido	22061	Binéfar
2017	De 10 a 12 meses	2	2	Temporal	22061	Binéfar
2017	De 10 a 12 meses	5	1	Indefinido	22112	Fraga
2017	De 10 a 12 meses	5	2	Temporal	22112	Fraga
2017	De 10 a 12 meses	12	1	Indefinido	22125	Huesca
2017	De 10 a 12 meses	14	2	Temporal	22125	Huesca
2017	De 10 a 12 meses	3	2	Temporal	22130	Jaca
2017	De 10 a 12 meses	9	1	Indefinido	22158	Monzón
2017	De 10 a 12 meses	10	2	Temporal	22158	Monzón
2017	De 10 a 12 meses	1	1	Indefinido	22199	Sabiñánigo
2017	De 10 a 12 meses	1	2	Temporal	22199	Sabiñánigo
2017	De 10 a 12 meses	3	2	Temporal	44013	Alcañiz
2017	De 10 a 12 meses	1	1	Indefinido	44025	Andorra
2017	De 10 a 12 meses	1	2	Temporal	44025	Andorra
2017	De 10 a 12 meses	7	1	Indefinido	44216	Teruel
2017	De 10 a 12 meses	13	2	Temporal	44216	Teruel
2017	De 10 a 12 meses	5	1	Indefinido	50008	Alagón
2017	De 10 a 12 meses	2	2	Temporal	50008	Alagón
2017	De 10 a 12 meses	4	1	Indefinido	50025	Almunia de Doña Godina (La)
2017	De 10 a 12 meses	3	2	Temporal	50025	Almunia de Doña Godina (La)
2017	De 10 a 12 meses	3	1	Indefinido	50067	Calatayud
2017	De 10 a 12 meses	7	2	Temporal	50067	Calatayud
2017	De 10 a 12 meses	1	1	Indefinido	50074	Caspe
2017	De 10 a 12 meses	7	1	Indefinido	50089	Cuarte de Huerva
2017	De 10 a 12 meses	6	2	Temporal	50089	Cuarte de Huerva
2017	De 10 a 12 meses	3	1	Indefinido	50095	Ejea de los Caballeros
2017	De 10 a 12 meses	7	2	Temporal	50095	Ejea de los Caballeros
2017	De 10 a 12 meses	2	1	Indefinido	50163	María de Huerva
2017	De 10 a 12 meses	1	2	Temporal	50163	María de Huerva
2017	De 10 a 12 meses	4	1	Indefinido	50182	Muela (La)
2017	De 10 a 12 meses	2	2	Temporal	50182	Muela (La)
2017	De 10 a 12 meses	1	3	Sin clasificar	50182	Muela (La)
2017	De 10 a 12 meses	4	1	Indefinido	50219	Puebla de Alfindén (La)
2017	De 10 a 12 meses	5	2	Temporal	50219	Puebla de Alfindén (La)
2017	De 10 a 12 meses	4	1	Indefinido	50251	Tarazona
2017	De 10 a 12 meses	3	2	Temporal	50251	Tarazona
2017	De 10 a 12 meses	4	1	Indefinido	50252	Tauste
2017	De 10 a 12 meses	6	1	Indefinido	50272	Utebo
2017	De 10 a 12 meses	4	2	Temporal	50272	Utebo
2017	De 10 a 12 meses	144	1	Indefinido	50297	Zaragoza
2017	De 10 a 12 meses	100	2	Temporal	50297	Zaragoza
2017	De 10 a 12 meses	4	1	Indefinido	50298	Zuera
2017	De 10 a 12 meses	1	2	Temporal	50298	Zuera
2017	De 13 meses a 3 años	21	1	Indefinido	22048	Barbastro
2017	De 13 meses a 3 años	14	2	Temporal	22048	Barbastro
2017	De 13 meses a 3 años	19	1	Indefinido	22061	Binéfar
2017	De 13 meses a 3 años	9	2	Temporal	22061	Binéfar
2017	De 13 meses a 3 años	28	1	Indefinido	22112	Fraga
2017	De 13 meses a 3 años	8	2	Temporal	22112	Fraga
2017	De 13 meses a 3 años	70	1	Indefinido	22125	Huesca
2017	De 13 meses a 3 años	35	2	Temporal	22125	Huesca
2017	De 13 meses a 3 años	16	1	Indefinido	22130	Jaca
2017	De 13 meses a 3 años	6	2	Temporal	22130	Jaca
2017	De 13 meses a 3 años	55	1	Indefinido	22158	Monzón
2017	De 13 meses a 3 años	16	2	Temporal	22158	Monzón
2017	De 13 meses a 3 años	13	1	Indefinido	22199	Sabiñánigo
2017	De 13 meses a 3 años	2	2	Temporal	22199	Sabiñánigo
2017	De 13 meses a 3 años	22	1	Indefinido	44013	Alcañiz
2017	De 13 meses a 3 años	6	2	Temporal	44013	Alcañiz
2017	De 13 meses a 3 años	5	1	Indefinido	44025	Andorra
2017	De 13 meses a 3 años	3	2	Temporal	44025	Andorra
2017	De 13 meses a 3 años	47	1	Indefinido	44216	Teruel
2017	De 13 meses a 3 años	14	2	Temporal	44216	Teruel
2017	De 13 meses a 3 años	15	1	Indefinido	50008	Alagón
2017	De 13 meses a 3 años	2	2	Temporal	50008	Alagón
2017	De 13 meses a 3 años	14	1	Indefinido	50025	Almunia de Doña Godina (La)
2017	De 13 meses a 3 años	8	2	Temporal	50025	Almunia de Doña Godina (La)
2017	De 13 meses a 3 años	14	1	Indefinido	50067	Calatayud
2017	De 13 meses a 3 años	7	2	Temporal	50067	Calatayud
2017	De 13 meses a 3 años	10	1	Indefinido	50074	Caspe
2017	De 13 meses a 3 años	3	2	Temporal	50074	Caspe
2017	De 13 meses a 3 años	28	1	Indefinido	50089	Cuarte de Huerva
2017	De 13 meses a 3 años	12	2	Temporal	50089	Cuarte de Huerva
2017	De 13 meses a 3 años	22	1	Indefinido	50095	Ejea de los Caballeros
2017	De 13 meses a 3 años	25	2	Temporal	50095	Ejea de los Caballeros
2017	De 13 meses a 3 años	2	3	Sin clasificar	50095	Ejea de los Caballeros
2017	De 13 meses a 3 años	6	1	Indefinido	50163	María de Huerva
2017	De 13 meses a 3 años	4	2	Temporal	50163	María de Huerva
2017	De 13 meses a 3 años	1	3	Sin clasificar	50163	María de Huerva
2017	De 13 meses a 3 años	27	1	Indefinido	50182	Muela (La)
2017	De 13 meses a 3 años	9	2	Temporal	50182	Muela (La)
2017	De 13 meses a 3 años	32	1	Indefinido	50219	Puebla de Alfindén (La)
2017	De 13 meses a 3 años	7	2	Temporal	50219	Puebla de Alfindén (La)
2017	De 13 meses a 3 años	8	1	Indefinido	50251	Tarazona
2017	De 13 meses a 3 años	5	2	Temporal	50251	Tarazona
2017	De 13 meses a 3 años	27	1	Indefinido	50252	Tauste
2017	De 13 meses a 3 años	9	2	Temporal	50252	Tauste
2017	De 13 meses a 3 años	31	1	Indefinido	50272	Utebo
2017	De 13 meses a 3 años	8	2	Temporal	50272	Utebo
2017	De 13 meses a 3 años	819	1	Indefinido	50297	Zaragoza
2017	De 13 meses a 3 años	271	2	Temporal	50297	Zaragoza
2017	De 13 meses a 3 años	15	3	Sin clasificar	50297	Zaragoza
2017	De 13 meses a 3 años	23	1	Indefinido	50298	Zuera
2017	De 13 meses a 3 años	9	2	Temporal	50298	Zuera
2017	De 37 meses a 10 años	28	1	Indefinido	22048	Barbastro
2017	De 37 meses a 10 años	6	2	Temporal	22048	Barbastro
2017	De 37 meses a 10 años	34	1	Indefinido	22061	Binéfar
2017	De 37 meses a 10 años	3	2	Temporal	22061	Binéfar
2017	De 37 meses a 10 años	46	1	Indefinido	22112	Fraga
2017	De 37 meses a 10 años	8	2	Temporal	22112	Fraga
2017	De 37 meses a 10 años	114	1	Indefinido	22125	Huesca
2017	De 37 meses a 10 años	20	2	Temporal	22125	Huesca
2017	De 37 meses a 10 años	5	3	Sin clasificar	22125	Huesca
2017	De 37 meses a 10 años	12	1	Indefinido	22130	Jaca
2017	De 37 meses a 10 años	6	2	Temporal	22130	Jaca
2017	De 37 meses a 10 años	1	3	Sin clasificar	22130	Jaca
2017	De 37 meses a 10 años	54	1	Indefinido	22158	Monzón
2017	De 37 meses a 10 años	9	2	Temporal	22158	Monzón
2017	De 37 meses a 10 años	3	3	Sin clasificar	22158	Monzón
2017	De 37 meses a 10 años	5	1	Indefinido	22199	Sabiñánigo
2017	De 37 meses a 10 años	31	1	Indefinido	44013	Alcañiz
2017	De 37 meses a 10 años	3	2	Temporal	44013	Alcañiz
2017	De 37 meses a 10 años	1	3	Sin clasificar	44013	Alcañiz
2017	De 37 meses a 10 años	9	1	Indefinido	44025	Andorra
2017	De 37 meses a 10 años	2	2	Temporal	44025	Andorra
2017	De 37 meses a 10 años	84	1	Indefinido	44216	Teruel
2017	De 37 meses a 10 años	19	2	Temporal	44216	Teruel
2017	De 37 meses a 10 años	5	3	Sin clasificar	44216	Teruel
2017	De 37 meses a 10 años	8	1	Indefinido	50008	Alagón
2017	De 37 meses a 10 años	1	2	Temporal	50008	Alagón
2017	De 37 meses a 10 años	25	1	Indefinido	50025	Almunia de Doña Godina (La)
2017	De 37 meses a 10 años	2	2	Temporal	50025	Almunia de Doña Godina (La)
2017	De 37 meses a 10 años	3	3	Sin clasificar	50025	Almunia de Doña Godina (La)
2017	De 37 meses a 10 años	15	1	Indefinido	50067	Calatayud
2017	De 37 meses a 10 años	6	2	Temporal	50067	Calatayud
2017	De 37 meses a 10 años	2	3	Sin clasificar	50067	Calatayud
2017	De 37 meses a 10 años	14	1	Indefinido	50074	Caspe
2017	De 37 meses a 10 años	1	2	Temporal	50074	Caspe
2017	De 37 meses a 10 años	1	3	Sin clasificar	50074	Caspe
2017	De 37 meses a 10 años	41	1	Indefinido	50089	Cuarte de Huerva
2017	De 37 meses a 10 años	1	2	Temporal	50089	Cuarte de Huerva
2017	De 37 meses a 10 años	1	3	Sin clasificar	50089	Cuarte de Huerva
2017	De 37 meses a 10 años	45	1	Indefinido	50095	Ejea de los Caballeros
2017	De 37 meses a 10 años	5	2	Temporal	50095	Ejea de los Caballeros
2017	De 37 meses a 10 años	4	3	Sin clasificar	50095	Ejea de los Caballeros
2017	De 37 meses a 10 años	5	1	Indefinido	50163	María de Huerva
2017	De 37 meses a 10 años	2	2	Temporal	50163	María de Huerva
2017	De 37 meses a 10 años	48	1	Indefinido	50182	Muela (La)
2017	De 37 meses a 10 años	5	2	Temporal	50182	Muela (La)
2017	De 37 meses a 10 años	1	3	Sin clasificar	50182	Muela (La)
2017	De 37 meses a 10 años	30	1	Indefinido	50219	Puebla de Alfindén (La)
2017	De 37 meses a 10 años	5	2	Temporal	50219	Puebla de Alfindén (La)
2017	De 37 meses a 10 años	22	1	Indefinido	50251	Tarazona
2017	De 37 meses a 10 años	1	2	Temporal	50251	Tarazona
2017	De 37 meses a 10 años	1	3	Sin clasificar	50251	Tarazona
2017	De 37 meses a 10 años	20	1	Indefinido	50252	Tauste
2017	De 37 meses a 10 años	1	2	Temporal	50252	Tauste
2017	De 37 meses a 10 años	36	1	Indefinido	50272	Utebo
2017	De 37 meses a 10 años	1	3	Sin clasificar	50272	Utebo
2017	De 37 meses a 10 años	1290	1	Indefinido	50297	Zaragoza
2017	De 37 meses a 10 años	121	2	Temporal	50297	Zaragoza
2017	De 37 meses a 10 años	33	3	Sin clasificar	50297	Zaragoza
2017	De 37 meses a 10 años	29	1	Indefinido	50298	Zuera
2017	De 37 meses a 10 años	1	2	Temporal	50298	Zuera
2017	De 37 meses a 10 años	2	3	Sin clasificar	50298	Zuera
2017	Más de 10 años	26	1	Indefinido	22048	Barbastro
2017	Más de 10 años	1	2	Temporal	22048	Barbastro
2017	Más de 10 años	2	3	Sin clasificar	22048	Barbastro
2017	Más de 10 años	30	1	Indefinido	22061	Binéfar
2017	Más de 10 años	2	3	Sin clasificar	22061	Binéfar
2017	Más de 10 años	23	1	Indefinido	22112	Fraga
2017	Más de 10 años	1	2	Temporal	22112	Fraga
2017	Más de 10 años	109	1	Indefinido	22125	Huesca
2017	Más de 10 años	8	2	Temporal	22125	Huesca
2017	Más de 10 años	3	3	Sin clasificar	22125	Huesca
2017	Más de 10 años	18	1	Indefinido	22130	Jaca
2017	Más de 10 años	3	2	Temporal	22130	Jaca
2017	Más de 10 años	42	1	Indefinido	22158	Monzón
2017	Más de 10 años	3	2	Temporal	22158	Monzón
2017	Más de 10 años	12	1	Indefinido	22199	Sabiñánigo
2017	Más de 10 años	3	2	Temporal	22199	Sabiñánigo
2017	Más de 10 años	1	3	Sin clasificar	22199	Sabiñánigo
2017	Más de 10 años	28	1	Indefinido	44013	Alcañiz
2017	Más de 10 años	1	2	Temporal	44013	Alcañiz
2017	Más de 10 años	1	3	Sin clasificar	44013	Alcañiz
2017	Más de 10 años	7	1	Indefinido	44025	Andorra
2017	Más de 10 años	1	2	Temporal	44025	Andorra
2017	Más de 10 años	2	3	Sin clasificar	44025	Andorra
2017	Más de 10 años	86	1	Indefinido	44216	Teruel
2017	Más de 10 años	2	2	Temporal	44216	Teruel
2017	Más de 10 años	1	3	Sin clasificar	44216	Teruel
2017	Más de 10 años	7	1	Indefinido	50008	Alagón
2017	Más de 10 años	2	2	Temporal	50008	Alagón
2017	Más de 10 años	15	1	Indefinido	50025	Almunia de Doña Godina (La)
2017	Más de 10 años	1	2	Temporal	50025	Almunia de Doña Godina (La)
2017	Más de 10 años	37	1	Indefinido	50067	Calatayud
2017	Más de 10 años	3	2	Temporal	50067	Calatayud
2017	Más de 10 años	8	1	Indefinido	50074	Caspe
2017	Más de 10 años	33	1	Indefinido	50089	Cuarte de Huerva
2017	Más de 10 años	43	1	Indefinido	50095	Ejea de los Caballeros
2017	Más de 10 años	1	2	Temporal	50095	Ejea de los Caballeros
2017	Más de 10 años	5	1	Indefinido	50163	María de Huerva
2017	Más de 10 años	2	3	Sin clasificar	50163	María de Huerva
2017	Más de 10 años	41	1	Indefinido	50182	Muela (La)
2017	Más de 10 años	1	3	Sin clasificar	50182	Muela (La)
2017	Más de 10 años	48	1	Indefinido	50219	Puebla de Alfindén (La)
2017	Más de 10 años	2	2	Temporal	50219	Puebla de Alfindén (La)
2017	Más de 10 años	1	3	Sin clasificar	50219	Puebla de Alfindén (La)
2017	Más de 10 años	14	1	Indefinido	50251	Tarazona
2017	Más de 10 años	15	1	Indefinido	50252	Tauste
2017	Más de 10 años	1	2	Temporal	50252	Tauste
2017	Más de 10 años	40	1	Indefinido	50272	Utebo
2017	Más de 10 años	2	3	Sin clasificar	50272	Utebo
2017	Más de 10 años	1132	1	Indefinido	50297	Zaragoza
2017	Más de 10 años	31	2	Temporal	50297	Zaragoza
2017	Más de 10 años	17	3	Sin clasificar	50297	Zaragoza
2017	Más de 10 años	27	1	Indefinido	50298	Zuera
2016	Hasta 3 meses	7	1	Indefinido	22048	Barbastro
2016	Hasta 3 meses	46	2	Temporal	22048	Barbastro
2016	Hasta 3 meses	5	1	Indefinido	22061	Binéfar
2016	Hasta 3 meses	18	2	Temporal	22061	Binéfar
2016	Hasta 3 meses	24	1	Indefinido	22112	Fraga
2016	Hasta 3 meses	102	2	Temporal	22112	Fraga
2016	Hasta 3 meses	27	1	Indefinido	22125	Huesca
2016	Hasta 3 meses	81	2	Temporal	22125	Huesca
2016	Hasta 3 meses	4	1	Indefinido	22130	Jaca
2016	Hasta 3 meses	18	2	Temporal	22130	Jaca
2016	Hasta 3 meses	6	1	Indefinido	22158	Monzón
2016	Hasta 3 meses	40	2	Temporal	22158	Monzón
2016	Hasta 3 meses	1	1	Indefinido	22199	Sabiñánigo
2016	Hasta 3 meses	10	2	Temporal	22199	Sabiñánigo
2016	Hasta 3 meses	6	1	Indefinido	44013	Alcañiz
2016	Hasta 3 meses	13	2	Temporal	44013	Alcañiz
2016	Hasta 3 meses	2	1	Indefinido	44025	Andorra
2016	Hasta 3 meses	14	2	Temporal	44025	Andorra
2016	Hasta 3 meses	18	1	Indefinido	44216	Teruel
2016	Hasta 3 meses	108	2	Temporal	44216	Teruel
2016	Hasta 3 meses	3	1	Indefinido	50008	Alagón
2016	Hasta 3 meses	21	2	Temporal	50008	Alagón
2016	Hasta 3 meses	4	1	Indefinido	50025	Almunia de Doña Godina (La)
