Año	Grupo Antigüedad	Nº Accidentes	Ord_Temporalidad	Temporalidad	Código	Municipio
2006	De 13 meses a 3 años	28	2	Temporal	22048	Barbastro
2006	De 13 meses a 3 años	38	1	Indefinido	22061	Binéfar
2006	De 13 meses a 3 años	9	2	Temporal	22061	Binéfar
2006	De 13 meses a 3 años	43	1	Indefinido	22112	Fraga
2006	De 13 meses a 3 años	13	2	Temporal	22112	Fraga
2006	De 13 meses a 3 años	118	1	Indefinido	22125	Huesca
2006	De 13 meses a 3 años	87	2	Temporal	22125	Huesca
2006	De 13 meses a 3 años	33	1	Indefinido	22130	Jaca
2006	De 13 meses a 3 años	20	2	Temporal	22130	Jaca
2006	De 13 meses a 3 años	1	3	Sin clasificar	22130	Jaca
2006	De 13 meses a 3 años	49	1	Indefinido	22158	Monzón
2006	De 13 meses a 3 años	40	2	Temporal	22158	Monzón
2006	De 13 meses a 3 años	15	1	Indefinido	22199	Sabiñánigo
2006	De 13 meses a 3 años	9	2	Temporal	22199	Sabiñánigo
2006	De 13 meses a 3 años	34	1	Indefinido	44013	Alcañiz
2006	De 13 meses a 3 años	21	2	Temporal	44013	Alcañiz
2006	De 13 meses a 3 años	3	3	Sin clasificar	44013	Alcañiz
2006	De 13 meses a 3 años	24	1	Indefinido	44025	Andorra
2006	De 13 meses a 3 años	7	2	Temporal	44025	Andorra
2006	De 13 meses a 3 años	70	1	Indefinido	44216	Teruel
2006	De 13 meses a 3 años	34	2	Temporal	44216	Teruel
2006	De 13 meses a 3 años	2	3	Sin clasificar	44216	Teruel
2006	De 13 meses a 3 años	39	1	Indefinido	50008	Alagón
2006	De 13 meses a 3 años	7	2	Temporal	50008	Alagón
2006	De 13 meses a 3 años	26	1	Indefinido	50025	Almunia de Doña Godina (La)
2006	De 13 meses a 3 años	10	2	Temporal	50025	Almunia de Doña Godina (La)
2006	De 13 meses a 3 años	26	1	Indefinido	50067	Calatayud
2006	De 13 meses a 3 años	15	2	Temporal	50067	Calatayud
2006	De 13 meses a 3 años	1	3	Sin clasificar	50067	Calatayud
2006	De 13 meses a 3 años	14	1	Indefinido	50074	Caspe
2006	De 13 meses a 3 años	15	2	Temporal	50074	Caspe
2006	De 13 meses a 3 años	69	1	Indefinido	50089	Cuarte de Huerva
2006	De 13 meses a 3 años	42	2	Temporal	50089	Cuarte de Huerva
2006	De 13 meses a 3 años	53	1	Indefinido	50095	Ejea de los Caballeros
2006	De 13 meses a 3 años	43	2	Temporal	50095	Ejea de los Caballeros
2006	De 13 meses a 3 años	13	1	Indefinido	50163	María de Huerva
2006	De 13 meses a 3 años	11	2	Temporal	50163	María de Huerva
2006	De 13 meses a 3 años	58	1	Indefinido	50182	Muela (La)
2006	De 13 meses a 3 años	10	2	Temporal	50182	Muela (La)
2006	De 13 meses a 3 años	1	3	Sin clasificar	50182	Muela (La)
2006	De 13 meses a 3 años	70	1	Indefinido	50219	Puebla de Alfindén (La)
2006	De 13 meses a 3 años	19	2	Temporal	50219	Puebla de Alfindén (La)
2006	De 13 meses a 3 años	1	3	Sin clasificar	50219	Puebla de Alfindén (La)
2006	De 13 meses a 3 años	39	1	Indefinido	50251	Tarazona
2006	De 13 meses a 3 años	17	2	Temporal	50251	Tarazona
2006	De 13 meses a 3 años	28	1	Indefinido	50252	Tauste
2006	De 13 meses a 3 años	11	2	Temporal	50252	Tauste
2006	De 13 meses a 3 años	44	1	Indefinido	50272	Utebo
2006	De 13 meses a 3 años	17	2	Temporal	50272	Utebo
2006	De 13 meses a 3 años	2	3	Sin clasificar	50272	Utebo
2006	De 13 meses a 3 años	1284	1	Indefinido	50297	Zaragoza
2006	De 13 meses a 3 años	618	2	Temporal	50297	Zaragoza
2006	De 13 meses a 3 años	11	3	Sin clasificar	50297	Zaragoza
2006	De 13 meses a 3 años	28	1	Indefinido	50298	Zuera
2006	De 13 meses a 3 años	10	2	Temporal	50298	Zuera
2006	De 37 meses a 10 años	55	1	Indefinido	22048	Barbastro
2006	De 37 meses a 10 años	8	2	Temporal	22048	Barbastro
2006	De 37 meses a 10 años	1	3	Sin clasificar	22048	Barbastro
2006	De 37 meses a 10 años	54	1	Indefinido	22061	Binéfar
2006	De 37 meses a 10 años	3	2	Temporal	22061	Binéfar
2006	De 37 meses a 10 años	50	1	Indefinido	22112	Fraga
2006	De 37 meses a 10 años	4	2	Temporal	22112	Fraga
2006	De 37 meses a 10 años	169	1	Indefinido	22125	Huesca
2006	De 37 meses a 10 años	14	2	Temporal	22125	Huesca
2006	De 37 meses a 10 años	3	3	Sin clasificar	22125	Huesca
2006	De 37 meses a 10 años	42	1	Indefinido	22130	Jaca
2006	De 37 meses a 10 años	1	2	Temporal	22130	Jaca
2006	De 37 meses a 10 años	1	3	Sin clasificar	22130	Jaca
2006	De 37 meses a 10 años	56	1	Indefinido	22158	Monzón
2006	De 37 meses a 10 años	11	2	Temporal	22158	Monzón
2006	De 37 meses a 10 años	1	3	Sin clasificar	22158	Monzón
2006	De 37 meses a 10 años	20	1	Indefinido	22199	Sabiñánigo
2006	De 37 meses a 10 años	3	2	Temporal	22199	Sabiñánigo
2006	De 37 meses a 10 años	53	1	Indefinido	44013	Alcañiz
2006	De 37 meses a 10 años	6	2	Temporal	44013	Alcañiz
2006	De 37 meses a 10 años	1	3	Sin clasificar	44013	Alcañiz
2006	De 37 meses a 10 años	28	1	Indefinido	44025	Andorra
2006	De 37 meses a 10 años	3	2	Temporal	44025	Andorra
2006	De 37 meses a 10 años	80	1	Indefinido	44216	Teruel
2006	De 37 meses a 10 años	21	2	Temporal	44216	Teruel
2006	De 37 meses a 10 años	2	3	Sin clasificar	44216	Teruel
2006	De 37 meses a 10 años	28	1	Indefinido	50008	Alagón
2006	De 37 meses a 10 años	1	2	Temporal	50008	Alagón
2006	De 37 meses a 10 años	23	1	Indefinido	50025	Almunia de Doña Godina (La)
2006	De 37 meses a 10 años	3	2	Temporal	50025	Almunia de Doña Godina (La)
2006	De 37 meses a 10 años	1	3	Sin clasificar	50025	Almunia de Doña Godina (La)
2006	De 37 meses a 10 años	62	1	Indefinido	50067	Calatayud
2006	De 37 meses a 10 años	10	2	Temporal	50067	Calatayud
2006	De 37 meses a 10 años	2	3	Sin clasificar	50067	Calatayud
2006	De 37 meses a 10 años	23	1	Indefinido	50074	Caspe
2006	De 37 meses a 10 años	7	2	Temporal	50074	Caspe
2006	De 37 meses a 10 años	99	1	Indefinido	50089	Cuarte de Huerva
2006	De 37 meses a 10 años	9	2	Temporal	50089	Cuarte de Huerva
2006	De 37 meses a 10 años	70	1	Indefinido	50095	Ejea de los Caballeros
2006	De 37 meses a 10 años	8	2	Temporal	50095	Ejea de los Caballeros
2006	De 37 meses a 10 años	1	3	Sin clasificar	50095	Ejea de los Caballeros
2006	De 37 meses a 10 años	19	1	Indefinido	50163	María de Huerva
2006	De 37 meses a 10 años	48	1	Indefinido	50182	Muela (La)
2006	De 37 meses a 10 años	1	2	Temporal	50182	Muela (La)
2006	De 37 meses a 10 años	104	1	Indefinido	50219	Puebla de Alfindén (La)
2006	De 37 meses a 10 años	8	2	Temporal	50219	Puebla de Alfindén (La)
2006	De 37 meses a 10 años	54	1	Indefinido	50251	Tarazona
2006	De 37 meses a 10 años	6	2	Temporal	50251	Tarazona
2006	De 37 meses a 10 años	2	3	Sin clasificar	50251	Tarazona
2006	De 37 meses a 10 años	63	1	Indefinido	50252	Tauste
2006	De 37 meses a 10 años	1	2	Temporal	50252	Tauste
2006	De 37 meses a 10 años	67	1	Indefinido	50272	Utebo
2006	De 37 meses a 10 años	2	2	Temporal	50272	Utebo
2006	De 37 meses a 10 años	1935	1	Indefinido	50297	Zaragoza
2006	De 37 meses a 10 años	162	2	Temporal	50297	Zaragoza
2006	De 37 meses a 10 años	14	3	Sin clasificar	50297	Zaragoza
2006	De 37 meses a 10 años	38	1	Indefinido	50298	Zuera
2006	De 37 meses a 10 años	4	2	Temporal	50298	Zuera
2006	Más de 10 años	24	1	Indefinido	22048	Barbastro
2006	Más de 10 años	1	2	Temporal	22048	Barbastro
2006	Más de 10 años	30	1	Indefinido	22061	Binéfar
2006	Más de 10 años	16	1	Indefinido	22112	Fraga
2006	Más de 10 años	1	2	Temporal	22112	Fraga
2006	Más de 10 años	1	3	Sin clasificar	22112	Fraga
2006	Más de 10 años	120	1	Indefinido	22125	Huesca
2006	Más de 10 años	1	2	Temporal	22125	Huesca
2006	Más de 10 años	2	3	Sin clasificar	22125	Huesca
2006	Más de 10 años	27	1	Indefinido	22130	Jaca
2006	Más de 10 años	1	2	Temporal	22130	Jaca
2006	Más de 10 años	1	3	Sin clasificar	22130	Jaca
2006	Más de 10 años	40	1	Indefinido	22158	Monzón
2006	Más de 10 años	2	2	Temporal	22158	Monzón
2006	Más de 10 años	1	3	Sin clasificar	22158	Monzón
2006	Más de 10 años	13	1	Indefinido	22199	Sabiñánigo
2006	Más de 10 años	1	2	Temporal	22199	Sabiñánigo
2006	Más de 10 años	26	1	Indefinido	44013	Alcañiz
2006	Más de 10 años	5	3	Sin clasificar	44013	Alcañiz
2006	Más de 10 años	8	1	Indefinido	44025	Andorra
2006	Más de 10 años	66	1	Indefinido	44216	Teruel
2006	Más de 10 años	1	2	Temporal	44216	Teruel
2006	Más de 10 años	2	3	Sin clasificar	44216	Teruel
2006	Más de 10 años	20	1	Indefinido	50008	Alagón
2006	Más de 10 años	25	1	Indefinido	50025	Almunia de Doña Godina (La)
2006	Más de 10 años	38	1	Indefinido	50067	Calatayud
2006	Más de 10 años	2	3	Sin clasificar	50067	Calatayud
2006	Más de 10 años	11	1	Indefinido	50074	Caspe
2006	Más de 10 años	37	1	Indefinido	50089	Cuarte de Huerva
2006	Más de 10 años	37	1	Indefinido	50095	Ejea de los Caballeros
2006	Más de 10 años	9	1	Indefinido	50163	María de Huerva
2006	Más de 10 años	13	1	Indefinido	50182	Muela (La)
2006	Más de 10 años	44	1	Indefinido	50219	Puebla de Alfindén (La)
2006	Más de 10 años	1	2	Temporal	50219	Puebla de Alfindén (La)
2006	Más de 10 años	28	1	Indefinido	50251	Tarazona
2006	Más de 10 años	11	1	Indefinido	50252	Tauste
2006	Más de 10 años	50	1	Indefinido	50272	Utebo
2006	Más de 10 años	3	2	Temporal	50272	Utebo
2006	Más de 10 años	1316	1	Indefinido	50297	Zaragoza
2006	Más de 10 años	19	2	Temporal	50297	Zaragoza
2006	Más de 10 años	10	3	Sin clasificar	50297	Zaragoza
2006	Más de 10 años	24	1	Indefinido	50298	Zuera
2005	Hasta 3 meses	1	1	Indefinido	22048	Barbastro
2005	Hasta 3 meses	50	2	Temporal	22048	Barbastro
2005	Hasta 3 meses	2	1	Indefinido	22061	Binéfar
2005	Hasta 3 meses	34	2	Temporal	22061	Binéfar
2005	Hasta 3 meses	9	1	Indefinido	22112	Fraga
2005	Hasta 3 meses	65	2	Temporal	22112	Fraga
2005	Hasta 3 meses	22	1	Indefinido	22125	Huesca
2005	Hasta 3 meses	222	2	Temporal	22125	Huesca
2005	Hasta 3 meses	1	1	Indefinido	22130	Jaca
2005	Hasta 3 meses	64	2	Temporal	22130	Jaca
2005	Hasta 3 meses	3	1	Indefinido	22158	Monzón
2005	Hasta 3 meses	57	2	Temporal	22158	Monzón
2005	Hasta 3 meses	34	2	Temporal	22199	Sabiñánigo
2005	Hasta 3 meses	2	1	Indefinido	44013	Alcañiz
2005	Hasta 3 meses	57	2	Temporal	44013	Alcañiz
2005	Hasta 3 meses	8	1	Indefinido	44025	Andorra
2005	Hasta 3 meses	16	2	Temporal	44025	Andorra
2005	Hasta 3 meses	12	1	Indefinido	44216	Teruel
2005	Hasta 3 meses	81	2	Temporal	44216	Teruel
2005	Hasta 3 meses	2	1	Indefinido	50008	Alagón
2005	Hasta 3 meses	25	2	Temporal	50008	Alagón
2005	Hasta 3 meses	3	1	Indefinido	50025	Almunia de Doña Godina (La)
2005	Hasta 3 meses	35	2	Temporal	50025	Almunia de Doña Godina (La)
2005	Hasta 3 meses	4	1	Indefinido	50067	Calatayud
2005	Hasta 3 meses	63	2	Temporal	50067	Calatayud
2005	Hasta 3 meses	2	1	Indefinido	50074	Caspe
2005	Hasta 3 meses	52	2	Temporal	50074	Caspe
2005	Hasta 3 meses	8	1	Indefinido	50089	Cuarte de Huerva
2005	Hasta 3 meses	101	2	Temporal	50089	Cuarte de Huerva
2005	Hasta 3 meses	9	1	Indefinido	50095	Ejea de los Caballeros
2005	Hasta 3 meses	106	2	Temporal	50095	Ejea de los Caballeros
2005	Hasta 3 meses	16	2	Temporal	50163	María de Huerva
2005	Hasta 3 meses	3	1	Indefinido	50182	Muela (La)
2005	Hasta 3 meses	67	2	Temporal	50182	Muela (La)
2005	Hasta 3 meses	5	1	Indefinido	50219	Puebla de Alfindén (La)
2005	Hasta 3 meses	97	2	Temporal	50219	Puebla de Alfindén (La)
2005	Hasta 3 meses	1	1	Indefinido	50251	Tarazona
2005	Hasta 3 meses	24	2	Temporal	50251	Tarazona
2005	Hasta 3 meses	3	1	Indefinido	50252	Tauste
2005	Hasta 3 meses	29	2	Temporal	50252	Tauste
2005	Hasta 3 meses	4	1	Indefinido	50272	Utebo
2005	Hasta 3 meses	113	2	Temporal	50272	Utebo
2005	Hasta 3 meses	209	1	Indefinido	50297	Zaragoza
2005	Hasta 3 meses	2156	2	Temporal	50297	Zaragoza
2005	Hasta 3 meses	1	3	Sin clasificar	50297	Zaragoza
2005	Hasta 3 meses	6	1	Indefinido	50298	Zuera
2005	Hasta 3 meses	42	2	Temporal	50298	Zuera
2005	De 4 a 6 meses	4	1	Indefinido	22048	Barbastro
2005	De 4 a 6 meses	24	2	Temporal	22048	Barbastro
2005	De 4 a 6 meses	2	1	Indefinido	22061	Binéfar
2005	De 4 a 6 meses	24	2	Temporal	22061	Binéfar
2005	De 4 a 6 meses	3	1	Indefinido	22112	Fraga
2005	De 4 a 6 meses	29	2	Temporal	22112	Fraga
2005	De 4 a 6 meses	9	1	Indefinido	22125	Huesca
2005	De 4 a 6 meses	104	2	Temporal	22125	Huesca
2005	De 4 a 6 meses	42	2	Temporal	22130	Jaca
2005	De 4 a 6 meses	2	1	Indefinido	22158	Monzón
2005	De 4 a 6 meses	27	2	Temporal	22158	Monzón
2005	De 4 a 6 meses	16	2	Temporal	22199	Sabiñánigo
2005	De 4 a 6 meses	12	1	Indefinido	44013	Alcañiz
2005	De 4 a 6 meses	22	2	Temporal	44013	Alcañiz
2005	De 4 a 6 meses	5	1	Indefinido	44025	Andorra
2005	De 4 a 6 meses	8	2	Temporal	44025	Andorra
2005	De 4 a 6 meses	11	1	Indefinido	44216	Teruel
2005	De 4 a 6 meses	34	2	Temporal	44216	Teruel
2005	De 4 a 6 meses	2	1	Indefinido	50008	Alagón
2005	De 4 a 6 meses	9	2	Temporal	50008	Alagón
2005	De 4 a 6 meses	4	1	Indefinido	50025	Almunia de Doña Godina (La)
2005	De 4 a 6 meses	18	2	Temporal	50025	Almunia de Doña Godina (La)
2005	De 4 a 6 meses	2	1	Indefinido	50067	Calatayud
2005	De 4 a 6 meses	25	2	Temporal	50067	Calatayud
2005	De 4 a 6 meses	1	3	Sin clasificar	50067	Calatayud
2005	De 4 a 6 meses	1	1	Indefinido	50074	Caspe
2005	De 4 a 6 meses	22	2	Temporal	50074	Caspe
2005	De 4 a 6 meses	8	1	Indefinido	50089	Cuarte de Huerva
2005	De 4 a 6 meses	44	2	Temporal	50089	Cuarte de Huerva
2005	De 4 a 6 meses	6	1	Indefinido	50095	Ejea de los Caballeros
2005	De 4 a 6 meses	48	2	Temporal	50095	Ejea de los Caballeros
2005	De 4 a 6 meses	4	2	Temporal	50163	María de Huerva
2005	De 4 a 6 meses	2	1	Indefinido	50182	Muela (La)
2005	De 4 a 6 meses	41	2	Temporal	50182	Muela (La)
2005	De 4 a 6 meses	5	1	Indefinido	50219	Puebla de Alfindén (La)
2005	De 4 a 6 meses	43	2	Temporal	50219	Puebla de Alfindén (La)
2005	De 4 a 6 meses	2	1	Indefinido	50251	Tarazona
2005	De 4 a 6 meses	14	2	Temporal	50251	Tarazona
2005	De 4 a 6 meses	3	1	Indefinido	50252	Tauste
2005	De 4 a 6 meses	17	2	Temporal	50252	Tauste
2005	De 4 a 6 meses	7	1	Indefinido	50272	Utebo
2005	De 4 a 6 meses	37	2	Temporal	50272	Utebo
2005	De 4 a 6 meses	166	1	Indefinido	50297	Zaragoza
2005	De 4 a 6 meses	807	2	Temporal	50297	Zaragoza
2005	De 4 a 6 meses	4	3	Sin clasificar	50297	Zaragoza
2005	De 4 a 6 meses	4	1	Indefinido	50298	Zuera
2005	De 4 a 6 meses	18	2	Temporal	50298	Zuera
2005	De 7 a 9 meses	3	1	Indefinido	22048	Barbastro
2005	De 7 a 9 meses	11	2	Temporal	22048	Barbastro
2005	De 7 a 9 meses	2	1	Indefinido	22061	Binéfar
2005	De 7 a 9 meses	11	2	Temporal	22061	Binéfar
2005	De 7 a 9 meses	5	1	Indefinido	22112	Fraga
2005	De 7 a 9 meses	11	2	Temporal	22112	Fraga
2005	De 7 a 9 meses	19	1	Indefinido	22125	Huesca
2005	De 7 a 9 meses	53	2	Temporal	22125	Huesca
2005	De 7 a 9 meses	4	1	Indefinido	22130	Jaca
2005	De 7 a 9 meses	20	2	Temporal	22130	Jaca
2005	De 7 a 9 meses	1	1	Indefinido	22158	Monzón
2005	De 7 a 9 meses	14	2	Temporal	22158	Monzón
2005	De 7 a 9 meses	3	1	Indefinido	22199	Sabiñánigo
2005	De 7 a 9 meses	12	2	Temporal	22199	Sabiñánigo
2005	De 7 a 9 meses	8	1	Indefinido	44013	Alcañiz
2005	De 7 a 9 meses	20	2	Temporal	44013	Alcañiz
2005	De 7 a 9 meses	2	1	Indefinido	44025	Andorra
2005	De 7 a 9 meses	2	2	Temporal	44025	Andorra
2005	De 7 a 9 meses	9	1	Indefinido	44216	Teruel
2005	De 7 a 9 meses	25	2	Temporal	44216	Teruel
2005	De 7 a 9 meses	3	1	Indefinido	50008	Alagón
2005	De 7 a 9 meses	11	2	Temporal	50008	Alagón
2005	De 7 a 9 meses	8	2	Temporal	50025	Almunia de Doña Godina (La)
2005	De 7 a 9 meses	2	1	Indefinido	50067	Calatayud
2005	De 7 a 9 meses	16	2	Temporal	50067	Calatayud
2005	De 7 a 9 meses	3	1	Indefinido	50074	Caspe
2005	De 7 a 9 meses	4	2	Temporal	50074	Caspe
2005	De 7 a 9 meses	7	1	Indefinido	50089	Cuarte de Huerva
2005	De 7 a 9 meses	25	2	Temporal	50089	Cuarte de Huerva
2005	De 7 a 9 meses	7	1	Indefinido	50095	Ejea de los Caballeros
2005	De 7 a 9 meses	31	2	Temporal	50095	Ejea de los Caballeros
2005	De 7 a 9 meses	8	2	Temporal	50163	María de Huerva
2005	De 7 a 9 meses	3	1	Indefinido	50182	Muela (La)
2005	De 7 a 9 meses	29	2	Temporal	50182	Muela (La)
2005	De 7 a 9 meses	4	1	Indefinido	50219	Puebla de Alfindén (La)
2005	De 7 a 9 meses	29	2	Temporal	50219	Puebla de Alfindén (La)
2005	De 7 a 9 meses	7	2	Temporal	50251	Tarazona
2005	De 7 a 9 meses	2	1	Indefinido	50252	Tauste
2005	De 7 a 9 meses	6	2	Temporal	50252	Tauste
2005	De 7 a 9 meses	6	1	Indefinido	50272	Utebo
2005	De 7 a 9 meses	12	2	Temporal	50272	Utebo
2005	De 7 a 9 meses	177	1	Indefinido	50297	Zaragoza
2005	De 7 a 9 meses	446	2	Temporal	50297	Zaragoza
2005	De 7 a 9 meses	3	1	Indefinido	50298	Zuera
2005	De 7 a 9 meses	8	2	Temporal	50298	Zuera
2005	De 10 a 12 meses	16	2	Temporal	22048	Barbastro
2005	De 10 a 12 meses	2	1	Indefinido	22061	Binéfar
2005	De 10 a 12 meses	6	2	Temporal	22061	Binéfar
2005	De 10 a 12 meses	6	1	Indefinido	22112	Fraga
2005	De 10 a 12 meses	4	2	Temporal	22112	Fraga
2005	De 10 a 12 meses	16	1	Indefinido	22125	Huesca
2005	De 10 a 12 meses	31	2	Temporal	22125	Huesca
2005	De 10 a 12 meses	5	1	Indefinido	22130	Jaca
2005	De 10 a 12 meses	8	2	Temporal	22130	Jaca
2005	De 10 a 12 meses	10	1	Indefinido	22158	Monzón
2005	De 10 a 12 meses	9	2	Temporal	22158	Monzón
2005	De 10 a 12 meses	1	1	Indefinido	22199	Sabiñánigo
2005	De 10 a 12 meses	3	2	Temporal	22199	Sabiñánigo
2005	De 10 a 12 meses	4	1	Indefinido	44013	Alcañiz
2005	De 10 a 12 meses	10	2	Temporal	44013	Alcañiz
2005	De 10 a 12 meses	1	1	Indefinido	44025	Andorra
2005	De 10 a 12 meses	5	2	Temporal	44025	Andorra
2005	De 10 a 12 meses	5	1	Indefinido	44216	Teruel
2005	De 10 a 12 meses	17	2	Temporal	44216	Teruel
2005	De 10 a 12 meses	4	1	Indefinido	50008	Alagón
2005	De 10 a 12 meses	2	2	Temporal	50008	Alagón
2005	De 10 a 12 meses	5	1	Indefinido	50025	Almunia de Doña Godina (La)
2005	De 10 a 12 meses	1	2	Temporal	50025	Almunia de Doña Godina (La)
2005	De 10 a 12 meses	3	1	Indefinido	50067	Calatayud
2005	De 10 a 12 meses	10	2	Temporal	50067	Calatayud
2005	De 10 a 12 meses	4	1	Indefinido	50074	Caspe
2005	De 10 a 12 meses	3	2	Temporal	50074	Caspe
2005	De 10 a 12 meses	10	1	Indefinido	50089	Cuarte de Huerva
2005	De 10 a 12 meses	18	2	Temporal	50089	Cuarte de Huerva
2005	De 10 a 12 meses	7	1	Indefinido	50095	Ejea de los Caballeros
2005	De 10 a 12 meses	16	2	Temporal	50095	Ejea de los Caballeros
2005	De 10 a 12 meses	2	1	Indefinido	50163	María de Huerva
2005	De 10 a 12 meses	3	2	Temporal	50163	María de Huerva
2005	De 10 a 12 meses	8	1	Indefinido	50182	Muela (La)
2005	De 10 a 12 meses	9	2	Temporal	50182	Muela (La)
2005	De 10 a 12 meses	7	1	Indefinido	50219	Puebla de Alfindén (La)
2005	De 10 a 12 meses	10	2	Temporal	50219	Puebla de Alfindén (La)
2005	De 10 a 12 meses	2	1	Indefinido	50251	Tarazona
2005	De 10 a 12 meses	7	2	Temporal	50251	Tarazona
2005	De 10 a 12 meses	2	1	Indefinido	50252	Tauste
2005	De 10 a 12 meses	4	2	Temporal	50252	Tauste
2005	De 10 a 12 meses	4	1	Indefinido	50272	Utebo
2005	De 10 a 12 meses	8	2	Temporal	50272	Utebo
2005	De 10 a 12 meses	178	1	Indefinido	50297	Zaragoza
2005	De 10 a 12 meses	301	2	Temporal	50297	Zaragoza
2005	De 10 a 12 meses	3	1	Indefinido	50298	Zuera
2005	De 10 a 12 meses	4	2	Temporal	50298	Zuera
2005	De 13 meses a 3 años	35	1	Indefinido	22048	Barbastro
2005	De 13 meses a 3 años	20	2	Temporal	22048	Barbastro
2005	De 13 meses a 3 años	29	1	Indefinido	22061	Binéfar
2005	De 13 meses a 3 años	13	2	Temporal	22061	Binéfar
2005	De 13 meses a 3 años	31	1	Indefinido	22112	Fraga
2005	De 13 meses a 3 años	19	2	Temporal	22112	Fraga
2005	De 13 meses a 3 años	1	3	Sin clasificar	22112	Fraga
2005	De 13 meses a 3 años	136	1	Indefinido	22125	Huesca
2005	De 13 meses a 3 años	83	2	Temporal	22125	Huesca
2005	De 13 meses a 3 años	2	3	Sin clasificar	22125	Huesca
2005	De 13 meses a 3 años	34	1	Indefinido	22130	Jaca
2005	De 13 meses a 3 años	25	2	Temporal	22130	Jaca
2005	De 13 meses a 3 años	41	1	Indefinido	22158	Monzón
2005	De 13 meses a 3 años	26	2	Temporal	22158	Monzón
2005	De 13 meses a 3 años	8	1	Indefinido	22199	Sabiñánigo
2005	De 13 meses a 3 años	13	2	Temporal	22199	Sabiñánigo
2005	De 13 meses a 3 años	32	1	Indefinido	44013	Alcañiz
2005	De 13 meses a 3 años	27	2	Temporal	44013	Alcañiz
2005	De 13 meses a 3 años	1	3	Sin clasificar	44013	Alcañiz
2005	De 13 meses a 3 años	19	1	Indefinido	44025	Andorra
2005	De 13 meses a 3 años	6	2	Temporal	44025	Andorra
2005	De 13 meses a 3 años	50	1	Indefinido	44216	Teruel
2005	De 13 meses a 3 años	28	2	Temporal	44216	Teruel
2005	De 13 meses a 3 años	1	3	Sin clasificar	44216	Teruel
2005	De 13 meses a 3 años	28	1	Indefinido	50008	Alagón
2005	De 13 meses a 3 años	6	2	Temporal	50008	Alagón
2005	De 13 meses a 3 años	21	1	Indefinido	50025	Almunia de Doña Godina (La)
2005	De 13 meses a 3 años	4	2	Temporal	50025	Almunia de Doña Godina (La)
2005	De 13 meses a 3 años	36	1	Indefinido	50067	Calatayud
2005	De 13 meses a 3 años	20	2	Temporal	50067	Calatayud
2005	De 13 meses a 3 años	21	1	Indefinido	50074	Caspe
2005	De 13 meses a 3 años	13	2	Temporal	50074	Caspe
2005	De 13 meses a 3 años	58	1	Indefinido	50089	Cuarte de Huerva
2005	De 13 meses a 3 años	36	2	Temporal	50089	Cuarte de Huerva
2005	De 13 meses a 3 años	48	1	Indefinido	50095	Ejea de los Caballeros
2005	De 13 meses a 3 años	41	2	Temporal	50095	Ejea de los Caballeros
2005	De 13 meses a 3 años	15	1	Indefinido	50163	María de Huerva
2005	De 13 meses a 3 años	13	2	Temporal	50163	María de Huerva
2005	De 13 meses a 3 años	45	1	Indefinido	50182	Muela (La)
2005	De 13 meses a 3 años	14	2	Temporal	50182	Muela (La)
2005	De 13 meses a 3 años	75	1	Indefinido	50219	Puebla de Alfindén (La)
2005	De 13 meses a 3 años	26	2	Temporal	50219	Puebla de Alfindén (La)
2005	De 13 meses a 3 años	1	3	Sin clasificar	50219	Puebla de Alfindén (La)
2005	De 13 meses a 3 años	32	1	Indefinido	50251	Tarazona
2005	De 13 meses a 3 años	8	2	Temporal	50251	Tarazona
2005	De 13 meses a 3 años	1	3	Sin clasificar	50251	Tarazona
2005	De 13 meses a 3 años	28	1	Indefinido	50252	Tauste
2005	De 13 meses a 3 años	11	2	Temporal	50252	Tauste
2005	De 13 meses a 3 años	43	1	Indefinido	50272	Utebo
2005	De 13 meses a 3 años	31	2	Temporal	50272	Utebo
2005	De 13 meses a 3 años	1219	1	Indefinido	50297	Zaragoza
2005	De 13 meses a 3 años	644	2	Temporal	50297	Zaragoza
2005	De 13 meses a 3 años	4	3	Sin clasificar	50297	Zaragoza
2005	De 13 meses a 3 años	23	1	Indefinido	50298	Zuera
2005	De 13 meses a 3 años	15	2	Temporal	50298	Zuera
2005	De 37 meses a 10 años	41	1	Indefinido	22048	Barbastro
2005	De 37 meses a 10 años	6	2	Temporal	22048	Barbastro
2005	De 37 meses a 10 años	60	1	Indefinido	22061	Binéfar
2005	De 37 meses a 10 años	52	1	Indefinido	22112	Fraga
2005	De 37 meses a 10 años	2	2	Temporal	22112	Fraga
2005	De 37 meses a 10 años	139	1	Indefinido	22125	Huesca
2005	De 37 meses a 10 años	13	2	Temporal	22125	Huesca
2005	De 37 meses a 10 años	33	1	Indefinido	22130	Jaca
2005	De 37 meses a 10 años	4	2	Temporal	22130	Jaca
2005	De 37 meses a 10 años	46	1	Indefinido	22158	Monzón
2005	De 37 meses a 10 años	5	2	Temporal	22158	Monzón
2005	De 37 meses a 10 años	19	1	Indefinido	22199	Sabiñánigo
2005	De 37 meses a 10 años	56	1	Indefinido	44013	Alcañiz
2005	De 37 meses a 10 años	9	2	Temporal	44013	Alcañiz
2005	De 37 meses a 10 años	20	1	Indefinido	44025	Andorra
2005	De 37 meses a 10 años	3	2	Temporal	44025	Andorra
2005	De 37 meses a 10 años	82	1	Indefinido	44216	Teruel
2005	De 37 meses a 10 años	18	2	Temporal	44216	Teruel
