Año	Residencia continente código	Residencia continente nombre	Residencia área código	Residencia área nombre	Residencia país código	Residencia país nombre	Inscripción provincia nombre	Inscripción provincia código	Sexo	Personas
2009	2	África	03	Magreb	224	Libia	Huesca	22	Hombre	1
2009	2	África	03	Magreb	224	Libia	Huesca	22	Mujer	1
2009	2	África	03	Magreb	224	Libia	Zaragoza	50	Hombre	1
2009	2	África	03	Magreb	224	Libia	Zaragoza	50	Mujer	1
2009	2	África	03	Magreb	228	Marruecos	Huesca	22	Hombre	6
2009	2	África	03	Magreb	228	Marruecos	Huesca	22	Mujer	9
2009	2	África	03	Magreb	228	Marruecos	Teruel	44	Hombre	5
2009	2	África	03	Magreb	228	Marruecos	Teruel	44	Mujer	5
2009	2	África	03	Magreb	228	Marruecos	Zaragoza	50	Hombre	27
2009	2	África	03	Magreb	228	Marruecos	Zaragoza	50	Mujer	31
2009	2	África	03	Magreb	230	Mauritania	Huesca	22	Hombre	1
2009	2	África	03	Magreb	230	Mauritania	Zaragoza	50	Mujer	1
2009	2	África	03	Magreb	248	Túnez	Zaragoza	50	Hombre	17
2009	2	África	03	Magreb	248	Túnez	Zaragoza	50	Mujer	16
2009	2	África	04	Resto de África	202	Angola	Huesca	22	Hombre	1
2009	2	África	04	Resto de África	202	Angola	Zaragoza	50	Hombre	4
2009	2	África	04	Resto de África	202	Angola	Zaragoza	50	Mujer	1
2009	2	África	04	Resto de África	207	Cabo Verde	Zaragoza	50	Hombre	2
2009	2	África	04	Resto de África	207	Cabo Verde	Zaragoza	50	Mujer	1
2009	2	África	04	Resto de África	208	Camerún	Huesca	22	Mujer	2
2009	2	África	04	Resto de África	208	Camerún	Zaragoza	50	Hombre	7
2009	2	África	04	Resto de África	208	Camerún	Zaragoza	50	Mujer	2
2009	2	África	04	Resto de África	211	Costa de Marfil	Huesca	22	Mujer	4
2009	2	África	04	Resto de África	211	Costa de Marfil	Zaragoza	50	Hombre	4
2009	2	África	04	Resto de África	211	Costa de Marfil	Zaragoza	50	Mujer	4
2009	2	África	04	Resto de África	213	Egipto	Huesca	22	Hombre	1
2009	2	África	04	Resto de África	213	Egipto	Huesca	22	Mujer	1
2009	2	África	04	Resto de África	213	Egipto	Zaragoza	50	Hombre	8
2009	2	África	04	Resto de África	213	Egipto	Zaragoza	50	Mujer	4
2009	2	África	04	Resto de África	214	Etiopía	Huesca	22	Mujer	1
2009	2	África	04	Resto de África	214	Etiopía	Zaragoza	50	Hombre	3
2009	2	África	04	Resto de África	215	Gabón	Zaragoza	50	Hombre	4
2009	2	África	04	Resto de África	215	Gabón	Zaragoza	50	Mujer	5
2009	2	África	04	Resto de África	216	Gambia	Zaragoza	50	Hombre	1
2009	2	África	04	Resto de África	217	Ghana	Zaragoza	50	Mujer	2
2009	2	África	04	Resto de África	220	Guinea Ecuatorial	Huesca	22	Hombre	6
2009	2	África	04	Resto de África	220	Guinea Ecuatorial	Huesca	22	Mujer	1
2009	2	África	04	Resto de África	220	Guinea Ecuatorial	Teruel	44	Hombre	2
2009	2	África	04	Resto de África	220	Guinea Ecuatorial	Teruel	44	Mujer	2
2009	2	África	04	Resto de África	220	Guinea Ecuatorial	Zaragoza	50	Hombre	10
2009	2	África	04	Resto de África	220	Guinea Ecuatorial	Zaragoza	50	Mujer	18
2009	2	África	04	Resto de África	221	Kenia	Zaragoza	50	Mujer	1
2009	2	África	04	Resto de África	225	Madagascar	Teruel	44	Mujer	1
2009	2	África	04	Resto de África	226	Malawi	Zaragoza	50	Hombre	1
2009	2	África	04	Resto de África	227	Mali	Zaragoza	50	Hombre	1
2009	2	África	04	Resto de África	231	Mozambique	Huesca	22	Mujer	1
2009	2	África	04	Resto de África	231	Mozambique	Teruel	44	Mujer	1
2009	2	África	04	Resto de África	231	Mozambique	Zaragoza	50	Hombre	2
2009	2	África	04	Resto de África	231	Mozambique	Zaragoza	50	Mujer	1
2009	2	África	04	Resto de África	232	Namibia	Huesca	22	Hombre	2
2009	2	África	04	Resto de África	234	Nigeria	Huesca	22	Hombre	2
2009	2	África	04	Resto de África	234	Nigeria	Zaragoza	50	Hombre	1
2009	2	África	04	Resto de África	236	Sudáfrica	Huesca	22	Hombre	1
2009	2	África	04	Resto de África	236	Sudáfrica	Huesca	22	Mujer	2
2009	2	África	04	Resto de África	236	Sudáfrica	Teruel	44	Hombre	3
2009	2	África	04	Resto de África	236	Sudáfrica	Teruel	44	Mujer	1
2009	2	África	04	Resto de África	236	Sudáfrica	Zaragoza	50	Hombre	14
2009	2	África	04	Resto de África	236	Sudáfrica	Zaragoza	50	Mujer	13
2009	2	África	04	Resto de África	237	Ruanda	Zaragoza	50	Mujer	2
2009	2	África	04	Resto de África	239	Senegal	Huesca	22	Hombre	1
2009	2	África	04	Resto de África	239	Senegal	Huesca	22	Mujer	1
2009	2	África	04	Resto de África	239	Senegal	Zaragoza	50	Hombre	6
2009	2	África	04	Resto de África	239	Senegal	Zaragoza	50	Mujer	2
2009	2	África	04	Resto de África	245	Tanzania	Zaragoza	50	Hombre	1
2009	2	África	04	Resto de África	245	Tanzania	Zaragoza	50	Mujer	2
2009	2	África	04	Resto de África	246	Chad	Zaragoza	50	Hombre	1
2009	2	África	04	Resto de África	246	Chad	Zaragoza	50	Mujer	1
2009	2	África	04	Resto de África	247	Togo	Huesca	22	Hombre	1
2009	2	África	04	Resto de África	249	Uganda	Zaragoza	50	Mujer	1
2009	2	África	04	Resto de África	250	Rep. Democrática del Congo	Zaragoza	50	Hombre	5
2009	2	África	04	Resto de África	252	Zimbabwe	Teruel	44	Hombre	1
2009	2	África	04	Resto de África	252	Zimbabwe	Zaragoza	50	Hombre	4
2009	2	África	04	Resto de África	252	Zimbabwe	Zaragoza	50	Mujer	2
2009	3	América	05	América del Norte	301	Canadá	Huesca	22	Hombre	15
2009	3	América	05	América del Norte	301	Canadá	Huesca	22	Mujer	10
2009	3	América	05	América del Norte	301	Canadá	Teruel	44	Hombre	57
2009	3	América	05	América del Norte	301	Canadá	Teruel	44	Mujer	58
2009	3	América	05	América del Norte	301	Canadá	Zaragoza	50	Hombre	104
2009	3	América	05	América del Norte	301	Canadá	Zaragoza	50	Mujer	68
2009	3	América	05	América del Norte	302	Estados Unidos de América	Huesca	22	Hombre	70
2009	3	América	05	América del Norte	302	Estados Unidos de América	Huesca	22	Mujer	94
2009	3	América	05	América del Norte	302	Estados Unidos de América	Teruel	44	Hombre	42
2009	3	América	05	América del Norte	302	Estados Unidos de América	Teruel	44	Mujer	45
2009	3	América	05	América del Norte	302	Estados Unidos de América	Zaragoza	50	Hombre	454
2009	3	América	05	América del Norte	302	Estados Unidos de América	Zaragoza	50	Mujer	782
2009	3	América	06	Resto de América	303	México	Huesca	22	Hombre	111
2009	3	América	06	Resto de América	303	México	Huesca	22	Mujer	111
2009	3	América	06	Resto de América	303	México	Teruel	44	Hombre	46
2009	3	América	06	Resto de América	303	México	Teruel	44	Mujer	36
2009	3	América	06	Resto de América	303	México	Zaragoza	50	Hombre	358
2009	3	América	06	Resto de América	303	México	Zaragoza	50	Mujer	338
2009	3	América	06	Resto de América	313	Belice	Zaragoza	50	Mujer	1
2009	3	América	06	Resto de América	314	Costa Rica	Huesca	22	Hombre	11
2009	3	América	06	Resto de América	314	Costa Rica	Huesca	22	Mujer	10
2009	3	América	06	Resto de América	314	Costa Rica	Teruel	44	Mujer	2
2009	3	América	06	Resto de América	314	Costa Rica	Zaragoza	50	Hombre	29
2009	3	América	06	Resto de América	314	Costa Rica	Zaragoza	50	Mujer	25
2009	3	América	06	Resto de América	315	Cuba	Huesca	22	Hombre	13
2009	3	América	06	Resto de América	315	Cuba	Huesca	22	Mujer	13
2009	3	América	06	Resto de América	315	Cuba	Teruel	44	Hombre	20
2009	3	América	06	Resto de América	315	Cuba	Teruel	44	Mujer	36
2009	3	América	06	Resto de América	315	Cuba	Zaragoza	50	Hombre	19
2009	3	América	06	Resto de América	315	Cuba	Zaragoza	50	Mujer	36
2009	3	América	06	Resto de América	317	El Salvador	Huesca	22	Hombre	1
2009	3	América	06	Resto de América	317	El Salvador	Teruel	44	Hombre	1
2009	3	América	06	Resto de América	317	El Salvador	Zaragoza	50	Hombre	3
2009	3	América	06	Resto de América	317	El Salvador	Zaragoza	50	Mujer	1
2009	3	América	06	Resto de América	319	Guatemala	Huesca	22	Hombre	7
2009	3	América	06	Resto de América	319	Guatemala	Huesca	22	Mujer	14
2009	3	América	06	Resto de América	319	Guatemala	Teruel	44	Hombre	4
2009	3	América	06	Resto de América	319	Guatemala	Zaragoza	50	Hombre	32
2009	3	América	06	Resto de América	319	Guatemala	Zaragoza	50	Mujer	26
2009	3	América	06	Resto de América	320	Haití	Teruel	44	Mujer	1
2009	3	América	06	Resto de América	321	Honduras	Huesca	22	Hombre	12
2009	3	América	06	Resto de América	321	Honduras	Huesca	22	Mujer	11
2009	3	América	06	Resto de América	321	Honduras	Teruel	44	Hombre	8
2009	3	América	06	Resto de América	321	Honduras	Teruel	44	Mujer	1
2009	3	América	06	Resto de América	321	Honduras	Zaragoza	50	Hombre	18
2009	3	América	06	Resto de América	321	Honduras	Zaragoza	50	Mujer	21
2009	3	América	06	Resto de América	322	Jamaica	Zaragoza	50	Mujer	1
2009	3	América	06	Resto de América	323	Nicaragua	Huesca	22	Hombre	4
2009	3	América	06	Resto de América	323	Nicaragua	Huesca	22	Mujer	2
2009	3	América	06	Resto de América	323	Nicaragua	Teruel	44	Hombre	1
2009	3	América	06	Resto de América	323	Nicaragua	Zaragoza	50	Hombre	7
2009	3	América	06	Resto de América	323	Nicaragua	Zaragoza	50	Mujer	8
2009	3	América	06	Resto de América	324	Panamá	Huesca	22	Hombre	6
2009	3	América	06	Resto de América	324	Panamá	Huesca	22	Mujer	12
2009	3	América	06	Resto de América	324	Panamá	Teruel	44	Hombre	14
2009	3	América	06	Resto de América	324	Panamá	Teruel	44	Mujer	10
2009	3	América	06	Resto de América	324	Panamá	Zaragoza	50	Hombre	25
2009	3	América	06	Resto de América	324	Panamá	Zaragoza	50	Mujer	45
2009	3	América	06	Resto de América	326	República Dominicana	Huesca	22	Hombre	9
2009	3	América	06	Resto de América	326	República Dominicana	Huesca	22	Mujer	5
2009	3	América	06	Resto de América	326	República Dominicana	Teruel	44	Hombre	4
2009	3	América	06	Resto de América	326	República Dominicana	Teruel	44	Mujer	8
2009	3	América	06	Resto de América	326	República Dominicana	Zaragoza	50	Hombre	53
2009	3	América	06	Resto de América	326	República Dominicana	Zaragoza	50	Mujer	54
2009	3	América	06	Resto de América	327	Trinidad y Tobago	Huesca	22	Mujer	1
2009	3	América	06	Resto de América	328	Santa Lucia	Zaragoza	50	Hombre	1
2009	3	América	06	Resto de América	328	Santa Lucia	Zaragoza	50	Mujer	1
2009	3	América	06	Resto de América	340	Argentina	Huesca	22	Hombre	402
2009	3	América	06	Resto de América	340	Argentina	Huesca	22	Mujer	480
2009	3	América	06	Resto de América	340	Argentina	Teruel	44	Hombre	318
2009	3	América	06	Resto de América	340	Argentina	Teruel	44	Mujer	400
2009	3	América	06	Resto de América	340	Argentina	Zaragoza	50	Hombre	871
2009	3	América	06	Resto de América	340	Argentina	Zaragoza	50	Mujer	1022
2009	3	América	06	Resto de América	341	Bolivia	Huesca	22	Hombre	6
2009	3	América	06	Resto de América	341	Bolivia	Huesca	22	Mujer	6
2009	3	América	06	Resto de América	341	Bolivia	Teruel	44	Hombre	7
2009	3	América	06	Resto de América	341	Bolivia	Teruel	44	Mujer	3
2009	3	América	06	Resto de América	341	Bolivia	Zaragoza	50	Hombre	46
2009	3	América	06	Resto de América	341	Bolivia	Zaragoza	50	Mujer	37
2009	3	América	06	Resto de América	342	Brasil	Huesca	22	Hombre	66
2009	3	América	06	Resto de América	342	Brasil	Huesca	22	Mujer	62
2009	3	América	06	Resto de América	342	Brasil	Teruel	44	Hombre	105
2009	3	América	06	Resto de América	342	Brasil	Teruel	44	Mujer	100
2009	3	América	06	Resto de América	342	Brasil	Zaragoza	50	Hombre	520
2009	3	América	06	Resto de América	342	Brasil	Zaragoza	50	Mujer	520
2009	3	América	06	Resto de América	343	Colombia	Huesca	22	Hombre	22
2009	3	América	06	Resto de América	343	Colombia	Huesca	22	Mujer	27
2009	3	América	06	Resto de América	343	Colombia	Teruel	44	Hombre	12
2009	3	América	06	Resto de América	343	Colombia	Teruel	44	Mujer	6
2009	3	América	06	Resto de América	343	Colombia	Zaragoza	50	Hombre	70
2009	3	América	06	Resto de América	343	Colombia	Zaragoza	50	Mujer	86
2009	3	América	06	Resto de América	344	Chile	Huesca	22	Hombre	116
2009	3	América	06	Resto de América	344	Chile	Huesca	22	Mujer	138
2009	3	América	06	Resto de América	344	Chile	Teruel	44	Hombre	50
2009	3	América	06	Resto de América	344	Chile	Teruel	44	Mujer	59
2009	3	América	06	Resto de América	344	Chile	Zaragoza	50	Hombre	213
2009	3	América	06	Resto de América	344	Chile	Zaragoza	50	Mujer	212
2009	3	América	06	Resto de América	345	Ecuador	Huesca	22	Hombre	16
2009	3	América	06	Resto de América	345	Ecuador	Huesca	22	Mujer	16
2009	3	América	06	Resto de América	345	Ecuador	Teruel	44	Hombre	17
2009	3	América	06	Resto de América	345	Ecuador	Teruel	44	Mujer	8
2009	3	América	06	Resto de América	345	Ecuador	Zaragoza	50	Hombre	61
2009	3	América	06	Resto de América	345	Ecuador	Zaragoza	50	Mujer	50
2009	3	América	06	Resto de América	347	Paraguay	Huesca	22	Hombre	4
2009	3	América	06	Resto de América	347	Paraguay	Huesca	22	Mujer	6
2009	3	América	06	Resto de América	347	Paraguay	Teruel	44	Hombre	4
2009	3	América	06	Resto de América	347	Paraguay	Teruel	44	Mujer	2
2009	3	América	06	Resto de América	347	Paraguay	Zaragoza	50	Hombre	44
2009	3	América	06	Resto de América	347	Paraguay	Zaragoza	50	Mujer	26
2009	3	América	06	Resto de América	348	Perú	Huesca	22	Hombre	10
2009	3	América	06	Resto de América	348	Perú	Huesca	22	Mujer	10
2009	3	América	06	Resto de América	348	Perú	Teruel	44	Hombre	10
2009	3	América	06	Resto de América	348	Perú	Teruel	44	Mujer	9
2009	3	América	06	Resto de América	348	Perú	Zaragoza	50	Hombre	88
2009	3	América	06	Resto de América	348	Perú	Zaragoza	50	Mujer	105
2009	3	América	06	Resto de América	350	Uruguay	Huesca	22	Hombre	27
2009	3	América	06	Resto de América	350	Uruguay	Huesca	22	Mujer	26
2009	3	América	06	Resto de América	350	Uruguay	Teruel	44	Hombre	10
2009	3	América	06	Resto de América	350	Uruguay	Teruel	44	Mujer	21
2009	3	América	06	Resto de América	350	Uruguay	Zaragoza	50	Hombre	105
2009	3	América	06	Resto de América	350	Uruguay	Zaragoza	50	Mujer	125
2009	3	América	06	Resto de América	351	Venezuela	Huesca	22	Hombre	115
2009	3	América	06	Resto de América	351	Venezuela	Huesca	22	Mujer	139
2009	3	América	06	Resto de América	351	Venezuela	Teruel	44	Hombre	132
2009	3	América	06	Resto de América	351	Venezuela	Teruel	44	Mujer	120
2009	3	América	06	Resto de América	351	Venezuela	Zaragoza	50	Hombre	688
2009	3	América	06	Resto de América	351	Venezuela	Zaragoza	50	Mujer	661
2009	4	Asia	07	Asia	402	Arabia Saudí	Zaragoza	50	Hombre	12
2009	4	Asia	07	Asia	402	Arabia Saudí	Zaragoza	50	Mujer	10
2009	4	Asia	07	Asia	407	China	Huesca	22	Hombre	2
2009	4	Asia	07	Asia	407	China	Huesca	22	Mujer	3
2009	4	Asia	07	Asia	407	China	Teruel	44	Hombre	2
2009	4	Asia	07	Asia	407	China	Zaragoza	50	Hombre	29
2009	4	Asia	07	Asia	407	China	Zaragoza	50	Mujer	15
