Año	Residencia continente código	Residencia continente nombre	Residencia área código	Residencia área nombre	Residencia país código	Residencia país nombre	Inscripción provincia nombre	Inscripción provincia código	Sexo	Personas
2009	1	Europa	01	UE-27	102	Austria	Huesca	22	Hombre	2
2009	1	Europa	01	UE-27	102	Austria	Huesca	22	Mujer	3
2009	1	Europa	01	UE-27	102	Austria	Teruel	44	Hombre	2
2009	1	Europa	01	UE-27	102	Austria	Teruel	44	Mujer	2
2009	1	Europa	01	UE-27	102	Austria	Zaragoza	50	Hombre	25
2009	1	Europa	01	UE-27	102	Austria	Zaragoza	50	Mujer	42
2009	1	Europa	01	UE-27	103	Bélgica	Huesca	22	Hombre	48
2009	1	Europa	01	UE-27	103	Bélgica	Huesca	22	Mujer	34
2009	1	Europa	01	UE-27	103	Bélgica	Teruel	44	Hombre	51
2009	1	Europa	01	UE-27	103	Bélgica	Teruel	44	Mujer	43
2009	1	Europa	01	UE-27	103	Bélgica	Zaragoza	50	Hombre	192
2009	1	Europa	01	UE-27	103	Bélgica	Zaragoza	50	Mujer	201
2009	1	Europa	01	UE-27	104	Bulgaria	Huesca	22	Hombre	2
2009	1	Europa	01	UE-27	104	Bulgaria	Huesca	22	Mujer	1
2009	1	Europa	01	UE-27	104	Bulgaria	Zaragoza	50	Hombre	1
2009	1	Europa	01	UE-27	104	Bulgaria	Zaragoza	50	Mujer	3
2009	1	Europa	01	UE-27	106	Chipre	Huesca	22	Mujer	1
2009	1	Europa	01	UE-27	106	Chipre	Zaragoza	50	Hombre	3
2009	1	Europa	01	UE-27	106	Chipre	Zaragoza	50	Mujer	3
2009	1	Europa	01	UE-27	107	Dinamarca	Huesca	22	Hombre	2
2009	1	Europa	01	UE-27	107	Dinamarca	Huesca	22	Mujer	5
2009	1	Europa	01	UE-27	107	Dinamarca	Teruel	44	Hombre	1
2009	1	Europa	01	UE-27	107	Dinamarca	Teruel	44	Mujer	1
2009	1	Europa	01	UE-27	107	Dinamarca	Zaragoza	50	Hombre	11
2009	1	Europa	01	UE-27	107	Dinamarca	Zaragoza	50	Mujer	19
2009	1	Europa	01	UE-27	109	Finlandia	Huesca	22	Hombre	2
2009	1	Europa	01	UE-27	109	Finlandia	Huesca	22	Mujer	3
2009	1	Europa	01	UE-27	109	Finlandia	Teruel	44	Hombre	5
2009	1	Europa	01	UE-27	109	Finlandia	Teruel	44	Mujer	5
2009	1	Europa	01	UE-27	109	Finlandia	Zaragoza	50	Hombre	18
2009	1	Europa	01	UE-27	109	Finlandia	Zaragoza	50	Mujer	11
2009	1	Europa	01	UE-27	110	Francia	Huesca	22	Hombre	875
2009	1	Europa	01	UE-27	110	Francia	Huesca	22	Mujer	820
2009	1	Europa	01	UE-27	110	Francia	Teruel	44	Hombre	583
2009	1	Europa	01	UE-27	110	Francia	Teruel	44	Mujer	562
2009	1	Europa	01	UE-27	110	Francia	Zaragoza	50	Hombre	1464
2009	1	Europa	01	UE-27	110	Francia	Zaragoza	50	Mujer	1565
2009	1	Europa	01	UE-27	111	Grecia	Huesca	22	Hombre	3
2009	1	Europa	01	UE-27	111	Grecia	Huesca	22	Mujer	4
2009	1	Europa	01	UE-27	111	Grecia	Teruel	44	Hombre	2
2009	1	Europa	01	UE-27	111	Grecia	Teruel	44	Mujer	1
2009	1	Europa	01	UE-27	111	Grecia	Zaragoza	50	Hombre	11
2009	1	Europa	01	UE-27	111	Grecia	Zaragoza	50	Mujer	25
2009	1	Europa	01	UE-27	112	Hungría	Huesca	22	Hombre	1
2009	1	Europa	01	UE-27	112	Hungría	Teruel	44	Hombre	3
2009	1	Europa	01	UE-27	112	Hungría	Teruel	44	Mujer	3
2009	1	Europa	01	UE-27	112	Hungría	Zaragoza	50	Hombre	7
2009	1	Europa	01	UE-27	112	Hungría	Zaragoza	50	Mujer	3
2009	1	Europa	01	UE-27	113	Irlanda	Huesca	22	Hombre	13
2009	1	Europa	01	UE-27	113	Irlanda	Huesca	22	Mujer	20
2009	1	Europa	01	UE-27	113	Irlanda	Teruel	44	Hombre	2
2009	1	Europa	01	UE-27	113	Irlanda	Zaragoza	50	Hombre	32
2009	1	Europa	01	UE-27	113	Irlanda	Zaragoza	50	Mujer	38
2009	1	Europa	01	UE-27	115	Italia	Huesca	22	Hombre	12
2009	1	Europa	01	UE-27	115	Italia	Huesca	22	Mujer	28
2009	1	Europa	01	UE-27	115	Italia	Teruel	44	Hombre	6
2009	1	Europa	01	UE-27	115	Italia	Teruel	44	Mujer	16
2009	1	Europa	01	UE-27	115	Italia	Zaragoza	50	Hombre	80
2009	1	Europa	01	UE-27	115	Italia	Zaragoza	50	Mujer	209
2009	1	Europa	01	UE-27	117	Luxemburgo	Huesca	22	Hombre	4
2009	1	Europa	01	UE-27	117	Luxemburgo	Huesca	22	Mujer	3
2009	1	Europa	01	UE-27	117	Luxemburgo	Teruel	44	Hombre	2
2009	1	Europa	01	UE-27	117	Luxemburgo	Teruel	44	Mujer	5
2009	1	Europa	01	UE-27	117	Luxemburgo	Zaragoza	50	Hombre	24
2009	1	Europa	01	UE-27	117	Luxemburgo	Zaragoza	50	Mujer	38
2009	1	Europa	01	UE-27	118	Malta	Teruel	44	Hombre	1
2009	1	Europa	01	UE-27	121	Países Bajos	Huesca	22	Hombre	16
2009	1	Europa	01	UE-27	121	Países Bajos	Huesca	22	Mujer	29
2009	1	Europa	01	UE-27	121	Países Bajos	Teruel	44	Hombre	11
2009	1	Europa	01	UE-27	121	Países Bajos	Teruel	44	Mujer	5
2009	1	Europa	01	UE-27	121	Países Bajos	Zaragoza	50	Hombre	84
2009	1	Europa	01	UE-27	121	Países Bajos	Zaragoza	50	Mujer	130
2009	1	Europa	01	UE-27	122	Polonia	Huesca	22	Hombre	6
2009	1	Europa	01	UE-27	122	Polonia	Huesca	22	Mujer	6
2009	1	Europa	01	UE-27	122	Polonia	Teruel	44	Hombre	1
2009	1	Europa	01	UE-27	122	Polonia	Teruel	44	Mujer	1
2009	1	Europa	01	UE-27	122	Polonia	Zaragoza	50	Hombre	6
2009	1	Europa	01	UE-27	122	Polonia	Zaragoza	50	Mujer	4
2009	1	Europa	01	UE-27	123	Portugal	Huesca	22	Hombre	5
2009	1	Europa	01	UE-27	123	Portugal	Huesca	22	Mujer	9
2009	1	Europa	01	UE-27	123	Portugal	Teruel	44	Hombre	2
2009	1	Europa	01	UE-27	123	Portugal	Teruel	44	Mujer	4
2009	1	Europa	01	UE-27	123	Portugal	Zaragoza	50	Hombre	56
2009	1	Europa	01	UE-27	123	Portugal	Zaragoza	50	Mujer	60
2009	1	Europa	01	UE-27	125	Reino Unido	Huesca	22	Hombre	62
2009	1	Europa	01	UE-27	125	Reino Unido	Huesca	22	Mujer	102
2009	1	Europa	01	UE-27	125	Reino Unido	Teruel	44	Hombre	56
2009	1	Europa	01	UE-27	125	Reino Unido	Teruel	44	Mujer	44
2009	1	Europa	01	UE-27	125	Reino Unido	Zaragoza	50	Hombre	356
2009	1	Europa	01	UE-27	125	Reino Unido	Zaragoza	50	Mujer	428
2009	1	Europa	01	UE-27	126	Alemania	Huesca	22	Hombre	87
2009	1	Europa	01	UE-27	126	Alemania	Huesca	22	Mujer	91
2009	1	Europa	01	UE-27	126	Alemania	Teruel	44	Hombre	48
2009	1	Europa	01	UE-27	126	Alemania	Teruel	44	Mujer	65
2009	1	Europa	01	UE-27	126	Alemania	Zaragoza	50	Hombre	704
2009	1	Europa	01	UE-27	126	Alemania	Zaragoza	50	Mujer	750
2009	1	Europa	01	UE-27	128	Rumanía	Huesca	22	Hombre	2
2009	1	Europa	01	UE-27	128	Rumanía	Huesca	22	Mujer	1
2009	1	Europa	01	UE-27	128	Rumanía	Zaragoza	50	Hombre	6
2009	1	Europa	01	UE-27	128	Rumanía	Zaragoza	50	Mujer	3
2009	1	Europa	01	UE-27	131	Suecia	Huesca	22	Hombre	5
2009	1	Europa	01	UE-27	131	Suecia	Huesca	22	Mujer	6
2009	1	Europa	01	UE-27	131	Suecia	Teruel	44	Hombre	11
2009	1	Europa	01	UE-27	131	Suecia	Teruel	44	Mujer	6
2009	1	Europa	01	UE-27	131	Suecia	Zaragoza	50	Hombre	33
2009	1	Europa	01	UE-27	131	Suecia	Zaragoza	50	Mujer	29
2009	1	Europa	01	UE-27	136	Letonia	Teruel	44	Mujer	1
2009	1	Europa	01	UE-27	141	Estonia	Teruel	44	Hombre	1
2009	1	Europa	01	UE-27	141	Estonia	Zaragoza	50	Mujer	1
2009	1	Europa	01	UE-27	142	Lituania	Huesca	22	Hombre	1
2009	1	Europa	01	UE-27	142	Lituania	Zaragoza	50	Hombre	2
2009	1	Europa	01	UE-27	143	República Checa	Teruel	44	Hombre	1
2009	1	Europa	01	UE-27	143	República Checa	Teruel	44	Mujer	5
2009	1	Europa	01	UE-27	143	República Checa	Zaragoza	50	Hombre	7
2009	1	Europa	01	UE-27	143	República Checa	Zaragoza	50	Mujer	2
2009	1	Europa	01	UE-27	144	Eslovaquia	Zaragoza	50	Hombre	2
2009	1	Europa	01	UE-27	144	Eslovaquia	Zaragoza	50	Mujer	1
2009	1	Europa	01	UE-27	147	Eslovenia	Huesca	22	Hombre	1
2009	1	Europa	01	UE-27	147	Eslovenia	Huesca	22	Mujer	2
2009	1	Europa	01	UE-27	147	Eslovenia	Teruel	44	Hombre	1
2009	1	Europa	02	Resto de Europa	114	Islandia	Huesca	22	Mujer	1
2009	1	Europa	02	Resto de Europa	120	Noruega	Huesca	22	Mujer	1
2009	1	Europa	02	Resto de Europa	120	Noruega	Teruel	44	Hombre	2
2009	1	Europa	02	Resto de Europa	120	Noruega	Teruel	44	Mujer	1
2009	1	Europa	02	Resto de Europa	120	Noruega	Zaragoza	50	Hombre	8
2009	1	Europa	02	Resto de Europa	120	Noruega	Zaragoza	50	Mujer	12
2009	1	Europa	02	Resto de Europa	124	Andorra	Huesca	22	Hombre	131
2009	1	Europa	02	Resto de Europa	124	Andorra	Huesca	22	Mujer	139
2009	1	Europa	02	Resto de Europa	124	Andorra	Teruel	44	Hombre	33
2009	1	Europa	02	Resto de Europa	124	Andorra	Teruel	44	Mujer	44
2009	1	Europa	02	Resto de Europa	124	Andorra	Zaragoza	50	Hombre	178
2009	1	Europa	02	Resto de Europa	124	Andorra	Zaragoza	50	Mujer	168
2009	1	Europa	02	Resto de Europa	132	Suiza	Huesca	22	Hombre	45
2009	1	Europa	02	Resto de Europa	132	Suiza	Huesca	22	Mujer	53
2009	1	Europa	02	Resto de Europa	132	Suiza	Teruel	44	Hombre	46
2009	1	Europa	02	Resto de Europa	132	Suiza	Teruel	44	Mujer	64
2009	1	Europa	02	Resto de Europa	132	Suiza	Zaragoza	50	Hombre	274
2009	1	Europa	02	Resto de Europa	132	Suiza	Zaragoza	50	Mujer	356
2009	1	Europa	02	Resto de Europa	135	Ucrania	Zaragoza	50	Hombre	2
2009	1	Europa	02	Resto de Europa	145	Bosnia-Herzegovina	Zaragoza	50	Hombre	5
2009	1	Europa	02	Resto de Europa	145	Bosnia-Herzegovina	Zaragoza	50	Mujer	2
2009	1	Europa	02	Resto de Europa	146	Croacia	Teruel	44	Hombre	2
2009	1	Europa	02	Resto de Europa	146	Croacia	Zaragoza	50	Mujer	1
2009	1	Europa	02	Resto de Europa	154	Rusia	Huesca	22	Hombre	3
2009	1	Europa	02	Resto de Europa	154	Rusia	Huesca	22	Mujer	3
2009	1	Europa	02	Resto de Europa	154	Rusia	Zaragoza	50	Hombre	8
2009	1	Europa	02	Resto de Europa	154	Rusia	Zaragoza	50	Mujer	11
2009	1	Europa	02	Resto de Europa	156	Macedonia	Zaragoza	50	Mujer	1
2009	1	Europa	02	Resto de Europa	157	Serbia	Huesca	22	Mujer	2
2009	1	Europa	02	Resto de Europa	157	Serbia	Zaragoza	50	Hombre	4
2009	1	Europa	02	Resto de Europa	436	Turquía	Zaragoza	50	Mujer	1
2009	2	África	03	Magreb	203	Argelia	Huesca	22	Hombre	1
2009	2	África	03	Magreb	203	Argelia	Teruel	44	Mujer	1
2009	2	África	03	Magreb	203	Argelia	Zaragoza	50	Hombre	2
