Año	Comarca código	Comarca nombre	División (2 dígitos) código	División (2 dígitos) descripción	Número de actividades
2016	32	Gúdar-Javalambre	10	Industria de la alimentación	46
2016	32	Gúdar-Javalambre	11	Fabricación de bebidas	3
2016	32	Gúdar-Javalambre	13	Industria textil	5
2016	32	Gúdar-Javalambre	14	Confección de prendas de vestir	2
2016	32	Gúdar-Javalambre	15	Industria del cuero y del calzado	3
2016	32	Gúdar-Javalambre	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	16
2016	32	Gúdar-Javalambre	18	Artes gráficas y reproducción de soportes grabados	3
2016	32	Gúdar-Javalambre	20	Industria química	4
2016	32	Gúdar-Javalambre	23	Fabricación de otros productos minerales no metálicos	7
2016	32	Gúdar-Javalambre	25	Fabricación de productos metálicos, excepto maquinaria y equipo	14
2016	32	Gúdar-Javalambre	26	Fabricación de productos informáticos, electrónicos y ópticos	1
2016	32	Gúdar-Javalambre	28	Fabricación de maquinaria y equipo n.c.o.p.	4
2016	32	Gúdar-Javalambre	29	Fabricación de vehículos de motor, remolques y semirremolques	1
2016	32	Gúdar-Javalambre	31	Fabricación de muebles	3
2016	32	Gúdar-Javalambre	32	Otras industrias manufactureras	3
2016	32	Gúdar-Javalambre	33	Reparación e instalación de maquinaria y equipo	2
2016	32	Gúdar-Javalambre	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	30
2016	32	Gúdar-Javalambre	36	Captación, depuración y distribución de agua	4
2016	32	Gúdar-Javalambre	37	Recogida y tratamiento de aguas residuales	4
2016	32	Gúdar-Javalambre	38	Recogida, tratamiento y eliminación de residuos; valorización	1
2016	32	Gúdar-Javalambre	41	Construcción de edificios	191
2016	32	Gúdar-Javalambre	42	Ingeniería civil	9
2016	32	Gúdar-Javalambre	43	Actividades de construcción especializada	153
2016	32	Gúdar-Javalambre	45	Venta y reparación de vehículos de motor y motocicletas	23
2016	32	Gúdar-Javalambre	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	70
2016	32	Gúdar-Javalambre	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	329
2016	32	Gúdar-Javalambre	49	Transporte terrestre y por tubería	60
2016	32	Gúdar-Javalambre	52	Almacenamiento y actividades anexas al transporte	2
2016	32	Gúdar-Javalambre	55	Servicios de alojamiento	117
2016	32	Gúdar-Javalambre	56	Servicios de comidas y bebidas	226
2016	32	Gúdar-Javalambre	58	Edición	4
2016	32	Gúdar-Javalambre	61	Telecomunicaciones	2
2016	32	Gúdar-Javalambre	62	Programación, consultoría y otras actividades relacionadas con la informática	1
2016	32	Gúdar-Javalambre	64	Servicios financieros, excepto seguros y fondos de pensiones	12
2016	32	Gúdar-Javalambre	66	Actividades auxiliares a los servicios financieros y a los seguros	17
2016	32	Gúdar-Javalambre	68	Actividades inmobiliarias	79
2016	32	Gúdar-Javalambre	69	Actividades jurídicas y de contabilidad	9
2016	32	Gúdar-Javalambre	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	17
2016	32	Gúdar-Javalambre	72	Investigación y desarrollo	2
2016	32	Gúdar-Javalambre	73	Publicidad y estudios de mercado	3
2016	32	Gúdar-Javalambre	74	Otras actividades profesionales, científicas y técnicas	7
2016	32	Gúdar-Javalambre	75	Actividades veterinarias	9
2016	32	Gúdar-Javalambre	77	Actividades de alquiler	28
2016	32	Gúdar-Javalambre	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	5
2016	32	Gúdar-Javalambre	80	Actividades de seguridad e investigación	1
2016	32	Gúdar-Javalambre	81	Servicios a edificios y actividades de jardinería	11
2016	32	Gúdar-Javalambre	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	18
2016	32	Gúdar-Javalambre	85	Educación	30
2016	32	Gúdar-Javalambre	86	Actividades sanitarias	6
2016	32	Gúdar-Javalambre	87	Asistencia en establecimientos residenciales	2
2016	32	Gúdar-Javalambre	88	Actividades de servicios sociales sin alojamiento	2
2016	32	Gúdar-Javalambre	90	Actividades de creación, artísticas y espectáculos	12
2016	32	Gúdar-Javalambre	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	2
2016	32	Gúdar-Javalambre	92	Actividades de juegos de azar y apuestas	4
2016	32	Gúdar-Javalambre	93	Actividades deportivas, recreativas y de entretenimiento	15
2016	32	Gúdar-Javalambre	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	4
2016	32	Gúdar-Javalambre	96	Otros servicios personales	40
2016	33	Matarraña / Matarranya	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	262
2016	33	Matarraña / Matarranya	02	Silvicultura y explotación forestal	6
2016	33	Matarraña / Matarranya	08	Otras industrias extractivas	2
2016	33	Matarraña / Matarranya	10	Industria de la alimentación	66
2016	33	Matarraña / Matarranya	11	Fabricación de bebidas	18
2016	33	Matarraña / Matarranya	13	Industria textil	2
2016	33	Matarraña / Matarranya	14	Confección de prendas de vestir	6
2016	33	Matarraña / Matarranya	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	20
2016	33	Matarraña / Matarranya	17	Industria del papel	1
2016	33	Matarraña / Matarranya	18	Artes gráficas y reproducción de soportes grabados	5
2016	33	Matarraña / Matarranya	20	Industria química	2
2016	33	Matarraña / Matarranya	23	Fabricación de otros productos minerales no metálicos	7
2016	33	Matarraña / Matarranya	25	Fabricación de productos metálicos, excepto maquinaria y equipo	24
2016	33	Matarraña / Matarranya	26	Fabricación de productos informáticos, electrónicos y ópticos	1
2016	33	Matarraña / Matarranya	28	Fabricación de maquinaria y equipo n.c.o.p.	12
2016	33	Matarraña / Matarranya	29	Fabricación de vehículos de motor, remolques y semirremolques	3
2016	33	Matarraña / Matarranya	31	Fabricación de muebles	4
2016	33	Matarraña / Matarranya	32	Otras industrias manufactureras	2
2016	33	Matarraña / Matarranya	33	Reparación e instalación de maquinaria y equipo	1
2016	33	Matarraña / Matarranya	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	21
2016	33	Matarraña / Matarranya	36	Captación, depuración y distribución de agua	1
2016	33	Matarraña / Matarranya	37	Recogida y tratamiento de aguas residuales	8
2016	33	Matarraña / Matarranya	38	Recogida, tratamiento y eliminación de residuos; valorización	1
2016	33	Matarraña / Matarranya	41	Construcción de edificios	81
2016	33	Matarraña / Matarranya	42	Ingeniería civil	9
2016	33	Matarraña / Matarranya	43	Actividades de construcción especializada	174
2016	33	Matarraña / Matarranya	45	Venta y reparación de vehículos de motor y motocicletas	34
2016	33	Matarraña / Matarranya	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	64
2016	33	Matarraña / Matarranya	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	276
2016	33	Matarraña / Matarranya	49	Transporte terrestre y por tubería	35
2016	33	Matarraña / Matarranya	52	Almacenamiento y actividades anexas al transporte	1
2016	33	Matarraña / Matarranya	55	Servicios de alojamiento	126
2016	33	Matarraña / Matarranya	56	Servicios de comidas y bebidas	149
2016	33	Matarraña / Matarranya	58	Edición	4
2016	33	Matarraña / Matarranya	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	7
2016	33	Matarraña / Matarranya	60	Actividades de programación y emisión de radio y televisión	4
2016	33	Matarraña / Matarranya	61	Telecomunicaciones	1
2016	33	Matarraña / Matarranya	62	Programación, consultoría y otras actividades relacionadas con la informática	7
2016	33	Matarraña / Matarranya	64	Servicios financieros, excepto seguros y fondos de pensiones	23
2016	33	Matarraña / Matarranya	66	Actividades auxiliares a los servicios financieros y a los seguros	20
2016	33	Matarraña / Matarranya	68	Actividades inmobiliarias	156
2016	33	Matarraña / Matarranya	69	Actividades jurídicas y de contabilidad	24
2016	33	Matarraña / Matarranya	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	26
2016	33	Matarraña / Matarranya	72	Investigación y desarrollo	5
2016	33	Matarraña / Matarranya	73	Publicidad y estudios de mercado	8
2016	33	Matarraña / Matarranya	74	Otras actividades profesionales, científicas y técnicas	14
2016	33	Matarraña / Matarranya	75	Actividades veterinarias	3
2016	33	Matarraña / Matarranya	77	Actividades de alquiler	22
2016	33	Matarraña / Matarranya	78	Actividades relacionadas con el empleo	1
2016	33	Matarraña / Matarranya	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	10
2016	33	Matarraña / Matarranya	80	Actividades de seguridad e investigación	2
2016	33	Matarraña / Matarranya	81	Servicios a edificios y actividades de jardinería	7
2016	33	Matarraña / Matarranya	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	22
2016	33	Matarraña / Matarranya	85	Educación	21
2016	33	Matarraña / Matarranya	86	Actividades sanitarias	17
2016	33	Matarraña / Matarranya	87	Asistencia en establecimientos residenciales	1
2016	33	Matarraña / Matarranya	88	Actividades de servicios sociales sin alojamiento	1
2016	33	Matarraña / Matarranya	90	Actividades de creación, artísticas y espectáculos	16
2016	33	Matarraña / Matarranya	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	9
2016	33	Matarraña / Matarranya	92	Actividades de juegos de azar y apuestas	2
2016	33	Matarraña / Matarranya	93	Actividades deportivas, recreativas y de entretenimiento	4
2016	33	Matarraña / Matarranya	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	6
2016	33	Matarraña / Matarranya	96	Otros servicios personales	49
2017	01	La Jacetania	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	150
2017	01	La Jacetania	02	Silvicultura y explotación forestal	12
2017	01	La Jacetania	06	Extracción de crudo de petróleo y gas natural	1
2017	01	La Jacetania	08	Otras industrias extractivas	6
2017	01	La Jacetania	10	Industria de la alimentación	27
2017	01	La Jacetania	11	Fabricación de bebidas	4
2017	01	La Jacetania	13	Industria textil	2
2017	01	La Jacetania	14	Confección de prendas de vestir	4
2017	01	La Jacetania	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	16
2017	01	La Jacetania	17	Industria del papel	1
2017	01	La Jacetania	18	Artes gráficas y reproducción de soportes grabados	9
2017	01	La Jacetania	23	Fabricación de otros productos minerales no metálicos	8
2017	01	La Jacetania	25	Fabricación de productos metálicos, excepto maquinaria y equipo	32
2017	01	La Jacetania	27	Fabricación de material y equipo eléctrico	1
2017	01	La Jacetania	28	Fabricación de maquinaria y equipo n.c.o.p.	4
2017	01	La Jacetania	29	Fabricación de vehículos de motor, remolques y semirremolques	1
2017	01	La Jacetania	30	Fabricación de otro material de transporte	2
2017	01	La Jacetania	31	Fabricación de muebles	2
2017	01	La Jacetania	32	Otras industrias manufactureras	10
2017	01	La Jacetania	33	Reparación e instalación de maquinaria y equipo	10
2017	01	La Jacetania	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	17
2017	01	La Jacetania	36	Captación, depuración y distribución de agua	13
2017	01	La Jacetania	37	Recogida y tratamiento de aguas residuales	2
2017	01	La Jacetania	39	Actividades de descontaminación y otros servicios de gestión de residuos	3
2017	01	La Jacetania	41	Construcción de edificios	224
2017	01	La Jacetania	42	Ingeniería civil	40
2017	01	La Jacetania	43	Actividades de construcción especializada	294
2017	01	La Jacetania	45	Venta y reparación de vehículos de motor y motocicletas	67
2017	01	La Jacetania	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	117
2017	01	La Jacetania	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	778
2017	01	La Jacetania	49	Transporte terrestre y por tubería	105
2017	01	La Jacetania	52	Almacenamiento y actividades anexas al transporte	3
2017	01	La Jacetania	53	Actividades postales y de correos	9
2017	01	La Jacetania	55	Servicios de alojamiento	169
2017	01	La Jacetania	56	Servicios de comidas y bebidas	467
2017	01	La Jacetania	58	Edición	10
2017	01	La Jacetania	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	3
2017	01	La Jacetania	60	Actividades de programación y emisión de radio y televisión	1
2017	01	La Jacetania	62	Programación, consultoría y otras actividades relacionadas con la informática	21
2017	01	La Jacetania	63	Servicios de información	2
2017	01	La Jacetania	64	Servicios financieros, excepto seguros y fondos de pensiones	17
2017	01	La Jacetania	66	Actividades auxiliares a los servicios financieros y a los seguros	52
2017	01	La Jacetania	68	Actividades inmobiliarias	416
2017	01	La Jacetania	69	Actividades jurídicas y de contabilidad	84
2017	01	La Jacetania	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	67
2017	01	La Jacetania	72	Investigación y desarrollo	12
2017	01	La Jacetania	73	Publicidad y estudios de mercado	27
2017	01	La Jacetania	74	Otras actividades profesionales, científicas y técnicas	47
2017	01	La Jacetania	75	Actividades veterinarias	12
2017	01	La Jacetania	77	Actividades de alquiler	51
2017	01	La Jacetania	78	Actividades relacionadas con el empleo	2
2017	01	La Jacetania	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	32
2017	01	La Jacetania	81	Servicios a edificios y actividades de jardinería	54
2017	01	La Jacetania	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	68
2017	01	La Jacetania	85	Educación	155
2017	01	La Jacetania	86	Actividades sanitarias	84
2017	01	La Jacetania	87	Asistencia en establecimientos residenciales	6
2017	01	La Jacetania	88	Actividades de servicios sociales sin alojamiento	2
2017	01	La Jacetania	90	Actividades de creación, artísticas y espectáculos	47
2017	01	La Jacetania	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	25
2017	01	La Jacetania	92	Actividades de juegos de azar y apuestas	17
2017	01	La Jacetania	93	Actividades deportivas, recreativas y de entretenimiento	74
2017	01	La Jacetania	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	36
2017	01	La Jacetania	96	Otros servicios personales	122
2017	02	Alto Gállego	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	55
2017	02	Alto Gállego	02	Silvicultura y explotación forestal	12
2017	02	Alto Gállego	06	Extracción de crudo de petróleo y gas natural	1
2017	02	Alto Gállego	08	Otras industrias extractivas	2
2017	02	Alto Gállego	10	Industria de la alimentación	15
2017	02	Alto Gállego	11	Fabricación de bebidas	11
2017	02	Alto Gállego	13	Industria textil	8
2017	02	Alto Gállego	14	Confección de prendas de vestir	7
2017	02	Alto Gállego	15	Industria del cuero y del calzado	1
2017	02	Alto Gállego	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	10
2017	02	Alto Gállego	18	Artes gráficas y reproducción de soportes grabados	5
2017	02	Alto Gállego	20	Industria química	15
2017	02	Alto Gállego	21	Fabricación de productos farmacéuticos	1
2017	02	Alto Gállego	22	Fabricación de productos de caucho y plásticos	4
2017	02	Alto Gállego	23	Fabricación de otros productos minerales no metálicos	4
2017	02	Alto Gállego	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	3
2017	02	Alto Gállego	25	Fabricación de productos metálicos, excepto maquinaria y equipo	29
2017	02	Alto Gállego	28	Fabricación de maquinaria y equipo n.c.o.p.	3
2017	02	Alto Gállego	29	Fabricación de vehículos de motor, remolques y semirremolques	1
2017	02	Alto Gállego	30	Fabricación de otro material de transporte	1
2017	02	Alto Gállego	31	Fabricación de muebles	5
2017	02	Alto Gállego	32	Otras industrias manufactureras	3
2017	02	Alto Gállego	33	Reparación e instalación de maquinaria y equipo	6
2017	02	Alto Gállego	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	30
2017	02	Alto Gállego	36	Captación, depuración y distribución de agua	1
2017	02	Alto Gállego	37	Recogida y tratamiento de aguas residuales	6
2017	02	Alto Gállego	38	Recogida, tratamiento y eliminación de residuos; valorización	3
2017	02	Alto Gállego	39	Actividades de descontaminación y otros servicios de gestión de residuos	8
2017	02	Alto Gállego	41	Construcción de edificios	191
2017	02	Alto Gállego	42	Ingeniería civil	23
2017	02	Alto Gállego	43	Actividades de construcción especializada	236
2017	02	Alto Gállego	45	Venta y reparación de vehículos de motor y motocicletas	60
2017	02	Alto Gállego	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	90
2017	02	Alto Gállego	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	545
2017	02	Alto Gállego	49	Transporte terrestre y por tubería	67
2017	02	Alto Gállego	52	Almacenamiento y actividades anexas al transporte	12
2017	02	Alto Gállego	53	Actividades postales y de correos	1
2017	02	Alto Gállego	55	Servicios de alojamiento	153
2017	02	Alto Gállego	56	Servicios de comidas y bebidas	398
2017	02	Alto Gállego	58	Edición	2
2017	02	Alto Gállego	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	5
2017	02	Alto Gállego	60	Actividades de programación y emisión de radio y televisión	1
2017	02	Alto Gállego	61	Telecomunicaciones	1
2017	02	Alto Gállego	62	Programación, consultoría y otras actividades relacionadas con la informática	8
2017	02	Alto Gállego	63	Servicios de información	1
2017	02	Alto Gállego	64	Servicios financieros, excepto seguros y fondos de pensiones	16
2017	02	Alto Gállego	66	Actividades auxiliares a los servicios financieros y a los seguros	38
2017	02	Alto Gállego	68	Actividades inmobiliarias	353
2017	02	Alto Gállego	69	Actividades jurídicas y de contabilidad	49
2017	02	Alto Gállego	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	60
2017	02	Alto Gállego	72	Investigación y desarrollo	8
2017	02	Alto Gállego	73	Publicidad y estudios de mercado	16
2017	02	Alto Gállego	74	Otras actividades profesionales, científicas y técnicas	26
2017	02	Alto Gállego	75	Actividades veterinarias	8
2017	02	Alto Gállego	77	Actividades de alquiler	59
2017	02	Alto Gállego	78	Actividades relacionadas con el empleo	7
2017	02	Alto Gállego	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	19
2017	02	Alto Gállego	80	Actividades de seguridad e investigación	1
2017	02	Alto Gállego	81	Servicios a edificios y actividades de jardinería	70
2017	02	Alto Gállego	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	55
2017	02	Alto Gállego	85	Educación	93
2017	02	Alto Gállego	86	Actividades sanitarias	36
2017	02	Alto Gállego	87	Asistencia en establecimientos residenciales	5
2017	02	Alto Gállego	88	Actividades de servicios sociales sin alojamiento	4
2017	02	Alto Gállego	90	Actividades de creación, artísticas y espectáculos	37
2017	02	Alto Gállego	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	25
2017	02	Alto Gállego	92	Actividades de juegos de azar y apuestas	8
2017	02	Alto Gállego	93	Actividades deportivas, recreativas y de entretenimiento	46
2017	02	Alto Gállego	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	25
2017	02	Alto Gállego	96	Otros servicios personales	106
2017	03	Sobrarbe	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	190
2017	03	Sobrarbe	02	Silvicultura y explotación forestal	8
2017	03	Sobrarbe	08	Otras industrias extractivas	3
2017	03	Sobrarbe	10	Industria de la alimentación	19
2017	03	Sobrarbe	11	Fabricación de bebidas	5
2017	03	Sobrarbe	13	Industria textil	1
2017	03	Sobrarbe	15	Industria del cuero y del calzado	1
2017	03	Sobrarbe	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	13
2017	03	Sobrarbe	18	Artes gráficas y reproducción de soportes grabados	5
2017	03	Sobrarbe	23	Fabricación de otros productos minerales no metálicos	8
2017	03	Sobrarbe	25	Fabricación de productos metálicos, excepto maquinaria y equipo	5
2017	03	Sobrarbe	29	Fabricación de vehículos de motor, remolques y semirremolques	1
2017	03	Sobrarbe	31	Fabricación de muebles	1
2017	03	Sobrarbe	32	Otras industrias manufactureras	2
2017	03	Sobrarbe	33	Reparación e instalación de maquinaria y equipo	2
2017	03	Sobrarbe	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	22
2017	03	Sobrarbe	36	Captación, depuración y distribución de agua	6
2017	03	Sobrarbe	39	Actividades de descontaminación y otros servicios de gestión de residuos	2
2017	03	Sobrarbe	41	Construcción de edificios	137
2017	03	Sobrarbe	42	Ingeniería civil	9
2017	03	Sobrarbe	43	Actividades de construcción especializada	181
2017	03	Sobrarbe	45	Venta y reparación de vehículos de motor y motocicletas	28
2017	03	Sobrarbe	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	48
2017	03	Sobrarbe	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	340
2017	03	Sobrarbe	49	Transporte terrestre y por tubería	63
2017	03	Sobrarbe	52	Almacenamiento y actividades anexas al transporte	1
2017	03	Sobrarbe	53	Actividades postales y de correos	1
2017	03	Sobrarbe	55	Servicios de alojamiento	271
2017	03	Sobrarbe	56	Servicios de comidas y bebidas	277
2017	03	Sobrarbe	58	Edición	2
2017	03	Sobrarbe	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	3
2017	03	Sobrarbe	60	Actividades de programación y emisión de radio y televisión	1
2017	03	Sobrarbe	61	Telecomunicaciones	1
2017	03	Sobrarbe	62	Programación, consultoría y otras actividades relacionadas con la informática	7
2017	03	Sobrarbe	64	Servicios financieros, excepto seguros y fondos de pensiones	21
2017	03	Sobrarbe	66	Actividades auxiliares a los servicios financieros y a los seguros	17
2017	03	Sobrarbe	68	Actividades inmobiliarias	211
2017	03	Sobrarbe	69	Actividades jurídicas y de contabilidad	26
2017	03	Sobrarbe	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	47
2017	03	Sobrarbe	72	Investigación y desarrollo	6
2017	03	Sobrarbe	73	Publicidad y estudios de mercado	15
2017	03	Sobrarbe	74	Otras actividades profesionales, científicas y técnicas	31
2017	03	Sobrarbe	75	Actividades veterinarias	12
2017	03	Sobrarbe	77	Actividades de alquiler	31
2017	03	Sobrarbe	78	Actividades relacionadas con el empleo	3
2017	03	Sobrarbe	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	20
2017	03	Sobrarbe	81	Servicios a edificios y actividades de jardinería	25
2017	03	Sobrarbe	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	32
2017	03	Sobrarbe	85	Educación	63
2017	03	Sobrarbe	86	Actividades sanitarias	26
2017	03	Sobrarbe	87	Asistencia en establecimientos residenciales	2
2017	03	Sobrarbe	88	Actividades de servicios sociales sin alojamiento	1
2017	03	Sobrarbe	90	Actividades de creación, artísticas y espectáculos	31
2017	03	Sobrarbe	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	18
2017	03	Sobrarbe	92	Actividades de juegos de azar y apuestas	3
2017	03	Sobrarbe	93	Actividades deportivas, recreativas y de entretenimiento	26
2017	03	Sobrarbe	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	13
2017	03	Sobrarbe	96	Otros servicios personales	50
2017	04	La Ribagorza	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	396
2017	04	La Ribagorza	02	Silvicultura y explotación forestal	10
2017	04	La Ribagorza	05	Extracción de antracita, hulla y lignito	1
2017	04	La Ribagorza	08	Otras industrias extractivas	3
2017	04	La Ribagorza	10	Industria de la alimentación	47
2017	04	La Ribagorza	11	Fabricación de bebidas	11
2017	04	La Ribagorza	13	Industria textil	2
2017	04	La Ribagorza	14	Confección de prendas de vestir	2
2017	04	La Ribagorza	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	15
2017	04	La Ribagorza	18	Artes gráficas y reproducción de soportes grabados	10
2017	04	La Ribagorza	20	Industria química	3
2017	04	La Ribagorza	22	Fabricación de productos de caucho y plásticos	3
2017	04	La Ribagorza	23	Fabricación de otros productos minerales no metálicos	9
2017	04	La Ribagorza	25	Fabricación de productos metálicos, excepto maquinaria y equipo	29
2017	04	La Ribagorza	28	Fabricación de maquinaria y equipo n.c.o.p.	4
2017	04	La Ribagorza	31	Fabricación de muebles	6
2017	04	La Ribagorza	32	Otras industrias manufactureras	1
2017	04	La Ribagorza	33	Reparación e instalación de maquinaria y equipo	2
2017	04	La Ribagorza	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	51
2017	04	La Ribagorza	36	Captación, depuración y distribución de agua	7
2017	04	La Ribagorza	37	Recogida y tratamiento de aguas residuales	5
2017	04	La Ribagorza	38	Recogida, tratamiento y eliminación de residuos; valorización	2
2017	04	La Ribagorza	39	Actividades de descontaminación y otros servicios de gestión de residuos	3
2017	04	La Ribagorza	41	Construcción de edificios	233
2017	04	La Ribagorza	42	Ingeniería civil	12
2017	04	La Ribagorza	43	Actividades de construcción especializada	254
2017	04	La Ribagorza	45	Venta y reparación de vehículos de motor y motocicletas	40
2017	04	La Ribagorza	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	112
2017	04	La Ribagorza	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	502
2017	04	La Ribagorza	49	Transporte terrestre y por tubería	102
2017	04	La Ribagorza	52	Almacenamiento y actividades anexas al transporte	7
2017	04	La Ribagorza	53	Actividades postales y de correos	1
2017	04	La Ribagorza	55	Servicios de alojamiento	183
2017	04	La Ribagorza	56	Servicios de comidas y bebidas	307
2017	04	La Ribagorza	58	Edición	10
2017	04	La Ribagorza	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	5
2017	04	La Ribagorza	60	Actividades de programación y emisión de radio y televisión	5
2017	04	La Ribagorza	62	Programación, consultoría y otras actividades relacionadas con la informática	5
2017	04	La Ribagorza	63	Servicios de información	5
2017	04	La Ribagorza	64	Servicios financieros, excepto seguros y fondos de pensiones	25
2017	04	La Ribagorza	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	1
2017	04	La Ribagorza	66	Actividades auxiliares a los servicios financieros y a los seguros	36
2017	04	La Ribagorza	68	Actividades inmobiliarias	291
2017	04	La Ribagorza	69	Actividades jurídicas y de contabilidad	33
2017	04	La Ribagorza	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	67
2017	04	La Ribagorza	72	Investigación y desarrollo	11
2017	04	La Ribagorza	73	Publicidad y estudios de mercado	7
2017	04	La Ribagorza	74	Otras actividades profesionales, científicas y técnicas	43
2017	04	La Ribagorza	75	Actividades veterinarias	14
2017	04	La Ribagorza	77	Actividades de alquiler	47
2017	04	La Ribagorza	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	13
2017	04	La Ribagorza	80	Actividades de seguridad e investigación	1
2017	04	La Ribagorza	81	Servicios a edificios y actividades de jardinería	28
2017	04	La Ribagorza	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	54
2017	04	La Ribagorza	85	Educación	154
2017	04	La Ribagorza	86	Actividades sanitarias	33
2017	04	La Ribagorza	87	Asistencia en establecimientos residenciales	3
2017	04	La Ribagorza	88	Actividades de servicios sociales sin alojamiento	4
2017	04	La Ribagorza	90	Actividades de creación, artísticas y espectáculos	38
2017	04	La Ribagorza	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	25
2017	04	La Ribagorza	92	Actividades de juegos de azar y apuestas	7
2017	04	La Ribagorza	93	Actividades deportivas, recreativas y de entretenimiento	34
2017	04	La Ribagorza	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	9
2017	04	La Ribagorza	96	Otros servicios personales	92
2017	05	Cinco Villas	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	657
2017	05	Cinco Villas	02	Silvicultura y explotación forestal	8
2017	05	Cinco Villas	08	Otras industrias extractivas	9
2017	05	Cinco Villas	10	Industria de la alimentación	65
2017	05	Cinco Villas	11	Fabricación de bebidas	6
2017	05	Cinco Villas	13	Industria textil	2
2017	05	Cinco Villas	14	Confección de prendas de vestir	13
2017	05	Cinco Villas	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	17
2017	05	Cinco Villas	17	Industria del papel	1
2017	05	Cinco Villas	18	Artes gráficas y reproducción de soportes grabados	14
2017	05	Cinco Villas	20	Industria química	7
2017	05	Cinco Villas	21	Fabricación de productos farmacéuticos	3
