Año	Nº Accidentes	Código	Municipio	Grupo Grado Código	Grupo Grado Código	Régimen Código (2 dígitos)	Régimen (2 dígitos)
2008	6	22112	Fraga	1	Leves	05	Trabajadores Autónomos
2008	24	22112	Fraga	1	Leves	06	Especial Agrario Cuenta Ajena
2008	2	22112	Fraga	2	Graves o muy graves	01	General
2008	850	22125	Huesca	1	Leves	01	General
2008	6	22125	Huesca	1	Leves	05	Trabajadores Autónomos
2008	1	22125	Huesca	1	Leves	06	Especial Agrario Cuenta Ajena
2008	3	22125	Huesca	2	Graves o muy graves	01	General
2008	1	22125	Huesca	2	Graves o muy graves	07	Especial Agrario Cuenta Propia
2008	181	22130	Jaca	1	Leves	01	General
2008	4	22130	Jaca	1	Leves	05	Trabajadores Autónomos
2008	1	22130	Jaca	1	Leves	06	Especial Agrario Cuenta Ajena
2008	2	22130	Jaca	2	Graves o muy graves	01	General
2008	385	22158	Monzón	1	Leves	01	General
2008	4	22158	Monzón	1	Leves	05	Trabajadores Autónomos
2008	1	22158	Monzón	1	Leves	06	Especial Agrario Cuenta Ajena
2008	2	22158	Monzón	2	Graves o muy graves	01	General
2008	120	22199	Sabiñánigo	1	Leves	01	General
2008	1	22199	Sabiñánigo	1	Leves	05	Trabajadores Autónomos
2008	2	22199	Sabiñánigo	2	Graves o muy graves	01	General
2008	259	44013	Alcañiz	1	Leves	01	General
2008	3	44013	Alcañiz	1	Leves	05	Trabajadores Autónomos
2008	5	44013	Alcañiz	1	Leves	06	Especial Agrario Cuenta Ajena
2008	2	44013	Alcañiz	1	Leves	07	Especial Agrario Cuenta Propia
2008	1	44013	Alcañiz	3	Mortales	01	General
2008	130	44025	Andorra	1	Leves	01	General
2008	1	44025	Andorra	1	Leves	05	Trabajadores Autónomos
2008	1	44025	Andorra	1	Leves	07	Especial Agrario Cuenta Propia
2008	2	44025	Andorra	3	Mortales	01	General
2008	512	44216	Teruel	1	Leves	01	General
2008	10	44216	Teruel	1	Leves	05	Trabajadores Autónomos
2008	2	44216	Teruel	1	Leves	06	Especial Agrario Cuenta Ajena
2008	1	44216	Teruel	1	Leves	07	Especial Agrario Cuenta Propia
2008	4	44216	Teruel	2	Graves o muy graves	01	General
2008	2	44216	Teruel	3	Mortales	01	General
2008	148	50008	Alagón	1	Leves	01	General
2008	5	50008	Alagón	1	Leves	06	Especial Agrario Cuenta Ajena
2008	1	50008	Alagón	2	Graves o muy graves	05	Trabajadores Autónomos
2008	110	50025	Almunia de Doña Godina (La)	1	Leves	01	General
2008	1	50025	Almunia de Doña Godina (La)	1	Leves	05	Trabajadores Autónomos
2008	13	50025	Almunia de Doña Godina (La)	1	Leves	06	Especial Agrario Cuenta Ajena
2008	1	50025	Almunia de Doña Godina (La)	1	Leves	07	Especial Agrario Cuenta Propia
2008	1	50025	Almunia de Doña Godina (La)	2	Graves o muy graves	01	General
2008	305	50067	Calatayud	1	Leves	01	General
2008	2	50067	Calatayud	1	Leves	05	Trabajadores Autónomos
2008	5	50067	Calatayud	1	Leves	06	Especial Agrario Cuenta Ajena
2008	1	50067	Calatayud	3	Mortales	01	General
2008	101	50074	Caspe	1	Leves	01	General
2008	17	50074	Caspe	1	Leves	06	Especial Agrario Cuenta Ajena
2008	1	50074	Caspe	2	Graves o muy graves	01	General
2008	440	50089	Cuarte de Huerva	1	Leves	01	General
2008	1	50089	Cuarte de Huerva	1	Leves	05	Trabajadores Autónomos
2008	1	50089	Cuarte de Huerva	1	Leves	06	Especial Agrario Cuenta Ajena
2008	2	50089	Cuarte de Huerva	2	Graves o muy graves	01	General
2008	345	50095	Ejea de los Caballeros	1	Leves	01	General
2008	4	50095	Ejea de los Caballeros	1	Leves	05	Trabajadores Autónomos
2008	5	50095	Ejea de los Caballeros	1	Leves	06	Especial Agrario Cuenta Ajena
2008	1	50095	Ejea de los Caballeros	2	Graves o muy graves	01	General
2008	1	50095	Ejea de los Caballeros	3	Mortales	01	General
2008	78	50163	María de Huerva	1	Leves	01	General
2008	1	50163	María de Huerva	1	Leves	05	Trabajadores Autónomos
2008	3	50163	María de Huerva	2	Graves o muy graves	01	General
2008	271	50182	Muela (La)	1	Leves	01	General
2008	1	50182	Muela (La)	1	Leves	05	Trabajadores Autónomos
2008	1	50182	Muela (La)	1	Leves	06	Especial Agrario Cuenta Ajena
2008	451	50219	Puebla de Alfindén (La)	1	Leves	01	General
2008	2	50219	Puebla de Alfindén (La)	1	Leves	05	Trabajadores Autónomos
2008	1	50219	Puebla de Alfindén (La)	1	Leves	06	Especial Agrario Cuenta Ajena
2008	1	50219	Puebla de Alfindén (La)	2	Graves o muy graves	01	General
2008	1	50219	Puebla de Alfindén (La)	3	Mortales	01	General
2008	242	50251	Tarazona	1	Leves	01	General
2008	7	50251	Tarazona	1	Leves	05	Trabajadores Autónomos
2008	1	50251	Tarazona	1	Leves	07	Especial Agrario Cuenta Propia
2008	1	50251	Tarazona	2	Graves o muy graves	01	General
2008	152	50252	Tauste	1	Leves	01	General
2008	1	50252	Tauste	1	Leves	05	Trabajadores Autónomos
2008	3	50252	Tauste	1	Leves	06	Especial Agrario Cuenta Ajena
2008	1	50252	Tauste	1	Leves	07	Especial Agrario Cuenta Propia
2008	1	50252	Tauste	2	Graves o muy graves	01	General
2008	1	50252	Tauste	2	Graves o muy graves	05	Trabajadores Autónomos
2008	1	50252	Tauste	3	Mortales	01	General
2008	328	50272	Utebo	1	Leves	01	General
2008	3	50272	Utebo	1	Leves	05	Trabajadores Autónomos
2008	5	50272	Utebo	1	Leves	06	Especial Agrario Cuenta Ajena
2008	2	50272	Utebo	2	Graves o muy graves	01	General
2008	1	50272	Utebo	3	Mortales	01	General
2008	10045	50297	Zaragoza	1	Leves	01	General
2008	90	50297	Zaragoza	1	Leves	05	Trabajadores Autónomos
2008	21	50297	Zaragoza	1	Leves	06	Especial Agrario Cuenta Ajena
2008	3	50297	Zaragoza	1	Leves	07	Especial Agrario Cuenta Propia
2008	49	50297	Zaragoza	2	Graves o muy graves	01	General
2008	1	50297	Zaragoza	2	Graves o muy graves	05	Trabajadores Autónomos
2008	9	50297	Zaragoza	3	Mortales	01	General
2008	217	50298	Zuera	1	Leves	01	General
2008	1	50298	Zuera	1	Leves	05	Trabajadores Autónomos
2008	1	50298	Zuera	1	Leves	06	Especial Agrario Cuenta Ajena
2008	1	50298	Zuera	2	Graves o muy graves	01	General
2008	1	50298	Zuera	3	Mortales	01	General
2007	315	22048	Barbastro	1	Leves	01	General
2007	1	22048	Barbastro	1	Leves	05	Trabajadores Autónomos
2007	12	22048	Barbastro	1	Leves	06	Especial Agrario Cuenta Ajena
2007	3	22048	Barbastro	2	Graves o muy graves	01	General
2007	1	22048	Barbastro	3	Mortales	01	General
2007	289	22061	Binéfar	1	Leves	01	General
2007	1	22061	Binéfar	1	Leves	05	Trabajadores Autónomos
2007	1	22061	Binéfar	2	Graves o muy graves	01	General
2007	299	22112	Fraga	1	Leves	01	General
2007	17	22112	Fraga	1	Leves	06	Especial Agrario Cuenta Ajena
2007	2	22112	Fraga	1	Leves	07	Especial Agrario Cuenta Propia
2007	5	22112	Fraga	2	Graves o muy graves	01	General
2007	1	22112	Fraga	3	Mortales	01	General
2007	1038	22125	Huesca	1	Leves	01	General
2007	2	22125	Huesca	1	Leves	05	Trabajadores Autónomos
2007	1	22125	Huesca	1	Leves	06	Especial Agrario Cuenta Ajena
2007	6	22125	Huesca	2	Graves o muy graves	01	General
2007	1	22125	Huesca	3	Mortales	01	General
2007	178	22130	Jaca	1	Leves	01	General
2007	2	22130	Jaca	1	Leves	06	Especial Agrario Cuenta Ajena
2007	3	22130	Jaca	2	Graves o muy graves	01	General
2007	1	22130	Jaca	3	Mortales	01	General
2007	353	22158	Monzón	1	Leves	01	General
2007	3	22158	Monzón	1	Leves	05	Trabajadores Autónomos
2007	2	22158	Monzón	1	Leves	06	Especial Agrario Cuenta Ajena
2007	4	22158	Monzón	2	Graves o muy graves	01	General
2007	1	22158	Monzón	3	Mortales	01	General
2007	134	22199	Sabiñánigo	1	Leves	01	General
2007	2	22199	Sabiñánigo	2	Graves o muy graves	01	General
2007	311	44013	Alcañiz	1	Leves	01	General
2007	3	44013	Alcañiz	1	Leves	06	Especial Agrario Cuenta Ajena
2007	2	44013	Alcañiz	1	Leves	07	Especial Agrario Cuenta Propia
2007	2	44013	Alcañiz	2	Graves o muy graves	01	General
2007	1	44013	Alcañiz	2	Graves o muy graves	07	Especial Agrario Cuenta Propia
2007	119	44025	Andorra	1	Leves	01	General
2007	8	44025	Andorra	1	Leves	09	Especial Minería del Carbón
2007	527	44216	Teruel	1	Leves	01	General
2007	5	44216	Teruel	1	Leves	05	Trabajadores Autónomos
2007	4	44216	Teruel	1	Leves	06	Especial Agrario Cuenta Ajena
2007	2	44216	Teruel	1	Leves	07	Especial Agrario Cuenta Propia
2007	5	44216	Teruel	2	Graves o muy graves	01	General
2007	4	44216	Teruel	3	Mortales	01	General
2007	167	50008	Alagón	1	Leves	01	General
2007	7	50008	Alagón	1	Leves	06	Especial Agrario Cuenta Ajena
2007	1	50008	Alagón	1	Leves	07	Especial Agrario Cuenta Propia
2007	1	50008	Alagón	2	Graves o muy graves	01	General
2007	132	50025	Almunia de Doña Godina (La)	1	Leves	01	General
2007	2	50025	Almunia de Doña Godina (La)	1	Leves	05	Trabajadores Autónomos
2007	14	50025	Almunia de Doña Godina (La)	1	Leves	06	Especial Agrario Cuenta Ajena
2007	1	50025	Almunia de Doña Godina (La)	1	Leves	07	Especial Agrario Cuenta Propia
2007	1	50025	Almunia de Doña Godina (La)	2	Graves o muy graves	01	General
2007	1	50025	Almunia de Doña Godina (La)	2	Graves o muy graves	06	Especial Agrario Cuenta Ajena
2007	353	50067	Calatayud	1	Leves	01	General
2007	1	50067	Calatayud	1	Leves	05	Trabajadores Autónomos
2007	2	50067	Calatayud	1	Leves	06	Especial Agrario Cuenta Ajena
2007	1	50067	Calatayud	1	Leves	07	Especial Agrario Cuenta Propia
2007	2	50067	Calatayud	2	Graves o muy graves	01	General
2007	1	50067	Calatayud	3	Mortales	06	Especial Agrario Cuenta Ajena
2007	101	50074	Caspe	1	Leves	01	General
2007	30	50074	Caspe	1	Leves	06	Especial Agrario Cuenta Ajena
2007	1	50074	Caspe	2	Graves o muy graves	01	General
2007	483	50089	Cuarte de Huerva	1	Leves	01	General
2007	1	50089	Cuarte de Huerva	1	Leves	05	Trabajadores Autónomos
2007	8	50089	Cuarte de Huerva	2	Graves o muy graves	01	General
2007	394	50095	Ejea de los Caballeros	1	Leves	01	General
2007	2	50095	Ejea de los Caballeros	1	Leves	05	Trabajadores Autónomos
2007	4	50095	Ejea de los Caballeros	1	Leves	06	Especial Agrario Cuenta Ajena
2007	2	50095	Ejea de los Caballeros	1	Leves	07	Especial Agrario Cuenta Propia
2007	1	50095	Ejea de los Caballeros	3	Mortales	01	General
2007	1	50095	Ejea de los Caballeros	3	Mortales	06	Especial Agrario Cuenta Ajena
2007	92	50163	María de Huerva	1	Leves	01	General
2007	299	50182	Muela (La)	1	Leves	01	General
2007	1	50182	Muela (La)	1	Leves	05	Trabajadores Autónomos
2007	5	50182	Muela (La)	2	Graves o muy graves	01	General
2007	1	50182	Muela (La)	3	Mortales	01	General
2007	598	50219	Puebla de Alfindén (La)	1	Leves	01	General
2007	1	50219	Puebla de Alfindén (La)	1	Leves	06	Especial Agrario Cuenta Ajena
2007	7	50219	Puebla de Alfindén (La)	2	Graves o muy graves	01	General
2007	275	50251	Tarazona	1	Leves	01	General
2007	2	50251	Tarazona	1	Leves	05	Trabajadores Autónomos
2007	2	50251	Tarazona	1	Leves	07	Especial Agrario Cuenta Propia
2007	1	50251	Tarazona	2	Graves o muy graves	01	General
2007	186	50252	Tauste	1	Leves	01	General
2007	1	50252	Tauste	1	Leves	05	Trabajadores Autónomos
2007	4	50252	Tauste	1	Leves	06	Especial Agrario Cuenta Ajena
2007	2	50252	Tauste	2	Graves o muy graves	01	General
2007	408	50272	Utebo	1	Leves	01	General
2007	2	50272	Utebo	1	Leves	05	Trabajadores Autónomos
2007	3	50272	Utebo	2	Graves o muy graves	01	General
2007	10664	50297	Zaragoza	1	Leves	01	General
2007	62	50297	Zaragoza	1	Leves	05	Trabajadores Autónomos
2007	28	50297	Zaragoza	1	Leves	06	Especial Agrario Cuenta Ajena
2007	5	50297	Zaragoza	1	Leves	07	Especial Agrario Cuenta Propia
2007	1	50297	Zaragoza	1	Leves	09	Especial Minería del Carbón
2007	59	50297	Zaragoza	2	Graves o muy graves	01	General
2007	3	50297	Zaragoza	2	Graves o muy graves	05	Trabajadores Autónomos
2007	11	50297	Zaragoza	3	Mortales	01	General
2007	235	50298	Zuera	1	Leves	01	General
2007	3	50298	Zuera	1	Leves	05	Trabajadores Autónomos
2007	1	50298	Zuera	1	Leves	07	Especial Agrario Cuenta Propia
2007	3	50298	Zuera	2	Graves o muy graves	01	General
2006	286	22048	Barbastro	1	Leves	01	General
2006	8	22048	Barbastro	1	Leves	06	Especial Agrario Cuenta Ajena
2006	218	22061	Binéfar	1	Leves	01	General
2006	1	22061	Binéfar	2	Graves o muy graves	01	General
2006	296	22112	Fraga	1	Leves	01	General
2006	1	22112	Fraga	1	Leves	05	Trabajadores Autónomos
2006	30	22112	Fraga	1	Leves	06	Especial Agrario Cuenta Ajena
2006	1014	22125	Huesca	1	Leves	01	General
2006	1	22125	Huesca	1	Leves	05	Trabajadores Autónomos
2006	2	22125	Huesca	1	Leves	06	Especial Agrario Cuenta Ajena
2006	10	22125	Huesca	2	Graves o muy graves	01	General
2006	2	22125	Huesca	3	Mortales	01	General
2006	236	22130	Jaca	1	Leves	01	General
2006	2	22130	Jaca	1	Leves	05	Trabajadores Autónomos
2006	2	22130	Jaca	1	Leves	06	Especial Agrario Cuenta Ajena
2006	1	22130	Jaca	1	Leves	07	Especial Agrario Cuenta Propia
2006	4	22130	Jaca	2	Graves o muy graves	01	General
2006	1	22130	Jaca	3	Mortales	01	General
2006	340	22158	Monzón	1	Leves	01	General
2006	3	22158	Monzón	1	Leves	05	Trabajadores Autónomos
2006	2	22158	Monzón	2	Graves o muy graves	01	General
2006	1	22158	Monzón	2	Graves o muy graves	05	Trabajadores Autónomos
2006	1	22158	Monzón	2	Graves o muy graves	06	Especial Agrario Cuenta Ajena
2006	132	22199	Sabiñánigo	1	Leves	01	General
2006	2	22199	Sabiñánigo	1	Leves	06	Especial Agrario Cuenta Ajena
2006	2	22199	Sabiñánigo	2	Graves o muy graves	01	General
2006	284	44013	Alcañiz	1	Leves	01	General
2006	1	44013	Alcañiz	1	Leves	05	Trabajadores Autónomos
2006	1	44013	Alcañiz	1	Leves	06	Especial Agrario Cuenta Ajena
2006	3	44013	Alcañiz	1	Leves	07	Especial Agrario Cuenta Propia
2006	1	44013	Alcañiz	3	Mortales	01	General
2006	117	44025	Andorra	1	Leves	01	General
2006	1	44025	Andorra	1	Leves	05	Trabajadores Autónomos
2006	8	44025	Andorra	1	Leves	09	Especial Minería del Carbón
2006	1	44025	Andorra	3	Mortales	01	General
2006	448	44216	Teruel	1	Leves	01	General
2006	4	44216	Teruel	1	Leves	05	Trabajadores Autónomos
2006	4	44216	Teruel	1	Leves	06	Especial Agrario Cuenta Ajena
2006	3	44216	Teruel	1	Leves	07	Especial Agrario Cuenta Propia
2006	3	44216	Teruel	2	Graves o muy graves	01	General
2006	2	44216	Teruel	3	Mortales	01	General
2006	190	50008	Alagón	1	Leves	01	General
2006	5	50008	Alagón	1	Leves	06	Especial Agrario Cuenta Ajena
2006	134	50025	Almunia de Doña Godina (La)	1	Leves	01	General
2006	2	50025	Almunia de Doña Godina (La)	1	Leves	05	Trabajadores Autónomos
2006	20	50025	Almunia de Doña Godina (La)	1	Leves	06	Especial Agrario Cuenta Ajena
2006	1	50025	Almunia de Doña Godina (La)	1	Leves	07	Especial Agrario Cuenta Propia
2006	3	50025	Almunia de Doña Godina (La)	2	Graves o muy graves	01	General
2006	1	50025	Almunia de Doña Godina (La)	2	Graves o muy graves	06	Especial Agrario Cuenta Ajena
2006	272	50067	Calatayud	1	Leves	01	General
2006	1	50067	Calatayud	1	Leves	05	Trabajadores Autónomos
2006	1	50067	Calatayud	1	Leves	06	Especial Agrario Cuenta Ajena
2006	3	50067	Calatayud	1	Leves	07	Especial Agrario Cuenta Propia
2006	1	50067	Calatayud	2	Graves o muy graves	01	General
2006	1	50067	Calatayud	3	Mortales	01	General
2006	128	50074	Caspe	1	Leves	01	General
2006	18	50074	Caspe	1	Leves	06	Especial Agrario Cuenta Ajena
2006	2	50074	Caspe	1	Leves	07	Especial Agrario Cuenta Propia
2006	1	50074	Caspe	2	Graves o muy graves	01	General
2006	491	50089	Cuarte de Huerva	1	Leves	01	General
2006	1	50089	Cuarte de Huerva	1	Leves	06	Especial Agrario Cuenta Ajena
2006	4	50089	Cuarte de Huerva	2	Graves o muy graves	01	General
2006	391	50095	Ejea de los Caballeros	1	Leves	01	General
2006	1	50095	Ejea de los Caballeros	1	Leves	05	Trabajadores Autónomos
2006	13	50095	Ejea de los Caballeros	1	Leves	06	Especial Agrario Cuenta Ajena
2006	3	50095	Ejea de los Caballeros	1	Leves	07	Especial Agrario Cuenta Propia
2006	1	50095	Ejea de los Caballeros	2	Graves o muy graves	01	General
2006	100	50163	María de Huerva	1	Leves	01	General
2006	1	50163	María de Huerva	1	Leves	05	Trabajadores Autónomos
2006	1	50163	María de Huerva	1	Leves	07	Especial Agrario Cuenta Propia
2006	274	50182	Muela (La)	1	Leves	01	General
2006	3	50182	Muela (La)	2	Graves o muy graves	01	General
2006	464	50219	Puebla de Alfindén (La)	1	Leves	01	General
2006	3	50219	Puebla de Alfindén (La)	1	Leves	05	Trabajadores Autónomos
2006	1	50219	Puebla de Alfindén (La)	1	Leves	06	Especial Agrario Cuenta Ajena
2006	3	50219	Puebla de Alfindén (La)	2	Graves o muy graves	01	General
2006	1	50219	Puebla de Alfindén (La)	3	Mortales	01	General
2006	243	50251	Tarazona	1	Leves	01	General
2006	1	50251	Tarazona	1	Leves	05	Trabajadores Autónomos
2006	1	50251	Tarazona	1	Leves	07	Especial Agrario Cuenta Propia
2006	179	50252	Tauste	1	Leves	01	General
2006	6	50252	Tauste	1	Leves	06	Especial Agrario Cuenta Ajena
2006	2	50252	Tauste	2	Graves o muy graves	01	General
2006	411	50272	Utebo	1	Leves	01	General
2006	2	50272	Utebo	1	Leves	05	Trabajadores Autónomos
2006	3	50272	Utebo	1	Leves	06	Especial Agrario Cuenta Ajena
2006	4	50272	Utebo	2	Graves o muy graves	01	General
2006	1	50272	Utebo	2	Graves o muy graves	05	Trabajadores Autónomos
2006	10003	50297	Zaragoza	1	Leves	01	General
2006	55	50297	Zaragoza	1	Leves	05	Trabajadores Autónomos
2006	31	50297	Zaragoza	1	Leves	06	Especial Agrario Cuenta Ajena
2006	6	50297	Zaragoza	1	Leves	07	Especial Agrario Cuenta Propia
2006	62	50297	Zaragoza	2	Graves o muy graves	01	General
2006	2	50297	Zaragoza	2	Graves o muy graves	05	Trabajadores Autónomos
2006	17	50297	Zaragoza	3	Mortales	01	General
2006	209	50298	Zuera	1	Leves	01	General
2006	1	50298	Zuera	1	Leves	06	Especial Agrario Cuenta Ajena
2006	2	50298	Zuera	2	Graves o muy graves	01	General
2005	231	22048	Barbastro	1	Leves	01	General
2005	1	22048	Barbastro	1	Leves	05	Trabajadores Autónomos
2005	9	22048	Barbastro	1	Leves	06	Especial Agrario Cuenta Ajena
2005	1	22048	Barbastro	2	Graves o muy graves	01	General
2005	1	22048	Barbastro	2	Graves o muy graves	06	Especial Agrario Cuenta Ajena
2005	1	22048	Barbastro	3	Mortales	01	General
2005	219	22061	Binéfar	1	Leves	01	General
2005	2	22061	Binéfar	1	Leves	06	Especial Agrario Cuenta Ajena
2005	2	22061	Binéfar	2	Graves o muy graves	01	General
2005	250	22112	Fraga	1	Leves	01	General
2005	1	22112	Fraga	1	Leves	05	Trabajadores Autónomos
2005	14	22112	Fraga	1	Leves	06	Especial Agrario Cuenta Ajena
2005	5	22112	Fraga	2	Graves o muy graves	01	General
2005	2	22112	Fraga	2	Graves o muy graves	06	Especial Agrario Cuenta Ajena
2005	935	22125	Huesca	1	Leves	01	General
2005	3	22125	Huesca	1	Leves	05	Trabajadores Autónomos
2005	4	22125	Huesca	1	Leves	06	Especial Agrario Cuenta Ajena
2005	1	22125	Huesca	1	Leves	07	Especial Agrario Cuenta Propia
2005	13	22125	Huesca	2	Graves o muy graves	01	General
2005	248	22130	Jaca	1	Leves	01	General
2005	2	22130	Jaca	1	Leves	06	Especial Agrario Cuenta Ajena
2005	2	22130	Jaca	2	Graves o muy graves	01	General
2005	1	22130	Jaca	3	Mortales	01	General
2005	274	22158	Monzón	1	Leves	01	General
2005	4	22158	Monzón	2	Graves o muy graves	01	General
2005	2	22158	Monzón	3	Mortales	01	General
2005	120	22199	Sabiñánigo	1	Leves	01	General
2005	1	22199	Sabiñánigo	1	Leves	06	Especial Agrario Cuenta Ajena
2005	1	22199	Sabiñánigo	3	Mortales	01	General
2005	277	44013	Alcañiz	1	Leves	01	General
2005	3	44013	Alcañiz	1	Leves	05	Trabajadores Autónomos
2005	5	44013	Alcañiz	1	Leves	06	Especial Agrario Cuenta Ajena
2005	2	44013	Alcañiz	1	Leves	07	Especial Agrario Cuenta Propia
2005	4	44013	Alcañiz	2	Graves o muy graves	01	General
2005	1	44013	Alcañiz	3	Mortales	01	General
2005	84	44025	Andorra	1	Leves	01	General
2005	1	44025	Andorra	1	Leves	05	Trabajadores Autónomos
2005	10	44025	Andorra	1	Leves	09	Especial Minería del Carbón
2005	3	44025	Andorra	2	Graves o muy graves	01	General
2005	2	44025	Andorra	3	Mortales	01	General
2005	437	44216	Teruel	1	Leves	01	General
2005	4	44216	Teruel	1	Leves	05	Trabajadores Autónomos
2005	5	44216	Teruel	1	Leves	06	Especial Agrario Cuenta Ajena
2005	2	44216	Teruel	1	Leves	07	Especial Agrario Cuenta Propia
2005	5	44216	Teruel	2	Graves o muy graves	01	General
2005	145	50008	Alagón	1	Leves	01	General
2005	1	50008	Alagón	1	Leves	05	Trabajadores Autónomos
2005	5	50008	Alagón	1	Leves	06	Especial Agrario Cuenta Ajena
2005	1	50008	Alagón	3	Mortales	01	General
2005	125	50025	Almunia de Doña Godina (La)	1	Leves	01	General
2005	15	50025	Almunia de Doña Godina (La)	1	Leves	06	Especial Agrario Cuenta Ajena
2005	1	50025	Almunia de Doña Godina (La)	1	Leves	07	Especial Agrario Cuenta Propia
2005	3	50025	Almunia de Doña Godina (La)	2	Graves o muy graves	01	General
2005	1	50025	Almunia de Doña Godina (La)	2	Graves o muy graves	07	Especial Agrario Cuenta Propia
2005	255	50067	Calatayud	1	Leves	01	General
2005	1	50067	Calatayud	1	Leves	05	Trabajadores Autónomos
2005	2	50067	Calatayud	1	Leves	06	Especial Agrario Cuenta Ajena
2005	3	50067	Calatayud	1	Leves	07	Especial Agrario Cuenta Propia
2005	154	50074	Caspe	1	Leves	01	General
2005	22	50074	Caspe	1	Leves	06	Especial Agrario Cuenta Ajena
2005	3	50074	Caspe	1	Leves	07	Especial Agrario Cuenta Propia
2005	1	50074	Caspe	2	Graves o muy graves	01	General
2005	1	50074	Caspe	2	Graves o muy graves	07	Especial Agrario Cuenta Propia
2005	462	50089	Cuarte de Huerva	1	Leves	01	General
2005	1	50089	Cuarte de Huerva	2	Graves o muy graves	01	General
2005	3	50089	Cuarte de Huerva	3	Mortales	01	General
2005	403	50095	Ejea de los Caballeros	1	Leves	01	General
2005	17	50095	Ejea de los Caballeros	1	Leves	06	Especial Agrario Cuenta Ajena
2005	1	50095	Ejea de los Caballeros	1	Leves	07	Especial Agrario Cuenta Propia
2005	3	50095	Ejea de los Caballeros	2	Graves o muy graves	01	General
2005	75	50163	María de Huerva	1	Leves	01	General
2005	1	50163	María de Huerva	1	Leves	06	Especial Agrario Cuenta Ajena
2005	2	50163	María de Huerva	2	Graves o muy graves	01	General
2005	257	50182	Muela (La)	1	Leves	01	General
2005	1	50182	Muela (La)	2	Graves o muy graves	01	General
2005	440	50219	Puebla de Alfindén (La)	1	Leves	01	General
2005	3	50219	Puebla de Alfindén (La)	1	Leves	05	Trabajadores Autónomos
2005	2	50219	Puebla de Alfindén (La)	1	Leves	07	Especial Agrario Cuenta Propia
2005	3	50219	Puebla de Alfindén (La)	2	Graves o muy graves	01	General
2005	161	50251	Tarazona	1	Leves	01	General
2005	1	50251	Tarazona	1	Leves	05	Trabajadores Autónomos
2005	1	50251	Tarazona	1	Leves	06	Especial Agrario Cuenta Ajena
2005	2	50251	Tarazona	2	Graves o muy graves	01	General
2005	1	50251	Tarazona	3	Mortales	01	General
2005	171	50252	Tauste	1	Leves	01	General
2005	3	50252	Tauste	1	Leves	05	Trabajadores Autónomos
2005	12	50252	Tauste	1	Leves	06	Especial Agrario Cuenta Ajena
2005	1	50252	Tauste	2	Graves o muy graves	01	General
2005	1	50252	Tauste	2	Graves o muy graves	06	Especial Agrario Cuenta Ajena
2005	376	50272	Utebo	1	Leves	01	General
2005	3	50272	Utebo	1	Leves	05	Trabajadores Autónomos
2005	8	50272	Utebo	1	Leves	06	Especial Agrario Cuenta Ajena
2005	3	50272	Utebo	2	Graves o muy graves	01	General
2005	9621	50297	Zaragoza	1	Leves	01	General
2005	29	50297	Zaragoza	1	Leves	05	Trabajadores Autónomos
2005	26	50297	Zaragoza	1	Leves	06	Especial Agrario Cuenta Ajena
2005	1	50297	Zaragoza	1	Leves	09	Especial Minería del Carbón
2005	56	50297	Zaragoza	2	Graves o muy graves	01	General
2005	2	50297	Zaragoza	2	Graves o muy graves	05	Trabajadores Autónomos
2005	2	50297	Zaragoza	2	Graves o muy graves	07	Especial Agrario Cuenta Propia
2005	13	50297	Zaragoza	3	Mortales	01	General
2005	174	50298	Zuera	1	Leves	01	General
2005	1	50298	Zuera	1	Leves	05	Trabajadores Autónomos
2005	1	50298	Zuera	1	Leves	06	Especial Agrario Cuenta Ajena
2005	1	50298	Zuera	2	Graves o muy graves	01	General
2005	1	50298	Zuera	3	Mortales	01	General
2004	240	22048	Barbastro	1	Leves	01	General
2004	11	22048	Barbastro	1	Leves	06	Especial Agrario Cuenta Ajena
2004	2	22048	Barbastro	2	Graves o muy graves	01	General
2004	1	22048	Barbastro	3	Mortales	01	General
2004	205	22061	Binéfar	1	Leves	01	General
2004	1	22061	Binéfar	1	Leves	05	Trabajadores Autónomos
2004	1	22061	Binéfar	2	Graves o muy graves	01	General
2004	1	22061	Binéfar	3	Mortales	01	General
2004	205	22112	Fraga	1	Leves	01	General
2004	7	22112	Fraga	1	Leves	06	Especial Agrario Cuenta Ajena
2004	2	22112	Fraga	2	Graves o muy graves	01	General
2004	1	22112	Fraga	3	Mortales	01	General
2004	841	22125	Huesca	1	Leves	01	General
2004	3	22125	Huesca	1	Leves	05	Trabajadores Autónomos
2004	4	22125	Huesca	1	Leves	06	Especial Agrario Cuenta Ajena
2004	9	22125	Huesca	2	Graves o muy graves	01	General
2004	2	22125	Huesca	3	Mortales	01	General
2004	177	22130	Jaca	1	Leves	01	General
2004	1	22130	Jaca	1	Leves	05	Trabajadores Autónomos
2004	4	22130	Jaca	2	Graves o muy graves	01	General
2004	3	22130	Jaca	3	Mortales	01	General
2004	267	22158	Monzón	1	Leves	01	General
2004	1	22158	Monzón	1	Leves	05	Trabajadores Autónomos
2004	4	22158	Monzón	1	Leves	06	Especial Agrario Cuenta Ajena
2004	6	22158	Monzón	2	Graves o muy graves	01	General
2004	2	22158	Monzón	3	Mortales	01	General
2004	113	22199	Sabiñánigo	1	Leves	01	General
2004	2	22199	Sabiñánigo	2	Graves o muy graves	01	General
2004	200	44013	Alcañiz	1	Leves	01	General
