Año	Municipio código	Municipio nombre	Origen	Tipo de alojamiento	Plazas	Establecimientos
2009	50021	Almochuel	IAEST	Apartamentos turísticos	0	0
2009	50021	Almochuel	IAEST	Campings y áreas de acampada	0	0
2009	50021	Almochuel	IAEST	Hoteles, hostales y similares	0	0
2009	50021	Almochuel	IAEST	Viviendas de turismo rural	10	1
2009	50022	Almolda (La)	IAEST	Apartamentos turísticos	0	0
2009	50022	Almolda (La)	IAEST	Campings y áreas de acampada	0	0
2009	50022	Almolda (La)	IAEST	Hoteles, hostales y similares	0	0
2009	50022	Almolda (La)	IAEST	Viviendas de turismo rural	8	1
2009	50023	Almonacid de la Cuba	IAEST	Apartamentos turísticos	0	0
2009	50023	Almonacid de la Cuba	IAEST	Campings y áreas de acampada	0	0
2009	50023	Almonacid de la Cuba	IAEST	Hoteles, hostales y similares	0	0
2009	50023	Almonacid de la Cuba	IAEST	Viviendas de turismo rural	10	1
2009	50024	Almonacid de la Sierra	IAEST	Apartamentos turísticos	0	0
2009	50024	Almonacid de la Sierra	IAEST	Campings y áreas de acampada	80	1
2009	50024	Almonacid de la Sierra	IAEST	Hoteles, hostales y similares	0	0
2009	50024	Almonacid de la Sierra	IAEST	Viviendas de turismo rural	12	1
2009	50025	Almunia de Doña Godina (La)	IAEST	Apartamentos turísticos	0	0
2009	50025	Almunia de Doña Godina (La)	IAEST	Campings y áreas de acampada	0	0
2009	50025	Almunia de Doña Godina (La)	IAEST	Hoteles, hostales y similares	256	7
2009	50025	Almunia de Doña Godina (La)	IAEST	Viviendas de turismo rural	0	0
2009	50026	Alpartir	IAEST	Apartamentos turísticos	0	0
2009	50026	Alpartir	IAEST	Campings y áreas de acampada	0	0
2009	50026	Alpartir	IAEST	Hoteles, hostales y similares	0	0
2009	50026	Alpartir	IAEST	Viviendas de turismo rural	0	0
2009	50027	Ambel	IAEST	Apartamentos turísticos	0	0
2009	50027	Ambel	IAEST	Campings y áreas de acampada	0	0
2009	50027	Ambel	IAEST	Hoteles, hostales y similares	0	0
2009	50027	Ambel	IAEST	Viviendas de turismo rural	0	0
2009	50028	Anento	IAEST	Apartamentos turísticos	0	0
2009	50028	Anento	IAEST	Campings y áreas de acampada	0	0
2009	50028	Anento	IAEST	Hoteles, hostales y similares	0	0
2009	50028	Anento	IAEST	Viviendas de turismo rural	14	2
2009	50029	Aniñón	IAEST	Apartamentos turísticos	0	0
2009	50029	Aniñón	IAEST	Campings y áreas de acampada	0	0
2009	50029	Aniñón	IAEST	Hoteles, hostales y similares	0	0
2009	50029	Aniñón	IAEST	Viviendas de turismo rural	14	2
2009	50030	Añón de Moncayo	IAEST	Apartamentos turísticos	0	0
2009	50030	Añón de Moncayo	IAEST	Campings y áreas de acampada	0	0
2009	50030	Añón de Moncayo	IAEST	Hoteles, hostales y similares	24	1
2009	50030	Añón de Moncayo	IAEST	Viviendas de turismo rural	0	0
2009	50031	Aranda de Moncayo	IAEST	Apartamentos turísticos	0	0
2009	50031	Aranda de Moncayo	IAEST	Campings y áreas de acampada	0	0
2009	50031	Aranda de Moncayo	IAEST	Hoteles, hostales y similares	0	0
2009	50031	Aranda de Moncayo	IAEST	Viviendas de turismo rural	12	1
2009	50032	Arándiga	IAEST	Apartamentos turísticos	0	0
2009	50032	Arándiga	IAEST	Campings y áreas de acampada	0	0
2009	50032	Arándiga	IAEST	Hoteles, hostales y similares	0	0
2009	50032	Arándiga	IAEST	Viviendas de turismo rural	0	0
2009	50033	Ardisa	IAEST	Apartamentos turísticos	0	0
2009	50033	Ardisa	IAEST	Campings y áreas de acampada	0	0
2009	50033	Ardisa	IAEST	Hoteles, hostales y similares	0	0
2009	50033	Ardisa	IAEST	Viviendas de turismo rural	8	1
2009	50034	Ariza	IAEST	Apartamentos turísticos	0	0
2009	50034	Ariza	IAEST	Campings y áreas de acampada	0	0
2009	50034	Ariza	IAEST	Hoteles, hostales y similares	56	2
2009	50034	Ariza	IAEST	Viviendas de turismo rural	0	0
2009	50035	Artieda	IAEST	Apartamentos turísticos	0	0
2009	50035	Artieda	IAEST	Campings y áreas de acampada	0	0
2009	50035	Artieda	IAEST	Hoteles, hostales y similares	0	0
2009	50035	Artieda	IAEST	Viviendas de turismo rural	27	3
2009	50036	Asín	IAEST	Apartamentos turísticos	0	0
2009	50036	Asín	IAEST	Campings y áreas de acampada	0	0
2009	50036	Asín	IAEST	Hoteles, hostales y similares	0	0
2009	50036	Asín	IAEST	Viviendas de turismo rural	19	2
2009	50037	Atea	IAEST	Apartamentos turísticos	0	0
2009	50037	Atea	IAEST	Campings y áreas de acampada	0	0
2009	50037	Atea	IAEST	Hoteles, hostales y similares	0	0
2009	50037	Atea	IAEST	Viviendas de turismo rural	12	1
2009	50038	Ateca	IAEST	Apartamentos turísticos	0	0
2009	50038	Ateca	IAEST	Campings y áreas de acampada	0	0
2009	50038	Ateca	IAEST	Hoteles, hostales y similares	31	2
2009	50038	Ateca	IAEST	Viviendas de turismo rural	0	0
2009	50039	Azuara	IAEST	Apartamentos turísticos	0	0
2009	50039	Azuara	IAEST	Campings y áreas de acampada	0	0
2009	50039	Azuara	IAEST	Hoteles, hostales y similares	13	1
2009	50039	Azuara	IAEST	Viviendas de turismo rural	10	1
2009	50040	Badules	IAEST	Apartamentos turísticos	0	0
2009	50040	Badules	IAEST	Campings y áreas de acampada	0	0
2009	50040	Badules	IAEST	Hoteles, hostales y similares	0	0
2009	50040	Badules	IAEST	Viviendas de turismo rural	0	0
2009	50041	Bagüés	IAEST	Apartamentos turísticos	0	0
2009	50041	Bagüés	IAEST	Campings y áreas de acampada	0	0
2009	50041	Bagüés	IAEST	Hoteles, hostales y similares	0	0
2009	50041	Bagüés	IAEST	Viviendas de turismo rural	12	1
2009	50042	Balconchán	IAEST	Apartamentos turísticos	0	0
2009	50042	Balconchán	IAEST	Campings y áreas de acampada	0	0
2009	50042	Balconchán	IAEST	Hoteles, hostales y similares	0	0
2009	50042	Balconchán	IAEST	Viviendas de turismo rural	0	0
2009	50043	Bárboles	IAEST	Apartamentos turísticos	0	0
2009	50043	Bárboles	IAEST	Campings y áreas de acampada	0	0
2009	50043	Bárboles	IAEST	Hoteles, hostales y similares	0	0
2009	50043	Bárboles	IAEST	Viviendas de turismo rural	16	1
2009	50044	Bardallur	IAEST	Apartamentos turísticos	0	0
2009	50044	Bardallur	IAEST	Campings y áreas de acampada	0	0
2009	50044	Bardallur	IAEST	Hoteles, hostales y similares	0	0
2009	50044	Bardallur	IAEST	Viviendas de turismo rural	8	1
2009	50045	Belchite	IAEST	Apartamentos turísticos	0	0
2009	50045	Belchite	IAEST	Campings y áreas de acampada	0	0
2009	50045	Belchite	IAEST	Hoteles, hostales y similares	18	1
2009	50045	Belchite	IAEST	Viviendas de turismo rural	0	0
2009	50046	Belmonte de Gracián	IAEST	Apartamentos turísticos	0	0
2009	50046	Belmonte de Gracián	IAEST	Campings y áreas de acampada	0	0
2009	50046	Belmonte de Gracián	IAEST	Hoteles, hostales y similares	0	0
2009	50046	Belmonte de Gracián	IAEST	Viviendas de turismo rural	0	0
2009	50047	Berdejo	IAEST	Apartamentos turísticos	0	0
2009	50047	Berdejo	IAEST	Campings y áreas de acampada	0	0
2009	50047	Berdejo	IAEST	Hoteles, hostales y similares	0	0
2009	50047	Berdejo	IAEST	Viviendas de turismo rural	8	1
2009	50048	Berrueco	IAEST	Apartamentos turísticos	0	0
2009	50048	Berrueco	IAEST	Campings y áreas de acampada	0	0
2009	50048	Berrueco	IAEST	Hoteles, hostales y similares	16	1
2009	50048	Berrueco	IAEST	Viviendas de turismo rural	0	0
2009	50050	Bijuesca	IAEST	Apartamentos turísticos	0	0
2009	50050	Bijuesca	IAEST	Campings y áreas de acampada	0	0
2009	50050	Bijuesca	IAEST	Hoteles, hostales y similares	0	0
2009	50050	Bijuesca	IAEST	Viviendas de turismo rural	13	2
2009	50051	Biota	IAEST	Apartamentos turísticos	0	0
2009	50051	Biota	IAEST	Campings y áreas de acampada	0	0
2009	50051	Biota	IAEST	Hoteles, hostales y similares	0	0
2009	50051	Biota	IAEST	Viviendas de turismo rural	0	0
2009	50052	Bisimbre	IAEST	Apartamentos turísticos	0	0
2009	50052	Bisimbre	IAEST	Campings y áreas de acampada	0	0
2009	50052	Bisimbre	IAEST	Hoteles, hostales y similares	0	0
2009	50052	Bisimbre	IAEST	Viviendas de turismo rural	0	0
2009	50053	Boquiñeni	IAEST	Apartamentos turísticos	0	0
2009	50053	Boquiñeni	IAEST	Campings y áreas de acampada	0	0
2009	50053	Boquiñeni	IAEST	Hoteles, hostales y similares	0	0
2009	50053	Boquiñeni	IAEST	Viviendas de turismo rural	10	1
2009	50054	Bordalba	IAEST	Apartamentos turísticos	0	0
2009	50054	Bordalba	IAEST	Campings y áreas de acampada	0	0
2009	50054	Bordalba	IAEST	Hoteles, hostales y similares	0	0
2009	50054	Bordalba	IAEST	Viviendas de turismo rural	0	0
2009	50055	Borja	IAEST	Apartamentos turísticos	0	0
2009	50055	Borja	IAEST	Campings y áreas de acampada	0	0
2009	50055	Borja	IAEST	Hoteles, hostales y similares	92	4
2009	50055	Borja	IAEST	Viviendas de turismo rural	0	0
2009	50056	Botorrita	IAEST	Apartamentos turísticos	0	0
2009	50056	Botorrita	IAEST	Campings y áreas de acampada	0	0
2009	50056	Botorrita	IAEST	Hoteles, hostales y similares	0	0
2009	50056	Botorrita	IAEST	Viviendas de turismo rural	0	0
2009	50057	Brea de Aragón	IAEST	Apartamentos turísticos	0	0
2009	50057	Brea de Aragón	IAEST	Campings y áreas de acampada	0	0
2009	50057	Brea de Aragón	IAEST	Hoteles, hostales y similares	24	1
2009	50057	Brea de Aragón	IAEST	Viviendas de turismo rural	0	0
2009	50058	Bubierca	IAEST	Apartamentos turísticos	0	0
2009	50058	Bubierca	IAEST	Campings y áreas de acampada	0	0
2009	50058	Bubierca	IAEST	Hoteles, hostales y similares	0	0
2009	50058	Bubierca	IAEST	Viviendas de turismo rural	8	1
2009	50059	Bujaraloz	IAEST	Apartamentos turísticos	0	0
2009	50059	Bujaraloz	IAEST	Campings y áreas de acampada	0	0
2009	50059	Bujaraloz	IAEST	Hoteles, hostales y similares	46	3
2009	50059	Bujaraloz	IAEST	Viviendas de turismo rural	5	1
2009	50060	Bulbuente	IAEST	Apartamentos turísticos	0	0
2009	50060	Bulbuente	IAEST	Campings y áreas de acampada	0	0
2009	50060	Bulbuente	IAEST	Hoteles, hostales y similares	0	0
2009	50060	Bulbuente	IAEST	Viviendas de turismo rural	0	0
2009	50061	Bureta	IAEST	Apartamentos turísticos	0	0
2009	50061	Bureta	IAEST	Campings y áreas de acampada	0	0
2009	50061	Bureta	IAEST	Hoteles, hostales y similares	0	0
2009	50061	Bureta	IAEST	Viviendas de turismo rural	6	1
2009	50062	Burgo de Ebro (El)	IAEST	Apartamentos turísticos	0	0
2009	50062	Burgo de Ebro (El)	IAEST	Campings y áreas de acampada	0	0
2009	50062	Burgo de Ebro (El)	IAEST	Hoteles, hostales y similares	15	1
2009	50062	Burgo de Ebro (El)	IAEST	Viviendas de turismo rural	0	0
2009	50063	Buste (El)	IAEST	Apartamentos turísticos	0	0
2009	50063	Buste (El)	IAEST	Campings y áreas de acampada	0	0
2009	50063	Buste (El)	IAEST	Hoteles, hostales y similares	0	0
2009	50063	Buste (El)	IAEST	Viviendas de turismo rural	0	0
2009	50064	Cabañas de Ebro	IAEST	Apartamentos turísticos	0	0
2009	50064	Cabañas de Ebro	IAEST	Campings y áreas de acampada	0	0
2009	50064	Cabañas de Ebro	IAEST	Hoteles, hostales y similares	8	1
2009	50064	Cabañas de Ebro	IAEST	Viviendas de turismo rural	10	1
2009	50065	Cabolafuente	IAEST	Apartamentos turísticos	0	0
2009	50065	Cabolafuente	IAEST	Campings y áreas de acampada	0	0
2009	50065	Cabolafuente	IAEST	Hoteles, hostales y similares	0	0
2009	50065	Cabolafuente	IAEST	Viviendas de turismo rural	5	1
2009	50066	Cadrete	IAEST	Apartamentos turísticos	0	0
2009	50066	Cadrete	IAEST	Campings y áreas de acampada	0	0
2009	50066	Cadrete	IAEST	Hoteles, hostales y similares	0	0
2009	50066	Cadrete	IAEST	Viviendas de turismo rural	0	0
2009	50067	Calatayud	IAEST	Apartamentos turísticos	7	2
2009	50067	Calatayud	IAEST	Campings y áreas de acampada	200	1
2009	50067	Calatayud	IAEST	Hoteles, hostales y similares	696	13
2009	50067	Calatayud	IAEST	Viviendas de turismo rural	24	3
2009	50068	Calatorao	IAEST	Apartamentos turísticos	0	0
2009	50068	Calatorao	IAEST	Campings y áreas de acampada	0	0
2009	50068	Calatorao	IAEST	Hoteles, hostales y similares	0	0
2009	50068	Calatorao	IAEST	Viviendas de turismo rural	0	0
2009	50069	Calcena	IAEST	Apartamentos turísticos	0	0
2009	50069	Calcena	IAEST	Campings y áreas de acampada	0	0
2009	50069	Calcena	IAEST	Hoteles, hostales y similares	0	0
2009	50069	Calcena	IAEST	Viviendas de turismo rural	0	0
2009	50070	Calmarza	IAEST	Apartamentos turísticos	0	0
2009	50070	Calmarza	IAEST	Campings y áreas de acampada	0	0
2009	50070	Calmarza	IAEST	Hoteles, hostales y similares	0	0
2009	50070	Calmarza	IAEST	Viviendas de turismo rural	6	1
2009	50071	Campillo de Aragón	IAEST	Apartamentos turísticos	0	0
2009	50071	Campillo de Aragón	IAEST	Campings y áreas de acampada	0	0
2009	50071	Campillo de Aragón	IAEST	Hoteles, hostales y similares	0	0
2009	50071	Campillo de Aragón	IAEST	Viviendas de turismo rural	0	0
2009	50072	Carenas	IAEST	Apartamentos turísticos	0	0
2009	50072	Carenas	IAEST	Campings y áreas de acampada	0	0
2009	50072	Carenas	IAEST	Hoteles, hostales y similares	0	0
2009	50072	Carenas	IAEST	Viviendas de turismo rural	24	2
2009	50073	Cariñena	IAEST	Apartamentos turísticos	0	0
2009	50073	Cariñena	IAEST	Campings y áreas de acampada	0	0
2009	50073	Cariñena	IAEST	Hoteles, hostales y similares	108	3
2009	50073	Cariñena	IAEST	Viviendas de turismo rural	0	0
2009	50074	Caspe	IAEST	Apartamentos turísticos	24	10
2009	50074	Caspe	IAEST	Campings y áreas de acampada	608	1
2009	50074	Caspe	IAEST	Hoteles, hostales y similares	183	7
2009	50074	Caspe	IAEST	Viviendas de turismo rural	0	0
2009	50075	Castejón de Alarba	IAEST	Apartamentos turísticos	0	0
2009	50075	Castejón de Alarba	IAEST	Campings y áreas de acampada	0	0
2009	50075	Castejón de Alarba	IAEST	Hoteles, hostales y similares	0	0
2009	50075	Castejón de Alarba	IAEST	Viviendas de turismo rural	0	0
2009	50076	Castejón de las Armas	IAEST	Apartamentos turísticos	10	3
2009	50076	Castejón de las Armas	IAEST	Campings y áreas de acampada	0	0
2009	50076	Castejón de las Armas	IAEST	Hoteles, hostales y similares	0	0
2009	50076	Castejón de las Armas	IAEST	Viviendas de turismo rural	24	3
2009	50077	Castejón de Valdejasa	IAEST	Apartamentos turísticos	0	0
2009	50077	Castejón de Valdejasa	IAEST	Campings y áreas de acampada	0	0
2009	50077	Castejón de Valdejasa	IAEST	Hoteles, hostales y similares	0	0
2009	50077	Castejón de Valdejasa	IAEST	Viviendas de turismo rural	0	0
2009	50078	Castiliscar	IAEST	Apartamentos turísticos	0	0
2009	50078	Castiliscar	IAEST	Campings y áreas de acampada	0	0
2009	50078	Castiliscar	IAEST	Hoteles, hostales y similares	0	0
2009	50078	Castiliscar	IAEST	Viviendas de turismo rural	6	1
2009	50079	Cervera de la Cañada	IAEST	Apartamentos turísticos	0	0
2009	50079	Cervera de la Cañada	IAEST	Campings y áreas de acampada	0	0
2009	50079	Cervera de la Cañada	IAEST	Hoteles, hostales y similares	0	0
2009	50079	Cervera de la Cañada	IAEST	Viviendas de turismo rural	5	1
2009	50080	Cerveruela	IAEST	Apartamentos turísticos	0	0
2009	50080	Cerveruela	IAEST	Campings y áreas de acampada	0	0
2009	50080	Cerveruela	IAEST	Hoteles, hostales y similares	0	0
2009	50080	Cerveruela	IAEST	Viviendas de turismo rural	4	1
2009	50081	Cetina	IAEST	Apartamentos turísticos	0	0
2009	50081	Cetina	IAEST	Campings y áreas de acampada	0	0
2009	50081	Cetina	IAEST	Hoteles, hostales y similares	0	0
2009	50081	Cetina	IAEST	Viviendas de turismo rural	9	1
2009	50082	Cimballa	IAEST	Apartamentos turísticos	0	0
2009	50082	Cimballa	IAEST	Campings y áreas de acampada	0	0
2009	50082	Cimballa	IAEST	Hoteles, hostales y similares	0	0
2009	50082	Cimballa	IAEST	Viviendas de turismo rural	0	0
2009	50083	Cinco Olivas	IAEST	Apartamentos turísticos	0	0
2009	50083	Cinco Olivas	IAEST	Campings y áreas de acampada	0	0
2009	50083	Cinco Olivas	IAEST	Hoteles, hostales y similares	0	0
2009	50083	Cinco Olivas	IAEST	Viviendas de turismo rural	0	0
2009	50084	Clarés de Ribota	IAEST	Apartamentos turísticos	0	0
2009	50084	Clarés de Ribota	IAEST	Campings y áreas de acampada	0	0
2009	50084	Clarés de Ribota	IAEST	Hoteles, hostales y similares	0	0
2009	50084	Clarés de Ribota	IAEST	Viviendas de turismo rural	0	0
2009	50085	Codo	IAEST	Apartamentos turísticos	0	0
2009	50085	Codo	IAEST	Campings y áreas de acampada	0	0
2009	50085	Codo	IAEST	Hoteles, hostales y similares	0	0
2009	50085	Codo	IAEST	Viviendas de turismo rural	7	1
2009	50086	Codos	IAEST	Apartamentos turísticos	0	0
2009	50086	Codos	IAEST	Campings y áreas de acampada	0	0
2009	50086	Codos	IAEST	Hoteles, hostales y similares	0	0
2009	50086	Codos	IAEST	Viviendas de turismo rural	0	0
2009	50087	Contamina	IAEST	Apartamentos turísticos	0	0
2009	50087	Contamina	IAEST	Campings y áreas de acampada	0	0
2009	50087	Contamina	IAEST	Hoteles, hostales y similares	12	1
2009	50087	Contamina	IAEST	Viviendas de turismo rural	6	1
2009	50088	Cosuenda	IAEST	Apartamentos turísticos	0	0
2009	50088	Cosuenda	IAEST	Campings y áreas de acampada	0	0
2009	50088	Cosuenda	IAEST	Hoteles, hostales y similares	7	1
2009	50088	Cosuenda	IAEST	Viviendas de turismo rural	20	2
2009	50089	Cuarte de Huerva	IAEST	Apartamentos turísticos	0	0
2009	50089	Cuarte de Huerva	IAEST	Campings y áreas de acampada	0	0
2009	50089	Cuarte de Huerva	IAEST	Hoteles, hostales y similares	39	1
2009	50089	Cuarte de Huerva	IAEST	Viviendas de turismo rural	0	0
2009	50090	Cubel	IAEST	Apartamentos turísticos	0	0
2009	50090	Cubel	IAEST	Campings y áreas de acampada	0	0
2009	50090	Cubel	IAEST	Hoteles, hostales y similares	0	0
2009	50090	Cubel	IAEST	Viviendas de turismo rural	0	0
2009	50091	Cuerlas (Las)	IAEST	Apartamentos turísticos	0	0
2009	50091	Cuerlas (Las)	IAEST	Campings y áreas de acampada	0	0
2009	50091	Cuerlas (Las)	IAEST	Hoteles, hostales y similares	0	0
2009	50091	Cuerlas (Las)	IAEST	Viviendas de turismo rural	6	1
2009	50092	Chiprana	IAEST	Apartamentos turísticos	0	0
2009	50092	Chiprana	IAEST	Campings y áreas de acampada	0	0
2009	50092	Chiprana	IAEST	Hoteles, hostales y similares	0	0
2009	50092	Chiprana	IAEST	Viviendas de turismo rural	10	2
2009	50093	Chodes	IAEST	Apartamentos turísticos	0	0
2009	50093	Chodes	IAEST	Campings y áreas de acampada	0	0
2009	50093	Chodes	IAEST	Hoteles, hostales y similares	0	0
2009	50093	Chodes	IAEST	Viviendas de turismo rural	4	1
2009	50094	Daroca	IAEST	Apartamentos turísticos	8	3
2009	50094	Daroca	IAEST	Campings y áreas de acampada	0	0
2009	50094	Daroca	IAEST	Hoteles, hostales y similares	156	4
2009	50094	Daroca	IAEST	Viviendas de turismo rural	11	2
2009	50095	Ejea de los Caballeros	IAEST	Apartamentos turísticos	0	0
2009	50095	Ejea de los Caballeros	IAEST	Campings y áreas de acampada	0	0
2009	50095	Ejea de los Caballeros	IAEST	Hoteles, hostales y similares	266	9
2009	50095	Ejea de los Caballeros	IAEST	Viviendas de turismo rural	44	6
2009	50096	Embid de Ariza	IAEST	Apartamentos turísticos	0	0
2009	50096	Embid de Ariza	IAEST	Campings y áreas de acampada	0	0
2009	50096	Embid de Ariza	IAEST	Hoteles, hostales y similares	0	0
2009	50096	Embid de Ariza	IAEST	Viviendas de turismo rural	0	0
2009	50098	Encinacorba	IAEST	Apartamentos turísticos	0	0
2009	50098	Encinacorba	IAEST	Campings y áreas de acampada	0	0
2009	50098	Encinacorba	IAEST	Hoteles, hostales y similares	7	1
2009	50098	Encinacorba	IAEST	Viviendas de turismo rural	10	1
2009	50099	Épila	IAEST	Apartamentos turísticos	0	0
2009	50099	Épila	IAEST	Campings y áreas de acampada	0	0
2009	50099	Épila	IAEST	Hoteles, hostales y similares	57	1
2009	50099	Épila	IAEST	Viviendas de turismo rural	0	0
2009	50100	Erla	IAEST	Apartamentos turísticos	0	0
2009	50100	Erla	IAEST	Campings y áreas de acampada	0	0
2009	50100	Erla	IAEST	Hoteles, hostales y similares	0	0
2009	50100	Erla	IAEST	Viviendas de turismo rural	8	1
2009	50101	Escatrón	IAEST	Apartamentos turísticos	0	0
2009	50101	Escatrón	IAEST	Campings y áreas de acampada	0	0
2009	50101	Escatrón	IAEST	Hoteles, hostales y similares	50	3
2009	50101	Escatrón	IAEST	Viviendas de turismo rural	0	0
2009	50102	Fabara	IAEST	Apartamentos turísticos	0	0
2009	50102	Fabara	IAEST	Campings y áreas de acampada	0	0
2009	50102	Fabara	IAEST	Hoteles, hostales y similares	7	1
2009	50102	Fabara	IAEST	Viviendas de turismo rural	0	0
2009	50104	Farlete	IAEST	Apartamentos turísticos	0	0
2009	50104	Farlete	IAEST	Campings y áreas de acampada	0	0
2009	50104	Farlete	IAEST	Hoteles, hostales y similares	0	0
2009	50104	Farlete	IAEST	Viviendas de turismo rural	0	0
2009	50105	Fayón	IAEST	Apartamentos turísticos	0	0
2009	50105	Fayón	IAEST	Campings y áreas de acampada	364	2
2009	50105	Fayón	IAEST	Hoteles, hostales y similares	17	1
2009	50105	Fayón	IAEST	Viviendas de turismo rural	0	0
2009	50106	Fayos (Los)	IAEST	Apartamentos turísticos	0	0
2009	50106	Fayos (Los)	IAEST	Campings y áreas de acampada	0	0
2009	50106	Fayos (Los)	IAEST	Hoteles, hostales y similares	0	0
2009	50106	Fayos (Los)	IAEST	Viviendas de turismo rural	15	2
2009	50107	Figueruelas	IAEST	Apartamentos turísticos	0	0
2009	50107	Figueruelas	IAEST	Campings y áreas de acampada	0	0
2009	50107	Figueruelas	IAEST	Hoteles, hostales y similares	17	1
2009	50107	Figueruelas	IAEST	Viviendas de turismo rural	0	0
2009	50108	Fombuena	IAEST	Apartamentos turísticos	0	0
2009	50108	Fombuena	IAEST	Campings y áreas de acampada	0	0
2009	50108	Fombuena	IAEST	Hoteles, hostales y similares	0	0
2009	50108	Fombuena	IAEST	Viviendas de turismo rural	23	3
2009	50109	Frago (El)	IAEST	Apartamentos turísticos	0	0
2009	50109	Frago (El)	IAEST	Campings y áreas de acampada	0	0
2009	50109	Frago (El)	IAEST	Hoteles, hostales y similares	0	0
2009	50109	Frago (El)	IAEST	Viviendas de turismo rural	20	2
2009	50110	Frasno (El)	IAEST	Apartamentos turísticos	0	0
2009	50110	Frasno (El)	IAEST	Campings y áreas de acampada	0	0
2009	50110	Frasno (El)	IAEST	Hoteles, hostales y similares	27	1
2009	50110	Frasno (El)	IAEST	Viviendas de turismo rural	0	0
2009	50111	Fréscano	IAEST	Apartamentos turísticos	0	0
2009	50111	Fréscano	IAEST	Campings y áreas de acampada	0	0
2009	50111	Fréscano	IAEST	Hoteles, hostales y similares	0	0
2009	50111	Fréscano	IAEST	Viviendas de turismo rural	0	0
2009	50113	Fuendejalón	IAEST	Apartamentos turísticos	0	0
2009	50113	Fuendejalón	IAEST	Campings y áreas de acampada	0	0
2009	50113	Fuendejalón	IAEST	Hoteles, hostales y similares	18	1
2009	50113	Fuendejalón	IAEST	Viviendas de turismo rural	0	0
2009	50114	Fuendetodos	IAEST	Apartamentos turísticos	0	0
2009	50114	Fuendetodos	IAEST	Campings y áreas de acampada	0	0
2009	50114	Fuendetodos	IAEST	Hoteles, hostales y similares	14	1
2009	50114	Fuendetodos	IAEST	Viviendas de turismo rural	10	2
2009	50115	Fuentes de Ebro	IAEST	Apartamentos turísticos	0	0
2009	50115	Fuentes de Ebro	IAEST	Campings y áreas de acampada	0	0
2009	50115	Fuentes de Ebro	IAEST	Hoteles, hostales y similares	110	4
2009	50115	Fuentes de Ebro	IAEST	Viviendas de turismo rural	0	0
2009	50116	Fuentes de Jiloca	IAEST	Apartamentos turísticos	0	0
2009	50116	Fuentes de Jiloca	IAEST	Campings y áreas de acampada	0	0
2009	50116	Fuentes de Jiloca	IAEST	Hoteles, hostales y similares	0	0
2009	50116	Fuentes de Jiloca	IAEST	Viviendas de turismo rural	0	0
2009	50117	Gallocanta	IAEST	Apartamentos turísticos	0	0
2009	50117	Gallocanta	IAEST	Campings y áreas de acampada	0	0
2009	50117	Gallocanta	IAEST	Hoteles, hostales y similares	0	0
2009	50117	Gallocanta	IAEST	Viviendas de turismo rural	19	3
2009	50118	Gallur	IAEST	Apartamentos turísticos	0	0
2009	50118	Gallur	IAEST	Campings y áreas de acampada	0	0
2009	50118	Gallur	IAEST	Hoteles, hostales y similares	32	2
2009	50118	Gallur	IAEST	Viviendas de turismo rural	0	0
2009	50119	Gelsa	IAEST	Apartamentos turísticos	0	0
2009	50119	Gelsa	IAEST	Campings y áreas de acampada	0	0
2009	50119	Gelsa	IAEST	Hoteles, hostales y similares	0	0
2009	50119	Gelsa	IAEST	Viviendas de turismo rural	0	0
2009	50120	Godojos	IAEST	Apartamentos turísticos	0	0
2009	50120	Godojos	IAEST	Campings y áreas de acampada	0	0
2009	50120	Godojos	IAEST	Hoteles, hostales y similares	0	0
2009	50120	Godojos	IAEST	Viviendas de turismo rural	15	2
2009	50121	Gotor	IAEST	Apartamentos turísticos	0	0
2009	50121	Gotor	IAEST	Campings y áreas de acampada	0	0
2009	50121	Gotor	IAEST	Hoteles, hostales y similares	0	0
2009	50121	Gotor	IAEST	Viviendas de turismo rural	5	1
2009	50122	Grisel	IAEST	Apartamentos turísticos	0	0
2009	50122	Grisel	IAEST	Campings y áreas de acampada	0	0
2009	50122	Grisel	IAEST	Hoteles, hostales y similares	0	0
2009	50122	Grisel	IAEST	Viviendas de turismo rural	10	1
2009	50123	Grisén	IAEST	Apartamentos turísticos	0	0
2009	50123	Grisén	IAEST	Campings y áreas de acampada	0	0
2009	50123	Grisén	IAEST	Hoteles, hostales y similares	0	0
2009	50123	Grisén	IAEST	Viviendas de turismo rural	0	0
2009	50124	Herrera de los Navarros	IAEST	Apartamentos turísticos	0	0
2009	50124	Herrera de los Navarros	IAEST	Campings y áreas de acampada	0	0
2009	50124	Herrera de los Navarros	IAEST	Hoteles, hostales y similares	12	1
2009	50124	Herrera de los Navarros	IAEST	Viviendas de turismo rural	24	2
2009	50125	Ibdes	IAEST	Apartamentos turísticos	0	0
2009	50125	Ibdes	IAEST	Campings y áreas de acampada	0	0
2009	50125	Ibdes	IAEST	Hoteles, hostales y similares	6	1
2009	50125	Ibdes	IAEST	Viviendas de turismo rural	0	0
2009	50126	Illueca	IAEST	Apartamentos turísticos	0	0
2009	50126	Illueca	IAEST	Campings y áreas de acampada	0	0
2009	50126	Illueca	IAEST	Hoteles, hostales y similares	52	1
2009	50126	Illueca	IAEST	Viviendas de turismo rural	0	0
2009	50128	Isuerre	IAEST	Apartamentos turísticos	0	0
2009	50128	Isuerre	IAEST	Campings y áreas de acampada	0	0
