Año	Municipio código	Municipio nombre	Origen	Tipo de alojamiento	Plazas	Establecimientos
2012	22177	Perarrúa	IAEST	Hoteles, hostales y similares	0	0
2012	22177	Perarrúa	IAEST	Viviendas de turismo rural	44	4
2012	22178	Pertusa	IAEST	Apartamentos turísticos	0	0
2012	22178	Pertusa	IAEST	Campings y áreas de acampada	0	0
2012	22178	Pertusa	IAEST	Hoteles, hostales y similares	0	0
2012	22178	Pertusa	IAEST	Viviendas de turismo rural	10	1
2012	22181	Piracés	IAEST	Apartamentos turísticos	0	0
2012	22181	Piracés	IAEST	Campings y áreas de acampada	0	0
2012	22181	Piracés	IAEST	Hoteles, hostales y similares	0	0
2012	22181	Piracés	IAEST	Viviendas de turismo rural	0	0
2012	22182	Plan	IAEST	Apartamentos turísticos	96	22
2012	22182	Plan	IAEST	Campings y áreas de acampada	474	1
2012	22182	Plan	IAEST	Hoteles, hostales y similares	65	3
2012	22182	Plan	IAEST	Viviendas de turismo rural	37	8
2012	22184	Poleñino	IAEST	Apartamentos turísticos	0	0
2012	22184	Poleñino	IAEST	Campings y áreas de acampada	0	0
2012	22184	Poleñino	IAEST	Hoteles, hostales y similares	0	0
2012	22184	Poleñino	IAEST	Viviendas de turismo rural	8	1
2012	22186	Pozán de Vero	IAEST	Apartamentos turísticos	0	0
2012	22186	Pozán de Vero	IAEST	Campings y áreas de acampada	0	0
2012	22186	Pozán de Vero	IAEST	Hoteles, hostales y similares	0	0
2012	22186	Pozán de Vero	IAEST	Viviendas de turismo rural	10	2
2012	22187	Puebla de Castro (La)	IAEST	Apartamentos turísticos	0	0
2012	22187	Puebla de Castro (La)	IAEST	Campings y áreas de acampada	709	2
2012	22187	Puebla de Castro (La)	IAEST	Hoteles, hostales y similares	71	2
2012	22187	Puebla de Castro (La)	IAEST	Viviendas de turismo rural	8	2
2012	22188	Puente de Montañana	IAEST	Apartamentos turísticos	0	0
2012	22188	Puente de Montañana	IAEST	Campings y áreas de acampada	0	0
2012	22188	Puente de Montañana	IAEST	Hoteles, hostales y similares	55	2
2012	22188	Puente de Montañana	IAEST	Viviendas de turismo rural	0	0
2012	22189	Puértolas	IAEST	Apartamentos turísticos	101	21
2012	22189	Puértolas	IAEST	Campings y áreas de acampada	695	1
2012	22189	Puértolas	IAEST	Hoteles, hostales y similares	202	6
2012	22189	Puértolas	IAEST	Viviendas de turismo rural	139	18
2012	22190	Pueyo de Araguás (El)	IAEST	Apartamentos turísticos	12	4
2012	22190	Pueyo de Araguás (El)	IAEST	Campings y áreas de acampada	598	2
2012	22190	Pueyo de Araguás (El)	IAEST	Hoteles, hostales y similares	0	0
2012	22190	Pueyo de Araguás (El)	IAEST	Viviendas de turismo rural	71	12
2012	22193	Pueyo de Santa Cruz	IAEST	Apartamentos turísticos	0	0
2012	22193	Pueyo de Santa Cruz	IAEST	Campings y áreas de acampada	0	0
2012	22193	Pueyo de Santa Cruz	IAEST	Hoteles, hostales y similares	0	0
2012	22193	Pueyo de Santa Cruz	IAEST	Viviendas de turismo rural	0	0
2012	22195	Quicena	IAEST	Apartamentos turísticos	0	0
2012	22195	Quicena	IAEST	Campings y áreas de acampada	0	0
2012	22195	Quicena	IAEST	Hoteles, hostales y similares	107	2
2012	22195	Quicena	IAEST	Viviendas de turismo rural	0	0
2012	22197	Robres	IAEST	Apartamentos turísticos	0	0
2012	22197	Robres	IAEST	Campings y áreas de acampada	0	0
2012	22197	Robres	IAEST	Hoteles, hostales y similares	0	0
2012	22197	Robres	IAEST	Viviendas de turismo rural	0	0
2012	22199	Sabiñánigo	IAEST	Apartamentos turísticos	78	19
2012	22199	Sabiñánigo	IAEST	Campings y áreas de acampada	1263	2
2012	22199	Sabiñánigo	IAEST	Hoteles, hostales y similares	843	17
2012	22199	Sabiñánigo	IAEST	Viviendas de turismo rural	77	11
2012	22200	Sahún	IAEST	Apartamentos turísticos	13	3
2012	22200	Sahún	IAEST	Campings y áreas de acampada	0	0
2012	22200	Sahún	IAEST	Hoteles, hostales y similares	175	7
2012	22200	Sahún	IAEST	Viviendas de turismo rural	72	11
2012	22201	Salas Altas	IAEST	Apartamentos turísticos	0	0
2012	22201	Salas Altas	IAEST	Campings y áreas de acampada	0	0
2012	22201	Salas Altas	IAEST	Hoteles, hostales y similares	0	0
2012	22201	Salas Altas	IAEST	Viviendas de turismo rural	0	0
2012	22202	Salas Bajas	IAEST	Apartamentos turísticos	0	0
2012	22202	Salas Bajas	IAEST	Campings y áreas de acampada	0	0
2012	22202	Salas Bajas	IAEST	Hoteles, hostales y similares	0	0
2012	22202	Salas Bajas	IAEST	Viviendas de turismo rural	7	1
2012	22203	Salillas	IAEST	Apartamentos turísticos	0	0
2012	22203	Salillas	IAEST	Campings y áreas de acampada	0	0
2012	22203	Salillas	IAEST	Hoteles, hostales y similares	0	0
2012	22203	Salillas	IAEST	Viviendas de turismo rural	10	1
2012	22204	Sallent de Gállego	IAEST	Apartamentos turísticos	488	120
2012	22204	Sallent de Gállego	IAEST	Campings y áreas de acampada	570	1
2012	22204	Sallent de Gállego	IAEST	Hoteles, hostales y similares	2271	29
2012	22204	Sallent de Gállego	IAEST	Viviendas de turismo rural	6	1
2012	22205	San Esteban de Litera	IAEST	Apartamentos turísticos	0	0
2012	22205	San Esteban de Litera	IAEST	Campings y áreas de acampada	0	0
2012	22205	San Esteban de Litera	IAEST	Hoteles, hostales y similares	0	0
2012	22205	San Esteban de Litera	IAEST	Viviendas de turismo rural	6	1
2012	22206	Sangarrén	IAEST	Apartamentos turísticos	0	0
2012	22206	Sangarrén	IAEST	Campings y áreas de acampada	0	0
2012	22206	Sangarrén	IAEST	Hoteles, hostales y similares	0	0
2012	22206	Sangarrén	IAEST	Viviendas de turismo rural	12	2
2012	22207	San Juan de Plan	IAEST	Apartamentos turísticos	33	8
2012	22207	San Juan de Plan	IAEST	Campings y áreas de acampada	0	0
2012	22207	San Juan de Plan	IAEST	Hoteles, hostales y similares	63	3
2012	22207	San Juan de Plan	IAEST	Viviendas de turismo rural	52	9
2012	22208	Santa Cilia	IAEST	Apartamentos turísticos	0	0
2012	22208	Santa Cilia	IAEST	Campings y áreas de acampada	804	1
2012	22208	Santa Cilia	IAEST	Hoteles, hostales y similares	0	0
2012	22208	Santa Cilia	IAEST	Viviendas de turismo rural	44	5
2012	22209	Santa Cruz de la Serós	IAEST	Apartamentos turísticos	18	6
2012	22209	Santa Cruz de la Serós	IAEST	Campings y áreas de acampada	0	0
2012	22209	Santa Cruz de la Serós	IAEST	Hoteles, hostales y similares	59	2
2012	22209	Santa Cruz de la Serós	IAEST	Viviendas de turismo rural	52	6
2012	22212	Santaliestra y San Quílez	IAEST	Apartamentos turísticos	0	0
2012	22212	Santaliestra y San Quílez	IAEST	Campings y áreas de acampada	0	0
2012	22212	Santaliestra y San Quílez	IAEST	Hoteles, hostales y similares	33	1
2012	22212	Santaliestra y San Quílez	IAEST	Viviendas de turismo rural	16	3
2012	22213	Sariñena	IAEST	Apartamentos turísticos	21	3
2012	22213	Sariñena	IAEST	Campings y áreas de acampada	0	0
2012	22213	Sariñena	IAEST	Hoteles, hostales y similares	71	3
2012	22213	Sariñena	IAEST	Viviendas de turismo rural	12	2
2012	22214	Secastilla	IAEST	Apartamentos turísticos	0	0
2012	22214	Secastilla	IAEST	Campings y áreas de acampada	0	0
2012	22214	Secastilla	IAEST	Hoteles, hostales y similares	0	0
2012	22214	Secastilla	IAEST	Viviendas de turismo rural	20	2
2012	22215	Seira	IAEST	Apartamentos turísticos	0	0
2012	22215	Seira	IAEST	Campings y áreas de acampada	0	0
2012	22215	Seira	IAEST	Hoteles, hostales y similares	14	1
2012	22215	Seira	IAEST	Viviendas de turismo rural	40	4
2012	22217	Sena	IAEST	Apartamentos turísticos	0	0
2012	22217	Sena	IAEST	Campings y áreas de acampada	0	0
2012	22217	Sena	IAEST	Hoteles, hostales y similares	13	1
2012	22217	Sena	IAEST	Viviendas de turismo rural	6	1
2012	22218	Senés de Alcubierre	IAEST	Apartamentos turísticos	0	0
2012	22218	Senés de Alcubierre	IAEST	Campings y áreas de acampada	0	0
2012	22218	Senés de Alcubierre	IAEST	Hoteles, hostales y similares	0	0
2012	22218	Senés de Alcubierre	IAEST	Viviendas de turismo rural	0	0
2012	22220	Sesa	IAEST	Apartamentos turísticos	0	0
2012	22220	Sesa	IAEST	Campings y áreas de acampada	0	0
2012	22220	Sesa	IAEST	Hoteles, hostales y similares	0	0
2012	22220	Sesa	IAEST	Viviendas de turismo rural	0	0
2012	22221	Sesué	IAEST	Apartamentos turísticos	0	0
2012	22221	Sesué	IAEST	Campings y áreas de acampada	671	1
2012	22221	Sesué	IAEST	Hoteles, hostales y similares	27	1
2012	22221	Sesué	IAEST	Viviendas de turismo rural	6	1
2012	22222	Siétamo	IAEST	Apartamentos turísticos	0	0
2012	22222	Siétamo	IAEST	Campings y áreas de acampada	0	0
2012	22222	Siétamo	IAEST	Hoteles, hostales y similares	15	1
2012	22222	Siétamo	IAEST	Viviendas de turismo rural	20	2
2012	22223	Sopeira	IAEST	Apartamentos turísticos	0	0
2012	22223	Sopeira	IAEST	Campings y áreas de acampada	0	0
2012	22223	Sopeira	IAEST	Hoteles, hostales y similares	0	0
2012	22223	Sopeira	IAEST	Viviendas de turismo rural	37	5
2012	22225	Tamarite de Litera	IAEST	Apartamentos turísticos	0	0
2012	22225	Tamarite de Litera	IAEST	Campings y áreas de acampada	0	0
2012	22225	Tamarite de Litera	IAEST	Hoteles, hostales y similares	12	1
2012	22225	Tamarite de Litera	IAEST	Viviendas de turismo rural	13	2
2012	22226	Tardienta	IAEST	Apartamentos turísticos	0	0
2012	22226	Tardienta	IAEST	Campings y áreas de acampada	0	0
2012	22226	Tardienta	IAEST	Hoteles, hostales y similares	45	3
2012	22226	Tardienta	IAEST	Viviendas de turismo rural	12	1
2012	22227	Tella-Sin	IAEST	Apartamentos turísticos	49	9
2012	22227	Tella-Sin	IAEST	Campings y áreas de acampada	48	2
2012	22227	Tella-Sin	IAEST	Hoteles, hostales y similares	87	3
2012	22227	Tella-Sin	IAEST	Viviendas de turismo rural	53	8
2012	22228	Tierz	IAEST	Apartamentos turísticos	0	0
2012	22228	Tierz	IAEST	Campings y áreas de acampada	0	0
2012	22228	Tierz	IAEST	Hoteles, hostales y similares	0	0
2012	22228	Tierz	IAEST	Viviendas de turismo rural	0	0
2012	22229	Tolva	IAEST	Apartamentos turísticos	0	0
2012	22229	Tolva	IAEST	Campings y áreas de acampada	0	0
2012	22229	Tolva	IAEST	Hoteles, hostales y similares	0	0
2012	22229	Tolva	IAEST	Viviendas de turismo rural	14	3
2012	22230	Torla-Ordesa	IAEST	Apartamentos turísticos	92	21
2012	22230	Torla-Ordesa	IAEST	Campings y áreas de acampada	2308	6
2012	22230	Torla-Ordesa	IAEST	Hoteles, hostales y similares	587	13
2012	22230	Torla-Ordesa	IAEST	Viviendas de turismo rural	164	27
2012	22232	Torralba de Aragón	IAEST	Apartamentos turísticos	0	0
2012	22232	Torralba de Aragón	IAEST	Campings y áreas de acampada	0	0
2012	22232	Torralba de Aragón	IAEST	Hoteles, hostales y similares	16	1
2012	22232	Torralba de Aragón	IAEST	Viviendas de turismo rural	8	1
2012	22233	Torre la Ribera	IAEST	Apartamentos turísticos	12	4
2012	22233	Torre la Ribera	IAEST	Campings y áreas de acampada	0	0
2012	22233	Torre la Ribera	IAEST	Hoteles, hostales y similares	166	4
2012	22233	Torre la Ribera	IAEST	Viviendas de turismo rural	8	1
2012	22234	Torrente de Cinca	IAEST	Apartamentos turísticos	0	0
2012	22234	Torrente de Cinca	IAEST	Campings y áreas de acampada	0	0
2012	22234	Torrente de Cinca	IAEST	Hoteles, hostales y similares	0	0
2012	22234	Torrente de Cinca	IAEST	Viviendas de turismo rural	0	0
2012	22235	Torres de Alcanadre	IAEST	Apartamentos turísticos	0	0
2012	22235	Torres de Alcanadre	IAEST	Campings y áreas de acampada	0	0
2012	22235	Torres de Alcanadre	IAEST	Hoteles, hostales y similares	15	1
2012	22235	Torres de Alcanadre	IAEST	Viviendas de turismo rural	0	0
2012	22236	Torres de Barbués	IAEST	Apartamentos turísticos	0	0
2012	22236	Torres de Barbués	IAEST	Campings y áreas de acampada	0	0
2012	22236	Torres de Barbués	IAEST	Hoteles, hostales y similares	0	0
2012	22236	Torres de Barbués	IAEST	Viviendas de turismo rural	0	0
2012	22239	Tramaced	IAEST	Apartamentos turísticos	0	0
2012	22239	Tramaced	IAEST	Campings y áreas de acampada	0	0
2012	22239	Tramaced	IAEST	Hoteles, hostales y similares	0	0
2012	22239	Tramaced	IAEST	Viviendas de turismo rural	8	1
2012	22242	Valfarta	IAEST	Apartamentos turísticos	0	0
2012	22242	Valfarta	IAEST	Campings y áreas de acampada	40	1
2012	22242	Valfarta	IAEST	Hoteles, hostales y similares	0	0
2012	22242	Valfarta	IAEST	Viviendas de turismo rural	0	0
2012	22243	Valle de Bardají	IAEST	Apartamentos turísticos	70	14
2012	22243	Valle de Bardají	IAEST	Campings y áreas de acampada	0	0
2012	22243	Valle de Bardají	IAEST	Hoteles, hostales y similares	0	0
2012	22243	Valle de Bardají	IAEST	Viviendas de turismo rural	20	2
2012	22244	Valle de Lierp	IAEST	Apartamentos turísticos	0	0
2012	22244	Valle de Lierp	IAEST	Campings y áreas de acampada	0	0
2012	22244	Valle de Lierp	IAEST	Hoteles, hostales y similares	0	0
2012	22244	Valle de Lierp	IAEST	Viviendas de turismo rural	38	5
2012	22245	Velilla de Cinca	IAEST	Apartamentos turísticos	0	0
2012	22245	Velilla de Cinca	IAEST	Campings y áreas de acampada	0	0
2012	22245	Velilla de Cinca	IAEST	Hoteles, hostales y similares	0	0
2012	22245	Velilla de Cinca	IAEST	Viviendas de turismo rural	0	0
2012	22246	Beranuy	IAEST	Apartamentos turísticos	0	0
2012	22246	Beranuy	IAEST	Campings y áreas de acampada	0	0
2012	22246	Beranuy	IAEST	Hoteles, hostales y similares	0	0
2012	22246	Beranuy	IAEST	Viviendas de turismo rural	23	3
2012	22247	Viacamp y Litera	IAEST	Apartamentos turísticos	0	0
2012	22247	Viacamp y Litera	IAEST	Campings y áreas de acampada	0	0
2012	22247	Viacamp y Litera	IAEST	Hoteles, hostales y similares	0	0
2012	22247	Viacamp y Litera	IAEST	Viviendas de turismo rural	0	0
2012	22248	Vicién	IAEST	Apartamentos turísticos	0	0
2012	22248	Vicién	IAEST	Campings y áreas de acampada	0	0
2012	22248	Vicién	IAEST	Hoteles, hostales y similares	0	0
2012	22248	Vicién	IAEST	Viviendas de turismo rural	18	3
2012	22249	Villanova	IAEST	Apartamentos turísticos	3	1
2012	22249	Villanova	IAEST	Campings y áreas de acampada	0	0
2012	22249	Villanova	IAEST	Hoteles, hostales y similares	54	3
2012	22249	Villanova	IAEST	Viviendas de turismo rural	0	0
2012	22250	Villanúa	IAEST	Apartamentos turísticos	48	12
2012	22250	Villanúa	IAEST	Campings y áreas de acampada	0	0
2012	22250	Villanúa	IAEST	Hoteles, hostales y similares	65	2
2012	22250	Villanúa	IAEST	Viviendas de turismo rural	24	3
2012	22251	Villanueva de Sigena	IAEST	Apartamentos turísticos	0	0
2012	22251	Villanueva de Sigena	IAEST	Campings y áreas de acampada	0	0
2012	22251	Villanueva de Sigena	IAEST	Hoteles, hostales y similares	0	0
2012	22251	Villanueva de Sigena	IAEST	Viviendas de turismo rural	22	3
2012	22252	Yebra de Basa	IAEST	Apartamentos turísticos	0	0
2012	22252	Yebra de Basa	IAEST	Campings y áreas de acampada	104	1
2012	22252	Yebra de Basa	IAEST	Hoteles, hostales y similares	0	0
2012	22252	Yebra de Basa	IAEST	Viviendas de turismo rural	31	4
2012	22253	Yésero	IAEST	Apartamentos turísticos	20	5
2012	22253	Yésero	IAEST	Campings y áreas de acampada	0	0
2012	22253	Yésero	IAEST	Hoteles, hostales y similares	0	0
2012	22253	Yésero	IAEST	Viviendas de turismo rural	32	4
2012	22254	Zaidín	IAEST	Apartamentos turísticos	0	0
2012	22254	Zaidín	IAEST	Campings y áreas de acampada	0	0
2012	22254	Zaidín	IAEST	Hoteles, hostales y similares	0	0
2012	22254	Zaidín	IAEST	Viviendas de turismo rural	0	0
2012	22901	Valle de Hecho	IAEST	Apartamentos turísticos	14	2
2012	22901	Valle de Hecho	IAEST	Campings y áreas de acampada	1109	3
2012	22901	Valle de Hecho	IAEST	Hoteles, hostales y similares	204	6
2012	22901	Valle de Hecho	IAEST	Viviendas de turismo rural	34	5
2012	22902	Puente la Reina de Jaca	IAEST	Apartamentos turísticos	0	0
2012	22902	Puente la Reina de Jaca	IAEST	Campings y áreas de acampada	0	0
2012	22902	Puente la Reina de Jaca	IAEST	Hoteles, hostales y similares	129	2
2012	22902	Puente la Reina de Jaca	IAEST	Viviendas de turismo rural	16	3
2012	22903	San Miguel del Cinca	IAEST	Apartamentos turísticos	0	0
2012	22903	San Miguel del Cinca	IAEST	Campings y áreas de acampada	0	0
2012	22903	San Miguel del Cinca	IAEST	Hoteles, hostales y similares	18	1
2012	22903	San Miguel del Cinca	IAEST	Viviendas de turismo rural	4	1
2012	22904	Sotonera (La)	IAEST	Apartamentos turísticos	31	7
2012	22904	Sotonera (La)	IAEST	Campings y áreas de acampada	0	0
2012	22904	Sotonera (La)	IAEST	Hoteles, hostales y similares	25	1
2012	22904	Sotonera (La)	IAEST	Viviendas de turismo rural	86	12
2012	22905	Lupiñén-Ortilla	IAEST	Apartamentos turísticos	0	0
2012	22905	Lupiñén-Ortilla	IAEST	Campings y áreas de acampada	0	0
2012	22905	Lupiñén-Ortilla	IAEST	Hoteles, hostales y similares	0	0
2012	22905	Lupiñén-Ortilla	IAEST	Viviendas de turismo rural	22	3
2012	22906	Santa María de Dulcis	IAEST	Apartamentos turísticos	23	5
2012	22906	Santa María de Dulcis	IAEST	Campings y áreas de acampada	0	0
2012	22906	Santa María de Dulcis	IAEST	Hoteles, hostales y similares	31	3
2012	22906	Santa María de Dulcis	IAEST	Viviendas de turismo rural	14	2
2012	22907	Aínsa-Sobrarbe	IAEST	Apartamentos turísticos	239	47
2012	22907	Aínsa-Sobrarbe	IAEST	Campings y áreas de acampada	600	1
2012	22907	Aínsa-Sobrarbe	IAEST	Hoteles, hostales y similares	588	13
2012	22907	Aínsa-Sobrarbe	IAEST	Viviendas de turismo rural	246	35
2012	22908	Hoz y Costeán	IAEST	Apartamentos turísticos	0	0
2012	22908	Hoz y Costeán	IAEST	Campings y áreas de acampada	0	0
2012	22908	Hoz y Costeán	IAEST	Hoteles, hostales y similares	15	1
2012	22908	Hoz y Costeán	IAEST	Viviendas de turismo rural	0	0
2012	22909	Vencillón	IAEST	Apartamentos turísticos	0	0
2012	22909	Vencillón	IAEST	Campings y áreas de acampada	0	0
2012	22909	Vencillón	IAEST	Hoteles, hostales y similares	0	0
2012	22909	Vencillón	IAEST	Viviendas de turismo rural	0	0
2012	44001	Ababuj	IAEST	Apartamentos turísticos	0	0
2012	44001	Ababuj	IAEST	Campings y áreas de acampada	0	0
2012	44001	Ababuj	IAEST	Hoteles, hostales y similares	0	0
2012	44001	Ababuj	IAEST	Viviendas de turismo rural	0	0
2012	44002	Abejuela	IAEST	Apartamentos turísticos	0	0
2012	44002	Abejuela	IAEST	Campings y áreas de acampada	0	0
2012	44002	Abejuela	IAEST	Hoteles, hostales y similares	0	0
2012	44002	Abejuela	IAEST	Viviendas de turismo rural	25	3
2012	44003	Aguatón	IAEST	Apartamentos turísticos	0	0
2012	44003	Aguatón	IAEST	Campings y áreas de acampada	0	0
2012	44003	Aguatón	IAEST	Hoteles, hostales y similares	0	0
2012	44003	Aguatón	IAEST	Viviendas de turismo rural	0	0
2012	44004	Aguaviva	IAEST	Apartamentos turísticos	0	0
2012	44004	Aguaviva	IAEST	Campings y áreas de acampada	0	0
2012	44004	Aguaviva	IAEST	Hoteles, hostales y similares	46	1
2012	44004	Aguaviva	IAEST	Viviendas de turismo rural	12	1
2012	44005	Aguilar del Alfambra	IAEST	Apartamentos turísticos	0	0
2012	44005	Aguilar del Alfambra	IAEST	Campings y áreas de acampada	0	0
2012	44005	Aguilar del Alfambra	IAEST	Hoteles, hostales y similares	0	0
2012	44005	Aguilar del Alfambra	IAEST	Viviendas de turismo rural	0	0
2012	44006	Alacón	IAEST	Apartamentos turísticos	0	0
2012	44006	Alacón	IAEST	Campings y áreas de acampada	0	0
2012	44006	Alacón	IAEST	Hoteles, hostales y similares	0	0
2012	44006	Alacón	IAEST	Viviendas de turismo rural	0	0
2012	44007	Alba	IAEST	Apartamentos turísticos	0	0
2012	44007	Alba	IAEST	Campings y áreas de acampada	0	0
2012	44007	Alba	IAEST	Hoteles, hostales y similares	0	0
2012	44007	Alba	IAEST	Viviendas de turismo rural	6	1
2012	44008	Albalate del Arzobispo	IAEST	Apartamentos turísticos	0	0
2012	44008	Albalate del Arzobispo	IAEST	Campings y áreas de acampada	0	0
2012	44008	Albalate del Arzobispo	IAEST	Hoteles, hostales y similares	0	0
2012	44008	Albalate del Arzobispo	IAEST	Viviendas de turismo rural	0	0
2012	44009	Albarracín	IAEST	Apartamentos turísticos	89	27
2012	44009	Albarracín	IAEST	Campings y áreas de acampada	306	1
2012	44009	Albarracín	IAEST	Hoteles, hostales y similares	644	22
2012	44009	Albarracín	IAEST	Viviendas de turismo rural	0	0
2012	44010	Albentosa	IAEST	Apartamentos turísticos	0	0
2012	44010	Albentosa	IAEST	Campings y áreas de acampada	0	0
2012	44010	Albentosa	IAEST	Hoteles, hostales y similares	84	2
2012	44010	Albentosa	IAEST	Viviendas de turismo rural	48	7
2012	44011	Alcaine	IAEST	Apartamentos turísticos	0	0
2012	44011	Alcaine	IAEST	Campings y áreas de acampada	0	0
2012	44011	Alcaine	IAEST	Hoteles, hostales y similares	0	0
2012	44011	Alcaine	IAEST	Viviendas de turismo rural	19	2
2012	44012	Alcalá de la Selva	IAEST	Apartamentos turísticos	85	19
2012	44012	Alcalá de la Selva	IAEST	Campings y áreas de acampada	232	1
2012	44012	Alcalá de la Selva	IAEST	Hoteles, hostales y similares	204	6
2012	44012	Alcalá de la Selva	IAEST	Viviendas de turismo rural	32	4
2012	44013	Alcañiz	IAEST	Apartamentos turísticos	0	0
2012	44013	Alcañiz	IAEST	Campings y áreas de acampada	400	1
2012	44013	Alcañiz	IAEST	Hoteles, hostales y similares	505	7
2012	44013	Alcañiz	IAEST	Viviendas de turismo rural	59	7
2012	44014	Alcorisa	IAEST	Apartamentos turísticos	0	0
2012	44014	Alcorisa	IAEST	Campings y áreas de acampada	0	0
2012	44014	Alcorisa	IAEST	Hoteles, hostales y similares	97	5
2012	44014	Alcorisa	IAEST	Viviendas de turismo rural	0	0
2012	44016	Alfambra	IAEST	Apartamentos turísticos	0	0
2012	44016	Alfambra	IAEST	Campings y áreas de acampada	0	0
2012	44016	Alfambra	IAEST	Hoteles, hostales y similares	0	0
2012	44016	Alfambra	IAEST	Viviendas de turismo rural	38	3
2012	44017	Aliaga	IAEST	Apartamentos turísticos	0	0
2012	44017	Aliaga	IAEST	Campings y áreas de acampada	80	1
2012	44017	Aliaga	IAEST	Hoteles, hostales y similares	18	1
2012	44017	Aliaga	IAEST	Viviendas de turismo rural	14	2
2012	44018	Almohaja	IAEST	Apartamentos turísticos	0	0
2012	44018	Almohaja	IAEST	Campings y áreas de acampada	0	0
2012	44018	Almohaja	IAEST	Hoteles, hostales y similares	0	0
2012	44018	Almohaja	IAEST	Viviendas de turismo rural	0	0
2012	44019	Alobras	IAEST	Apartamentos turísticos	0	0
2012	44019	Alobras	IAEST	Campings y áreas de acampada	0	0
2012	44019	Alobras	IAEST	Hoteles, hostales y similares	0	0
2012	44019	Alobras	IAEST	Viviendas de turismo rural	0	0
2012	44020	Alpeñés	IAEST	Apartamentos turísticos	0	0
2012	44020	Alpeñés	IAEST	Campings y áreas de acampada	0	0
2012	44020	Alpeñés	IAEST	Hoteles, hostales y similares	0	0
2012	44020	Alpeñés	IAEST	Viviendas de turismo rural	0	0
2012	44021	Allepuz	IAEST	Apartamentos turísticos	0	0
2012	44021	Allepuz	IAEST	Campings y áreas de acampada	0	0
2012	44021	Allepuz	IAEST	Hoteles, hostales y similares	91	4
2012	44021	Allepuz	IAEST	Viviendas de turismo rural	0	0
2012	44022	Alloza	IAEST	Apartamentos turísticos	0	0
2012	44022	Alloza	IAEST	Campings y áreas de acampada	0	0
2012	44022	Alloza	IAEST	Hoteles, hostales y similares	8	1
2012	44022	Alloza	IAEST	Viviendas de turismo rural	9	1
2012	44023	Allueva	IAEST	Apartamentos turísticos	0	0
2012	44023	Allueva	IAEST	Campings y áreas de acampada	0	0
2012	44023	Allueva	IAEST	Hoteles, hostales y similares	0	0
2012	44023	Allueva	IAEST	Viviendas de turismo rural	0	0
2012	44024	Anadón	IAEST	Apartamentos turísticos	0	0
2012	44024	Anadón	IAEST	Campings y áreas de acampada	0	0
2012	44024	Anadón	IAEST	Hoteles, hostales y similares	0	0
2012	44024	Anadón	IAEST	Viviendas de turismo rural	0	0
2012	44025	Andorra	IAEST	Apartamentos turísticos	0	0
2012	44025	Andorra	IAEST	Campings y áreas de acampada	0	0
2012	44025	Andorra	IAEST	Hoteles, hostales y similares	224	5
2012	44025	Andorra	IAEST	Viviendas de turismo rural	0	0
2012	44026	Arcos de las Salinas	IAEST	Apartamentos turísticos	0	0
2012	44026	Arcos de las Salinas	IAEST	Campings y áreas de acampada	0	0
2012	44026	Arcos de las Salinas	IAEST	Hoteles, hostales y similares	38	1
2012	44026	Arcos de las Salinas	IAEST	Viviendas de turismo rural	0	0
2012	44027	Arens de Lledó	IAEST	Apartamentos turísticos	0	0
2012	44027	Arens de Lledó	IAEST	Campings y áreas de acampada	0	0
2012	44027	Arens de Lledó	IAEST	Hoteles, hostales y similares	14	1
2012	44027	Arens de Lledó	IAEST	Viviendas de turismo rural	12	1
2012	44028	Argente	IAEST	Apartamentos turísticos	0	0
2012	44028	Argente	IAEST	Campings y áreas de acampada	0	0
2012	44028	Argente	IAEST	Hoteles, hostales y similares	7	1
2012	44028	Argente	IAEST	Viviendas de turismo rural	0	0
2012	44029	Ariño	IAEST	Apartamentos turísticos	0	0
2012	44029	Ariño	IAEST	Campings y áreas de acampada	0	0
2012	44029	Ariño	IAEST	Hoteles, hostales y similares	17	1
2012	44029	Ariño	IAEST	Viviendas de turismo rural	0	0
2012	44031	Azaila	IAEST	Apartamentos turísticos	0	0
2012	44031	Azaila	IAEST	Campings y áreas de acampada	0	0
2012	44031	Azaila	IAEST	Hoteles, hostales y similares	0	0
2012	44031	Azaila	IAEST	Viviendas de turismo rural	0	0
2012	44032	Bádenas	IAEST	Apartamentos turísticos	0	0
2012	44032	Bádenas	IAEST	Campings y áreas de acampada	0	0
2012	44032	Bádenas	IAEST	Hoteles, hostales y similares	0	0
2012	44032	Bádenas	IAEST	Viviendas de turismo rural	0	0
2012	44033	Báguena	IAEST	Apartamentos turísticos	0	0
2012	44033	Báguena	IAEST	Campings y áreas de acampada	0	0
2012	44033	Báguena	IAEST	Hoteles, hostales y similares	0	0
2012	44033	Báguena	IAEST	Viviendas de turismo rural	17	2
2012	44034	Bañón	IAEST	Apartamentos turísticos	0	0
2012	44034	Bañón	IAEST	Campings y áreas de acampada	0	0
2012	44034	Bañón	IAEST	Hoteles, hostales y similares	0	0
2012	44034	Bañón	IAEST	Viviendas de turismo rural	11	2
2012	44035	Barrachina	IAEST	Apartamentos turísticos	0	0
2012	44035	Barrachina	IAEST	Campings y áreas de acampada	0	0
2012	44035	Barrachina	IAEST	Hoteles, hostales y similares	0	0
2012	44035	Barrachina	IAEST	Viviendas de turismo rural	12	1
2012	44036	Bea	IAEST	Apartamentos turísticos	0	0
