Municipio código	Municipio nombre	Año	Votos	Siglas
50095	Ejea de los Caballeros	2015	6891	PP-PAR
22125	Huesca	2011	6822	CHA-IU
22130	Jaca	2008	6795	PP
22061	Binéfar	2011	6780	PP-PAR
50074	Caspe	2008	6747	PSOE
50251	Tarazona	2016	6708	PP-PAR
50272	Utebo	2011	6640	PSOE
22112	Fraga	2015	6620	PP-PAR
22048	Barbastro	2019	6453	PP
22061	Binéfar	2008	6410	PSOE
22048	Barbastro	2016	6354	PSOE
50089	Cuarte de Huerva	2016	6331	PP-PAR
22158	Monzón	2016	6316	PSOE
50272	Utebo	2019	6308	Cs
22048	Barbastro	2015	6267	PSOE
44216	Teruel	2019	6252	VOX
50067	Calatayud	2015	6237	PSOE
22130	Jaca	2016	6182	PP-PAR
22158	Monzón	2015	6140	PSOE
50272	Utebo	2015	6102	PP-PAR
22048	Barbastro	2019	6041	Cs
50251	Tarazona	2015	6013	PP-PAR
50251	Tarazona	2019	5990	PSOE
50272	Utebo	2016	5978	PSOE
44216	Teruel	2019	5801	PODEMOS-IU-EQUO
22199	Sabiñánigo	2019	5761	PSOE
50252	Tauste	2011	5756	PP-PAR
50297	Zaragoza	2008	5706	LV
44013	Alcañiz	2011	5705	PSOE
22130	Jaca	2011	5685	PSOE
44013	Alcañiz	2019	5632	PP
50298	Zuera	2011	5571	PP-PAR
22112	Fraga	2011	5563	PSOE
50272	Utebo	2015	5553	PSOE
22199	Sabiñánigo	2011	5547	PP-PAR
50089	Cuarte de Huerva	2019	5535	Cs
22125	Huesca	2015	5513	IU-CHA-UPeC
50008	Alagón	2008	5417	PSOE
22112	Fraga	2019	5414	PSOE
22061	Binéfar	2008	5409	PP
22130	Jaca	2015	5398	PP-PAR
22158	Monzón	2019	5309	PP
50298	Zuera	2008	5276	PSOE
50252	Tauste	2008	5252	PSOE
44013	Alcañiz	2016	5185	PSOE
50089	Cuarte de Huerva	2015	5142	PP-PAR
22061	Binéfar	2016	5140	PP-PAR
50067	Calatayud	2019	5131	Cs
50251	Tarazona	2011	5110	PSOE
50074	Caspe	2011	5106	PP-PAR
44216	Teruel	2019	5092	PSOE
50272	Utebo	2016	5037	PODEMOS-IU-EQUO
22112	Fraga	2015	5016	PSOE
50025	Almunia de Doña Godina (La)	2011	5005	PP-PAR
50298	Zuera	2008	4967	PP
44013	Alcañiz	2015	4961	PSOE
50252	Tauste	2016	4939	PP-PAR
44013	Alcañiz	2019	4876	Cs
22199	Sabiñánigo	2011	4856	PSOE
22130	Jaca	2016	4851	PSOE
50272	Utebo	2015	4820	PODEMOS
22112	Fraga	2019	4756	PP
50252	Tauste	2008	4698	PP
50297	Zaragoza	2016	4691	UPyD
22112	Fraga	2016	4689	PSOE
44025	Andorra	2011	4627	PP-PAR
22061	Binéfar	2015	4608	PP-PAR
22130	Jaca	2019	4558	PP
50272	Utebo	2015	4529	C's
50095	Ejea de los Caballeros	2019	4490	PP
22130	Jaca	2015	4477	PSOE
50074	Caspe	2019	4418	PSOE
22158	Monzón	2019	4416	Cs
50251	Tarazona	2019	4411	PP
22112	Fraga	2019	4409	Cs
50252	Tauste	2015	4409	PP-PAR
22061	Binéfar	2019	4380	PSOE
22199	Sabiñánigo	2008	4335	PP
50298	Zuera	2016	4305	PP-PAR
22061	Binéfar	2011	4304	PSOE
44025	Andorra	2011	4277	PSOE
50025	Almunia de Doña Godina (La)	2008	4277	PSOE
50074	Caspe	2011	4259	PSOE
22199	Sabiñánigo	2016	4226	PSOE
50272	Utebo	2019	4218	PP
50089	Cuarte de Huerva	2015	4200	C's
22125	Huesca	2019	4188	VOX
50272	Utebo	2019	4178	PODEMOS-IU-EQUO
50089	Cuarte de Huerva	2019	4169	PSOE
50251	Tarazona	2016	4143	PSOE
50272	Utebo	2016	4128	C's
50089	Cuarte de Huerva	2008	4095	PP
22199	Sabiñánigo	2016	4077	PP-PAR
22158	Monzón	2016	4067	PODEMOS-IU-EQUO
50298	Zuera	2019	4054	PSOE
50297	Zaragoza	2019	4009	RECORTES CERO-GV
50095	Ejea de los Caballeros	2019	3939	Cs
22130	Jaca	2019	3918	Cs
50025	Almunia de Doña Godina (La)	2008	3905	PP
50095	Ejea de los Caballeros	2016	3897	PODEMOS-IU-EQUO
44025	Andorra	2016	3891	PSOE
50297	Zaragoza	2016	3867	RECORTES CERO-GRUPO VERDE
22130	Jaca	2016	3854	PODEMOS-IU-EQUO
50025	Almunia de Doña Godina (La)	2016	3852	PP-PAR
44025	Andorra	2008	3840	PP
50074	Caspe	2016	3840	PSOE
22125	Huesca	2008	3809	PAR
44013	Alcañiz	2016	3789	PODEMOS-IU-EQUO
50182	Muela (La)	2011	3772	PP-PAR
22199	Sabiñánigo	2015	3771	PSOE
44025	Andorra	2015	3769	PSOE
22158	Monzón	2015	3746	PODEMOS-Ahora Alto Aragón en Común
44216	Teruel	2011	3734	CHA-IU
50160	Mallén	2008	3726	PSOE
50074	Caspe	2016	3719	PP-PAR
50008	Alagón	2011	3681	PP-PAR
50074	Caspe	2015	3659	PSOE
50272	Utebo	2019	3657	VOX
50298	Zuera	2015	3643	PP-PAR
50089	Cuarte de Huerva	2016	3642	C's
50251	Tarazona	2015	3634	PSOE
50298	Zuera	2011	3629	PSOE
44013	Alcañiz	2015	3622	PODEMOS
50008	Alagón	2019	3614	PSOE
50099	Épila	2008	3613	PSOE
22199	Sabiñánigo	2015	3611	PP-PAR
50288	Villanueva de Gállego	2011	3605	PP-PAR
50067	Calatayud	2016	3587	C's
44050	Calamocha	2011	3586	PP-PAR
22048	Barbastro	2015	3576	C's
50182	Muela (La)	2008	3575	PP
50067	Calatayud	2016	3548	PODEMOS-IU-EQUO
50089	Cuarte de Huerva	2019	3544	PP
50074	Caspe	2008	3534	PP
50095	Ejea de los Caballeros	2015	3497	PODEMOS
50025	Almunia de Doña Godina (La)	2015	3488	PP-PAR
50089	Cuarte de Huerva	2019	3487	VOX
50055	Borja	2011	3485	PP-PAR
50252	Tauste	2011	3480	PSOE
50067	Calatayud	2015	3474	PODEMOS
50297	Zaragoza	2015	3471	RECORTES CERO-GRUPO VERDE
50008	Alagón	2011	3461	PSOE
22048	Barbastro	2016	3432	PODEMOS-IU-EQUO
50204	Pedrola	2008	3418	PSOE
22061	Binéfar	2019	3416	PP
44238	Utrillas	2008	3415	PSOE
50055	Borja	2008	3381	PSOE
50067	Calatayud	2015	3353	C's
50099	Épila	2011	3349	PP-PAR
22130	Jaca	2015	3348	PODEMOS-Ahora Alto Aragón en Común
50252	Tauste	2019	3321	PSOE
22158	Monzón	2019	3302	PODEMOS-IU-EQUO
50074	Caspe	2015	3298	PP-PAR
50115	Fuentes de Ebro	2008	3298	PSOE
22213	Sariñena	2011	3297	PP-PAR
50089	Cuarte de Huerva	2008	3290	PSOE
50067	Calatayud	2019	3283	VOX
50163	María de Huerva	2011	3280	PP-PAR
22125	Huesca	2008	3274	CHA
22213	Sariñena	2008	3242	PSOE
50219	Puebla de Alfindén (La)	2011	3225	PP-PAR
44013	Alcañiz	2015	3221	C's
44051	Calanda	2008	3217	PSOE
50115	Fuentes de Ebro	2011	3216	PP-PAR
44025	Andorra	2016	3203	PP-PAR
44216	Teruel	2008	3200	PAR
50298	Zuera	2016	3178	PSOE
22048	Barbastro	2016	3176	C's
50298	Zuera	2015	3171	PSOE
44051	Calanda	2011	3169	PP-PAR
22061	Binéfar	2016	3159	PSOE
22061	Binéfar	2015	3139	PSOE
50251	Tarazona	2019	3122	Cs
22125	Huesca	2008	3120	IU
50297	Zaragoza	2015	3105	VOX
50089	Cuarte de Huerva	2015	3075	PODEMOS
50089	Cuarte de Huerva	2016	3055	PODEMOS-IU-EQUO
22158	Monzón	2015	3054	C's
50252	Tauste	2019	3052	PP
50272	Utebo	2011	3044	CHA-IU
44076	Cella	2008	3014	PSOE
50160	Mallén	2011	3012	PSOE
50219	Puebla de Alfindén (La)	2008	3008	PSOE
50025	Almunia de Doña Godina (La)	2019	3000	PSOE
50126	Illueca	2011	2998	PP-PAR
44216	Teruel	2015	2954	IU-CHA-UPeC
22061	Binéfar	2019	2952	Cs
50095	Ejea de los Caballeros	2019	2926	PODEMOS-IU-EQUO
22130	Jaca	2019	2923	PODEMOS-IU-EQUO
44025	Andorra	2015	2921	PP-PAR
50298	Zuera	2019	2896	PP
50251	Tarazona	2016	2892	PODEMOS-IU-EQUO
22048	Barbastro	2015	2887	PODEMOS-Ahora Alto Aragón en Común
22225	Tamarite de Litera	2011	2885	PP-PAR
44013	Alcañiz	2008	2870	PAR
22112	Fraga	2015	2839	PODEMOS-Ahora Alto Aragón en Común
50074	Caspe	2019	2824	Cs
44050	Calamocha	2008	2797	PP
50288	Villanueva de Gállego	2008	2791	PP
50252	Tauste	2016	2781	PSOE
50008	Alagón	2016	2777	PP-PAR
50204	Pedrola	2011	2777	PSOE
22199	Sabiñánigo	2019	2775	Cs
22158	Monzón	2016	2763	C's
50288	Villanueva de Gállego	2016	2762	PP-PAR
44238	Utrillas	2011	2755	PSOE
22117	Graus	2011	2727	PP-PAR
50163	María de Huerva	2016	2718	PP-PAR
44050	Calamocha	2016	2716	PP-PAR
50008	Alagón	2016	2695	PSOE
22130	Jaca	2015	2693	C's
44013	Alcañiz	2019	2690	PODEMOS-IU-EQUO
44014	Alcorisa	2008	2685	PSOE
50204	Pedrola	2019	2681	PSOE
50008	Alagón	2015	2660	PSOE
50055	Borja	2016	2653	PP-PAR
22130	Jaca	2016	2650	C's
22199	Sabiñánigo	2015	2638	PODEMOS-Ahora Alto Aragón en Común
50066	Cadrete	2011	2633	PP-PAR
50025	Almunia de Doña Godina (La)	2015	2628	PSOE
50297	Zaragoza	2019	2622	FIA
50182	Muela (La)	2016	2620	PP-PAR
50252	Tauste	2015	2617	PSOE
22112	Fraga	2015	2613	C's
22112	Fraga	2016	2606	PODEMOS-IU-EQUO
22225	Tamarite de Litera	2008	2604	PSOE
50099	Épila	2019	2595	PSOE
50067	Calatayud	2019	2589	PODEMOS-IU-EQUO
44050	Calamocha	2008	2586	PSOE
22199	Sabiñánigo	2016	2583	PODEMOS-IU-EQUO
22199	Sabiñánigo	2019	2574	PP
50235	San Mateo de Gállego	2011	2571	PP-PAR
44013	Alcañiz	2016	2569	C's
50297	Zaragoza	2016	2569	VOX
50025	Almunia de Doña Godina (La)	2011	2568	PSOE
50089	Cuarte de Huerva	2016	2562	PSOE
50073	Cariñena	2011	2552	PP-PAR
50251	Tarazona	2019	2526	PODEMOS-IU-EQUO
22048	Barbastro	2019	2523	PODEMOS-IU-EQUO
50288	Villanueva de Gállego	2008	2522	PSOE
22213	Sariñena	2016	2497	PP-PAR
50251	Tarazona	2015	2486	PODEMOS
50099	Épila	2008	2478	PP
50115	Fuentes de Ebro	2015	2473	PP-PAR
50099	Épila	2011	2464	PSOE
50025	Almunia de Doña Godina (La)	2016	2460	PSOE
22021	Almudévar	2008	2454	PSOE
50089	Cuarte de Huerva	2011	2450	PSOE
50055	Borja	2015	2427	PP-PAR
50204	Pedrola	2016	2427	PSOE
44051	Calanda	2016	2423	PP-PAR
22117	Graus	2008	2417	PSOE
22225	Tamarite de Litera	2008	2413	PP
50008	Alagón	2016	2408	PODEMOS-IU-EQUO
44051	Calanda	2008	2405	PP
50095	Ejea de los Caballeros	2019	2405	VOX
50115	Fuentes de Ebro	2016	2405	PP-PAR
50209	Pinseque	2011	2403	PP-PAR
44013	Alcañiz	2019	2401	VOX
22213	Sariñena	2019	2395	PSOE
50298	Zuera	2019	2387	Cs
50099	Épila	2016	2379	PSOE
44013	Alcañiz	2019	2375	PSOE
44014	Alcorisa	2011	2375	PP-PAR
44076	Cella	2011	2356	PP-PAR
50055	Borja	2008	2356	PP
50219	Puebla de Alfindén (La)	2016	2353	PP-PAR
50099	Épila	2016	2351	PP-PAR
50099	Épila	2015	2342	PSOE
22117	Graus	2008	2339	PP
50204	Pedrola	2015	2339	PSOE
50219	Puebla de Alfindén (La)	2008	2339	PP
50219	Puebla de Alfindén (La)	2019	2337	PSOE
50288	Villanueva de Gállego	2015	2333	PP-PAR
50126	Illueca	2008	2331	PSOE
22213	Sariñena	2015	2329	PP-PAR
44076	Cella	2008	2326	PP
50163	María de Huerva	2008	2321	PSOE
50115	Fuentes de Ebro	2008	2320	PP
50089	Cuarte de Huerva	2015	2316	PSOE
50118	Gallur	2008	2314	PSOE
50089	Cuarte de Huerva	2019	2312	PODEMOS-IU-EQUO
22112	Fraga	2019	2311	PODEMOS-IU-EQUO
22213	Sariñena	2008	2303	PP
44238	Utrillas	2015	2303	PSOE
50008	Alagón	2015	2301	PP-PAR
50055	Borja	2019	2299	PSOE
44025	Andorra	2016	2289	PODEMOS-IU-EQUO
50165	Mequinenza	2008	2289	PSOE
50025	Almunia de Doña Godina (La)	2019	2283	PP
50068	Calatorao	2008	2279	PSOE
50074	Caspe	2019	2278	PP
50126	Illueca	2008	2278	PP
50068	Calatorao	2011	2272	PP-PAR
50115	Fuentes de Ebro	2019	2271	PSOE
44076	Cella	2011	2270	PSOE
50297	Zaragoza	2008	2266	C's
44216	Teruel	2008	2258	CHA
50115	Fuentes de Ebro	2011	2257	PSOE
50126	Illueca	2016	2257	PP-PAR
44051	Calanda	2015	2254	PP-PAR
50025	Almunia de Doña Godina (La)	2019	2254	Cs
50099	Épila	2015	2253	PP-PAR
44025	Andorra	2015	2240	PODEMOS
50208	Pina de Ebro	2008	2225	PSOE
44050	Calamocha	2015	2223	PP-PAR
50272	Utebo	2015	2216	IU-CHA-UPeC
22112	Fraga	2016	2202	C's
50297	Zaragoza	2011	2200	PUM+J
50903	Villamayor de Gállego	2008	2194	PSOE
50073	Cariñena	2008	2190	PSOE
50160	Mallén	2019	2187	PSOE
50163	María de Huerva	2015	2185	PP-PAR
50182	Muela (La)	2008	2185	PSOE
44238	Utrillas	2016	2184	PSOE
50219	Puebla de Alfindén (La)	2019	2180	Cs
22225	Tamarite de Litera	2016	2176	PP-PAR
50067	Calatayud	2008	2170	PAR
50066	Cadrete	2016	2167	PP-PAR
50163	María de Huerva	2019	2158	Cs
50073	Cariñena	2008	2154	PP
50163	María de Huerva	2008	2148	PP
50008	Alagón	2008	2145	PP
50115	Fuentes de Ebro	2015	2136	PSOE
50095	Ejea de los Caballeros	2011	2119	CHA-IU
50126	Illueca	2015	2117	PP-PAR
22225	Tamarite de Litera	2015	2109	PP-PAR
22061	Binéfar	2015	2100	PODEMOS-Ahora Alto Aragón en Común
22125	Huesca	2008	2093	UPyD
50118	Gallur	2011	2086	PP-PAR
22117	Graus	2016	2085	PP-PAR
44008	Albalate del Arzobispo	2008	2073	PSOE
22061	Binéfar	2016	2067	PODEMOS-IU-EQUO
22199	Sabiñánigo	2019	2067	PODEMOS-IU-EQUO
44051	Calanda	2011	2060	PSOE
50235	San Mateo de Gállego	2008	2059	PSOE
50118	Gallur	2019	2047	PSOE
50073	Cariñena	2016	2044	PP-PAR
50903	Villamayor de Gállego	2011	2043	PP-PAR
50182	Muela (La)	2015	2042	PP-PAR
50008	Alagón	2015	2037	PODEMOS
50219	Puebla de Alfindén (La)	2015	2030	PP-PAR
50008	Alagón	2019	2028	Cs
44014	Alcorisa	2008	2023	PP
50118	Gallur	2011	2007	PSOE
22117	Graus	2015	1997	PP-PAR
44025	Andorra	2019	1992	Cs
22158	Monzón	2011	1991	CHA-IU
50209	Pinseque	2008	1991	PSOE
50160	Mallén	2011	1990	PP-PAR
50008	Alagón	2019	1989	PODEMOS-IU-EQUO
50055	Borja	2011	1987	PSOE
44076	Cella	2016	1985	PP-PAR
50074	Caspe	2015	1983	PODEMOS
50251	Tarazona	2015	1975	C's
50062	Burgo de Ebro (El)	2008	1974	PSOE
50160	Mallén	2015	1971	PSOE
22061	Binéfar	2015	1969	C's
44025	Andorra	2019	1958	PP
50209	Pinseque	2008	1955	PP
50066	Cadrete	2008	1954	PP
50115	Fuentes de Ebro	2016	1953	PSOE
22213	Sariñena	2011	1952	PSOE
50038	Ateca	2008	1946	PSOE
50095	Ejea de los Caballeros	2016	1910	C's
50251	Tarazona	2016	1905	C's
50094	Daroca	2011	1899	PP-PAR
44153	Monreal del Campo	2008	1898	PSOE
22213	Sariñena	2016	1885	PSOE
50068	Calatorao	2008	1884	PP
44051	Calanda	2019	1877	PP
22125	Huesca	2011	1876	UPyD
50095	Ejea de los Caballeros	2015	1876	C's
50288	Villanueva de Gállego	2019	1876	Cs
44076	Cella	2015	1870	PP-PAR
50066	Cadrete	2015	1866	PP-PAR
50074	Caspe	2008	1866	PAR
50152	Maella	2011	1859	PP-PAR
50235	San Mateo de Gállego	2008	1852	PP
50288	Villanueva de Gállego	2019	1846	PSOE
50073	Cariñena	2015	1843	PP-PAR
50017	Alfajarín	2011	1839	PP-PAR
50219	Puebla de Alfindén (La)	2015	1832	PODEMOS
22213	Sariñena	2015	1830	PSOE
50219	Puebla de Alfindén (La)	2011	1825	PSOE
22125	Huesca	2011	1819	EQUO
50209	Pinseque	2016	1807	PP-PAR
50118	Gallur	2016	1806	PSOE
44025	Andorra	2019	1802	PODEMOS-IU-EQUO
22021	Almudévar	2011	1800	PSOE
50160	Mallén	2016	1800	PSOE
22061	Binéfar	2019	1799	PODEMOS-IU-EQUO
50297	Zaragoza	2015	1795	Independientes-FIA
50225	Ricla	2011	1777	PP-PAR
50252	Tauste	2019	1776	Cs
44014	Alcorisa	2016	1775	PP-PAR
50163	María de Huerva	2019	1775	PSOE
50182	Muela (La)	2019	1769	Cs
44014	Alcorisa	2011	1765	PSOE
22116	Grañén	2008	1755	PSOE
50219	Puebla de Alfindén (La)	2016	1753	PODEMOS-IU-EQUO
50297	Zaragoza	2016	1750	Independientes-FIA
22021	Almudévar	2011	1749	PP-PAR
22021	Almudévar	2019	1749	PSOE
50074	Caspe	2016	1748	PODEMOS-IU-EQUO
44076	Cella	2016	1740	PSOE
22061	Binéfar	2016	1738	C's
50094	Daroca	2008	1735	PSOE
50272	Utebo	2008	1735	CHA
22125	Huesca	2015	1731	EB
44051	Calanda	2015	1726	PSOE
44051	Calanda	2016	1718	PSOE
50152	Maella	2008	1717	PSOE
44076	Cella	2015	1709	PSOE
50055	Borja	2016	1703	PSOE
50118	Gallur	2015	1691	PSOE
44008	Albalate del Arzobispo	2011	1688	PSOE
44050	Calamocha	2019	1685	PP
50073	Cariñena	2011	1684	PSOE
50235	San Mateo de Gállego	2016	1680	PP-PAR
44025	Andorra	2011	1676	CHA-IU
50165	Mequinenza	2011	1676	PP-PAR
44153	Monreal del Campo	2011	1664	PP-PAR
50160	Mallén	2008	1661	PP
50057	Brea de Aragón	2011	1654	PP-PAR
50152	Maella	2008	1652	PP
50204	Pedrola	2011	1636	PP-PAR
44122	Híjar	2008	1630	PSOE
22158	Monzón	2015	1628	IU-CHA-UPeC
50055	Borja	2015	1625	PSOE
50045	Belchite	2011	1621	PP-PAR
44014	Alcorisa	2015	1617	PP-PAR
22137	Lanaja	2008	1616	PSOE
50903	Villamayor de Gállego	2016	1613	PP-PAR
22225	Tamarite de Litera	2019	1610	PSOE
50068	Calatorao	2019	1610	PSOE
22130	Jaca	2011	1608	CHA-IU
50208	Pina de Ebro	2019	1600	PSOE
50182	Muela (La)	2019	1598	PSOE
50062	Burgo de Ebro (El)	2011	1597	PP-PAR
50209	Pinseque	2019	1590	PSOE
50222	Quinto	2008	1590	PSOE
50251	Tarazona	2011	1590	CHA-IU
44014	Alcorisa	2016	1583	PSOE
50163	María de Huerva	2016	1579	PODEMOS-IU-EQUO
50067	Calatayud	2011	1569	CHA-IU
44008	Albalate del Arzobispo	2011	1568	PP-PAR
22116	Grañén	2011	1566	PP-PAR
50068	Calatorao	2011	1565	PSOE
22199	Sabiñánigo	2015	1564	C's
50163	María de Huerva	2016	1564	C's
50209	Pinseque	2015	1563	PP-PAR
50219	Puebla de Alfindén (La)	2016	1562	PSOE
50163	María de Huerva	2019	1559	PP
44076	Cella	2019	1558	PP
50055	Borja	2019	1558	PP
50222	Quinto	2011	1558	PP-PAR
50073	Cariñena	2019	1555	PSOE
44246	Valderrobres	2011	1553	PP-PAR
50298	Zuera	2016	1551	PODEMOS-IU-EQUO
22254	Zaidín	2008	1546	PSOE
44014	Alcorisa	2015	1545	PSOE
50288	Villanueva de Gállego	2011	1545	PSOE
50068	Calatorao	2016	1544	PP-PAR
50223	Remolinos	2008	1537	PSOE
50038	Ateca	2011	1529	PP-PAR
50288	Villanueva de Gállego	2019	1529	PP
50298	Zuera	2015	1529	C's
50045	Belchite	2008	1528	PSOE
50235	San Mateo de Gállego	2015	1520	PP-PAR
22119	Gurrea de Gállego	2008	1514	PSOE
44013	Alcañiz	2011	1514	CHA-IU
50055	Borja	2019	1509	Cs
50182	Muela (La)	2019	1507	PP
50903	Villamayor de Gállego	2019	1501	PSOE
22117	Graus	2011	1500	PSOE
50095	Ejea de los Caballeros	2008	1500	PAR
50208	Pina de Ebro	2011	1495	PP-PAR
50235	San Mateo de Gállego	2019	1493	PSOE
44050	Calamocha	2016	1491	PSOE
44050	Calamocha	2019	1489	Cs
22119	Gurrea de Gállego	2011	1486	PP-PAR
22060	Binaced	2008	1481	PSOE
22117	Graus	2019	1480	PP
50219	Puebla de Alfindén (La)	2016	1478	C's
50163	María de Huerva	2015	1475	C's
50208	Pina de Ebro	2011	1474	PSOE
50057	Brea de Aragón	2008	1468	PSOE
22021	Almudévar	2008	1467	PP
50230	Sádaba	2008	1464	PSOE
50163	María de Huerva	2015	1463	PODEMOS
22052	Belver de Cinca	2008	1462	PSOE
50219	Puebla de Alfindén (La)	2015	1462	C's
50903	Villamayor de Gállego	2008	1462	PP
50219	Puebla de Alfindén (La)	2015	1458	PSOE
50297	Zaragoza	2019	1456	PUM+J
22048	Barbastro	2011	1454	CHA-IU
50126	Illueca	2019	1454	PSOE
50115	Fuentes de Ebro	2019	1453	PP
50240	Sástago	2008	1453	PSOE
50118	Gallur	2016	1452	PP-PAR
22048	Barbastro	2019	1448	VOX
22213	Sariñena	2019	1439	PP
50182	Muela (La)	2019	1438	VOX
50066	Cadrete	2008	1434	PSOE
50094	Daroca	2016	1433	PP-PAR
50297	Zaragoza	2011	1428	DeC
44216	Teruel	2008	1426	IU
22907	Aínsa-Sobrarbe	2011	1420	PP-PAR
50126	Illueca	2019	1418	PP
50008	Alagón	2019	1414	PP
22199	Sabiñánigo	2016	1409	C's
50298	Zuera	2019	1408	VOX
44122	Híjar	2011	1407	PP-PAR
22117	Graus	2019	1406	PSOE
44050	Calamocha	2011	1406	PSOE
44155	Montalbán	2008	1404	PSOE
50017	Alfajarín	2008	1403	PSOE
50068	Calatorao	2015	1402	PSOE
22225	Tamarite de Litera	2019	1399	PP
44025	Andorra	2015	1399	IU-CHA-UPeC
50118	Gallur	2015	1399	PP-PAR
