Número de miembros	Nº medio de miembros	Municipio codigo 	Municipio nombre	Nº hogares
5 personas	5	44082	Corbalán	1,113586311
7 o más personas	7	44082	Corbalán	1,1157884632
1 persona	1	44084	Cortes de Aragón	10,3037354045
2 personas	2	44084	Cortes de Aragón	8,2399474672
3 personas	3	44084	Cortes de Aragón	9,239378872
4 personas	4	44084	Cortes de Aragón	2,4909908581
5 personas	5	44084	Cortes de Aragón	1,4432493392
7 o más personas		44084	Cortes de Aragón	
1 persona	1	44085	Cosa	4,6645544976
2 personas	2	44085	Cosa	13,2873256379
3 personas	3	44085	Cosa	6,0989307864
4 personas	4	44085	Cosa	3,1160004669
7 o más personas		44085	Cosa	
1 persona	1	44086	Cretas	49,7122459063
2 personas	2	44086	Cretas	68,4045735501
3 personas	3	44086	Cretas	47,1976843085
4 personas	4	44086	Cretas	31,915231974
5 personas	5	44086	Cretas	20,3505464107
6 personas	6	44086	Cretas	4,1850395071
7 o más personas	7	44086	Cretas	1,3968822053
1 persona	1	44087	Crivillén	7,8214398334
2 personas	2	44087	Crivillén	10,6593774686
3 personas	3	44087	Crivillén	7,763473115
4 personas	4	44087	Crivillén	4,0433736617
5 personas	5	44087	Crivillén	2,7972888468
6 personas	6	44087	Crivillén	1,1097448
7 o más personas		44087	Crivillén	
1 persona	1	44088	Cuba (La)	8,0079336756
2 personas	2	44088	Cuba (La)	1,694309183
3 personas	3	44088	Cuba (La)	4,9617577713
4 personas	4	44088	Cuba (La)	5,5747207423
7 o más personas		44088	Cuba (La)	
1 persona	1	44089	Cubla	8,9691431091
2 personas	2	44089	Cubla	10,3582211861
3 personas	3	44089	Cubla	6,780063589
4 personas	4	44089	Cubla	1,148976535
5 personas	5	44089	Cubla	2,2756635223
7 o más personas		44089	Cubla	
1 persona	1	44090	Cucalón	16,3014096514
2 personas	2	44090	Cucalón	13,4573007287
3 personas	3	44090	Cucalón	11,3511437352
4 personas	4	44090	Cucalón	7,3865727835
7 o más personas		44090	Cucalón	
1 persona	1	44092	Cuervo (El)	15,6503231526
2 personas	2	44092	Cuervo (El)	17,0082197639
3 personas	3	44092	Cuervo (El)	6,6182114612
4 personas	4	44092	Cuervo (El)	4,1558433672
5 personas	5	44092	Cuervo (El)	1,0697507705
7 o más personas		44092	Cuervo (El)	
1 persona	1	44093	Cuevas de Almudén	10,7517230137
2 personas	2	44093	Cuevas de Almudén	7,9925042599
3 personas	3	44093	Cuevas de Almudén	14,4119204772
4 personas	4	44093	Cuevas de Almudén	15,9624801756
5 personas	5	44093	Cuevas de Almudén	1,0059769896
6 personas	6	44093	Cuevas de Almudén	1,7160931879
7 o más personas		44093	Cuevas de Almudén	
1 persona	1	44094	Cuevas Labradas	15,4209703741
2 personas	2	44094	Cuevas Labradas	19,7041267343
3 personas	3	44094	Cuevas Labradas	5,9988642839
4 personas	4	44094	Cuevas Labradas	9,3283619276
5 personas	5	44094	Cuevas Labradas	3,1721471191
7 o más personas		44094	Cuevas Labradas	
1 persona	1	44096	Ejulve	21,2469630098
2 personas	2	44096	Ejulve	25,6262270599
3 personas	3	44096	Ejulve	20,0081115923
4 personas	4	44096	Ejulve	10,6554617791
5 personas	5	44096	Ejulve	5,8614386896
7 o más personas		44096	Ejulve	
1 persona	1	44097	Escorihuela	20,2349091746
2 personas	2	44097	Escorihuela	41,0258725982
3 personas	3	44097	Escorihuela	15,1450920667
4 personas	4	44097	Escorihuela	5,379822547
5 personas	5	44097	Escorihuela	2,7219177242
7 o más personas		44097	Escorihuela	
1 persona	1	44099	Escucha	81,0613603023
2 personas	2	44099	Escucha	81,7564782303
3 personas	3	44099	Escucha	65,3631316747
4 personas	4	44099	Escucha	67,9308080967
5 personas	5	44099	Escucha	44,6462699392
7 o más personas	7,82321632837213	44099	Escucha	6,3503233628
1 persona	1	44100	Estercuel	19,0403134702
2 personas	2	44100	Estercuel	18,228519682
3 personas	3	44100	Estercuel	18,0329353947
4 personas	4	44100	Estercuel	29,5009642256
5 personas	5	44100	Estercuel	7,0094459617
6 personas	6	44100	Estercuel	0,4320368618
7 o más personas		44100	Estercuel	
1 persona	1	44101	Ferreruela de Huerva	14,3785928228
2 personas	2	44101	Ferreruela de Huerva	11,5269398999
3 personas	3	44101	Ferreruela de Huerva	4,0092042701
6 personas	6	44101	Ferreruela de Huerva	3,6383781217
7 o más personas		44101	Ferreruela de Huerva	
1 persona	1	44102	Fonfría	3,2779228637
2 personas	2	44102	Fonfría	5,6804465574
3 personas	3	44102	Fonfría	3,6982960502
4 personas	4	44102	Fonfría	0,9583351457
7 o más personas		44102	Fonfría	
1 persona	1	44103	Formiche Alto	18,6937894979
2 personas	2	44103	Formiche Alto	18,141735522
3 personas	3	44103	Formiche Alto	13,2169926311
4 personas	4	44103	Formiche Alto	12,4580865405
5 personas	5	44103	Formiche Alto	3,3843284804
6 personas	6	44103	Formiche Alto	1,6592870508
7 o más personas		44103	Formiche Alto	
1 persona	1	44105	Fórnoles	19,2022133491
2 personas	2	44105	Fórnoles	17,8815390061
3 personas	3	44105	Fórnoles	6,0956828252
4 personas	4	44105	Fórnoles	1,4893374397
5 personas	5	44105	Fórnoles	4,4328282346
7 o más personas		44105	Fórnoles	
1 persona	1	44106	Fortanete	32,7405049701
2 personas	2	44106	Fortanete	38,6019588821
3 personas	3	44106	Fortanete	11,4154516327
4 personas	4	44106	Fortanete	11,1073578939
5 personas	5	44106	Fortanete	2,2762140508
6 personas	6	44106	Fortanete	2,9783348221
7 o más personas		44106	Fortanete	
1 persona	1	44107	Foz-Calanda	36,5894521606
2 personas	2	44107	Foz-Calanda	43,3866169165
3 personas	3	44107	Foz-Calanda	11,5978402349
4 personas	4	44107	Foz-Calanda	19,2445694706
5 personas	5	44107	Foz-Calanda	9,8701210235
7 o más personas		44107	Foz-Calanda	
1 persona	1	44108	Fresneda (La)	47,2809207062
2 personas	2	44108	Fresneda (La)	79,6463406936
3 personas	3	44108	Fresneda (La)	47,3565006615
4 personas	4	44108	Fresneda (La)	32,6617455166
7 o más personas		44108	Fresneda (La)	
1 persona	1	44109	Frías de Albarracín	19,0366269595
2 personas	2	44109	Frías de Albarracín	9,8725057624
3 personas	3	44109	Frías de Albarracín	6,4695986696
4 personas	4	44109	Frías de Albarracín	15,7684730457
5 personas	5	44109	Frías de Albarracín	5,0889346492
6 personas	6	44109	Frías de Albarracín	1,4932859427
7 o más personas		44109	Frías de Albarracín	
1 persona	1	44110	Fuenferrada	5,0923052699
2 personas	2	44110	Fuenferrada	15,6309319933
3 personas	3	44110	Fuenferrada	2,0291395581
4 personas	4	44110	Fuenferrada	2,7290788247
5 personas	5	44110	Fuenferrada	1,5782237133
7 o más personas		44110	Fuenferrada	
1 persona	1	44111	Fuentes Calientes	4,2695019766
2 personas	2	44111	Fuentes Calientes	17,1227387893
3 personas	3	44111	Fuentes Calientes	17,4922521086
4 personas	4	44111	Fuentes Calientes	3,9026090792
5 personas	5	44111	Fuentes Calientes	1,230347291
6 personas	6	44111	Fuentes Calientes	0,5864596018
7 o más personas		44111	Fuentes Calientes	
1 persona	1	44112	Fuentes Claras	86,5495244454
2 personas	2	44112	Fuentes Claras	81,5401204369
3 personas	3	44112	Fuentes Claras	52,169606685
4 personas	4	44112	Fuentes Claras	26,7931650364
5 personas	5	44112	Fuentes Claras	2,7251329737
6 personas	6	44112	Fuentes Claras	6,8000390718
7 o más personas		44112	Fuentes Claras	
1 persona	1	44113	Fuentes de Rubielos	19,3083473521
2 personas	2	44113	Fuentes de Rubielos	13,1542683252
3 personas	3	44113	Fuentes de Rubielos	6,6529427162
4 personas	4	44113	Fuentes de Rubielos	10,4167731022
5 personas	5	44113	Fuentes de Rubielos	2,8625485951
6 personas	6	44113	Fuentes de Rubielos	1,1393384355
7 o más personas		44113	Fuentes de Rubielos	
1 persona	1	44114	Fuentespalda	39,107506803
2 personas	2	44114	Fuentespalda	35,9364944374
3 personas	3	44114	Fuentespalda	35,9105020802
4 personas	4	44114	Fuentespalda	22,5754019207
6 personas	6	44114	Fuentespalda	1,3116518978
7 o más personas		44114	Fuentespalda	
1 persona	1	44115	Galve	16,6237635977
2 personas	2	44115	Galve	20,0234240422
3 personas	3	44115	Galve	16,0200086265
4 personas	4	44115	Galve	9,7446432823
5 personas	5	44115	Galve	5,3008579052
7 o más personas		44115	Galve	
1 persona	1	44116	Gargallo	11,0570623401
2 personas	2	44116	Gargallo	12,8379257251
3 personas	3	44116	Gargallo	6,7849302752
4 personas	4	44116	Gargallo	13,1213821107
5 personas	5	44116	Gargallo	2,8853533884
7 o más personas		44116	Gargallo	
1 persona	1	44117	Gea de Albarracín	40,4272435823
2 personas	2	44117	Gea de Albarracín	47,8109246157
3 personas	3	44117	Gea de Albarracín	44,9067790066
4 personas	4	44117	Gea de Albarracín	25,1114730165
5 personas	5	44117	Gea de Albarracín	7,7275902014
7 o más personas		44117	Gea de Albarracín	
1 persona	1	44118	Ginebrosa (La)	29,4993883564
2 personas	2	44118	Ginebrosa (La)	30,9878868281
3 personas	3	44118	Ginebrosa (La)	18,3644229266
4 personas	4	44118	Ginebrosa (La)	13,0845179744
5 personas	5	44118	Ginebrosa (La)	1,9152455123
6 personas	6	44118	Ginebrosa (La)	1,5140524099
7 o más personas		44118	Ginebrosa (La)	
1 persona	1	44119	Griegos	20,0223704148
2 personas	2	44119	Griegos	19,1208789066
3 personas	3	44119	Griegos	8,1298301928
4 personas	4	44119	Griegos	12,6870886249
5 personas	5	44119	Griegos	1,3196053388
7 o más personas		44119	Griegos	
1 persona	1	44120	Guadalaviar	32,8437807218
2 personas	2	44120	Guadalaviar	37,5229958123
3 personas	3	44120	Guadalaviar	13,5534406429
4 personas	4	44120	Guadalaviar	17,0852521884
5 personas	5	44120	Guadalaviar	4,6272828089
7 o más personas		44120	Guadalaviar	
1 persona	1	44121	Gúdar	4,4583490552
2 personas	2	44121	Gúdar	11,2893796758
3 personas	3	44121	Gúdar	4,4658789612
4 personas	4	44121	Gúdar	7,8725233701
5 personas	5	44121	Gúdar	1,4150322459
7 o más personas		44121	Gúdar	
1 persona	1	44122	Híjar	164,9020137041
2 personas	2	44122	Híjar	256,9202556982
3 personas	3	44122	Híjar	125,1251285979
4 personas	4	44122	Híjar	151,6131384587
5 personas	5	44122	Híjar	26,36818925
7 o más personas		44122	Híjar	
1 persona	1	44123	Hinojosa de Jarque	14,9379348293
2 personas	2	44123	Hinojosa de Jarque	14,1227055157
3 personas	3	44123	Hinojosa de Jarque	13,6462555298
4 personas	4	44123	Hinojosa de Jarque	6,8914899736
5 personas	5	44123	Hinojosa de Jarque	4,2484267038
6 personas	6	44123	Hinojosa de Jarque	1,4481536364
7 o más personas	7	44123	Hinojosa de Jarque	1,6700796281
1 persona	1	44124	Hoz de la Vieja (La)	13,0156886626
2 personas	2	44124	Hoz de la Vieja (La)	17,4979665978
3 personas	3	44124	Hoz de la Vieja (La)	3,8845498293
4 personas	4	44124	Hoz de la Vieja (La)	5,0836821633
7 o más personas		44124	Hoz de la Vieja (La)	
1 persona	1	44125	Huesa del Común	21,8475681616
2 personas	2	44125	Huesa del Común	17,7584176058
3 personas	3	44125	Huesa del Común	4,2879568322
4 personas	4	44125	Huesa del Común	3,9741963972
7 o más personas		44125	Huesa del Común	
1 persona	1	44126	Iglesuela del Cid (La)	69,0162480656
2 personas	2	44126	Iglesuela del Cid (La)	42,4139953329
3 personas	3	44126	Iglesuela del Cid (La)	21,1060129421
4 personas	4	44126	Iglesuela del Cid (La)	40,2560393392
5 personas	5	44126	Iglesuela del Cid (La)	5,086555378
6 personas	6	44126	Iglesuela del Cid (La)	9,243456764
7 o más personas	7	44126	Iglesuela del Cid (La)	3,56174421
1 persona	1	44127	Jabaloyas	15,0224120624
2 personas	2	44127	Jabaloyas	12,5940082536
3 personas	3	44127	Jabaloyas	4,5770064906
4 personas	4	44127	Jabaloyas	8,1803880052
7 o más personas		44127	Jabaloyas	
1 persona	1	44128	Jarque de la Val	10,3180492845
2 personas	2	44128	Jarque de la Val	10,485510603
3 personas	3	44128	Jarque de la Val	11,4443789787
4 personas	4	44128	Jarque de la Val	3,4343785721
5 personas	5	44128	Jarque de la Val	2,3899926728
7 o más personas		44128	Jarque de la Val	
1 persona	1	44129	Jatiel	8,204078566
2 personas	2	44129	Jatiel	3,3917580919
3 personas	3	44129	Jatiel	5,0853106624
4 personas	4	44129	Jatiel	4,6891183159
7 o más personas		44129	Jatiel	
1 persona	1	44130	Jorcas	5,7502494352
2 personas	2	44130	Jorcas	6,9985790001
3 personas	3	44130	Jorcas	5,5245748011
6 personas	6	44130	Jorcas	1,1131446935
7 o más personas		44130	Jorcas	
1 persona	1	44131	Josa	5,7751555503
2 personas	2	44131	Josa	4,3022681673
3 personas	3	44131	Josa	1,3221280614
5 personas	5	44131	Josa	0,7725258888
6 personas	6	44131	Josa	2,7985490811
7 o más personas		44131	Josa	
1 persona	1	44132	Lagueruela	16,9175975454
2 personas	2	44132	Lagueruela	16,4690609525
3 personas	3	44132	Lagueruela	6,0480935166
7 o más personas		44132	Lagueruela	
1 persona	1	44133	Lanzuela	4,1209650857
2 personas	2	44133	Lanzuela	9,2203023509
3 personas	3	44133	Lanzuela	2,2493717638
7 o más personas		44133	Lanzuela	
1 persona	1	44135	Libros	33,723834403
2 personas	2	44135	Libros	35,8277060469
3 personas	3	44135	Libros	10,315141909
4 personas	4	44135	Libros	2,168831944
7 o más personas		44135	Libros	
1 persona	1	44136	Lidón	8,633198706
2 personas	2	44136	Lidón	4,7980016689
3 personas	3	44136	Lidón	2,6081330438
4 personas	4	44136	Lidón	2,3252788237
7 o más personas	7	44136	Lidón	2,7078526585
1 persona	1	44137	Linares de Mora	47,3074989461
2 personas	2	44137	Linares de Mora	22,7381264927
3 personas	3	44137	Linares de Mora	6,5049057212
4 personas	4	44137	Linares de Mora	27,9634193176
5 personas	5	44137	Linares de Mora	8,2605493868
6 personas	6	44137	Linares de Mora	2,4930894107
7 o más personas		44137	Linares de Mora	
1 persona	1	44138	Loscos	35,6469508687
2 personas	2	44138	Loscos	26,5944538557
3 personas	3	44138	Loscos	16,5620473204
4 personas	4	44138	Loscos	4,4838168956
5 personas	5	44138	Loscos	0,989254467
6 personas	6	44138	Loscos	1,536606657
7 o más personas		44138	Loscos	
1 persona	1	44141	Lledó	15,0048185887
2 personas	2	44141	Lledó	14,6711601357
3 personas	3	44141	Lledó	18,6038046313
4 personas	4	44141	Lledó	8,2784268306
5 personas	5	44141	Lledó	6,3343731792
7 o más personas		44141	Lledó	
1 persona	1	44142	Maicas	10,8761700905
2 personas	2	44142	Maicas	8,6468764666
3 personas	3	44142	Maicas	1,0564977838
4 personas	4	44142	Maicas	1,8381353909
7 o más personas		44142	Maicas	
1 persona	1	44143	Manzanera	65,6039218991
2 personas	2	44143	Manzanera	56,7515714681
3 personas	3	44143	Manzanera	44,8755597342
4 personas	4	44143	Manzanera	51,3562926581
5 personas	5	44143	Manzanera	2,3337784109
6 personas	6	44143	Manzanera	3,616895289
7 o más personas		44143	Manzanera	
1 persona	1	44144	Martín del Río	44,8719781885
2 personas	2	44144	Martín del Río	40,0716651825
3 personas	3	44144	Martín del Río	42,1057892422
4 personas	4	44144	Martín del Río	37,092976599
5 personas	5	44144	Martín del Río	2,3604434677
6 personas	6	44144	Martín del Río	2,3459212484
7 o más personas		44144	Martín del Río	
1 persona	1	44145	Mas de las Matas	147,8930781598
2 personas	2	44145	Mas de las Matas	140,5459063519
3 personas	3	44145	Mas de las Matas	96,7668758208
4 personas	4	44145	Mas de las Matas	106,224941709
5 personas	5	44145	Mas de las Matas	17,9985891933
6 personas	6	44145	Mas de las Matas	11,6180230647
7 o más personas		44145	Mas de las Matas	
1 persona	1	44146	Mata de los Olmos (La)	12,5251671521
2 personas	2	44146	Mata de los Olmos (La)	20,67350852
3 personas	3	44146	Mata de los Olmos (La)	28,7910286096
4 personas	4	44146	Mata de los Olmos (La)	11,4090709836
5 personas	5	44146	Mata de los Olmos (La)	17,9312740334
7 o más personas		44146	Mata de los Olmos (La)	
1 persona	1	44147	Mazaleón	50,2611504647
2 personas	2	44147	Mazaleón	59,7889609262
3 personas	3	44147	Mazaleón	36,1148259407
4 personas	4	44147	Mazaleón	54,5802636906
5 personas	5	44147	Mazaleón	13,3942967676
6 personas	6	44147	Mazaleón	1,6556877117
7 o más personas		44147	Mazaleón	
1 persona	1	44148	Mezquita de Jarque	15,2164586516
2 personas	2	44148	Mezquita de Jarque	7,1037941495
3 personas	3	44148	Mezquita de Jarque	7,1062786477
4 personas	4	44148	Mezquita de Jarque	5,4916092718
5 personas	5	44148	Mezquita de Jarque	0,5424272885
6 personas	6	44148	Mezquita de Jarque	6,7106397012
7 o más personas		44148	Mezquita de Jarque	
1 persona	1	44149	Mirambel	15,1320310282
2 personas	2	44149	Mirambel	22,597029958
3 personas	3	44149	Mirambel	5,0486322865
4 personas	4	44149	Mirambel	11,019598993
5 personas	5	44149	Mirambel	1,4383482403
7 o más personas		44149	Mirambel	
1 persona	1	44150	Miravete de la Sierra	2,9067655451
2 personas	2	44150	Miravete de la Sierra	5,6581969547
3 personas	3	44150	Miravete de la Sierra	2,1598171806
4 personas	4	44150	Miravete de la Sierra	0,9277280771
5 personas	5	44150	Miravete de la Sierra	1,717295339
7 o más personas		44150	Miravete de la Sierra	
1 persona	1	44151	Molinos	39,072309667
2 personas	2	44151	Molinos	40,2658324633
3 personas	3	44151	Molinos	21,8584234532
4 personas	4	44151	Molinos	13,4500494272
5 personas	5	44151	Molinos	9,2842691025
7 o más personas		44151	Molinos	
1 persona	1	44152	Monforte de Moyuela	13,9018060326
2 personas	2	44152	Monforte de Moyuela	8,0012343027
3 personas	3	44152	Monforte de Moyuela	3,6481324757
4 personas	4	44152	Monforte de Moyuela	3,2645284665
5 personas	5	44152	Monforte de Moyuela	1,8186428137
7 o más personas		44152	Monforte de Moyuela	
1 persona	1	44153	Monreal del Campo	272,5668182339
2 personas	2	44153	Monreal del Campo	282,629860257
3 personas	3	44153	Monreal del Campo	204,0621460598
4 personas	4	44153	Monreal del Campo	195,6132247974
5 personas	5	44153	Monreal del Campo	30,2132479537
6 personas	6	44153	Monreal del Campo	37,2791481616
7 o más personas		44153	Monreal del Campo	
1 persona	1	44154	Monroyo	27,7991200735
2 personas	2	44154	Monroyo	38,6993160113
3 personas	3	44154	Monroyo	21,9382654073
4 personas	4	44154	Monroyo	16,3470726396
5 personas	5	44154	Monroyo	29,82090837
7 o más personas		44154	Monroyo	
1 persona	1	44155	Montalbán	114,4796415912
2 personas	2	44155	Montalbán	156,8721508178
3 personas	3	44155	Montalbán	99,7952791586
4 personas	4	44155	Montalbán	106,3040368458
5 personas	5	44155	Montalbán	26,2365671769
6 personas	6	44155	Montalbán	11,6670702452
7 o más personas		44155	Montalbán	
1 persona	1	44156	Monteagudo del Castillo	12,7176677189
2 personas	2	44156	Monteagudo del Castillo	3,9163350599
3 personas	3	44156	Monteagudo del Castillo	1,7157441572
5 personas	5	44156	Monteagudo del Castillo	2,5399564981
6 personas	6	44156	Monteagudo del Castillo	4,8155002269
7 o más personas		44156	Monteagudo del Castillo	
