Año	Comarca código	Comarca nombre	VAB	Sector VAB código	Sector VAB descripción	Subsección código	Subsección descripción
2006	27	Andorra-Sierra de Arcos	13347,4	40	Servicios	HH	Hostelería
2006	27	Andorra-Sierra de Arcos	12547,7	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2006	27	Andorra-Sierra de Arcos	591	40	Servicios	JJ	Intermediación financiera
2006	27	Andorra-Sierra de Arcos	6200,6	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2006	27	Andorra-Sierra de Arcos	7821,2	40	Servicios	LL	Administración pública, defensa y seguridad social
2006	27	Andorra-Sierra de Arcos	2581,6	40	Servicios	MM	Educación
2006	27	Andorra-Sierra de Arcos	1817,7	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2006	27	Andorra-Sierra de Arcos	3082,1	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2006	27	Andorra-Sierra de Arcos	446	40	Servicios	PP	Hogares que emplean personal doméstico
2006	28	Bajo Aragón	36045	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2006	28	Bajo Aragón	5680,9	21	Energía	CA,CB,DF	Extractivas y del petróleo
2006	28	Bajo Aragón	5170,5	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2006	28	Bajo Aragón	6850,1	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2006	28	Bajo Aragón	1566,6	22	Industria	DB,DC	Industria textil, cuero y calzado
2006	28	Bajo Aragón	2148,8	22	Industria	DD	Industria de la madera y del corcho
2006	28	Bajo Aragón	1035,5	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2006	28	Bajo Aragón	1458,8	22	Industria	DG	Industria química
2006	28	Bajo Aragón	3042,3	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2006	28	Bajo Aragón	31605,7	22	Industria	DI	Industrias de otros productos minerales no metálicos
2006	28	Bajo Aragón	12733,8	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2006	28	Bajo Aragón	508,8	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2006	28	Bajo Aragón	2374,5	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2006	28	Bajo Aragón	413,1	22	Industria	DM	Fabricación de material de transporte
2006	28	Bajo Aragón	1248,3	22	Industria	DN	Industrias manufactureras diversas
2006	28	Bajo Aragón	93737,6	30	Construcción	FF	Construcción
2006	28	Bajo Aragón	49066,2	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2006	28	Bajo Aragón	33970,9	40	Servicios	HH	Hostelería
2006	28	Bajo Aragón	17230,3	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2006	28	Bajo Aragón	4516,7	40	Servicios	JJ	Intermediación financiera
2006	28	Bajo Aragón	32071,2	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2006	28	Bajo Aragón	12977	40	Servicios	LL	Administración pública, defensa y seguridad social
2006	28	Bajo Aragón	9038,7	40	Servicios	MM	Educación
2006	28	Bajo Aragón	51519,6	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2006	28	Bajo Aragón	14503	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2006	28	Bajo Aragón	1993,4	40	Servicios	PP	Hogares que emplean personal doméstico
2006	29	Comunidad de Teruel	22981,4	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2006	29	Comunidad de Teruel	3187,4	21	Energía	CA,CB,DF	Extractivas y del petróleo
2006	29	Comunidad de Teruel	13458,3	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2006	29	Comunidad de Teruel	14473,3	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2006	29	Comunidad de Teruel	11233,4	22	Industria	DB,DC	Industria textil, cuero y calzado
2006	29	Comunidad de Teruel	23673	22	Industria	DD	Industria de la madera y del corcho
2006	29	Comunidad de Teruel	4888,1	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2006	29	Comunidad de Teruel	13194,5	22	Industria	DG	Industria química
2006	29	Comunidad de Teruel	101,3	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2006	29	Comunidad de Teruel	17717	22	Industria	DI	Industrias de otros productos minerales no metálicos
2006	29	Comunidad de Teruel	9986,4	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2006	29	Comunidad de Teruel	4141,5	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2006	29	Comunidad de Teruel	3815,7	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2006	29	Comunidad de Teruel	16423,2	22	Industria	DM	Fabricación de material de transporte
2006	29	Comunidad de Teruel	5440,4	22	Industria	DN	Industrias manufactureras diversas
2006	29	Comunidad de Teruel	116902,1	30	Construcción	FF	Construcción
2006	29	Comunidad de Teruel	87104,4	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2006	29	Comunidad de Teruel	73303,7	40	Servicios	HH	Hostelería
2006	29	Comunidad de Teruel	64729,7	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2006	29	Comunidad de Teruel	72442,6	40	Servicios	JJ	Intermediación financiera
2006	29	Comunidad de Teruel	86398,5	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2006	29	Comunidad de Teruel	169132,6	40	Servicios	LL	Administración pública, defensa y seguridad social
2006	29	Comunidad de Teruel	35890,8	40	Servicios	MM	Educación
2006	29	Comunidad de Teruel	87402,7	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2006	29	Comunidad de Teruel	32690	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2006	29	Comunidad de Teruel	5428,3	40	Servicios	PP	Hogares que emplean personal doméstico
2006	30	Maestrazgo	6546,4	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2006	30	Maestrazgo	466,5	21	Energía	CA,CB,DF	Extractivas y del petróleo
2006	30	Maestrazgo	543,6	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2006	30	Maestrazgo	2163	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2006	30	Maestrazgo	18,4	22	Industria	DB,DC	Industria textil, cuero y calzado
2006	30	Maestrazgo	693,1	22	Industria	DD	Industria de la madera y del corcho
2006	30	Maestrazgo	0	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2006	30	Maestrazgo	0	22	Industria	DG	Industria química
2006	30	Maestrazgo	0	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2006	30	Maestrazgo	120,2	22	Industria	DI	Industrias de otros productos minerales no metálicos
2006	30	Maestrazgo	290,8	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2006	30	Maestrazgo	0	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2006	30	Maestrazgo	0	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2006	30	Maestrazgo	0	22	Industria	DM	Fabricación de material de transporte
2006	30	Maestrazgo	0	22	Industria	DN	Industrias manufactureras diversas
2006	30	Maestrazgo	7297,1	30	Construcción	FF	Construcción
2006	30	Maestrazgo	2402,4	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2006	30	Maestrazgo	7756	40	Servicios	HH	Hostelería
2006	30	Maestrazgo	808,4	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2006	30	Maestrazgo	92,1	40	Servicios	JJ	Intermediación financiera
2006	30	Maestrazgo	423,2	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2006	30	Maestrazgo	4333,8	40	Servicios	LL	Administración pública, defensa y seguridad social
2006	30	Maestrazgo	701,7	40	Servicios	MM	Educación
2006	30	Maestrazgo	259,7	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2006	30	Maestrazgo	656,3	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2006	30	Maestrazgo	216,1	40	Servicios	PP	Hogares que emplean personal doméstico
2006	31	Sierra de Albarracín	2496,5	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2006	31	Sierra de Albarracín	132,3	21	Energía	CA,CB,DF	Extractivas y del petróleo
2006	31	Sierra de Albarracín	488,9	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2006	31	Sierra de Albarracín	810,5	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2006	31	Sierra de Albarracín	0	22	Industria	DB,DC	Industria textil, cuero y calzado
2006	31	Sierra de Albarracín	2718,8	22	Industria	DD	Industria de la madera y del corcho
2006	31	Sierra de Albarracín	0	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2006	31	Sierra de Albarracín	0	22	Industria	DG	Industria química
2006	31	Sierra de Albarracín	0	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2006	31	Sierra de Albarracín	76,9	22	Industria	DI	Industrias de otros productos minerales no metálicos
2006	31	Sierra de Albarracín	185,3	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2006	31	Sierra de Albarracín	161,5	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2006	31	Sierra de Albarracín	41	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2006	31	Sierra de Albarracín	0	22	Industria	DM	Fabricación de material de transporte
2006	31	Sierra de Albarracín	608,8	22	Industria	DN	Industrias manufactureras diversas
2006	31	Sierra de Albarracín	11526	30	Construcción	FF	Construcción
2006	31	Sierra de Albarracín	3264,7	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2006	31	Sierra de Albarracín	12377,2	40	Servicios	HH	Hostelería
2006	31	Sierra de Albarracín	1077,8	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2006	31	Sierra de Albarracín	0	40	Servicios	JJ	Intermediación financiera
2006	31	Sierra de Albarracín	837,9	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2006	31	Sierra de Albarracín	7511,9	40	Servicios	LL	Administración pública, defensa y seguridad social
2006	31	Sierra de Albarracín	2021,5	40	Servicios	MM	Educación
2006	31	Sierra de Albarracín	47,9	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2006	31	Sierra de Albarracín	547	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2006	31	Sierra de Albarracín	280,4	40	Servicios	PP	Hogares que emplean personal doméstico
2006	32	Gúdar-Javalambre	4189,1	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2006	32	Gúdar-Javalambre	1630,3	21	Energía	CA,CB,DF	Extractivas y del petróleo
2006	32	Gúdar-Javalambre	1765,6	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2006	32	Gúdar-Javalambre	2939,6	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2006	32	Gúdar-Javalambre	665,6	22	Industria	DB,DC	Industria textil, cuero y calzado
2006	32	Gúdar-Javalambre	1007,1	22	Industria	DD	Industria de la madera y del corcho
2006	32	Gúdar-Javalambre	241	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2006	32	Gúdar-Javalambre	709,5	22	Industria	DG	Industria química
2006	32	Gúdar-Javalambre	0	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2006	32	Gúdar-Javalambre	180,3	22	Industria	DI	Industrias de otros productos minerales no metálicos
2006	32	Gúdar-Javalambre	547,4	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2006	32	Gúdar-Javalambre	1639,2	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2006	32	Gúdar-Javalambre	470,9	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2006	32	Gúdar-Javalambre	54,2	22	Industria	DM	Fabricación de material de transporte
2006	32	Gúdar-Javalambre	204,5	22	Industria	DN	Industrias manufactureras diversas
2006	32	Gúdar-Javalambre	31662,6	30	Construcción	FF	Construcción
2006	32	Gúdar-Javalambre	7768,3	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2006	32	Gúdar-Javalambre	25349,1	40	Servicios	HH	Hostelería
2006	32	Gúdar-Javalambre	3919,3	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2006	32	Gúdar-Javalambre	130,5	40	Servicios	JJ	Intermediación financiera
2006	32	Gúdar-Javalambre	7287,3	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2006	32	Gúdar-Javalambre	6970,7	40	Servicios	LL	Administración pública, defensa y seguridad social
2006	32	Gúdar-Javalambre	1113,7	40	Servicios	MM	Educación
2006	32	Gúdar-Javalambre	1194,5	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2006	32	Gúdar-Javalambre	2344,1	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2006	32	Gúdar-Javalambre	503,5	40	Servicios	PP	Hogares que emplean personal doméstico
2006	33	Matarraña / Matarranya	31999,2	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2006	33	Matarraña / Matarranya	757,9	21	Energía	CA,CB,DF	Extractivas y del petróleo
2006	33	Matarraña / Matarranya	1264,1	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2006	33	Matarraña / Matarranya	11603,5	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2006	33	Matarraña / Matarranya	1343,8	22	Industria	DB,DC	Industria textil, cuero y calzado
2006	33	Matarraña / Matarranya	507	22	Industria	DD	Industria de la madera y del corcho
2006	33	Matarraña / Matarranya	1504,5	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2006	33	Matarraña / Matarranya	55,2	22	Industria	DG	Industria química
2006	33	Matarraña / Matarranya	0	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2006	33	Matarraña / Matarranya	1204,1	22	Industria	DI	Industrias de otros productos minerales no metálicos
2006	33	Matarraña / Matarranya	1042,4	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2006	33	Matarraña / Matarranya	650,3	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2006	33	Matarraña / Matarranya	276,7	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2006	33	Matarraña / Matarranya	18,1	22	Industria	DM	Fabricación de material de transporte
2006	33	Matarraña / Matarranya	1400	22	Industria	DN	Industrias manufactureras diversas
2006	33	Matarraña / Matarranya	17630,4	30	Construcción	FF	Construcción
2006	33	Matarraña / Matarranya	6774,9	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2006	33	Matarraña / Matarranya	13086,6	40	Servicios	HH	Hostelería
2006	33	Matarraña / Matarranya	2788,4	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2006	33	Matarraña / Matarranya	544,9	40	Servicios	JJ	Intermediación financiera
2006	33	Matarraña / Matarranya	7661,4	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2006	33	Matarraña / Matarranya	5680,8	40	Servicios	LL	Administración pública, defensa y seguridad social
2006	33	Matarraña / Matarranya	386,3	40	Servicios	MM	Educación
2006	33	Matarraña / Matarranya	259,7	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2006	33	Matarraña / Matarranya	2126,9	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2006	33	Matarraña / Matarranya	542,6	40	Servicios	PP	Hogares que emplean personal doméstico
2005	01	La Jacetania	8044,6	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2005	01	La Jacetania	393,2	21	Energía	CA,CB,DF	Extractivas y del petróleo
2005	01	La Jacetania	4947,4	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2005	01	La Jacetania	1161,7	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2005	01	La Jacetania	453,7	22	Industria	DB,DC	Industria textil, cuero y calzado
2005	01	La Jacetania	1175	22	Industria	DD	Industria de la madera y del corcho
2005	01	La Jacetania	1101,2	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2005	01	La Jacetania	0	22	Industria	DG	Industria química
2005	01	La Jacetania	0	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2005	01	La Jacetania	1188,4	22	Industria	DI	Industrias de otros productos minerales no metálicos
2005	01	La Jacetania	1953,8	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2005	01	La Jacetania	1009,2	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2005	01	La Jacetania	656,3	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2005	01	La Jacetania	0	22	Industria	DM	Fabricación de material de transporte
2005	01	La Jacetania	1358,7	22	Industria	DN	Industrias manufactureras diversas
2005	01	La Jacetania	49466,9	30	Construcción	FF	Construcción
2005	01	La Jacetania	25963	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2005	01	La Jacetania	59698,5	40	Servicios	HH	Hostelería
2005	01	La Jacetania	10171,6	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2005	01	La Jacetania	1424,8	40	Servicios	JJ	Intermediación financiera
2005	01	La Jacetania	32691,4	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2005	01	La Jacetania	15945,6	40	Servicios	LL	Administración pública, defensa y seguridad social
2005	01	La Jacetania	10342,8	40	Servicios	MM	Educación
2005	01	La Jacetania	11766,5	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2005	01	La Jacetania	13371,2	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2005	01	La Jacetania	3251,9	40	Servicios	PP	Hogares que emplean personal doméstico
2005	02	Alto Gállego	2272,5	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2005	02	Alto Gállego	85,8	21	Energía	CA,CB,DF	Extractivas y del petróleo
2005	02	Alto Gállego	17827,2	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2005	02	Alto Gállego	418,6	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2005	02	Alto Gállego	0	22	Industria	DB,DC	Industria textil, cuero y calzado
2005	02	Alto Gállego	1733,6	22	Industria	DD	Industria de la madera y del corcho
2005	02	Alto Gállego	368,4	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2005	02	Alto Gállego	34517,6	22	Industria	DG	Industria química
2005	02	Alto Gállego	39,5	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2005	02	Alto Gállego	7165,6	22	Industria	DI	Industrias de otros productos minerales no metálicos
2005	02	Alto Gállego	20503,1	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2005	02	Alto Gállego	4,7	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2005	02	Alto Gállego	79,4	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2005	02	Alto Gállego	0	22	Industria	DM	Fabricación de material de transporte
2005	02	Alto Gállego	488,9	22	Industria	DN	Industrias manufactureras diversas
2005	02	Alto Gállego	40458,3	30	Construcción	FF	Construcción
2005	02	Alto Gállego	18416,6	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2005	02	Alto Gállego	48080,2	40	Servicios	HH	Hostelería
2005	02	Alto Gállego	17754,7	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2005	02	Alto Gállego	639,8	40	Servicios	JJ	Intermediación financiera
2005	02	Alto Gállego	23482,1	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2005	02	Alto Gállego	12602,5	40	Servicios	LL	Administración pública, defensa y seguridad social
2005	02	Alto Gállego	3007,9	40	Servicios	MM	Educación
2005	02	Alto Gállego	4808,1	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2005	02	Alto Gállego	16393,5	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2005	02	Alto Gállego	1424	40	Servicios	PP	Hogares que emplean personal doméstico
2005	03	Sobrarbe	6713,9	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2005	03	Sobrarbe	580,8	21	Energía	CA,CB,DF	Extractivas y del petróleo
2005	03	Sobrarbe	10248,7	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2005	03	Sobrarbe	735,7	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2005	03	Sobrarbe	3,9	22	Industria	DB,DC	Industria textil, cuero y calzado
2005	03	Sobrarbe	317,1	22	Industria	DD	Industria de la madera y del corcho
2005	03	Sobrarbe	0	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2005	03	Sobrarbe	0	22	Industria	DG	Industria química
2005	03	Sobrarbe	0	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2005	03	Sobrarbe	49,9	22	Industria	DI	Industrias de otros productos minerales no metálicos
2005	03	Sobrarbe	182	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2005	03	Sobrarbe	28,1	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2005	03	Sobrarbe	125,7	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2005	03	Sobrarbe	0	22	Industria	DM	Fabricación de material de transporte
2005	03	Sobrarbe	318,4	22	Industria	DN	Industrias manufactureras diversas
2005	03	Sobrarbe	21833,5	30	Construcción	FF	Construcción
2005	03	Sobrarbe	5967,5	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2005	03	Sobrarbe	36318,1	40	Servicios	HH	Hostelería
2005	03	Sobrarbe	2686,4	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2005	03	Sobrarbe	586,4	40	Servicios	JJ	Intermediación financiera
2005	03	Sobrarbe	4500,3	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2005	03	Sobrarbe	4244,9	40	Servicios	LL	Administración pública, defensa y seguridad social
2005	03	Sobrarbe	433,3	40	Servicios	MM	Educación
2005	03	Sobrarbe	2084,4	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2005	03	Sobrarbe	2607,2	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2005	03	Sobrarbe	608,7	40	Servicios	PP	Hogares que emplean personal doméstico
2005	04	La Ribagorza	24328	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2005	04	La Ribagorza	3257,3	21	Energía	CA,CB,DF	Extractivas y del petróleo
2005	04	La Ribagorza	19229,6	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2005	04	La Ribagorza	11512,7	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2005	04	La Ribagorza	364,8	22	Industria	DB,DC	Industria textil, cuero y calzado
2005	04	La Ribagorza	617	22	Industria	DD	Industria de la madera y del corcho
2005	04	La Ribagorza	255,4	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2005	04	La Ribagorza	0	22	Industria	DG	Industria química
2005	04	La Ribagorza	0	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2005	04	La Ribagorza	43,6	22	Industria	DI	Industrias de otros productos minerales no metálicos
2005	04	La Ribagorza	803,3	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2005	04	La Ribagorza	172,2	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2005	04	La Ribagorza	212,5	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2005	04	La Ribagorza	0	22	Industria	DM	Fabricación de material de transporte
2005	04	La Ribagorza	493,6	22	Industria	DN	Industrias manufactureras diversas
2005	04	La Ribagorza	35108,3	30	Construcción	FF	Construcción
2005	04	La Ribagorza	13840,1	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2005	04	La Ribagorza	36985,6	40	Servicios	HH	Hostelería
2005	04	La Ribagorza	7331,2	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2005	04	La Ribagorza	670,2	40	Servicios	JJ	Intermediación financiera
2005	04	La Ribagorza	22474,8	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2005	04	La Ribagorza	12202,1	40	Servicios	LL	Administración pública, defensa y seguridad social
2005	04	La Ribagorza	3766,2	40	Servicios	MM	Educación
2005	04	La Ribagorza	6028,5	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2005	04	La Ribagorza	7001,8	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2005	04	La Ribagorza	1341,3	40	Servicios	PP	Hogares que emplean personal doméstico
2005	05	Cinco Villas	95398,7	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2005	05	Cinco Villas	1343,3	21	Energía	CA,CB,DF	Extractivas y del petróleo
2005	05	Cinco Villas	13658,7	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2005	05	Cinco Villas	8783,6	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2005	05	Cinco Villas	219,8	22	Industria	DB,DC	Industria textil, cuero y calzado
2005	05	Cinco Villas	4196,8	22	Industria	DD	Industria de la madera y del corcho
2005	05	Cinco Villas	5662,9	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2005	05	Cinco Villas	0	22	Industria	DG	Industria química
2005	05	Cinco Villas	11463,5	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2005	05	Cinco Villas	13562,2	22	Industria	DI	Industrias de otros productos minerales no metálicos
2005	05	Cinco Villas	9454,1	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2005	05	Cinco Villas	9621,5	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2005	05	Cinco Villas	6778,3	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2005	05	Cinco Villas	2934,3	22	Industria	DM	Fabricación de material de transporte
2005	05	Cinco Villas	1790,3	22	Industria	DN	Industrias manufactureras diversas
2005	05	Cinco Villas	101640,2	30	Construcción	FF	Construcción
2005	05	Cinco Villas	34893,8	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2005	05	Cinco Villas	28139,6	40	Servicios	HH	Hostelería
2005	05	Cinco Villas	13415,4	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2005	05	Cinco Villas	3930,5	40	Servicios	JJ	Intermediación financiera
2005	05	Cinco Villas	18823,9	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2005	05	Cinco Villas	22254,6	40	Servicios	LL	Administración pública, defensa y seguridad social
2005	05	Cinco Villas	8533	40	Servicios	MM	Educación
2005	05	Cinco Villas	11375,2	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2005	05	Cinco Villas	7521	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2005	05	Cinco Villas	988,4	40	Servicios	PP	Hogares que emplean personal doméstico
2005	06	Hoya de Huesca / Plana de Uesca	66525,7	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2005	06	Hoya de Huesca / Plana de Uesca	979,6	21	Energía	CA,CB,DF	Extractivas y del petróleo
2005	06	Hoya de Huesca / Plana de Uesca	18181,5	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
