Año	Comarca código	Comarca nombre	VAB	Sector VAB código	Sector VAB descripción	Subsección código	Subsección descripción
2003	18	Ribera Baja del Ebro	4141	22	Industria	DB,DC	Industria textil, cuero y calzado
2003	18	Ribera Baja del Ebro	74,7	22	Industria	DD	Industria de la madera y del corcho
2003	18	Ribera Baja del Ebro	5433	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2003	18	Ribera Baja del Ebro	13876,3	22	Industria	DG	Industria química
2003	18	Ribera Baja del Ebro	2054,3	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2003	18	Ribera Baja del Ebro	5446,4	22	Industria	DI	Industrias de otros productos minerales no metálicos
2003	18	Ribera Baja del Ebro	9064,7	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2003	18	Ribera Baja del Ebro	120,2	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2003	18	Ribera Baja del Ebro	755,9	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2003	18	Ribera Baja del Ebro	58,4	22	Industria	DM	Fabricación de material de transporte
2003	18	Ribera Baja del Ebro	618,3	22	Industria	DN	Industrias manufactureras diversas
2003	18	Ribera Baja del Ebro	18998,4	30	Construcción	FF	Construcción
2003	18	Ribera Baja del Ebro	11825,3	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2003	18	Ribera Baja del Ebro	6616,4	40	Servicios	HH	Hostelería
2003	18	Ribera Baja del Ebro	5421,6	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2003	18	Ribera Baja del Ebro	453,7	40	Servicios	JJ	Intermediación financiera
2003	18	Ribera Baja del Ebro	4730,8	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2003	18	Ribera Baja del Ebro	4568,1	40	Servicios	LL	Administración pública, defensa y seguridad social
2003	18	Ribera Baja del Ebro	2319,8	40	Servicios	MM	Educación
2003	18	Ribera Baja del Ebro	149,6	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2003	18	Ribera Baja del Ebro	885,9	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2003	18	Ribera Baja del Ebro	179	40	Servicios	PP	Hogares que emplean personal doméstico
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	52127,1	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	104,7	21	Energía	CA,CB,DF	Extractivas y del petróleo
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2219,2	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	8590,6	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	11266,1	22	Industria	DB,DC	Industria textil, cuero y calzado
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	945,6	22	Industria	DD	Industria de la madera y del corcho
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	517,6	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2,2	22	Industria	DG	Industria química
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	383,7	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	425,9	22	Industria	DI	Industrias de otros productos minerales no metálicos
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1703,3	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	973,9	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1243,7	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	94,1	22	Industria	DM	Fabricación de material de transporte
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	151,3	22	Industria	DN	Industrias manufactureras diversas
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	15743,7	30	Construcción	FF	Construcción
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	18601,6	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	9755,2	40	Servicios	HH	Hostelería
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3709,6	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	706,6	40	Servicios	JJ	Intermediación financiera
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3119,9	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	7341,4	40	Servicios	LL	Administración pública, defensa y seguridad social
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2982,6	40	Servicios	MM	Educación
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1414,1	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3963,8	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	473,9	40	Servicios	PP	Hogares que emplean personal doméstico
2003	20	Comunidad de Calatayud	40782,3	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2003	20	Comunidad de Calatayud	1721,6	21	Energía	CA,CB,DF	Extractivas y del petróleo
2003	20	Comunidad de Calatayud	6240,5	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2003	20	Comunidad de Calatayud	16771,9	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2003	20	Comunidad de Calatayud	3846,2	22	Industria	DB,DC	Industria textil, cuero y calzado
2003	20	Comunidad de Calatayud	2622,2	22	Industria	DD	Industria de la madera y del corcho
2003	20	Comunidad de Calatayud	24928,5	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2003	20	Comunidad de Calatayud	91	22	Industria	DG	Industria química
2003	20	Comunidad de Calatayud	2217,3	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2003	20	Comunidad de Calatayud	743,7	22	Industria	DI	Industrias de otros productos minerales no metálicos
2003	20	Comunidad de Calatayud	11514,3	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2003	20	Comunidad de Calatayud	1532,5	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2003	20	Comunidad de Calatayud	23534,8	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2003	20	Comunidad de Calatayud	1484,7	22	Industria	DM	Fabricación de material de transporte
2003	20	Comunidad de Calatayud	654,5	22	Industria	DN	Industrias manufactureras diversas
2003	20	Comunidad de Calatayud	34217,7	30	Construcción	FF	Construcción
2003	20	Comunidad de Calatayud	48163	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2003	20	Comunidad de Calatayud	58796,4	40	Servicios	HH	Hostelería
2003	20	Comunidad de Calatayud	21705,9	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2003	20	Comunidad de Calatayud	2962,5	40	Servicios	JJ	Intermediación financiera
2003	20	Comunidad de Calatayud	24011,4	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2003	20	Comunidad de Calatayud	21049,3	40	Servicios	LL	Administración pública, defensa y seguridad social
2003	20	Comunidad de Calatayud	11134,9	40	Servicios	MM	Educación
2003	20	Comunidad de Calatayud	28670,4	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2003	20	Comunidad de Calatayud	7416,6	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2003	20	Comunidad de Calatayud	1557,7	40	Servicios	PP	Hogares que emplean personal doméstico
2003	21	Campo de Cariñena	26335	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2003	21	Campo de Cariñena	2630,1	21	Energía	CA,CB,DF	Extractivas y del petróleo
2003	21	Campo de Cariñena	2816,4	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2003	21	Campo de Cariñena	13861,1	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2003	21	Campo de Cariñena	413,8	22	Industria	DB,DC	Industria textil, cuero y calzado
2003	21	Campo de Cariñena	97,9	22	Industria	DD	Industria de la madera y del corcho
2003	21	Campo de Cariñena	0	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2003	21	Campo de Cariñena	52,8	22	Industria	DG	Industria química
2003	21	Campo de Cariñena	44,4	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2003	21	Campo de Cariñena	6368,3	22	Industria	DI	Industrias de otros productos minerales no metálicos
2003	21	Campo de Cariñena	1296	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2003	21	Campo de Cariñena	285,8	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2003	21	Campo de Cariñena	531,8	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2003	21	Campo de Cariñena	0	22	Industria	DM	Fabricación de material de transporte
2003	21	Campo de Cariñena	30930,9	22	Industria	DN	Industrias manufactureras diversas
2003	21	Campo de Cariñena	8491,7	30	Construcción	FF	Construcción
2003	21	Campo de Cariñena	9185,3	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2003	21	Campo de Cariñena	7883,7	40	Servicios	HH	Hostelería
2003	21	Campo de Cariñena	2307,3	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2003	21	Campo de Cariñena	261,2	40	Servicios	JJ	Intermediación financiera
2003	21	Campo de Cariñena	2421,5	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2003	21	Campo de Cariñena	5900,6	40	Servicios	LL	Administración pública, defensa y seguridad social
2003	21	Campo de Cariñena	976,1	40	Servicios	MM	Educación
2003	21	Campo de Cariñena	616,2	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2003	21	Campo de Cariñena	1190,2	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2003	21	Campo de Cariñena	271,8	40	Servicios	PP	Hogares que emplean personal doméstico
2003	22	Campo de Belchite	24663	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2003	22	Campo de Belchite	95,6	21	Energía	CA,CB,DF	Extractivas y del petróleo
2003	22	Campo de Belchite	793,4	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2003	22	Campo de Belchite	1613,9	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2003	22	Campo de Belchite	17,7	22	Industria	DB,DC	Industria textil, cuero y calzado
2003	22	Campo de Belchite	0	22	Industria	DD	Industria de la madera y del corcho
2003	22	Campo de Belchite	0	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2003	22	Campo de Belchite	0	22	Industria	DG	Industria química
2003	22	Campo de Belchite	0	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2003	22	Campo de Belchite	8962,2	22	Industria	DI	Industrias de otros productos minerales no metálicos
2003	22	Campo de Belchite	282,5	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2003	22	Campo de Belchite	568,7	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2003	22	Campo de Belchite	1054,7	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2003	22	Campo de Belchite	9869,7	22	Industria	DM	Fabricación de material de transporte
2003	22	Campo de Belchite	138,5	22	Industria	DN	Industrias manufactureras diversas
2003	22	Campo de Belchite	3667,5	30	Construcción	FF	Construcción
2003	22	Campo de Belchite	2463	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2003	22	Campo de Belchite	2780,2	40	Servicios	HH	Hostelería
2003	22	Campo de Belchite	793,2	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2003	22	Campo de Belchite	91,2	40	Servicios	JJ	Intermediación financiera
2003	22	Campo de Belchite	2830,4	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2003	22	Campo de Belchite	2845,6	40	Servicios	LL	Administración pública, defensa y seguridad social
2003	22	Campo de Belchite	6	40	Servicios	MM	Educación
2003	22	Campo de Belchite	138,9	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2003	22	Campo de Belchite	464,3	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2003	22	Campo de Belchite	92,8	40	Servicios	PP	Hogares que emplean personal doméstico
2003	23	Bajo Martín	20677	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2003	23	Bajo Martín	2023,2	21	Energía	CA,CB,DF	Extractivas y del petróleo
2003	23	Bajo Martín	1354,3	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2003	23	Bajo Martín	3155,7	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2003	23	Bajo Martín	2325,5	22	Industria	DB,DC	Industria textil, cuero y calzado
2003	23	Bajo Martín	174,1	22	Industria	DD	Industria de la madera y del corcho
2003	23	Bajo Martín	3166,5	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2003	23	Bajo Martín	99,2	22	Industria	DG	Industria química
2003	23	Bajo Martín	0	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2003	23	Bajo Martín	12078	22	Industria	DI	Industrias de otros productos minerales no metálicos
2003	23	Bajo Martín	2817,7	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2003	23	Bajo Martín	481,5	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2003	23	Bajo Martín	189,4	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2003	23	Bajo Martín	46,7	22	Industria	DM	Fabricación de material de transporte
2003	23	Bajo Martín	511,6	22	Industria	DN	Industrias manufactureras diversas
2003	23	Bajo Martín	10091,7	30	Construcción	FF	Construcción
2003	23	Bajo Martín	4720,1	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2003	23	Bajo Martín	4155,5	40	Servicios	HH	Hostelería
2003	23	Bajo Martín	7731	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2003	23	Bajo Martín	89,3	40	Servicios	JJ	Intermediación financiera
2003	23	Bajo Martín	1539,2	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2003	23	Bajo Martín	2289,5	40	Servicios	LL	Administración pública, defensa y seguridad social
2003	23	Bajo Martín	150,6	40	Servicios	MM	Educación
2003	23	Bajo Martín	1150,5	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2003	23	Bajo Martín	1398,4	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2003	23	Bajo Martín	218,7	40	Servicios	PP	Hogares que emplean personal doméstico
2003	24	Campo de Daroca	34101,1	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2003	24	Campo de Daroca	23,3	21	Energía	CA,CB,DF	Extractivas y del petróleo
2003	24	Campo de Daroca	783,3	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2003	24	Campo de Daroca	6270	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2003	24	Campo de Daroca	282,6	22	Industria	DB,DC	Industria textil, cuero y calzado
2003	24	Campo de Daroca	242,1	22	Industria	DD	Industria de la madera y del corcho
2003	24	Campo de Daroca	94,2	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2003	24	Campo de Daroca	52,8	22	Industria	DG	Industria química
2003	24	Campo de Daroca	0	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2003	24	Campo de Daroca	54,6	22	Industria	DI	Industrias de otros productos minerales no metálicos
2003	24	Campo de Daroca	1762,6	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2003	24	Campo de Daroca	0	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2003	24	Campo de Daroca	64,7	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2003	24	Campo de Daroca	0	22	Industria	DM	Fabricación de material de transporte
2003	24	Campo de Daroca	46,2	22	Industria	DN	Industrias manufactureras diversas
2003	24	Campo de Daroca	4845,6	30	Construcción	FF	Construcción
2003	24	Campo de Daroca	3567,6	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2003	24	Campo de Daroca	4779,4	40	Servicios	HH	Hostelería
2003	24	Campo de Daroca	1604,1	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2003	24	Campo de Daroca	264,5	40	Servicios	JJ	Intermediación financiera
2003	24	Campo de Daroca	968,1	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2003	24	Campo de Daroca	6092	40	Servicios	LL	Administración pública, defensa y seguridad social
2003	24	Campo de Daroca	174,7	40	Servicios	MM	Educación
2003	24	Campo de Daroca	1830,9	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2003	24	Campo de Daroca	8139,3	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2003	24	Campo de Daroca	195,5	40	Servicios	PP	Hogares que emplean personal doméstico
2003	25	Jiloca	49743	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2003	25	Jiloca	658,6	21	Energía	CA,CB,DF	Extractivas y del petróleo
2003	25	Jiloca	2015,9	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2003	25	Jiloca	19606,4	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2003	25	Jiloca	244,9	22	Industria	DB,DC	Industria textil, cuero y calzado
2003	25	Jiloca	647,7	22	Industria	DD	Industria de la madera y del corcho
2003	25	Jiloca	194,2	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2003	25	Jiloca	0	22	Industria	DG	Industria química
2003	25	Jiloca	38	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2003	25	Jiloca	2004,1	22	Industria	DI	Industrias de otros productos minerales no metálicos
2003	25	Jiloca	1798,3	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2003	25	Jiloca	856,6	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2003	25	Jiloca	63,5	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2003	25	Jiloca	5918,1	22	Industria	DM	Fabricación de material de transporte
2003	25	Jiloca	177	22	Industria	DN	Industrias manufactureras diversas
2003	25	Jiloca	17535,8	30	Construcción	FF	Construcción
2003	25	Jiloca	9846,7	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2003	25	Jiloca	9956,6	40	Servicios	HH	Hostelería
2003	25	Jiloca	2090	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2003	25	Jiloca	716,8	40	Servicios	JJ	Intermediación financiera
2003	25	Jiloca	6152,3	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2003	25	Jiloca	3874,7	40	Servicios	LL	Administración pública, defensa y seguridad social
2003	25	Jiloca	1898	40	Servicios	MM	Educación
2003	25	Jiloca	1745,4	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2003	25	Jiloca	3244	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2003	25	Jiloca	589,9	40	Servicios	PP	Hogares que emplean personal doméstico
2003	26	Cuencas Mineras	11217,6	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2003	26	Cuencas Mineras	134,2	21	Energía	CA,CB,DF	Extractivas y del petróleo
2003	26	Cuencas Mineras	17782,7	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2003	26	Cuencas Mineras	1562,2	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2003	26	Cuencas Mineras	1105,4	22	Industria	DB,DC	Industria textil, cuero y calzado
2003	26	Cuencas Mineras	90,9	22	Industria	DD	Industria de la madera y del corcho
2003	26	Cuencas Mineras	47,1	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2003	26	Cuencas Mineras	0	22	Industria	DG	Industria química
2003	26	Cuencas Mineras	60,2	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2003	26	Cuencas Mineras	1080,3	22	Industria	DI	Industrias de otros productos minerales no metálicos
2003	26	Cuencas Mineras	3841,5	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2003	26	Cuencas Mineras	55,8	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2003	26	Cuencas Mineras	461,8	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2003	26	Cuencas Mineras	14499,1	22	Industria	DM	Fabricación de material de transporte
2003	26	Cuencas Mineras	775,5	22	Industria	DN	Industrias manufactureras diversas
2003	26	Cuencas Mineras	7442,3	30	Construcción	FF	Construcción
2003	26	Cuencas Mineras	4384,7	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2003	26	Cuencas Mineras	6164,5	40	Servicios	HH	Hostelería
2003	26	Cuencas Mineras	3185,6	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2003	26	Cuencas Mineras	691,7	40	Servicios	JJ	Intermediación financiera
2003	26	Cuencas Mineras	4188,5	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2003	26	Cuencas Mineras	6745,6	40	Servicios	LL	Administración pública, defensa y seguridad social
2003	26	Cuencas Mineras	1831,7	40	Servicios	MM	Educación
2003	26	Cuencas Mineras	388,3	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2003	26	Cuencas Mineras	710,5	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2003	26	Cuencas Mineras	185,6	40	Servicios	PP	Hogares que emplean personal doméstico
2003	27	Andorra-Sierra de Arcos	7600,4	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2003	27	Andorra-Sierra de Arcos	62658,9	21	Energía	CA,CB,DF	Extractivas y del petróleo
2003	27	Andorra-Sierra de Arcos	144088	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2003	27	Andorra-Sierra de Arcos	980,5	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2003	27	Andorra-Sierra de Arcos	150,5	22	Industria	DB,DC	Industria textil, cuero y calzado
2003	27	Andorra-Sierra de Arcos	102,6	22	Industria	DD	Industria de la madera y del corcho
2003	27	Andorra-Sierra de Arcos	13607,5	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2003	27	Andorra-Sierra de Arcos	0	22	Industria	DG	Industria química
2003	27	Andorra-Sierra de Arcos	0	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2003	27	Andorra-Sierra de Arcos	4319,7	22	Industria	DI	Industrias de otros productos minerales no metálicos
2003	27	Andorra-Sierra de Arcos	1672,4	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2003	27	Andorra-Sierra de Arcos	60,2	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2003	27	Andorra-Sierra de Arcos	39,9	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2003	27	Andorra-Sierra de Arcos	0	22	Industria	DM	Fabricación de material de transporte
2003	27	Andorra-Sierra de Arcos	3,8	22	Industria	DN	Industrias manufactureras diversas
2003	27	Andorra-Sierra de Arcos	21545,7	30	Construcción	FF	Construcción
2003	27	Andorra-Sierra de Arcos	7914	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2003	27	Andorra-Sierra de Arcos	9568,5	40	Servicios	HH	Hostelería
2003	27	Andorra-Sierra de Arcos	12563,6	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2003	27	Andorra-Sierra de Arcos	360,9	40	Servicios	JJ	Intermediación financiera
2003	27	Andorra-Sierra de Arcos	4300,1	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2003	27	Andorra-Sierra de Arcos	5813,9	40	Servicios	LL	Administración pública, defensa y seguridad social
2003	27	Andorra-Sierra de Arcos	2331,8	40	Servicios	MM	Educación
2003	27	Andorra-Sierra de Arcos	872,7	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2003	27	Andorra-Sierra de Arcos	1916,2	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2003	27	Andorra-Sierra de Arcos	145,8	40	Servicios	PP	Hogares que emplean personal doméstico
2003	28	Bajo Aragón	51585	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2003	28	Bajo Aragón	3470,8	21	Energía	CA,CB,DF	Extractivas y del petróleo
2003	28	Bajo Aragón	5321,2	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2003	28	Bajo Aragón	8870	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2003	28	Bajo Aragón	2925,7	22	Industria	DB,DC	Industria textil, cuero y calzado
2003	28	Bajo Aragón	1275,9	22	Industria	DD	Industria de la madera y del corcho
2003	28	Bajo Aragón	631,3	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2003	28	Bajo Aragón	404,1	22	Industria	DG	Industria química
2003	28	Bajo Aragón	1281,9	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2003	28	Bajo Aragón	25310,8	22	Industria	DI	Industrias de otros productos minerales no metálicos
2003	28	Bajo Aragón	3308,1	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2003	28	Bajo Aragón	1032,5	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2003	28	Bajo Aragón	5383	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2003	28	Bajo Aragón	395	22	Industria	DM	Fabricación de material de transporte
2003	28	Bajo Aragón	1840,9	22	Industria	DN	Industrias manufactureras diversas
2003	28	Bajo Aragón	57758,7	30	Construcción	FF	Construcción
2003	28	Bajo Aragón	36602,2	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2003	28	Bajo Aragón	25340,9	40	Servicios	HH	Hostelería
2003	28	Bajo Aragón	13491,2	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2003	28	Bajo Aragón	3311,3	40	Servicios	JJ	Intermediación financiera
2003	28	Bajo Aragón	21665,5	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2003	28	Bajo Aragón	9558,7	40	Servicios	LL	Administración pública, defensa y seguridad social
2003	28	Bajo Aragón	6917,1	40	Servicios	MM	Educación
2003	28	Bajo Aragón	29796	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2003	28	Bajo Aragón	11464,2	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2003	28	Bajo Aragón	1229,6	40	Servicios	PP	Hogares que emplean personal doméstico
2003	29	Comunidad de Teruel	34143,3	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2003	29	Comunidad de Teruel	4948	21	Energía	CA,CB,DF	Extractivas y del petróleo
2003	29	Comunidad de Teruel	9603,4	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2003	29	Comunidad de Teruel	15641,9	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
