Año	CCAA código	CCAA nombre	Total edificios	Antes de 1950	1950-1959	1960-1969	1970-1979	1980-1989	1990-1999	2000-2009	2010 y posterior	Sin definir
2017	02	Aragón	1233286	213413	50224	127832	209462	181916	145916	250308	48605	5610
