Mes y año	Mes (código)	Mes nombre	Año	AÑO-CNO	Provincia código	Provincia nombre	Grandes grupos CNO	Ocupación (1 dígito) descripción	Sexo	Número de contratos
Octubre 2012	201210	Octubre	2012	CNO - 2011	22	Huesca	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	130
Octubre 2012	201210	Octubre	2012	CNO - 2011	22	Huesca	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	525
Octubre 2012	201210	Octubre	2012	CNO - 2011	22	Huesca	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	875
Octubre 2012	201210	Octubre	2012	CNO - 2011	22	Huesca	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	64
Octubre 2012	201210	Octubre	2012	CNO - 2011	22	Huesca	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	3
Octubre 2012	201210	Octubre	2012	CNO - 2011	22	Huesca	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	391
Octubre 2012	201210	Octubre	2012	CNO - 2011	22	Huesca	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	17
Octubre 2012	201210	Octubre	2012	CNO - 2011	22	Huesca	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	229
Octubre 2012	201210	Octubre	2012	CNO - 2011	22	Huesca	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	19
Octubre 2012	201210	Octubre	2012	CNO - 2011	22	Huesca	9	Ocupaciones elementales	Hombres	664
Octubre 2012	201210	Octubre	2012	CNO - 2011	22	Huesca	9	Ocupaciones elementales	Mujeres	832
Octubre 2012	201210	Octubre	2012	CNO - 2011	22	Huesca	99	Ocupaciones militares	Hombres	1
Octubre 2012	201210	Octubre	2012	CNO - 2011	44	Teruel	1	Directores y gerentes	Hombres	5
Octubre 2012	201210	Octubre	2012	CNO - 2011	44	Teruel	1	Directores y gerentes	Mujeres	1
Octubre 2012	201210	Octubre	2012	CNO - 2011	44	Teruel	2	Técnicos y profesionales científicos e intelectuales	Hombres	84
Octubre 2012	201210	Octubre	2012	CNO - 2011	44	Teruel	2	Técnicos y profesionales científicos e intelectuales	Mujeres	132
Octubre 2012	201210	Octubre	2012	CNO - 2011	44	Teruel	3	Técnicos; profesionales de apoyo	Hombres	65
Octubre 2012	201210	Octubre	2012	CNO - 2011	44	Teruel	3	Técnicos; profesionales de apoyo	Mujeres	84
Octubre 2012	201210	Octubre	2012	CNO - 2011	44	Teruel	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	28
Octubre 2012	201210	Octubre	2012	CNO - 2011	44	Teruel	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	75
Octubre 2012	201210	Octubre	2012	CNO - 2011	44	Teruel	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	592
Octubre 2012	201210	Octubre	2012	CNO - 2011	44	Teruel	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	644
Octubre 2012	201210	Octubre	2012	CNO - 2011	44	Teruel	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	36
Octubre 2012	201210	Octubre	2012	CNO - 2011	44	Teruel	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	268
Octubre 2012	201210	Octubre	2012	CNO - 2011	44	Teruel	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	20
Octubre 2012	201210	Octubre	2012	CNO - 2011	44	Teruel	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	158
Octubre 2012	201210	Octubre	2012	CNO - 2011	44	Teruel	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	3
Octubre 2012	201210	Octubre	2012	CNO - 2011	44	Teruel	9	Ocupaciones elementales	Hombres	667
Octubre 2012	201210	Octubre	2012	CNO - 2011	44	Teruel	9	Ocupaciones elementales	Mujeres	430
Octubre 2012	201210	Octubre	2012	CNO - 2011	50	Zaragoza	1	Directores y gerentes	Hombres	39
Octubre 2012	201210	Octubre	2012	CNO - 2011	50	Zaragoza	1	Directores y gerentes	Mujeres	19
Octubre 2012	201210	Octubre	2012	CNO - 2011	50	Zaragoza	2	Técnicos y profesionales científicos e intelectuales	Hombres	1175
Octubre 2012	201210	Octubre	2012	CNO - 2011	50	Zaragoza	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1309
Octubre 2012	201210	Octubre	2012	CNO - 2011	50	Zaragoza	3	Técnicos; profesionales de apoyo	Hombres	1365
Octubre 2012	201210	Octubre	2012	CNO - 2011	50	Zaragoza	3	Técnicos; profesionales de apoyo	Mujeres	1253
Octubre 2012	201210	Octubre	2012	CNO - 2011	50	Zaragoza	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	717
Octubre 2012	201210	Octubre	2012	CNO - 2011	50	Zaragoza	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1246
Octubre 2012	201210	Octubre	2012	CNO - 2011	50	Zaragoza	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	3231
Octubre 2012	201210	Octubre	2012	CNO - 2011	50	Zaragoza	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	5690
Octubre 2012	201210	Octubre	2012	CNO - 2011	50	Zaragoza	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	91
Octubre 2012	201210	Octubre	2012	CNO - 2011	50	Zaragoza	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	16
Octubre 2012	201210	Octubre	2012	CNO - 2011	50	Zaragoza	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	1543
Octubre 2012	201210	Octubre	2012	CNO - 2011	50	Zaragoza	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	143
Octubre 2012	201210	Octubre	2012	CNO - 2011	50	Zaragoza	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1029
Octubre 2012	201210	Octubre	2012	CNO - 2011	50	Zaragoza	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	303
Octubre 2012	201210	Octubre	2012	CNO - 2011	50	Zaragoza	9	Ocupaciones elementales	Hombres	5974
Octubre 2012	201210	Octubre	2012	CNO - 2011	50	Zaragoza	9	Ocupaciones elementales	Mujeres	4899
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	22	Huesca	1	Directores y gerentes	Hombres	6
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	22	Huesca	1	Directores y gerentes	Mujeres	4
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	22	Huesca	2	Técnicos y profesionales científicos e intelectuales	Hombres	165
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	22	Huesca	2	Técnicos y profesionales científicos e intelectuales	Mujeres	191
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	22	Huesca	3	Técnicos; profesionales de apoyo	Hombres	159
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	22	Huesca	3	Técnicos; profesionales de apoyo	Mujeres	109
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	22	Huesca	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	80
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	22	Huesca	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	175
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	22	Huesca	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	503
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	22	Huesca	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	899
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	22	Huesca	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	49
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	22	Huesca	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	3
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	22	Huesca	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	385
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	22	Huesca	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	16
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	22	Huesca	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	265
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	22	Huesca	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	19
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	22	Huesca	9	Ocupaciones elementales	Hombres	984
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	22	Huesca	9	Ocupaciones elementales	Mujeres	825
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	44	Teruel	1	Directores y gerentes	Hombres	8
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	44	Teruel	1	Directores y gerentes	Mujeres	2
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	44	Teruel	2	Técnicos y profesionales científicos e intelectuales	Hombres	97
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	44	Teruel	2	Técnicos y profesionales científicos e intelectuales	Mujeres	63
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	44	Teruel	3	Técnicos; profesionales de apoyo	Hombres	67
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	44	Teruel	3	Técnicos; profesionales de apoyo	Mujeres	53
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	44	Teruel	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	24
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	44	Teruel	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	104
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	44	Teruel	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	333
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	44	Teruel	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	531
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	44	Teruel	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	41
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	44	Teruel	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	370
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	44	Teruel	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	10
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	44	Teruel	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	145
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	44	Teruel	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	12
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	44	Teruel	9	Ocupaciones elementales	Hombres	732
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	44	Teruel	9	Ocupaciones elementales	Mujeres	379
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	50	Zaragoza	1	Directores y gerentes	Hombres	35
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	50	Zaragoza	1	Directores y gerentes	Mujeres	14
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	50	Zaragoza	2	Técnicos y profesionales científicos e intelectuales	Hombres	938
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	50	Zaragoza	2	Técnicos y profesionales científicos e intelectuales	Mujeres	1403
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	50	Zaragoza	3	Técnicos; profesionales de apoyo	Hombres	1009
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	50	Zaragoza	3	Técnicos; profesionales de apoyo	Mujeres	761
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	50	Zaragoza	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	543
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	50	Zaragoza	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1231
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	50	Zaragoza	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	2692
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	50	Zaragoza	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	4907
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	50	Zaragoza	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	55
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	50	Zaragoza	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	16
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	50	Zaragoza	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	1745
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	50	Zaragoza	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	165
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	50	Zaragoza	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1043
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	50	Zaragoza	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	294
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	50	Zaragoza	9	Ocupaciones elementales	Hombres	7933
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	50	Zaragoza	9	Ocupaciones elementales	Mujeres	5449
Septiembre 2012	201209	Septiembre	2012	CNO - 2011	50	Zaragoza	99	Ocupaciones militares	Hombres	1
Agosto 2012	201208	Agosto	2012	CNO - 2011	22	Huesca	1	Directores y gerentes	Hombres	2
Agosto 2012	201208	Agosto	2012	CNO - 2011	22	Huesca	1	Directores y gerentes	Mujeres	2
Agosto 2012	201208	Agosto	2012	CNO - 2011	22	Huesca	2	Técnicos y profesionales científicos e intelectuales	Hombres	256
Agosto 2012	201208	Agosto	2012	CNO - 2011	22	Huesca	2	Técnicos y profesionales científicos e intelectuales	Mujeres	149
Agosto 2012	201208	Agosto	2012	CNO - 2011	22	Huesca	3	Técnicos; profesionales de apoyo	Hombres	187
Agosto 2012	201208	Agosto	2012	CNO - 2011	22	Huesca	3	Técnicos; profesionales de apoyo	Mujeres	67
Agosto 2012	201208	Agosto	2012	CNO - 2011	22	Huesca	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	84
Agosto 2012	201208	Agosto	2012	CNO - 2011	22	Huesca	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	157
Agosto 2012	201208	Agosto	2012	CNO - 2011	22	Huesca	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	769
Agosto 2012	201208	Agosto	2012	CNO - 2011	22	Huesca	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	1096
Agosto 2012	201208	Agosto	2012	CNO - 2011	22	Huesca	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	28
Agosto 2012	201208	Agosto	2012	CNO - 2011	22	Huesca	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	5
Agosto 2012	201208	Agosto	2012	CNO - 2011	22	Huesca	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	334
Agosto 2012	201208	Agosto	2012	CNO - 2011	22	Huesca	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	27
Agosto 2012	201208	Agosto	2012	CNO - 2011	22	Huesca	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	321
Agosto 2012	201208	Agosto	2012	CNO - 2011	22	Huesca	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	25
Agosto 2012	201208	Agosto	2012	CNO - 2011	22	Huesca	9	Ocupaciones elementales	Hombres	1769
Agosto 2012	201208	Agosto	2012	CNO - 2011	22	Huesca	9	Ocupaciones elementales	Mujeres	1022
Agosto 2012	201208	Agosto	2012	CNO - 2011	44	Teruel	1	Directores y gerentes	Hombres	4
Agosto 2012	201208	Agosto	2012	CNO - 2011	44	Teruel	1	Directores y gerentes	Mujeres	2
Agosto 2012	201208	Agosto	2012	CNO - 2011	44	Teruel	2	Técnicos y profesionales científicos e intelectuales	Hombres	124
Agosto 2012	201208	Agosto	2012	CNO - 2011	44	Teruel	2	Técnicos y profesionales científicos e intelectuales	Mujeres	53
Agosto 2012	201208	Agosto	2012	CNO - 2011	44	Teruel	3	Técnicos; profesionales de apoyo	Hombres	42
Agosto 2012	201208	Agosto	2012	CNO - 2011	44	Teruel	3	Técnicos; profesionales de apoyo	Mujeres	25
Agosto 2012	201208	Agosto	2012	CNO - 2011	44	Teruel	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	34
Agosto 2012	201208	Agosto	2012	CNO - 2011	44	Teruel	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	106
Agosto 2012	201208	Agosto	2012	CNO - 2011	44	Teruel	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	259
Agosto 2012	201208	Agosto	2012	CNO - 2011	44	Teruel	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	487
Agosto 2012	201208	Agosto	2012	CNO - 2011	44	Teruel	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	16
Agosto 2012	201208	Agosto	2012	CNO - 2011	44	Teruel	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	2
Agosto 2012	201208	Agosto	2012	CNO - 2011	44	Teruel	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	205
Agosto 2012	201208	Agosto	2012	CNO - 2011	44	Teruel	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	19
Agosto 2012	201208	Agosto	2012	CNO - 2011	44	Teruel	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	137
Agosto 2012	201208	Agosto	2012	CNO - 2011	44	Teruel	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	10
Agosto 2012	201208	Agosto	2012	CNO - 2011	44	Teruel	9	Ocupaciones elementales	Hombres	445
Agosto 2012	201208	Agosto	2012	CNO - 2011	44	Teruel	9	Ocupaciones elementales	Mujeres	455
Agosto 2012	201208	Agosto	2012	CNO - 2011	50	Zaragoza	1	Directores y gerentes	Hombres	28
Agosto 2012	201208	Agosto	2012	CNO - 2011	50	Zaragoza	1	Directores y gerentes	Mujeres	8
Agosto 2012	201208	Agosto	2012	CNO - 2011	50	Zaragoza	2	Técnicos y profesionales científicos e intelectuales	Hombres	653
Agosto 2012	201208	Agosto	2012	CNO - 2011	50	Zaragoza	2	Técnicos y profesionales científicos e intelectuales	Mujeres	518
Agosto 2012	201208	Agosto	2012	CNO - 2011	50	Zaragoza	3	Técnicos; profesionales de apoyo	Hombres	711
Agosto 2012	201208	Agosto	2012	CNO - 2011	50	Zaragoza	3	Técnicos; profesionales de apoyo	Mujeres	451
Agosto 2012	201208	Agosto	2012	CNO - 2011	50	Zaragoza	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	487
Agosto 2012	201208	Agosto	2012	CNO - 2011	50	Zaragoza	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	821
Agosto 2012	201208	Agosto	2012	CNO - 2011	50	Zaragoza	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	1872
Agosto 2012	201208	Agosto	2012	CNO - 2011	50	Zaragoza	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	3188
Agosto 2012	201208	Agosto	2012	CNO - 2011	50	Zaragoza	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	86
Agosto 2012	201208	Agosto	2012	CNO - 2011	50	Zaragoza	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	9
Agosto 2012	201208	Agosto	2012	CNO - 2011	50	Zaragoza	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	1541
Agosto 2012	201208	Agosto	2012	CNO - 2011	50	Zaragoza	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	117
Agosto 2012	201208	Agosto	2012	CNO - 2011	50	Zaragoza	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	1050
Agosto 2012	201208	Agosto	2012	CNO - 2011	50	Zaragoza	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	256
Agosto 2012	201208	Agosto	2012	CNO - 2011	50	Zaragoza	9	Ocupaciones elementales	Hombres	7639
Agosto 2012	201208	Agosto	2012	CNO - 2011	50	Zaragoza	9	Ocupaciones elementales	Mujeres	5311
Agosto 2012	201208	Agosto	2012	CNO - 2011	50	Zaragoza	99	Ocupaciones militares	Hombres	2
Julio 2012	201207	Julio	2012	CNO - 2011	22	Huesca	1	Directores y gerentes	Hombres	11
Julio 2012	201207	Julio	2012	CNO - 2011	22	Huesca	1	Directores y gerentes	Mujeres	9
Julio 2012	201207	Julio	2012	CNO - 2011	22	Huesca	2	Técnicos y profesionales científicos e intelectuales	Hombres	108
Julio 2012	201207	Julio	2012	CNO - 2011	22	Huesca	2	Técnicos y profesionales científicos e intelectuales	Mujeres	111
Julio 2012	201207	Julio	2012	CNO - 2011	22	Huesca	3	Técnicos; profesionales de apoyo	Hombres	399
Julio 2012	201207	Julio	2012	CNO - 2011	22	Huesca	3	Técnicos; profesionales de apoyo	Mujeres	355
Julio 2012	201207	Julio	2012	CNO - 2011	22	Huesca	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	125
Julio 2012	201207	Julio	2012	CNO - 2011	22	Huesca	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	249
Julio 2012	201207	Julio	2012	CNO - 2011	22	Huesca	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	936
Julio 2012	201207	Julio	2012	CNO - 2011	22	Huesca	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	1414
Julio 2012	201207	Julio	2012	CNO - 2011	22	Huesca	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	58
Julio 2012	201207	Julio	2012	CNO - 2011	22	Huesca	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	7
Julio 2012	201207	Julio	2012	CNO - 2011	22	Huesca	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	432
Julio 2012	201207	Julio	2012	CNO - 2011	22	Huesca	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	21
Julio 2012	201207	Julio	2012	CNO - 2011	22	Huesca	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	376
Julio 2012	201207	Julio	2012	CNO - 2011	22	Huesca	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	59
Julio 2012	201207	Julio	2012	CNO - 2011	22	Huesca	9	Ocupaciones elementales	Hombres	2206
Julio 2012	201207	Julio	2012	CNO - 2011	22	Huesca	9	Ocupaciones elementales	Mujeres	1989
Julio 2012	201207	Julio	2012	CNO - 2011	44	Teruel	1	Directores y gerentes	Hombres	7
Julio 2012	201207	Julio	2012	CNO - 2011	44	Teruel	1	Directores y gerentes	Mujeres	1
Julio 2012	201207	Julio	2012	CNO - 2011	44	Teruel	2	Técnicos y profesionales científicos e intelectuales	Hombres	59
Julio 2012	201207	Julio	2012	CNO - 2011	44	Teruel	2	Técnicos y profesionales científicos e intelectuales	Mujeres	54
Julio 2012	201207	Julio	2012	CNO - 2011	44	Teruel	3	Técnicos; profesionales de apoyo	Hombres	110
Julio 2012	201207	Julio	2012	CNO - 2011	44	Teruel	3	Técnicos; profesionales de apoyo	Mujeres	118
Julio 2012	201207	Julio	2012	CNO - 2011	44	Teruel	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	61
Julio 2012	201207	Julio	2012	CNO - 2011	44	Teruel	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	165
Julio 2012	201207	Julio	2012	CNO - 2011	44	Teruel	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	520
Julio 2012	201207	Julio	2012	CNO - 2011	44	Teruel	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	729
Julio 2012	201207	Julio	2012	CNO - 2011	44	Teruel	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	24
Julio 2012	201207	Julio	2012	CNO - 2011	44	Teruel	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	245
Julio 2012	201207	Julio	2012	CNO - 2011	44	Teruel	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	27
Julio 2012	201207	Julio	2012	CNO - 2011	44	Teruel	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	197
Julio 2012	201207	Julio	2012	CNO - 2011	44	Teruel	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	12
Julio 2012	201207	Julio	2012	CNO - 2011	44	Teruel	9	Ocupaciones elementales	Hombres	946
Julio 2012	201207	Julio	2012	CNO - 2011	44	Teruel	9	Ocupaciones elementales	Mujeres	704
Julio 2012	201207	Julio	2012	CNO - 2011	50	Zaragoza	1	Directores y gerentes	Hombres	44
Julio 2012	201207	Julio	2012	CNO - 2011	50	Zaragoza	1	Directores y gerentes	Mujeres	8
Julio 2012	201207	Julio	2012	CNO - 2011	50	Zaragoza	2	Técnicos y profesionales científicos e intelectuales	Hombres	587
Julio 2012	201207	Julio	2012	CNO - 2011	50	Zaragoza	2	Técnicos y profesionales científicos e intelectuales	Mujeres	678
Julio 2012	201207	Julio	2012	CNO - 2011	50	Zaragoza	3	Técnicos; profesionales de apoyo	Hombres	1063
Julio 2012	201207	Julio	2012	CNO - 2011	50	Zaragoza	3	Técnicos; profesionales de apoyo	Mujeres	972
Julio 2012	201207	Julio	2012	CNO - 2011	50	Zaragoza	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	659
Julio 2012	201207	Julio	2012	CNO - 2011	50	Zaragoza	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	1254
Julio 2012	201207	Julio	2012	CNO - 2011	50	Zaragoza	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	2522
Julio 2012	201207	Julio	2012	CNO - 2011	50	Zaragoza	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	4381
Julio 2012	201207	Julio	2012	CNO - 2011	50	Zaragoza	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	109
Julio 2012	201207	Julio	2012	CNO - 2011	50	Zaragoza	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	155
Julio 2012	201207	Julio	2012	CNO - 2011	50	Zaragoza	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	2037
