Año	Municipio código	Municipio nombre	Total ingresos	Impuestos directos	Impuestos indirectos	Tasas y otros ingresos	Transferencias corrientes	Ingresos patrimoniales	Enajenación inversiones reales	Transferencias de capital	Activos financieros	Pasivos financieros	Tipo de presupuesto	Estado de la información
2003	22050	Barbuñales	240695,25	16207,45	1443,32	19030,89	33742,8	3411,33	0	166859,46	0	0	Liquidaciones	Consolidada
2003	22051	Bárcabo	462264,48	17807,29	1779,16	9533,31	51153,51	5421,55	0	376569,66	0	0	Liquidaciones	Consolidada
2003	22052	Belver de Cinca	718513,1	184573,3	3747,2	46927,42	286652,99	26314,36	0	152297,83	0	18000	Liquidaciones	Consolidada
2003	22053	Benabarre	1803511,01	192103,95	14540,38	438732,5	347315,65	6738,89	0	748779,64	0	55300	Liquidaciones	Consolidada
2003	22054	Benasque	3650737,95	816064,72	60513,08	385372,93	405014,74	460874,01	131415,77	844369,07	0	547113,63	Liquidaciones	Consolidada
2003	22055	Berbegal											Liquidaciones	Sin información
2003	22057	Bielsa											Liquidaciones	Sin información
2003	22058	Bierge	332277,53	38978,72	23929,02	73108,39	87181,78	52,83	0	109026,79	0	0	Liquidaciones	Consolidada
2003	22059	Biescas	2856772,59	744188,1	227895,7	747671,51	420769,54	13612,15	144243	347194,62	0	211197,97	Liquidaciones	Consolidada
2003	22060	Binaced	1318827,39	316058,78	29260,42	120349,69	304084,05	6486,83	0	542587,62	0	0	Liquidaciones	Consolidada
2003	22061	Binéfar	8505475,48	1829443,63	454378,96	1210445,26	1789288,58	13343,2	54778,05	2108328,83	0	1045468,97	Liquidaciones	Consolidada
2003	22062	Bisaurri	518050,22	17835,29	54215,81	12607,31	68599,51	5351,59	0	359440,71	0	0	Liquidaciones	Consolidada
2003	22063	Biscarrués	299319,61	46628,05	2531,28	20710,45	105369,09	4145,26	0	119935,48	0	0	Liquidaciones	Consolidada
2003	22064	Blecua y Torres	293898,64	33702,44	0	33467,57	56849,09	11978,59	0	157900,95	0	0	Liquidaciones	Consolidada
2003	22066	Boltaña	1873209,17	163618,19	59141,44	200063,78	199487,96	3387,94	515075,36	727592,08	0	4842,42	Liquidaciones	Consolidada
2003	22067	Bonansa											Liquidaciones	Sin información
2003	22068	Borau											Liquidaciones	Sin información
2003	22069	Broto	770739,32	92025,08	17577,42	53692,87	130773,27	53606,46	0	423064,22	0	0	Liquidaciones	Consolidada
2003	22072	Caldearenas	852378,07	66654,58	15245,95	42076,35	162140,26	29797,64	0	452126,54	0	84336,75	Liquidaciones	Consolidada
2003	22074	Campo	978571,77	71849,24	61299,95	182365,37	69860,79	50,55	0	536145,87	0	57000	Liquidaciones	Consolidada
2003	22075	Camporrells											Liquidaciones	Sin información
2003	22076	Canal de Berdún	414747,54	60329,79	4399,76	15633,67	199899,41	117928,91	0	16220	0	336	Liquidaciones	Consolidada
2003	22077	Candasnos											Liquidaciones	Sin información
2003	22078	Canfranc	2846373,54	323648	99102,12	93215,69	193005,29	111672,64	0	2025729,8	0	0	Liquidaciones	Consolidada
2003	22079	Capdesaso	246164,86	19257,62	0	21609,47	36787,89	29475,95	0	139033,93	0	0	Liquidaciones	Consolidada
2003	22080	Capella	425714,31	43276,97	595,88	59866,96	76569,19	221,45	0	245183,86	0	0	Liquidaciones	Consolidada
2003	22081	Casbas de Huesca	980574,17	48013,88	0	56861,49	183873,73	5315,06	0	660843,07	0	25666,94	Liquidaciones	Consolidada
2003	22082	Castejón del Puente	869293,1	113855,33	10761,21	41637,62	162416,99	22815,47	2068,15	515738,33	0	0	Liquidaciones	Consolidada
2003	22083	Castejón de Monegros	835649,8	71315,47	710,96	68880,21	146021,44	26236,2	3619,07	285216,45	0	233650	Liquidaciones	Consolidada
2003	22084	Castejón de Sos	1248617,24	109506,29	76441,27	350714,2	297108,25	18156,95	0	396690,28	0	0	Liquidaciones	Consolidada
2003	22085	Castelflorite	133844,04	30488,19	0	20585,02	43661,29	3317,61	0	35791,93	0	0	Liquidaciones	Consolidada
2003	22086	Castiello de Jaca											Liquidaciones	Sin información
2003	22087	Castigaleu	1025843,25	9129,74	0	6961,02	39820,74	8527,55	0	961404,2	0	0	Liquidaciones	Consolidada
2003	22088	Castillazuelo	238903,68	20999,18	0	30782,46	63991,69	7841,99	0	115288,36	0	0	Liquidaciones	Consolidada
2003	22089	Castillonroy	375246,94	55579,53	10481,07	59778,93	140525,69	2966,79	0	105914,93	0	0	Liquidaciones	Consolidada
2003	22090	Colungo	419802,89	10976,06	3891,38	25929,82	17335,79	0	0	361669,84	0	0	Liquidaciones	Consolidada
2003	22094	Chalamera											Liquidaciones	Sin información
2003	22095	Chía	673398,1	14688,55	11762,87	9838,24	35174,63	10628,04	0	591305,77	0	0	Liquidaciones	Consolidada
2003	22096	Chimillas	227443,22	29507,62	16354,24	7610,13	60477,94	79,13	0	113414,16	0	0	Liquidaciones	Consolidada
2003	22099	Esplús	551329,24	208910,92	17389,4	71545,11	180650,74	11184,52	0	61648,55	0	0	Liquidaciones	Consolidada
2003	22102	Estada	162022,25	52342,94	2186,71	31000,9	49563,23	2858,52	0	24069,95	0	0	Liquidaciones	Consolidada
2003	22103	Estadilla	1701774,98	126210,47	8483,98	185790,11	134403,79	778486,79	0	468399,84	0	0	Liquidaciones	Consolidada
2003	22105	Estopiñán del Castillo	883872,54	103279,89	34835,96	16906,8	62343,26	18290,51	0	648216,12	0	0	Liquidaciones	Consolidada
2003	22106	Fago											Liquidaciones	Sin información
2003	22107	Fanlo	618259,49	11812,53	0	17469,44	82966,89	21612,92	0	484397,71	0	0	Liquidaciones	Consolidada
2003	22109	Fiscal	1060159,37	60330,98	8479,31	9632,6	88129,84	22986,47	0	718600,17	0	152000	Liquidaciones	Consolidada
2003	22110	Fonz											Liquidaciones	Sin información
2003	22111	Foradada del Toscar											Liquidaciones	Sin información
2003	22112	Fraga	10609709,56	2801059,15	339113,96	1835588,95	2520426,79	382839,14	44762,41	1820229,16	0	865690	Liquidaciones	Consolidada
2003	22113	Fueva (La)	1682726,84	381117,07	0	28197,16	187184,77	8829,89	0	822192,95	0	255205	Liquidaciones	Consolidada
2003	22114	Gistaín	204166,11	12153,58	3349,04	40483,82	52553,63	17625,05	0	78000,99	0	0	Liquidaciones	Consolidada
2003	22115	Grado (El)	629308,28	283332,66	5095,13	70222,59	198982,2	2173,41	0	69502,29	0	0	Liquidaciones	Consolidada
2003	22116	Grañén	1703268,16	348226,59	36297,39	429952,08	426199,75	13450,09	-2735,08	194877,34	0	257000	Liquidaciones	Consolidada
2003	22117	Graus	4083198,39	612474,52	170818,09	540403,86	989879,46	32221,62	0	1429508,84	0	307892	Liquidaciones	Consolidada
2003	22119	Gurrea de Gállego	1593660,48	287448,36	92205,11	184142,24	414824,86	33194,53	0	581845,38	0	0	Liquidaciones	Consolidada
2003	22122	Hoz de Jaca	346978,31	26477,64	23794,39	6414,56	25083,24	49013,73	6542,02	209652,73	0	0	Liquidaciones	Consolidada
2003	22124	Huerto	332189,24	76349,27	1457,28	6490,18	82662,82	26469,45	0	138760,24	0	0	Liquidaciones	Consolidada
2003	22125	Huesca	34374225,78	11599316,06	1290285,26	6547540,55	9400046,61	386459,43	1140354,98	3984843,57	25379,32	0	Liquidaciones	Consolidada
2003	22126	Ibieca	94345,71	11226,98	812,19	7392,97	32985,11	6752,78	0	35175,68	0	0	Liquidaciones	Consolidada
2003	22127	Igriés	261663,22	44677,99	14357,18	55453,11	72883,7	28089,48	0	46201,76	0	0	Liquidaciones	Consolidada
2003	22128	Ilche											Liquidaciones	Sin información
2003	22129	Isábena	433795,95	33395,02	6079,39	12985,79	78204,9	3350,93	0	275739,92	0	24040	Liquidaciones	Consolidada
2003	22130	Jaca	20158209,18	4872474,53	1563497,92	5769496,53	3350550,38	246530,53	1686660,03	1043185,68	0	1625813,58	Liquidaciones	Consolidada
2003	22131	Jasa											Liquidaciones	Sin información
2003	22133	Labuerda	372359,31	23349,37	2085,3	61329,04	42519,46	6352,72	0	236723,42	0	0	Liquidaciones	Consolidada
2003	22135	Laluenga	238132	39413,39	7091,71	46203,24	84031,11	11295,14	0	50097,41	0	0	Liquidaciones	Consolidada
2003	22136	Lalueza	821782,48	241529,31	17880,05	50349,61	234870,6	12033,08	0	211119,83	0	54000	Liquidaciones	Consolidada
2003	22137	Lanaja	914889,64	253806,46	25715,65	119955,85	280875,92	34378,46	26633,81	173523,49	0	0	Liquidaciones	Consolidada
2003	22139	Laperdiguera	136295,87	11668,71	1700,97	16167,66	32646,67	538,95	0	55572,91	0	18000	Liquidaciones	Consolidada
2003	22141	Lascellas-Ponzano	170131,57	21966,16	2339,28	29080,62	45982,86	2308,5	0	50454,15	0	18000	Liquidaciones	Consolidada
2003	22142	Lascuarre	1120740,36	23911,1	0	43093,33	1011808,89	3197,04	0	38730	0	0	Liquidaciones	Consolidada
2003	22143	Laspaúles	762900,3	31652,68	11296,09	21005,4	85850,98	4479,37	0	608615,78	0	0	Liquidaciones	Consolidada
2003	22144	Laspuña	1418177,25	41638,32	8204,01	29417,42	67105,91	11414,55	0	1200397,04	0	60000	Liquidaciones	Consolidada
2003	22149	Loarre	791840,62	40762,73	7941,96	23326,92	89627,52	50704,99	0	579476,5	0	0	Liquidaciones	Consolidada
2003	22150	Loporzano	426871,69	91287,28	0	42599,34	169209,46	14485,75	0	109289,86	0	0	Liquidaciones	Consolidada
2003	22151	Loscorrales	129510,15	22769,7	0	6277,99	37783,43	11725,83	0	50953,2	0	0	Liquidaciones	Consolidada
2003	22155	Monesma y Cajigar	193469,05	11197,81	0	7201,94	30211,16	3209,57	0	141648,57	0	0	Liquidaciones	Consolidada
2003	22156	Monflorite-Lascasas	232373,25	43525,11	22155	18668,1	51367,19	228,3	0	96429,55	0	0	Liquidaciones	Consolidada
2003	22157	Montanuy											Liquidaciones	Sin información
2003	22158	Monzón	13025985,92	3333037	565127,29	3782145,11	2916634,38	41941,08	257704,95	1179396,11	0	950000	Liquidaciones	Consolidada
2003	22160	Naval	462390,12	116110,87	10206,58	62166,79	78307,45	2381,53	0	193216,9	0	0	Liquidaciones	Consolidada
2003	22162	Novales	210168,36	22667,13	48,08	12638,41	46068,66	32480,78	0	96265,3	0	0	Liquidaciones	Consolidada
2003	22163	Nueno	643903,99	94345,96	24238,29	211760,76	86408,14	42020,68	46630,17	138499,99	0	0	Liquidaciones	Consolidada
2003	22164	Olvena	1737757,19	5105,4	3352,25	8297,8	20813,11	22548,88	0	1677639,75	0	0	Liquidaciones	Consolidada
2003	22165	Ontiñena	589655,12	59616,57	0	53129,71	122560,96	94464,68	9015,18	250868,02	0	0	Liquidaciones	Consolidada
2003	22167	Osso de Cinca	731885,79	114418,1	0	57650,47	161858,84	16228,21	0	381730,17	0	0	Liquidaciones	Consolidada
2003	22168	Palo	462228,95	38501,42	0	1631,58	24532,2	3005,46	0	239808,29	0	154750	Liquidaciones	Consolidada
2003	22170	Panticosa	3797086,11	313936,97	254411,6	540675,21	173523,39	149764,28	1731500	633274,66	0	0	Liquidaciones	Consolidada
2003	22172	Peñalba	521680,16	89333,08	12808,51	59335,25	137996,5	142096,41	0	80110,41	0	0	Liquidaciones	Consolidada
2003	22173	Peñas de Riglos (Las)	668375,84	49089,13	0	27712,87	94894,61	14897,16	0	481782,07	0	0	Liquidaciones	Consolidada
2003	22174	Peralta de Alcofea	437944,99	124076,89	836,83	74428,59	96447,43	13250,24	0	128905,01	0	0	Liquidaciones	Consolidada
2003	22175	Peralta de Calasanz	341133,73	37595,9	6919,56	56858,68	80320,92	1140,87	1437,14	156860,66	0	0	Liquidaciones	Consolidada
2003	22176	Peraltilla	323272	17938,12	0	11769,78	47022,7	9940,28	0	236601,12	0	0	Liquidaciones	Consolidada
2003	22177	Perarrúa	962498,17	16202	0	7963,06	37036,34	1177,16	0	876067,92	0	24051,69	Liquidaciones	Consolidada
2003	22178	Pertusa	234427,42	43338,33	877,8	9687,28	37276,02	13505,02	0	129742,97	0	0	Liquidaciones	Consolidada
2003	22181	Piracés	114321,56	19336,22	0	5933,88	28471,15	7220,31	0	53360	0	0	Liquidaciones	Consolidada
2003	22182	Plan	567750,92	54918,36	0	84879,51	185917,02	20526,79	0	221509,24	0	0	Liquidaciones	Consolidada
2003	22184	Poleñino	355864,72	70711,56	4697,77	24679,04	53087,41	10189,38	0	135499,56	0	57000	Liquidaciones	Consolidada
2003	22186	Pozán de Vero	274281,83	21760,61	0	37799,19	64193,63	18904,18	0	131624,22	0	0	Liquidaciones	Consolidada
2003	22187	Puebla de Castro (La)	422426,53	147004,42	12174,83	69451,53	99206,38	71,1	0	94518,27	0	0	Liquidaciones	Consolidada
2003	22188	Puente de Montañana											Liquidaciones	Sin información
2003	22189	Puértolas	423541,2	17614,56	3674,3	10045,9	69762,06	11566,46	0	155961,92	0	154916	Liquidaciones	Consolidada
2003	22190	Pueyo de Araguás (El)	268235,35	20657,95	751,23	25097,47	46006,24	49566,88	0	123402,05	0	2753,53	Liquidaciones	Consolidada
2003	22193	Pueyo de Santa Cruz	201480,03	42536,02	3792,17	22050,19	67024,85	2680,57	0	63396,23	0	0	Liquidaciones	Consolidada
2003	22195	Quicena	196158,61	32359,46	72446,25	4904,79	36185,07	399,76	0	49863,28	0	0	Liquidaciones	Consolidada
2003	22197	Robres	1016266,5	118323	21046,81	85572,38	146191,73	13228,43	2312,64	629591,51	0	0	Liquidaciones	Consolidada
2003	22199	Sabiñánigo	13644263,91	2296773,23	485180,45	5069190,74	1716022,89	327327,38	117005	3554696,46	606,52	77461,24	Liquidaciones	Consolidada
2003	22200	Sahún											Liquidaciones	Sin información
2003	22201	Salas Altas	116145,14	20094,15	0	26268,24	33763,22	0	0	36019,53	0	0	Liquidaciones	Consolidada
2003	22202	Salas Bajas	311405,02	29946,86	0	66844,22	64359,63	5610,6	0	144643,71	0	0	Liquidaciones	Consolidada
2003	22203	Salillas											Liquidaciones	Sin información
2003	22204	Sallent de Gállego	3421347,25	615894,16	280394,61	1010894,45	358057,47	406071,82	0	750034,74	0	0	Liquidaciones	Consolidada
2003	22205	San Esteban de Litera											Liquidaciones	Sin información
2003	22206	Sangarrén	198358,97	65668,54	676,85	23720,63	61094,9	16612,12	0	30585,93	0	0	Liquidaciones	Consolidada
2003	22207	San Juan de Plan	216330,18	12985,53	4604,8	11664,86	71734,81	10186,66	0	105153,52	0	0	Liquidaciones	Consolidada
2003	22208	Santa Cilia											Liquidaciones	Sin información
2003	22209	Santa Cruz de la Serós											Liquidaciones	Sin información
2003	22212	Santaliestra y San Quílez	86709,78	9663,61	0	681,08	27441,28	164,23	0	48759,58	0	0	Liquidaciones	Consolidada
2003	22213	Sariñena	2878301,85	789337,01	102773,37	814709,6	1037210,99	61519,43	37409,1	35342,35	0	0	Liquidaciones	Consolidada
2003	22214	Secastilla	386979,65	217675,43	3372,28	22213,02	115509,37	2649,55	0	25560	0	0	Liquidaciones	Consolidada
2003	22215	Seira	410078,74	57411,86	26815,7	8939,37	104995,85	350,55	0	211565,41	0	0	Liquidaciones	Consolidada
2003	22217	Sena	335824,41	145956,83	5843,4	37250,77	102032,24	4737,75	0	40003,42	0	0	Liquidaciones	Consolidada
2003	22218	Senés de Alcubierre	82645,03	11666,48	0	16415,86	27285,97	6576,72	0	20700	0	0	Liquidaciones	Consolidada
2003	22220	Sesa											Liquidaciones	Sin información
2003	22221	Sesué	452657,98	53796,72	30373,91	60547,76	39757,55	3368,64	0	264813,4	0	0	Liquidaciones	Consolidada
2003	22222	Siétamo	459786,85	66036,26	18796,84	45207,5	165124,48	3404,21	0	161217,56	0	0	Liquidaciones	Consolidada
2003	22223	Sopeira	394652,32	225129,38	0	2830,51	68205,14	4487,29	0	94000	0	0	Liquidaciones	Consolidada
2003	22225	Tamarite de Litera											Liquidaciones	Sin información
2003	22226	Tardienta	1048219,58	264650,8	66523,03	67841,65	219390,59	313451,46	105551,22	10810,83	0	0	Liquidaciones	Consolidada
2003	22227	Tella-Sin	815265,6	168921,46	8219,27	45802,23	73901,98	39426,56	0	478994,1	0	0	Liquidaciones	Consolidada
2003	22228	Tierz	238809,95	16990,17	94625,28	20550,5	41119,94	9460,51	0	56063,55	0	0	Liquidaciones	Consolidada
2003	22229	Tolva	232601,08	27257,38	0	14219,24	54716,21	5769,25	0	130639	0	0	Liquidaciones	Consolidada
2003	22230	Torla-Ordesa	905975,47	50814,96	0	56077,54	68558,36	66885,76	0	663638,85	0	0	Liquidaciones	Consolidada
2003	22232	Torralba de Aragón	380618,84	52152,8	0	122052,08	31475,13	4474,53	0	170464,3	0	0	Liquidaciones	Consolidada
2003	22233	Torre la Ribera											Liquidaciones	Sin información
2003	22234	Torrente de Cinca	660517,48	159488,27	0	140508,73	232188,52	24602,07	0	103729,89	0	0	Liquidaciones	Consolidada
2003	22235	Torres de Alcanadre	122444,57	27014,38	3008,81	11409,34	53811,15	954,94	0	26245,95	0	0	Liquidaciones	Consolidada
2003	22236	Torres de Barbués	218948,11	41367,73	0	22467,3	42596,92	8675,7	0	103840,46	0	0	Liquidaciones	Consolidada
2003	22239	Tramaced	196090,56	33845,86	0	13045,86	30633,93	126,71	0	118438,2	0	0	Liquidaciones	Consolidada
2003	22242	Valfarta	161032,95	20542,06	0	10729,49	28055,56	13351,3	0	88354,54	0	0	Liquidaciones	Consolidada
2003	22243	Valle de Bardají											Liquidaciones	Sin información
2003	22244	Valle de Lierp											Liquidaciones	Sin información
2003	22245	Velilla de Cinca	317360,56	78050,83	0	68996,07	82964,04	7706,66	0	79642,96	0	0	Liquidaciones	Consolidada
2003	22246	Beranuy											Liquidaciones	Sin información
2003	22247	Viacamp y Litera											Liquidaciones	Sin información
2003	22248	Vicién											Liquidaciones	Sin información
2003	22249	Villanova											Liquidaciones	Sin información
2003	22250	Villanúa											Liquidaciones	Sin información
2003	22251	Villanueva de Sigena	504181,24	133379,72	8585,29	48567,3	94042,63	5058,06	0	214548,24	0	0	Liquidaciones	Consolidada
2003	22252	Yebra de Basa	497494,49	19183,06	79,63	11688,39	61299,57	9948,6	0	395295,24	0	0	Liquidaciones	Consolidada
2003	22253	Yésero	631081,92	3344,46	0	3195,34	76726,3	30685,99	0	517129,83	0	0	Liquidaciones	Consolidada
2003	22254	Zaidín	777398,03	203242,38	19261,65	116566,52	291683,76	9684,68	0	136959,04	0	0	Liquidaciones	Consolidada
2003	22901	Valle de Hecho	938743,01	98363,8	60031,34	81181,68	336852,78	133273,85	0	67039,56	0	162000	Liquidaciones	Consolidada
2003	22902	Puente la Reina de Jaca											Liquidaciones	Sin información
2003	22903	San Miguel del Cinca	699027,99	137790,04	0	55716,53	112744,95	6858,3	0	385918,17	0	0	Liquidaciones	Consolidada
2003	22904	Sotonera (La)	645703,43	203891,32	25539,53	51208,13	232395,78	6842,11	0	84826,56	0	41000	Liquidaciones	Consolidada
2003	22905	Lupiñén-Ortilla	296273,46	112766,3	0	26979,84	94468,3	5217,02	0	56842	0	0	Liquidaciones	Consolidada
2003	22906	Santa María de Dulcis	295234,21	22693,44	3669,49	19632,09	28396,75	0	0	193796,44	0	27046	Liquidaciones	Consolidada
2003	22907	Aínsa-Sobrarbe											Liquidaciones	Sin información
2003	22908	Hoz y Costeán	202629,96	20205,14	0	24172,6	61636,33	0	0	96615,89	0	0	Liquidaciones	Consolidada
2003	22909	Vencillón											Liquidaciones	Sin información
2003	44001	Ababuj	133684,02	15501,24	0	40493,95	26297,3	14941,83	0	36449,7	0	0	Liquidaciones	Consolidada
2003	44002	Abejuela											Liquidaciones	Sin información
2003	44003	Aguatón											Liquidaciones	Sin información
2003	44004	Aguaviva											Liquidaciones	Sin información
2003	44005	Aguilar del Alfambra	238025,74	13653,69	0	5086,41	36439,57	11257,8	0	171588,27	0	0	Liquidaciones	Consolidada
2003	44006	Alacón	896225,03	30676,75	0	45058,43	96175,01	29397,97	0	694916,87	0	0	Liquidaciones	Consolidada
2003	44007	Alba	385371,38	33080,92	0	25678,96	50225,78	11648,75	0	204606,61	0	60130,36	Liquidaciones	Consolidada
2003	44008	Albalate del Arzobispo											Liquidaciones	Sin información
2003	44009	Albarracín	1739135,17	137591,77	0	142660,04	282038,86	514450,33	51650,07	520744,1	0	90000	Liquidaciones	Consolidada
2003	44010	Albentosa	841771,08	70410,66	0	132189,36	104417,41	8546,02	8000,63	518207	0	0	Liquidaciones	Consolidada
2003	44011	Alcaine	283883,52	4920,41	0	25623,74	26527,51	203,33	0	226608,53	0	0	Liquidaciones	Consolidada
2003	44012	Alcalá de la Selva											Liquidaciones	Sin información
2003	44013	Alcañiz	10393079,87	2065941,01	332167,2	1703632,49	3041812,85	251791,73	1374483,72	1277217,56	3500	342533,31	Liquidaciones	Consolidada
2003	44014	Alcorisa	4212837,39	505324,6	41919,79	409058,94	652637,48	63007,3	92634,9	2054950,75	0	393303,63	Liquidaciones	Consolidada
2003	44016	Alfambra	504357	23243,95	0	48715,68	128500,7	127698,89	0	176197,78	0	0	Liquidaciones	Consolidada
2003	44017	Aliaga											Liquidaciones	Sin información
2003	44018	Almohaja	70694,96	2347,31	0	949,81	17013,22	7434,58	0	42950,04	0	0	Liquidaciones	Consolidada
2003	44019	Alobras											Liquidaciones	Sin información
2003	44020	Alpeñés	55883,42	5368,7	0	2981,59	16723,9	9774,23	0	21035	0	0	Liquidaciones	Consolidada
2003	44021	Allepuz											Liquidaciones	Sin información
2003	44022	Alloza	1351774,21	71423,27	4178,38	55079,82	115953,91	5059,52	0	1100079,31	0	0	Liquidaciones	Consolidada
2003	44023	Allueva	89868,91	2675,58	276,18	2228,2	15623,26	1366,62	0	67699,07	0	0	Liquidaciones	Consolidada
2003	44024	Anadón	48768,9	5420,64	1200	143,16	17365,22	1325,66	0	23314,22	0	0	Liquidaciones	Consolidada
2003	44025	Andorra	5717066	1779557,18	125845,77	722762,51	2232926,88	35263,38	26752,38	793957,9	0	0	Liquidaciones	Consolidada
2003	44026	Arcos de las Salinas	334336,89	9256,52	0	33609,97	39787,96	19715,61	12801,53	159064,09	0	60101,21	Liquidaciones	Consolidada
2003	44027	Arens de Lledó	296793,18	23510,49	971,64	26824,52	51262,5	3922,51	0	190301,52	0	0	Liquidaciones	Consolidada
2003	44028	Argente											Liquidaciones	Sin información
2003	44029	Ariño	1677799,86	108471,46	21193,44	131160,33	134488,66	83387,74	0	1199098,23	0	0	Liquidaciones	Consolidada
2003	44031	Azaila											Liquidaciones	Sin información
2003	44032	Bádenas											Liquidaciones	Sin información
2003	44033	Báguena	700498,59	41786,3	0	86000,62	78800,58	5632,72	0	428278,37	0	60000	Liquidaciones	Consolidada
