Año	Comarca código	Comarca nombre	Número de actividades	Sector código	Sector	Rama código	Rama de actividad
2013	30	Maestrazgo	1	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)
2013	30	Maestrazgo	135	3	Construcción	14	Construcción (cnae 41, 42, 43)
2013	30	Maestrazgo	160	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)
2013	30	Maestrazgo	11	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)
2013	30	Maestrazgo	131	4	Servicios	17	Hostelería (cnae 55, 56)
2013	30	Maestrazgo	2	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)
2013	30	Maestrazgo	11	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)
2013	30	Maestrazgo	31	4	Servicios	20	Actividades inmobiliarias (cnae 68)
2013	30	Maestrazgo	27	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)
2013	30	Maestrazgo	9	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)
2013	30	Maestrazgo	9	4	Servicios	23	Educación (cnae 85)
2013	30	Maestrazgo	4	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)
2013	30	Maestrazgo	13	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)
2013	30	Maestrazgo	15	4	Servicios	26	Otros servicios (cnae 94, 95, 96)
2013	31	Sierra de Albarracín	32	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)
2013	31	Sierra de Albarracín	5	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)
2013	31	Sierra de Albarracín	20	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)
2013	31	Sierra de Albarracín	14	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)
2013	31	Sierra de Albarracín	1	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)
2013	31	Sierra de Albarracín	3	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)
2013	31	Sierra de Albarracín	12	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)
2013	31	Sierra de Albarracín	6	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)
2013	31	Sierra de Albarracín	4	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)
2013	31	Sierra de Albarracín	10	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)
2013	31	Sierra de Albarracín	161	3	Construcción	14	Construcción (cnae 41, 42, 43)
2013	31	Sierra de Albarracín	118	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)
2013	31	Sierra de Albarracín	14	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)
2013	31	Sierra de Albarracín	215	4	Servicios	17	Hostelería (cnae 55, 56)
2013	31	Sierra de Albarracín	8	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)
2013	31	Sierra de Albarracín	13	4	Servicios	20	Actividades inmobiliarias (cnae 68)
2013	31	Sierra de Albarracín	18	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)
2013	31	Sierra de Albarracín	18	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)
2013	31	Sierra de Albarracín	11	4	Servicios	23	Educación (cnae 85)
2013	31	Sierra de Albarracín	2	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)
2013	31	Sierra de Albarracín	21	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)
2013	31	Sierra de Albarracín	15	4	Servicios	26	Otros servicios (cnae 94, 95, 96)
2013	32	Gúdar-Javalambre	76	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)
2013	32	Gúdar-Javalambre	27	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)
2013	32	Gúdar-Javalambre	44	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)
2013	32	Gúdar-Javalambre	8	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)
2013	32	Gúdar-Javalambre	15	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)
2013	32	Gúdar-Javalambre	4	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)
2013	32	Gúdar-Javalambre	7	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)
2013	32	Gúdar-Javalambre	13	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)
2013	32	Gúdar-Javalambre	4	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)
2013	32	Gúdar-Javalambre	1	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)
2013	32	Gúdar-Javalambre	10	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)
2013	32	Gúdar-Javalambre	27	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)
2013	32	Gúdar-Javalambre	9	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)
2013	32	Gúdar-Javalambre	347	3	Construcción	14	Construcción (cnae 41, 42, 43)
2013	32	Gúdar-Javalambre	402	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)
2013	32	Gúdar-Javalambre	62	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)
2013	32	Gúdar-Javalambre	305	4	Servicios	17	Hostelería (cnae 55, 56)
2013	32	Gúdar-Javalambre	5	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)
2013	32	Gúdar-Javalambre	32	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)
2013	32	Gúdar-Javalambre	54	4	Servicios	20	Actividades inmobiliarias (cnae 68)
2013	32	Gúdar-Javalambre	41	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)
2013	32	Gúdar-Javalambre	49	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)
2013	32	Gúdar-Javalambre	31	4	Servicios	23	Educación (cnae 85)
2013	32	Gúdar-Javalambre	7	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)
2013	32	Gúdar-Javalambre	30	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)
2013	32	Gúdar-Javalambre	34	4	Servicios	26	Otros servicios (cnae 94, 95, 96)
2013	33	Matarraña / Matarranya	271	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)
2013	33	Matarraña / Matarranya	2	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)
2013	33	Matarraña / Matarranya	90	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)
2013	33	Matarraña / Matarranya	7	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)
2013	33	Matarraña / Matarranya	25	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)
2013	33	Matarraña / Matarranya	1	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)
2013	33	Matarraña / Matarranya	7	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)
2013	33	Matarraña / Matarranya	22	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)
2013	33	Matarraña / Matarranya	13	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)
2013	33	Matarraña / Matarranya	3	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)
2013	33	Matarraña / Matarranya	6	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)
2013	33	Matarraña / Matarranya	14	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)
2013	33	Matarraña / Matarranya	10	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)
2013	33	Matarraña / Matarranya	277	3	Construcción	14	Construcción (cnae 41, 42, 43)
2013	33	Matarraña / Matarranya	359	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)
2013	33	Matarraña / Matarranya	34	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)
2013	33	Matarraña / Matarranya	225	4	Servicios	17	Hostelería (cnae 55, 56)
2013	33	Matarraña / Matarranya	15	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)
2013	33	Matarraña / Matarranya	39	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)
2013	33	Matarraña / Matarranya	132	4	Servicios	20	Actividades inmobiliarias (cnae 68)
2013	33	Matarraña / Matarranya	59	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)
2013	33	Matarraña / Matarranya	52	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)
2013	33	Matarraña / Matarranya	22	4	Servicios	23	Educación (cnae 85)
2013	33	Matarraña / Matarranya	16	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)
2013	33	Matarraña / Matarranya	27	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)
2013	33	Matarraña / Matarranya	42	4	Servicios	26	Otros servicios (cnae 94, 95, 96)
2014	01	La Jacetania	144	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)
2014	01	La Jacetania	7	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)
2014	01	La Jacetania	18	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)
2014	01	La Jacetania	5	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)
2014	01	La Jacetania	26	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)
2014	01	La Jacetania	7	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)
2014	01	La Jacetania	34	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)
2014	01	La Jacetania	3	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)
2014	01	La Jacetania	1	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)
2014	01	La Jacetania	19	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)
2014	01	La Jacetania	15	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)
2014	01	La Jacetania	16	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)
2014	01	La Jacetania	539	3	Construcción	14	Construcción (cnae 41, 42, 43)
2014	01	La Jacetania	912	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)
2014	01	La Jacetania	115	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)
2014	01	La Jacetania	546	4	Servicios	17	Hostelería (cnae 55, 56)
2014	01	La Jacetania	26	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)
2014	01	La Jacetania	66	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)
2014	01	La Jacetania	314	4	Servicios	20	Actividades inmobiliarias (cnae 68)
2014	01	La Jacetania	193	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)
2014	01	La Jacetania	169	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)
2014	01	La Jacetania	110	4	Servicios	23	Educación (cnae 85)
2014	01	La Jacetania	77	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)
2014	01	La Jacetania	108	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)
2014	01	La Jacetania	122	4	Servicios	26	Otros servicios (cnae 94, 95, 96)
2014	02	Alto Gállego	51	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)
2014	02	Alto Gállego	4	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)
2014	02	Alto Gállego	14	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)
2014	02	Alto Gállego	6	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)
2014	02	Alto Gállego	11	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)
2014	02	Alto Gállego	14	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)
2014	02	Alto Gállego	7	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)
2014	02	Alto Gállego	27	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)
2014	02	Alto Gállego	2	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)
2014	02	Alto Gállego	16	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)
2014	02	Alto Gállego	27	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)
2014	02	Alto Gállego	17	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)
2014	02	Alto Gállego	429	3	Construcción	14	Construcción (cnae 41, 42, 43)
2014	02	Alto Gállego	643	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)
2014	02	Alto Gállego	76	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)
2014	02	Alto Gállego	482	4	Servicios	17	Hostelería (cnae 55, 56)
2014	02	Alto Gállego	10	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)
2014	02	Alto Gállego	48	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)
2014	02	Alto Gállego	238	4	Servicios	20	Actividades inmobiliarias (cnae 68)
2014	02	Alto Gállego	143	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)
2014	02	Alto Gállego	172	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)
2014	02	Alto Gállego	69	4	Servicios	23	Educación (cnae 85)
2014	02	Alto Gállego	45	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)
2014	02	Alto Gállego	75	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)
2014	02	Alto Gállego	112	4	Servicios	26	Otros servicios (cnae 94, 95, 96)
2014	03	Sobrarbe	168	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)
2014	03	Sobrarbe	3	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)
2014	03	Sobrarbe	20	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)
2014	03	Sobrarbe	1	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)
2014	03	Sobrarbe	21	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)
2014	03	Sobrarbe	8	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)
2014	03	Sobrarbe	6	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)
2014	03	Sobrarbe	1	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)
2014	03	Sobrarbe	3	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)
2014	03	Sobrarbe	22	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)
2014	03	Sobrarbe	7	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)
2014	03	Sobrarbe	291	3	Construcción	14	Construcción (cnae 41, 42, 43)
2014	03	Sobrarbe	332	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)
2014	03	Sobrarbe	56	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)
2014	03	Sobrarbe	441	4	Servicios	17	Hostelería (cnae 55, 56)
2014	03	Sobrarbe	12	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)
2014	03	Sobrarbe	29	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)
2014	03	Sobrarbe	164	4	Servicios	20	Actividades inmobiliarias (cnae 68)
2014	03	Sobrarbe	90	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)
2014	03	Sobrarbe	84	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)
2014	03	Sobrarbe	35	4	Servicios	23	Educación (cnae 85)
2014	03	Sobrarbe	16	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)
2014	03	Sobrarbe	41	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)
2014	03	Sobrarbe	45	4	Servicios	26	Otros servicios (cnae 94, 95, 96)
2014	04	La Ribagorza	329	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)
2014	04	La Ribagorza	8	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)
2014	04	La Ribagorza	51	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)
2014	04	La Ribagorza	6	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)
2014	04	La Ribagorza	19	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)
2014	04	La Ribagorza	1	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)
2014	04	La Ribagorza	11	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)
2014	04	La Ribagorza	24	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)
2014	04	La Ribagorza	3	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)
2014	04	La Ribagorza	1	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)
2014	04	La Ribagorza	9	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)
2014	04	La Ribagorza	50	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)
2014	04	La Ribagorza	12	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)
2014	04	La Ribagorza	476	3	Construcción	14	Construcción (cnae 41, 42, 43)
2014	04	La Ribagorza	590	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)
2014	04	La Ribagorza	95	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)
2014	04	La Ribagorza	434	4	Servicios	17	Hostelería (cnae 55, 56)
2014	04	La Ribagorza	19	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)
2014	04	La Ribagorza	52	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)
2014	04	La Ribagorza	209	4	Servicios	20	Actividades inmobiliarias (cnae 68)
2014	04	La Ribagorza	132	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)
2014	04	La Ribagorza	126	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)
2014	04	La Ribagorza	94	4	Servicios	23	Educación (cnae 85)
2014	04	La Ribagorza	35	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)
2014	04	La Ribagorza	68	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)
2014	04	La Ribagorza	75	4	Servicios	26	Otros servicios (cnae 94, 95, 96)
2014	05	Cinco Villas	632	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)
2014	05	Cinco Villas	10	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)
2014	05	Cinco Villas	73	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)
2014	05	Cinco Villas	8	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)
2014	05	Cinco Villas	38	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)
2014	05	Cinco Villas	11	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)
2014	05	Cinco Villas	33	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)
2014	05	Cinco Villas	91	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)
2014	05	Cinco Villas	61	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)
2014	05	Cinco Villas	11	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)
2014	05	Cinco Villas	34	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)
2014	05	Cinco Villas	251	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)
2014	05	Cinco Villas	20	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)
2014	05	Cinco Villas	683	3	Construcción	14	Construcción (cnae 41, 42, 43)
2014	05	Cinco Villas	1046	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)
2014	05	Cinco Villas	187	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)
2014	05	Cinco Villas	358	4	Servicios	17	Hostelería (cnae 55, 56)
2014	05	Cinco Villas	20	4	Servicios	18	Información y comunicaciones (cnae 58, 59, 60, 61, 62, 63)
2014	05	Cinco Villas	111	4	Servicios	19	Actividades financieras y de seguros (cnae 64, 65, 66)
2014	05	Cinco Villas	358	4	Servicios	20	Actividades inmobiliarias (cnae 68)
2014	05	Cinco Villas	234	4	Servicios	21	Actividades profesionales, científicas y técnicas (cnae 69, 70, 71, 72, 73, 74, 75)
2014	05	Cinco Villas	156	4	Servicios	22	Actividades administrativas y servicios auxliares (cnae 77, 78, 79, 80, 81, 82)
2014	05	Cinco Villas	88	4	Servicios	23	Educación (cnae 85)
2014	05	Cinco Villas	75	4	Servicios	24	Actividades sanitarias y de servicios sociales (cnae 86, 87, 88)
2014	05	Cinco Villas	78	4	Servicios	25	Actividades artísticas, recreativas y de entretenimiento (cnae 90, 91, 92, 93)
2014	05	Cinco Villas	152	4	Servicios	26	Otros servicios (cnae 94, 95, 96)
2014	06	Hoya de Huesca / Plana de Uesca	576	1	Agricultura, ganadería y pesca	01	Agricultura, ganadería, silvicultura y pesca (cnae 01, 02, 03)
2014	06	Hoya de Huesca / Plana de Uesca	11	2	Industria y energía	02	Industrias extractivas (cnae 05, 06, 07, 08, 09)
2014	06	Hoya de Huesca / Plana de Uesca	83	2	Industria y energía	03	Industria de la alimentación, bebidas y tabaco (cnae 10, 11, 12)
2014	06	Hoya de Huesca / Plana de Uesca	42	2	Industria y energía	04	Industria textil, confección de prendas de vestir, cuero y calzado (cnae 13, 14, 15)
2014	06	Hoya de Huesca / Plana de Uesca	76	2	Industria y energía	05	Industria de la madera y corcho, papel y artes gráficas (cnae 16, 17, 18)
2014	06	Hoya de Huesca / Plana de Uesca	11	2	Industria y energía	06	Coquerías y refino de petróleo; industria química; productos farmacéuticos (cnae 19, 20, 21)
2014	06	Hoya de Huesca / Plana de Uesca	33	2	Industria y energía	07	Fabricación de productos de caucho y plástico y de otros minerales no metálicos (cnae 22, 23)
2014	06	Hoya de Huesca / Plana de Uesca	133	2	Industria y energía	08	Metalurgia y fabricación de productos metálicos, excepto maquinaria y equipo (cnae 24, 25)
2014	06	Hoya de Huesca / Plana de Uesca	44	2	Industria y energía	09	Fabricación de productos informáticos, electrónicos y ópticos; material y equipo eléctrico; maquinaria y equipo (cnae 26, 27, 28)
2014	06	Hoya de Huesca / Plana de Uesca	18	2	Industria y energía	10	Fabricación de material de transporte (cnae 29, 30)
2014	06	Hoya de Huesca / Plana de Uesca	87	2	Industria y energía	11	Fabricación de muebles; otras industrias manufactureras y reparación e instalación de maquinaria y equipo (cnae 31, 32, 33)
2014	06	Hoya de Huesca / Plana de Uesca	82	2	Industria y energía	12	Suministro de energía eléctrica, gas, vapor y aire acondicionado (cnae 35)
2014	06	Hoya de Huesca / Plana de Uesca	39	2	Industria y energía	13	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación (cnae 36, 37, 38, 39)
2014	06	Hoya de Huesca / Plana de Uesca	1354	3	Construcción	14	Construcción (cnae 41, 42, 43)
2014	06	Hoya de Huesca / Plana de Uesca	2695	4	Servicios	15	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas (cnae 45, 46, 47)
2014	06	Hoya de Huesca / Plana de Uesca	407	4	Servicios	16	Transporte y almacenamiento (cnae 49, 50, 51, 52, 53)
