Mes y año	Año	Mes (código)	Mes nombre	Sexo	Temporalidad	Días duración contrato	Duración contrato * 1.00 / Número de contratos	Número de contratos	Duración contrato	CCAA nombre
Febrero 2015	2015	201502	Febrero	Mujeres	Temporal	1	46,8088363410081	8035	376109	Aragón
Enero 2015	2015	201501	Enero	Hombres	Temporal	0	0	6919	0	Aragón
Enero 2015	2015	201501	Enero	Hombres	Temporal	1	57,1097418979235	10306	588573	Aragón
Enero 2015	2015	201501	Enero	Mujeres	Temporal	0	0	5600	0	Aragón
Enero 2015	2015	201501	Enero	Mujeres	Temporal	1	51,6359973136333	8934	461316	Aragón
Diciembre 2014	2014	201412	Diciembre	Hombres	Temporal	0	0	5502	0	Aragón
Diciembre 2014	2014	201412	Diciembre	Hombres	Temporal	1	45,4970144722194	9881	449556	Aragón
Diciembre 2014	2014	201412	Diciembre	Mujeres	Temporal	0	0	4676	0	Aragón
Diciembre 2014	2014	201412	Diciembre	Mujeres	Temporal	1	41,0446308377343	9657	396368	Aragón
Noviembre 2014	2014	201411	Noviembre	Hombres	Temporal	0	0	7018	0	Aragón
Noviembre 2014	2014	201411	Noviembre	Hombres	Temporal	1	52,7155354131535	9488	500165	Aragón
Noviembre 2014	2014	201411	Noviembre	Mujeres	Temporal	0	0	5208	0	Aragón
Noviembre 2014	2014	201411	Noviembre	Mujeres	Temporal	1	46,1293797482708	8819	406815	Aragón
Octubre 2014	2014	201410	Octubre	Hombres	Temporal	0	0	8619	0	Aragón
Octubre 2014	2014	201410	Octubre	Hombres	Temporal	1	50,5791219813286	12961	655556	Aragón
Octubre 2014	2014	201410	Octubre	Mujeres	Temporal	0	0	7039	0	Aragón
Octubre 2014	2014	201410	Octubre	Mujeres	Temporal	1	50,8456936746723	11367	577963	Aragón
Septiembre 2014	2014	201409	Septiembre	Hombres	Temporal	0	0	10246	0	Aragón
Septiembre 2014	2014	201409	Septiembre	Hombres	Temporal	1	47,9855510028035	13911	667527	Aragón
Septiembre 2014	2014	201409	Septiembre	Mujeres	Temporal	0	0	7030	0	Aragón
Septiembre 2014	2014	201409	Septiembre	Mujeres	Temporal	1	57,3544115067532	11402	653955	Aragón
Agosto 2014	2014	201408	Agosto	Hombres	Temporal	0	0	8786	0	Aragón
Agosto 2014	2014	201408	Agosto	Hombres	Temporal	1	35,5334645669291	11684	415173	Aragón
Agosto 2014	2014	201408	Agosto	Mujeres	Temporal	0	0	5524	0	Aragón
Agosto 2014	2014	201408	Agosto	Mujeres	Temporal	1	35,9713547517412	8902	320217	Aragón
Julio 2014	2014	201407	Julio	Hombres	Temporal	0	0	11981	0	Aragón
Julio 2014	2014	201407	Julio	Hombres	Temporal	1	45,8717458148275	14635	671333	Aragón
Julio 2014	2014	201407	Julio	Mujeres	Temporal	0	0	7795	0	Aragón
Julio 2014	2014	201407	Julio	Mujeres	Temporal	1	42,105856763071	12413	522660	Aragón
Junio 2014	2014	201406	Junio	Hombres	Temporal	0	0	12294	0	Aragón
Junio 2014	2014	201406	Junio	Hombres	Temporal	1	44,299876444509	13759	609522	Aragón
Junio 2014	2014	201406	Junio	Mujeres	Temporal	0	0	7939	0	Aragón
Junio 2014	2014	201406	Junio	Mujeres	Temporal	1	39,4253751460149	11129	438765	Aragón
Mayo 2014	2014	201405	Mayo	Hombres	Temporal	0	0	13821	0	Aragón
Mayo 2014	2014	201405	Mayo	Hombres	Temporal	1	40,2439493508575	12478	502164	Aragón
Mayo 2014	2014	201405	Mayo	Mujeres	Temporal	0	0	8287	0	Aragón
Mayo 2014	2014	201405	Mayo	Mujeres	Temporal	1	37,8047079337402	10323	390258	Aragón
Abril 2014	2014	201404	Abril	Hombres	Temporal	0	0	7670	0	Aragón
Abril 2014	2014	201404	Abril	Hombres	Temporal	1	44,2197485054628	9702	429020	Aragón
Abril 2014	2014	201404	Abril	Mujeres	Temporal	0	0	5277	0	Aragón
Abril 2014	2014	201404	Abril	Mujeres	Temporal	1	42,2847866419295	8624	364664	Aragón
Marzo 2014	2014	201403	Marzo	Hombres	Temporal	0	0	6026	0	Aragón
Marzo 2014	2014	201403	Marzo	Hombres	Temporal	1	48,5052596975674	9126	442659	Aragón
Marzo 2014	2014	201403	Marzo	Mujeres	Temporal	0	0	4413	0	Aragón
Marzo 2014	2014	201403	Marzo	Mujeres	Temporal	1	47,9402241594022	7227	346464	Aragón
Febrero 2014	2014	201402	Febrero	Hombres	Temporal	0	0	5715	0	Aragón
Febrero 2014	2014	201402	Febrero	Hombres	Temporal	1	50,7112960760999	8410	426482	Aragón
Febrero 2014	2014	201402	Febrero	Mujeres	Temporal	0	0	4191	0	Aragón
Febrero 2014	2014	201402	Febrero	Mujeres	Temporal	1	52,3316076675528	7147	374014	Aragón
Enero 2014	2014	201401	Enero	Hombres	Temporal	0	0	6420	0	Aragón
Enero 2014	2014	201401	Enero	Hombres	Temporal	1	57,5693302641675	9123	525205	Aragón
Enero 2014	2014	201401	Enero	Mujeres	Temporal	0	0	5056	0	Aragón
Enero 2014	2014	201401	Enero	Mujeres	Temporal	1	54,6338221186789	7297	398663	Aragón
Diciembre 2013	2013	201312	Diciembre	Hombres	Temporal	0	0	5539	0	Aragón
Diciembre 2013	2013	201312	Diciembre	Hombres	Temporal	1	47,8369757174393	9060	433403	Aragón
Diciembre 2013	2013	201312	Diciembre	Mujeres	Temporal	0	0	4494	0	Aragón
Diciembre 2013	2013	201312	Diciembre	Mujeres	Temporal	1	41,1746085772634	8814	362913	Aragón
Noviembre 2013	2013	201311	Noviembre	Hombres	Temporal	0	0	6463	0	Aragón
Noviembre 2013	2013	201311	Noviembre	Hombres	Temporal	1	54,6423803597692	8839	482984	Aragón
Noviembre 2013	2013	201311	Noviembre	Mujeres	Temporal	0	0	4627	0	Aragón
Noviembre 2013	2013	201311	Noviembre	Mujeres	Temporal	1	57,9443587766641	7782	450923	Aragón
Octubre 2013	2013	201310	Octubre	Hombres	Temporal	0	0	9471	0	Aragón
Octubre 2013	2013	201310	Octubre	Hombres	Temporal	1	51,5090769624137	11733	604356	Aragón
Octubre 2013	2013	201310	Octubre	Mujeres	Temporal	0	0	6973	0	Aragón
Octubre 2013	2013	201310	Octubre	Mujeres	Temporal	1	54,6105888174171	10105	551840	Aragón
Septiembre 2013	2013	201309	Septiembre	Hombres	Temporal	0	0	9354	0	Aragón
Septiembre 2013	2013	201309	Septiembre	Hombres	Temporal	1	45,2135481206113	12105	547310	Aragón
Septiembre 2013	2013	201309	Septiembre	Mujeres	Temporal	0	0	6547	0	Aragón
Septiembre 2013	2013	201309	Septiembre	Mujeres	Temporal	1	57,2395361096468	9485	542917	Aragón
Agosto 2013	2013	201308	Agosto	Hombres	Temporal	0	0	7814	0	Aragón
Agosto 2013	2013	201308	Agosto	Hombres	Temporal	1	38,4901783924634	9978	384055	Aragón
Agosto 2013	2013	201308	Agosto	Mujeres	Temporal	0	0	4769	0	Aragón
Agosto 2013	2013	201308	Agosto	Mujeres	Temporal	1	36,3539944903581	7986	290323	Aragón
Julio 2013	2013	201307	Julio	Hombres	Temporal	0	0	11186	0	Aragón
Julio 2013	2013	201307	Julio	Hombres	Temporal	1	41,5170113908873	13344	554003	Aragón
Julio 2013	2013	201307	Julio	Mujeres	Temporal	0	0	7601	0	Aragón
Julio 2013	2013	201307	Julio	Mujeres	Temporal	1	42,9550037341299	10712	460134	Aragón
Junio 2013	2013	201306	Junio	Hombres	Temporal	0	0	10121	0	Aragón
Junio 2013	2013	201306	Junio	Hombres	Temporal	1	43,1936445811201	10731	463511	Aragón
Junio 2013	2013	201306	Junio	Mujeres	Temporal	0	0	6892	0	Aragón
Junio 2013	2013	201306	Junio	Mujeres	Temporal	1	44,6771134497514	8647	386323	Aragón
Mayo 2013	2013	201305	Mayo	Hombres	Temporal	0	0	10860	0	Aragón
Mayo 2013	2013	201305	Mayo	Hombres	Temporal	1	42,4730976172175	10408	442060	Aragón
Mayo 2013	2013	201305	Mayo	Mujeres	Temporal	0	0	6320	0	Aragón
Mayo 2013	2013	201305	Mayo	Mujeres	Temporal	1	38,1961448598131	8560	326959	Aragón
Abril 2013	2013	201304	Abril	Hombres	Temporal	0	0	6366	0	Aragón
Abril 2013	2013	201304	Abril	Hombres	Temporal	1	46,0789002557545	7820	360337	Aragón
Abril 2013	2013	201304	Abril	Mujeres	Temporal	0	0	4165	0	Aragón
Abril 2013	2013	201304	Abril	Mujeres	Temporal	1	46,6638798356242	7057	329307	Aragón
Marzo 2013	2013	201303	Marzo	Hombres	Temporal	0	0	4479	0	Aragón
Marzo 2013	2013	201303	Marzo	Hombres	Temporal	1	57,5617408906883	6916	398097	Aragón
Marzo 2013	2013	201303	Marzo	Mujeres	Temporal	0	0	3564	0	Aragón
Marzo 2013	2013	201303	Marzo	Mujeres	Temporal	1	54,5291953287474	6251	340862	Aragón
Febrero 2013	2013	201302	Febrero	Hombres	Temporal	0	0	4344	0	Aragón
Febrero 2013	2013	201302	Febrero	Hombres	Temporal	1	55,1885433715221	6110	337202	Aragón
Febrero 2013	2013	201302	Febrero	Mujeres	Temporal	0	0	3499	0	Aragón
Febrero 2013	2013	201302	Febrero	Mujeres	Temporal	1	52,2742402315485	5528	288972	Aragón
Enero 2013	2013	201301	Enero	Hombres	Temporal	0	0	5111	0	Aragón
Enero 2013	2013	201301	Enero	Hombres	Temporal	1	60,6953633585758	7527	456854	Aragón
Enero 2013	2013	201301	Enero	Mujeres	Temporal	0	0	4449	0	Aragón
Enero 2013	2013	201301	Enero	Mujeres	Temporal	1	60,8897401231786	6657	405343	Aragón
Diciembre 2012	2012	201212	Diciembre	Hombres	Temporal	0	0	4248	0	Aragón
Diciembre 2012	2012	201212	Diciembre	Hombres	Temporal	1	82,9805413313826	6835	567172	Aragón
Diciembre 2012	2012	201212	Diciembre	Mujeres	Temporal	0	0	3810	0	Aragón
Diciembre 2012	2012	201212	Diciembre	Mujeres	Temporal	1	45,2006513735486	7062	319207	Aragón
Noviembre 2012	2012	201211	Noviembre	Hombres	Temporal	0	0	5648	0	Aragón
Noviembre 2012	2012	201211	Noviembre	Hombres	Temporal	1	62,9075072064168	7979	501939	Aragón
Noviembre 2012	2012	201211	Noviembre	Mujeres	Temporal	0	0	4270	0	Aragón
Noviembre 2012	2012	201211	Noviembre	Mujeres	Temporal	1	54,8905535804977	7876	432318	Aragón
Octubre 2012	2012	201210	Octubre	Hombres	Temporal	0	0	7539	0	Aragón
Octubre 2012	2012	201210	Octubre	Hombres	Temporal	1	67,294474393531	10388	699055	Aragón
Octubre 2012	2012	201210	Octubre	Mujeres	Temporal	0	0	6296	0	Aragón
Octubre 2012	2012	201210	Octubre	Mujeres	Temporal	1	65,1371541501976	10120	659188	Aragón
Septiembre 2012	2012	201209	Septiembre	Hombres	Temporal	0	0	8840	0	Aragón
Septiembre 2012	2012	201209	Septiembre	Hombres	Temporal	1	55,1083840565482	10186	561334	Aragón
Septiembre 2012	2012	201209	Septiembre	Mujeres	Temporal	0	0	6274	0	Aragón
Septiembre 2012	2012	201209	Septiembre	Mujeres	Temporal	1	65,046094609461	9090	591269	Aragón
Agosto 2012	2012	201208	Agosto	Hombres	Temporal	0	0	8155	0	Aragón
Agosto 2012	2012	201208	Agosto	Hombres	Temporal	1	45,8479350441059	9976	457379	Aragón
Agosto 2012	2012	201208	Agosto	Mujeres	Temporal	0	0	5091	0	Aragón
Agosto 2012	2012	201208	Agosto	Mujeres	Temporal	1	41,7879557870664	7871	328913	Aragón
Julio 2012	2012	201207	Julio	Hombres	Temporal	0	0	9264	0	Aragón
Julio 2012	2012	201207	Julio	Hombres	Temporal	1	53,997715156131	11817	638091	Aragón
Julio 2012	2012	201207	Julio	Mujeres	Temporal	0	0	7091	0	Aragón
Julio 2012	2012	201207	Julio	Mujeres	Temporal	1	47,5077026121902	10451	496503	Aragón
Junio 2012	2012	201206	Junio	Hombres	Temporal	0	0	9916	0	Aragón
Junio 2012	2012	201206	Junio	Hombres	Temporal	1	55,3389169125345	10507	581446	Aragón
Junio 2012	2012	201206	Junio	Mujeres	Temporal	0	0	7124	0	Aragón
Junio 2012	2012	201206	Junio	Mujeres	Temporal	1	47,3603640454034	9779	463137	Aragón
Mayo 2012	2012	201205	Mayo	Hombres	Temporal	0	0	11937	0	Aragón
Mayo 2012	2012	201205	Mayo	Hombres	Temporal	1	55,6533319621555	9724	541173	Aragón
Mayo 2012	2012	201205	Mayo	Mujeres	Temporal	0	0	6780	0	Aragón
Mayo 2012	2012	201205	Mayo	Mujeres	Temporal	1	44,0546473610462	8564	377284	Aragón
Abril 2012	2012	201204	Abril	Hombres	Temporal	0	0	5531	0	Aragón
Abril 2012	2012	201204	Abril	Hombres	Temporal	1	65,8803888419273	7098	467619	Aragón
Abril 2012	2012	201204	Abril	Mujeres	Temporal	0	0	3605	0	Aragón
Abril 2012	2012	201204	Abril	Mujeres	Temporal	1	52,1700220426157	6805	355017	Aragón
Marzo 2012	2012	201203	Marzo	Hombres	Temporal	0	0	5442	0	Aragón
Marzo 2012	2012	201203	Marzo	Hombres	Temporal	1	72,3721682847896	7416	536712	Aragón
Marzo 2012	2012	201203	Marzo	Mujeres	Temporal	0	0	4069	0	Aragón
Marzo 2012	2012	201203	Marzo	Mujeres	Temporal	1	53,0929216018049	7092	376535	Aragón
Febrero 2012	2012	201202	Febrero	Hombres	Temporal	0	0	5194	0	Aragón
Febrero 2012	2012	201202	Febrero	Hombres	Temporal	1	74,2721097676946	7361	546717	Aragón
Febrero 2012	2012	201202	Febrero	Mujeres	Temporal	0	0	4327	0	Aragón
Febrero 2012	2012	201202	Febrero	Mujeres	Temporal	1	57,0733917694251	6731	384161	Aragón
Enero 2012	2012	201201	Enero	Hombres	Temporal	0	0	5291	0	Aragón
Enero 2012	2012	201201	Enero	Hombres	Temporal	1	75,2521557355631	7654	575980	Aragón
Enero 2012	2012	201201	Enero	Mujeres	Temporal	0	0	4305	0	Aragón
Enero 2012	2012	201201	Enero	Mujeres	Temporal	1	60,49196326062	6968	421508	Aragón
Diciembre 2011	2011	201112	Diciembre	Hombres	Temporal	0	0	4823	0	Aragón
Diciembre 2011	2011	201112	Diciembre	Hombres	Temporal	1	68,892650585414	7089	488380	Aragón
Diciembre 2011	2011	201112	Diciembre	Mujeres	Temporal	0	0	3866	0	Aragón
Diciembre 2011	2011	201112	Diciembre	Mujeres	Temporal	1	48,8124078788691	7463	364287	Aragón
Noviembre 2011	2011	201111	Noviembre	Hombres	Temporal	0	0	6483	0	Aragón
Noviembre 2011	2011	201111	Noviembre	Hombres	Temporal	1	69,2318187507823	7989	553093	Aragón
Noviembre 2011	2011	201111	Noviembre	Mujeres	Temporal	0	0	4535	0	Aragón
Noviembre 2011	2011	201111	Noviembre	Mujeres	Temporal	1	55,0463642013673	8045	442848	Aragón
Octubre 2011	2011	201110	Octubre	Hombres	Temporal	0	0	6991	0	Aragón
Octubre 2011	2011	201110	Octubre	Hombres	Temporal	1	65,2413339183853	9116	594740	Aragón
Octubre 2011	2011	201110	Octubre	Mujeres	Temporal	0	0	6070	0	Aragón
Octubre 2011	2011	201110	Octubre	Mujeres	Temporal	1	59,5771241830065	9180	546918	Aragón
Septiembre 2011	2011	201109	Septiembre	Hombres	Temporal	0	0	9307	0	Aragón
Septiembre 2011	2011	201109	Septiembre	Hombres	Temporal	1	68,2416163492801	10765	734621	Aragón
Septiembre 2011	2011	201109	Septiembre	Mujeres	Temporal	0	0	6518	0	Aragón
Septiembre 2011	2011	201109	Septiembre	Mujeres	Temporal	1	72,5603724469363	9988	724733	Aragón
Agosto 2011	2011	201108	Agosto	Hombres	Temporal	0	0	8486	0	Aragón
Agosto 2011	2011	201108	Agosto	Hombres	Temporal	1	43,6691333982473	10270	448482	Aragón
Agosto 2011	2011	201108	Agosto	Mujeres	Temporal	0	0	4823	0	Aragón
Agosto 2011	2011	201108	Agosto	Mujeres	Temporal	1	43,0969173859433	8110	349516	Aragón
Julio 2011	2011	201107	Julio	Hombres	Temporal	0	0	8548	0	Aragón
Julio 2011	2011	201107	Julio	Hombres	Temporal	1	55,8355489039528	11359	634236	Aragón
Julio 2011	2011	201107	Julio	Mujeres	Temporal	0	0	5793	0	Aragón
Julio 2011	2011	201107	Julio	Mujeres	Temporal	1	50,0073039940828	10816	540879	Aragón
Junio 2011	2011	201106	Junio	Hombres	Temporal	0	0	10334	0	Aragón
Junio 2011	2011	201106	Junio	Hombres	Temporal	1	56,82965354743	11459	651211	Aragón
Junio 2011	2011	201106	Junio	Mujeres	Temporal	0	0	6935	0	Aragón
Junio 2011	2011	201106	Junio	Mujeres	Temporal	1	47,2046992481203	10640	502258	Aragón
Mayo 2011	2011	201105	Mayo	Hombres	Temporal	0	0	11721	0	Aragón
Mayo 2011	2011	201105	Mayo	Hombres	Temporal	1	63,9030463076488	10603	677564	Aragón
Mayo 2011	2011	201105	Mayo	Mujeres	Temporal	0	0	7359	0	Aragón
Mayo 2011	2011	201105	Mayo	Mujeres	Temporal	1	45,1406743940991	9490	428385	Aragón
Abril 2011	2011	201104	Abril	Hombres	Temporal	0	0	6691	0	Aragón
Abril 2011	2011	201104	Abril	Hombres	Temporal	1	70,0300498585096	7421	519693	Aragón
Abril 2011	2011	201104	Abril	Mujeres	Temporal	0	0	4272	0	Aragón
Abril 2011	2011	201104	Abril	Mujeres	Temporal	1	52,1107302926443	7586	395312	Aragón
Marzo 2011	2011	201103	Marzo	Hombres	Temporal	0	0	6028	0	Aragón
Marzo 2011	2011	201103	Marzo	Hombres	Temporal	1	75,2590565546	7674	577538	Aragón
Marzo 2011	2011	201103	Marzo	Mujeres	Temporal	0	0	4201	0	Aragón
Marzo 2011	2011	201103	Marzo	Mujeres	Temporal	1	53,3858607663249	7412	395696	Aragón
Febrero 2011	2011	201102	Febrero	Hombres	Temporal	0	0	5430	0	Aragón
Febrero 2011	2011	201102	Febrero	Hombres	Temporal	1	77,9876367094627	6309	492024	Aragón
Febrero 2011	2011	201102	Febrero	Mujeres	Temporal	0	0	4005	0	Aragón
Febrero 2011	2011	201102	Febrero	Mujeres	Temporal	1	58,802192408377	6112	359399	Aragón
Enero 2011	2011	201101	Enero	Hombres	Temporal	0	0	5965	0	Aragón
Enero 2011	2011	201101	Enero	Hombres	Temporal	1	89,2539568345324	6950	620315	Aragón
Enero 2011	2011	201101	Enero	Mujeres	Temporal	0	0	4449	0	Aragón
Enero 2011	2011	201101	Enero	Mujeres	Temporal	1	62,8766265060241	6225	391407	Aragón
Diciembre 2010	2010	201012	Diciembre	Hombres	Temporal	0	0	5130	0	Aragón
Diciembre 2010	2010	201012	Diciembre	Hombres	Temporal	1	77,3059636992221	6942	536658	Aragón
Diciembre 2010	2010	201012	Diciembre	Mujeres	Temporal	0	0	4339	0	Aragón
Diciembre 2010	2010	201012	Diciembre	Mujeres	Temporal	1	53,632847750419	7757	416030	Aragón
Noviembre 2010	2010	201011	Noviembre	Hombres	Temporal	0	0	7247	0	Aragón
Noviembre 2010	2010	201011	Noviembre	Hombres	Temporal	1	76,583912037037	8640	661685	Aragón
Noviembre 2010	2010	201011	Noviembre	Mujeres	Temporal	0	0	5028	0	Aragón
Noviembre 2010	2010	201011	Noviembre	Mujeres	Temporal	1	59,3318845828806	8283	491446	Aragón
Octubre 2010	2010	201010	Octubre	Hombres	Temporal	0	0	8033	0	Aragón
Octubre 2010	2010	201010	Octubre	Hombres	Temporal	1	71,3076840292725	9292	662591	Aragón
Octubre 2010	2010	201010	Octubre	Mujeres	Temporal	0	0	6007	0	Aragón
Octubre 2010	2010	201010	Octubre	Mujeres	Temporal	1	64,1818079856438	8916	572245	Aragón
Septiembre 2010	2010	201009	Septiembre	Hombres	Temporal	0	0	10446	0	Aragón
Septiembre 2010	2010	201009	Septiembre	Hombres	Temporal	1	64,7576980848667	10652	689799	Aragón
Septiembre 2010	2010	201009	Septiembre	Mujeres	Temporal	0	0	7259	0	Aragón
Septiembre 2010	2010	201009	Septiembre	Mujeres	Temporal	1	67,8421268312673	9761	662207	Aragón
Agosto 2010	2010	201008	Agosto	Hombres	Temporal	0	0	8025	0	Aragón
Agosto 2010	2010	201008	Agosto	Hombres	Temporal	1	47,2303513638465	8652	408637	Aragón
Agosto 2010	2010	201008	Agosto	Mujeres	Temporal	0	0	4741	0	Aragón
Agosto 2010	2010	201008	Agosto	Mujeres	Temporal	1	42,889598540146	7672	329049	Aragón
Julio 2010	2010	201007	Julio	Hombres	Temporal	0	0	9471	0	Aragón
Julio 2010	2010	201007	Julio	Hombres	Temporal	1	60,3517622080679	11775	710642	Aragón
Julio 2010	2010	201007	Julio	Mujeres	Temporal	0	0	6326	0	Aragón
Julio 2010	2010	201007	Julio	Mujeres	Temporal	1	49,9842512259525	10604	530033	Aragón
Junio 2010	2010	201006	Junio	Hombres	Temporal	0	0	9849	0	Aragón
Junio 2010	2010	201006	Junio	Hombres	Temporal	1	61,4076284621841	10723	658474	Aragón
Junio 2010	2010	201006	Junio	Mujeres	Temporal	0	0	7005	0	Aragón
Junio 2010	2010	201006	Junio	Mujeres	Temporal	1	48,6948071364497	10033	488555	Aragón
Mayo 2010	2010	201005	Mayo	Hombres	Temporal	0	0	10408	0	Aragón
Mayo 2010	2010	201005	Mayo	Hombres	Temporal	1	87,8233574935703	8554	751241	Aragón
Mayo 2010	2010	201005	Mayo	Mujeres	Temporal	0	0	6489	0	Aragón
Mayo 2010	2010	201005	Mayo	Mujeres	Temporal	1	56,4881041823191	7986	451114	Aragón
Abril 2010	2010	201004	Abril	Hombres	Temporal	0	0	6253	0	Aragón
Abril 2010	2010	201004	Abril	Hombres	Temporal	1	93,9972695149374	6226	585227	Aragón
Abril 2010	2010	201004	Abril	Mujeres	Temporal	0	0	4216	0	Aragón
Abril 2010	2010	201004	Abril	Mujeres	Temporal	1	53,9973692355308	6462	348931	Aragón
Marzo 2010	2010	201003	Marzo	Hombres	Temporal	0	0	6457	0	Aragón
Marzo 2010	2010	201003	Marzo	Hombres	Temporal	1	90,2827126503405	6901	623041	Aragón
Marzo 2010	2010	201003	Marzo	Mujeres	Temporal	0	0	4469	0	Aragón
Marzo 2010	2010	201003	Marzo	Mujeres	Temporal	1	57,7461549315648	7087	409247	Aragón
Febrero 2010	2010	201002	Febrero	Hombres	Temporal	0	0	5968	0	Aragón
Febrero 2010	2010	201002	Febrero	Hombres	Temporal	1	88,0017179178835	5821	512258	Aragón
Febrero 2010	2010	201002	Febrero	Mujeres	Temporal	0	0	4046	0	Aragón
Febrero 2010	2010	201002	Febrero	Mujeres	Temporal	1	59,8172372679271	5871	351187	Aragón
Enero 2010	2010	201001	Enero	Hombres	Temporal	0	0	6015	0	Aragón
Enero 2010	2010	201001	Enero	Hombres	Temporal	1	99,8045219868257	5617	560602	Aragón
Enero 2010	2010	201001	Enero	Mujeres	Temporal	0	0	4373	0	Aragón
Enero 2010	2010	201001	Enero	Mujeres	Temporal	1	78,9719986586184	5964	470989	Aragón
Diciembre 2009	2009	200912	Diciembre	Hombres	Temporal	0	0	5782	0	Aragón
Diciembre 2009	2009	200912	Diciembre	Hombres	Temporal	1	115,55012345679	6075	701967	Aragón
Diciembre 2009	2009	200912	Diciembre	Mujeres	Temporal	0	0	4478	0	Aragón
Diciembre 2009	2009	200912	Diciembre	Mujeres	Temporal	1	66,6259891711787	7203	479907	Aragón
Noviembre 2009	2009	200911	Noviembre	Hombres	Temporal	0	0	7730	0	Aragón
Noviembre 2009	2009	200911	Noviembre	Hombres	Temporal	1	104,219292989814	6676	695768	Aragón
Noviembre 2009	2009	200911	Noviembre	Mujeres	Temporal	0	0	5459	0	Aragón
Noviembre 2009	2009	200911	Noviembre	Mujeres	Temporal	1	65,4909539473684	7296	477822	Aragón
Octubre 2009	2009	200910	Octubre	Hombres	Temporal	0	0	9020	0	Aragón
Octubre 2009	2009	200910	Octubre	Hombres	Temporal	1	101,001798992564	8338	842153	Aragón
Octubre 2009	2009	200910	Octubre	Mujeres	Temporal	0	0	6674	0	Aragón
Octubre 2009	2009	200910	Octubre	Mujeres	Temporal	1	76,3889995573262	9036	690251	Aragón
Septiembre 2009	2009	200909	Septiembre	Hombres	Temporal	0	0	10610	0	Aragón
Septiembre 2009	2009	200909	Septiembre	Hombres	Temporal	1	105,040859496771	8982	943477	Aragón
Septiembre 2009	2009	200909	Septiembre	Mujeres	Temporal	0	0	7432	0	Aragón
Septiembre 2009	2009	200909	Septiembre	Mujeres	Temporal	1	96,6249164252284	8974	867112	Aragón
Agosto 2009	2009	200908	Agosto	Hombres	Temporal	0	0	7838	0	Aragón
Agosto 2009	2009	200908	Agosto	Hombres	Temporal	1	68,0953942465345	6709	456852	Aragón
Agosto 2009	2009	200908	Agosto	Mujeres	Temporal	0	0	4369	0	Aragón
Agosto 2009	2009	200908	Agosto	Mujeres	Temporal	1	51,9376026272578	6699	347930	Aragón
Julio 2009	2009	200907	Julio	Hombres	Temporal	0	0	9403	0	Aragón
Julio 2009	2009	200907	Julio	Hombres	Temporal	1	80,4975619666802	9844	792418	Aragón
Julio 2009	2009	200907	Julio	Mujeres	Temporal	0	0	6219	0	Aragón
Julio 2009	2009	200907	Julio	Mujeres	Temporal	1	60,4933411672542	10212	617758	Aragón
Junio 2009	2009	200906	Junio	Hombres	Temporal	0	0	10227	0	Aragón
Junio 2009	2009	200906	Junio	Hombres	Temporal	1	97,1463565253191	9716	943874	Aragón
Junio 2009	2009	200906	Junio	Mujeres	Temporal	0	0	6987	0	Aragón
Junio 2009	2009	200906	Junio	Mujeres	Temporal	1	66,7629314922995	9415	628573	Aragón
Mayo 2009	2009	200905	Mayo	Hombres	Temporal	0	0	10407	0	Aragón
Mayo 2009	2009	200905	Mayo	Hombres	Temporal	1	99,2390524048815	6965	691200	Aragón
Mayo 2009	2009	200905	Mayo	Mujeres	Temporal	0	0	6272	0	Aragón
Mayo 2009	2009	200905	Mayo	Mujeres	Temporal	1	68,1713675865223	6559	447136	Aragón
Abril 2009	2009	200904	Abril	Hombres	Temporal	0	0	6537	0	Aragón
Abril 2009	2009	200904	Abril	Hombres	Temporal	1	112,188426504733	5599	628143	Aragón
Abril 2009	2009	200904	Abril	Mujeres	Temporal	0	0	4353	0	Aragón
Abril 2009	2009	200904	Abril	Mujeres	Temporal	1	69,6024529844644	6115	425619	Aragón
Marzo 2009	2009	200903	Marzo	Hombres	Temporal	0	0	5958	0	Aragón
Marzo 2009	2009	200903	Marzo	Hombres	Temporal	1	122,247192982456	5700	696809	Aragón
Marzo 2009	2009	200903	Marzo	Mujeres	Temporal	0	0	4207	0	Aragón
Marzo 2009	2009	200903	Marzo	Mujeres	Temporal	1	71,7629880606647	6198	444787	Aragón
Febrero 2009	2009	200902	Febrero	Hombres	Temporal	0	0	5557	0	Aragón
Febrero 2009	2009	200902	Febrero	Hombres	Temporal	1	120,08869530786	5051	606568	Aragón
Febrero 2009	2009	200902	Febrero	Mujeres	Temporal	0	0	4118	0	Aragón
Febrero 2009	2009	200902	Febrero	Mujeres	Temporal	1	75,0111860795455	5632	422463	Aragón
Enero 2009	2009	200901	Enero	Hombres	Temporal	0	0	5816	0	Aragón
Enero 2009	2009	200901	Enero	Hombres	Temporal	1	124,844117647059	5100	636705	Aragón
Enero 2009	2009	200901	Enero	Mujeres	Temporal	0	0	5145	0	Aragón
Enero 2009	2009	200901	Enero	Mujeres	Temporal	1	72,6143834473553	5993	435178	Aragón
Diciembre 2008	2008	200812	Diciembre	Hombres	Temporal	0	0	4752	0	Aragón
Diciembre 2008	2008	200812	Diciembre	Hombres	Temporal	1	147,685135135135	5180	765009	Aragón
Diciembre 2008	2008	200812	Diciembre	Mujeres	Temporal	0	0	4885	0	Aragón
Diciembre 2008	2008	200812	Diciembre	Mujeres	Temporal	1	70,0471302587827	6917	484516	Aragón
