Mes y año	Año	Mes (código)	Mes nombre	Sexo	Temporalidad	Días duración contrato	Duración contrato * 1.00 / Número de contratos	Número de contratos	Duración contrato	CCAA nombre
Agosto 2020	2020	202008	Agosto	Hombres	Temporal	1	40,5299981367617	10734	435049	Aragón
Agosto 2020	2020	202008	Agosto	Mujeres	Temporal	0	0	5268	0	Aragón
Agosto 2020	2020	202008	Agosto	Mujeres	Temporal	1	37,8733376934816	9174	347450	Aragón
Julio 2020	2020	202007	Julio	Hombres	Temporal	0	0	10104	0	Aragón
Julio 2020	2020	202007	Julio	Hombres	Temporal	1	46,8809293320426	14462	677992	Aragón
Julio 2020	2020	202007	Julio	Mujeres	Temporal	0	0	6753	0	Aragón
Julio 2020	2020	202007	Julio	Mujeres	Temporal	1	44,1502555937317	11933	526845	Aragón
Junio 2020	2020	202006	Junio	Hombres	Temporal	0	0	11618	0	Aragón
Junio 2020	2020	202006	Junio	Hombres	Temporal	1	56,2314873085798	9534	536111	Aragón
Junio 2020	2020	202006	Junio	Mujeres	Temporal	0	0	6451	0	Aragón
Junio 2020	2020	202006	Junio	Mujeres	Temporal	1	56,5219309628861	7706	435558	Aragón
Mayo 2020	2020	202005	Mayo	Hombres	Temporal	0	0	11023	0	Aragón
Mayo 2020	2020	202005	Mayo	Hombres	Temporal	1	57,5784206411259	6395	368214	Aragón
Mayo 2020	2020	202005	Mayo	Mujeres	Temporal	0	0	5115	0	Aragón
Mayo 2020	2020	202005	Mayo	Mujeres	Temporal	1	50,5234502446982	4904	247767	Aragón
Abril 2020	2020	202004	Abril	Hombres	Temporal	0	0	6473	0	Aragón
Abril 2020	2020	202004	Abril	Hombres	Temporal	1	48,7607964830618	3867	188558	Aragón
Abril 2020	2020	202004	Abril	Mujeres	Temporal	0	0	3219	0	Aragón
Abril 2020	2020	202004	Abril	Mujeres	Temporal	1	44,3052752954742	3469	153695	Aragón
Marzo 2020	2020	202003	Marzo	Hombres	Temporal	0	0	5514	0	Aragón
Marzo 2020	2020	202003	Marzo	Hombres	Temporal	1	46,897873155777	10438	489520	Aragón
Marzo 2020	2020	202003	Marzo	Mujeres	Temporal	0	0	4357	0	Aragón
Marzo 2020	2020	202003	Marzo	Mujeres	Temporal	1	43,5392451211666	9326	406047	Aragón
Febrero 2020	2020	202002	Febrero	Hombres	Temporal	0	0	7198	0	Aragón
Febrero 2020	2020	202002	Febrero	Hombres	Temporal	1	50,7996365923545	14309	726892	Aragón
Febrero 2020	2020	202002	Febrero	Mujeres	Temporal	0	0	5245	0	Aragón
Febrero 2020	2020	202002	Febrero	Mujeres	Temporal	1	49,2813730589197	13459	663278	Aragón
Enero 2020	2020	202001	Enero	Hombres	Temporal	0	0	7477	0	Aragón
Enero 2020	2020	202001	Enero	Hombres	Temporal	1	47,5669693911873	14865	707083	Aragón
Enero 2020	2020	202001	Enero	Mujeres	Temporal	0	0	5935	0	Aragón
Enero 2020	2020	202001	Enero	Mujeres	Temporal	1	44,254974480361	13519	598283	Aragón
Diciembre 2019	2019	201912	Diciembre	Hombres	Temporal	0	0	5809	0	Aragón
Diciembre 2019	2019	201912	Diciembre	Hombres	Temporal	1	37,077037456631	14123	523639	Aragón
Diciembre 2019	2019	201912	Diciembre	Mujeres	Temporal	0	0	5002	0	Aragón
Diciembre 2019	2019	201912	Diciembre	Mujeres	Temporal	1	34,7484865162356	14536	505104	Aragón
Noviembre 2019	2019	201911	Noviembre	Hombres	Temporal	0	0	7812	0	Aragón
Noviembre 2019	2019	201911	Noviembre	Hombres	Temporal	1	46,5027783639305	14217	661130	Aragón
Noviembre 2019	2019	201911	Noviembre	Mujeres	Temporal	0	0	6112	0	Aragón
Noviembre 2019	2019	201911	Noviembre	Mujeres	Temporal	1	39,032373074729	14024	547390	Aragón
Octubre 2019	2019	201910	Octubre	Hombres	Temporal	0	0	10287	0	Aragón
Octubre 2019	2019	201910	Octubre	Hombres	Temporal	1	53,8355070101076	18402	990681	Aragón
Octubre 2019	2019	201910	Octubre	Mujeres	Temporal	0	0	8964	0	Aragón
Octubre 2019	2019	201910	Octubre	Mujeres	Temporal	1	47,8631826525929	17432	834351	Aragón
Septiembre 2019	2019	201909	Septiembre	Hombres	Temporal	0	0	11748	0	Aragón
Septiembre 2019	2019	201909	Septiembre	Hombres	Temporal	1	49,1196691797007	17774	873053	Aragón
Septiembre 2019	2019	201909	Septiembre	Mujeres	Temporal	0	0	8680	0	Aragón
Septiembre 2019	2019	201909	Septiembre	Mujeres	Temporal	1	47,5113496932515	16300	774435	Aragón
Agosto 2019	2019	201908	Agosto	Hombres	Temporal	0	0	10014	0	Aragón
Agosto 2019	2019	201908	Agosto	Hombres	Temporal	1	40,7309453824595	14629	595853	Aragón
Agosto 2019	2019	201908	Agosto	Mujeres	Temporal	0	0	6178	0	Aragón
Agosto 2019	2019	201908	Agosto	Mujeres	Temporal	1	38,3237772702213	12697	486597	Aragón
Julio 2019	2019	201907	Julio	Hombres	Temporal	0	0	13155	0	Aragón
Julio 2019	2019	201907	Julio	Hombres	Temporal	1	42,3155439905734	20368	861883	Aragón
Julio 2019	2019	201907	Julio	Mujeres	Temporal	0	0	9033	0	Aragón
Julio 2019	2019	201907	Julio	Mujeres	Temporal	1	39,0606043742	17969	701880	Aragón
Junio 2019	2019	201906	Junio	Hombres	Temporal	0	0	13551	0	Aragón
Junio 2019	2019	201906	Junio	Hombres	Temporal	1	43,2935253356431	18472	799718	Aragón
Junio 2019	2019	201906	Junio	Mujeres	Temporal	0	0	8584	0	Aragón
Junio 2019	2019	201906	Junio	Mujeres	Temporal	1	39,6417883755589	16775	664991	Aragón
Mayo 2019	2019	201905	Mayo	Hombres	Temporal	0	0	15826	0	Aragón
Mayo 2019	2019	201905	Mayo	Hombres	Temporal	1	43,1832168589848	18459	797119	Aragón
Mayo 2019	2019	201905	Mayo	Mujeres	Temporal	0	0	9526	0	Aragón
Mayo 2019	2019	201905	Mayo	Mujeres	Temporal	1	36,1526637446756	16199	585637	Aragón
Abril 2019	2019	201904	Abril	Hombres	Temporal	0	0	8283	0	Aragón
Abril 2019	2019	201904	Abril	Hombres	Temporal	1	44,0878447395301	14685	647430	Aragón
Abril 2019	2019	201904	Abril	Mujeres	Temporal	0	0	5929	0	Aragón
Abril 2019	2019	201904	Abril	Mujeres	Temporal	1	38,9184770267202	13211	514152	Aragón
Marzo 2019	2019	201903	Marzo	Hombres	Temporal	0	0	7563	0	Aragón
Marzo 2019	2019	201903	Marzo	Hombres	Temporal	1	43,6315974913678	14191	619176	Aragón
Marzo 2019	2019	201903	Marzo	Mujeres	Temporal	0	0	5860	0	Aragón
Marzo 2019	2019	201903	Marzo	Mujeres	Temporal	1	38,5253545006165	12976	499905	Aragón
Febrero 2019	2019	201902	Febrero	Hombres	Temporal	0	0	7302	0	Aragón
Febrero 2019	2019	201902	Febrero	Hombres	Temporal	1	52,1783933518006	12635	659274	Aragón
Febrero 2019	2019	201902	Febrero	Mujeres	Temporal	0	0	5494	0	Aragón
Febrero 2019	2019	201902	Febrero	Mujeres	Temporal	1	48,9347223389062	11903	582470	Aragón
Enero 2019	2019	201901	Enero	Hombres	Temporal	0	0	8124	0	Aragón
Enero 2019	2019	201901	Enero	Hombres	Temporal	1	51,8037880830412	14836	768561	Aragón
Enero 2019	2019	201901	Enero	Mujeres	Temporal	0	0	6252	0	Aragón
Enero 2019	2019	201901	Enero	Mujeres	Temporal	1	42,437623184174	13699	581353	Aragón
Diciembre 2018	2018	201812	Diciembre	Hombres	Temporal	0	0	5792	0	Aragón
Diciembre 2018	2018	201812	Diciembre	Hombres	Temporal	1	50,3943542150039	12930	651599	Aragón
Diciembre 2018	2018	201812	Diciembre	Mujeres	Temporal	0	0	4765	0	Aragón
Diciembre 2018	2018	201812	Diciembre	Mujeres	Temporal	1	38,7398927691639	13802	534688	Aragón
Noviembre 2018	2018	201811	Noviembre	Hombres	Temporal	0	0	7733	0	Aragón
Noviembre 2018	2018	201811	Noviembre	Hombres	Temporal	1	49,6244131455399	14697	729330	Aragón
Noviembre 2018	2018	201811	Noviembre	Mujeres	Temporal	0	0	5814	0	Aragón
Noviembre 2018	2018	201811	Noviembre	Mujeres	Temporal	1	42,9896405049396	14576	626617	Aragón
Octubre 2018	2018	201810	Octubre	Hombres	Temporal	0	0	10727	0	Aragón
Octubre 2018	2018	201810	Octubre	Hombres	Temporal	1	52,5972813116115	19274	1013760	Aragón
Octubre 2018	2018	201810	Octubre	Mujeres	Temporal	0	0	8390	0	Aragón
Octubre 2018	2018	201810	Octubre	Mujeres	Temporal	1	45,0865104222918	18518	834912	Aragón
Septiembre 2018	2018	201809	Septiembre	Hombres	Temporal	0	0	10972	0	Aragón
Septiembre 2018	2018	201809	Septiembre	Hombres	Temporal	1	54,1412694775435	17456	945090	Aragón
Septiembre 2018	2018	201809	Septiembre	Mujeres	Temporal	0	0	8070	0	Aragón
Septiembre 2018	2018	201809	Septiembre	Mujeres	Temporal	1	55,1162426369219	15958	879545	Aragón
Agosto 2018	2018	201808	Agosto	Hombres	Temporal	0	0	10817	0	Aragón
Agosto 2018	2018	201808	Agosto	Hombres	Temporal	1	39,7097035881435	16025	636348	Aragón
Agosto 2018	2018	201808	Agosto	Mujeres	Temporal	0	0	6807	0	Aragón
Agosto 2018	2018	201808	Agosto	Mujeres	Temporal	1	37,028604201018	13949	516512	Aragón
Julio 2018	2018	201807	Julio	Hombres	Temporal	0	0	12962	0	Aragón
Julio 2018	2018	201807	Julio	Hombres	Temporal	1	46,230447761194	20100	929232	Aragón
Julio 2018	2018	201807	Julio	Mujeres	Temporal	0	0	8639	0	Aragón
Julio 2018	2018	201807	Julio	Mujeres	Temporal	1	41,9282456140351	17100	716973	Aragón
Junio 2018	2018	201806	Junio	Hombres	Temporal	0	0	14756	0	Aragón
Junio 2018	2018	201806	Junio	Hombres	Temporal	1	45,0808501878442	19431	875966	Aragón
Junio 2018	2018	201806	Junio	Mujeres	Temporal	0	0	9217	0	Aragón
Junio 2018	2018	201806	Junio	Mujeres	Temporal	1	38,0014861490905	16822	639261	Aragón
Mayo 2018	2018	201805	Mayo	Hombres	Temporal	0	0	15777	0	Aragón
Mayo 2018	2018	201805	Mayo	Hombres	Temporal	1	42,5660903513664	17930	763210	Aragón
Mayo 2018	2018	201805	Mayo	Mujeres	Temporal	0	0	9286	0	Aragón
Mayo 2018	2018	201805	Mayo	Mujeres	Temporal	1	37,3926615897791	15889	594132	Aragón
Abril 2018	2018	201804	Abril	Hombres	Temporal	0	0	7426	0	Aragón
Abril 2018	2018	201804	Abril	Hombres	Temporal	1	45,3199455411845	14690	665750	Aragón
Abril 2018	2018	201804	Abril	Mujeres	Temporal	0	0	6052	0	Aragón
Abril 2018	2018	201804	Abril	Mujeres	Temporal	1	42,1236539175641	13465	567195	Aragón
Marzo 2018	2018	201803	Marzo	Hombres	Temporal	0	0	6504	0	Aragón
Marzo 2018	2018	201803	Marzo	Hombres	Temporal	1	49,415937323546	14168	700125	Aragón
Marzo 2018	2018	201803	Marzo	Mujeres	Temporal	0	0	5448	0	Aragón
Marzo 2018	2018	201803	Marzo	Mujeres	Temporal	1	41,294159208667	12738	526005	Aragón
Febrero 2018	2018	201802	Febrero	Hombres	Temporal	0	0	6856	0	Aragón
Febrero 2018	2018	201802	Febrero	Hombres	Temporal	1	54,9819860732667	13212	726422	Aragón
Febrero 2018	2018	201802	Febrero	Mujeres	Temporal	0	0	5772	0	Aragón
Febrero 2018	2018	201802	Febrero	Mujeres	Temporal	1	48,3053498627174	12019	580582	Aragón
Enero 2018	2018	201801	Enero	Hombres	Temporal	0	0	7518	0	Aragón
Enero 2018	2018	201801	Enero	Hombres	Temporal	1	56,625551240703	15193	860312	Aragón
Enero 2018	2018	201801	Enero	Mujeres	Temporal	0	0	6255	0	Aragón
Enero 2018	2018	201801	Enero	Mujeres	Temporal	1	50,7581986882099	12502	634579	Aragón
Diciembre 2017	2017	201712	Diciembre	Hombres	Temporal	0	0	6288	0	Aragón
Diciembre 2017	2017	201712	Diciembre	Hombres	Temporal	1	40,1072661817648	13611	545900	Aragón
Diciembre 2017	2017	201712	Diciembre	Mujeres	Temporal	0	0	5616	0	Aragón
Diciembre 2017	2017	201712	Diciembre	Mujeres	Temporal	1	36,3513702352302	12881	468242	Aragón
Noviembre 2017	2017	201711	Noviembre	Hombres	Temporal	0	0	7793	0	Aragón
Noviembre 2017	2017	201711	Noviembre	Hombres	Temporal	1	50,6784553374074	15382	779536	Aragón
Noviembre 2017	2017	201711	Noviembre	Mujeres	Temporal	0	0	6063	0	Aragón
Noviembre 2017	2017	201711	Noviembre	Mujeres	Temporal	1	44,2147073119922	14401	636736	Aragón
Octubre 2017	2017	201710	Octubre	Hombres	Temporal	0	0	9405	0	Aragón
Octubre 2017	2017	201710	Octubre	Hombres	Temporal	1	44,6923837784372	19209	858496	Aragón
Octubre 2017	2017	201710	Octubre	Mujeres	Temporal	0	0	8078	0	Aragón
Octubre 2017	2017	201710	Octubre	Mujeres	Temporal	1	46,2943217854365	16713	773717	Aragón
Septiembre 2017	2017	201709	Septiembre	Hombres	Temporal	0	0	11052	0	Aragón
Septiembre 2017	2017	201709	Septiembre	Hombres	Temporal	1	46,167834361602	19126	883006	Aragón
Septiembre 2017	2017	201709	Septiembre	Mujeres	Temporal	0	0	8711	0	Aragón
Septiembre 2017	2017	201709	Septiembre	Mujeres	Temporal	1	49,237058715932	16401	807537	Aragón
Agosto 2017	2017	201708	Agosto	Hombres	Temporal	0	0	11583	0	Aragón
Agosto 2017	2017	201708	Agosto	Hombres	Temporal	1	38,823845517893	16934	657443	Aragón
Agosto 2017	2017	201708	Agosto	Mujeres	Temporal	0	0	7216	0	Aragón
Agosto 2017	2017	201708	Agosto	Mujeres	Temporal	1	35,8560571165362	13026	467061	Aragón
Julio 2017	2017	201707	Julio	Hombres	Temporal	0	0	11631	0	Aragón
Julio 2017	2017	201707	Julio	Hombres	Temporal	1	43,1053926594218	19508	840900	Aragón
Julio 2017	2017	201707	Julio	Mujeres	Temporal	0	0	7826	0	Aragón
Julio 2017	2017	201707	Julio	Mujeres	Temporal	1	39,8993470812593	15469	617203	Aragón
Junio 2017	2017	201706	Junio	Hombres	Temporal	0	0	14982	0	Aragón
Junio 2017	2017	201706	Junio	Hombres	Temporal	1	44,2998546584474	19953	883915	Aragón
Junio 2017	2017	201706	Junio	Mujeres	Temporal	0	0	9346	0	Aragón
Junio 2017	2017	201706	Junio	Mujeres	Temporal	1	41,914785316486	16699	699935	Aragón
Mayo 2017	2017	201705	Mayo	Hombres	Temporal	0	0	17243	0	Aragón
Mayo 2017	2017	201705	Mayo	Hombres	Temporal	1	39,9402806652807	19240	768451	Aragón
Mayo 2017	2017	201705	Mayo	Mujeres	Temporal	0	0	10052	0	Aragón
Mayo 2017	2017	201705	Mayo	Mujeres	Temporal	1	35,7508504979279	16167	577984	Aragón
Abril 2017	2017	201704	Abril	Hombres	Temporal	0	0	9070	0	Aragón
Abril 2017	2017	201704	Abril	Hombres	Temporal	1	45,9940207189043	14383	661532	Aragón
Abril 2017	2017	201704	Abril	Mujeres	Temporal	0	0	6180	0	Aragón
Abril 2017	2017	201704	Abril	Mujeres	Temporal	1	43,1176234765876	12472	537763	Aragón
Marzo 2017	2017	201703	Marzo	Hombres	Temporal	0	0	8126	0	Aragón
Marzo 2017	2017	201703	Marzo	Hombres	Temporal	1	48,7140410958904	14016	682776	Aragón
Marzo 2017	2017	201703	Marzo	Mujeres	Temporal	0	0	6428	0	Aragón
Marzo 2017	2017	201703	Marzo	Mujeres	Temporal	1	45,6176641971198	12013	548005	Aragón
Febrero 2017	2017	201702	Febrero	Hombres	Temporal	0	0	6807	0	Aragón
Febrero 2017	2017	201702	Febrero	Hombres	Temporal	1	54,3414877683475	12018	653076	Aragón
Febrero 2017	2017	201702	Febrero	Mujeres	Temporal	0	0	5625	0	Aragón
Febrero 2017	2017	201702	Febrero	Mujeres	Temporal	1	48,8049829018075	10235	499519	Aragón
Enero 2017	2017	201701	Enero	Hombres	Temporal	0	0	7021	0	Aragón
Enero 2017	2017	201701	Enero	Hombres	Temporal	1	55,0528387143794	13721	755380	Aragón
Enero 2017	2017	201701	Enero	Mujeres	Temporal	0	0	6223	0	Aragón
Enero 2017	2017	201701	Enero	Mujeres	Temporal	1	50,4747785210631	11062	558352	Aragón
Diciembre 2016	2016	201612	Diciembre	Hombres	Temporal	0	0	6296	0	Aragón
Diciembre 2016	2016	201612	Diciembre	Hombres	Temporal	1	42,8478764478764	12950	554880	Aragón
Diciembre 2016	2016	201612	Diciembre	Mujeres	Temporal	0	0	5748	0	Aragón
Diciembre 2016	2016	201612	Diciembre	Mujeres	Temporal	1	40,9914660655342	12421	509155	Aragón
Noviembre 2016	2016	201611	Noviembre	Hombres	Temporal	0	0	8190	0	Aragón
Noviembre 2016	2016	201611	Noviembre	Hombres	Temporal	1	47,1185294739066	14199	669036	Aragón
Noviembre 2016	2016	201611	Noviembre	Mujeres	Temporal	0	0	6757	0	Aragón
Noviembre 2016	2016	201611	Noviembre	Mujeres	Temporal	1	42,7962699423264	13351	571373	Aragón
Octubre 2016	2016	201610	Octubre	Hombres	Temporal	0	0	9398	0	Aragón
Octubre 2016	2016	201610	Octubre	Hombres	Temporal	1	42,9383475640382	15928	683922	Aragón
Octubre 2016	2016	201610	Octubre	Mujeres	Temporal	0	0	7826	0	Aragón
Octubre 2016	2016	201610	Octubre	Mujeres	Temporal	1	44,9443170417085	13954	627153	Aragón
Septiembre 2016	2016	201609	Septiembre	Hombres	Temporal	0	0	10874	0	Aragón
Septiembre 2016	2016	201609	Septiembre	Hombres	Temporal	1	47,7679192564293	17537	837706	Aragón
Septiembre 2016	2016	201609	Septiembre	Mujeres	Temporal	0	0	8152	0	Aragón
Septiembre 2016	2016	201609	Septiembre	Mujeres	Temporal	1	51,2702877697842	13900	712657	Aragón
Agosto 2016	2016	201608	Agosto	Hombres	Temporal	0	0	9944	0	Aragón
Agosto 2016	2016	201608	Agosto	Hombres	Temporal	1	34,4170892494929	15776	542964	Aragón
Agosto 2016	2016	201608	Agosto	Mujeres	Temporal	0	0	6268	0	Aragón
Agosto 2016	2016	201608	Agosto	Mujeres	Temporal	1	35,2238138610582	12077	425398	Aragón
Julio 2016	2016	201607	Julio	Hombres	Temporal	0	0	12019	0	Aragón
Julio 2016	2016	201607	Julio	Hombres	Temporal	1	40,261087566406	16753	674494	Aragón
Julio 2016	2016	201607	Julio	Mujeres	Temporal	0	0	7828	0	Aragón
Julio 2016	2016	201607	Julio	Mujeres	Temporal	1	40,3378902121063	14191	572435	Aragón
Junio 2016	2016	201606	Junio	Hombres	Temporal	0	0	15092	0	Aragón
Junio 2016	2016	201606	Junio	Hombres	Temporal	1	42,7779766716711	17318	740829	Aragón
Junio 2016	2016	201606	Junio	Mujeres	Temporal	0	0	8870	0	Aragón
Junio 2016	2016	201606	Junio	Mujeres	Temporal	1	40,2645415027945	14493	583554	Aragón
Mayo 2016	2016	201605	Mayo	Hombres	Temporal	0	0	14257	0	Aragón
Mayo 2016	2016	201605	Mayo	Hombres	Temporal	1	39,649907120743	16150	640346	Aragón
Mayo 2016	2016	201605	Mayo	Mujeres	Temporal	0	0	8478	0	Aragón
Mayo 2016	2016	201605	Mayo	Mujeres	Temporal	1	36,1999259533506	13505	488880	Aragón
Abril 2016	2016	201604	Abril	Hombres	Temporal	0	0	8271	0	Aragón
Abril 2016	2016	201604	Abril	Hombres	Temporal	1	46,9404360345537	12155	570561	Aragón
Abril 2016	2016	201604	Abril	Mujeres	Temporal	0	0	5830	0	Aragón
Abril 2016	2016	201604	Abril	Mujeres	Temporal	1	44,5244375484872	10312	459136	Aragón
Marzo 2016	2016	201603	Marzo	Hombres	Temporal	0	0	6368	0	Aragón
Marzo 2016	2016	201603	Marzo	Hombres	Temporal	1	47,6737473650073	12334	588008	Aragón
Marzo 2016	2016	201603	Marzo	Mujeres	Temporal	0	0	5491	0	Aragón
Marzo 2016	2016	201603	Marzo	Mujeres	Temporal	1	38,9643328929987	11355	442440	Aragón
Febrero 2016	2016	201602	Febrero	Hombres	Temporal	0	0	6541	0	Aragón
Febrero 2016	2016	201602	Febrero	Hombres	Temporal	1	54,1230782444387	11643	630155	Aragón
Febrero 2016	2016	201602	Febrero	Mujeres	Temporal	0	0	5176	0	Aragón
Febrero 2016	2016	201602	Febrero	Mujeres	Temporal	1	47,1743708011631	9973	470470	Aragón
Enero 2016	2016	201601	Enero	Hombres	Temporal	0	0	6760	0	Aragón
Enero 2016	2016	201601	Enero	Hombres	Temporal	1	56,4882250526895	10913	616456	Aragón
Enero 2016	2016	201601	Enero	Mujeres	Temporal	0	0	5286	0	Aragón
Enero 2016	2016	201601	Enero	Mujeres	Temporal	1	50,831528150134	9325	474004	Aragón
Diciembre 2015	2015	201512	Diciembre	Hombres	Temporal	0	0	5797	0	Aragón
Diciembre 2015	2015	201512	Diciembre	Hombres	Temporal	1	46,943605834464	11792	553559	Aragón
Diciembre 2015	2015	201512	Diciembre	Mujeres	Temporal	0	0	5026	0	Aragón
Diciembre 2015	2015	201512	Diciembre	Mujeres	Temporal	1	40,0698829670792	11877	475910	Aragón
Noviembre 2015	2015	201511	Noviembre	Hombres	Temporal	0	0	7542	0	Aragón
Noviembre 2015	2015	201511	Noviembre	Hombres	Temporal	1	50,8996898537882	11285	574403	Aragón
Noviembre 2015	2015	201511	Noviembre	Mujeres	Temporal	0	0	5795	0	Aragón
Noviembre 2015	2015	201511	Noviembre	Mujeres	Temporal	1	45,9976329026531	10139	466370	Aragón
Octubre 2015	2015	201510	Octubre	Hombres	Temporal	0	0	9025	0	Aragón
Octubre 2015	2015	201510	Octubre	Hombres	Temporal	1	48,5107484362643	13909	674736	Aragón
Octubre 2015	2015	201510	Octubre	Mujeres	Temporal	0	0	7343	0	Aragón
Octubre 2015	2015	201510	Octubre	Mujeres	Temporal	1	49,4580047158306	12299	608284	Aragón
Septiembre 2015	2015	201509	Septiembre	Hombres	Temporal	0	0	10724	0	Aragón
Septiembre 2015	2015	201509	Septiembre	Hombres	Temporal	1	50,4130638468746	14942	753272	Aragón
Septiembre 2015	2015	201509	Septiembre	Mujeres	Temporal	0	0	7482	0	Aragón
Septiembre 2015	2015	201509	Septiembre	Mujeres	Temporal	1	58,8424563941805	12441	732059	Aragón
Agosto 2015	2015	201508	Agosto	Hombres	Temporal	0	0	10048	0	Aragón
Agosto 2015	2015	201508	Agosto	Hombres	Temporal	1	35,9642714411318	12511	449949	Aragón
Agosto 2015	2015	201508	Agosto	Mujeres	Temporal	0	0	5772	0	Aragón
Agosto 2015	2015	201508	Agosto	Mujeres	Temporal	1	38,2649644202595	9556	365660	Aragón
Julio 2015	2015	201507	Julio	Hombres	Temporal	0	0	12044	0	Aragón
Julio 2015	2015	201507	Julio	Hombres	Temporal	1	46,5238269125434	16431	764433	Aragón
Julio 2015	2015	201507	Julio	Mujeres	Temporal	0	0	7885	0	Aragón
Julio 2015	2015	201507	Julio	Mujeres	Temporal	1	43,135875601629	13505	582550	Aragón
Junio 2015	2015	201506	Junio	Hombres	Temporal	0	0	12877	0	Aragón
Junio 2015	2015	201506	Junio	Hombres	Temporal	1	46,0201855239091	15308	704477	Aragón
Junio 2015	2015	201506	Junio	Mujeres	Temporal	0	0	8136	0	Aragón
Junio 2015	2015	201506	Junio	Mujeres	Temporal	1	45,3734021437078	12595	571478	Aragón
Mayo 2015	2015	201505	Mayo	Hombres	Temporal	0	0	14234	0	Aragón
Mayo 2015	2015	201505	Mayo	Hombres	Temporal	1	46,575551915126	12819	597052	Aragón
Mayo 2015	2015	201505	Mayo	Mujeres	Temporal	0	0	8287	0	Aragón
Mayo 2015	2015	201505	Mayo	Mujeres	Temporal	1	41,7821911421911	10725	448114	Aragón
Abril 2015	2015	201504	Abril	Hombres	Temporal	0	0	7955	0	Aragón
Abril 2015	2015	201504	Abril	Hombres	Temporal	1	47,335273466371	10824	512357	Aragón
Abril 2015	2015	201504	Abril	Mujeres	Temporal	0	0	4910	0	Aragón
Abril 2015	2015	201504	Abril	Mujeres	Temporal	1	40,7174160206718	9675	393941	Aragón
Marzo 2015	2015	201503	Marzo	Hombres	Temporal	0	0	7184	0	Aragón
Marzo 2015	2015	201503	Marzo	Hombres	Temporal	1	49,039912520503	10974	538164	Aragón
Marzo 2015	2015	201503	Marzo	Mujeres	Temporal	0	0	5098	0	Aragón
Marzo 2015	2015	201503	Marzo	Mujeres	Temporal	1	42,9797092354356	9561	410929	Aragón
Febrero 2015	2015	201502	Febrero	Hombres	Temporal	0	0	6340	0	Aragón
Febrero 2015	2015	201502	Febrero	Hombres	Temporal	1	56,1888625080941	9266	520646	Aragón
Febrero 2015	2015	201502	Febrero	Mujeres	Temporal	0	0	4628	0	Aragón
