Aragón	Plazas garaje	Número de edificios
Aragón	00	180448
Aragón	01	56251
Aragón	02	22050
Aragón	03 a 05	6041
Aragón	06 a 10	2392
Aragón	11 a 20	2361
Aragón	21 a 50	2128
Aragón	50 o más	745
