Mes y año	Municipio código	Municipio nombre	Temporalidad	Sexo	Afiliaciones en alta
Marzo 2013	50245	Sigüés	Temporal	Hombres	1
Marzo 2013	50245	Sigüés	Temporal	Mujeres	1
Marzo 2013	50247	Sobradiel	Temporal	Hombres	57
Marzo 2013	50247	Sobradiel	Temporal	Mujeres	46
Marzo 2013	50248	Sos del Rey Católico	Temporal	Hombres	30
Marzo 2013	50248	Sos del Rey Católico	Temporal	Mujeres	15
Marzo 2013	50249	Tabuenca	Temporal	Hombres	1
Marzo 2013	50250	Talamantes	Temporal	Mujeres	1
Marzo 2013	50251	Tarazona	Temporal	Hombres	267
Marzo 2013	50251	Tarazona	Temporal	Mujeres	248
Marzo 2013	50252	Tauste	Temporal	Hombres	233
Marzo 2013	50252	Tauste	Temporal	Mujeres	90
Marzo 2013	50253	Terrer	Temporal	Hombres	8
Marzo 2013	50253	Terrer	Temporal	Mujeres	2
Marzo 2013	50254	Tierga	Temporal	Hombres	2
Marzo 2013	50254	Tierga	Temporal	Mujeres	3
Marzo 2013	50255	Tobed	Temporal	Hombres	5
Marzo 2013	50255	Tobed	Temporal	Mujeres	3
Marzo 2013	50257	Torralba de Ribota	Temporal	Hombres	2
Marzo 2013	50257	Torralba de Ribota	Temporal	Mujeres	1
Marzo 2013	50259	Torrehermosa	Temporal	Hombres	7
Marzo 2013	50259	Torrehermosa	Temporal	Mujeres	1
Marzo 2013	50260	Torrelapaja	Temporal	Hombres	1
Marzo 2013	50261	Torrellas	Temporal	Hombres	2
Marzo 2013	50261	Torrellas	Temporal	Mujeres	1
Marzo 2013	50262	Torres de Berrellén	Temporal	Hombres	31
Marzo 2013	50262	Torres de Berrellén	Temporal	Mujeres	34
Marzo 2013	50263	Torrijo de la Cañada	Temporal	Hombres	1
Marzo 2013	50263	Torrijo de la Cañada	Temporal	Mujeres	3
Marzo 2013	50264	Tosos	Temporal	Hombres	9
Marzo 2013	50265	Trasmoz	Temporal	Hombres	1
Marzo 2013	50266	Trasobares	Temporal	Hombres	2
Marzo 2013	50267	Uncastillo	Temporal	Hombres	11
Marzo 2013	50267	Uncastillo	Temporal	Mujeres	18
Marzo 2013	50268	Undués de Lerda	Temporal	Hombres	2
Marzo 2013	50268	Undués de Lerda	Temporal	Mujeres	3
Marzo 2013	50269	Urrea de Jalón	Temporal	Hombres	15
Marzo 2013	50269	Urrea de Jalón	Temporal	Mujeres	10
Marzo 2013	50270	Urriés	Temporal	Hombres	2
Marzo 2013	50270	Urriés	Temporal	Mujeres	1
Marzo 2013	50271	Used	Temporal	Hombres	4
Marzo 2013	50271	Used	Temporal	Mujeres	3
Marzo 2013	50272	Utebo	Temporal	Hombres	474
Marzo 2013	50272	Utebo	Temporal	Mujeres	407
Marzo 2013	50273	Valdehorna	Temporal	Mujeres	1
Marzo 2013	50274	Val de San Martín	Temporal	Mujeres	1
Marzo 2013	50276	Valpalmas	Temporal	Hombres	1
Marzo 2013	50276	Valpalmas	Temporal	Mujeres	1
Marzo 2013	50277	Valtorres	Temporal	Hombres	2
Marzo 2013	50278	Velilla de Ebro	Temporal	Mujeres	2
Marzo 2013	50279	Velilla de Jiloca	Temporal	Hombres	1
Marzo 2013	50279	Velilla de Jiloca	Temporal	Mujeres	1
Marzo 2013	50280	Vera de Moncayo	Temporal	Hombres	7
Marzo 2013	50280	Vera de Moncayo	Temporal	Mujeres	10
Marzo 2013	50281	Vierlas	Temporal	Hombres	2
Marzo 2013	50282	Vilueña (La)	Temporal	Hombres	1
Marzo 2013	50282	Vilueña (La)	Temporal	Mujeres	1
Marzo 2013	50283	Villadoz	Temporal	Hombres	6
Marzo 2013	50283	Villadoz	Temporal	Mujeres	3
Marzo 2013	50284	Villafeliche	Temporal	Hombres	7
Marzo 2013	50284	Villafeliche	Temporal	Mujeres	1
Marzo 2013	50285	Villafranca de Ebro	Temporal	Hombres	11
Marzo 2013	50285	Villafranca de Ebro	Temporal	Mujeres	13
Marzo 2013	50287	Villalengua	Temporal	Hombres	5
Marzo 2013	50287	Villalengua	Temporal	Mujeres	2
Marzo 2013	50288	Villanueva de Gállego	Temporal	Hombres	360
Marzo 2013	50288	Villanueva de Gállego	Temporal	Mujeres	256
Marzo 2013	50289	Villanueva de Jiloca	Temporal	Mujeres	2
Marzo 2013	50290	Villanueva de Huerva	Temporal	Hombres	8
Marzo 2013	50290	Villanueva de Huerva	Temporal	Mujeres	4
Marzo 2013	50292	Villarreal de Huerva	Temporal	Hombres	36
Marzo 2013	50292	Villarreal de Huerva	Temporal	Mujeres	11
Marzo 2013	50293	Villarroya de la Sierra	Temporal	Hombres	3
Marzo 2013	50293	Villarroya de la Sierra	Temporal	Mujeres	5
Marzo 2013	50294	Villarroya del Campo	Temporal	Hombres	3
Marzo 2013	50296	Zaida (La)	Temporal	Hombres	11
Marzo 2013	50296	Zaida (La)	Temporal	Mujeres	5
Marzo 2013	50297	Zaragoza	Temporal	Hombres	22956
Marzo 2013	50297	Zaragoza	Temporal	Mujeres	28299
Marzo 2013	50298	Zuera	Temporal	Hombres	331
Marzo 2013	50298	Zuera	Temporal	Mujeres	179
Marzo 2013	50901	Biel	Temporal	Hombres	4
Marzo 2013	50901	Biel	Temporal	Mujeres	2
Marzo 2013	50902	Marracos	Temporal	Mujeres	1
Marzo 2013	50903	Villamayor de Gállego	Temporal	Hombres	72
Marzo 2013	50903	Villamayor de Gállego	Temporal	Mujeres	61
Junio 2013	22001	Abiego	Temporal	Hombres	5
Junio 2013	22001	Abiego	Temporal	Mujeres	4
Junio 2013	22002	Abizanda	Temporal	Hombres	2
Junio 2013	22002	Abizanda	Temporal	Mujeres	6
Junio 2013	22003	Adahuesca	Temporal	Hombres	6
Junio 2013	22003	Adahuesca	Temporal	Mujeres	4
Junio 2013	22004	Agüero	Temporal	Hombres	3
Junio 2013	22004	Agüero	Temporal	Mujeres	5
Junio 2013	22006	Aísa	Temporal	Hombres	10
Junio 2013	22006	Aísa	Temporal	Mujeres	10
Junio 2013	22007	Albalate de Cinca	Temporal	Hombres	112
Junio 2013	22007	Albalate de Cinca	Temporal	Mujeres	54
Junio 2013	22008	Albalatillo	Temporal	Hombres	3
Junio 2013	22008	Albalatillo	Temporal	Mujeres	2
Junio 2013	22009	Albelda	Temporal	Hombres	47
Junio 2013	22009	Albelda	Temporal	Mujeres	27
Junio 2013	22011	Albero Alto	Temporal	Hombres	5
Junio 2013	22011	Albero Alto	Temporal	Mujeres	2
Junio 2013	22012	Albero Bajo	Temporal	Hombres	3
Junio 2013	22012	Albero Bajo	Temporal	Mujeres	2
Junio 2013	22013	Alberuela de Tubo	Temporal	Hombres	9
Junio 2013	22013	Alberuela de Tubo	Temporal	Mujeres	2
Junio 2013	22014	Alcalá de Gurrea	Temporal	Hombres	6
Junio 2013	22014	Alcalá de Gurrea	Temporal	Mujeres	4
Junio 2013	22015	Alcalá del Obispo	Temporal	Hombres	8
Junio 2013	22015	Alcalá del Obispo	Temporal	Mujeres	2
Junio 2013	22016	Alcampell	Temporal	Hombres	21
Junio 2013	22016	Alcampell	Temporal	Mujeres	11
Junio 2013	22017	Alcolea de Cinca	Temporal	Hombres	196
Junio 2013	22017	Alcolea de Cinca	Temporal	Mujeres	89
Junio 2013	22018	Alcubierre	Temporal	Hombres	6
Junio 2013	22018	Alcubierre	Temporal	Mujeres	7
Junio 2013	22019	Alerre	Temporal	Hombres	3
Junio 2013	22019	Alerre	Temporal	Mujeres	5
Junio 2013	22020	Alfántega	Temporal	Hombres	3
Junio 2013	22020	Alfántega	Temporal	Mujeres	2
Junio 2013	22021	Almudévar	Temporal	Hombres	102
Junio 2013	22021	Almudévar	Temporal	Mujeres	54
Junio 2013	22022	Almunia de San Juan	Temporal	Hombres	17
Junio 2013	22022	Almunia de San Juan	Temporal	Mujeres	5
Junio 2013	22023	Almuniente	Temporal	Hombres	23
Junio 2013	22023	Almuniente	Temporal	Mujeres	8
Junio 2013	22024	Alquézar	Temporal	Hombres	23
Junio 2013	22024	Alquézar	Temporal	Mujeres	28
Junio 2013	22025	Altorricón	Temporal	Hombres	123
Junio 2013	22025	Altorricón	Temporal	Mujeres	29
Junio 2013	22027	Angüés	Temporal	Hombres	6
Junio 2013	22027	Angüés	Temporal	Mujeres	9
Junio 2013	22028	Ansó	Temporal	Hombres	16
Junio 2013	22028	Ansó	Temporal	Mujeres	10
Junio 2013	22029	Antillón	Temporal	Hombres	3
Junio 2013	22029	Antillón	Temporal	Mujeres	2
Junio 2013	22032	Aragüés del Puerto	Temporal	Hombres	1
Junio 2013	22032	Aragüés del Puerto	Temporal	Mujeres	2
Junio 2013	22035	Arén	Temporal	Hombres	10
Junio 2013	22035	Arén	Temporal	Mujeres	5
Junio 2013	22036	Argavieso	Temporal	Hombres	1
Junio 2013	22037	Arguis	Temporal	Hombres	2
Junio 2013	22037	Arguis	Temporal	Mujeres	2
Junio 2013	22039	Ayerbe	Temporal	Hombres	23
Junio 2013	22039	Ayerbe	Temporal	Mujeres	25
Junio 2013	22040	Azanuy-Alins	Temporal	Hombres	4
Junio 2013	22040	Azanuy-Alins	Temporal	Mujeres	3
Junio 2013	22041	Azara	Temporal	Hombres	4
Junio 2013	22041	Azara	Temporal	Mujeres	3
Junio 2013	22042	Azlor	Temporal	Hombres	2
Junio 2013	22042	Azlor	Temporal	Mujeres	1
Junio 2013	22043	Baells	Temporal	Hombres	2
Junio 2013	22043	Baells	Temporal	Mujeres	1
Junio 2013	22044	Bailo	Temporal	Hombres	9
Junio 2013	22044	Bailo	Temporal	Mujeres	4
Junio 2013	22045	Baldellou	Temporal	Hombres	1
Junio 2013	22045	Baldellou	Temporal	Mujeres	2
Junio 2013	22046	Ballobar	Temporal	Hombres	63
Junio 2013	22046	Ballobar	Temporal	Mujeres	20
Junio 2013	22047	Banastás	Temporal	Hombres	4
Junio 2013	22047	Banastás	Temporal	Mujeres	2
Junio 2013	22048	Barbastro	Temporal	Hombres	742
Junio 2013	22048	Barbastro	Temporal	Mujeres	988
Junio 2013	22049	Barbués	Temporal	Hombres	1
Junio 2013	22049	Barbués	Temporal	Mujeres	1
Junio 2013	22050	Barbuñales	Temporal	Hombres	2
Junio 2013	22050	Barbuñales	Temporal	Mujeres	1
Junio 2013	22051	Bárcabo	Temporal	Hombres	2
Junio 2013	22051	Bárcabo	Temporal	Mujeres	1
Junio 2013	22052	Belver de Cinca	Temporal	Hombres	377
Junio 2013	22052	Belver de Cinca	Temporal	Mujeres	156
Junio 2013	22053	Benabarre	Temporal	Hombres	45
Junio 2013	22053	Benabarre	Temporal	Mujeres	36
Junio 2013	22054	Benasque	Temporal	Hombres	77
Junio 2013	22054	Benasque	Temporal	Mujeres	113
Junio 2013	22055	Berbegal	Temporal	Hombres	21
Junio 2013	22055	Berbegal	Temporal	Mujeres	6
Junio 2013	22057	Bielsa	Temporal	Hombres	36
Junio 2013	22057	Bielsa	Temporal	Mujeres	34
Junio 2013	22058	Bierge	Temporal	Hombres	15
Junio 2013	22058	Bierge	Temporal	Mujeres	13
Junio 2013	22059	Biescas	Temporal	Hombres	38
Junio 2013	22059	Biescas	Temporal	Mujeres	36
Junio 2013	22060	Binaced	Temporal	Hombres	181
Junio 2013	22060	Binaced	Temporal	Mujeres	31
Junio 2013	22061	Binéfar	Temporal	Hombres	429
Junio 2013	22061	Binéfar	Temporal	Mujeres	207
Junio 2013	22062	Bisaurri	Temporal	Hombres	2
Junio 2013	22062	Bisaurri	Temporal	Mujeres	5
Junio 2013	22063	Biscarrués	Temporal	Hombres	2
Junio 2013	22063	Biscarrués	Temporal	Mujeres	1
Junio 2013	22064	Blecua y Torres	Temporal	Hombres	5
Junio 2013	22066	Boltaña	Temporal	Hombres	50
Junio 2013	22066	Boltaña	Temporal	Mujeres	64
Junio 2013	22067	Bonansa	Temporal	Hombres	1
Junio 2013	22067	Bonansa	Temporal	Mujeres	2
Junio 2013	22069	Broto	Temporal	Hombres	30
Junio 2013	22069	Broto	Temporal	Mujeres	44
Junio 2013	22072	Caldearenas	Temporal	Hombres	7
Junio 2013	22072	Caldearenas	Temporal	Mujeres	2
Junio 2013	22074	Campo	Temporal	Hombres	25
Junio 2013	22074	Campo	Temporal	Mujeres	8
Junio 2013	22075	Camporrells	Temporal	Hombres	2
Junio 2013	22075	Camporrells	Temporal	Mujeres	1
Junio 2013	22076	Canal de Berdún	Temporal	Hombres	3
Junio 2013	22076	Canal de Berdún	Temporal	Mujeres	6
Junio 2013	22077	Candasnos	Temporal	Hombres	57
Junio 2013	22077	Candasnos	Temporal	Mujeres	131
Junio 2013	22078	Canfranc	Temporal	Hombres	72
Junio 2013	22078	Canfranc	Temporal	Mujeres	39
Junio 2013	22079	Capdesaso	Temporal	Hombres	72
Junio 2013	22079	Capdesaso	Temporal	Mujeres	4
Junio 2013	22080	Capella	Temporal	Hombres	35
Junio 2013	22080	Capella	Temporal	Mujeres	5
Junio 2013	22081	Casbas de Huesca	Temporal	Hombres	7
Junio 2013	22081	Casbas de Huesca	Temporal	Mujeres	1
Junio 2013	22082	Castejón del Puente	Temporal	Hombres	18
Junio 2013	22082	Castejón del Puente	Temporal	Mujeres	8
Junio 2013	22083	Castejón de Monegros	Temporal	Hombres	8
Junio 2013	22083	Castejón de Monegros	Temporal	Mujeres	2
Junio 2013	22084	Castejón de Sos	Temporal	Hombres	20
Junio 2013	22084	Castejón de Sos	Temporal	Mujeres	21
Junio 2013	22085	Castelflorite	Temporal	Hombres	3
Junio 2013	22085	Castelflorite	Temporal	Mujeres	1
Junio 2013	22086	Castiello de Jaca	Temporal	Hombres	4
Junio 2013	22086	Castiello de Jaca	Temporal	Mujeres	4
Junio 2013	22087	Castigaleu	Temporal	Hombres	8
Junio 2013	22087	Castigaleu	Temporal	Mujeres	2
Junio 2013	22088	Castillazuelo	Temporal	Hombres	11
Junio 2013	22088	Castillazuelo	Temporal	Mujeres	5
Junio 2013	22089	Castillonroy	Temporal	Hombres	20
Junio 2013	22089	Castillonroy	Temporal	Mujeres	2
Junio 2013	22090	Colungo	Temporal	Hombres	5
Junio 2013	22090	Colungo	Temporal	Mujeres	4
Junio 2013	22094	Chalamera	Temporal	Hombres	5
Junio 2013	22095	Chía	Temporal	Hombres	2
Junio 2013	22096	Chimillas	Temporal	Hombres	5
Junio 2013	22096	Chimillas	Temporal	Mujeres	7
Junio 2013	22099	Esplús	Temporal	Hombres	158
Junio 2013	22099	Esplús	Temporal	Mujeres	91
Junio 2013	22102	Estada	Temporal	Hombres	4
Junio 2013	22102	Estada	Temporal	Mujeres	1
Junio 2013	22103	Estadilla	Temporal	Hombres	38
Junio 2013	22103	Estadilla	Temporal	Mujeres	18
Junio 2013	22105	Estopiñán del Castillo	Temporal	Hombres	6
Junio 2013	22105	Estopiñán del Castillo	Temporal	Mujeres	4
Junio 2013	22107	Fanlo	Temporal	Hombres	1
Junio 2013	22107	Fanlo	Temporal	Mujeres	2
Junio 2013	22109	Fiscal	Temporal	Hombres	19
Junio 2013	22109	Fiscal	Temporal	Mujeres	8
Junio 2013	22110	Fonz	Temporal	Hombres	40
Junio 2013	22110	Fonz	Temporal	Mujeres	16
Junio 2013	22111	Foradada del Toscar	Temporal	Hombres	4
Junio 2013	22111	Foradada del Toscar	Temporal	Mujeres	2
Junio 2013	22112	Fraga	Temporal	Hombres	2405
Junio 2013	22112	Fraga	Temporal	Mujeres	1440
Junio 2013	22113	Fueva (La)	Temporal	Hombres	27
Junio 2013	22113	Fueva (La)	Temporal	Mujeres	8
Junio 2013	22114	Gistaín	Temporal	Hombres	3
Junio 2013	22114	Gistaín	Temporal	Mujeres	1
Junio 2013	22115	Grado (El)	Temporal	Hombres	32
Junio 2013	22115	Grado (El)	Temporal	Mujeres	15
Junio 2013	22116	Grañén	Temporal	Hombres	113
Junio 2013	22116	Grañén	Temporal	Mujeres	82
Junio 2013	22117	Graus	Temporal	Hombres	146
Junio 2013	22117	Graus	Temporal	Mujeres	175
Junio 2013	22119	Gurrea de Gállego	Temporal	Hombres	75
Junio 2013	22119	Gurrea de Gállego	Temporal	Mujeres	44
Junio 2013	22122	Hoz de Jaca	Temporal	Hombres	2
Junio 2013	22122	Hoz de Jaca	Temporal	Mujeres	1
Junio 2013	22124	Huerto	Temporal	Hombres	3
Junio 2013	22125	Huesca	Temporal	Hombres	2227
Junio 2013	22125	Huesca	Temporal	Mujeres	2874
Junio 2013	22126	Ibieca	Temporal	Hombres	2
Junio 2013	22127	Igriés	Temporal	Hombres	23
Junio 2013	22127	Igriés	Temporal	Mujeres	23
Junio 2013	22128	Ilche	Temporal	Hombres	23
Junio 2013	22128	Ilche	Temporal	Mujeres	6
Junio 2013	22129	Isábena	Temporal	Hombres	8
Junio 2013	22129	Isábena	Temporal	Mujeres	6
Junio 2013	22130	Jaca	Temporal	Hombres	333
Junio 2013	22130	Jaca	Temporal	Mujeres	460
Junio 2013	22131	Jasa	Temporal	Hombres	3
Junio 2013	22133	Labuerda	Temporal	Hombres	2
Junio 2013	22133	Labuerda	Temporal	Mujeres	5
Junio 2013	22135	Laluenga	Temporal	Mujeres	3
Junio 2013	22136	Lalueza	Temporal	Hombres	18
Junio 2013	22136	Lalueza	Temporal	Mujeres	8
Junio 2013	22137	Lanaja	Temporal	Hombres	24
Junio 2013	22137	Lanaja	Temporal	Mujeres	6
Junio 2013	22139	Laperdiguera	Temporal	Hombres	2
Junio 2013	22141	Lascellas-Ponzano	Temporal	Hombres	9
Junio 2013	22142	Lascuarre	Temporal	Hombres	3
Junio 2013	22143	Laspaúles	Temporal	Hombres	7
Junio 2013	22143	Laspaúles	Temporal	Mujeres	6
Junio 2013	22144	Laspuña	Temporal	Hombres	1
Junio 2013	22144	Laspuña	Temporal	Mujeres	4
Junio 2013	22149	Loarre	Temporal	Hombres	6
Junio 2013	22149	Loarre	Temporal	Mujeres	5
Junio 2013	22150	Loporzano	Temporal	Hombres	18
Junio 2013	22150	Loporzano	Temporal	Mujeres	10
Junio 2013	22151	Loscorrales	Temporal	Hombres	1
Junio 2013	22155	Monesma y Cajigar	Temporal	Hombres	1
Junio 2013	22156	Monflorite-Lascasas	Temporal	Hombres	12
Junio 2013	22156	Monflorite-Lascasas	Temporal	Mujeres	8
Junio 2013	22157	Montanuy	Temporal	Hombres	34
Junio 2013	22157	Montanuy	Temporal	Mujeres	7
Junio 2013	22158	Monzón	Temporal	Hombres	711
Junio 2013	22158	Monzón	Temporal	Mujeres	494
Junio 2013	22160	Naval	Temporal	Hombres	10
Junio 2013	22160	Naval	Temporal	Mujeres	7
Junio 2013	22162	Novales	Temporal	Hombres	7
Junio 2013	22162	Novales	Temporal	Mujeres	1
Junio 2013	22163	Nueno	Temporal	Hombres	8
Junio 2013	22163	Nueno	Temporal	Mujeres	15
Junio 2013	22165	Ontiñena	Temporal	Hombres	9
Junio 2013	22165	Ontiñena	Temporal	Mujeres	2
Junio 2013	22167	Osso de Cinca	Temporal	Hombres	141
Junio 2013	22167	Osso de Cinca	Temporal	Mujeres	41
Junio 2013	22170	Panticosa	Temporal	Hombres	46
Junio 2013	22170	Panticosa	Temporal	Mujeres	22
Junio 2013	22172	Peñalba	Temporal	Hombres	35
Junio 2013	22172	Peñalba	Temporal	Mujeres	9
Junio 2013	22173	Peñas de Riglos (Las)	Temporal	Hombres	12
Junio 2013	22173	Peñas de Riglos (Las)	Temporal	Mujeres	6
Junio 2013	22174	Peralta de Alcofea	Temporal	Hombres	15
Junio 2013	22174	Peralta de Alcofea	Temporal	Mujeres	8
Junio 2013	22175	Peralta de Calasanz	Temporal	Hombres	2
Junio 2013	22175	Peralta de Calasanz	Temporal	Mujeres	2
Junio 2013	22176	Peraltilla	Temporal	Hombres	2
Junio 2013	22177	Perarrúa	Temporal	Hombres	2
Junio 2013	22177	Perarrúa	Temporal	Mujeres	2
Junio 2013	22178	Pertusa	Temporal	Hombres	1
Junio 2013	22178	Pertusa	Temporal	Mujeres	1
Junio 2013	22181	Piracés	Temporal	Hombres	3
Junio 2013	22181	Piracés	Temporal	Mujeres	1
Junio 2013	22182	Plan	Temporal	Hombres	9
Junio 2013	22182	Plan	Temporal	Mujeres	4
Junio 2013	22184	Poleñino	Temporal	Hombres	15
Junio 2013	22184	Poleñino	Temporal	Mujeres	4
Junio 2013	22186	Pozán de Vero	Temporal	Hombres	2
Junio 2013	22186	Pozán de Vero	Temporal	Mujeres	3
Junio 2013	22187	Puebla de Castro (La)	Temporal	Hombres	9
Junio 2013	22187	Puebla de Castro (La)	Temporal	Mujeres	14
Junio 2013	22188	Puente de Montañana	Temporal	Hombres	6
Junio 2013	22188	Puente de Montañana	Temporal	Mujeres	2
Junio 2013	22189	Puértolas	Temporal	Hombres	14
Junio 2013	22189	Puértolas	Temporal	Mujeres	6
Junio 2013	22190	Pueyo de Araguás (El)	Temporal	Hombres	8
Junio 2013	22190	Pueyo de Araguás (El)	Temporal	Mujeres	2
Junio 2013	22193	Pueyo de Santa Cruz	Temporal	Hombres	2
Junio 2013	22193	Pueyo de Santa Cruz	Temporal	Mujeres	2
Junio 2013	22195	Quicena	Temporal	Hombres	22
Junio 2013	22195	Quicena	Temporal	Mujeres	11
Junio 2013	22197	Robres	Temporal	Hombres	12
Junio 2013	22197	Robres	Temporal	Mujeres	3
Junio 2013	22199	Sabiñánigo	Temporal	Hombres	251
Junio 2013	22199	Sabiñánigo	Temporal	Mujeres	135
Junio 2013	22200	Sahún	Temporal	Hombres	12
Junio 2013	22200	Sahún	Temporal	Mujeres	11
Junio 2013	22201	Salas Altas	Temporal	Hombres	12
Junio 2013	22201	Salas Altas	Temporal	Mujeres	2
Junio 2013	22202	Salas Bajas	Temporal	Hombres	19
Junio 2013	22202	Salas Bajas	Temporal	Mujeres	1
Junio 2013	22203	Salillas	Temporal	Hombres	2
Junio 2013	22203	Salillas	Temporal	Mujeres	4
Junio 2013	22204	Sallent de Gállego	Temporal	Hombres	66
Junio 2013	22204	Sallent de Gállego	Temporal	Mujeres	47
Junio 2013	22205	San Esteban de Litera	Temporal	Hombres	7
Junio 2013	22205	San Esteban de Litera	Temporal	Mujeres	3
Junio 2013	22206	Sangarrén	Temporal	Hombres	5
Junio 2013	22206	Sangarrén	Temporal	Mujeres	1
Junio 2013	22207	San Juan de Plan	Temporal	Hombres	2
Junio 2013	22207	San Juan de Plan	Temporal	Mujeres	4
Junio 2013	22208	Santa Cilia	Temporal	Hombres	6
Junio 2013	22208	Santa Cilia	Temporal	Mujeres	2
Junio 2013	22209	Santa Cruz de la Serós	Temporal	Hombres	7
Junio 2013	22209	Santa Cruz de la Serós	Temporal	Mujeres	1
Junio 2013	22213	Sariñena	Temporal	Hombres	234
Junio 2013	22213	Sariñena	Temporal	Mujeres	89
Junio 2013	22214	Secastilla	Temporal	Hombres	9
Junio 2013	22214	Secastilla	Temporal	Mujeres	12
Junio 2013	22215	Seira	Temporal	Hombres	2
Junio 2013	22215	Seira	Temporal	Mujeres	1
Junio 2013	22217	Sena	Temporal	Hombres	1
Junio 2013	22218	Senés de Alcubierre	Temporal	Hombres	2
Junio 2013	22220	Sesa	Temporal	Hombres	14
Junio 2013	22220	Sesa	Temporal	Mujeres	1
Junio 2013	22221	Sesué	Temporal	Hombres	8
Junio 2013	22221	Sesué	Temporal	Mujeres	6
Junio 2013	22222	Siétamo	Temporal	Hombres	11
Junio 2013	22222	Siétamo	Temporal	Mujeres	10
Junio 2013	22223	Sopeira	Temporal	Mujeres	3
Junio 2013	22225	Tamarite de Litera	Temporal	Hombres	108
Junio 2013	22225	Tamarite de Litera	Temporal	Mujeres	65
Junio 2013	22226	Tardienta	Temporal	Hombres	21
Junio 2013	22226	Tardienta	Temporal	Mujeres	14
Junio 2013	22227	Tella-Sin	Temporal	Hombres	4
Junio 2013	22227	Tella-Sin	Temporal	Mujeres	3
Junio 2013	22228	Tierz	Temporal	Hombres	5
Junio 2013	22228	Tierz	Temporal	Mujeres	5
Junio 2013	22229	Tolva	Temporal	Hombres	5
Junio 2013	22230	Torla-Ordesa	Temporal	Hombres	27
Junio 2013	22230	Torla-Ordesa	Temporal	Mujeres	27
Junio 2013	22232	Torralba de Aragón	Temporal	Hombres	2
Junio 2013	22233	Torre la Ribera	Temporal	Mujeres	14
Junio 2013	22234	Torrente de Cinca	Temporal	Hombres	334
Junio 2013	22234	Torrente de Cinca	Temporal	Mujeres	191
Junio 2013	22235	Torres de Alcanadre	Temporal	Hombres	1
Junio 2013	22235	Torres de Alcanadre	Temporal	Mujeres	1
Junio 2013	22236	Torres de Barbués	Temporal	Hombres	10
Junio 2013	22236	Torres de Barbués	Temporal	Mujeres	1
Junio 2013	22239	Tramaced	Temporal	Hombres	1
Junio 2013	22242	Valfarta	Temporal	Hombres	4
Junio 2013	22243	Valle de Bardají	Temporal	Hombres	3
Junio 2013	22245	Velilla de Cinca	Temporal	Hombres	97
Junio 2013	22245	Velilla de Cinca	Temporal	Mujeres	57
Junio 2013	22246	Beranuy	Temporal	Hombres	6
Junio 2013	22246	Beranuy	Temporal	Mujeres	1
Junio 2013	22247	Viacamp y Litera	Temporal	Hombres	1
Junio 2013	22248	Vicién	Temporal	Hombres	8
Junio 2013	22248	Vicién	Temporal	Mujeres	2
Junio 2013	22249	Villanova	Temporal	Hombres	5
Junio 2013	22249	Villanova	Temporal	Mujeres	5
Junio 2013	22250	Villanúa	Temporal	Hombres	19
Junio 2013	22250	Villanúa	Temporal	Mujeres	10
Junio 2013	22251	Villanueva de Sigena	Temporal	Hombres	14
Junio 2013	22251	Villanueva de Sigena	Temporal	Mujeres	4
Junio 2013	22252	Yebra de Basa	Temporal	Hombres	3
Junio 2013	22254	Zaidín	Temporal	Hombres	464
Junio 2013	22254	Zaidín	Temporal	Mujeres	298
Junio 2013	22901	Valle de Hecho	Temporal	Hombres	21
Junio 2013	22901	Valle de Hecho	Temporal	Mujeres	23
Junio 2013	22902	Puente la Reina de Jaca	Temporal	Hombres	4
Junio 2013	22902	Puente la Reina de Jaca	Temporal	Mujeres	9
Junio 2013	22903	San Miguel del Cinca	Temporal	Hombres	64
Junio 2013	22903	San Miguel del Cinca	Temporal	Mujeres	44
Junio 2013	22904	Sotonera (La)	Temporal	Hombres	71
Junio 2013	22904	Sotonera (La)	Temporal	Mujeres	43
Junio 2013	22905	Lupiñén-Ortilla	Temporal	Hombres	8
Junio 2013	22905	Lupiñén-Ortilla	Temporal	Mujeres	10
Junio 2013	22906	Santa María de Dulcis	Temporal	Hombres	1
Junio 2013	22906	Santa María de Dulcis	Temporal	Mujeres	2
Junio 2013	22907	Aínsa-Sobrarbe	Temporal	Hombres	112
Junio 2013	22907	Aínsa-Sobrarbe	Temporal	Mujeres	99
Junio 2013	22908	Hoz y Costeán	Temporal	Hombres	11
Junio 2013	22908	Hoz y Costeán	Temporal	Mujeres	1
Junio 2013	22909	Vencillón	Temporal	Hombres	23
Junio 2013	22909	Vencillón	Temporal	Mujeres	4
Junio 2013	44001	Ababuj	Temporal	Hombres	1
Junio 2013	44002	Abejuela	Temporal	Mujeres	1
Junio 2013	44003	Aguatón	Temporal	Mujeres	1
Junio 2013	44004	Aguaviva	Temporal	Hombres	12
Junio 2013	44004	Aguaviva	Temporal	Mujeres	11
Junio 2013	44006	Alacón	Temporal	Hombres	3
Junio 2013	44007	Alba	Temporal	Hombres	9
Junio 2013	44007	Alba	Temporal	Mujeres	2
Junio 2013	44008	Albalate del Arzobispo	Temporal	Hombres	83
Junio 2013	44008	Albalate del Arzobispo	Temporal	Mujeres	80
Junio 2013	44009	Albarracín	Temporal	Hombres	22
Junio 2013	44009	Albarracín	Temporal	Mujeres	79
Junio 2013	44010	Albentosa	Temporal	Hombres	12
Junio 2013	44010	Albentosa	Temporal	Mujeres	8
Junio 2013	44011	Alcaine	Temporal	Mujeres	2
