Año	Dirección Provincial Código	Dirección Provincial Nombre	Temporalidad	Sector Código	Sector Descripción	Nº Accidentes
2003	22	Huesca	Temporal	2	Industria y energía	394
2003	22	Huesca		2	Industria y energía	1
2003	22	Huesca	Indefinido	3	Construcción	210
2003	22	Huesca	Temporal	3	Construcción	745
2003	22	Huesca	Indefinido	4	Servicios	609
2003	22	Huesca	Temporal	4	Servicios	507
2003	22	Huesca		4	Servicios	1
2003	44	Teruel	Indefinido	1	Agricultura, ganadería y pesca	62
2003	44	Teruel	Temporal	1	Agricultura, ganadería y pesca	32
2003	44	Teruel	Indefinido	2	Industria y energía	482
2003	44	Teruel	Temporal	2	Industria y energía	288
2003	44	Teruel		2	Industria y energía	2
2003	44	Teruel	Indefinido	3	Construcción	96
2003	44	Teruel	Temporal	3	Construcción	363
2003	44	Teruel		3	Construcción	1
2003	44	Teruel	Indefinido	4	Servicios	283
2003	44	Teruel	Temporal	4	Servicios	278
2003	44	Teruel		4	Servicios	14
2003	50	Zaragoza	Indefinido	1	Agricultura, ganadería y pesca	232
2003	50	Zaragoza	Temporal	1	Agricultura, ganadería y pesca	177
2003	50	Zaragoza	Indefinido	2	Industria y energía	3508
2003	50	Zaragoza	Temporal	2	Industria y energía	2330
2003	50	Zaragoza		2	Industria y energía	3
2003	50	Zaragoza	Indefinido	3	Construcción	682
2003	50	Zaragoza	Temporal	3	Construcción	2577
2003	50	Zaragoza		3	Construcción	2
2003	50	Zaragoza	Indefinido	4	Servicios	3596
2003	50	Zaragoza	Temporal	4	Servicios	2616
2003	50	Zaragoza		4	Servicios	50
