Año	Residencia provincia código	Residencia provincia nombre	Sexo	% de población de 0 a 19 años	% de población de 20 a 64 años	% de población de 65 y más años	% de población menor de 15	% de población menor de 25	% de población menor de 35	% de población menor de 45	Edad media de la población	Índice de envejecimiento	Índice de juventud	Índice de vejez	Índice de ancianidad	Índice de sobreenvejecimiento	Tasa global de dependencia	Tasa global de dependencia ancianos	Tasa global de dependencia jóvenes	Índice estructura de población activa total	Índice reemplazamiento edad activa total	Tasa de masculinidad	Índice de maternidad	Índice de potencialidad	Personas
2006	22	Huesca	Hombres	17,2098429489201	62,8321454637197	19,9580115873602	12,591117558545	23,1242622744024	39,3844102249894	55,5922979195012	42,8771568618617	115,968586387435	63,0880361173815	158,508658938028	40,627539503386	10,86230248307	48,2560547161998	29,5889605792223	18,6670941369775	104,018005081189	76,5792390099741				110983
2006	44	Teruel	Hombres	17,1933378039935	60,2622179036253	22,5444442923812	12,1323680356923	23,2766289397693	38,3267870095389	53,7984644650946	43,8482872353529	131,123139377537	53,8153341832089	185,820642978003	42,1295453165786	10,6113033448674	53,0849971716495	34,5121619073558	18,5728352642936	103,317474048443	87,0354111793971				73069
2006	50	Zaragoza	Hombres	18,3125758108027	65,2292165167574	16,4582076724399	13,4575912436175	24,5570660639363	42,1376602659703	58,7997976169171	41,0048905562663	89,8737995270499	81,76826730746	122,296831390576	37,2138916110671	8,96618383428871	42,6855103623513	23,4834776139165	19,2020327484348	110,756336463698	75,3782435973291				452607
2007	22	Huesca	Hombres	17,3069710121631	63,0873921663184	19,6056368215185	12,7346443051314	23,071496186751	39,1782314383182	55,3769490435621	42,8880315776313	113,28173374613	64,9539947162248	153,955119214586	41,2088913182108	11,7062949804136	47,7984266934164	28,9768227654295	18,8216039279869	100,95140829929	72,2465417615129				111978
2007	44	Teruel	Hombres	17,1999138186421	60,9679243758584	21,8321618054994	12,2579515768495	23,2891653874121	38,6092483369691	54,0397511513291	43,6759984918262	126,931809285211	56,1463023499661	178,106118861914	43,2800838833035	11,237895515944	51,7223062150125	33,1242593878969	18,5980468271156	102,443932089709	84,5808802915615				74262
2007	50	Zaragoza	Hombres	18,3841339016746	65,3445641510908	16,2713019472345	13,63172698782	24,4066273689328	41,8483969823507	58,7744923560409	41,0272682287371	88,5073076287394	83,7777273879233	119,363467019058	37,818623200971	9,64106121033466	42,6595164965818	23,2125606856237	19,4469558109581	108,656482056986	73,0002864039933				460756
2008	22	Huesca	Hombres	17,505807428288	63,4727986149175	19,0213939567945	12,8781353587555	23,0765884512655	39,3182470701851	55,6564786538947	42,7170890646343	108,657621390587	67,7034258793395	147,703013106337	41,7143118510726	12,4548323651832	46,8418631985078	27,9313692924854	18,9104939060224	100,199564586357	71,7151454363089				114939
2008	44	Teruel	Hombres	17,2123467542922	61,7245338295261	21,0631194161817	12,3480739538382	23,3289784499254	38,7597819918973	54,3542235770748	43,4863678952717	122,372153645634	58,6241463567446	170,578176766057	44,3267965666312	11,9854645698891	50,1753899205295	31,6316217126776	18,5437682078519	101,058201058201	81,7786238781615				75777
2008	50	Zaragoza	Hombres	18,5251020188437	65,5114030995151	15,9634948816413	13,7757633205049	24,547433220671	41,9302197442615	59,0793076440772	40,8710361483427	86,1722373534205	86,295409762355	115,88101878812	38,2771069997487	10,1418993083566	42,3269914907937	22,7203620018268	19,6066294889669	108,984797404745	73,1292380532039				473687
2009	22	Huesca	Hombres	17,5666638086256	63,6542913487096	18,7790448426648	13,0558175426563	23,0532453056675	39,1640229786504	55,5851839149447	42,6803309611592	106,901600937134	69,5233312026299	143,836606028765	41,7039539768058	13,2042735823212	46,7025572005384	27,5493390020251	19,1532181985132	99,2286613214249	69,888961463096				116630
2009	44	Teruel	Hombres	17,2302694994256	61,8990400485918	20,8706904519826	12,4542801684867	23,2355776213804	38,4601164617802	53,9381775447955	43,5468620020335	121,128055789716	59,673541693028	167,578456318914	44,8627103631532	13,0773124130077	49,981186256065	31,3021091197148	18,6790771363501	98,1882615274349	77,2824345969034				75733
2009	50	Zaragoza	Hombres	18,7219600545013	65,4095078262603	15,8685321192383	14,0563208268253	24,6147103785185	41,7120152204978	59,0097537469675	40,8390444817387	84,7589252035767	88,5798429319372	112,892500923532	38,5837696335079	10,6020942408377	42,7039459839173	22,6450215038784	20,0589244800389	106,930742277776	71,110937133015				481456
2010	22	Huesca	Hombres	17,7130891490165	63,5371253990594	18,7497854519241	13,2256015928049	23,047612509011	38,5903333218908	55,010126669184	42,7987796505441	105,852713178295	70,5373489564262	141,768866394134	41,6651409740022	14,0928231417063	47,0056140793541	27,5632372421624	19,4423768371917	95,4727163701779	67,1570195075152				116524
2010	44	Teruel	Hombres	17,5301422957767	61,4165202580368	21,0533374461864	12,6859166074326	23,2447728766278	37,7318509180156	52,9672894062739	43,7814264447514	120,097926707979	60,2560835775258	165,958346548261	44,7190724933112	13,8998598547586	50,9189167307614	31,7734688094563	19,1454479213051	93,8191514765581	76,9128938310829				74563
2010	50	Zaragoza	Hombres	18,9242672530026	65,0013482959613	16,0743844510361	14,3599742786617	24,5678192868552	40,9604015847663	58,343462838889	41,0107137671389	84,9405910206945	89,3345205373389	111,938810885769	38,5208986618146	11,1364897474611	43,7491240991266	23,1067868526906	20,642337246436	102,540216527005	69,0180236171535				482090
2011	22	Huesca	Hombres	17,8293639867841	63,3173871145374	18,8532488986784	13,3036205947137	22,9668571035242	37,9732241189427	54,4078675660793	42,9832908865639	105,74268892964	70,5640744797371	141,715172681412	41,5297553851771	14,850310332238	47,3988585922638	27,7894736842105	19,6093849080533	92,2402292603389	66,967823743858				116224
2011	44	Teruel	Hombres	17,5953950924224	61,3947140849638	21,0098908226138	12,8796886823046	23,1677656469571	37,2811047454329	52,3821749000108	43,9042400821533	119,405621256335	61,3029776834523	163,124213176668	44,6073702488906	14,5797157373465	51,2620843297157	31,7799987736832	19,4820855560325	90,9881766776069	75,5743332453129				74008
2011	50	Zaragoza	Hombres	19,0868384838293	64,5445209893276	16,3686405268431	14,577157657976	24,4413309108749	40,0674352567487	57,6644202106208	41,2440412095108	85,7587836807598	89,0553961037312	112,289658319548	38,2667445581773	11,498310939524	44,8137801485906	23,7040471058557	21,1097330427348	97,879939668175	68,0808002179582				481054
2012	22	Huesca	Hombres	17,915887526837	63,0609806773322	19,0231317958307	13,3856222730106	22,9586536463744	37,2653923401898	53,7234226747005	43,1811759817162	106,180236772167	70,3649767907527	142,116155736645	40,8755802311823	15,5001365249841	47,9481530816128	28,1443721502126	19,8037809314002	89,0382728164868	67,5710386899984				115512
2012	44	Teruel	Hombres	17,6025477013528	61,5789760200332	20,818476278614	12,9140695174066	22,9837502381665	36,7538582977218	51,9216636272081	44,0285255450611	118,269676820782	62,0317709354775	161,207714195384	44,2635810943322	15,4409361312676	50,9036392015115	31,4158383307319	19,4878008707796	87,8025888702045	72,2728456131216				73478
2012	50	Zaragoza	Hombres	19,2235374025694	64,2584094692985	16,5180531281321	14,7371756110895	24,3996786137318	39,3170127643361	57,1438037887134	41,4216600263404	85,9261892450879	89,2185991700829	112,084252532775	38,2300951521306	11,7993656524628	45,4656087524927	24,0280865368975	21,4375222155952	94,3285122129121	67,4356389578164				482908
2013	22	Huesca	Hombres	18,0386997848076	62,818759202307	19,1425410128854	13,5597354962929	23,0003223530027	36,533921119349	53,1673360573614	43,3553070630157	106,119294856315	70,8356089568542	141,171935235158	40,2239213544511	16,1205170216639	48,5934364683798	28,4445595184154	20,1488769499644	85,3995963918403	65,6799113503245				114781
2013	44	Teruel	Hombres	17,5860690206676	61,536764604503	20,8771663748294	12,9672269023425	22,7440058459375	36,0779826000634	51,2250272304871	44,2499620841319	118,714229713838	62,1120063399815	160,999468367889	43,2439572051248	16,497160216616	51,1587678712851	31,5576674586303	19,6011004126547	84,6183846183846	69,2603020220118				72529
2013	50	Zaragoza	Hombres	19,2706509736325	63,9730088651417	16,7563401612258	14,7904292104244	24,3044520455708	38,5326004760948	56,4518301058472	41,6684915585371	86,9526420469817	88,2676590956861	113,291777559882	37,1925963476304	12,1576676269489	46,0851432168713	24,4785235224329	21,6066196944384	90,3601515567258	65,9832779750315				482677
2014	22	Huesca	Hombres	18,1447645818693	62,4183063949403	19,4369290231904	13,6156008432888	22,9954321855235	35,8942375263528	52,5509486999297	43,5835910049192	107,121417505809	70,0501649568401	142,754838709677	38,7264428074298	16,4007773308627	49,3708422447614	29,033104588456	20,3377376563054	82,5868350740831	64,2410993129294				113840
2014	44	Teruel	Hombres	17,5845708127476	61,2408851068594	21,174544080393	13,0288737421098	22,6861117720332	35,558230346121	50,5311480916458	44,4995521280914	120,41547277937	61,5308348205433	162,52014179826	41,1791922797277	17,357393086126	51,983578311459	32,1818297845185	19,8017485269405	81,785742294722	65,2871833458741				71449
2014	50	Zaragoza	Hombres	19,4773943923252	63,1364816876027	17,3861239200721	14,9702655430116	24,3686860656172	37,5994063709122	55,319446652886	42,0326506598823	89,2630891477087	86,1046752676633	116,137712254465	35,7534814525766	12,4783552422993	47,8336227269023	25,7025368428311	22,1310858840712	85,5039157105733	66,2497564776934				471675
2015	22	Huesca	Hombres	18,1423472377604	62,1357413030739	19,7219114591657	13,6105339797205	22,9538472466393	35,2716069113704	51,8086409887593	43,8345763855593	108,706504184408	69,0122456329912	144,901820079588	36,3272105168377	16,7567080857194	49,9980022641007	29,5824731970434	20,4155290670573	79,6464683203608	63,952039862971				112626
2015	44	Teruel	Hombres	17,582324198003	61,0834926704908	21,3341831315063	13,1449614049996	22,5918844274485	34,9167905955669	49,9228099992918	44,7334820480136	121,338811019816	61,6145522140344	162,299321193837	38,1663679213968	18,4757352453031	52,6231598971056	32,5609044335401	20,0622554635654	78,7298978753375	63,5910224438903				70605
2015	50	Zaragoza	Hombres	19,5852220442384	62,720893970894	17,6938839848676	15,0444344091885	24,3505248628199	37,0006986810265	54,5563375481408	42,2777533996796	90,3430348908031	85,0261843134894	117,610828719895	34,2069463673027	12,9236140371998	48,6730596268099	26,3060386871208	22,3670209396891	81,5992068120845	65,809838615594				469456
