Municipio código	Municipio nombre	Salario Percepciones	Salario Retribución	Salario medio por percepción	Pensión Percepciones	Pensión Retribución	Pensión media por percepción	Desempleo Perceptores	Desempleo Retribución	Desempleo prestación media anual	Año
22007	Albalate de Cinca	795	7308100,34	9192,57904402516	309	2285511,87	7396,47854368932	59	153905,14	2608,56169491525	2007
22007	Albalate de Cinca	727	7902925,22	10870,5986519945	350	2621975,4	7491,35828571429	95	227805,42	2397,95178947368	2008
22007	Albalate de Cinca	656	7178388,38	10942,6652134146	347	2715341,17	7825,19069164265	157	514010,76	3273,95388535032	2009
22007	Albalate de Cinca	704	7013872,96	9962,88772727273	332	2817752,81	8487,20725903614	160	540730,34	3379,564625	2010
22008	Albalatillo	54	431807,51	7996,43537037037	79	394904,56	4998,79189873418				1999
22008	Albalatillo	62	486025,11	7839,11467741935	82	398681,3	4861,96707317073				2000
22008	Albalatillo	68	517236,8	7606,42352941176	80	408473,08	5105,9135				2001
22008	Albalatillo	89	582645,5	6546,57865168539	77	472981,82	6142,62103896104	7	26725,52	3817,93142857143	2002
22008	Albalatillo	91	628641,11	6908,14406593407	80	532008,74	6650,10925				2003
22008	Albalatillo	77	618083,85	8027,06298701299	80	541062,47	6763,280875				2004
22008	Albalatillo	91	840168,26	9232,61824175824	77	524747,44	6814,90181818182				2005
22008	Albalatillo	82	757211,64	9234,28829268293	78	528284,53	6772,87858974359				2006
22008	Albalatillo	85	808853,18	9515,91976470588	82	564755,81	6887,26597560976	9	31255,65	3472,85	2007
22008	Albalatillo	63	710694,46	11280,8644444444	88	671071,85	7625,81647727273	10	35616,15	3561,615	2008
22008	Albalatillo	66	731344,39	11080,9756060606	79	649400,08	8220,25417721519	12	55587,51	4632,2925	2009
22008	Albalatillo	59	772793,98	13098,2030508475	82	683952,37	8340,88256097561	19	62778,96	3304,15578947368	2010
22009	Albelda	277	1742724,55	6291,42436823105	303	1393111,63	4597,72815181518	17	42333,72	2490,21882352941	1999
22009	Albelda	267	1893702,6	7092,5191011236	313	1452571,41	4640,80322683706	24	45804,1	1908,50416666667	2000
22009	Albelda	304	2158573,43	7100,57049342105	296	1543043,33	5212,98422297297	26	53445,62	2055,60076923077	2001
22009	Albelda	280	2578562,51	9209,15182142857	292	1562250,98	5350,1745890411	25	70988,15	2839,526	2002
22009	Albelda	315	2673023,73	8485,78961904762	280	1584938,05	5660,49303571429	28	70301,59	2510,77107142857	2003
22009	Albelda	313	2906365,7	9285,51341853035	277	1608196,2	5805,76245487365	27	66945,58	2479,46592592593	2004
22009	Albelda	326	3187980,13	9779,08015337423	275	1746058,01	6349,30185454545	29	81646,4	2815,39310344828	2005
22009	Albelda	331	3296151,49	9958,16160120846	286	1874264,06	6553,37083916084	27	86996,19	3222,08111111111	2006
22009	Albelda	371	3826685,8	10314,5169811321	299	1988541,62	6650,64086956522	20	63685,6	3184,28	2007
22009	Albelda	351	4073505,37	11605,4284045584	317	2368181,56	7470,60429022082	34	94223,17	2771,26970588235	2008
22009	Albelda	311	4014402,68	12908,0472025723	310	2300726,6	7421,69870967742	42	164188,08	3909,24	2009
22009	Albelda	281	3681967,18	13103,0860498221	302	2385267,41	7898,23645695364	56	238706,87	4262,62267857143	2010
22011	Albero Alto	13	60316,88	4639,76	29	130012,35	4483,18448275862				1999
22011	Albero Alto	12	66731,47	5560,95583333333	25	121887,82	4875,5128	0	0		2000
22011	Albero Alto	12	80124,13	6677,01083333333	24	124716,89	5196,53708333333				2001
22011	Albero Alto	10	79400,92	7940,092	24	130899,57	5454,14875				2002
22011	Albero Alto	10	58397,39	5839,739	27	148184,39	5488,31074074074	0	0		2003
22011	Albero Alto	10	71372,35	7137,235	23	134063,94	5828,86695652174				2004
22011	Albero Alto	18	110816,55	6156,475	24	146600,82	6108,3675	0	0		2005
22011	Albero Alto	13	164775,47	12675,0361538462	27	169116,68	6263,58074074074				2006
22011	Albero Alto	15	187360,78	12490,7186666667	27	176705,79	6544,65888888889				2007
22011	Albero Alto	23	332348,53	14449,9360869565	32	215133,85	6722,9328125				2008
22011	Albero Alto	29	320450,85	11050,0293103448	34	235951,76	6939,75764705882				2009
22011	Albero Alto	36	332334,18	9231,505	28	212594,39	7592,65678571429				2010
22012	Albero Bajo	25	162714,94	6508,5976	27	133692,51	4951,57444444444	0	0		1999
22012	Albero Bajo	28	236154,6	8434,09285714286	24	116608,7	4858,69583333333				2000
22012	Albero Bajo	32	277974,04	8686,68875	28	138341,99	4940,78535714286				2001
22012	Albero Bajo	37	279883,33	7564,41432432432	29	160120,47	5521,39551724138				2002
22012	Albero Bajo	35	281634,62	8046,70342857143	26	153044,94	5886,34384615385				2003
22012	Albero Bajo	42	353121,51	8407,655	26	141413,53	5438,98192307692	0	0		2004
22012	Albero Bajo	42	378708,43	9016,86738095238	26	152071,36	5848,89846153846				2005
22012	Albero Bajo	41	449087,08	10953,3434146341	27	175404,96	6496,48				2006
22012	Albero Bajo	54	598434,96	11082,1288888889	25	175209,12	7008,3648				2007
22012	Albero Bajo	50	544646,47	10892,9294	30	238476,64	7949,22133333333				2008
22012	Albero Bajo	32	510209,31	15944,0409375	33	238581,81	7229,75181818182				2009
22012	Albero Bajo	34	550454,12	16189,8270588235	31	244666,46	7892,4664516129				2010
22013	Alberuela de Tubo	87	580997,22	6678,12896551724	95	439333,42	4624,56231578947				1999
22013	Alberuela de Tubo	96	580757,34	6049,555625	96	449890,04	4686,35458333333	8	8558,13	1069,76625	2000
22013	Alberuela de Tubo	90	687461,59	7638,46211111111	92	474267,59	5155,0825	7	7051,68	1007,38285714286	2001
22013	Alberuela de Tubo	113	824046,46	7292,44654867257	81	457884,98	5652,90098765432				2002
22013	Alberuela de Tubo	112	955308,68	8529,54178571429	78	474243,05	6080,0391025641	8	19706,34	2463,2925	2003
22013	Alberuela de Tubo	104	1083678,37	10419,9843269231	81	504342,48	6226,45037037037	11	33455,58	3041,41636363636	2004
22013	Alberuela de Tubo	125	1060658,46	8485,26768	87	548554,37	6305,22264367816	14	35850,08	2560,72	2005
22013	Alberuela de Tubo	118	1234271,06	10459,9242372881	81	526048,28	6494,42320987654	17	38904,5	2288,5	2006
22013	Alberuela de Tubo	123	1305232,12	10611,6432520325	81	584055,11	7210,55691358025	13	34308,16	2639,08923076923	2007
22013	Alberuela de Tubo	110	1327970,28	12072,4570909091	94	719286,14	7651,98021276596	8	16884,38	2110,5475	2008
22013	Alberuela de Tubo	118	1267323,73	10740,0316101695	84	717726,78	8544,36642857143	10	39113,88	3911,388	2009
22013	Alberuela de Tubo	100	1216801,37	12168,0137	92	831112,43	9033,83076086957	10	45656,57	4565,657	2010
22014	Alcalá de Gurrea	99	691076,73	6980,57303030303	113	597280,86	5285,67132743363				1999
22014	Alcalá de Gurrea	90	725300,36	8058,89288888889	106	594269,06	5606,31188679245				2000
22014	Alcalá de Gurrea	98	740496,86	7556,09040816327	109	611566,84	5610,70495412844				2001
22014	Alcalá de Gurrea	77	713959,93	9272,20688311688	104	623831,33	5998,37817307692				2002
22014	Alcalá de Gurrea	76	738831,5	9721,46710526316	102	625532,78	6132,67431372549				2003
22014	Alcalá de Gurrea	70	725709,93	10367,2847142857	99	645185,34	6517,02363636364				2004
22014	Alcalá de Gurrea	75	726070,55	9680,94066666667	93	638518,19	6865,78698924731				2005
22014	Alcalá de Gurrea	85	906911,61	10669,5483529412	91	664191,68	7298,80967032967				2006
22014	Alcalá de Gurrea	94	903896,66	9615,92191489362	89	642910,62	7223,71483146067	7	24112,13	3444,59	2007
22014	Alcalá de Gurrea	87	926597,76	10650,5489655172	97	783634,4	8078,70515463918	9	39677,45	4408,60555555556	2008
22014	Alcalá de Gurrea	77	723919,08	9401,54649350649	95	843428,24	8878,192	12	36749,89	3062,49083333333	2009
22014	Alcalá de Gurrea	64	683715,76	10683,05875	94	886180,7	9427,45425531915	13	57540,65	4426,20384615385	2010
22015	Alcalá del Obispo	68	507520,15	7463,53161764706	117	576535,51	4927,65393162393				1999
22015	Alcalá del Obispo	70	565104,39	8072,91985714286	113	606219,36	5364,77309734513				2000
22015	Alcalá del Obispo	74	684271,36	9246,91027027027	108	627005,52	5805,60666666667	8	27195,12	3399,39	2001
22015	Alcalá del Obispo	90	828879,6	9209,77333333333	108	617183,6	5714,66296296296	11	20523,68	1865,78909090909	2002
22015	Alcalá del Obispo	107	880038,37	8224,6576635514	103	639768,79	6211,34747572816	13	32964,09	2535,69923076923	2003
22015	Alcalá del Obispo	125	1109025,89	8872,20712	97	628651,55	6480,94381443299	11	32094,69	2917,69909090909	2004
22015	Alcalá del Obispo	123	1196621,03	9728,6262601626	92	626869,92	6813,80347826087	17	47186,58	2775,68117647059	2005
22015	Alcalá del Obispo	128	1245721,83	9732,201796875	86	620396,59	7213,9138372093	17	66468,91	3909,93588235294	2006
22015	Alcalá del Obispo	144	1470964,56	10215,0316666667	91	690471,4	7587,5978021978	21	69304,66	3300,2219047619	2007
22015	Alcalá del Obispo	133	1591651,89	11967,307443609	108	865577,49	8014,60638888889	21	82688,7	3937,55714285714	2008
22015	Alcalá del Obispo	124	1416678,36	11424,825483871	103	974349,1	9459,7	18	74061,66	4114,53666666667	2009
22015	Alcalá del Obispo	105	1324741,94	12616,5899047619	101	999985,23	9900,84386138614	23	123105,84	5352,42782608696	2010
22016	Alcampell	231	1521345,41	6585,91086580087	359	1643668,34	4578,46334261838	13	29903,17	2300,24384615385	1999
22016	Alcampell	235	1651209,49	7026,42336170213	351	1809105,37	5154,14635327635	16	32136,68	2008,5425	2000
22016	Alcampell	215	1728490,46	8039,49051162791	349	1872061,33	5364,07257879656	19	54159,96	2850,52421052632	2001
22016	Alcampell	247	2017462,99	8167,8663562753	329	1852055,39	5629,3476899696	19	51930,07	2733,16157894737	2002
22016	Alcampell	278	2240500,69	8059,355	312	1863696,89	5973,38746794872	16	37779,27	2361,204375	2003
22016	Alcampell	237	2180432,26	9200,13611814346	312	1904954,44	6105,62320512821	25	60603,79	2424,1516	2004
22016	Alcampell	223	2138330,61	9588,92650224215	317	1993957,5	6290,08675078864	23	86593,64	3764,94086956522	2005
22016	Alcampell	243	2384608,18	9813,20238683128	307	2054929,78	6693,58234527687	27	77501,74	2870,43481481481	2006
22016	Alcampell	244	2686458,85	11010,0772540984	308	2114749,04	6866,06831168831	20	86854,76	4342,738	2007
22016	Alcampell	233	2841545,65	12195,4748927039	352	2566663,94	7291,65892045455	27	84366,8	3124,6962962963	2008
22016	Alcampell	199	2585048,27	12990,1923115578	334	2602978,96	7793,35017964072	35	139895,71	3997,02028571429	2009
22016	Alcampell	183	2337867,32	12775,2312568306	334	2800519,6	8384,78922155689	46	249379,22	5421,28739130435	2010
22017	Alcolea de Cinca	403	3397437,23	8430,36533498759	298	1502045,54	5040,42127516779	15	42020,95	2801,39666666667	1999
22017	Alcolea de Cinca	482	3959372,07	8214,46487551867	292	1603095,9	5490,05445205479	25	53877,12	2155,0848	2000
22017	Alcolea de Cinca	476	4352935,21	9144,8218697479	309	1765766,65	5714,45517799353	31	95239,72	3072,24903225806	2001
22017	Alcolea de Cinca	546	4654791,25	8525,2586996337	301	1784852,92	5929,74392026578	39	104204,31	2671,90538461538	2002
22017	Alcolea de Cinca	574	4986927,65	8688,02726480836	307	1943589,23	6330,90954397394	41	118012,93	2878,36414634146	2003
22017	Alcolea de Cinca	565	5315294,99	9407,60175221239	316	2126903,82	6730,70829113924	50	125534,22	2510,6844	2004
22017	Alcolea de Cinca	589	5605781,58	9517,45599320883	317	2257613,14	7121,8080126183	40	93969,91	2349,24775	2005
22017	Alcolea de Cinca	536	5670334,45	10578,9821828358	313	2403860,15	7680,06437699681	51	111324,62	2182,83568627451	2006
22017	Alcolea de Cinca	547	6401616,02	11703,1371480804	321	2431759,13	7575,57361370717	38	110672,29	2912,42868421053	2007
22017	Alcolea de Cinca	546	6679541,45	12233,5923992674	348	3003186,67	8629,84675287356	42	140049,85	3334,52023809524	2008
22017	Alcolea de Cinca	552	6448200,2	11681,5221014493	346	3125475,81	9033,16708092486	86	317109,3	3687,31744186047	2009
22017	Alcolea de Cinca	503	6319715,64	12564,0469980119	362	3267161,72	9025,30861878453	94	364392,02	3876,51085106383	2010
22018	Alcubierre	109	730915,7	6705,64862385321	142	701576,75	4940,68133802817	14	37146,01	2653,28642857143	1999
22018	Alcubierre	100	831244,37	8312,4437	145	744321,44	5133,25131034483	10	20418,24	2041,824	2000
22018	Alcubierre	102	1014245,65	9943,58480392157	144	799229,73	5550,20645833333	7	7451,11	1064,44428571429	2001
22018	Alcubierre	102	1070240,3	10492,5519607843	141	818099,67	5802,12531914894				2002
22018	Alcubierre	118	1124103,84	9526,30372881356	135	839020,41	6214,966				2003
22018	Alcubierre	119	1215455,45	10213,9113445378	138	875789,96	6346,30405797101				2004
22018	Alcubierre	140	1481206,75	10580,0482142857	142	999570,11	7039,22612676056				2005
22018	Alcubierre	137	1558346,44	11374,7915328467	135	991984,06	7348,03007407407	11	31621,35	2874,66818181818	2006
22018	Alcubierre	151	1620436,38	10731,3667549669	131	1023405,26	7812,25389312977	11	29480,4	2680,03636363636	2007
22018	Alcubierre	150	1758955,36	11726,3690666667	149	1192114,82	8000,77060402685	13	40414,02	3108,77076923077	2008
22018	Alcubierre	129	1614902,02	12518,6203100775	138	1358184,34	9841,91550724638	19	97769,96	5145,78736842105	2009
22018	Alcubierre	125	1581954,4	12655,6352	135	1277064,86	9459,7397037037	21	71472,65	3403,45952380952	2010
22019	Alerre	85	1286145,87	15131,1278823529	39	228949,94	5870,51128205128				1999
22019	Alerre	84	1274566,15	15173,406547619	39	243032,32	6231,59794871795				2000
22019	Alerre	84	1431975,12	17047,3228571429	35	240341,18	6866,89085714286				2001
22019	Alerre	104	1651076,37	15875,7343269231	33	275213,29	8339,79666666667				2002
22019	Alerre	96	1661690,32	17309,2741666667	49	466533,29	9521,08755102041	7	17646,52	2520,93142857143	2003
22019	Alerre	102	1654823,22	16223,7570588235	47	399399,96	8497,8714893617	10	31622,76	3162,276	2004
22019	Alerre	125	2088325,08	16706,60064	48	468511,7	9760,66041666667	10	27860,25	2786,025	2005
22019	Alerre	113	2190382,44	19383,9153982301	46	417766,94	9081,89				2006
22019	Alerre	130	2518080,76	19369,852	42	382443,88	9105,80666666667				2007
22019	Alerre	123	2804302,66	22799,2086178862	53	746905,23	14092,551509434				2008
22019	Alerre	124	2808918,84	22652,5712903226	50	563020,71	11260,4142	7	27587,86	3941,12285714286	2009
22019	Alerre	120	2787307,92	23227,566	47	606403,15	12902,1946808511	15	37228,41	2481,894	2010
22020	Alfántega	52	364812,75	7015,62980769231	44	198958,16	4521,77636363636	7	14454,43	2064,91857142857	1999
22020	Alfántega	33	316488,27	9590,55363636364	41	212423,15	5181,05243902439	7	9537,67	1362,52428571429	2000
22020	Alfántega	39	382557,18	9809,15846153846	49	244299,75	4985,70918367347				2001
22020	Alfántega	51	443224,11	8690,66882352941	46	201960,91	4390,45456521739				2002
22020	Alfántega	56	468574,59	8367,40339285714	38	214406,72	5642,28210526316	10	13747,09	1374,709	2003
22020	Alfántega	52	449411,41	8642,52711538462	41	237928,92	5803,1443902439	7	19511,4	2787,34285714286	2004
22020	Alfántega	42	447920,86	10664,7823809524	45	287852,26	6396,71688888889				2005
22020	Alfántega	45	464158,62	10314,636	36	280995,93	7805,4425				2006
22020	Alfántega	50	649545,46	12990,9092	36	291083,15	8085,64305555556				2007
22020	Alfántega	60	785805,8	13096,7633333333	45	393414,74	8742,54977777778	8	31179,6	3897,45	2008
22020	Alfántega	57	643450,59	11288,6068421053	43	372376,39	8659,91604651163	9	30889,63	3432,18111111111	2009
22020	Alfántega	56	669487,71	11955,1376785714	43	385604,01	8967,53511627907	12	53329,61	4444,13416666667	2010
22021	Almudévar	896	8082686,12	9020,85504464286	688	3447054,12	5010,25308139535	67	95728,67	1428,78611940299	1999
22021	Almudévar	955	9120733,48	9550,5062617801	671	3602159,85	5368,3455290611	74	144789,39	1956,61337837838	2000
22021	Almudévar	939	9833679,48	10472,5021086262	663	3793713,17	5722,04098039216	63	169948,71	2697,59857142857	2001
22021	Almudévar	972	10573440,24	10878,0249382716	649	3985043,1	6140,28212634823	65	177203,23	2726,20353846154	2002
22021	Almudévar	970	11701290,72	12063,1863092784	632	4257089,62	6735,90129746835	73	149418,27	2046,82561643836	2003
22021	Almudévar	973	12529928,16	12877,624008222	659	4636220,85	7035,23649468892	77	186222,99	2418,48038961039	2004
22021	Almudévar	1040	13084861,14	12581,59725	650	4792438,95	7372,983	73	214511,28	2938,51068493151	2005
22021	Almudévar	1074	14214390,91	13235,0008472998	659	5173870,73	7851,09367223065	95	307511,63	3236,96452631579	2006
22021	Almudévar	1094	15211413,11	13904,3995521024	649	5528916,15	8519,131201849	95	298347,82	3140,50336842105	2007
22021	Almudévar	1143	17397858,06	15221,2231496063	747	6513115,63	8719,03029451138	122	406415,33	3331,27319672131	2008
22021	Almudévar	1152	16923689,01	14690,702265625	739	6940092,6	9391,19431664411	206	854668,13	4148,87441747573	2009
22021	Almudévar	1113	16964047,72	15241,7320035939	754	7051269,13	9351,81582228117	211	826226,62	3915,76597156398	2010
22022	Almunia de San Juan	242	2337599,44	9659,50181818182	208	1157739,76	5566,05653846154	25	42625,82	1705,0328	1999
22022	Almunia de San Juan	292	2760124,31	9452,48051369863	221	1268721,42	5740,82090497738	28	55066,18	1966,64928571429	2000
22022	Almunia de San Juan	286	4379296,75	15312,2263986014	200	1330861,65	6654,30825	28	56930,81	2033,24321428571	2001
22022	Almunia de San Juan	288	3105872,85	10784,2807291667	199	1407849,39	7074,62005025126	32	69115,83	2159,8696875	2002
22022	Almunia de San Juan	308	3379559,18	10972,5947402597	214	1517436,46	7090,82457943925	27	61685,93	2284,66407407407	2003
22022	Almunia de San Juan	293	3502087,25	11952,5162116041	210	1533272,06	7301,29552380952	21	47994,57	2285,45571428571	2004
22022	Almunia de San Juan	335	3709605,92	11073,4505074627	210	1590656,11	7574,5529047619	25	71870,61	2874,8244	2005
22022	Almunia de San Juan	305	3940127,79	12918,4517704918	198	1641647,69	8291,14994949495	26	73174,1	2814,38846153846	2006
22022	Almunia de San Juan	329	4407270,4	13395,958662614	195	1655376,49	8489,11020512821	24	64828,65	2701,19375	2007
22022	Almunia de San Juan	299	4736233,68	15840,2464214047	220	2099530,56	9543,32072727273	46	127244,75	2766,1902173913	2008
22022	Almunia de San Juan	304	4659512,78	15327,3446710526	223	2271134,96	10184,4617040359	60	204312,29	3405,20483333333	2009
22022	Almunia de San Juan	304	4627314,26	15221,4284868421	216	2176439,92	10076,1107407407	60	302356,35	5039,2725	2010
22023	Almuniente	200	1343561,9	6717,8095	158	685705,08	4339,90556962025	28	47927,58	1711,69928571429	1999
22023	Almuniente	242	1681830,25	6949,7117768595	140	696481,58	4974,86842857143	21	37521,29	1786,7280952381	2000
22023	Almuniente	268	1834588,36	6845,47895522388	134	715537,97	5339,83559701493	33	53944,46	1634,68060606061	2001
22023	Almuniente	232	1982034,19	8543,25081896552	140	757271,83	5409,0845	36	83514,51	2319,8475	2002
22023	Almuniente	262	2125929,87	8114,23614503817	140	774604,36	5532,88828571429	33	99590,49	3017,89363636364	2003
22023	Almuniente	283	2282399,79	8065,01692579505	129	802745,56	6222,83379844961	34	71397,92	2099,93882352941	2004
22023	Almuniente	264	2298365,03	8705,92814393939	140	871922,82	6228,02014285714	26	62881,41	2418,51576923077	2005
22023	Almuniente	216	2033988,67	9416,61421296296	140	911209,92	6508,64228571429	22	75218,04	3419,00181818182	2006
22023	Almuniente	250	2286044,16	9144,17664	149	1034443,08	6942,57100671141	27	87956,2	3257,63703703704	2007
22023	Almuniente	219	2546007,06	11625,6030136986	161	1221670,61	7588,01621118012	33	105154,34	3186,49515151515	2008
22023	Almuniente	225	2551814,18	11341,3963555556	153	1203678,87	7867,18215686275	53	156411,9	2951,1679245283	2009
22023	Almuniente	207	2335369,85	11281,9799516908	159	1321887,05	8313,75503144654	49	212632,64	4339,44163265306	2010
22024	Alquézar	72	619194,72	8599,92666666667	84	367233,78	4371,83071428571				1999
22024	Alquézar	62	628028,31	10129,4888709677	82	436690,1	5325,48902439024				2000
22024	Alquézar	64	536884,46	8388,8196875	87	519063,44	5966,24643678161	8	7745,68	968,21	2001
22024	Alquézar	65	536736,46	8257,484	86	519645,55	6042,39011627907	10	26549,24	2654,924	2002
22024	Alquézar	86	615405,92	7155,88279069767	78	524741,22	6727,45153846154	8	22955,07	2869,38375	2003
22024	Alquézar	96	696739,1	7257,69895833333	79	532681,38	6742,80227848101	11	28013,54	2546,68545454545	2004
22024	Alquézar	96	874792,55	9112,42239583333	76	543710,84	7154,09	9	16770,15	1863,35	2005
22024	Alquézar	104	949475,35	9129,57067307692	75	543901,5	7252,02	10	34588,01	3458,801	2006
22024	Alquézar	103	1032244,05	10021,7868932039	78	602111,91	7719,38346153846	15	38035,2	2535,68	2007
