Municipio código	Municipio nombre	Salario Percepciones	Salario Retribución	Salario medio por percepción	Pensión Percepciones	Pensión Retribución	Pensión media por percepción	Desempleo Perceptores	Desempleo Retribución	Desempleo prestación media anual	Año
22217	Sena	218	2297086,64	10537,0946788991	168	1368497,47	8145,81827380952	26	98639,87	3793,84115384615	2009
22217	Sena	239	2250927,53	9418,10682008368	175	1408130,71	8046,4612	36	135431,87	3761,99638888889	2010
22218	Senés de Alcubierre	23	80484,46	3499,32434782609	10	48727,86	4872,786				1999
22218	Senés de Alcubierre	20	95817	4790,85	13	70712,7	5439,43846153846				2000
22218	Senés de Alcubierre	15	121549,24	8103,28266666667	10	46986,17	4698,617				2001
22218	Senés de Alcubierre	18	135538,01	7529,88944444444	11	46329,4	4211,76363636364				2002
22218	Senés de Alcubierre	19	139046,14	7318,21789473684	13	60473,88	4651,83692307692				2003
22218	Senés de Alcubierre	17	108984,79	6410,87	16	80159,21	5009,950625				2004
22218	Senés de Alcubierre	15	104335,06	6955,67066666667	15	80936,82	5395,788				2005
22218	Senés de Alcubierre	9	115474,51	12830,5011111111	18	100509,07	5583,83722222222				2006
22218	Senés de Alcubierre	14	133022,17	9501,58357142857	17	105173,12	6186,65411764706				2007
22218	Senés de Alcubierre	10	112978,79	11297,879	16	115912,61	7244,538125				2008
22218	Senés de Alcubierre	12	188125	15677,0833333333	17	138816,96	8165,70352941176				2009
22218	Senés de Alcubierre	11	254557,84	23141,6218181818	17	148482,69	8734,27588235294				2010
22220	Sesa	71	559273,92	7877,09746478873	86	465127,61	5408,46058139535	12	17862,84	1488,57	1999
22220	Sesa	77	636765,71	8269,68454545455	88	489176,69	5558,82602272727	8	5982,4	747,8	2000
22220	Sesa	60	583748,97	9729,1495	89	523167,75	5878,2893258427				2001
22220	Sesa	61	627637,65	10289,1418032787	92	548875,1	5966,03369565217				2002
22220	Sesa	69	739007,6	10710,2550724638	86	564779,79	6567,20686046512				2003
22220	Sesa	80	757771,69	9472,146125	91	578894,34	6361,47626373626	8	14672,24	1834,03	2004
22220	Sesa	89	790274,34	8879,48696629213	86	591969,57	6883,36709302326	11	29668,09	2697,09909090909	2005
22220	Sesa	72	791695,66	10995,7730555556	96	681971,21	7103,86677083333	11	34289,62	3117,23818181818	2006
22220	Sesa	80	854175,2	10677,19	92	730776,97	7943,22793478261	9	17490,08	1943,34222222222	2007
22220	Sesa	66	930729,37	14101,9601515152	101	854195,31	8457,37930693069	10	34201,62	3420,162	2008
22220	Sesa	53	774666,96	14616,3577358491	91	783588,31	8610,86054945055	10	27648,66	2764,866	2009
22220	Sesa	48	606177,87	12628,705625	97	821908,31	8473,28154639175	8	34687,18	4335,8975	2010
22221	Sesué	40	261118,09	6527,95225	22	94049,23	4274,965				1999
22221	Sesué	47	343671,52	7312,16	19	100141,49	5270,60473684211	7	8613,45	1230,49285714286	2000
22221	Sesué	51	497923,57	9763,20725490196	19	102054,39	5371,28368421053	7	10766,97	1538,13857142857	2001
22221	Sesué	49	548888,2	11201,8	20	104712,53	5235,6265	7	18694,38	2670,62571428571	2002
22221	Sesué	52	587060,56	11289,6261538462	20	117512,21	5875,6105	8	13727,37	1715,92125	2003
22221	Sesué	45	458252,42	10183,3871111111	20	120541,98	6027,099	7	11896,24	1699,46285714286	2004
22221	Sesué	47	567089,38	12065,7314893617	21	124814,86	5943,56476190476				2005
22221	Sesué	57	663558,24	11641,3726315789	24	139660,99	5819,20791666667	12	43474,65	3622,8875	2006
22221	Sesué	74	789784,95	10672,7695945946	21	138619,11	6600,91	10	31456,44	3145,644	2007
22221	Sesué	81	930866,15	11492,174691358	23	163226,8	7096,81739130435	15	37025,89	2468,39266666667	2008
22221	Sesué	79	920080,65	11646,5905063291	23	178162,35	7746,18913043478	13	35903,24	2761,78769230769	2009
22221	Sesué	87	998080,01	11472,1840229885	27	189121,55	7004,50185185185	15	53363,35	3557,55666666667	2010
22222	Siétamo	105	850807,56	8102,92914285714	116	641606,43	5531,0899137931	10	30501,06	3050,106	1999
22222	Siétamo	147	1393336,95	9478,48265306122	108	576668,31	5339,52138888889	16	27297,06	1706,06625	2000
22222	Siétamo	168	1629671,91	9700,42803571429	110	612353,06	5566,846	26	59448,53	2286,48192307692	2001
22222	Siétamo	197	1915390,37	9722,79375634518	99	590906,77	5968,75525252525	24	61780,93	2574,20541666667	2002
22222	Siétamo	199	2355828,26	11838,3329648241	102	690575,67	6770,34970588235	20	40131,75	2006,5875	2003
22222	Siétamo	221	2850293,99	12897,2578733032	104	712681,24	6852,70423076923	27	73320,06	2715,55777777778	2004
22222	Siétamo	254	3545605,89	13959,0783070866	95	707786	7450,37894736842	24	70971,39	2957,14125	2005
22222	Siétamo	298	4352541,07	14605,8425167785	107	818925,44	7653,50878504673	45	102100,96	2268,91022222222	2006
22222	Siétamo	311	5006371,71	16097,6582315113	98	758980,51	7744,69908163265	41	127755,33	3115,98365853659	2007
22222	Siétamo	345	5689577,97	16491,5303478261	111	854818,66	7701,06900900901	43	122038,37	2838,10162790698	2008
22222	Siétamo	355	5858857,38	16503,8236056338	122	996223,12	8165,76327868852	44	175360,42	3985,46409090909	2009
22222	Siétamo	334	5888657,84	17630,7120958084	120	1007747,96	8397,89966666667	48	209137,08	4357,0225	2010
22223	Sopeira	47	261232,97	5558,14829787234	48	243582,81	5074,641875				1999
22223	Sopeira	48	299306,7	6235,55625	46	244244,34	5309,65956521739	7	15018,63	2145,51857142857	2000
22223	Sopeira	48	314530,57	6552,72020833333	61	287609,6	4714,91147540984				2001
22223	Sopeira	52	372354,98	7160,67269230769	55	292012,11	5309,31109090909				2002
22223	Sopeira	61	463268,45	7594,56475409836	59	300408,4	5091,66779661017	7	18175,45	2596,49285714286	2003
22223	Sopeira	61	501058,71	8214,07721311475	63	312475,21	4959,92396825397	7	12799,16	1828,45142857143	2004
22223	Sopeira	60	546685,71	9111,4285	60	336599,02	5609,98366666667	8	17797,4	2224,675	2005
22223	Sopeira	61	599873,07	9833,98475409836	68	314674,09	4627,56014705882				2006
22223	Sopeira	65	671430,48	10329,6996923077	59	325668,01	5519,79677966102	11	19559,96	1778,17818181818	2007
22223	Sopeira	50	536951,67	10739,0334	52	361768,15	6957,07980769231	11	48350,58	4395,50727272727	2008
22223	Sopeira	53	482593,18	9105,53169811321	63	411169,37	6526,49793650794	7	35581,95	5083,13571428571	2009
22223	Sopeira	43	461405,45	10730,3593023256	52	388327,18	7467,83038461538	9	30221,25	3357,91666666667	2010
22225	Tamarite de Litera	1472	11895403,64	8081,11660326087	1134	5468006,7	4821,8753968254	101	204789,9	2027,62277227723	1999
22225	Tamarite de Litera	1540	13166721,34	8549,81905194805	1140	5641403,44	4948,59950877193	96	215727,34	2247,15979166667	2000
22225	Tamarite de Litera	1598	14523594,47	9088,6073028786	1134	6086575,7	5367,35070546737	81	182630,27	2254,69469135802	2001
22225	Tamarite de Litera	1624	15708315,36	9672,60798029557	1081	6384753,65	5906,34010175763	101	216866,93	2147,19732673267	2002
22225	Tamarite de Litera	1740	17058956,87	9803,99820114943	1069	6562761,59	6139,15957904584	110	259352,78	2357,75254545455	2003
22225	Tamarite de Litera	1725	18089491,76	10486,6618898551	1072	6757856,73	6303,97083022388	123	281626,61	2289,64723577236	2004
22225	Tamarite de Litera	1710	18626997,19	10892,9808128655	1100	7294049,64	6630,95421818182	123	328582,67	2671,40382113821	2005
22225	Tamarite de Litera	1785	19980688,85	11193,6632212885	1104	7776728,01	7044,13769021739	136	395278,86	2906,46220588235	2006
22225	Tamarite de Litera	1880	21055467,73	11199,7168776596	1137	8236362,48	7243,94237467018	152	430027,81	2829,13032894737	2007
22225	Tamarite de Litera	1778	22360879,81	12576,42284027	1257	9669412,9	7692,45258552108	207	545197,68	2633,8052173913	2008
22225	Tamarite de Litera	1535	22048926,13	14364,121257329	1160	9394195,76	8098,44462068966	219	882351,83	4029,00378995434	2009
22225	Tamarite de Litera	1534	21604812,07	14083,9713624511	1141	9640770,98	8449,40489044698	249	958839,05	3850,75923694779	2010
22226	Tardienta	349	3184767,13	9125,40724928367	347	1990546,78	5736,4460518732	29	48906,51	1686,43137931034	1999
22226	Tardienta	385	3452811,31	8968,34106493506	356	2184134,44	6135,2091011236	23	24038,84	1045,16695652174	2000
22226	Tardienta	421	3818156,63	9069,25565320665	356	2243875,77	6303,0218258427	30	49078,85	1635,96166666667	2001
22226	Tardienta	432	4017180,46	9299,02884259259	336	2312181,69	6881,493125	33	45965,96	1392,90787878788	2002
22226	Tardienta	443	4437147,86	10016,1351241535	325	2319973,61	7138,38033846154	38	80525,9	2119,10263157895	2003
22226	Tardienta	423	4627928,15	10940,7284869976	318	2415219,28	7595,02918238994	35	73456,06	2098,74457142857	2004
22226	Tardienta	468	5154951,93	11014,8545512821	335	2609757,39	7790,32056716418	23	42674,95	1855,43260869565	2005
22226	Tardienta	455	5553453,83	12205,393032967	337	2908306,27	8629,98893175074	25	54661,12	2186,4448	2006
22226	Tardienta	489	5882548,3	12029,7511247444	329	2807724,78	8534,11787234043	31	83256,96	2685,70838709677	2007
22226	Tardienta	459	6578118,73	14331,4133551198	387	3461095,81	8943,40002583979	33	100488,06	3045,09272727273	2008
22226	Tardienta	404	6406101,91	15856,6878960396	352	3502132,95	9949,24133522727	41	164781,11	4019,05146341463	2009
22226	Tardienta	411	6071997,28	14773,7160097324	355	3507176,68	9879,37092957746	57	229970,67	4034,57315789474	2010
22227	Tella-Sin	128	893839,09	6983,117890625	119	690305,43	5800,88596638655	19	53933,5	2838,60526315789	1999
22227	Tella-Sin	148	1039393,34	7022,92797297297	119	739702,82	6215,99008403361	22	43277,97	1967,18045454545	2000
22227	Tella-Sin	102	1011888,57	9920,47617647059	118	838758,04	7108,11898305085	17	41913,87	2465,52176470588	2001
22227	Tella-Sin	86	837007,1	9732,64069767442	114	802680,06	7041,05315789474	18	80183,74	4454,65222222222	2002
22227	Tella-Sin	97	911662,73	9398,58484536082	107	791070,44	7393,18168224299	20	52686,41	2634,3205	2003
22227	Tella-Sin	106	980865,35	9253,44669811321	102	774104,09	7589,25578431373	13	24534,75	1887,28846153846	2004
22227	Tella-Sin	105	1107379,16	10546,4681904762	96	781401,32	8139,59708333333	17	41423,37	2436,66882352941	2005
22227	Tella-Sin	94	1094305,96	11641,5527659574	88	749698,16	8519,29727272727	17	50727,12	2983,94823529412	2006
22227	Tella-Sin	103	1054130,91	10234,2806796117	96	850249,95	8856,7703125	13	35582,05	2737,08076923077	2007
22227	Tella-Sin	104	1389815,01	13363,6058653846	98	856457,6	8739,36326530612	12	31896,61	2658,05083333333	2008
22227	Tella-Sin	91	1209884,96	13295,4391208791	102	940407,68	9219,6831372549	21	64483,25	3070,63095238095	2009
22227	Tella-Sin	74	1064781,44	14388,9383783784	100	1093506,56	10935,0656	14	42415,98	3029,71285714286	2010
22228	Tierz	64	413760,42	6465,0065625	55	268906,23	4889,20418181818	7	9774,25	1396,32142857143	1999
22228	Tierz	72	462518,41	6423,86680555556	49	287716,18	5871,7587755102	7	8135,86	1162,26571428571	2000
22228	Tierz	79	512775,46	6490,82860759494	48	295932,77	6165,26604166667	9	9715,58	1079,50888888889	2001
22228	Tierz	71	561819,15	7912,94577464789	47	301002,5	6404,3085106383				2002
22228	Tierz	78	646089,74	8283,20179487179	47	356078,35	7576,13510638298	8	26107,96	3263,495	2003
22228	Tierz	146	1490379	10208,0753424658	47	332518,93	7074,87085106383	12	42312,57	3526,0475	2004
22228	Tierz	242	2938464,58	12142,4156198347	60	424400,89	7073,34816666667	21	63789,3	3037,58571428571	2005
22228	Tierz	371	5296095,16	14275,1891105121	79	527301,83	6674,70670886076	34	101467,47	2984,33735294118	2006
22228	Tierz	429	6323099,21	14739,158997669	80	555164,84	6939,5605	46	135248,08	2940,17565217391	2007
22228	Tierz	409	6986347,34	17081,5338386308	114	735316,37	6450,14359649123	50	152463,9	3049,278	2008
22228	Tierz	408	7322283,07	17946,7722303922	109	807795,11	7410,96431192661	57	224640,93	3941,06894736842	2009
22228	Tierz	376	7012011,66	18648,9671808511	98	778605,49	7944,95397959184	56	255467,03	4561,91125	2010
22229	Tolva	56	397767,99	7102,99982142857	76	391933,38	5157,01815789474	7	6688,59	955,512857142857	1999
22229	Tolva	55	412789,09	7505,25618181818	78	358491,97	4596,0508974359				2000
22229	Tolva	55	533023,96	9691,34472727273	72	379491,13	5270,71013888889				2001
22229	Tolva	47	509865,7	10848,2063829787	66	399975,48	6060,23454545455				2002
22229	Tolva	64	612152,51	9564,88296875	58	371951,65	6412,95948275862				2003
22229	Tolva	56	606123,13	10823,6273214286	54	384750,44	7125,00814814815				2004
22229	Tolva	71	598230,41	8425,78042253521	56	404636,99	7225,66053571429	8	26961,88	3370,235	2005
22229	Tolva	80	726770,55	9084,631875	56	419175,8	7485,28214285714	7	23438,82	3348,40285714286	2006
22229	Tolva	83	738495,73	8897,53891566265	57	438597,28	7694,68912280702	7	10735,63	1533,66142857143	2007
22229	Tolva	75	770853,28	10278,0437333333	62	503290,2	8117,58387096774	13	44400,77	3415,44384615385	2008
22229	Tolva	58	641244,09	11055,9325862069	61	563527,31	9238,15262295082	14	62421,84	4458,70285714286	2009
22229	Tolva	57	592034,4	10386,5684210526	58	526018,23	9069,27982758621	14	43550,94	3110,78142857143	2010
22230	Torla-Ordesa	123	900583,47	7321,81682926829	99	471182,75	4759,42171717172	25	51855,79	2074,2316	1999
22230	Torla-Ordesa	125	995998,83	7967,99064	89	484092,51	5439,24168539326	31	43573,57	1405,59903225806	2000
22230	Torla-Ordesa	116	910187,16	7846,44103448276	95	531068,7	5590,19684210526	28	50418,68	1800,66714285714	2001
22230	Torla-Ordesa	124	1053917,34	8499,33338709677	91	555077,92	6099,75736263736	31	43343,78	1398,1864516129	2002
22230	Torla-Ordesa	133	1026358,83	7716,98368421053	77	506662,82	6580,03662337662	29	78148,82	2694,78689655172	2003
22230	Torla-Ordesa	129	1060381,45	8220,01124031008	83	565310,62	6810,9713253012	25	37068,31	1482,7324	2004
22230	Torla-Ordesa	132	1109211,67	8403,11871212121	85	586560,43	6900,71094117647	31	68580,19	2212,26419354839	2005
22230	Torla-Ordesa	137	1189418,37	8681,88591240876	87	661220,02	7600,23011494253	30	77310,26	2577,00866666667	2006
22230	Torla-Ordesa	159	1457102,13	9164,16433962264	81	660676,25	8156,49691358025	33	86380,03	2617,57666666667	2007
22230	Torla-Ordesa	157	1696382,58	10804,9845859873	94	837050,23	8904,78968085106	39	83861,65	2150,29871794872	2008
22230	Torla-Ordesa	148	1679743,84	11349,6205405405	92	862207,82	9371,82413043478	35	95354,47	2724,41342857143	2009
22230	Torla-Ordesa	135	1670983,54	12377,6558518519	97	931816,36	9606,35422680412	40	88421,8	2210,545	2010
22232	Torralba de Aragón	34	220342,28	6480,65529411765	43	245884,85	5718,2523255814				1999
22232	Torralba de Aragón	38	264103,23	6950,085	42	225842,08	5377,19238095238				2000
22232	Torralba de Aragón	37	290899,48	7862,14810810811	46	243921,04	5302,63130434783				2001
22232	Torralba de Aragón	45	339938,24	7554,18311111111	40	239562,07	5989,05175				2002
22232	Torralba de Aragón	40	376657,41	9416,43525	38	244996,01	6447,26342105263				2003
22232	Torralba de Aragón	44	349618,81	7945,88204545455	40	256775,29	6419,38225				2004
22232	Torralba de Aragón	39	368104,73	9438,58282051282	47	292558,2	6224,64255319149				2005
22232	Torralba de Aragón	35	348898,87	9968,53914285714	40	290563,36	7264,084				2006
22232	Torralba de Aragón	36	393666,09	10935,1691666667	42	297406,12	7081,0980952381				2007
22232	Torralba de Aragón	42	513925,32	12236,3171428571	41	347260,69	8469,77292682927				2008
22232	Torralba de Aragón	35	421814,34	12051,8382857143	45	335910,57	7464,67933333333				2009
22232	Torralba de Aragón	33	404398,46	12254,4987878788	41	340757,85	8311,16707317073	8	29307,15	3663,39375	2010
22233	Torre la Ribera	22	166834,87	7583,40318181818	32	163181,91	5099,4346875				1999
22233	Torre la Ribera	23	178470,47	7759,58565217391	29	157789,61	5441,02103448276				2000
22233	Torre la Ribera	22	225275,29	10239,7859090909	27	156143,8	5783,1037037037				2001
22233	Torre la Ribera	26	270329,57	10397,2911538462	24	163873,43	6828,05958333333				2002
22233	Torre la Ribera	42	366201,24	8719,07714285714	25	172538,71	6901,5484				2003
22233	Torre la Ribera	40	410327,47	10258,18675	21	154491,11	7356,71952380952				2004
22233	Torre la Ribera	41	405705,11	9895,24658536585	22	165262,21	7511,91863636364				2005
22233	Torre la Ribera	41	490289,09	11958,2704878049	21	161407,58	7686,07523809524	7	15499,93	2214,27571428571	2006
22233	Torre la Ribera	49	550020,78	11224,913877551	24	169587,49	7066,14541666667	7	5925,02	846,431428571429	2007
22233	Torre la Ribera	43	528834,37	12298,4737209302	28	193073,7	6895,48928571429				2008
22233	Torre la Ribera	35	411856,79	11767,3368571429	24	193725,29	8071,88708333333	7	13022,22	1860,31714285714	2009
22233	Torre la Ribera	33	416969,47	12635,4384848485	23	202768,56	8816,02434782609	10	18389,83	1838,983	2010
22234	Torrente de Cinca	434	3345888,51	7709,42052995392	309	1590179,28	5146,21126213592	33	60695,95	1839,27121212121	1999
22234	Torrente de Cinca	456	3610360,66	7917,4575877193	305	1661014,26	5445,94839344262	30	54550,76	1818,35866666667	2000
22234	Torrente de Cinca	510	3846783,99	7542,71370588235	310	1818501,44	5866,13367741935	36	78949,6	2193,04444444444	2001
22234	Torrente de Cinca	525	4137732,98	7881,39615238095	303	1846715,61	6094,77099009901	34	59135,31	1739,27382352941	2002
22234	Torrente de Cinca	579	4608017,95	7958,58022452504	308	1951275,74	6335,31084415584	33	87921,98	2664,30242424242	2003
22234	Torrente de Cinca	556	4880824,37	8778,4610971223	301	2045777,26	6796,60219269103	28	57980,23	2070,7225	2004
22234	Torrente de Cinca	716	5220690,05	7291,46655027933	311	2175959,94	6996,65575562701	41	89312,1	2178,34390243902	2005
22234	Torrente de Cinca	813	6139351,4	7551,47773677737	310	2383914,44	7690,04658064516	39	75684,17	1940,61974358974	2006
22234	Torrente de Cinca	922	6691970,79	7258,10280911063	313	2513333,64	8029,81993610224	48	115009,67	2396,03479166667	2007
22234	Torrente de Cinca	753	6827163,25	9066,61786188579	331	2818647,25	8515,55060422961	86	223063,54	2593,76209302326	2008
22234	Torrente de Cinca	657	6422562,91	9775,5904261796	314	2804576,87	8931,77347133758	117	362606,74	3099,20290598291	2009
22234	Torrente de Cinca	662	6434969,11	9720,49714501511	306	2868747,63	9374,99225490196	123	322742	2623,91869918699	2010
22235	Torres de Alcanadre	18	130015,88	7223,10444444444	45	244027,27	5422,82822222222				1999
22235	Torres de Alcanadre	22	149892,7	6813,30454545455	48	246339,51	5132,073125				2000
22235	Torres de Alcanadre	26	188655,84	7255,99384615385	52	296125,31	5694,7175				2001
22235	Torres de Alcanadre	27	223798,69	8288,84037037037	53	304626,94	5747,67811320755				2002
22235	Torres de Alcanadre	33	206334,26	6252,55333333333	51	302402,36	5929,45803921569				2003
22235	Torres de Alcanadre	29	189601,97	6537,99896551724	49	306476,95	6254,63163265306				2004
22235	Torres de Alcanadre	31	178135	5746,29032258065	48	315210,7	6566,88958333333				2005
22235	Torres de Alcanadre	29	181966,85	6274,71896551724	47	328863,3	6997,0914893617				2006
22235	Torres de Alcanadre	30	239275,95	7975,865	47	349644,24	7439,23914893617				2007
22235	Torres de Alcanadre	25	215177,2	8607,088	56	403151,08	7199,12642857143				2008
22235	Torres de Alcanadre	21	212325,87	10110,7557142857	55	411181,08	7476,01963636364				2009
22235	Torres de Alcanadre	25	256827,41	10273,0964	56	413906,96	7391,19571428571				2010
22236	Torres de Barbués	103	713477,36	6926,96466019417	106	514968,84	4858,19660377358	9	11471,31	1274,59	1999
22236	Torres de Barbués	120	785484,07	6545,70058333333	92	517362,41	5623,50445652174	7	11005,55	1572,22142857143	2000
22236	Torres de Barbués	114	912152,58	8001,33842105263	99	548310,05	5538,48535353535				2001
22236	Torres de Barbués	115	1005998,8	8747,81565217391	97	570663,71	5883,13103092784	8	18581,2	2322,65	2002
22236	Torres de Barbués	112	1091356,05	9744,25044642857	93	572285,64	6153,60903225806	9	16774,99	1863,88777777778	2003
22236	Torres de Barbués	124	1198678,65	9666,76330645161	93	578992,48	6225,72559139785	8	10070,5	1258,8125	2004
22236	Torres de Barbués	128	1248163,42	9751,27671875	90	574547,31	6383,859	13	33337,25	2564,40384615385	2005
22236	Torres de Barbués	140	1365564,29	9754,03064285714	91	628948,68	6911,52395604396	7	20070,59	2867,22714285714	2006
22236	Torres de Barbués	135	1429944,26	10592,1797037037	92	708772,88	7704,05304347826	18	49010,81	2722,82277777778	2007
22236	Torres de Barbués	115	1333745,23	11597,7846086957	102	815188,41	7992,04323529412	24	78427,67	3267,81958333333	2008
22236	Torres de Barbués	94	1209785,88	12870,0625531915	94	762617,24	8112,94936170213	16	89269,43	5579,339375	2009
22236	Torres de Barbués	97	1276518,69	13159,9864948454	96	829269,71	8638,22614583333	22	88762,26	4034,64818181818	2010
22239	Tramaced	25	217556,11	8702,2444	40	152083,59	3802,08975	0	0		1999
22239	Tramaced	28	234753,96	8384,07	37	170343,99	4603,89162162162				2000
22239	Tramaced	29	283138,18	9763,38551724138	38	182188,9	4794,44473684211				2001
22239	Tramaced	29	252031,51	8690,74172413793	40	243526,51	6088,16275				2002
22239	Tramaced	44	320754,81	7289,88204545455	38	204660,05	5385,79078947368				2003
22239	Tramaced	38	344612,13	9068,74026315789	34	201653,24	5930,97764705882				2004
22239	Tramaced	34	359457,36	10572,2752941176	35	210226,78	6006,47942857143				2005
22239	Tramaced	31	324445,95	10465,9983870968	36	262808,33	7300,23138888889				2006
22239	Tramaced	25	219412,49	8776,4996	40	276389,93	6909,74825				2007
22239	Tramaced	23	233100,54	10134,8060869565	43	312437,74	7265,99395348837				2008
22239	Tramaced	21	184206	8771,71428571429	39	331650,33	8503,85461538462				2009
22239	Tramaced	18	182413,01	10134,0561111111	37	329453,86	8904,15837837838				2010
22242	Valfarta	17	120152,2	7067,77647058824	32	149424,97	4669,5303125	0	0		1999
22242	Valfarta	14	100101,29	7150,09214285714	30	167417,44	5580,58133333333	0	0		2000
22242	Valfarta	15	118416,84	7894,456	33	173715,42	5264,10363636364				2001
22242	Valfarta	11	107705,26	9791,38727272727	29	173935,26	5997,7675862069	0	0		2002
22242	Valfarta	11	134467,31	12224,3009090909	28	179299,87	6403,56678571429	0	0		2003
22242	Valfarta	14	148976,05	10641,1464285714	26	178922,4	6881,63076923077	0	0		2004
22242	Valfarta	15	152221,8	10148,12	23	160795,95	6991,12826086957				2005
22242	Valfarta	17	168727,54	9925,14941176471	23	162123,3	7048,83913043478				2006
22242	Valfarta	21	172848,2	8230,86666666667	25	186157,38	7446,2952				2007
22242	Valfarta	17	138633,37	8154,90411764706	24	191008,37	7958,68208333333				2008
22242	Valfarta	15	115097,75	7673,18333333333	23	192773,95	8381,47608695652				2009
22242	Valfarta	13	133979,32	10306,1015384615	22	185816,95	8446,225				2010
22243	Valle de Bardají	10	41307,05	4130,705	17	64316,5	3783,32352941176	0	0		1999
22243	Valle de Bardají	9	53135,17	5903,90777777778	14	63732,76	4552,34	0	0		2000
22243	Valle de Bardají	7	60888,09	8698,29857142857	16	67583,55	4223,971875				2001
22243	Valle de Bardají	7	68012,66	9716,09428571429	14	75031,33	5359,38071428571				2002
22243	Valle de Bardají	9	72129,44	8014,38222222222	12	67112	5592,66666666667				2003
22243	Valle de Bardají	10	71301,03	7130,103	10	59176,68	5917,668				2004
22243	Valle de Bardají	12	67096,26	5591,355	9	56951,94	6327,99333333333	0	0		2005
22243	Valle de Bardají	20	193136,82	9656,841	9	53847,19	5983,02111111111	0	0		2006
22243	Valle de Bardají	14	116238,66	8302,76142857143	11	79098,6	7190,78181818182				2007
22243	Valle de Bardají	7	69248,32	9892,61714285714							2008
22243	Valle de Bardají	13	114747,67	8826,74384615385	9	83389,54	9265,50444444444				2009
22243	Valle de Bardají	9	107960,94	11995,66	10	84030,76	8403,076				2010
22244	Valle de Lierp	12	121943,91	10161,9925	17	80682,4	4746,02352941176				1999
22244	Valle de Lierp	13	156336,37	12025,8746153846	18	83836,41	4657,57833333333	0	0		2000
22244	Valle de Lierp	9	134059,46	14895,4955555556	17	86376,51	5080,97117647059				2001
22244	Valle de Lierp	8	124867,39	15608,42375	13	83781,41	6444,72384615385				2002
22244	Valle de Lierp	9	122581,37	13620,1522222222	14	90132,86	6438,06142857143				2003
22244	Valle de Lierp	9	120787,52	13420,8355555556	14	93612,3	6686,59285714286				2004
22244	Valle de Lierp	10	137004,21	13700,421	13	97992,09	7537,85307692308				2005
22244	Valle de Lierp	8	123456,47	15432,05875	12	86469,61	7205,80083333333				2006
22244	Valle de Lierp	17	173483,61	10204,9182352941	11	76713,5	6973,95454545455				2007
22244	Valle de Lierp	19	204659,61	10771,5584210526	11	88287,99	8026,18090909091				2008
22244	Valle de Lierp	19	241924,34	12732,86	12	96477,43	8039,78583333333				2009
22244	Valle de Lierp	18	303468,97	16859,3872222222	18	134496,09	7472,005				2010
22245	Velilla de Cinca	159	1182213,58	7435,30553459119	152	721576,12	4747,21131578947	15	36370,2	2424,68	1999
22245	Velilla de Cinca	159	1256375,17	7901,73062893082	156	750531,07	4811,0966025641	12	18141,56	1511,79666666667	2000
22245	Velilla de Cinca	172	1296627,4	7538,53139534884	157	816581,36	5201,15515923567	13	29832,8	2294,83076923077	2001
22245	Velilla de Cinca	194	1488305,22	7671,67639175258	145	805684,67	5556,446	15	30700,68	2046,712	2002
22245	Velilla de Cinca	226	1711636,17	7573,61137168142	139	848968,54	6107,6873381295	14	21820,23	1558,58785714286	2003
22245	Velilla de Cinca	254	1749352,91	6887,21618110236	139	834469,09	6003,37474820144	18	45062,34	2503,46333333333	2004
22245	Velilla de Cinca	278	1979869,76	7121,83366906475	131	857290,75	6544,20419847328	12	40815,01	3401,25083333333	2005
22245	Velilla de Cinca	335	2476714,48	7393,17755223881	128	866983,64	6773,3096875	17	48038,18	2825,77529411765	2006
22245	Velilla de Cinca	338	2687374,65	7950,8125739645	127	876355,5	6900,43700787402	35	98678,21	2819,37742857143	2007
22245	Velilla de Cinca	285	2667281,1	9358,88105263158	146	1145959,76	7849,03945205479	36	106079,61	2946,65583333333	2008
22245	Velilla de Cinca	266	2306997,14	8672,92157894737	131	1147145,89	8756,83885496183	49	182644,56	3727,44	2009
22245	Velilla de Cinca	256	2370887,71	9261,2801171875	132	1192906,24	9037,16848484848	58	164054	2828,51724137931	2010
22246	Beranuy	17	120795,78	7105,63411764706	46	227417,84	4943,86608695652	0	0		1999
22246	Beranuy	15	133784,89	8918,99266666667	48	228247,91	4755,16479166667	0	0		2000
22246	Beranuy	15	171809,09	11453,9393333333	45	239872,41	5330,498				2001
22246	Beranuy	15	163599,71	10906,6473333333	46	254616,66	5535,1447826087	0	0		2002
22246	Beranuy	16	182133,95	11383,371875	50	281194,64	5623,8928				2003
22246	Beranuy	23	165076,1	7177,22173913043	44	264294,03	6006,6825				2004
22246	Beranuy	29	239696,8	8265,40689655172	43	276203,05	6423,32674418605				2005
22246	Beranuy	26	230038,46	8847,63307692308	40	279234,05	6980,85125				2006
22246	Beranuy	28	174636,29	6237,01035714286	40	276294,51	6907,36275				2007
22246	Beranuy	25	165406,03	6616,2412	37	253584,24	6853,62810810811				2008
22246	Beranuy	27	244681,72	9062,28592592593	33	239392,05	7254,30454545455				2009
22246	Beranuy	28	317120,67	11325,7382142857	31	243467,13	7853,77838709677				2010
22247	Viacamp y Litera	13	56874,63	4374,97153846154	9	46284,21	5142,69	0	0		1999
22247	Viacamp y Litera	16	60523,24	3782,7025	8	47122,29	5890,28625	0	0		2000
22247	Viacamp y Litera	17	89122,94	5242,52588235294	8	45147,97	5643,49625	0	0		2001
