Año	Municipio código	Municipio nombre	Tipo de presupuesto	Estado de la información	Área gastos, total	Área gastos, deuda pública	Área gastos, servicios públicos básicos	Área gastos, actuaciones protección y promoción social	Área gastos, producción bienes públicos carácter preferente	Área gastos, actuaciones carácter económico	Área gastos, actuaciones carácter general
2011	44178	Parras de Castellote (Las)	Presupuestos	Consolidada	154783,33	2350	88200	0	0	0	64233,33
2011	44179	Peñarroya de Tastavins	Presupuestos	Sin información							
2011	44180	Peracense	Presupuestos	Consolidada	302050	0	155200	0	48750	0	98100
2011	44181	Peralejos	Presupuestos	Consolidada	162271	200	92000	0	5200	9500	55371
2011	44182	Perales del Alfambra	Presupuestos	Consolidada	496099,4	15324,34	156775,76	0	24427,32	293271,98	6300
2011	44183	Pitarque	Presupuestos	Sin información							
2011	44184	Plou	Presupuestos	Consolidada	147210	10	0	4600	22600	102300	17700
2011	44185	Pobo (El)	Presupuestos	Sin información							
2011	44187	Portellada (La)	Presupuestos	Consolidada	704600	8000	10000	12000	32600	0	642000
2011	44189	Pozondón	Presupuestos	Consolidada	332200	0	259600	0	5000	0	67600
2011	44190	Pozuel del Campo	Presupuestos	Consolidada	153353	2250	106120	225	18317	1777	24664
2011	44191	Puebla de Híjar (La)	Presupuestos	Consolidada	1133469,29	0	121354,52	76600	124200	106484,38	704830,39
2011	44192	Puebla de Valverde (La)	Presupuestos	Consolidada	966500	1000	208777,76	220720,82	234217,55	58613,26	243170,61
2011	44193	Puertomingalvo	Presupuestos	Sin información							
2011	44194	Ráfales	Presupuestos	Consolidada	710210	40000	18000	8000	9200	0	635010
2011	44195	Rillo	Presupuestos	Consolidada	293300	12000	6800	7500	0	172000	95000
2011	44196	Riodeva	Presupuestos	Sin información							
2011	44197	Ródenas	Presupuestos	Consolidada	169310	3250	119600	0	0	0	46460
2011	44198	Royuela	Presupuestos	Consolidada	254000	8000	85000	0	0	0	161000
2011	44199	Rubiales	Presupuestos	Consolidada	169431,99	0	23000	0	98031,99	2000	46400
2011	44200	Rubielos de la Cérida	Presupuestos	Sin información							
2011	44201	Rubielos de Mora	Presupuestos	Consolidada	1282318	113801	253500	143200	186951	148648	436218
2011	44203	Salcedillo	Presupuestos	Sin información							
2011	44204	Saldón	Presupuestos	Consolidada	176595,96	0	94000	0	17500	2500	62595,96
2011	44205	Samper de Calanda	Presupuestos	Sin información							
2011	44206	San Agustín	Presupuestos	Consolidada	300970,52	11000	98017,92	0	121152,6	0	70800
2011	44207	San Martín del Río	Presupuestos	Consolidada	333650	450	10500	8500	170500	19195	124505
2011	44208	Santa Cruz de Nogueras	Presupuestos	Consolidada	83300	0	51750	2200	1200	0	28150
2011	44209	Santa Eulalia	Presupuestos	Consolidada	1522666	27000	0	0	497600	100000	898066
2011	44210	Sarrión	Presupuestos	Clasificación Económica de la Administración General							
2011	44211	Segura de los Baños	Presupuestos	Sin información							
2011	44212	Seno	Presupuestos	Sin información							
2011	44213	Singra	Presupuestos	Consolidada	203750	0	106300	0	42600	0	54850
2011	44215	Terriente	Presupuestos	Consolidada	337500	2700	95000	0	63000	24000	152800
2011	44216	Teruel	Presupuestos	Consolidada	39625446,15	4812360	21634947,18	2138721,8	4205357,55	1419406,56	5414653,06
2011	44217	Toril y Masegoso	Presupuestos	Sin información							
2011	44218	Tormón	Presupuestos	Consolidada	266961,12	2790	215400	0	0	0	48771,12
2011	44219	Tornos	Presupuestos	Consolidada	297675,83	4006,4	229837,83	0	0	0	63831,6
2011	44220	Torralba de los Sisones	Presupuestos	Consolidada	661985	22550	50800	16200	54600	434510	83325
2011	44221	Torrecilla de Alcañiz	Presupuestos	Consolidada	999201,78	20100	380227,11	31009,62	371138,36	62841,73	133884,96
2011	44222	Torrecilla del Rebollar	Presupuestos	Consolidada	246714	4259	127255	0	56500	9800	48900
2011	44223	Torre de Arcas	Presupuestos	Sin información							
2011	44224	Torre de las Arcas	Presupuestos	Consolidada	356900	26000	232400	3000	3000	0	92500
2011	44225	Torre del Compte	Presupuestos	Consolidada	373126,11	19307,69	0	12200	2600	147797,02	191221,4
2011	44226	Torrelacárcel	Presupuestos	Consolidada	392900	11650	254700	0	10000	0	116550
2011	44227	Torre los Negros	Presupuestos	Consolidada	170845	4733	37000	11700	74862	550	42000
2011	44228	Torremocha de Jiloca	Presupuestos	Consolidada	280000	8455	178750	0	10200	0	82595
2011	44229	Torres de Albarracín	Presupuestos	Consolidada	885000	34000	0	0	696000	0	155000
2011	44230	Torrevelilla	Presupuestos	Sin información							
2011	44231	Torrijas	Presupuestos	Sin información							
2011	44232	Torrijo del Campo	Presupuestos	Consolidada	1041138	4350	115200	227900	46400	420788	226500
2011	44234	Tramacastiel	Presupuestos	Sin información							
2011	44235	Tramacastilla	Presupuestos	Consolidada	294519	2000	200383	8000	48486	450	35200
2011	44236	Tronchón	Presupuestos	Consolidada	384150	30500	142500	0	75000	0	136150
2011	44237	Urrea de Gaén	Presupuestos	Consolidada	463263	21595	97988	0	247059	0	96621
2011	44238	Utrillas	Presupuestos	Consolidada	2286000	24349,12	460795,55	418661,24	610684,8	61944,93	709564,36
2011	44239	Valacloche	Presupuestos	Consolidada	178993	0	77000	12700	71897	0	17396
2011	44240	Valbona	Presupuestos	Consolidada	747300	0	613900	0	0	0	133400
2011	44241	Valdealgorfa	Presupuestos	Sin información							
2011	44243	Valdecuenca	Presupuestos	Consolidada	151539,05	0	66438,18	0	20000	0	65100,87
2011	44244	Valdelinares	Presupuestos	Sin información							
2011	44245	Valdeltormo	Presupuestos	Consolidada	577577,17	19615,38	0	20670,69	5547,67	287888,11	243855,32
2011	44246	Valderrobres	Presupuestos	Consolidada	3276000	798900	142000	172500	527650	572700	1062250
2011	44247	Valjunquera	Presupuestos	Consolidada	783000	6000	566600	0	16200	0	194200
2011	44249	Vallecillo (El)	Presupuestos	Consolidada	332350	2250	238900	0	36050	16700	38450
2011	44250	Veguillas de la Sierra	Presupuestos	Consolidada	224159,32	0	181490	0	0	0	42669,32
2011	44251	Villafranca del Campo	Presupuestos	Sin información							
2011	44252	Villahermosa del Campo	Presupuestos	Consolidada	162000	5900	109800	4600	4000	0	37700
2011	44256	Villanueva del Rebollar de la Sierra	Presupuestos	Sin información							
2011	44257	Villar del Cobo	Presupuestos	Sin información							
2011	44258	Villar del Salz	Presupuestos	Sin información							
2011	44260	Villarluengo	Presupuestos	Sin información							
2011	44261	Villarquemado	Presupuestos	Consolidada	1013270	3000	153000	156000	518800	64500	117970
2011	44262	Villarroya de los Pinares	Presupuestos	Consolidada	259600	12900	58300	0	24500	127800	36100
2011	44263	Villastar	Presupuestos	Consolidada	286072,96	38109,69	15877,06	0	102186,56	0	129899,65
2011	44264	Villel	Presupuestos	Sin información							
2011	44265	Vinaceite	Presupuestos	Consolidada	348451,08	1000	61304,86	157220,01	31671	25500	71755,21
2011	44266	Visiedo	Presupuestos	Consolidada	422345,12	750	343295	0	6000	0	72300,12
2011	44267	Vivel del Río Martín	Presupuestos	Sin información							
2011	44268	Zoma (La)	Presupuestos	Consolidada	263025	150	0	672,21	159327,2	97303,59	5572
2011	50001	Abanto	Presupuestos	Consolidada	272500	1800	127705	0	7500	0	135495
2011	50002	Acered	Presupuestos	Consolidada	220735,67	12834,81	112620,2	0	6040,3	22540	66700,36
2011	50003	Agón	Presupuestos	Consolidada	372416,38	47,48	110000	0	52324,38	130687	79357,52
2011	50004	Aguarón	Presupuestos	Consolidada	1708379	173865	706290	0	348680	0	479544
2011	50005	Aguilón	Presupuestos	Consolidada	887387,52	57700	477887,52	0	104500	0	247300
2011	50006	Ainzón	Presupuestos	Consolidada	1194074,02	100500	0	113950	375378	0	604246,02
2011	50007	Aladrén	Presupuestos	Consolidada	137508	0	94318	0	3300	0	39890
2011	50008	Alagón	Presupuestos	Consolidada	5904374,69	242541,56	2067877,23	203500	2185299,35	30000	1175156,55
2011	50009	Alarba	Presupuestos	Consolidada	287700	12400	183500	11000	0	0	80800
2011	50010	Alberite de San Juan	Presupuestos	Consolidada	452986,73	1435,23	96610	0	249191,5	0	105750
2011	50011	Albeta	Presupuestos	Consolidada	590061,06	11000	209012,45	0	189018,24	30000	151030,37
2011	50012	Alborge	Presupuestos	Consolidada	219994,12	1925,08	88528,36	23443,39	20103,49	33203,56	52790,24
2011	50013	Alcalá de Ebro	Presupuestos	Consolidada	362600	8700	131000	28500	78500	14000	101900
2011	50014	Alcalá de Moncayo	Presupuestos	Sin información							
2011	50015	Alconchel de Ariza	Presupuestos	Sin información							
2011	50016	Aldehuela de Liestos	Presupuestos	Consolidada	170325	300	110750	0	11000	0	48275
2011	50017	Alfajarín	Presupuestos	Consolidada	3603189,9	0	1269000	736000	992900,9	230000	375289
2011	50018	Alfamén	Presupuestos	Consolidada	1399435	45265	303500	191400	436270	20000	403000
2011	50019	Alforque	Presupuestos	Consolidada	217165,82	900	30438,25	7977,7	128896,22	11100	37853,65
2011	50020	Alhama de Aragón	Presupuestos	Consolidada	1411000	26000	653000	85000	154000	4000	489000
2011	50021	Almochuel	Presupuestos	Consolidada	63375,55	0	56176,63	0	0	300	6898,92
2011	50022	Almolda (La)	Presupuestos	Consolidada	687360,27	0	0	53500	287230,27	63100	283530
2011	50023	Almonacid de la Cuba	Presupuestos	Consolidada	298322	3989,68	0	21000	149126,13	8800	115406,19
2011	50024	Almonacid de la Sierra	Presupuestos	Consolidada	1420320	21000	211500	102020	346200	6500	733100
2011	50025	Almunia de Doña Godina (La)	Presupuestos	Consolidada	14771707,84	1500751	4824281,84	352875	6518580	110400	1464820
2011	50026	Alpartir	Presupuestos	Consolidada	737161	38300	272264	41200	223725	16865	144807
2011	50027	Ambel	Presupuestos	Consolidada	323596,69	0	0	20000	97976,08	0	205620,61
2011	50028	Anento	Presupuestos	Consolidada	737853	10000	81301	37233	2653	384361	222305
2011	50029	Aniñón	Presupuestos	Consolidada	858449,72	76142,17	4500	1000	594722,97	0	182084,58
2011	50030	Añón de Moncayo	Presupuestos	Sin información							
2011	50031	Aranda de Moncayo	Presupuestos	Consolidada	241829,73	0	60000	74375	0	75150	32304,73
2011	50032	Arándiga	Presupuestos	Consolidada	443500	14000	274500	25000	30000	0	100000
2011	50033	Ardisa	Presupuestos	Consolidada	299998	2480	126768	0	87250	0	83500
2011	50034	Ariza	Presupuestos	Consolidada	1254600	82000	384000	0	126120	29000	633480
2011	50035	Artieda	Presupuestos	Consolidada	370600	18400	0	0	148500	0	203700
2011	50036	Asín	Presupuestos	Consolidada	294600	1578,99	108362,82	0	58958,19	0	125700
2011	50037	Atea	Presupuestos	Consolidada	236350	0	101300	11550	11250	0	112250
2011	50038	Ateca	Presupuestos	Consolidada	2775461	21500	162600	163699,57	563800	1036786	827075,43
2011	50039	Azuara	Presupuestos	Consolidada	1058912	1406	205800	0	411500	261106	179100
2011	50040	Badules	Presupuestos	Consolidada	224205	315	0	1980	178286	0	43624
2011	50041	Bagüés	Presupuestos	Consolidada	148400	100	5500	4500	89800	23200	25300
2011	50042	Balconchán	Presupuestos	Sin información							
2011	50043	Bárboles	Presupuestos	Consolidada	471868,7	110	0	24300	68450	182200	196808,7
2011	50044	Bardallur	Presupuestos	Consolidada	367278,19	7225,18	1884,59	21757,82	127209,29	84133,16	125068,15
2011	50045	Belchite	Presupuestos	Consolidada	1401212,42	44204,44	32201	250	898109,38	0	426447,6
2011	50046	Belmonte de Gracián	Presupuestos	Consolidada	367096,58	6211,12	60000	16270,89	0	155000	129614,57
2011	50047	Berdejo	Presupuestos	Consolidada	230000	0	100500	6500	0	123000	0
2011	50048	Berrueco	Presupuestos	Consolidada	230750	5800	158800	4000	0	0	62150
2011	50050	Bijuesca	Presupuestos	Consolidada	193400	600	0	0	108000	0	84800
2011	50051	Biota	Presupuestos	Consolidada	1388464,62	0	323566,07	81532,24	440130,34	59000	484235,97
2011	50052	Bisimbre	Presupuestos	Consolidada	143528,51	6140	0	0	94321,23	0	43067,28
2011	50053	Boquiñeni	Presupuestos	Consolidada	714849,93	40000	125088,39	30897,02	140988,74	63894,3	313981,48
2011	50054	Bordalba	Presupuestos	Sin información							
2011	50055	Borja	Presupuestos	Consolidada	6176652,84	265151,46	998299,99	778039,99	2628052,65	110033,93	1397074,82
2011	50056	Botorrita	Presupuestos	Consolidada	384380,08	26971	85043,08	0	84718	32919	154729
2011	50057	Brea de Aragón	Presupuestos	Consolidada	1605404	178450	3200	105000	1122500	15000	181254
2011	50058	Bubierca	Presupuestos	Sin información							
2011	50059	Bujaraloz	Presupuestos	Consolidada	1166887,26	53616,97	270123	41990	466404,36	34600	300152,93
2011	50060	Bulbuente	Presupuestos	Consolidada	305138,12	0	0	13000	98500	0	193638,12
2011	50061	Bureta	Presupuestos	Consolidada	358193,71	19760,61	104000	0	74840,1	33643	125950
2011	50062	Burgo de Ebro (El)	Presupuestos	Consolidada	2372948	61410	610485	322755,33	960806,03	115994,39	301497,25
2011	50063	Buste (El)	Presupuestos	Consolidada	146572,72	6000	50850	1300	14287,43	8460	65675,29
2011	50064	Cabañas de Ebro	Presupuestos	Consolidada	610728	45391,85	0	41886,72	391276,13	0	132173,3
2011	50065	Cabolafuente	Presupuestos	Sin información							
2011	50066	Cadrete	Presupuestos	Consolidada	4427333,62	285901,31	1665557,19	42500	1225599,94	99600	1108175,18
2011	50067	Calatayud	Presupuestos	Consolidada	18611290	1090779,93	7359558,2	2643909,17	3047377,6	1476970,27	2992694,83
2011	50068	Calatorao	Presupuestos	Consolidada	2934351,36	129372,31	591495,95	198620	1225319,24	25522,6	764021,26
2011	50069	Calcena	Presupuestos	Consolidada	408587,16	500	293332,16	3500	54400	0	56855
2011	50070	Calmarza	Presupuestos	Consolidada	142160	650	52000	0	57000	0	32510
2011	50071	Campillo de Aragón	Presupuestos	Consolidada	299486	2400	123579	0	103307	0	70200
2011	50072	Carenas	Presupuestos	Consolidada	367033,72	40335,46	44350	2000	6711,79	105700	167936,47
2011	50073	Cariñena	Presupuestos	Consolidada	2896834,78	187608,57	779399,04	120918,85	956213,1	61100	791595,22
2011	50074	Caspe	Presupuestos	Consolidada	9514763,32	665279	2884865,55	578949,91	3299087,81	382160	1704421,05
2011	50075	Castejón de Alarba	Presupuestos	Consolidada	159900	700	105000	2500	0	0	51700
2011	50076	Castejón de las Armas	Presupuestos	Consolidada	291450	7000	41000	10250	900	175000	57300
2011	50077	Castejón de Valdejasa	Presupuestos	Consolidada	500327,24	13094,92	26323,45	27000	182484,9	39340,8	212083,17
2011	50078	Castiliscar	Presupuestos	Consolidada	489113,5	42890	81000	0	217874,94	0	147348,56
2011	50079	Cervera de la Cañada	Presupuestos	Consolidada	385659,01	4800	115409,88	21500	92685,55	46313,95	104949,63
2011	50080	Cerveruela	Presupuestos	Consolidada	276000	0	25000	6000	3000	187000	55000
2011	50081	Cetina	Presupuestos	Consolidada	817600	3000	193800	1900	197600	228000	193300
2011	50082	Cimballa	Presupuestos	Consolidada	292500	600	199060	0	12000	0	80840
2011	50083	Cinco Olivas	Presupuestos	Consolidada	287040,74	200	35943,75	12412,43	217651,98	2110	18722,58
2011	50084	Clarés de Ribota	Presupuestos	Consolidada	120000	0	120000	0	0	0	0
2011	50085	Codo	Presupuestos	Consolidada	358000	6622,82	201052,43	16387,72	16525	0	117412,03
2011	50086	Codos	Presupuestos	Consolidada	447070	0	205500	22800	4500	0	214270
2011	50087	Contamina	Presupuestos	Consolidada	279547,39	562	175094,59	0	6200	0	97690,8
2011	50088	Cosuenda	Presupuestos	Consolidada	1828288,7	126778,06	807930,34	38250,58	653863,01	6500	194966,71
2011	50089	Cuarte de Huerva	Presupuestos	Consolidada	9038476,8	168076,75	4024834,98	910283,62	2238683,92	195000	1501597,53
2011	50090	Cubel	Presupuestos	Consolidada	385079,7	0	247329,7	9450	0	0	128300
2011	50091	Cuerlas (Las)	Presupuestos	Consolidada	252300	13100	146650	2500	0	0	90050
2011	50092	Chiprana	Presupuestos	Consolidada	713608,02	2180	232523,8	64350	234246,56	29086,1	151221,56
2011	50093	Chodes	Presupuestos	Consolidada	596589	17505	84590	4000	35000	377194	78300
2011	50094	Daroca	Presupuestos	Consolidada	3802030,89	178235,8	533370,24	685596,47	821347,89	95541,6	1487938,89
2011	50095	Ejea de los Caballeros	Presupuestos	Consolidada	24914326,49	1096587	6721061,69	3154418,23	6105541,73	3609816,93	4226900,91
2011	50096	Embid de Ariza	Presupuestos	Consolidada	184020	300	10700	8200	128500	200	36120
2011	50098	Encinacorba	Presupuestos	Sin información							
2011	50099	Épila	Presupuestos	Consolidada	3882838,36	304155,63	1029709,21	205557,64	992151,66	156838,13	1194426,09
2011	50100	Erla	Presupuestos	Consolidada	527186,52	4520	94800	65900	77917,23	144827,29	139222
2011	50101	Escatrón	Presupuestos	Consolidada	2700000	69000	1100408	165000	486568	85000	794024
2011	50102	Fabara	Presupuestos	Consolidada	1685072	62272	385000	106200	270500	312000	549100
2011	50104	Farlete	Presupuestos	Consolidada	488745,16	0	170330	34971,88	99179	100	184164,28
2011	50105	Fayón	Presupuestos	Consolidada	1095350	0	420660	73800	95710	210780	294400
2011	50106	Fayos (Los)	Presupuestos	Consolidada	441065,04	2200	72910,16	0	16000	349954,88	0
2011	50107	Figueruelas	Presupuestos	Consolidada	3374502,75	2000	957587,29	362860,42	819582	6000	1226473,04
2011	50108	Fombuena	Presupuestos	Consolidada	147300	0	112000	2200	0	0	33100
2011	50109	Frago (El)	Presupuestos	Consolidada	316003,17	0	16000	0	11248,65	189452,33	99302,19
2011	50110	Frasno (El)	Presupuestos	Consolidada	864926,16	35500	170700	0	61000	425100	172626,16
2011	50111	Fréscano	Presupuestos	Consolidada	535129,53	5384,77	172745,51	4000	220333,5	0	132665,75
2011	50113	Fuendejalón	Presupuestos	Consolidada	1112772	83000	124593	70000	293597	0	541582
2011	50114	Fuendetodos	Presupuestos	Consolidada	1627100	88800	268800	0	869600	178300	221600
2011	50115	Fuentes de Ebro	Presupuestos	Consolidada	3420953,81	0	651676,13	391100	531515,08	22970	1823692,6
2011	50116	Fuentes de Jiloca	Presupuestos	Consolidada	432800	14800	276500	8400	12500	0	120600
2011	50117	Gallocanta	Presupuestos	Consolidada	404800	26200	120800	9000	76950	0	171850
2011	50118	Gallur	Presupuestos	Consolidada	1947451,85	163459,99	346873,6	176007,64	448668,97	226233,08	586208,57
2011	50119	Gelsa	Presupuestos	Consolidada	1840671,51	41983,24	853310,58	77173,44	339367,12	58554,03	470283,1
2011	50120	Godojos	Presupuestos	Consolidada	148634,33	15368,77	0	1650	0	65000	66615,56
2011	50121	Gotor	Presupuestos	Consolidada	502500	16100	270000	28000	61000	0	127400
2011	50122	Grisel	Presupuestos	Consolidada	468500	500	251000	0	139000	4000	74000
2011	50123	Grisén	Presupuestos	Consolidada	655817,56	0	0	34000	519000	0	102817,56
2011	50124	Herrera de los Navarros	Presupuestos	Consolidada	632799,83	55000	217897,83	6200	64800	17000	271902
2011	50125	Ibdes	Presupuestos	Consolidada	902000	14500	699300	30000	40000	0	118200
2011	50126	Illueca	Presupuestos	Consolidada	2430417	378080	601933	639626	169300	89150	552328
2011	50128	Isuerre	Presupuestos	Consolidada	206463,83	18943,58	4802,34	1149,73	152006,47	6403,11	23158,6
2011	50129	Jaraba	Presupuestos	Consolidada	617804	4500	86601	0	200000	135802	190901
2011	50130	Jarque de Moncayo	Presupuestos	Sin información							
2011	50131	Jaulín	Presupuestos	Consolidada	327162,8	23840,56	68832,24	0	41618	50796	142076
2011	50132	Joyosa (La)	Presupuestos	Consolidada	997127,49	0	241761,04	159752,25	353731,2	11000	230883
2011	50133	Lagata	Presupuestos	Consolidada	85150	1800	0	5500	0	0	77850
2011	50134	Langa del Castillo	Presupuestos	Consolidada	268127,78	0	0	9700	209780,76	0	48647,02
2011	50135	Layana	Presupuestos	Consolidada	335475,62	7800	35373,27	0	141548,35	76000	74754
2011	50136	Lécera	Presupuestos	Consolidada	782630	10900	104200	51000	244330	125400	246800
2011	50137	Leciñena	Presupuestos	Consolidada	1178720,52	35073,49	341964,23	75599,8	338981,19	29500	357601,81
2011	50138	Lechón	Presupuestos	Consolidada	366000	0	14000	4500	0	283000	64500
2011	50139	Letux	Presupuestos	Consolidada	950505,5	0	399231,39	14000	126205,5	54000	357068,61
2011	50140	Litago	Presupuestos	Consolidada	428211,81	0	105033,96	22079,1	85062,45	81058,41	134977,89
2011	50141	Lituénigo	Presupuestos	Consolidada	341193	0	270423	5400	0	0	65370
2011	50142	Lobera de Onsella	Presupuestos	Consolidada	223166,86	12,07	8095,85	2239,02	163855,08	18128,52	30836,32
2011	50143	Longares	Presupuestos	Consolidada	1034400	51500	222200	300200	286700	3000	170800
2011	50144	Longás	Presupuestos	Consolidada	234737,15	150	0	2310	199795,36	9331,79	23150
2011	50146	Lucena de Jalón	Presupuestos	Consolidada	432175	3000	173800	44654	0	15000	195721
2011	50147	Luceni	Presupuestos	Consolidada	727733	44638	152600	110563	84100	29230	306602
2011	50148	Luesia	Presupuestos	Consolidada	530435	36080	7000	9500	7300	0	470555
2011	50149	Luesma	Presupuestos	Consolidada	116000	600	6600	200	0	66000	42600
2011	50150	Lumpiaque	Presupuestos	Consolidada	643679,48	0	0	58000	294871,48	27700	263108
2011	50151	Luna	Presupuestos	Consolidada	1291210	23171,5	455210	211873,5	303900	41005	256050
2011	50152	Maella	Presupuestos	Consolidada	2277780	359935	812600	118100	541680	61965	383500
2011	50153	Magallón	Presupuestos	Consolidada	1701786,01	96922,42	435638,87	0	830464,97	0	338759,75
2011	50154	Mainar	Presupuestos	Consolidada	257400	20850	87400	3800	40500	0	104850
2011	50155	Malanquilla	Presupuestos	Consolidada	323000	0	323000	0	0	0	0
2011	50156	Maleján	Presupuestos	Consolidada	298630,66	16700	0	0	180938,16	0	100992,5
2011	50157	Malón	Presupuestos	Sin información							
2011	50159	Maluenda	Presupuestos	Sin información							
2011	50160	Mallén	Presupuestos	Consolidada	2726596,05	77375,79	1078396,85	98600,28	1066405	20100	385718,13
2011	50161	Manchones	Presupuestos	Consolidada	200754	910	65938	13000	4100	8000	108806
2011	50162	Mara	Presupuestos	Consolidada	319600	8200	0	12000	175800	4000	119600
2011	50163	María de Huerva	Presupuestos	Consolidada	3227200	75000	992600	57500	716050	88500	1297550
2011	50164	Mediana de Aragón	Presupuestos	Consolidada	491519,18	21255	58100	19500	48950	182948	160766,18
2011	50165	Mequinenza	Presupuestos	Consolidada	3196087,34	51100	1057359,84	63822	1284331,7	285329,86	454143,94
2011	50166	Mesones de Isuela	Presupuestos	Consolidada	398000	8000	270500	0	35000	0	84500
2011	50167	Mezalocha	Presupuestos	Consolidada	425000	16000	155000	0	147000	8000	99000
2011	50168	Mianos	Presupuestos	Consolidada	70532,73	0	8300	0	630	33873,63	27729,1
2011	50169	Miedes de Aragón	Presupuestos	Consolidada	658084,88	16436,01	309692,16	58675,23	79526,9	27916,21	165838,37
2011	50170	Monegrillo	Presupuestos	Consolidada	668688	6000	194388	0	114300	58000	296000
2011	50171	Moneva	Presupuestos	Consolidada	90600	0	0	8000	0	0	82600
2011	50172	Monreal de Ariza	Presupuestos	Sin información							
2011	50173	Monterde	Presupuestos	Consolidada	497400	14700	268700	0	91500	0	122500
2011	50174	Montón	Presupuestos	Consolidada	302599,74	1300	19665,55	13800	142324,19	4000	121510
2011	50175	Morata de Jalón	Presupuestos	Consolidada	1708572,82	41416,67	622406,48	16041,52	746750,7	6600	275357,45
2011	50176	Morata de Jiloca	Presupuestos	Sin información							
2011	50177	Morés	Presupuestos	Consolidada	566700	34000	25000	35000	149600	10000	313100
2011	50178	Moros	Presupuestos	Sin información							
2011	50179	Moyuela	Presupuestos	Consolidada	344605	0	0	15222,5	246634,3	13500	69248,2
2011	50180	Mozota	Presupuestos	Consolidada	272400	30500	125900	0	64000	0	52000
2011	50181	Muel	Presupuestos	Consolidada	5766321	12000	0	0	1558500	3135000	1060821
2011	50182	Muela (La)	Presupuestos	Sin información							
2011	50183	Munébrega	Presupuestos	Consolidada	900000	9200	0	34000	726900	0	129900
2011	50184	Murero	Presupuestos	Consolidada	214000	5440	62000	10000	31771	7400	97389
2011	50185	Murillo de Gállego	Presupuestos	Sin información							
2011	50186	Navardún	Presupuestos	Consolidada	208618,35	9000	13095,85	0	143468,37	18816,65	24237,48
2011	50187	Nigüella	Presupuestos	Consolidada	184700	0	143200	0	5000	0	36500
2011	50188	Nombrevilla	Presupuestos	Consolidada	324500	0	22500	10000	0	204000	88000
2011	50189	Nonaspe	Presupuestos	Consolidada	1270702,45	98624,5	227150	326500	258377,95	89600	270450
2011	50190	Novallas	Presupuestos	Consolidada	2399726,1	44100	146106,1	621030	919600	456300	212590
2011	50191	Novillas	Presupuestos	Consolidada	515722,02	0	153435,91	95300	125975,11	14850	126161
2011	50192	Nuévalos	Presupuestos	Consolidada	587609,49	30000,93	260600	0	94573,42	28000	174435,14
2011	50193	Nuez de Ebro	Presupuestos	Consolidada	541200	5600	114000	0	79200	5000	337400
2011	50194	Olvés	Presupuestos	Sin información							
2011	50195	Orcajo	Presupuestos	Sin información							
2011	50196	Orera	Presupuestos	Consolidada	367445,2	202,95	37218,58	56110,49	153719,35	61665,2	58528,63
2011	50197	Orés	Presupuestos	Consolidada	257320	1500	28320	0	85500	0	142000
2011	50198	Oseja	Presupuestos	Sin información							
2011	50199	Osera de Ebro	Presupuestos	Consolidada	3563373,14	21850	2839567,4	15903,81	148941,93	79000	458110
2011	50200	Paniza	Presupuestos	Consolidada	961570	29800	466970	1500	132900	40000	290400
2011	50201	Paracuellos de Jiloca	Presupuestos	Consolidada	588047,42	0	51900	35000	332372,42	0	168775
2011	50202	Paracuellos de la Ribera	Presupuestos	Consolidada	799597,45	25400	529111,4	23500	85300	0	136286,05
2011	50203	Pastriz	Presupuestos	Consolidada	1280063,51	0	231351,5	30000	228163,79	0	790548,22
2011	50204	Pedrola	Presupuestos	Consolidada	4707768,23	729,84	1144028,95	259382,74	2463093,56	77171,54	763361,6
2011	50205	Pedrosas (Las)	Presupuestos	Consolidada	264000	4200	35500	0	131000	0	93300
2011	50206	Perdiguera	Presupuestos	Consolidada	834600	0	242500	1500	173500	0	417100
2011	50207	Piedratajada	Presupuestos	Consolidada	302500	1000	131100	0	48400	0	122000
2011	50208	Pina de Ebro	Presupuestos	Consolidada	3301816,58	32744,24	527528,17	362111,93	931157,23	186135,02	1262139,99
2011	50209	Pinseque	Presupuestos	Consolidada	2992590	96600	1059700	214000	1020455	98500	503335
2011	50210	Pintanos (Los)	Presupuestos	Consolidada	291505	600	11200	8660	185645	33000	52400
2011	50211	Plasencia de Jalón	Presupuestos	Consolidada	561910,22	2426,8	118888,86	0	117279,43	138891,52	184423,61
2011	50212	Pleitas	Presupuestos	Sin información							
2011	50213	Plenas	Presupuestos	Consolidada	141319,48	45000	1000	7922,32	0	1000	86397,16
2011	50214	Pomer	Presupuestos	Consolidada	137000	0	64500	0	0	72500	0
2011	50215	Pozuel de Ariza	Presupuestos	Sin información							
2011	50216	Pozuelo de Aragón	Presupuestos	Consolidada	461674,04	29382,09	231500	0	93135	0	107656,95
2011	50217	Pradilla de Ebro	Presupuestos	Consolidada	834781,97	22097,63	0	38000	690734,34	0	83950
2011	50218	Puebla de Albortón	Presupuestos	Consolidada	305000	6000	62500	13500	156300	5000	61700
2011	50219	Puebla de Alfindén (La)	Presupuestos	Consolidada	4551818,79	112300	1248239,9	57500	1354912,77	105450	1673416,12
2011	50220	Puendeluna	Presupuestos	Consolidada	251330	500	13500	0	165330	0	72000
2011	50221	Purujosa	Presupuestos	Consolidada	197200	1000	48000	6500	19000	70200	52500
2011	50222	Quinto	Presupuestos	Consolidada	2609910	3000	1286130	195296	723594	17000	384890
