Año	Código del municipio	Nombre del municipio	Número total de explotaciones	Explotaciones sin tierras	Explotaciones con superficie >= 0,1 y <5 hectáreas	Explotaciones con superficie >=5 y <10 hectáreas	Explotaciones con superficie >=10 y <20 hectáreas	Explotaciones con superficie >= 20 y <50 hectáreas	Explotaciones con superficie >= 50 y <100 hectáreas	Explotaciones con superficie >= 100 hectáreas	Explotaciones con tierras
1989	50039	Azuara	211	8	85	17	16	23	28	34	203
1989	50040	Badules	31	1	1	1	5	6	8	9	30
1989	50041	Bagüés	31	0	11	4	7	3	2	4	31
1989	50042	Balconchán	24	0	7	5	3	5	1	3	24
1989	50043	Bárboles	70	3	38	3	9	10	5	2	67
1989	50044	Bardallur	78	0	40	11	10	8	4	5	78
1989	50045	Belchite	501	2	89	64	82	124	78	62	499
1989	50046	Belmonte de Gracián	123	2	39	33	32	11	2	4	121
1989	50047	Berdejo	17	1	8	4	1	1	0	2	16
1989	50048	Berrueco	14	0	1	1	1	4	4	3	14
1989	50050	Bijuesca	84	0	18	19	9	24	9	5	84
1989	50051	Biota	325	6	77	85	64	55	19	19	319
1989	50052	Bisimbre	37	0	13	8	6	7	2	1	37
1989	50053	Boquiñeni	275	0	199	39	20	15	1	1	275
1989	50054	Bordalba	31	2	0	0	2	1	14	12	29
1989	50055	Borja	579	0	345	100	70	44	11	9	579
1989	50056	Botorrita	34	4	14	2	2	9	1	2	30
1989	50057	Brea de Aragón	157	4	120	27	4	1	0	1	153
1989	50058	Bubierca	56	1	30	17	0	2	0	6	55
1989	50059	Bujaraloz	196	4	17	27	29	43	54	22	192
1989	50060	Bulbuente	231	0	175	23	12	14	3	4	231
1989	50061	Bureta	78	0	12	18	26	18	1	3	78
1989	50062	Burgo de Ebro (El)	336	6	271	18	23	8	5	5	330
1989	50063	Buste (El)	22	0	1	1	9	6	4	1	22
1989	50064	Cabañas de Ebro	119	0	86	25	6	2	0	0	119
1989	50065	Cabolafuente	34	3	4	3	4	3	10	7	31
1989	50066	Cadrete	65	1	53	8	0	2	0	1	64
1989	50067	Calatayud	726	3	573	71	33	29	4	13	723
1989	50068	Calatorao	678	2	475	93	70	33	4	1	676
1989	50069	Calcena	49	0	14	9	9	9	4	4	49
1989	50070	Calmarza	30	0	3	3	7	8	2	7	30
1989	50071	Campillo de Aragón	75	0	11	10	13	27	11	3	75
1989	50072	Carenas	116	1	73	32	7	1	0	2	115
1989	50073	Cariñena	646	6	378	137	56	39	25	5	640
1989	50074	Caspe	1179	30	738	83	93	89	89	57	1149
1989	50075	Castejón de Alarba	62	0	18	17	17	7	2	1	62
1989	50076	Castejón de las Armas	85	0	55	17	8	4	0	1	85
1989	50077	Castejón de Valdejasa	155	1	44	34	32	28	12	4	154
1989	50078	Castiliscar	146	0	49	38	25	25	6	3	146
1989	50079	Cervera de la Cañada	168	2	65	45	31	20	4	1	166
1989	50080	Cerveruela	5	0	0	0	0	1	0	4	5
1989	50081	Cetina	207	8	41	42	40	34	33	9	199
1989	50082	Cimballa	41	0	8	3	8	12	5	5	41
1989	50083	Cinco Olivas	6	0	5	1	0	0	0	0	6
1989	50084	Clarés de Ribota	85	0	41	19	12	9	2	2	85
1989	50085	Codo	22	3	0	5	7	3	2	2	19
1989	50086	Codos	248	1	116	52	44	25	5	5	247
1989	50087	Contamina	30	1	7	3	6	12	0	1	29
1989	50088	Cosuenda	245	0	154	55	22	11	2	1	245
1989	50089	Cuarte de Huerva	26	1	13	6	4	2	0	0	25
1989	50090	Cubel	50	2	0	3	2	13	22	8	48
1989	50091	Cuerlas (Las)	25	1	0	3	2	5	6	8	24
1989	50092	Chiprana	40	0	23	2	4	4	0	7	40
1989	50093	Chodes	91	0	69	12	4	2	0	4	91
1989	50094	Daroca	240	3	161	33	28	12	1	2	237
1989	50095	Ejea de los Caballeros	3116	44	1422	377	801	334	81	57	3072
1989	50096	Embid de Ariza	26	3	4	2	5	1	4	7	23
1989	50098	Encinacorba	175	2	85	50	30	5	0	3	173
1989	50099	Épila	792	29	343	126	139	98	35	22	763
1989	50100	Erla	50	3	24	8	6	4	3	2	47
1989	50101	Escatrón	281	0	229	18	7	8	7	12	281
1989	50102	Fabara	299	4	89	64	79	56	4	3	295
1989	50104	Farlete	114	1	1	4	5	68	19	16	113
1989	50105	Fayón	97	0	29	33	16	14	1	4	97
1989	50106	Fayos (Los)	79	0	76	1	0	0	0	2	79
1989	50107	Figueruelas	112	1	70	22	13	6	0	0	111
1989	50108	Fombuena	7	0	1	0	1	1	0	4	7
1989	50109	Frago (El)	35	0	4	5	4	11	6	5	35
1989	50110	Frasno (El)	365	2	212	70	54	18	2	7	363
1989	50111	Fréscano	66	1	17	11	17	13	4	3	65
1989	50113	Fuendejalón	250	2	65	34	50	78	17	4	248
1989	50114	Fuendetodos	51	5	7	2	6	13	13	5	46
1989	50115	Fuentes de Ebro	591	5	321	92	85	72	6	10	586
1989	50116	Fuentes de Jiloca	144	3	99	23	9	6	0	4	141
1989	50117	Gallocanta	42	2	4	3	5	7	17	4	40
1989	50118	Gallur	497	3	372	41	34	32	12	3	494
1989	50119	Gelsa	285	8	129	14	32	70	24	8	277
1989	50120	Godojos	63	1	7	23	18	7	6	1	62
1989	50121	Gotor	98	0	70	22	4	0	0	2	98
1989	50122	Grisel	39	0	27	2	1	4	3	2	39
1989	50123	Grisén	81	0	70	7	3	1	0	0	81
1989	50124	Herrera de los Navarros	233	4	80	35	18	36	33	27	229
1989	50125	Ibdes	223	2	82	56	55	19	4	5	221
1989	50126	Illueca	277	0	241	28	5	1	0	2	277
1989	50128	Isuerre	31	0	8	6	4	4	4	5	31
1989	50129	Jaraba	74	0	35	15	14	6	1	3	74
1989	50130	Jarque de Moncayo	183	2	99	53	22	5	0	2	181
1989	50131	Jaulín	57	4	7	3	8	12	18	5	53
1989	50132	Joyosa (La)	72	1	41	18	9	3	0	0	71
1989	50133	Lagata	46	0	7	9	6	7	11	6	46
1989	50134	Langa del Castillo	36	1	0	2	3	8	11	11	35
1989	50135	Layana	5	1	3	0	1	0	0	0	4
1989	50136	Lécera	195	7	32	23	27	49	29	28	188
1989	50137	Leciñena	229	8	24	11	27	65	57	37	221
1989	50138	Lechón	17	0	1	0	0	2	6	8	17
1989	50139	Letux	116	1	28	23	26	18	13	7	115
1989	50140	Litago	60	0	19	21	15	3	0	2	60
1989	50141	Lituénigo	49	0	7	18	18	5	0	1	49
1989	50142	Lobera de Onsella	70	0	1	11	16	31	8	3	70
1989	50143	Longares	307	3	107	84	42	51	15	5	304
1989	50144	Longás	59	0	18	15	10	9	4	3	59
1989	50146	Lucena de Jalón	85	1	46	21	11	5	0	1	84
1989	50147	Luceni	205	2	130	42	16	8	4	3	203
1989	50148	Luesia	104	4	40	6	13	14	11	16	100
1989	50149	Luesma	17	0	1	0	2	7	1	6	17
1989	50150	Lumpiaque	120	12	39	26	23	15	4	1	108
1989	50151	Luna	585	12	159	127	100	89	45	53	573
1989	50152	Maella	626	9	231	144	140	91	3	8	617
1989	50153	Magallón	280	2	130	53	34	35	17	9	278
1989	50154	Mainar	32	0	3	0	6	8	13	2	32
1989	50155	Malanquilla	52	1	8	8	13	5	7	10	51
1989	50156	Maleján	0	0	0	0	0	0	0	0	0
1989	50157	Malón	108	0	91	12	3	2	0	0	108
1989	50159	Maluenda	320	2	211	64	37	5	0	1	318
1989	50160	Mallén	437	4	264	86	50	26	3	4	433
1989	50161	Manchones	51	1	23	9	4	7	5	2	50
1989	50162	Mara	149	0	71	29	24	20	4	1	149
1989	50163	María de Huerva	121	4	37	13	16	15	12	24	117
1989	50164	Mediana de Aragón	154	1	76	17	9	21	19	11	153
1989	50165	Mequinenza	432	7	136	91	97	70	22	9	425
1989	50166	Mesones de Isuela	123	1	37	28	39	11	4	3	122
1989	50167	Mezalocha	76	1	26	8	10	16	6	9	75
1989	50168	Mianos	14	0	1	2	1	2	3	5	14
1989	50169	Miedes de Aragón	174	1	46	40	44	37	2	4	173
1989	50170	Monegrillo	146	1	6	22	33	33	32	19	145
1989	50171	Moneva	48	1	5	5	2	3	16	16	47
1989	50172	Monreal de Ariza	81	5	6	5	6	38	15	6	76
1989	50173	Monterde	38	0	1	6	6	13	7	5	38
1989	50174	Montón	65	0	43	8	7	4	1	2	65
1989	50175	Morata de Jalón	521	4	383	86	34	7	0	7	517
1989	50176	Morata de Jiloca	106	2	54	28	13	2	4	3	104
1989	50177	Morés	224	2	190	19	9	0	1	3	222
1989	50178	Moros	306	2	167	82	41	10	1	3	304
1989	50179	Moyuela	87	0	23	8	7	16	14	19	87
1989	50180	Mozota	52	0	27	2	6	9	4	4	52
1989	50181	Muel	202	3	82	16	16	33	37	15	199
1989	50182	Muela (La)	153	3	47	17	19	21	20	26	150
1989	50183	Munébrega	197	1	70	63	39	21	1	2	196
1989	50184	Murero	47	0	19	10	9	6	1	2	47
1989	50185	Murillo de Gállego	84	0	36	16	14	10	4	4	84
1989	50186	Navardún	33	0	9	3	7	3	5	6	33
1989	50187	Nigüella	51	0	22	8	8	7	1	5	51
1989	50188	Nombrevilla	13	0	1	1	1	4	3	3	13
1989	50189	Nonaspe	260	3	124	66	41	19	4	3	257
1989	50190	Novallas	186	0	149	20	12	3	2	0	186
1989	50191	Novillas	282	3	195	56	22	5	1	0	279
1989	50192	Nuévalos	18	0	7	2	2	3	1	3	18
1989	50193	Nuez de Ebro	77	0	60	8	6	2	1	0	77
1989	50194	Olvés	96	0	26	24	25	16	3	2	96
1989	50195	Orcajo	20	0	2	3	2	4	5	4	20
1989	50196	Orera	93	1	44	25	18	3	0	2	92
1989	50197	Orés	50	0	16	9	8	6	4	7	50
1989	50198	Oseja	49	0	23	22	3	0	0	1	49
1989	50199	Osera de Ebro	71	0	37	10	11	4	6	3	71
1989	50200	Paniza	400	1	149	136	80	30	2	2	399
1989	50201	Paracuellos de Jiloca	193	1	126	42	10	9	0	5	192
1989	50202	Paracuellos de la Ribera	205	1	136	48	16	1	0	3	204
1989	50203	Pastriz	193	0	164	15	6	4	1	3	193
1989	50204	Pedrola	368	1	188	38	35	56	32	18	367
1989	50205	Pedrosas (Las)	33	1	3	5	9	3	7	5	32
1989	50206	Perdiguera	96	6	11	2	15	18	16	28	90
1989	50207	Piedratajada	99	0	11	20	20	20	20	8	99
1989	50208	Pina de Ebro	571	4	260	86	87	69	28	37	567
1989	50209	Pinseque	213	3	147	33	20	7	2	1	210
1989	50210	Pintanos (Los)	66	1	8	11	12	10	15	9	65
1989	50211	Plasencia de Jalón	133	4	105	10	4	0	2	8	129
1989	50212	Pleitas	22	0	13	4	4	0	1	0	22
1989	50213	Plenas	57	0	21	6	2	7	12	9	57
1989	50214	Pomer	48	1	18	18	7	1	0	3	47
1989	50215	Pozuel de Ariza	10	0	1	0	1	4	2	2	10
1989	50216	Pozuelo de Aragón	80	3	12	3	12	19	17	14	77
1989	50217	Pradilla de Ebro	126	2	51	29	30	7	4	3	124
1989	50218	Puebla de Albortón	61	2	5	6	5	15	16	12	59
1989	50219	Puebla de Alfindén (La)	120	2	58	22	23	13	0	2	118
1989	50220	Puendeluna	28	0	13	4	3	5	1	2	28
1989	50221	Purujosa	3	1	0	0	0	0	0	2	2
1989	50222	Quinto	330	4	143	49	39	47	32	16	326
1989	50223	Remolinos	109	0	68	15	16	8	1	1	109
1989	50224	Retascón	44	0	2	6	7	14	11	4	44
1989	50225	Ricla	652	11	399	104	81	41	8	8	641
1989	50227	Romanos	39	0	4	3	5	13	11	3	39
1989	50228	Rueda de Jalón	210	2	62	29	37	46	18	16	208
1989	50229	Ruesca	42	0	14	14	6	6	0	2	42
1989	50230	Sádaba	299	7	38	45	68	85	33	23	292
1989	50231	Salillas de Jalón	57	1	48	6	2	0	0	0	56
1989	50232	Salvatierra de Esca	56	2	16	10	4	10	5	9	54
1989	50233	Samper del Salz	23	0	9	4	4	1	2	3	23
1989	50234	San Martín de la Virgen de Moncayo	29	0	15	9	3	1	0	1	29
1989	50235	San Mateo de Gállego	252	16	90	34	32	54	16	10	236
1989	50236	Santa Cruz de Grío	186	1	142	32	7	2	0	2	185
1989	50237	Santa Cruz de Moncayo	43	0	36	6	0	0	1	0	43
1989	50238	Santa Eulalia de Gállego	60	0	19	14	7	16	1	3	60
1989	50239	Santed	23	2	1	1	0	4	8	7	21
1989	50240	Sástago	273	8	94	9	12	42	48	60	265
1989	50241	Saviñán	260	3	202	30	13	9	1	2	257
1989	50242	Sediles	66	1	33	16	10	3	1	2	65
1989	50243	Sestrica	297	2	202	59	19	9	3	3	295
1989	50244	Sierra de Luna	97	4	19	13	15	13	16	17	93
1989	50245	Sigüés	58	3	25	8	6	9	2	5	55
1989	50246	Sisamón	25	2	0	2	3	4	2	12	23
1989	50247	Sobradiel	119	1	76	34	5	0	0	3	118
1989	50248	Sos del Rey Católico	224	3	48	25	24	45	31	48	221
1989	50249	Tabuenca	196	0	27	42	56	63	6	2	196
1989	50250	Talamantes	31	0	1	4	8	8	6	4	31
1989	50251	Tarazona	1233	11	897	116	79	85	31	14	1222
1989	50252	Tauste	1197	13	396	212	295	200	51	30	1184
1989	50253	Terrer	184	3	113	32	21	8	1	6	181
1989	50254	Tierga	139	0	60	21	19	29	5	5	139
1989	50255	Tobed	112	0	67	24	19	0	0	2	112
1989	50256	Torralba de los Frailes	39	4	1	0	3	8	11	12	35
1989	50257	Torralba de Ribota	97	2	34	29	21	4	3	4	95
1989	50258	Torralbilla	25	0	2	4	5	4	8	2	25
1989	50259	Torrehermosa	30	1	0	1	3	8	12	5	29
1989	50260	Torrelapaja	12	2	0	0	1	1	6	2	10
1989	50261	Torrellas	37	1	32	1	1	1	1	0	36
1989	50262	Torres de Berrellén	343	5	264	45	16	4	5	4	338
1989	50263	Torrijo de la Cañada	288	7	109	78	57	15	11	11	281
1989	50264	Tosos	180	1	73	41	28	18	8	11	179
1989	50265	Trasmoz	41	0	6	9	10	12	2	2	41
1989	50266	Trasobares	108	0	66	14	9	9	7	3	108
1989	50267	Uncastillo	406	11	165	50	43	53	28	56	395
1989	50268	Undués de Lerda	45	2	15	9	6	5	0	8	43
1989	50269	Urrea de Jalón	113	1	63	22	12	13	0	2	112
1989	50270	Urriés	35	0	4	8	11	6	2	4	35
1989	50271	Used	96	5	3	6	8	19	31	24	91
1989	50272	Utebo	271	0	214	28	19	8	1	1	271
1989	50273	Valdehorna	35	0	11	11	8	4	0	1	35
1989	50274	Val de San Martín	25	0	3	5	6	5	2	4	25
1989	50275	Valmadrid	38	0	6	3	8	13	4	4	38
1989	50276	Valpalmas	62	0	14	8	9	11	12	8	62
1989	50277	Valtorres	38	0	17	13	4	1	2	1	38
1989	50278	Velilla de Ebro	66	1	19	5	8	13	14	6	65
1989	50279	Velilla de Jiloca	57	0	44	8	2	1	0	2	57
1989	50280	Vera de Moncayo	133	1	53	18	29	25	4	3	132
1989	50281	Vierlas	25	0	20	3	1	1	0	0	25
1989	50282	Vilueña (La)	50	0	23	12	8	5	0	2	50
1989	50283	Villadoz	30	0	1	0	7	14	7	1	30
1989	50284	Villafeliche	101	1	73	10	7	4	2	4	100
1989	50285	Villafranca de Ebro	147	2	95	20	16	10	2	2	145
1989	50286	Villalba de Perejil	59	0	38	13	6	1	0	1	59
1989	50287	Villalengua	148	0	54	38	37	7	3	9	148
1989	50288	Villanueva de Gállego	411	2	29	249	73	43	11	4	409
1989	50289	Villanueva de Jiloca	53	0	35	10	5	1	1	1	53
1989	50290	Villanueva de Huerva	255	5	154	35	23	14	17	7	250
1989	50291	Villar de los Navarros	63	0	16	8	1	7	15	16	63
1989	50292	Villarreal de Huerva	26	0	3	1	2	12	2	6	26
1989	50293	Villarroya de la Sierra	356	5	161	96	70	18	1	5	351
1989	50294	Villarroya del Campo	28	0	0	1	3	14	7	3	28
1989	50295	Vistabella	124	0	79	33	6	3	0	3	124
1989	50296	Zaida (La)	60	0	30	4	7	12	5	2	60
1989	50297	Zaragoza	2310	36	1288	361	256	239	68	62	2274
1989	50298	Zuera	690	32	219	81	108	159	66	25	658
1989	50901	Biel	52	1	10	3	3	7	8	20	51
1999	22001	Abiego	74	2	10	10	9	22	9	12	72
1999	22002	Abizanda	34	1	2	1	2	7	11	10	33
1999	22003	Adahuesca	47	0	6	14	5	10	5	7	47
1999	22004	Agüero	63	1	17	13	12	12	1	7	62
1999	22006	Aísa	29	1	5	2	8	7	2	4	28
1999	22007	Albalate de Cinca	235	14	91	49	40	31	5	5	221
1999	22008	Albalatillo	27	1	16	1	1	5	1	2	26
1999	22009	Albelda	293	2	110	75	66	26	6	8	291
1999	22011	Albero Alto	25	0	4	0	1	7	7	6	25
1999	22012	Albero Bajo	50	1	2	4	13	17	10	3	49
1999	22013	Alberuela de Tubo	54	0	5	1	11	26	7	4	54
1999	22014	Alcalá de Gurrea	48	0	10	0	6	7	8	17	48
1999	22015	Alcalá del Obispo	102	1	27	11	12	25	12	14	101
1999	22016	Alcampell	261	0	81	50	59	57	9	5	261
1999	22017	Alcolea de Cinca	223	3	74	12	33	56	32	13	220
1999	22018	Alcubierre	123	3	34	8	12	21	28	17	120
1999	22019	Alerre	14	0	3	1	0	2	7	1	14
1999	22020	Alfántega	33	5	5	10	4	7	1	1	28
1999	22021	Almudévar	474	7	160	72	73	66	46	50	467
1999	22022	Almunia de San Juan	136	7	80	10	5	14	13	7	129
1999	22023	Almuniente	131	2	25	17	46	31	6	4	129
1999	22024	Alquézar	74	0	20	21	14	13	2	4	74
1999	22025	Altorricón	221	10	87	42	43	30	5	4	211
1999	22027	Angüés	100	3	23	10	10	24	13	17	97
1999	22028	Ansó	29	2	18	4	2	0	0	3	27
1999	22029	Antillón	40	0	4	3	3	12	15	3	40
1999	22032	Aragüés del Puerto	14	0	4	5	3	0	0	2	14
1999	22035	Arén	90	3	8	5	16	15	22	21	87
1999	22036	Argavieso	33	0	7	3	7	12	1	3	33
1999	22037	Arguis	21	1	0	1	4	6	2	7	20
1999	22039	Ayerbe	157	2	71	21	17	21	9	16	155
1999	22040	Azanuy-Alins	103	2	30	19	15	13	10	14	101
1999	22041	Azara	55	0	15	8	14	12	4	2	55
1999	22042	Azlor	58	0	11	13	8	18	6	2	58
1999	22043	Baells	81	2	16	13	8	21	15	6	79
1999	22044	Bailo	85	4	7	8	11	26	7	22	81
1999	22045	Baldellou	88	1	31	21	14	12	5	4	87
1999	22046	Ballobar	177	1	56	12	18	27	39	24	176
1999	22047	Banastás	4	1	1	0	0	0	0	2	3
1999	22048	Barbastro	582	7	343	89	61	47	17	18	575
1999	22049	Barbués	41	0	3	5	9	11	8	5	41
1999	22050	Barbuñales	40	1	15	0	10	11	2	1	39
1999	22051	Bárcabo	48	3	1	1	2	13	9	19	45
1999	22052	Belver de Cinca	300	3	148	71	49	20	4	5	297
1999	22053	Benabarre	315	11	89	42	36	50	49	38	304
1999	22054	Benasque	32	1	7	6	7	6	0	5	31
1999	22055	Berbegal	105	3	28	12	13	17	19	13	102
1999	22057	Bielsa	32	0	7	7	8	6	1	3	32
1999	22058	Bierge	97	1	25	22	19	10	9	11	96
1999	22059	Biescas	110	2	16	23	30	25	2	12	108
1999	22060	Binaced	369	12	138	77	70	52	8	12	357
1999	22061	Binéfar	263	3	176	41	24	15	2	2	260
1999	22062	Bisaurri	60	1	0	2	8	27	13	9	59
1999	22063	Biscarrués	64	1	14	10	7	13	7	12	63
1999	22064	Blecua y Torres	57	1	22	4	3	10	7	10	56
1999	22066	Boltaña	47	0	4	4	9	6	6	18	47
1999	22067	Bonansa	15	1	0	1	1	3	2	7	14
1999	22068	Borau	10	0	0	0	1	4	1	4	10
1999	22069	Broto	55	0	7	14	16	13	1	4	55
1999	22072	Caldearenas	54	2	2	0	6	19	14	11	52
1999	22074	Campo	18	2	4	2	0	3	1	6	16
1999	22075	Camporrells	74	2	28	18	13	9	2	2	72
1999	22076	Canal de Berdún	106	1	9	6	24	26	23	17	105
1999	22077	Candasnos	95	2	9	5	8	18	25	28	93
1999	22078	Canfranc	3	0	0	0	0	2	0	1	3
1999	22079	Capdesaso	27	0	2	0	5	13	5	2	27
1999	22080	Capella	84	0	14	4	19	28	11	8	84
1999	22081	Casbas de Huesca	112	0	23	7	9	35	19	19	112
1999	22082	Castejón del Puente	64	1	17	5	12	18	6	5	63
1999	22083	Castejón de Monegros	148	5	34	10	20	27	29	23	143
1999	22084	Castejón de Sos	23	0	3	3	3	5	5	4	23
1999	22085	Castelflorite	60	0	6	3	9	29	12	1	60
1999	22086	Castiello de Jaca	16	1	2	5	2	3	1	2	15
1999	22087	Castigaleu	20	0	2	0	1	1	4	12	20
1999	22088	Castillazuelo	76	0	37	15	10	6	4	4	76
1999	22089	Castillonroy	94	3	25	13	12	25	8	8	91
1999	22090	Colungo	59	0	4	6	16	18	8	7	59
1999	22094	Chalamera	42	3	14	6	5	11	2	1	39
1999	22095	Chía	15	0	1	3	2	7	0	2	15
1999	22096	Chimillas	14	0	3	0	3	2	3	3	14
1999	22099	Esplús	180	4	110	26	12	13	6	9	176
1999	22102	Estada	42	0	11	9	16	2	0	4	42
1999	22103	Estadilla	172	7	60	39	29	24	7	6	165
1999	22105	Estopiñán del Castillo	96	0	9	16	21	29	13	8	96
1999	22106	Fago	5	0	3	1	1	0	0	0	5
1999	22107	Fanlo	13	0	1	2	2	0	1	7	13
1999	22109	Fiscal	42	0	7	2	4	7	9	13	42
1999	22110	Fonz	237	13	98	42	40	28	5	11	224
1999	22111	Foradada del Toscar	56	0	4	3	15	9	6	19	56
1999	22112	Fraga	1186	5	622	197	135	99	73	55	1181
1999	22113	Fueva (La)	159	5	11	9	23	42	36	33	154
1999	22114	Gistaín	54	1	17	18	16	0	0	2	53
1999	22115	Grado (El)	154	0	45	25	27	36	12	9	154
1999	22116	Grañén	282	9	77	16	60	65	25	30	273
1999	22117	Graus	333	9	47	32	54	86	51	54	324
1999	22119	Gurrea de Gállego	306	10	71	27	40	58	48	52	296
1999	22122	Hoz de Jaca	11	0	1	6	0	1	1	2	11
1999	22124	Huerto	108	1	18	2	18	24	27	18	107
1999	22125	Huesca	379	10	159	32	45	48	41	44	369
1999	22126	Ibieca	22	0	4	3	4	5	3	3	22
1999	22127	Igriés	43	0	17	2	3	5	10	6	43
1999	22128	Ilche	102	2	6	14	11	35	21	13	100
1999	22129	Isábena	89	3	15	1	6	14	19	31	86
1999	22130	Jaca	274	8	45	12	25	67	61	56	266
1999	22131	Jasa	12	0	4	5	2	0	0	1	12
1999	22133	Labuerda	12	0	0	1	2	3	2	4	12
1999	22135	Laluenga	75	1	11	4	9	28	16	6	74
1999	22136	Lalueza	232	2	35	27	57	67	31	13	230
1999	22137	Lanaja	313	1	129	13	55	53	33	29	312
1999	22139	Laperdiguera	22	0	5	2	2	7	5	1	22
1999	22141	Lascellas-Ponzano	68	0	21	6	11	18	5	7	68
1999	22142	Lascuarre	34	0	5	5	4	7	7	6	34
1999	22143	Laspaúles	60	4	6	3	7	17	10	13	56
1999	22144	Laspuña	31	1	6	8	5	7	2	2	30
1999	22149	Loarre	120	0	36	16	19	24	13	12	120
1999	22150	Loporzano	197	4	65	21	24	31	17	35	193
1999	22151	Loscorrales	44	1	4	7	7	8	8	9	43
1999	22155	Monesma y Cajigar	40	2	1	0	1	9	11	16	38
1999	22156	Monflorite-Lascasas	52	2	12	3	10	9	6	10	50
1999	22157	Montanuy	94	3	2	5	11	27	19	27	91
1999	22158	Monzón	715	31	359	91	82	88	37	27	684
1999	22160	Naval	47	0	5	10	8	14	4	6	47
1999	22162	Novales	37	0	11	2	8	6	4	6	37
1999	22163	Nueno	85	0	36	7	6	9	9	18	85
1999	22164	Olvena	25	0	3	5	7	5	2	3	25
1999	22165	Ontiñena	152	3	48	9	9	22	27	34	149
1999	22167	Osso de Cinca	169	2	48	42	43	28	3	3	167
1999	22168	Palo	14	0	1	0	2	6	2	3	14
1999	22170	Panticosa	29	1	10	5	6	1	3	3	28
1999	22172	Peñalba	131	5	9	10	15	34	21	37	126
1999	22173	Peñas de Riglos (Las)	71	2	11	6	8	10	11	23	69
1999	22174	Peralta de Alcofea	182	6	48	5	20	46	31	26	176
1999	22175	Peralta de Calasanz	162	1	33	23	25	37	22	21	161
1999	22176	Peraltilla	57	1	14	8	9	19	4	2	56
1999	22177	Perarrúa	33	1	6	2	3	10	5	6	32
1999	22178	Pertusa	42	0	11	3	3	6	11	8	42
1999	22181	Piracés	49	3	7	7	7	11	7	7	46
1999	22182	Plan	71	0	37	21	6	4	0	3	71
1999	22184	Poleñino	79	3	20	5	11	23	11	6	76
1999	22186	Pozán de Vero	84	0	35	16	15	13	2	3	84
1999	22187	Puebla de Castro (La)	61	1	15	14	13	12	1	5	60
1999	22188	Puente de Montañana	16	0	1	0	4	3	2	6	16
1999	22189	Puértolas	38	2	4	2	2	11	9	8	36
1999	22190	Pueyo de Araguás (El)	34	0	0	0	5	10	14	5	34
1999	22193	Pueyo de Santa Cruz	48	0	21	10	6	7	4	0	48
1999	22195	Quicena	12	0	3	2	0	2	3	2	12
1999	22197	Robres	170	2	51	11	28	43	29	6	168
1999	22199	Sabiñánigo	207	7	17	10	18	50	33	72	200
1999	22200	Sahún	41	1	5	11	11	6	1	6	40
1999	22201	Salas Altas	123	1	21	38	41	19	2	1	122
1999	22202	Salas Bajas	61	0	17	19	14	9	2	0	61
1999	22203	Salillas	34	0	11	1	2	6	5	9	34
1999	22204	Sallent de Gállego	92	8	41	30	7	0	0	6	84
1999	22205	San Esteban de Litera	289	10	123	42	45	41	16	12	279
1999	22206	Sangarrén	66	0	15	6	13	13	11	8	66
1999	22207	San Juan de Plan	41	0	7	15	13	4	0	2	41
1999	22208	Santa Cilia	27	0	1	2	4	4	11	5	27
1999	22209	Santa Cruz de la Serós	20	0	3	1	4	2	6	4	20
1999	22212	Santaliestra y San Quílez	19	0	3	2	3	4	4	3	19
1999	22213	Sariñena	440	8	103	25	84	122	54	44	432
1999	22214	Secastilla	36	0	4	5	10	10	4	3	36
1999	22215	Seira	26	0	1	3	6	9	1	6	26
1999	22217	Sena	155	5	40	14	16	38	27	15	150
1999	22218	Senés de Alcubierre	22	1	2	1	3	7	5	3	21
1999	22220	Sesa	63	0	25	1	6	14	8	9	63
1999	22221	Sesué	14	0	0	3	6	3	2	0	14
1999	22222	Siétamo	98	1	33	13	9	15	9	18	97
1999	22223	Sopeira	26	3	1	2	4	4	6	6	23
1999	22225	Tamarite de Litera	535	18	217	108	85	71	20	16	517
1999	22226	Tardienta	145	2	75	4	13	18	12	21	143
1999	22227	Tella-Sin	18	0	3	2	3	6	0	4	18
1999	22228	Tierz	26	1	10	0	5	5	5	0	25
1999	22229	Tolva	72	2	8	8	13	13	15	13	70
1999	22230	Torla-Ordesa	44	0	3	15	14	6	1	5	44
1999	22232	Torralba de Aragón	44	2	5	3	3	13	8	10	42
1999	22233	Torre la Ribera	58	1	10	8	7	13	9	10	57
1999	22234	Torrente de Cinca	133	0	77	13	11	14	8	10	133
1999	22235	Torres de Alcanadre	39	0	16	0	0	9	7	7	39
1999	22236	Torres de Barbués	57	2	14	9	13	11	6	2	55
1999	22239	Tramaced	35	0	6	3	7	8	7	4	35
1999	22242	Valfarta	43	1	7	2	1	16	9	7	42
1999	22243	Valle de Bardají	18	0	0	3	1	3	6	5	18
1999	22244	Valle de Lierp	17	0	0	0	1	6	7	3	17
1999	22245	Velilla de Cinca	81	0	61	13	4	0	0	3	81
1999	22246	Beranuy	65	1	8	8	15	15	8	10	64
1999	22247	Viacamp y Litera	32	0	0	0	0	6	11	15	32
1999	22248	Vicién	12	0	3	0	1	3	0	5	12
1999	22249	Villanova	11	1	2	2	1	3	1	1	10
1999	22250	Villanúa	11	0	2	1	3	2	2	1	11
1999	22251	Villanueva de Sigena	125	5	22	6	12	39	21	20	120
