Año	Código del municipio	Nombre del municipio	Número total de explotaciones	Explotaciones sin tierras	Explotaciones con superficie >= 0,1 y <5 hectáreas	Explotaciones con superficie >=5 y <10 hectáreas	Explotaciones con superficie >=10 y <20 hectáreas	Explotaciones con superficie >= 20 y <50 hectáreas	Explotaciones con superficie >= 50 y <100 hectáreas	Explotaciones con superficie >= 100 hectáreas	Explotaciones con tierras
1999	22252	Yebra de Basa	25	0	1	0	2	6	4	12	25
1999	22253	Yésero	9	1	0	1	1	4	0	2	8
1999	22254	Zaidín	377	4	96	87	94	68	19	9	373
1999	22901	Valle de Hecho	93	0	29	19	24	18	2	1	93
1999	22902	Puente la Reina de Jaca	52	0	4	4	5	16	11	12	52
1999	22903	San Miguel del Cinca	217	5	32	13	28	77	44	18	212
1999	22904	Sotonera (La)	354	1	147	59	56	44	20	27	353
1999	22905	Lupiñén-Ortilla	79	1	14	5	5	14	17	23	78
1999	22906	Santa María de Dulcis	83	1	19	13	23	23	2	2	82
1999	22907	Aínsa-Sobrarbe	150	0	11	14	18	38	35	34	150
1999	22908	Hoz y Costeán	131	4	24	23	18	37	15	10	127
1999	22909	Vencillón	111	5	22	37	38	9	0	0	106
1999	44001	Ababuj	27	2	0	2	0	5	8	10	25
1999	44002	Abejuela	15	1	3	1	4	4	0	2	14
1999	44003	Aguatón	10	0	1	2	0	1	2	4	10
1999	44004	Aguaviva	95	5	58	8	6	9	5	4	90
1999	44005	Aguilar del Alfambra	25	2	0	3	4	5	1	10	23
1999	44006	Alacón	121	6	71	11	6	15	2	10	115
1999	44007	Alba	72	1	12	8	9	22	12	8	71
1999	44008	Albalate del Arzobispo	536	7	384	49	21	22	23	30	529
1999	44009	Albarracín	85	5	9	7	9	10	7	38	80
1999	44010	Albentosa	53	1	8	15	7	8	8	6	52
1999	44011	Alcaine	12	4	2	0	1	0	1	4	8
1999	44012	Alcalá de la Selva	49	6	6	4	4	3	13	13	43
1999	44013	Alcañiz	928	11	449	132	87	115	46	88	917
1999	44014	Alcorisa	525	5	348	83	37	25	12	15	520
1999	44016	Alfambra	161	12	31	13	15	43	25	22	149
1999	44017	Aliaga	80	3	6	4	13	13	10	31	77
1999	44018	Almohaja	6	0	0	1	0	0	1	4	6
1999	44019	Alobras	16	0	2	4	3	3	1	3	16
1999	44020	Alpeñés	14	0	0	1	0	5	5	3	14
1999	44021	Allepuz	53	3	3	7	5	7	10	18	50
1999	44022	Alloza	303	1	186	56	32	14	5	9	302
1999	44023	Allueva	3	0	0	0	0	0	2	1	3
1999	44024	Anadón	6	0	0	0	0	0	3	3	6
1999	44025	Andorra	502	5	329	49	26	39	30	24	497
1999	44026	Arcos de las Salinas	21	1	9	3	2	2	2	2	20
1999	44027	Arens de Lledó	81	3	12	6	17	28	10	5	78
1999	44028	Argente	80	0	2	5	13	25	23	12	80
1999	44029	Ariño	94	2	79	5	1	0	3	4	92
1999	44031	Azaila	61	1	22	0	3	3	5	27	60
1999	44032	Bádenas	9	0	3	0	0	2	1	3	9
1999	44033	Báguena	195	4	111	42	20	12	3	3	191
1999	44034	Bañón	42	0	4	2	0	6	9	21	42
1999	44035	Barrachina	28	1	5	1	5	10	2	4	27
1999	44036	Bea	9	0	0	0	1	2	2	4	9
1999	44037	Beceite	105	2	16	12	16	33	20	6	103
1999	44038	Belmonte de San José	96	0	33	14	24	20	2	3	96
1999	44039	Bello	116	2	11	8	21	44	21	9	114
1999	44040	Berge	84	0	42	13	11	10	6	2	84
1999	44041	Bezas	9	2	4	2	0	0	0	1	7
1999	44042	Blancas	48	0	3	1	2	8	17	17	48
1999	44043	Blesa	56	2	26	1	0	3	7	17	54
1999	44044	Bordón	26	0	8	1	3	5	4	5	26
1999	44045	Bronchales	24	4	2	2	4	4	3	5	20
1999	44046	Bueña	39	0	2	2	5	15	10	5	39
1999	44047	Burbáguena	137	4	51	30	23	18	5	6	133
1999	44048	Cabra de Mora	20	1	5	1	2	1	3	7	19
1999	44049	Calaceite	304	2	56	47	72	91	29	7	302
1999	44050	Calamocha	434	16	106	49	59	95	57	52	418
1999	44051	Calanda	477	8	300	57	41	35	27	9	469
1999	44052	Calomarde	11	0	2	2	0	2	3	2	11
1999	44053	Camañas	46	3	1	1	2	14	9	16	43
1999	44054	Camarena de la Sierra	12	0	1	1	5	2	1	2	12
1999	44055	Camarillas	32	2	2	0	3	6	10	9	30
1999	44056	Caminreal	173	5	51	30	32	45	7	3	168
1999	44059	Cantavieja	125	8	40	10	5	15	14	33	117
1999	44060	Cañada de Benatanduz	24	0	0	3	5	5	1	10	24
1999	44061	Cañada de Verich (La)	20	1	4	0	3	7	4	1	19
1999	44062	Cañada Vellida	31	5	1	1	2	13	7	2	26
1999	44063	Cañizar del Olivar	17	0	10	1	2	0	1	3	17
1999	44064	Cascante del Río	25	0	8	1	4	7	1	4	25
1999	44065	Castejón de Tornos	39	0	8	6	2	8	7	8	39
1999	44066	Castel de Cabra	33	5	7	5	4	7	1	4	28
1999	44067	Castelnou	28	0	9	0	1	3	8	7	28
1999	44068	Castelserás	119	1	64	25	17	7	0	5	118
1999	44070	Castellar (El)	24	3	2	2	1	4	7	5	21
1999	44071	Castellote	260	2	111	50	31	26	14	26	258
1999	44074	Cedrillas	95	8	7	26	12	17	3	22	87
1999	44075	Celadas	117	5	1	0	16	42	38	15	112
1999	44076	Cella	379	5	113	58	86	83	24	10	374
1999	44077	Cerollera (La)	59	1	8	17	22	7	2	2	58
1999	44080	Codoñera (La)	67	0	23	6	19	16	2	1	67
1999	44082	Corbalán	27	0	0	2	4	6	3	12	27
1999	44084	Cortes de Aragón	20	0	8	2	0	5	1	4	20
1999	44085	Cosa	30	1	0	0	0	3	14	12	29
1999	44086	Cretas	203	5	58	40	47	37	11	5	198
1999	44087	Crivillén	33	0	15	7	1	1	2	7	33
1999	44088	Cuba (La)	20	3	6	3	4	3	0	1	17
1999	44089	Cubla	20	1	7	0	1	5	1	5	19
1999	44090	Cucalón	22	2	5	1	2	1	2	9	20
1999	44092	Cuervo (El)	20	0	10	3	3	2	0	2	20
1999	44093	Cuevas de Almudén	31	1	2	0	6	10	7	5	30
1999	44094	Cuevas Labradas	36	0	4	3	7	14	4	4	36
1999	44096	Ejulve	40	1	5	2	5	9	12	6	39
1999	44097	Escorihuela	69	3	4	7	11	34	3	7	66
1999	44099	Escucha	36	7	3	3	5	14	3	1	29
1999	44100	Estercuel	55	1	36	9	4	1	1	3	54
1999	44101	Ferreruela de Huerva	40	1	2	5	9	10	4	9	39
1999	44102	Fonfría	12	0	0	0	0	1	3	8	12
1999	44103	Formiche Alto	37	3	5	6	2	9	4	8	34
1999	44105	Fórnoles	80	0	12	18	20	22	7	1	80
1999	44106	Fortanete	72	2	9	5	10	8	3	35	70
1999	44107	Foz-Calanda	96	3	54	18	11	6	0	4	93
1999	44108	Fresneda (La)	167	5	49	39	42	23	7	2	162
1999	44109	Frías de Albarracín	21	7	1	2	5	2	1	3	14
1999	44110	Fuenferrada	20	1	0	1	3	4	5	6	19
1999	44111	Fuentes Calientes	40	6	0	1	5	13	12	3	34
1999	44112	Fuentes Claras	168	12	53	22	28	32	13	8	156
1999	44113	Fuentes de Rubielos	14	0	3	0	1	3	3	4	14
1999	44114	Fuentespalda	89	0	14	10	19	28	14	4	89
1999	44115	Galve	40	4	1	1	6	12	11	5	36
1999	44116	Gargallo	20	0	5	2	5	5	1	2	20
1999	44117	Gea de Albarracín	47	2	23	3	4	9	1	5	45
1999	44118	Ginebrosa (La)	94	2	31	15	15	17	9	5	92
1999	44119	Griegos	22	5	3	5	2	2	3	2	17
1999	44120	Guadalaviar	41	13	11	6	7	1	0	3	28
1999	44121	Gúdar	21	5	1	3	2	1	4	5	16
1999	44122	Híjar	254	8	148	11	5	17	20	45	246
1999	44123	Hinojosa de Jarque	53	4	1	7	14	18	4	5	49
1999	44124	Hoz de la Vieja (La)	30	2	6	1	4	8	1	8	28
1999	44125	Huesa del Común	29	1	3	2	1	6	7	9	28
1999	44126	Iglesuela del Cid (La)	31	0	11	2	2	6	5	5	31
1999	44127	Jabaloyas	15	2	3	4	3	2	0	1	13
1999	44128	Jarque de la Val	34	2	2	1	5	13	7	4	32
1999	44129	Jatiel	11	0	4	2	0	1	3	1	11
1999	44130	Jorcas	15	1	1	0	1	2	7	3	14
1999	44131	Josa	8	2	0	1	0	2	1	2	6
1999	44132	Lagueruela	26	1	2	0	3	3	7	10	25
1999	44133	Lanzuela	19	2	1	0	5	6	1	4	17
1999	44135	Libros	72	0	18	20	27	4	0	3	72
1999	44136	Lidón	32	0	1	0	3	17	5	6	32
1999	44137	Linares de Mora	54	1	1	6	6	10	9	21	53
1999	44138	Loscos	56	3	15	5	1	4	15	13	53
1999	44141	Lledó	55	1	12	9	12	15	5	1	54
1999	44142	Maicas	6	1	0	1	0	0	0	4	5
1999	44143	Manzanera	83	3	23	18	14	14	2	9	80
1999	44144	Martín del Río	49	7	13	5	7	10	2	5	42
1999	44145	Mas de las Matas	156	7	101	18	10	7	8	5	149
1999	44146	Mata de los Olmos (La)	39	1	14	3	4	7	4	6	38
1999	44147	Mazaleón	179	5	29	31	49	57	6	2	174
1999	44148	Mezquita de Jarque	29	1	0	0	3	11	9	5	28
1999	44149	Mirambel	39	6	2	2	3	7	4	15	33
1999	44150	Miravete de la Sierra	20	1	5	0	0	3	1	10	19
1999	44151	Molinos	101	0	43	28	15	6	3	6	101
1999	44152	Monforte de Moyuela	37	0	7	3	2	6	7	12	37
1999	44153	Monreal del Campo	234	8	26	22	61	80	24	13	226
1999	44154	Monroyo	146	2	13	17	31	54	20	9	144
1999	44155	Montalbán	28	4	8	0	1	1	4	10	24
1999	44156	Monteagudo del Castillo	28	1	4	0	5	7	5	6	27
1999	44157	Monterde de Albarracín	16	1	2	1	1	5	5	1	15
1999	44158	Mora de Rubielos	139	5	71	11	8	16	14	14	134
1999	44159	Moscardón	12	3	3	1	1	2	1	1	9
1999	44160	Mosqueruela	119	9	19	14	12	21	11	33	110
1999	44161	Muniesa	179	3	57	25	15	34	21	24	176
1999	44163	Noguera de Albarracín	21	1	9	4	4	1	0	2	20
1999	44164	Nogueras	15	0	4	2	1	0	0	8	15
1999	44165	Nogueruelas	32	5	15	4	1	2	3	2	27
1999	44167	Obón	25	1	9	4	4	1	1	5	24
1999	44168	Odón	85	4	5	2	10	27	19	18	81
1999	44169	Ojos Negros	71	7	1	6	7	19	9	22	64
1999	44171	Olba	11	0	4	4	0	1	0	2	11
1999	44172	Oliete	166	0	131	14	2	3	4	12	166
1999	44173	Olmos (Los)	62	0	21	7	12	11	6	5	62
1999	44174	Orihuela del Tremedal	25	8	1	2	2	4	1	7	17
1999	44175	Orrios	56	2	8	8	9	20	7	2	54
1999	44176	Palomar de Arroyos	23	6	1	0	4	7	3	2	17
1999	44177	Pancrudo	55	2	5	4	9	7	11	17	53
1999	44178	Parras de Castellote (Las)	41	0	13	9	7	5	3	4	41
1999	44179	Peñarroya de Tastavins	159	11	22	28	22	33	26	17	148
1999	44180	Peracense	19	1	1	1	4	7	3	2	18
1999	44181	Peralejos	19	0	1	1	5	3	4	5	19
1999	44182	Perales del Alfambra	70	2	4	4	5	15	16	24	68
1999	44183	Pitarque	27	0	3	2	4	8	1	9	27
1999	44184	Plou	11	0	5	0	1	0	2	3	11
1999	44185	Pobo (El)	48	4	3	6	5	13	10	7	44
1999	44187	Portellada (La)	108	2	24	18	23	34	6	1	106
1999	44189	Pozondón	19	0	1	0	3	8	4	3	19
1999	44190	Pozuel del Campo	25	0	3	1	2	2	7	10	25
1999	44191	Puebla de Híjar (La)	171	12	92	23	13	10	12	9	159
1999	44192	Puebla de Valverde (La)	112	5	32	12	12	11	10	30	107
1999	44193	Puertomingalvo	39	0	5	4	4	9	10	7	39
1999	44194	Ráfales	84	1	7	11	21	32	9	3	83
1999	44195	Rillo	32	3	3	1	2	9	7	7	29
1999	44196	Riodeva	44	0	7	19	9	7	0	2	44
1999	44197	Ródenas	17	0	2	0	0	2	4	9	17
1999	44198	Royuela	26	3	4	6	5	6	0	2	23
1999	44199	Rubiales	4	0	0	0	0	1	0	3	4
1999	44200	Rubielos de la Cérida	12	0	0	0	2	0	4	6	12
1999	44201	Rubielos de Mora	63	2	34	2	1	6	7	11	61
1999	44203	Salcedillo	2	0	0	1	0	0	0	1	2
1999	44204	Saldón	7	1	0	0	3	0	1	2	6
1999	44205	Samper de Calanda	196	5	109	9	8	12	16	37	191
1999	44206	San Agustín	50	3	13	8	10	10	2	4	47
1999	44207	San Martín del Río	141	1	75	32	23	6	1	3	140
1999	44208	Santa Cruz de Nogueras	8	0	1	0	1	0	2	4	8
1999	44209	Santa Eulalia	144	2	19	21	29	38	26	9	142
1999	44210	Sarrión	184	1	79	27	16	30	19	12	183
1999	44211	Segura de los Baños	21	1	2	2	1	4	6	5	20
1999	44212	Seno	21	0	8	4	2	3	2	2	21
1999	44213	Singra	40	1	10	2	0	9	8	10	39
1999	44215	Terriente	33	1	3	3	13	6	2	5	32
1999	44216	Teruel	395	17	107	21	52	79	55	64	378
1999	44217	Toril y Masegoso	12	0	0	0	4	4	3	1	12
1999	44218	Tormón	4	0	3	0	0	0	0	1	4
1999	44219	Tornos	107	2	21	12	16	31	15	10	105
1999	44220	Torralba de los Sisones	75	2	13	4	9	31	11	5	73
1999	44221	Torrecilla de Alcañiz	89	3	48	6	13	10	6	3	86
1999	44222	Torrecilla del Rebollar	46	1	2	1	1	13	12	16	45
1999	44223	Torre de Arcas	38	0	2	1	10	11	6	8	38
1999	44224	Torre de las Arcas	14	3	0	1	1	5	2	2	11
1999	44225	Torre del Compte	55	0	13	13	11	9	6	3	55
1999	44226	Torrelacárcel	68	1	9	6	18	14	13	7	67
1999	44227	Torre los Negros	24	0	5	0	0	1	5	13	24
1999	44228	Torremocha de Jiloca	37	1	2	2	5	9	13	5	36
1999	44229	Torres de Albarracín	25	0	11	3	5	2	2	2	25
1999	44230	Torrevelilla	74	1	20	17	14	10	7	5	73
1999	44231	Torrijas	11	1	1	1	0	3	2	3	10
1999	44232	Torrijo del Campo	140	5	45	14	21	38	14	3	135
1999	44234	Tramacastiel	36	0	17	12	4	0	1	2	36
1999	44235	Tramacastilla	18	1	2	3	3	2	3	4	17
1999	44236	Tronchón	27	1	0	2	1	2	8	13	26
1999	44237	Urrea de Gaén	137	11	84	7	3	11	11	10	126
1999	44238	Utrillas	19	2	2	2	1	0	5	7	17
1999	44239	Valacloche	9	0	2	5	1	0	0	1	9
1999	44240	Valbona	37	1	21	4	4	1	2	4	36
1999	44241	Valdealgorfa	185	0	62	38	34	41	7	3	185
1999	44243	Valdecuenca	2	0	0	0	0	0	0	2	2
1999	44244	Valdelinares	20	0	1	2	1	2	5	9	20
1999	44245	Valdeltormo	54	2	12	4	9	17	9	1	52
1999	44246	Valderrobres	414	11	138	61	85	78	26	15	403
1999	44247	Valjunquera	116	1	29	17	26	31	11	1	115
1999	44249	Vallecillo (El)	3	1	1	0	0	0	0	1	2
1999	44250	Veguillas de la Sierra	8	0	0	0	2	4	1	1	8
1999	44251	Villafranca del Campo	77	2	9	4	11	16	21	14	75
1999	44252	Villahermosa del Campo	37	1	2	0	5	13	13	3	36
1999	44256	Villanueva del Rebollar de la Sierra	16	0	0	0	0	3	7	6	16
1999	44257	Villar del Cobo	33	3	8	5	7	5	1	4	30
1999	44258	Villar del Salz	15	0	1	0	0	3	6	5	15
1999	44260	Villarluengo	55	2	2	2	4	7	5	33	53
1999	44261	Villarquemado	178	9	41	24	37	52	12	3	169
1999	44262	Villarroya de los Pinares	37	4	5	4	4	4	6	10	33
1999	44263	Villastar	55	2	19	12	11	4	3	4	53
1999	44264	Villel	47	0	12	10	7	7	4	7	47
1999	44265	Vinaceite	81	3	34	3	1	5	15	20	78
1999	44266	Visiedo	61	3	4	5	9	9	14	17	58
1999	44267	Vivel del Río Martín	20	0	0	0	1	9	4	6	20
1999	44268	Zoma (La)	7	1	1	0	3	1	0	1	6
1999	50001	Abanto	31	3	3	1	2	4	11	7	28
1999	50002	Acered	108	2	38	20	25	15	6	2	106
1999	50003	Agón	61	1	32	8	8	5	2	5	60
1999	50004	Aguarón	328	2	172	89	36	23	4	2	326
1999	50005	Aguilón	85	2	29	8	5	15	10	16	83
1999	50006	Ainzón	299	2	181	55	24	22	11	4	297
1999	50007	Aladrén	41	1	26	5	6	0	1	2	40
1999	50008	Alagón	379	5	284	44	32	10	1	3	374
1999	50009	Alarba	68	0	30	14	8	13	2	1	68
1999	50010	Alberite de San Juan	29	0	11	4	5	5	2	2	29
1999	50011	Albeta	8	0	5	1	1	0	1	0	8
1999	50012	Alborge	14	5	5	3	0	0	0	1	9
1999	50013	Alcalá de Ebro	76	0	64	5	5	1	1	0	76
1999	50014	Alcalá de Moncayo	60	0	18	12	13	12	3	2	60
1999	50015	Alconchel de Ariza	33	2	2	0	0	0	11	18	31
1999	50016	Aldehuela de Liestos	24	0	4	4	2	5	6	3	24
1999	50017	Alfajarín	193	3	91	24	13	19	18	25	190
1999	50018	Alfamén	394	2	148	94	71	44	19	16	392
1999	50019	Alforque	13	2	1	0	0	4	3	3	11
1999	50020	Alhama de Aragón	68	0	43	9	7	3	1	5	68
1999	50021	Almochuel	17	0	1	1	1	2	1	11	17
1999	50022	Almolda (La)	220	11	71	16	26	22	40	34	209
1999	50023	Almonacid de la Cuba	107	1	41	6	12	24	14	9	106
1999	50024	Almonacid de la Sierra	374	1	198	81	55	29	4	6	373
1999	50025	Almunia de Doña Godina (La)	712	10	545	82	52	19	0	4	702
1999	50026	Alpartir	258	2	160	71	17	5	0	3	256
1999	50027	Ambel	207	3	142	26	15	6	3	12	204
1999	50028	Anento	46	1	22	6	1	7	4	5	45
1999	50029	Aniñón	354	5	154	86	89	16	1	3	349
1999	50030	Añón de Moncayo	55	3	20	20	8	1	0	3	52
1999	50031	Aranda de Moncayo	108	8	53	21	9	4	4	9	100
1999	50032	Arándiga	169	2	113	35	9	2	2	6	167
1999	50033	Ardisa	22	1	4	4	2	2	3	6	21
1999	50034	Ariza	121	4	58	5	7	13	12	22	117
1999	50035	Artieda	18	1	4	2	3	1	2	5	17
1999	50036	Asín	26	2	20	0	0	0	2	2	24
1999	50037	Atea	138	3	81	15	18	12	5	4	135
1999	50038	Ateca	246	1	134	72	20	11	4	4	245
1999	50039	Azuara	168	1	71	7	9	26	13	41	167
1999	50040	Badules	40	0	5	4	7	15	4	5	40
1999	50041	Bagüés	8	0	0	0	2	0	2	4	8
1999	50042	Balconchán	30	0	10	5	4	6	2	3	30
1999	50043	Bárboles	83	0	50	8	8	8	6	3	83
1999	50044	Bardallur	88	0	47	11	14	10	0	6	88
1999	50045	Belchite	488	9	223	42	38	55	60	61	479
1999	50046	Belmonte de Gracián	95	1	43	15	19	13	0	4	94
1999	50047	Berdejo	11	0	7	0	1	0	0	3	11
1999	50048	Berrueco	20	0	3	6	1	5	3	2	20
1999	50050	Bijuesca	29	1	8	0	3	9	1	7	28
1999	50051	Biota	232	11	46	32	52	47	23	21	221
1999	50052	Bisimbre	37	2	13	6	3	7	6	0	35
1999	50053	Boquiñeni	159	0	117	16	13	10	1	2	159
1999	50054	Bordalba	20	0	1	1	0	2	2	14	20
1999	50055	Borja	609	9	390	80	65	42	15	8	600
1999	50056	Botorrita	42	1	20	2	3	10	4	2	41
1999	50057	Brea de Aragón	118	3	99	11	3	1	0	1	115
1999	50058	Bubierca	37	0	19	2	1	2	8	5	37
1999	50059	Bujaraloz	176	20	10	6	15	41	55	29	156
1999	50060	Bulbuente	148	0	106	22	11	4	3	2	148
1999	50061	Bureta	87	1	31	24	12	16	2	1	86
1999	50062	Burgo de Ebro (El)	108	7	68	8	9	11	3	2	101
1999	50063	Buste (El)	27	0	20	3	3	1	0	0	27
1999	50064	Cabañas de Ebro	95	2	63	17	9	0	1	3	93
1999	50065	Cabolafuente	19	2	6	0	1	0	1	9	17
1999	50066	Cadrete	34	2	25	2	2	1	1	1	32
1999	50067	Calatayud	491	11	358	61	30	6	8	17	480
1999	50068	Calatorao	485	3	334	55	48	31	10	4	482
1999	50069	Calcena	20	1	11	1	1	2	0	4	19
1999	50070	Calmarza	25	1	3	5	4	5	1	6	24
1999	50071	Campillo de Aragón	43	0	2	3	1	15	11	11	43
1999	50072	Carenas	42	2	26	6	5	1	0	2	40
1999	50073	Cariñena	649	4	384	116	70	46	17	12	645
1999	50074	Caspe	985	15	542	99	97	87	74	71	970
1999	50075	Castejón de Alarba	54	1	21	12	9	7	2	2	53
1999	50076	Castejón de las Armas	36	0	25	6	3	2	0	0	36
1999	50077	Castejón de Valdejasa	128	1	58	9	17	21	11	11	127
1999	50078	Castiliscar	112	1	34	27	19	16	5	10	111
1999	50079	Cervera de la Cañada	143	1	70	22	27	20	1	2	142
1999	50080	Cerveruela	8	0	0	3	2	1	0	2	8
1999	50081	Cetina	79	9	13	5	6	15	9	22	70
1999	50082	Cimballa	37	0	20	1	4	6	1	5	37
1999	50083	Cinco Olivas	15	1	9	3	1	1	0	0	14
1999	50084	Clarés de Ribota	68	0	44	5	7	6	4	2	68
1999	50085	Codo	29	0	13	1	4	7	2	2	29
1999	50086	Codos	121	1	57	26	19	13	1	4	120
1999	50087	Contamina	17	0	6	2	2	4	1	2	17
1999	50088	Cosuenda	253	0	180	33	29	8	1	2	253
1999	50089	Cuarte de Huerva	14	1	10	0	2	0	0	1	13
1999	50090	Cubel	73	0	3	7	12	20	13	18	73
1999	50091	Cuerlas (Las)	39	0	5	8	3	10	8	5	39
1999	50092	Chiprana	53	1	22	5	7	11	3	4	52
1999	50093	Chodes	71	0	54	10	1	0	2	4	71
1999	50094	Daroca	263	8	162	38	20	23	5	7	255
1999	50095	Ejea de los Caballeros	1445	43	330	112	390	341	131	98	1402
1999	50096	Embid de Ariza	23	1	9	0	4	2	1	6	22
1999	50098	Encinacorba	168	3	83	35	35	6	1	5	165
1999	50099	Épila	615	23	297	72	66	72	56	29	592
1999	50100	Erla	47	1	21	7	8	6	0	4	46
1999	50101	Escatrón	179	0	131	14	9	9	5	11	179
1999	50102	Fabara	319	7	115	58	69	57	10	3	312
1999	50104	Farlete	106	4	3	3	5	27	43	21	102
1999	50105	Fayón	123	0	45	31	26	16	3	2	123
1999	50106	Fayos (Los)	52	0	49	2	0	0	0	1	52
1999	50107	Figueruelas	98	1	76	11	6	1	2	1	97
1999	50108	Fombuena	8	1	2	0	1	0	1	3	7
1999	50109	Frago (El)	20	0	3	3	4	4	4	2	20
1999	50110	Frasno (El)	293	1	172	60	37	18	3	2	292
1999	50111	Fréscano	50	2	12	7	8	9	6	6	48
1999	50113	Fuendejalón	332	5	121	63	58	57	20	8	327
1999	50114	Fuendetodos	42	1	2	3	4	13	12	7	41
1999	50115	Fuentes de Ebro	568	11	294	73	75	82	22	11	557
1999	50116	Fuentes de Jiloca	82	2	56	14	5	1	1	3	80
1999	50117	Gallocanta	36	1	5	1	2	10	10	7	35
1999	50118	Gallur	292	0	212	29	19	15	10	7	292
1999	50119	Gelsa	213	13	37	27	49	54	27	6	200
1999	50120	Godojos	50	1	21	11	9	4	3	1	49
1999	50121	Gotor	113	1	81	21	5	3	0	2	112
1999	50122	Grisel	48	0	32	3	4	4	4	1	48
1999	50123	Grisén	47	0	38	6	1	1	0	1	47
1999	50124	Herrera de los Navarros	164	4	36	10	15	32	31	36	160
1999	50125	Ibdes	176	0	85	41	25	15	5	5	176
1999	50126	Illueca	247	1	212	22	8	2	0	2	246
1999	50128	Isuerre	23	0	2	4	3	4	7	3	23
1999	50129	Jaraba	44	2	21	8	5	1	3	4	42
1999	50130	Jarque de Moncayo	199	4	116	46	24	6	0	3	195
1999	50131	Jaulín	39	3	3	0	3	13	12	5	36
1999	50132	Joyosa (La)	46	2	27	9	6	2	0	0	44
1999	50133	Lagata	42	0	13	3	2	5	17	2	42
1999	50134	Langa del Castillo	89	4	8	8	21	25	16	7	85
1999	50135	Layana	7	4	0	0	1	1	0	1	3
1999	50136	Lécera	202	5	84	14	13	34	27	25	197
1999	50137	Leciñena	296	4	122	11	14	51	48	46	292
1999	50138	Lechón	14	0	0	0	0	6	3	5	14
1999	50139	Letux	127	3	80	6	6	14	7	11	124
1999	50140	Litago	49	3	21	18	5	1	0	1	46
1999	50141	Lituénigo	96	0	70	17	4	2	1	2	96
1999	50142	Lobera de Onsella	40	0	3	2	8	17	7	3	40
1999	50143	Longares	257	5	98	52	34	38	22	8	252
1999	50144	Longás	23	0	2	3	6	4	4	4	23
1999	50146	Lucena de Jalón	53	0	31	11	4	4	1	2	53
1999	50147	Luceni	143	1	93	20	12	9	5	3	142
1999	50148	Luesia	77	0	27	10	2	10	6	22	77
1999	50149	Luesma	11	0	0	0	0	0	6	5	11
1999	50150	Lumpiaque	173	6	113	14	15	17	5	3	167
1999	50151	Luna	354	8	79	42	62	70	43	50	346
1999	50152	Maella	576	7	249	100	121	91	0	8	569
1999	50153	Magallón	344	3	214	42	31	30	13	11	341
1999	50154	Mainar	36	0	6	2	4	5	10	9	36
1999	50155	Malanquilla	29	0	1	3	7	6	2	10	29
1999	50156	Maleján	0	0	0	0	0	0	0	0	0
1999	50157	Malón	88	0	66	15	5	1	1	0	88
1999	50159	Maluenda	245	2	154	60	18	8	1	2	243
1999	50160	Mallén	310	4	174	42	41	41	5	3	306
1999	50161	Manchones	63	1	32	11	3	9	5	2	62
1999	50162	Mara	90	0	42	21	12	10	1	4	90
1999	50163	María de Huerva	64	4	11	5	7	9	11	17	60
1999	50164	Mediana de Aragón	96	3	33	2	8	13	23	14	93
1999	50165	Mequinenza	422	4	150	95	84	55	24	10	418
1999	50166	Mesones de Isuela	118	4	49	23	20	18	0	4	114
1999	50167	Mezalocha	98	2	46	13	13	10	9	5	96
1999	50168	Mianos	17	0	2	3	1	3	4	4	17
1999	50169	Miedes de Aragón	154	0	60	24	26	29	8	7	154
1999	50170	Monegrillo	156	5	2	10	42	37	36	24	151
1999	50171	Moneva	56	2	7	2	3	6	24	12	54
1999	50172	Monreal de Ariza	69	5	8	2	3	14	23	14	64
1999	50173	Monterde	62	2	30	7	4	7	5	7	60
1999	50174	Montón	33	0	16	7	2	3	2	3	33
1999	50175	Morata de Jalón	358	5	234	79	30	5	1	4	353
1999	50176	Morata de Jiloca	91	0	58	22	7	1	0	3	91
1999	50177	Morés	141	2	119	9	7	0	1	3	139
1999	50178	Moros	218	1	120	41	39	12	1	4	217
1999	50179	Moyuela	85	5	31	6	10	6	7	20	80
1999	50180	Mozota	17	1	5	0	2	3	4	2	16
1999	50181	Muel	212	5	122	10	12	22	18	23	207
1999	50182	Muela (La)	204	2	112	9	6	28	22	25	202
1999	50183	Munébrega	209	0	123	46	18	15	3	4	209
1999	50184	Murero	64	0	36	16	6	3	1	2	64
1999	50185	Murillo de Gállego	42	1	15	4	7	6	3	6	41
1999	50186	Navardún	38	2	9	2	6	10	4	5	36
1999	50187	Nigüella	35	1	17	3	5	3	3	3	34
1999	50188	Nombrevilla	16	0	2	1	1	4	4	4	16
1999	50189	Nonaspe	233	7	118	35	52	18	1	2	226
1999	50190	Novallas	215	3	172	22	11	7	0	0	212
1999	50191	Novillas	226	6	133	44	28	6	8	1	220
1999	50192	Nuévalos	23	2	10	3	0	2	0	6	21
1999	50193	Nuez de Ebro	40	2	21	7	5	4	1	0	38
1999	50194	Olvés	65	0	17	14	19	13	0	2	65
1999	50195	Orcajo	44	0	21	4	5	8	4	2	44
1999	50196	Orera	64	1	37	14	7	4	0	1	63
1999	50197	Orés	50	1	29	5	1	4	3	7	49
1999	50198	Oseja	26	0	17	4	2	1	0	2	26
1999	50199	Osera de Ebro	42	2	18	6	5	5	3	3	40
1999	50200	Paniza	273	0	98	68	59	39	7	2	273
