Comarca código	Comarca nombre	Año	Orden	Votos	Siglas
24	Campo de Daroca	2008	22	0	FRENTE
24	Campo de Daroca	2008	23	0	E-2000
24	Campo de Daroca	2008	24	0	PCTR
25	Jiloca	2008	1	3347	PSOE
25	Jiloca	2008	2	3681	PP
25	Jiloca	2008	3	908	PAR
25	Jiloca	2008	4	216	CHA
25	Jiloca	2008	5	80	IU
25	Jiloca	2008	6	61	UPyD
25	Jiloca	2008	7	11	LV
25	Jiloca	2008	8	6	PACMA
25	Jiloca	2008	9	10	C's
25	Jiloca	2008	10	0	Cenb
25	Jiloca	2008	11	0	PUM+J
25	Jiloca	2008	12	4	pCUA
25	Jiloca	2008	13	1	DN
25	Jiloca	2008	14	4	PSD-FIA
25	Jiloca	2008	15	6	FE de las JONS
25	Jiloca	2008	16	1	PFyV
25	Jiloca	2008	17	3	PCPE
25	Jiloca	2008	18	3	AuN
25	Jiloca	2008	19	2	FA
25	Jiloca	2008	20	0	PH
25	Jiloca	2008	21	1	AES
25	Jiloca	2008	22	0	FRENTE
25	Jiloca	2008	23	1	E-2000
25	Jiloca	2008	24	0	PCTR
26	Cuencas Mineras	2008	1	3113	PSOE
26	Cuencas Mineras	2008	2	1499	PP
26	Cuencas Mineras	2008	3	586	PAR
26	Cuencas Mineras	2008	4	192	CHA
26	Cuencas Mineras	2008	5	181	IU
26	Cuencas Mineras	2008	6	11	UPyD
26	Cuencas Mineras	2008	7	8	LV
26	Cuencas Mineras	2008	8	7	PACMA
26	Cuencas Mineras	2008	9	2	C's
26	Cuencas Mineras	2008	10	0	Cenb
26	Cuencas Mineras	2008	11	0	PUM+J
26	Cuencas Mineras	2008	12	2	pCUA
26	Cuencas Mineras	2008	13	0	DN
26	Cuencas Mineras	2008	14	2	PSD-FIA
26	Cuencas Mineras	2008	15	5	FE de las JONS
26	Cuencas Mineras	2008	16	0	PFyV
26	Cuencas Mineras	2008	17	5	PCPE
26	Cuencas Mineras	2008	18	1	AuN
26	Cuencas Mineras	2008	19	1	FA
26	Cuencas Mineras	2008	20	0	PH
26	Cuencas Mineras	2008	21	1	AES
26	Cuencas Mineras	2008	22	0	FRENTE
26	Cuencas Mineras	2008	23	1	E-2000
26	Cuencas Mineras	2008	24	0	PCTR
27	Andorra-Sierra de Arcos	2008	1	3550	PSOE
27	Andorra-Sierra de Arcos	2008	2	2116	PP
27	Andorra-Sierra de Arcos	2008	3	417	PAR
27	Andorra-Sierra de Arcos	2008	4	185	CHA
27	Andorra-Sierra de Arcos	2008	5	450	IU
27	Andorra-Sierra de Arcos	2008	6	18	UPyD
27	Andorra-Sierra de Arcos	2008	7	5	LV
27	Andorra-Sierra de Arcos	2008	8	7	PACMA
27	Andorra-Sierra de Arcos	2008	9	8	C's
27	Andorra-Sierra de Arcos	2008	10	0	Cenb
27	Andorra-Sierra de Arcos	2008	11	1	PUM+J
27	Andorra-Sierra de Arcos	2008	12	3	pCUA
27	Andorra-Sierra de Arcos	2008	13	14	DN
27	Andorra-Sierra de Arcos	2008	14	2	PSD-FIA
27	Andorra-Sierra de Arcos	2008	15	5	FE de las JONS
27	Andorra-Sierra de Arcos	2008	16	0	PFyV
27	Andorra-Sierra de Arcos	2008	17	2	PCPE
27	Andorra-Sierra de Arcos	2008	18	0	AuN
27	Andorra-Sierra de Arcos	2008	19	0	FA
27	Andorra-Sierra de Arcos	2008	20	0	PH
27	Andorra-Sierra de Arcos	2008	21	0	AES
27	Andorra-Sierra de Arcos	2008	22	0	FRENTE
27	Andorra-Sierra de Arcos	2008	23	0	E-2000
27	Andorra-Sierra de Arcos	2008	24	3	PCTR
28	Bajo Aragón	2008	1	7676	PSOE
28	Bajo Aragón	2008	2	5849	PP
28	Bajo Aragón	2008	3	2070	PAR
28	Bajo Aragón	2008	4	329	CHA
28	Bajo Aragón	2008	5	542	IU
28	Bajo Aragón	2008	6	82	UPyD
28	Bajo Aragón	2008	7	32	LV
28	Bajo Aragón	2008	8	18	PACMA
28	Bajo Aragón	2008	9	37	C's
28	Bajo Aragón	2008	10	0	Cenb
28	Bajo Aragón	2008	11	7	PUM+J
28	Bajo Aragón	2008	12	4	pCUA
28	Bajo Aragón	2008	13	8	DN
28	Bajo Aragón	2008	14	2	PSD-FIA
28	Bajo Aragón	2008	15	14	FE de las JONS
28	Bajo Aragón	2008	16	1	PFyV
28	Bajo Aragón	2008	17	9	PCPE
28	Bajo Aragón	2008	18	6	AuN
28	Bajo Aragón	2008	19	6	FA
28	Bajo Aragón	2008	20	0	PH
28	Bajo Aragón	2008	21	10	AES
28	Bajo Aragón	2008	22	0	FRENTE
28	Bajo Aragón	2008	23	1	E-2000
28	Bajo Aragón	2008	24	2	PCTR
29	Comunidad de Teruel	2008	1	11204	PSOE
29	Comunidad de Teruel	2008	2	12804	PP
29	Comunidad de Teruel	2008	3	1552	PAR
29	Comunidad de Teruel	2008	4	638	CHA
29	Comunidad de Teruel	2008	5	533	IU
29	Comunidad de Teruel	2008	6	170	UPyD
29	Comunidad de Teruel	2008	7	64	LV
29	Comunidad de Teruel	2008	8	31	PACMA
29	Comunidad de Teruel	2008	9	33	C's
29	Comunidad de Teruel	2008	10	0	Cenb
29	Comunidad de Teruel	2008	11	11	PUM+J
29	Comunidad de Teruel	2008	12	16	pCUA
29	Comunidad de Teruel	2008	13	7	DN
29	Comunidad de Teruel	2008	14	12	PSD-FIA
29	Comunidad de Teruel	2008	15	13	FE de las JONS
29	Comunidad de Teruel	2008	16	5	PFyV
29	Comunidad de Teruel	2008	17	18	PCPE
29	Comunidad de Teruel	2008	18	1	AuN
29	Comunidad de Teruel	2008	19	2	FA
29	Comunidad de Teruel	2008	20	0	PH
29	Comunidad de Teruel	2008	21	5	AES
29	Comunidad de Teruel	2008	22	0	FRENTE
29	Comunidad de Teruel	2008	23	7	E-2000
29	Comunidad de Teruel	2008	24	5	PCTR
30	Maestrazgo	2008	1	923	PSOE
30	Maestrazgo	2008	2	929	PP
30	Maestrazgo	2008	3	259	PAR
30	Maestrazgo	2008	4	45	CHA
30	Maestrazgo	2008	5	31	IU
30	Maestrazgo	2008	6	3	UPyD
30	Maestrazgo	2008	7	4	LV
30	Maestrazgo	2008	8	0	PACMA
30	Maestrazgo	2008	9	4	C's
30	Maestrazgo	2008	10	0	Cenb
30	Maestrazgo	2008	11	3	PUM+J
30	Maestrazgo	2008	12	1	pCUA
30	Maestrazgo	2008	13	0	DN
30	Maestrazgo	2008	14	1	PSD-FIA
30	Maestrazgo	2008	15	2	FE de las JONS
30	Maestrazgo	2008	16	0	PFyV
30	Maestrazgo	2008	17	2	PCPE
30	Maestrazgo	2008	18	1	AuN
30	Maestrazgo	2008	19	1	FA
30	Maestrazgo	2008	20	0	PH
30	Maestrazgo	2008	21	1	AES
30	Maestrazgo	2008	22	0	FRENTE
30	Maestrazgo	2008	23	1	E-2000
30	Maestrazgo	2008	24	0	PCTR
31	Sierra de Albarracín	2008	1	1386	PSOE
31	Sierra de Albarracín	2008	2	1328	PP
31	Sierra de Albarracín	2008	3	264	PAR
31	Sierra de Albarracín	2008	4	87	CHA
31	Sierra de Albarracín	2008	5	61	IU
31	Sierra de Albarracín	2008	6	7	UPyD
31	Sierra de Albarracín	2008	7	6	LV
31	Sierra de Albarracín	2008	8	2	PACMA
31	Sierra de Albarracín	2008	9	3	C's
31	Sierra de Albarracín	2008	10	0	Cenb
31	Sierra de Albarracín	2008	11	1	PUM+J
31	Sierra de Albarracín	2008	12	2	pCUA
31	Sierra de Albarracín	2008	13	0	DN
31	Sierra de Albarracín	2008	14	0	PSD-FIA
31	Sierra de Albarracín	2008	15	0	FE de las JONS
31	Sierra de Albarracín	2008	16	1	PFyV
31	Sierra de Albarracín	2008	17	1	PCPE
31	Sierra de Albarracín	2008	18	0	AuN
31	Sierra de Albarracín	2008	19	0	FA
31	Sierra de Albarracín	2008	20	0	PH
31	Sierra de Albarracín	2008	21	0	AES
31	Sierra de Albarracín	2008	22	0	FRENTE
31	Sierra de Albarracín	2008	23	3	E-2000
31	Sierra de Albarracín	2008	24	0	PCTR
32	Gúdar-Javalambre	2008	1	2127	PSOE
32	Gúdar-Javalambre	2008	2	2120	PP
32	Gúdar-Javalambre	2008	3	403	PAR
32	Gúdar-Javalambre	2008	4	70	CHA
32	Gúdar-Javalambre	2008	5	132	IU
32	Gúdar-Javalambre	2008	6	13	UPyD
32	Gúdar-Javalambre	2008	7	10	LV
32	Gúdar-Javalambre	2008	8	7	PACMA
32	Gúdar-Javalambre	2008	9	5	C's
32	Gúdar-Javalambre	2008	10	0	Cenb
32	Gúdar-Javalambre	2008	11	1	PUM+J
32	Gúdar-Javalambre	2008	12	3	pCUA
32	Gúdar-Javalambre	2008	13	0	DN
32	Gúdar-Javalambre	2008	14	3	PSD-FIA
32	Gúdar-Javalambre	2008	15	2	FE de las JONS
32	Gúdar-Javalambre	2008	16	2	PFyV
32	Gúdar-Javalambre	2008	17	3	PCPE
32	Gúdar-Javalambre	2008	18	0	AuN
32	Gúdar-Javalambre	2008	19	3	FA
32	Gúdar-Javalambre	2008	20	0	PH
32	Gúdar-Javalambre	2008	21	0	AES
32	Gúdar-Javalambre	2008	22	0	FRENTE
32	Gúdar-Javalambre	2008	23	2	E-2000
32	Gúdar-Javalambre	2008	24	0	PCTR
33	Matarraña / Matarranya	2008	1	2242	PSOE
33	Matarraña / Matarranya	2008	2	2088	PP
33	Matarraña / Matarranya	2008	3	704	PAR
33	Matarraña / Matarranya	2008	4	83	CHA
33	Matarraña / Matarranya	2008	5	98	IU
33	Matarraña / Matarranya	2008	6	8	UPyD
33	Matarraña / Matarranya	2008	7	7	LV
33	Matarraña / Matarranya	2008	8	2	PACMA
33	Matarraña / Matarranya	2008	9	7	C's
33	Matarraña / Matarranya	2008	10	0	Cenb
33	Matarraña / Matarranya	2008	11	2	PUM+J
33	Matarraña / Matarranya	2008	12	2	pCUA
33	Matarraña / Matarranya	2008	13	2	DN
33	Matarraña / Matarranya	2008	14	0	PSD-FIA
33	Matarraña / Matarranya	2008	15	4	FE de las JONS
33	Matarraña / Matarranya	2008	16	0	PFyV
33	Matarraña / Matarranya	2008	17	1	PCPE
33	Matarraña / Matarranya	2008	18	0	AuN
33	Matarraña / Matarranya	2008	19	2	FA
33	Matarraña / Matarranya	2008	20	0	PH
33	Matarraña / Matarranya	2008	21	2	AES
33	Matarraña / Matarranya	2008	22	0	FRENTE
33	Matarraña / Matarranya	2008	23	0	E-2000
33	Matarraña / Matarranya	2008	24	0	PCTR
