Municipio nombre	Municipio código	Año	Sistema de cultivo	Total (A+B+C+D+E+F+G)	(A) CEREALES. Total	Trigo	Cebada	Avena	Centeno	Trigo escaña o Escaña	Tranquillón o Morcajo	Arroz	Maíz	Sorgo	Mijo y Panizo	Alpiste	Otros cereales	Triticale	Trigo espelta o Espelta	Mezcla de cereales	(B) LEGUMINOSAS. Total	Judías secas	Habas secas	Lentejas	Garbanzos	Guisantes secos	Veza	Almortas	Altramuz	Alhova	Yeros	Otras leguminosas	(C) TUBÉRCULOS. Total	Patata temprana	Patata media estación	Patata tardía	Chufa	(D) CULTIVOS INDUSTRIALES. Total	Cáñamo textil	Remolacha	Lino textil	Lino oleaginoso	Cominos	Girasol	Soja	Pimiento para pimentón	Cártamo	Azafrán	Otros cultivos industriales	Colza	Lavanda y lavandín	(E) FLORES Y ORNAMENTALES. Total	(F) FORRAJES. Total	Maíz forrajero	Sorgo forrajero	Vallico	Otras gramíneas forrajeras	Alfalfa	Trébol	Esparceta	Veza forrajera	Zulla	Habas forrajeras	Nabo forrajero	Remolacha forrajera	Praderas polifitas	Calabaza forrajera	Cardo y Otras	(G) HORTALIZAS. Total	Col y Repollo	Berza	Espárragos	Apio	Lechuga	Escarola	Espinacas	Acelga	Cardo	Achicoria verde	Sandía	Melón	Calabazas y Calabacín	Pepino	Pepinillo	Berenjena	Tomates	Pimiento	Fresa y Fresón	Alcachofa	Coliflor	Ajo	Cebolla	Cebolleta	Puerros	Remolacha de mesa	Zanahoria	Rábano	Nabo y Otras	Judías verdes	Guisantes verdes	Habas verdes	Setas	Otras hortalizas	Mezcla de hortalizas	Endivias	Borraja
Bisimbre	50052	2014	Regadío	197	156	65	73	0	0			0	18	0		0	0	0			4	0	0	0	0	3	1	0		0	0	0	0		0	0		37		0			0	37			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Bisimbre	50052	2014	Secano	192	151	93	58	0	0			0	0	0		0	0	0			40	0	0	0	0	0	33	0		0	7	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	1	0		1	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Blancas	44042	2014	Regadío	1	1	0	1	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Blancas	44042	2014	Secano	2293	2025	168	1614	8	185			0	0	0		0	0	50			45	0	0	0	0	45	0	0		0	0	0	0		0	0		147		0			0	147			0	0	0	0	0	0	76			0	0	31		3	0		0	0		0		42	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Blecua y Torres	22064	2014	Regadío	4	4	0	4	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Blecua y Torres	22064	2014	Secano	2451	2278	783	1484	0	0			0	0	0		0	0	11			92	0	0	0	0	92	0	0		0	0	0	0		0	0		19		0			0	0			0	0	0	19	0	0	62			1	0	36		2	14		0	0		8		1	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Blesa	44043	2014	Regadío	7	7	3	4	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Blesa	44043	2014	Secano	1962	1618	704	901	0	0			0	0	0		0	0	13			294	0	0	0	0	65	1	0		0	228	0	0		0	0		0		0			0	0			0	0	0	0	0	0	50			0	0	1		49	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Boltaña	22066	2014	Regadío	103	27	11	4	6	0			0	3	3		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	76			12	0	21		0	1		0	1		38		3	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Boltaña	22066	2014	Secano	260	34	25	6	1	0			0	0	2		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	226			2	0	21		1	4		0	4		178		16	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Bonansa	22067	2014	Regadío	1	0	0	0	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	1			0	0	0		0	0		0	0		1		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Bonansa	22067	2014	Secano	264	0	0	0	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	264			0	0	0		0	0		0	5		238		21	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Boquiñeni	50053	2014	Regadío	744	261	158	16	0	0			0	87	0		0	0	0			5	0	0	0	0	5	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	451			75	6	362		0	5		0	1		1		1	27	0		0	0	3	0	0	0	0		0	0	0	0		0	0	1		0	0	0	0	5	0				0	0	0		0	18			0
Boquiñeni	50053	2014	Secano	234	201	140	61	0	0			0	0	0		0	0	0			23	0	0	0	0	0	23	0		0	0	0	0		0	0		1		0			0	0			0	0	1	0	0	0	9			0	0	0		0	9		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Borau	22068	2014	Regadío	11	0	0	0	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	11			0	0	0		0	0		0	0		10		1	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Borau	22068	2014	Secano	41	0	0	0	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	41			0	0	0		0	0		0	1		37		3	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Bordalba	50054	2014	Regadío	0	0	0	0	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Bordalba	50054	2014	Secano	1659	1580	790	788	2	0			0	0	0		0	0	0			35	0	0	0	4	13	18	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	44			0	0	0		44	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Bordón	44044	2014	Regadío	14	5	0	4	1	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	9			0	0	1		0	0		0	0		0		8	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Bordón	44044	2014	Secano	100	60	0	56	3	0			0	0	0		0	0	1			9	0	0	0	0	2	0	0		0	5	2	0		0	0		0		0			0	0			0	0	0	0	0	0	31			0	0	11		0	0		6	0		0		14	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Borja	50055	2014	Regadío	431	388	54	309	1	0			0	24	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	35			0	10	7		0	0		0	6		6		6	8	0		3	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	5			0
Borja	50055	2014	Secano	733	632	214	418	0	0			0	0	0		0	0	0			68	0	0	0	0	0	20	0		0	14	34	0		0	0		0		0			0	0			0	0	0	0	0	0	33			0	12	0		0	0		0	7		7		7	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Botorrita	50056	2014	Regadío	104	84	24	43	0	0			0	17	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	6			0	2	4		0	0		0	0		0		0	14	0		0	0	0	0	0	0	3		0	0	0	0		0	0	2		0	0	0	0	0	0				0	0	0		0	9			0
Botorrita	50056	2014	Secano	442	291	170	120	0	0			0	0	0		0	0	1			151	0	0	0	0	48	1	0		0	102	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Brea de Aragón	50057	2014	Regadío	7	0	0	0	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	7			0	0	7		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Brea de Aragón	50057	2014	Secano	0	0	0	0	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Bronchales	44045	2014	Regadío	0	0	0	0	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Bronchales	44045	2014	Secano	552	453	224	8	6	42			0	0	0		0	0	173			8	0	0	0	0	4	0	0		0	4	0	0		0	0		56		0			0	56			0	0	0	0	0	0	35			0	0	27		7	0		0	0		0		1	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Broto	22069	2014	Regadío	4	0	0	0	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	4			0	0	0		0	0		0	0		4		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Broto	22069	2014	Secano	22	0	0	0	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	22			0	0	0		0	0		0	0		20		2	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Bubierca	50058	2014	Regadío	8	5	0	5	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	3			0	0	3		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Bubierca	50058	2014	Secano	13	3	0	3	0	0			0	0	0		0	0	0			10	0	0	0	0	0	0	0		0	10	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Bueña	44046	2014	Regadío	0	0	0	0	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Bueña	44046	2014	Secano	903	698	74	451	16	16			0	0	0		0	0	141			7	0	0	0	0	5	2	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	198			0	0	82		80	1		0	0		0		35	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Bujaraloz	50059	2014	Regadío	1915	1362	7	59	0	0			0	1080	0		0	210	6			33	0	0	0	0	33	0	0		0	0	0	0		0	0		5		0			0	0			0	0	0	5	0	0	132			7	0	125		0	0		0	0		0		0	383	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	56	327		0	0			0
Bujaraloz	50059	2014	Secano	5391	4331	956	2928	5	19			0	3	0		0	0	420			979	0	0	0	0	1	4	0		0	974	0	0		0	0		19		0			0	0			0	0	0	19	0	0	62			0	0	62		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Bulbuente	50060	2014	Regadío	11	11	0	10	0	0			0	1	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Bulbuente	50060	2014	Secano	287	218	147	71	0	0			0	0	0		0	0	0			39	0	0	0	0	0	39	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	30			0	1	0		0	20		0	3		3		3	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Burbáguena	44047	2014	Regadío	90	83	1	22	0	0			0	60	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	1		0	1		0		0			0	0			0	0	0	0	0	0	6			0	0	4		1	0		0	0		0		1	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Burbáguena	44047	2014	Secano	620	526	3	470	2	51			0	0	0		0	0	0			21	0	0	0	0	21	0	0		0	0	0	0		0	0		47		0			0	47			0	0	0	0	0	0	26			0	2	20		2	0		0	0		0		2	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Bureta	50061	2014	Regadío	83	75	34	41	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	1			0	1	0		0	0		0	0		0		0	7	0		1	0	0	0	0	0	0		0	0	0	0		0	0	4		0	0	0	0	0	0				0	0	0		0	2			0
Bureta	50061	2014	Secano	198	175	52	123	0	0			0	0	0		0	0	0			21	0	0	0	0	2	0	0		0	19	0	0		0	0		0		0			0	0			0	0	0	0	0	0	2			0	2	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Burgo de Ebro (El)	50062	2014	Regadío	1100	497	286	127	4	0			0	80	0		0	0	0			6	0	0	0	0	6	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	587			1	24	493		0	18		0	17		17		17	10	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	4	0	0				0	0	0		0	6			0
Burgo de Ebro (El)	50062	2014	Secano	20	20	19	0	1	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Buste (El)	50063	2014	Regadío	0	0	0	0	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Buste (El)	50063	2014	Secano	118	104	77	27	0	0			0	0	0		0	0	0			14	0	0	0	0	4	4	0		0	6	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Bádenas	44032	2014	Regadío	21	20	12	2	6	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	1			0	0	1		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Bádenas	44032	2014	Secano	386	221	185	33	3	0			0	0	0		0	0	0			87	0	0	0	0	3	0	0		0	84	0	0		0	0		0		0			0	0			0	0	0	0	0	0	78			0	0	41		0	0		0	0		0		37	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Báguena	44033	2014	Regadío	67	53	0	47	0	1			0	5	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	1		0	1		0		0			0	0			0	0	0	0	0	0	13			0	1	12		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Báguena	44033	2014	Secano	458	384	18	282	0	84			0	0	0		0	0	0			42	0	0	0	0	42	0	0		0	0	0	0		0	0		2		0			0	2			0	0	0	0	0	0	30			0	1	0		27	0		0	0		0		2	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Bárboles	50043	2014	Regadío	721	299	156	10	0	0			0	133	0		0	0	0			13	0	13	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	403			4	0	399		0	0		0	0		0		0	6	0		0	0	0	0	0	0	0		0	0	0	0		0	6	0		0	0	0	0	0	0				0	0	0		0	0			0
Bárboles	50043	2014	Secano	151	126	106	16	4	0			0	0	0		0	0	0			23	0	0	0	0	1	20	0		0	2	0	0		0	0		0		0			0	0			0	0	0	0	0	0	2			0	0	0		0	2		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Bárcabo	22051	2014	Regadío	2	0	0	0	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	2			0	0	1		0	0		0	0		1		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Bárcabo	22051	2014	Secano	523	264	106	88	13	0			0	0	3		0	0	54			1	0	0	0	0	0	0	0		0	0	1	0		0	0		3		0			0	3			0	0	0	0	0	0	255			0	0	123		50	10		0	1		65		6	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Cabañas de Ebro	50064	2014	Regadío	534	294	126	3	0	0			0	165	0		0	0	0			19	0	13	0	0	1	5	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	209			6	11	192		0	0		0	0		0		0	12	0		0	0	0	0	0	0	0		0	0	0	0		0	11	0		0	0	0	0	0	0				0	0	0		0	1			0
Cabañas de Ebro	50064	2014	Secano	0	0	0	0	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Cabolafuente	50065	2014	Regadío	0	0	0	0	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Cabolafuente	50065	2014	Secano	1180	1180	167	1013	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Cabra de Mora	44048	2014	Regadío	14	11	10	1	0	0			0	0	0		0	0	0			1	0	0	0	0	0	0	0		0	0	1	0		0	0		0		0			0	0			0	0	0	0	0	0	2			0	0	0		0	0		0	0		0		2	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Cabra de Mora	44048	2014	Secano	89	61	16	31	14	0			0	0	0		0	0	0			14	0	0	0	0	0	2	0		0	0	12	0		0	0		0		0			0	0			0	0	0	0	0	0	14			0	0	0		3	0		0	0		0		11	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Cadrete	50066	2014	Regadío	44	18	18	0	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	26	0		0	0	0	0	0	0	13		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	13			0
Cadrete	50066	2014	Secano	28	20	7	5	0	0			0	0	0		0	0	8			8	0	0	0	0	0	2	0		0	6	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Calaceite	44049	2014	Regadío	7	7	0	1	0	0			0	0	0		0	0	6			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Calaceite	44049	2014	Secano	145	131	0	54	32	1			0	0	0		0	0	44			8	0	0	0	0	0	0	0		0	0	8	0		0	0		1		0			0	0			0	0	0	0	1	0	5			0	0	2		2	0		0	0		0		1	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Calamocha	44050	2014	Regadío	1057	1007	76	568	4	6			0	351	0		0	0	2			0	0	0	0	0	0	0	0		0	0	0	13		0	13		11		0			0	11			0	0	0	0	0	0	26			0	0	21		3	0		0	0		0		2	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Calamocha	44050	2014	Secano	7205	6331	1115	4539	51	488			0	8	0		0	0	130			72	0	0	0	0	62	0	0		0	0	10	0		0	0		369		0			0	369			0	0	0	0	0	0	433			0	0	189		193	0		0	0		0		51	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Calanda	44051	2014	Regadío	40	17	0	3	10	0			0	4	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	17			0	0	8		0	0		0	0		0		9	6	0		5	0	0	0	0	0	0		0	0	1	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Calanda	44051	2014	Secano	1321	1168	20	1017	131	0			0	0	0		0	0	0			129	0	0	0	0	0	87	0		0	35	7	0		0	0		0		0			0	0			0	0	0	0	0	0	24			0	0	0		0	0		0	0		0		24	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Calatayud	50067	2014	Regadío	370	298	41	79	0	0			0	171	0		0	0	7			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	63			0	0	35		2	2		0	8		8		8	9	0		0	0	0	0	0	0	0		0	0	1	0		0	0	0		0	0	0	0	0	0				0	0	0		0	8			0
Calatayud	50067	2014	Secano	382	340	86	217	4	32			0	1	0		0	0	0			25	0	0	0	0	18	7	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	17			0	0	0		14	0		0	1		1		1	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Calatorao	50068	2014	Regadío	793	293	44	66	0	0			0	175	6		0	0	2			4	0	0	0	0	4	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	1	479			24	5	428		0	0		7	5		5		5	16	0		0	0	0	0	0	0	0		8	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	8			0
Calatorao	50068	2014	Secano	821	689	346	242	14	0			0	0	0		0	0	87			112	0	0	0	3	13	8	0		0	88	0	0		0	0		0		0			0	0			0	0	0	0	0	0	18			0	0	0		0	0		0	6		6		6	2	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	2			0
Calcena	50069	2014	Regadío																																																																																																							
Calcena	50069	2014	Secano																																																																																																							
Caldearenas	22072	2014	Regadío	18	11	9	2	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	7			0	0	4		2	0		0	0		1		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Caldearenas	22072	2014	Secano	919	667	465	185	0	1			0	0	0		0	0	16			16	0	0	0	0	4	12	0		0	0	0	0		0	0		2		0			0	0			0	0	0	2	0	0	234			0	0	98		45	0		0	2		82		7	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Calmarza	50070	2014	Regadío	4	4	0	4	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Calmarza	50070	2014	Secano	738	697	126	570	0	0			0	0	0		0	0	1			0	0	0	0	0	0	0	0		0	0	0	0		0	0		41		0			0	41			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Calomarde	44052	2014	Regadío	1	1	0	1	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Calomarde	44052	2014	Secano	99	69	20	34	15	0			0	0	0		0	0	0			8	0	0	0	0	0	1	0		0	7	0	1		0	1		0		0			0	0			0	0	0	0	0	0	21			0	0	14		3	0		0	0		0		4	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
