Municipio codigo	Municipio nombre	Tipo de edificio	Tipo de edificio, código	Nº edificios
44235	Tramacastilla	Destinado principal o exclusivamente a viviendas	1	150
44236	Tronchón	Destinado principal o exclusivamente a viviendas	1	140
44237	Urrea de Gaén	Destinado principal o exclusivamente a viviendas	1	376
44238	Utrillas	Destinado principal o exclusivamente a viviendas	1	721
44239	Valacloche	Destinado principal o exclusivamente a viviendas	1	59
44240	Valbona	Destinado principal o exclusivamente a viviendas	1	283
44241	Valdealgorfa	Destinado principal o exclusivamente a viviendas	1	452
44243	Valdecuenca	Destinado principal o exclusivamente a viviendas	1	95
44244	Valdelinares	Destinado principal o exclusivamente a viviendas	1	178
44245	Valdeltormo	Destinado principal o exclusivamente a viviendas	1	257
44246	Valderrobres	Destinado principal o exclusivamente a viviendas	1	1018
44247	Valjunquera	Destinado principal o exclusivamente a viviendas	1	301
44249	Vallecillo (El)	Destinado principal o exclusivamente a viviendas	1	96
44250	Veguillas de la Sierra	Destinado principal o exclusivamente a viviendas	1	62
44251	Villafranca del Campo	Destinado principal o exclusivamente a viviendas	1	287
44252	Villahermosa del Campo	Destinado principal o exclusivamente a viviendas	1	98
44256	Villanueva del Rebollar de la Sierra	Destinado principal o exclusivamente a viviendas	1	93
44257	Villar del Cobo	Destinado principal o exclusivamente a viviendas	1	154
44258	Villar del Salz	Destinado principal o exclusivamente a viviendas	1	101
44260	Villarluengo	Destinado principal o exclusivamente a viviendas	1	260
44261	Villarquemado	Destinado principal o exclusivamente a viviendas	1	536
44262	Villarroya de los Pinares	Destinado principal o exclusivamente a viviendas	1	186
44263	Villastar	Destinado principal o exclusivamente a viviendas	1	292
44264	Villel	Destinado principal o exclusivamente a viviendas	1	344
44265	Vinaceite	Destinado principal o exclusivamente a viviendas	1	183
44266	Visiedo	Destinado principal o exclusivamente a viviendas	1	148
44267	Vivel del Río Martín	Destinado principal o exclusivamente a viviendas	1	220
44268	Zoma (La)	Destinado principal o exclusivamente a viviendas	1	33
50001	Abanto	Destinado principal o exclusivamente a viviendas	1	152
50002	Acered	Destinado principal o exclusivamente a viviendas	1	188
50003	Agón	Destinado principal o exclusivamente a viviendas	1	117
50004	Aguarón	Destinado principal o exclusivamente a viviendas	1	531
50005	Aguilón	Destinado principal o exclusivamente a viviendas	1	251
50006	Ainzón	Destinado principal o exclusivamente a viviendas	1	577
50007	Aladrén	Destinado principal o exclusivamente a viviendas	1	131
50008	Alagón	Destinado principal o exclusivamente a viviendas	1	1692
50009	Alarba	Destinado principal o exclusivamente a viviendas	1	194
50010	Alberite de San Juan	Destinado principal o exclusivamente a viviendas	1	70
50011	Albeta	Destinado principal o exclusivamente a viviendas	1	98
50012	Alborge	Destinado principal o exclusivamente a viviendas	1	105
50013	Alcalá de Ebro	Destinado principal o exclusivamente a viviendas	1	160
50014	Alcalá de Moncayo	Destinado principal o exclusivamente a viviendas	1	181
50015	Alconchel de Ariza	Destinado principal o exclusivamente a viviendas	1	209
50016	Aldehuela de Liestos	Destinado principal o exclusivamente a viviendas	1	86
50017	Alfajarín	Destinado principal o exclusivamente a viviendas	1	1136
50018	Alfamén	Destinado principal o exclusivamente a viviendas	1	637
50019	Alforque	Destinado principal o exclusivamente a viviendas	1	119
50020	Alhama de Aragón	Destinado principal o exclusivamente a viviendas	1	567
50021	Almochuel	Destinado principal o exclusivamente a viviendas	1	28
50022	Almolda (La)	Destinado principal o exclusivamente a viviendas	1	349
50023	Almonacid de la Cuba	Destinado principal o exclusivamente a viviendas	1	177
50024	Almonacid de la Sierra	Destinado principal o exclusivamente a viviendas	1	508
50025	Almunia de Doña Godina (La)	Destinado principal o exclusivamente a viviendas	1	1983
50026	Alpartir	Destinado principal o exclusivamente a viviendas	1	348
50027	Ambel	Destinado principal o exclusivamente a viviendas	1	279
50028	Anento	Destinado principal o exclusivamente a viviendas	1	130
50029	Aniñón	Destinado principal o exclusivamente a viviendas	1	495
50030	Añón de Moncayo	Destinado principal o exclusivamente a viviendas	1	216
50031	Aranda de Moncayo	Destinado principal o exclusivamente a viviendas	1	310
50032	Arándiga	Destinado principal o exclusivamente a viviendas	1	439
50033	Ardisa	Destinado principal o exclusivamente a viviendas	1	85
50034	Ariza	Destinado principal o exclusivamente a viviendas	1	516
50035	Artieda	Destinado principal o exclusivamente a viviendas	1	59
50036	Asín	Destinado principal o exclusivamente a viviendas	1	102
50037	Atea	Destinado principal o exclusivamente a viviendas	1	232
50038	Ateca	Destinado principal o exclusivamente a viviendas	1	800
50039	Azuara	Destinado principal o exclusivamente a viviendas	1	690
50040	Badules	Destinado principal o exclusivamente a viviendas	1	109
50041	Bagüés	Destinado principal o exclusivamente a viviendas	1	28
50042	Balconchán	Destinado principal o exclusivamente a viviendas	1	43
50043	Bárboles	Destinado principal o exclusivamente a viviendas	1	236
50044	Bardallur	Destinado principal o exclusivamente a viviendas	1	214
50045	Belchite	Destinado principal o exclusivamente a viviendas	1	1255
50046	Belmonte de Gracián	Destinado principal o exclusivamente a viviendas	1	198
50047	Berdejo	Destinado principal o exclusivamente a viviendas	1	88
50048	Berrueco	Destinado principal o exclusivamente a viviendas	1	49
50050	Bijuesca	Destinado principal o exclusivamente a viviendas	1	253
50051	Biota	Destinado principal o exclusivamente a viviendas	1	636
50052	Bisimbre	Destinado principal o exclusivamente a viviendas	1	101
50053	Boquiñeni	Destinado principal o exclusivamente a viviendas	1	423
50054	Bordalba	Destinado principal o exclusivamente a viviendas	1	159
50055	Borja	Destinado principal o exclusivamente a viviendas	1	2373
50056	Botorrita	Destinado principal o exclusivamente a viviendas	1	285
50057	Brea de Aragón	Destinado principal o exclusivamente a viviendas	1	560
50058	Bubierca	Destinado principal o exclusivamente a viviendas	1	115
50059	Bujaraloz	Destinado principal o exclusivamente a viviendas	1	393
50060	Bulbuente	Destinado principal o exclusivamente a viviendas	1	262
50061	Bureta	Destinado principal o exclusivamente a viviendas	1	162
50062	Burgo de Ebro (El)	Destinado principal o exclusivamente a viviendas	1	768
50063	Buste (El)	Destinado principal o exclusivamente a viviendas	1	112
50064	Cabañas de Ebro	Destinado principal o exclusivamente a viviendas	1	250
50065	Cabolafuente	Destinado principal o exclusivamente a viviendas	1	146
50066	Cadrete	Destinado principal o exclusivamente a viviendas	1	1166
50067	Calatayud	Destinado principal o exclusivamente a viviendas	1	2835
50068	Calatorao	Destinado principal o exclusivamente a viviendas	1	1353
50069	Calcena	Destinado principal o exclusivamente a viviendas	1	81
50070	Calmarza	Destinado principal o exclusivamente a viviendas	1	102
50071	Campillo de Aragón	Destinado principal o exclusivamente a viviendas	1	221
50072	Carenas	Destinado principal o exclusivamente a viviendas	1	430
50073	Cariñena	Destinado principal o exclusivamente a viviendas	1	873
50074	Caspe	Destinado principal o exclusivamente a viviendas	1	2857
50075	Castejón de Alarba	Destinado principal o exclusivamente a viviendas	1	82
50076	Castejón de las Armas	Destinado principal o exclusivamente a viviendas	1	140
50077	Castejón de Valdejasa	Destinado principal o exclusivamente a viviendas	1	221
50078	Castiliscar	Destinado principal o exclusivamente a viviendas	1	355
50079	Cervera de la Cañada	Destinado principal o exclusivamente a viviendas	1	234
50080	Cerveruela	Destinado principal o exclusivamente a viviendas	1	93
50081	Cetina	Destinado principal o exclusivamente a viviendas	1	585
50082	Cimballa	Destinado principal o exclusivamente a viviendas	1	165
50083	Cinco Olivas	Destinado principal o exclusivamente a viviendas	1	121
50084	Clarés de Ribota	Destinado principal o exclusivamente a viviendas	1	132
50085	Codo	Destinado principal o exclusivamente a viviendas	1	282
50086	Codos	Destinado principal o exclusivamente a viviendas	1	326
50087	Contamina	Destinado principal o exclusivamente a viviendas	1	46
50088	Cosuenda	Destinado principal o exclusivamente a viviendas	1	321
50089	Cuarte de Huerva	Destinado principal o exclusivamente a viviendas	1	1558
50090	Cubel	Destinado principal o exclusivamente a viviendas	1	181
50091	Cuerlas (Las)	Destinado principal o exclusivamente a viviendas	1	130
50092	Chiprana	Destinado principal o exclusivamente a viviendas	1	348
50093	Chodes	Destinado principal o exclusivamente a viviendas	1	108
50094	Daroca	Destinado principal o exclusivamente a viviendas	1	910
50095	Ejea de los Caballeros	Destinado principal o exclusivamente a viviendas	1	4506
50096	Embid de Ariza	Destinado principal o exclusivamente a viviendas	1	116
50098	Encinacorba	Destinado principal o exclusivamente a viviendas	1	208
50099	Épila	Destinado principal o exclusivamente a viviendas	1	2237
50100	Erla	Destinado principal o exclusivamente a viviendas	1	266
50101	Escatrón	Destinado principal o exclusivamente a viviendas	1	1044
50102	Fabara	Destinado principal o exclusivamente a viviendas	1	645
50104	Farlete	Destinado principal o exclusivamente a viviendas	1	194
50105	Fayón	Destinado principal o exclusivamente a viviendas	1	306
50106	Fayos (Los)	Destinado principal o exclusivamente a viviendas	1	240
50107	Figueruelas	Destinado principal o exclusivamente a viviendas	1	353
50108	Fombuena	Destinado principal o exclusivamente a viviendas	1	39
50109	Frago (El)	Destinado principal o exclusivamente a viviendas	1	99
50110	Frasno (El)	Destinado principal o exclusivamente a viviendas	1	485
50111	Fréscano	Destinado principal o exclusivamente a viviendas	1	144
50113	Fuendejalón	Destinado principal o exclusivamente a viviendas	1	411
50114	Fuendetodos	Destinado principal o exclusivamente a viviendas	1	127
50115	Fuentes de Ebro	Destinado principal o exclusivamente a viviendas	1	1600
50116	Fuentes de Jiloca	Destinado principal o exclusivamente a viviendas	1	264
50117	Gallocanta	Destinado principal o exclusivamente a viviendas	1	133
50118	Gallur	Destinado principal o exclusivamente a viviendas	1	1249
50119	Gelsa	Destinado principal o exclusivamente a viviendas	1	661
50120	Godojos	Destinado principal o exclusivamente a viviendas	1	70
50121	Gotor	Destinado principal o exclusivamente a viviendas	1	208
50122	Grisel	Destinado principal o exclusivamente a viviendas	1	97
50123	Grisén	Destinado principal o exclusivamente a viviendas	1	331
50124	Herrera de los Navarros	Destinado principal o exclusivamente a viviendas	1	470
50125	Ibdes	Destinado principal o exclusivamente a viviendas	1	513
50126	Illueca	Destinado principal o exclusivamente a viviendas	1	612
50128	Isuerre	Destinado principal o exclusivamente a viviendas	1	60
50129	Jaraba	Destinado principal o exclusivamente a viviendas	1	269
50130	Jarque	Destinado principal o exclusivamente a viviendas	1	364
50131	Jaulín	Destinado principal o exclusivamente a viviendas	1	173
50132	Joyosa (La)	Destinado principal o exclusivamente a viviendas	1	308
50133	Lagata	Destinado principal o exclusivamente a viviendas	1	142
50134	Langa del Castillo	Destinado principal o exclusivamente a viviendas	1	200
50135	Layana	Destinado principal o exclusivamente a viviendas	1	119
50136	Lécera	Destinado principal o exclusivamente a viviendas	1	616
50137	Leciñena	Destinado principal o exclusivamente a viviendas	1	542
50138	Lechón	Destinado principal o exclusivamente a viviendas	1	39
50139	Letux	Destinado principal o exclusivamente a viviendas	1	345
50140	Litago	Destinado principal o exclusivamente a viviendas	1	230
50141	Lituénigo	Destinado principal o exclusivamente a viviendas	1	152
50142	Lobera de Onsella	Destinado principal o exclusivamente a viviendas	1	48
50143	Longares	Destinado principal o exclusivamente a viviendas	1	400
50144	Longás	Destinado principal o exclusivamente a viviendas	1	49
50146	Lucena de Jalón	Destinado principal o exclusivamente a viviendas	1	193
50147	Luceni	Destinado principal o exclusivamente a viviendas	1	570
50148	Luesia	Destinado principal o exclusivamente a viviendas	1	268
50149	Luesma	Destinado principal o exclusivamente a viviendas	1	52
50150	Lumpiaque	Destinado principal o exclusivamente a viviendas	1	612
50151	Luna	Destinado principal o exclusivamente a viviendas	1	583
50152	Maella	Destinado principal o exclusivamente a viviendas	1	1057
50153	Magallón	Destinado principal o exclusivamente a viviendas	1	644
50154	Mainar	Destinado principal o exclusivamente a viviendas	1	132
50155	Malanquilla	Destinado principal o exclusivamente a viviendas	1	134
50156	Maleján	Destinado principal o exclusivamente a viviendas	1	182
50157	Malón	Destinado principal o exclusivamente a viviendas	1	359
50159	Maluenda	Destinado principal o exclusivamente a viviendas	1	478
50160	Mallén	Destinado principal o exclusivamente a viviendas	1	1306
50161	Manchones	Destinado principal o exclusivamente a viviendas	1	158
50162	Mara	Destinado principal o exclusivamente a viviendas	1	180
50163	María de Huerva	Destinado principal o exclusivamente a viviendas	1	1171
50164	Mediana de Aragón	Destinado principal o exclusivamente a viviendas	1	277
50165	Mequinenza	Destinado principal o exclusivamente a viviendas	1	936
50166	Mesones de Isuela	Destinado principal o exclusivamente a viviendas	1	256
50167	Mezalocha	Destinado principal o exclusivamente a viviendas	1	164
50168	Mianos	Destinado principal o exclusivamente a viviendas	1	43
50169	Miedes de Aragón	Destinado principal o exclusivamente a viviendas	1	328
50170	Monegrillo	Destinado principal o exclusivamente a viviendas	1	208
50171	Moneva	Destinado principal o exclusivamente a viviendas	1	146
50172	Monreal de Ariza	Destinado principal o exclusivamente a viviendas	1	212
50173	Monterde	Destinado principal o exclusivamente a viviendas	1	220
50174	Montón	Destinado principal o exclusivamente a viviendas	1	137
50175	Morata de Jalón	Destinado principal o exclusivamente a viviendas	1	871
50176	Morata de Jiloca	Destinado principal o exclusivamente a viviendas	1	264
50177	Morés	Destinado principal o exclusivamente a viviendas	1	351
50178	Moros	Destinado principal o exclusivamente a viviendas	1	368
50179	Moyuela	Destinado principal o exclusivamente a viviendas	1	303
50180	Mozota	Destinado principal o exclusivamente a viviendas	1	165
50181	Muel	Destinado principal o exclusivamente a viviendas	1	551
50182	Muela (La)	Destinado principal o exclusivamente a viviendas	1	1790
50183	Munébrega	Destinado principal o exclusivamente a viviendas	1	331
50184	Murero	Destinado principal o exclusivamente a viviendas	1	145
50185	Murillo de Gállego	Destinado principal o exclusivamente a viviendas	1	207
50186	Navardún	Destinado principal o exclusivamente a viviendas	1	46
50187	Nigüella	Destinado principal o exclusivamente a viviendas	1	83
50188	Nombrevilla	Destinado principal o exclusivamente a viviendas	1	66
50189	Nonaspe	Destinado principal o exclusivamente a viviendas	1	676
50190	Novallas	Destinado principal o exclusivamente a viviendas	1	620
50191	Novillas	Destinado principal o exclusivamente a viviendas	1	362
50192	Nuévalos	Destinado principal o exclusivamente a viviendas	1	215
50193	Nuez de Ebro	Destinado principal o exclusivamente a viviendas	1	513
50194	Olvés	Destinado principal o exclusivamente a viviendas	1	203
50195	Orcajo	Destinado principal o exclusivamente a viviendas	1	68
50196	Orera	Destinado principal o exclusivamente a viviendas	1	129
50197	Orés	Destinado principal o exclusivamente a viviendas	1	121
50198	Oseja	Destinado principal o exclusivamente a viviendas	1	62
50199	Osera de Ebro	Destinado principal o exclusivamente a viviendas	1	352
50200	Paniza	Destinado principal o exclusivamente a viviendas	1	408
50201	Paracuellos de Jiloca	Destinado principal o exclusivamente a viviendas	1	335
50202	Paracuellos de la Ribera	Destinado principal o exclusivamente a viviendas	1	274
50203	Pastriz	Destinado principal o exclusivamente a viviendas	1	489
50204	Pedrola	Destinado principal o exclusivamente a viviendas	1	981
50205	Pedrosas (Las)	Destinado principal o exclusivamente a viviendas	1	91
50206	Perdiguera	Destinado principal o exclusivamente a viviendas	1	321
50207	Piedratajada	Destinado principal o exclusivamente a viviendas	1	100
50208	Pina de Ebro	Destinado principal o exclusivamente a viviendas	1	1016
50209	Pinseque	Destinado principal o exclusivamente a viviendas	1	1330
50210	Pintanos (Los)	Destinado principal o exclusivamente a viviendas	1	68
50211	Plasencia de Jalón	Destinado principal o exclusivamente a viviendas	1	255
50212	Pleitas	Destinado principal o exclusivamente a viviendas	1	57
50213	Plenas	Destinado principal o exclusivamente a viviendas	1	195
50214	Pomer	Destinado principal o exclusivamente a viviendas	1	86
50215	Pozuel de Ariza	Destinado principal o exclusivamente a viviendas	1	108
50216	Pozuelo de Aragón	Destinado principal o exclusivamente a viviendas	1	176
50217	Pradilla de Ebro	Destinado principal o exclusivamente a viviendas	1	322
50218	Puebla de Albortón	Destinado principal o exclusivamente a viviendas	1	107
50219	Puebla de Alfindén (La)	Destinado principal o exclusivamente a viviendas	1	1434
50220	Puendeluna	Destinado principal o exclusivamente a viviendas	1	78
50221	Purujosa	Destinado principal o exclusivamente a viviendas	1	49
50222	Quinto	Destinado principal o exclusivamente a viviendas	1	860
50223	Remolinos	Destinado principal o exclusivamente a viviendas	1	547
50224	Retascón	Destinado principal o exclusivamente a viviendas	1	91
50225	Ricla	Destinado principal o exclusivamente a viviendas	1	985
50227	Romanos	Destinado principal o exclusivamente a viviendas	1	111
50228	Rueda de Jalón	Destinado principal o exclusivamente a viviendas	1	247
50229	Ruesca	Destinado principal o exclusivamente a viviendas	1	68
50230	Sádaba	Destinado principal o exclusivamente a viviendas	1	722
50231	Salillas de Jalón	Destinado principal o exclusivamente a viviendas	1	227
50232	Salvatierra de Esca	Destinado principal o exclusivamente a viviendas	1	233
50233	Samper del Salz	Destinado principal o exclusivamente a viviendas	1	100
50234	San Martín de la Virgen de Moncayo	Destinado principal o exclusivamente a viviendas	1	153
50235	San Mateo de Gállego	Destinado principal o exclusivamente a viviendas	1	1346
50236	Santa Cruz de Grío	Destinado principal o exclusivamente a viviendas	1	148
50237	Santa Cruz de Moncayo	Destinado principal o exclusivamente a viviendas	1	155
50238	Santa Eulalia de Gállego	Destinado principal o exclusivamente a viviendas	1	137
50239	Santed	Destinado principal o exclusivamente a viviendas	1	81
50240	Sástago	Destinado principal o exclusivamente a viviendas	1	749
50241	Saviñán	Destinado principal o exclusivamente a viviendas	1	417
50242	Sediles	Destinado principal o exclusivamente a viviendas	1	85
50243	Sestrica	Destinado principal o exclusivamente a viviendas	1	325
50244	Sierra de Luna	Destinado principal o exclusivamente a viviendas	1	184
50245	Sigüés	Destinado principal o exclusivamente a viviendas	1	117
50246	Sisamón	Destinado principal o exclusivamente a viviendas	1	150
50247	Sobradiel	Destinado principal o exclusivamente a viviendas	1	246
50248	Sos del Rey Católico	Destinado principal o exclusivamente a viviendas	1	505
50249	Tabuenca	Destinado principal o exclusivamente a viviendas	1	329
50250	Talamantes	Destinado principal o exclusivamente a viviendas	1	88
50251	Tarazona	Destinado principal o exclusivamente a viviendas	1	2788
50252	Tauste	Destinado principal o exclusivamente a viviendas	1	1834
50253	Terrer	Destinado principal o exclusivamente a viviendas	1	401
50254	Tierga	Destinado principal o exclusivamente a viviendas	1	136
50255	Tobed	Destinado principal o exclusivamente a viviendas	1	284
50256	Torralba de los Frailes	Destinado principal o exclusivamente a viviendas	1	204
50257	Torralba de Ribota	Destinado principal o exclusivamente a viviendas	1	203
50258	Torralbilla	Destinado principal o exclusivamente a viviendas	1	137
50259	Torrehermosa	Destinado principal o exclusivamente a viviendas	1	105
50260	Torrelapaja	Destinado principal o exclusivamente a viviendas	1	82
50261	Torrellas	Destinado principal o exclusivamente a viviendas	1	391
50262	Torres de Berrellén	Destinado principal o exclusivamente a viviendas	1	671
50263	Torrijo de la Cañada	Destinado principal o exclusivamente a viviendas	1	426
50264	Tosos	Destinado principal o exclusivamente a viviendas	1	248
50265	Trasmoz	Destinado principal o exclusivamente a viviendas	1	87
50266	Trasobares	Destinado principal o exclusivamente a viviendas	1	215
50267	Uncastillo	Destinado principal o exclusivamente a viviendas	1	572
50268	Undués de Lerda	Destinado principal o exclusivamente a viviendas	1	56
50269	Urrea de Jalón	Destinado principal o exclusivamente a viviendas	1	319
50270	Urriés	Destinado principal o exclusivamente a viviendas	1	78
50271	Used	Destinado principal o exclusivamente a viviendas	1	335
50272	Utebo	Destinado principal o exclusivamente a viviendas	1	2476
50273	Valdehorna	Destinado principal o exclusivamente a viviendas	1	53
50274	Val de San Martín	Destinado principal o exclusivamente a viviendas	1	102
50275	Valmadrid	Destinado principal o exclusivamente a viviendas	1	77
50276	Valpalmas	Destinado principal o exclusivamente a viviendas	1	130
50277	Valtorres	Destinado principal o exclusivamente a viviendas	1	131
50278	Velilla de Ebro	Destinado principal o exclusivamente a viviendas	1	269
50279	Velilla de Jiloca	Destinado principal o exclusivamente a viviendas	1	123
50280	Vera de Moncayo	Destinado principal o exclusivamente a viviendas	1	459
50281	Vierlas	Destinado principal o exclusivamente a viviendas	1	78
50282	Vilueña (La)	Destinado principal o exclusivamente a viviendas	1	87
50283	Villadoz	Destinado principal o exclusivamente a viviendas	1	84
50284	Villafeliche	Destinado principal o exclusivamente a viviendas	1	275
50285	Villafranca de Ebro	Destinado principal o exclusivamente a viviendas	1	407
50286	Villalba de Perejil	Destinado principal o exclusivamente a viviendas	1	69
50287	Villalengua	Destinado principal o exclusivamente a viviendas	1	290
50288	Villanueva de Gállego	Destinado principal o exclusivamente a viviendas	1	1273
50289	Villanueva de Jiloca	Destinado principal o exclusivamente a viviendas	1	134
50290	Villanueva de Huerva	Destinado principal o exclusivamente a viviendas	1	412
50291	Villar de los Navarros	Destinado principal o exclusivamente a viviendas	1	256
50292	Villarreal de Huerva	Destinado principal o exclusivamente a viviendas	1	157
50293	Villarroya de la Sierra	Destinado principal o exclusivamente a viviendas	1	474
50294	Villarroya del Campo	Destinado principal o exclusivamente a viviendas	1	86
50295	Vistabella	Destinado principal o exclusivamente a viviendas	1	156
50296	Zaida (La)	Destinado principal o exclusivamente a viviendas	1	302
50297	Zaragoza	Destinado principal o exclusivamente a viviendas	1	37511
50298	Zuera	Destinado principal o exclusivamente a viviendas	1	2247
50901	Biel	Destinado principal o exclusivamente a viviendas	1	236
50902	Marracos	Destinado principal o exclusivamente a viviendas	1	69
50903	Villamayor de Gállego	Destinado principal o exclusivamente a viviendas	1	1048
22009	Albelda	Destinado a otros fines	2	1
22013	Alberuela de Tubo	Destinado a otros fines	2	2
22016	Alcampell	Destinado a otros fines	2	1
22018	Alcubierre	Destinado a otros fines	2	1
22021	Almudévar	Destinado a otros fines	2	5
22022	Almunia de San Juan	Destinado a otros fines	2	6
22024	Alquézar	Destinado a otros fines	2	1
22027	Angüés	Destinado a otros fines	2	1
22028	Ansó	Destinado a otros fines	2	5
22039	Ayerbe	Destinado a otros fines	2	7
22046	Ballobar	Destinado a otros fines	2	7
22048	Barbastro	Destinado a otros fines	2	19
22050	Barbuñales	Destinado a otros fines	2	1
22051	Bárcabo	Destinado a otros fines	2	1
22054	Benasque	Destinado a otros fines	2	4
22055	Berbegal	Destinado a otros fines	2	1
22059	Biescas	Destinado a otros fines	2	16
22061	Binéfar	Destinado a otros fines	2	6
22067	Bonansa	Destinado a otros fines	2	1
22069	Broto	Destinado a otros fines	2	23
22074	Campo	Destinado a otros fines	2	1
22075	Camporrells	Destinado a otros fines	2	1
22078	Canfranc	Destinado a otros fines	2	5
22080	Capella	Destinado a otros fines	2	1
22084	Castejón de Sos	Destinado a otros fines	2	5
22086	Castiello de Jaca	Destinado a otros fines	2	2
22089	Castillonroy	Destinado a otros fines	2	1
22090	Colungo	Destinado a otros fines	2	1
22109	Fiscal	Destinado a otros fines	2	1
22110	Fonz	Destinado a otros fines	2	4
22112	Fraga	Destinado a otros fines	2	5
22116	Grañén	Destinado a otros fines	2	1
22117	Graus	Destinado a otros fines	2	3
22124	Huerto	Destinado a otros fines	2	1
22125	Huesca	Destinado a otros fines	2	45
22129	Isábena	Destinado a otros fines	2	1
22130	Jaca	Destinado a otros fines	2	10
22137	Lanaja	Destinado a otros fines	2	2
22143	Laspaúles	Destinado a otros fines	2	3
22151	Loscorrales	Destinado a otros fines	2	1
22158	Monzón	Destinado a otros fines	2	10
22163	Nueno	Destinado a otros fines	2	1
22167	Osso de Cinca	Destinado a otros fines	2	1
22170	Panticosa	Destinado a otros fines	2	7
22178	Pertusa	Destinado a otros fines	2	1
22184	Poleñino	Destinado a otros fines	2	3
22190	Pueyo de Araguás (El)	Destinado a otros fines	2	1
22195	Quicena	Destinado a otros fines	2	1
22199	Sabiñánigo	Destinado a otros fines	2	3
22200	Sahún	Destinado a otros fines	2	1
22204	Sallent de Gállego	Destinado a otros fines	2	25
22208	Santa Cilia	Destinado a otros fines	2	1
22209	Santa Cruz de la Serós	Destinado a otros fines	2	2
22212	Santaliestra y San Quílez	Destinado a otros fines	2	1
22218	Senés de Alcubierre	Destinado a otros fines	2	1
22226	Tardienta	Destinado a otros fines	2	1
22230	Torla	Destinado a otros fines	2	7
22252	Yebra de Basa	Destinado a otros fines	2	1
22254	Zaidín	Destinado a otros fines	2	4
22901	Valle de Hecho	Destinado a otros fines	2	6
22903	San Miguel del Cinca	Destinado a otros fines	2	1
22906	Santa María de Dulcis	Destinado a otros fines	2	1
22907	Aínsa-Sobrarbe	Destinado a otros fines	2	31
22908	Hoz y Costeán	Destinado a otros fines	2	1
22909	Vencillón	Destinado a otros fines	2	1
44004	Aguaviva	Destinado a otros fines	2	11
44008	Albalate del Arzobispo	Destinado a otros fines	2	1
44009	Albarracín	Destinado a otros fines	2	9
44010	Albentosa	Destinado a otros fines	2	4
44012	Alcalá de la Selva	Destinado a otros fines	2	3
44013	Alcañiz	Destinado a otros fines	2	25
44014	Alcorisa	Destinado a otros fines	2	10
44016	Alfambra	Destinado a otros fines	2	3
44017	Aliaga	Destinado a otros fines	2	3
44022	Alloza	Destinado a otros fines	2	5
44025	Andorra	Destinado a otros fines	2	12
44033	Báguena	Destinado a otros fines	2	3
44035	Barrachina	Destinado a otros fines	2	1
44039	Bello	Destinado a otros fines	2	3
44040	Berge	Destinado a otros fines	2	1
44042	Blancas	Destinado a otros fines	2	1
44045	Bronchales	Destinado a otros fines	2	2
44048	Cabra de Mora	Destinado a otros fines	2	3
44049	Calaceite	Destinado a otros fines	2	4
44050	Calamocha	Destinado a otros fines	2	6
44051	Calanda	Destinado a otros fines	2	3
44052	Calomarde	Destinado a otros fines	2	2
44054	Camarena de la Sierra	Destinado a otros fines	2	1
44055	Camarillas	Destinado a otros fines	2	1
44056	Caminreal	Destinado a otros fines	2	1
44062	Cañada Vellida	Destinado a otros fines	2	1
44063	Cañizar del Olivar	Destinado a otros fines	2	4
44068	Castelserás	Destinado a otros fines	2	5
44070	Castellar (El)	Destinado a otros fines	2	1
44071	Castellote	Destinado a otros fines	2	32
44076	Cella	Destinado a otros fines	2	2
44086	Cretas	Destinado a otros fines	2	2
44099	Escucha	Destinado a otros fines	2	1
44100	Estercuel	Destinado a otros fines	2	2
44106	Fortanete	Destinado a otros fines	2	3
44107	Foz-Calanda	Destinado a otros fines	2	4
44108	Fresneda (La)	Destinado a otros fines	2	3
44112	Fuentes Claras	Destinado a otros fines	2	2
44113	Fuentes de Rubielos	Destinado a otros fines	2	1
44114	Fuentespalda	Destinado a otros fines	2	1
44116	Gargallo	Destinado a otros fines	2	1
44119	Griegos	Destinado a otros fines	2	3
44122	Híjar	Destinado a otros fines	2	2
44126	Iglesuela del Cid (La)	Destinado a otros fines	2	2
44135	Libros	Destinado a otros fines	2	1
44143	Manzanera	Destinado a otros fines	2	1
44144	Martín del Río	Destinado a otros fines	2	1
44145	Mas de las Matas	Destinado a otros fines	2	9
44146	Mata de los Olmos (La)	Destinado a otros fines	2	4
44147	Mazaleón	Destinado a otros fines	2	1
44148	Mezquita de Jarque	Destinado a otros fines	2	2
44151	Molinos	Destinado a otros fines	2	1
44153	Monreal del Campo	Destinado a otros fines	2	7
44157	Monterde de Albarracín	Destinado a otros fines	2	1
44158	Mora de Rubielos	Destinado a otros fines	2	1
44161	Muniesa	Destinado a otros fines	2	6
44163	Noguera de Albarracín	Destinado a otros fines	2	1
44172	Oliete	Destinado a otros fines	2	3
44175	Orrios	Destinado a otros fines	2	1
44180	Peracense	Destinado a otros fines	2	1
44182	Perales del Alfambra	Destinado a otros fines	2	2
44187	Portellada (La)	Destinado a otros fines	2	3
44189	Pozondón	Destinado a otros fines	2	1
44191	Puebla de Híjar (La)	Destinado a otros fines	2	2
44192	Puebla de Valverde (La)	Destinado a otros fines	2	1
44193	Puertomingalvo	Destinado a otros fines	2	1
44196	Riodeva	Destinado a otros fines	2	2
44209	Santa Eulalia	Destinado a otros fines	2	2
44210	Sarrión	Destinado a otros fines	2	1
