Año	Residencia CCAA nombre	Nacionalidad área código	Nacionalidad área nombre	Nacionalidad país código	Nacionalidad país nombre	Edad (grandes grupos)	Sexo	Extranjeros
2007	Aragón	02	Resto de Europa	124	Andorra	16 a 64	Mujeres	3
2007	Aragón	02	Resto de Europa	132	Suiza	0 a 15	Hombres	7
2007	Aragón	02	Resto de Europa	132	Suiza	0 a 15	Mujeres	2
2007	Aragón	02	Resto de Europa	132	Suiza	16 a 64	Hombres	30
2007	Aragón	02	Resto de Europa	132	Suiza	16 a 64	Mujeres	24
2007	Aragón	02	Resto de Europa	132	Suiza	65 y más	Hombres	8
2007	Aragón	02	Resto de Europa	132	Suiza	65 y más	Mujeres	4
2007	Aragón	02	Resto de Europa	135	Ucrania	0 a 15	Hombres	145
2007	Aragón	02	Resto de Europa	135	Ucrania	0 a 15	Mujeres	118
2007	Aragón	02	Resto de Europa	135	Ucrania	16 a 64	Hombres	669
2007	Aragón	02	Resto de Europa	135	Ucrania	16 a 64	Mujeres	751
2007	Aragón	02	Resto de Europa	135	Ucrania	65 y más	Hombres	2
2007	Aragón	02	Resto de Europa	135	Ucrania	65 y más	Mujeres	7
2007	Aragón	02	Resto de Europa	137	Moldova	0 a 15	Hombres	13
2007	Aragón	02	Resto de Europa	137	Moldova	0 a 15	Mujeres	31
2007	Aragón	02	Resto de Europa	137	Moldova	16 a 64	Hombres	139
2007	Aragón	02	Resto de Europa	137	Moldova	16 a 64	Mujeres	104
2007	Aragón	02	Resto de Europa	138	Bielorrusia	0 a 15	Hombres	7
2007	Aragón	02	Resto de Europa	138	Bielorrusia	0 a 15	Mujeres	8
2007	Aragón	02	Resto de Europa	138	Bielorrusia	16 a 64	Hombres	27
2007	Aragón	02	Resto de Europa	138	Bielorrusia	16 a 64	Mujeres	55
2007	Aragón	02	Resto de Europa	138	Bielorrusia	65 y más	Mujeres	1
2007	Aragón	02	Resto de Europa	139	Georgia	0 a 15	Hombres	3
2007	Aragón	02	Resto de Europa	139	Georgia	0 a 15	Mujeres	1
2007	Aragón	02	Resto de Europa	139	Georgia	16 a 64	Hombres	24
2007	Aragón	02	Resto de Europa	139	Georgia	16 a 64	Mujeres	13
2007	Aragón	02	Resto de Europa	139	Georgia	65 y más	Mujeres	1
2007	Aragón	02	Resto de Europa	145	Bosnia-Herzegovina	0 a 15	Hombres	1
2007	Aragón	02	Resto de Europa	145	Bosnia-Herzegovina	0 a 15	Mujeres	3
2007	Aragón	02	Resto de Europa	145	Bosnia-Herzegovina	16 a 64	Hombres	34
2007	Aragón	02	Resto de Europa	145	Bosnia-Herzegovina	16 a 64	Mujeres	21
2007	Aragón	02	Resto de Europa	146	Croacia	0 a 15	Hombres	1
2007	Aragón	02	Resto de Europa	146	Croacia	0 a 15	Mujeres	1
2007	Aragón	02	Resto de Europa	146	Croacia	16 a 64	Hombres	12
2007	Aragón	02	Resto de Europa	146	Croacia	16 a 64	Mujeres	9
2007	Aragón	02	Resto de Europa	148	Armenia	0 a 15	Hombres	9
2007	Aragón	02	Resto de Europa	148	Armenia	0 a 15	Mujeres	9
2007	Aragón	02	Resto de Europa	148	Armenia	16 a 64	Hombres	49
2007	Aragón	02	Resto de Europa	148	Armenia	16 a 64	Mujeres	44
2007	Aragón	02	Resto de Europa	148	Armenia	65 y más	Hombres	2
2007	Aragón	02	Resto de Europa	148	Armenia	65 y más	Mujeres	2
2007	Aragón	02	Resto de Europa	154	Rusia	0 a 15	Hombres	61
2007	Aragón	02	Resto de Europa	154	Rusia	0 a 15	Mujeres	49
2007	Aragón	02	Resto de Europa	154	Rusia	16 a 64	Hombres	108
2007	Aragón	02	Resto de Europa	154	Rusia	16 a 64	Mujeres	385
2007	Aragón	02	Resto de Europa	154	Rusia	65 y más	Hombres	2
2007	Aragón	02	Resto de Europa	154	Rusia	65 y más	Mujeres	6
2007	Aragón	02	Resto de Europa	155	Yugoslavia	0 a 15	Hombres	1
2007	Aragón	02	Resto de Europa	155	Yugoslavia	0 a 15	Mujeres	5
2007	Aragón	02	Resto de Europa	155	Yugoslavia	16 a 64	Hombres	28
2007	Aragón	02	Resto de Europa	155	Yugoslavia	16 a 64	Mujeres	15
2007	Aragón	02	Resto de Europa	199	Países sin relaciones diplomáticas	0 a 15	Hombres	1
2007	Aragón	02	Resto de Europa	199	Países sin relaciones diplomáticas	16 a 64	Hombres	1
2007	Aragón	02	Resto de Europa	199	Países sin relaciones diplomáticas	16 a 64	Mujeres	4
2007	Aragón	02	Resto de Europa	436	Turquía	0 a 15	Mujeres	2
2007	Aragón	02	Resto de Europa	436	Turquía	16 a 64	Hombres	16
2007	Aragón	02	Resto de Europa	436	Turquía	16 a 64	Mujeres	5
2007	Aragón	02	Resto de Europa	436	Turquía	65 y más	Mujeres	1
2007	Aragón	03	Magreb	203	Argelia	0 a 15	Hombres	410
2007	Aragón	03	Magreb	203	Argelia	0 a 15	Mujeres	402
2007	Aragón	03	Magreb	203	Argelia	16 a 64	Hombres	2494
2007	Aragón	03	Magreb	203	Argelia	16 a 64	Mujeres	677
2007	Aragón	03	Magreb	203	Argelia	65 y más	Hombres	13
2007	Aragón	03	Magreb	203	Argelia	65 y más	Mujeres	30
2007	Aragón	03	Magreb	224	Libia	0 a 15	Mujeres	1
2007	Aragón	03	Magreb	224	Libia	16 a 64	Hombres	4
2007	Aragón	03	Magreb	228	Marruecos	0 a 15	Hombres	1419
2007	Aragón	03	Magreb	228	Marruecos	0 a 15	Mujeres	1237
2007	Aragón	03	Magreb	228	Marruecos	16 a 64	Hombres	7028
2007	Aragón	03	Magreb	228	Marruecos	16 a 64	Mujeres	2939
2007	Aragón	03	Magreb	228	Marruecos	65 y más	Hombres	43
2007	Aragón	03	Magreb	228	Marruecos	65 y más	Mujeres	58
2007	Aragón	03	Magreb	230	Mauritania	0 a 15	Hombres	38
2007	Aragón	03	Magreb	230	Mauritania	0 a 15	Mujeres	22
2007	Aragón	03	Magreb	230	Mauritania	16 a 64	Hombres	238
2007	Aragón	03	Magreb	230	Mauritania	16 a 64	Mujeres	30
2007	Aragón	03	Magreb	230	Mauritania	65 y más	Mujeres	1
2007	Aragón	03	Magreb	248	Túnez	0 a 15	Hombres	8
2007	Aragón	03	Magreb	248	Túnez	0 a 15	Mujeres	5
2007	Aragón	03	Magreb	248	Túnez	16 a 64	Hombres	37
2007	Aragón	03	Magreb	248	Túnez	16 a 64	Mujeres	22
2007	Aragón	04	Resto de África	201	Burkina Fasso	0 a 15	Hombres	6
2007	Aragón	04	Resto de África	201	Burkina Fasso	0 a 15	Mujeres	4
2007	Aragón	04	Resto de África	201	Burkina Fasso	16 a 64	Hombres	61
2007	Aragón	04	Resto de África	201	Burkina Fasso	16 a 64	Mujeres	10
2007	Aragón	04	Resto de África	202	Angola	0 a 15	Hombres	10
2007	Aragón	04	Resto de África	202	Angola	0 a 15	Mujeres	5
2007	Aragón	04	Resto de África	202	Angola	16 a 64	Hombres	43
2007	Aragón	04	Resto de África	202	Angola	16 a 64	Mujeres	22
2007	Aragón	04	Resto de África	202	Angola	65 y más	Mujeres	1
2007	Aragón	04	Resto de África	204	Benin	16 a 64	Hombres	3
2007	Aragón	04	Resto de África	204	Benin	16 a 64	Mujeres	2
2007	Aragón	04	Resto de África	206	Burundi	16 a 64	Mujeres	1
2007	Aragón	04	Resto de África	207	Cabo Verde	0 a 15	Hombres	42
2007	Aragón	04	Resto de África	207	Cabo Verde	0 a 15	Mujeres	27
2007	Aragón	04	Resto de África	207	Cabo Verde	16 a 64	Hombres	207
2007	Aragón	04	Resto de África	207	Cabo Verde	16 a 64	Mujeres	170
2007	Aragón	04	Resto de África	207	Cabo Verde	65 y más	Hombres	6
2007	Aragón	04	Resto de África	207	Cabo Verde	65 y más	Mujeres	15
2007	Aragón	04	Resto de África	208	Camerún	0 a 15	Hombres	15
2007	Aragón	04	Resto de África	208	Camerún	0 a 15	Mujeres	15
2007	Aragón	04	Resto de África	208	Camerún	16 a 64	Hombres	82
2007	Aragón	04	Resto de África	208	Camerún	16 a 64	Mujeres	63
2007	Aragón	04	Resto de África	208	Camerún	65 y más	Mujeres	3
2007	Aragón	04	Resto de África	210	Congo	0 a 15	Hombres	7
2007	Aragón	04	Resto de África	210	Congo	0 a 15	Mujeres	2
2007	Aragón	04	Resto de África	210	Congo	16 a 64	Hombres	27
2007	Aragón	04	Resto de África	210	Congo	16 a 64	Mujeres	8
2007	Aragón	04	Resto de África	211	Costa de Marfil	0 a 15	Hombres	6
2007	Aragón	04	Resto de África	211	Costa de Marfil	0 a 15	Mujeres	13
2007	Aragón	04	Resto de África	211	Costa de Marfil	16 a 64	Hombres	54
2007	Aragón	04	Resto de África	211	Costa de Marfil	16 a 64	Mujeres	13
2007	Aragón	04	Resto de África	213	Egipto	0 a 15	Hombres	15
2007	Aragón	04	Resto de África	213	Egipto	0 a 15	Mujeres	19
2007	Aragón	04	Resto de África	213	Egipto	16 a 64	Hombres	116
2007	Aragón	04	Resto de África	213	Egipto	16 a 64	Mujeres	22
2007	Aragón	04	Resto de África	214	Etiopía	0 a 15	Mujeres	2
2007	Aragón	04	Resto de África	214	Etiopía	16 a 64	Hombres	2
2007	Aragón	04	Resto de África	215	Gabón	0 a 15	Mujeres	1
2007	Aragón	04	Resto de África	215	Gabón	16 a 64	Hombres	5
2007	Aragón	04	Resto de África	215	Gabón	16 a 64	Mujeres	5
2007	Aragón	04	Resto de África	216	Gambia	0 a 15	Hombres	353
2007	Aragón	04	Resto de África	216	Gambia	0 a 15	Mujeres	285
2007	Aragón	04	Resto de África	216	Gambia	16 a 64	Hombres	982
2007	Aragón	04	Resto de África	216	Gambia	16 a 64	Mujeres	252
2007	Aragón	04	Resto de África	216	Gambia	65 y más	Hombres	1
2007	Aragón	04	Resto de África	216	Gambia	65 y más	Mujeres	1
2007	Aragón	04	Resto de África	217	Ghana	0 a 15	Hombres	61
2007	Aragón	04	Resto de África	217	Ghana	0 a 15	Mujeres	65
2007	Aragón	04	Resto de África	217	Ghana	16 a 64	Hombres	1208
2007	Aragón	04	Resto de África	217	Ghana	16 a 64	Mujeres	206
2007	Aragón	04	Resto de África	218	Guinea	0 a 15	Hombres	108
2007	Aragón	04	Resto de África	218	Guinea	0 a 15	Mujeres	104
2007	Aragón	04	Resto de África	218	Guinea	16 a 64	Hombres	359
2007	Aragón	04	Resto de África	218	Guinea	16 a 64	Mujeres	327
2007	Aragón	04	Resto de África	218	Guinea	65 y más	Hombres	8
2007	Aragón	04	Resto de África	218	Guinea	65 y más	Mujeres	17
2007	Aragón	04	Resto de África	219	Guinea Bissau	0 a 15	Hombres	6
2007	Aragón	04	Resto de África	219	Guinea Bissau	0 a 15	Mujeres	6
2007	Aragón	04	Resto de África	219	Guinea Bissau	16 a 64	Hombres	66
2007	Aragón	04	Resto de África	219	Guinea Bissau	16 a 64	Mujeres	13
2007	Aragón	04	Resto de África	220	Guinea Ecuatorial	0 a 15	Hombres	77
2007	Aragón	04	Resto de África	220	Guinea Ecuatorial	0 a 15	Mujeres	80
2007	Aragón	04	Resto de África	220	Guinea Ecuatorial	16 a 64	Hombres	154
2007	Aragón	04	Resto de África	220	Guinea Ecuatorial	16 a 64	Mujeres	381
2007	Aragón	04	Resto de África	220	Guinea Ecuatorial	65 y más	Hombres	10
2007	Aragón	04	Resto de África	220	Guinea Ecuatorial	65 y más	Mujeres	21
2007	Aragón	04	Resto de África	221	Kenia	16 a 64	Hombres	1
2007	Aragón	04	Resto de África	221	Kenia	16 a 64	Mujeres	17
2007	Aragón	04	Resto de África	223	Liberia	0 a 15	Hombres	3
2007	Aragón	04	Resto de África	223	Liberia	0 a 15	Mujeres	3
2007	Aragón	04	Resto de África	223	Liberia	16 a 64	Hombres	16
2007	Aragón	04	Resto de África	223	Liberia	16 a 64	Mujeres	7
2007	Aragón	04	Resto de África	227	Mali	0 a 15	Hombres	95
2007	Aragón	04	Resto de África	227	Mali	0 a 15	Mujeres	60
2007	Aragón	04	Resto de África	227	Mali	16 a 64	Hombres	888
2007	Aragón	04	Resto de África	227	Mali	16 a 64	Mujeres	86
2007	Aragón	04	Resto de África	227	Mali	65 y más	Hombres	1
2007	Aragón	04	Resto de África	231	Mozambique	16 a 64	Hombres	1
2007	Aragón	04	Resto de África	231	Mozambique	16 a 64	Mujeres	1
2007	Aragón	04	Resto de África	233	Níger	0 a 15	Mujeres	1
2007	Aragón	04	Resto de África	233	Níger	16 a 64	Hombres	13
2007	Aragón	04	Resto de África	233	Níger	16 a 64	Mujeres	3
2007	Aragón	04	Resto de África	234	Nigeria	0 a 15	Hombres	66
2007	Aragón	04	Resto de África	234	Nigeria	0 a 15	Mujeres	42
2007	Aragón	04	Resto de África	234	Nigeria	16 a 64	Hombres	293
2007	Aragón	04	Resto de África	234	Nigeria	16 a 64	Mujeres	284
2007	Aragón	04	Resto de África	234	Nigeria	65 y más	Mujeres	1
2007	Aragón	04	Resto de África	235	República Centroafricana	16 a 64	Hombres	3
2007	Aragón	04	Resto de África	235	República Centroafricana	16 a 64	Mujeres	2
2007	Aragón	04	Resto de África	236	Sudáfrica	16 a 64	Hombres	5
2007	Aragón	04	Resto de África	236	Sudáfrica	16 a 64	Mujeres	1
2007	Aragón	04	Resto de África	236	Sudáfrica	65 y más	Hombres	1
2007	Aragón	04	Resto de África	237	Ruanda	16 a 64	Hombres	2
2007	Aragón	04	Resto de África	237	Ruanda	16 a 64	Mujeres	1
2007	Aragón	04	Resto de África	239	Senegal	0 a 15	Hombres	128
2007	Aragón	04	Resto de África	239	Senegal	0 a 15	Mujeres	102
2007	Aragón	04	Resto de África	239	Senegal	16 a 64	Hombres	1752
2007	Aragón	04	Resto de África	239	Senegal	16 a 64	Mujeres	205
2007	Aragón	04	Resto de África	239	Senegal	65 y más	Hombres	3
2007	Aragón	04	Resto de África	239	Senegal	65 y más	Mujeres	1
2007	Aragón	04	Resto de África	241	Sierra Leona	0 a 15	Mujeres	3
2007	Aragón	04	Resto de África	241	Sierra Leona	16 a 64	Hombres	12
2007	Aragón	04	Resto de África	241	Sierra Leona	16 a 64	Mujeres	7
2007	Aragón	04	Resto de África	243	Sudán	0 a 15	Hombres	2
2007	Aragón	04	Resto de África	243	Sudán	0 a 15	Mujeres	4
2007	Aragón	04	Resto de África	243	Sudán	16 a 64	Hombres	6
2007	Aragón	04	Resto de África	243	Sudán	16 a 64	Mujeres	5
2007	Aragón	04	Resto de África	246	Chad	16 a 64	Hombres	2
2007	Aragón	04	Resto de África	247	Togo	0 a 15	Hombres	1
2007	Aragón	04	Resto de África	247	Togo	0 a 15	Mujeres	1
2007	Aragón	04	Resto de África	247	Togo	16 a 64	Hombres	11
2007	Aragón	04	Resto de África	247	Togo	16 a 64	Mujeres	7
2007	Aragón	04	Resto de África	247	Togo	65 y más	Mujeres	1
2007	Aragón	04	Resto de África	250	Rep. Democrática del Congo	0 a 15	Hombres	5
2007	Aragón	04	Resto de África	250	Rep. Democrática del Congo	0 a 15	Mujeres	6
2007	Aragón	04	Resto de África	250	Rep. Democrática del Congo	16 a 64	Hombres	61
2007	Aragón	04	Resto de África	250	Rep. Democrática del Congo	16 a 64	Mujeres	19
2007	Aragón	04	Resto de África	250	Rep. Democrática del Congo	65 y más	Hombres	1
2007	Aragón	04	Resto de África	251	Zambia	16 a 64	Mujeres	1
2007	Aragón	04	Resto de África	299	Países sin relaciones diplomáticas	16 a 64	Hombres	1
2007	Aragón	04	Resto de África	299	Países sin relaciones diplomáticas	16 a 64	Mujeres	1
2007	Aragón	05	América del Norte	301	Canadá	0 a 15	Hombres	6
2007	Aragón	05	América del Norte	301	Canadá	0 a 15	Mujeres	4
2007	Aragón	05	América del Norte	301	Canadá	16 a 64	Hombres	10
2007	Aragón	05	América del Norte	301	Canadá	16 a 64	Mujeres	17
2007	Aragón	05	América del Norte	302	Estados Unidos de América	0 a 15	Hombres	29
2007	Aragón	05	América del Norte	302	Estados Unidos de América	0 a 15	Mujeres	23
2007	Aragón	05	América del Norte	302	Estados Unidos de América	16 a 64	Hombres	171
2007	Aragón	05	América del Norte	302	Estados Unidos de América	16 a 64	Mujeres	111
2007	Aragón	05	América del Norte	302	Estados Unidos de América	65 y más	Hombres	42
2007	Aragón	05	América del Norte	302	Estados Unidos de América	65 y más	Mujeres	12
2007	Aragón	06	Resto de América	303	México	0 a 15	Hombres	23
2007	Aragón	06	Resto de América	303	México	0 a 15	Mujeres	27
2007	Aragón	06	Resto de América	303	México	16 a 64	Hombres	106
2007	Aragón	06	Resto de América	303	México	16 a 64	Mujeres	217
2007	Aragón	06	Resto de América	303	México	65 y más	Hombres	1
2007	Aragón	06	Resto de América	303	México	65 y más	Mujeres	1
2007	Aragón	06	Resto de América	313	Belice	0 a 15	Mujeres	1
2007	Aragón	06	Resto de América	314	Costa Rica	0 a 15	Hombres	3
2007	Aragón	06	Resto de América	314	Costa Rica	0 a 15	Mujeres	3
2007	Aragón	06	Resto de América	314	Costa Rica	16 a 64	Hombres	13
2007	Aragón	06	Resto de América	314	Costa Rica	16 a 64	Mujeres	9
2007	Aragón	06	Resto de América	314	Costa Rica	65 y más	Hombres	1
2007	Aragón	06	Resto de América	314	Costa Rica	65 y más	Mujeres	1
2007	Aragón	06	Resto de América	315	Cuba	0 a 15	Hombres	47
2007	Aragón	06	Resto de América	315	Cuba	0 a 15	Mujeres	53
2007	Aragón	06	Resto de América	315	Cuba	16 a 64	Hombres	391
2007	Aragón	06	Resto de América	315	Cuba	16 a 64	Mujeres	575
2007	Aragón	06	Resto de América	315	Cuba	65 y más	Hombres	19
2007	Aragón	06	Resto de América	315	Cuba	65 y más	Mujeres	41
2007	Aragón	06	Resto de América	316	Dominica	0 a 15	Hombres	1
2007	Aragón	06	Resto de América	316	Dominica	0 a 15	Mujeres	4
2007	Aragón	06	Resto de América	316	Dominica	16 a 64	Hombres	3
2007	Aragón	06	Resto de América	316	Dominica	16 a 64	Mujeres	16
2007	Aragón	06	Resto de América	317	El Salvador	0 a 15	Hombres	8
2007	Aragón	06	Resto de América	317	El Salvador	0 a 15	Mujeres	11
2007	Aragón	06	Resto de América	317	El Salvador	16 a 64	Hombres	53
2007	Aragón	06	Resto de América	317	El Salvador	16 a 64	Mujeres	87
2007	Aragón	06	Resto de América	317	El Salvador	65 y más	Mujeres	2
2007	Aragón	06	Resto de América	319	Guatemala	0 a 15	Hombres	4
2007	Aragón	06	Resto de América	319	Guatemala	0 a 15	Mujeres	10
2007	Aragón	06	Resto de América	319	Guatemala	16 a 64	Hombres	26
2007	Aragón	06	Resto de América	319	Guatemala	16 a 64	Mujeres	26
2007	Aragón	06	Resto de América	319	Guatemala	65 y más	Mujeres	1
2007	Aragón	06	Resto de América	321	Honduras	0 a 15	Hombres	37
2007	Aragón	06	Resto de América	321	Honduras	0 a 15	Mujeres	39
2007	Aragón	06	Resto de América	321	Honduras	16 a 64	Hombres	118
2007	Aragón	06	Resto de América	321	Honduras	16 a 64	Mujeres	230
2007	Aragón	06	Resto de América	321	Honduras	65 y más	Hombres	1
2007	Aragón	06	Resto de América	321	Honduras	65 y más	Mujeres	3
2007	Aragón	06	Resto de América	323	Nicaragua	0 a 15	Hombres	22
2007	Aragón	06	Resto de América	323	Nicaragua	0 a 15	Mujeres	29
2007	Aragón	06	Resto de América	323	Nicaragua	16 a 64	Hombres	271
2007	Aragón	06	Resto de América	323	Nicaragua	16 a 64	Mujeres	904
2007	Aragón	06	Resto de América	324	Panamá	0 a 15	Hombres	4
2007	Aragón	06	Resto de América	324	Panamá	0 a 15	Mujeres	6
2007	Aragón	06	Resto de América	324	Panamá	16 a 64	Hombres	21
2007	Aragón	06	Resto de América	324	Panamá	16 a 64	Mujeres	24
2007	Aragón	06	Resto de América	324	Panamá	65 y más	Mujeres	1
2007	Aragón	06	Resto de América	326	República Dominicana	0 a 15	Hombres	142
2007	Aragón	06	Resto de América	326	República Dominicana	0 a 15	Mujeres	149
2007	Aragón	06	Resto de América	326	República Dominicana	16 a 64	Hombres	490
2007	Aragón	06	Resto de América	326	República Dominicana	16 a 64	Mujeres	925
2007	Aragón	06	Resto de América	326	República Dominicana	65 y más	Hombres	11
2007	Aragón	06	Resto de América	326	República Dominicana	65 y más	Mujeres	23
2007	Aragón	06	Resto de América	340	Argentina	0 a 15	Hombres	200
2007	Aragón	06	Resto de América	340	Argentina	0 a 15	Mujeres	210
2007	Aragón	06	Resto de América	340	Argentina	16 a 64	Hombres	794
2007	Aragón	06	Resto de América	340	Argentina	16 a 64	Mujeres	855
2007	Aragón	06	Resto de América	340	Argentina	65 y más	Hombres	38
2007	Aragón	06	Resto de América	340	Argentina	65 y más	Mujeres	50
2007	Aragón	06	Resto de América	341	Bolivia	0 a 15	Hombres	91
2007	Aragón	06	Resto de América	341	Bolivia	0 a 15	Mujeres	84
2007	Aragón	06	Resto de América	341	Bolivia	16 a 64	Hombres	348
2007	Aragón	06	Resto de América	341	Bolivia	16 a 64	Mujeres	490
2007	Aragón	06	Resto de América	341	Bolivia	65 y más	Hombres	4
2007	Aragón	06	Resto de América	341	Bolivia	65 y más	Mujeres	3
2007	Aragón	06	Resto de América	342	Brasil	0 a 15	Hombres	144
2007	Aragón	06	Resto de América	342	Brasil	0 a 15	Mujeres	138
2007	Aragón	06	Resto de América	342	Brasil	16 a 64	Hombres	479
2007	Aragón	06	Resto de América	342	Brasil	16 a 64	Mujeres	1210
2007	Aragón	06	Resto de América	342	Brasil	65 y más	Hombres	3
2007	Aragón	06	Resto de América	342	Brasil	65 y más	Mujeres	8
2007	Aragón	06	Resto de América	343	Colombia	0 a 15	Hombres	596
2007	Aragón	06	Resto de América	343	Colombia	0 a 15	Mujeres	559
2007	Aragón	06	Resto de América	343	Colombia	16 a 64	Hombres	2102
2007	Aragón	06	Resto de América	343	Colombia	16 a 64	Mujeres	2957
2007	Aragón	06	Resto de América	343	Colombia	65 y más	Hombres	26
2007	Aragón	06	Resto de América	343	Colombia	65 y más	Mujeres	71
2007	Aragón	06	Resto de América	344	Chile	0 a 15	Hombres	74
2007	Aragón	06	Resto de América	344	Chile	0 a 15	Mujeres	79
2007	Aragón	06	Resto de América	344	Chile	16 a 64	Hombres	325
2007	Aragón	06	Resto de América	344	Chile	16 a 64	Mujeres	311
2007	Aragón	06	Resto de América	344	Chile	65 y más	Hombres	9
2007	Aragón	06	Resto de América	344	Chile	65 y más	Mujeres	14
2007	Aragón	06	Resto de América	345	Ecuador	0 a 15	Hombres	1363
2007	Aragón	06	Resto de América	345	Ecuador	0 a 15	Mujeres	1441
2007	Aragón	06	Resto de América	345	Ecuador	16 a 64	Hombres	4086
2007	Aragón	06	Resto de América	345	Ecuador	16 a 64	Mujeres	4444
2007	Aragón	06	Resto de América	345	Ecuador	65 y más	Hombres	35
2007	Aragón	06	Resto de América	345	Ecuador	65 y más	Mujeres	64
2007	Aragón	06	Resto de América	347	Paraguay	0 a 15	Hombres	11
2007	Aragón	06	Resto de América	347	Paraguay	0 a 15	Mujeres	19
2007	Aragón	06	Resto de América	347	Paraguay	16 a 64	Hombres	68
2007	Aragón	06	Resto de América	347	Paraguay	16 a 64	Mujeres	169
2007	Aragón	06	Resto de América	347	Paraguay	65 y más	Hombres	2
2007	Aragón	06	Resto de América	347	Paraguay	65 y más	Mujeres	4
2007	Aragón	06	Resto de América	348	Perú	0 a 15	Hombres	104
2007	Aragón	06	Resto de América	348	Perú	0 a 15	Mujeres	92
2007	Aragón	06	Resto de América	348	Perú	16 a 64	Hombres	623
2007	Aragón	06	Resto de América	348	Perú	16 a 64	Mujeres	715
2007	Aragón	06	Resto de América	348	Perú	65 y más	Hombres	17
2007	Aragón	06	Resto de América	348	Perú	65 y más	Mujeres	25
2007	Aragón	06	Resto de América	350	Uruguay	0 a 15	Hombres	44
2007	Aragón	06	Resto de América	350	Uruguay	0 a 15	Mujeres	50
2007	Aragón	06	Resto de América	350	Uruguay	16 a 64	Hombres	202
2007	Aragón	06	Resto de América	350	Uruguay	16 a 64	Mujeres	211
2007	Aragón	06	Resto de América	350	Uruguay	65 y más	Hombres	8
2007	Aragón	06	Resto de América	350	Uruguay	65 y más	Mujeres	12
2007	Aragón	06	Resto de América	351	Venezuela	0 a 15	Hombres	74
2007	Aragón	06	Resto de América	351	Venezuela	0 a 15	Mujeres	71
2007	Aragón	06	Resto de América	351	Venezuela	16 a 64	Hombres	252
2007	Aragón	06	Resto de América	351	Venezuela	16 a 64	Mujeres	466
2007	Aragón	06	Resto de América	351	Venezuela	65 y más	Hombres	4
2007	Aragón	06	Resto de América	351	Venezuela	65 y más	Mujeres	14
2007	Aragón	07	Asia	401	Afganistán	16 a 64	Hombres	1
2007	Aragón	07	Asia	402	Arabia Saudí	16 a 64	Hombres	1
2007	Aragón	07	Asia	404	Bangladesh	0 a 15	Hombres	3
2007	Aragón	07	Asia	404	Bangladesh	0 a 15	Mujeres	2
2007	Aragón	07	Asia	404	Bangladesh	16 a 64	Hombres	7
2007	Aragón	07	Asia	404	Bangladesh	65 y más	Hombres	1
2007	Aragón	07	Asia	404	Bangladesh	65 y más	Mujeres	1
2007	Aragón	07	Asia	407	China	0 a 15	Hombres	317
2007	Aragón	07	Asia	407	China	0 a 15	Mujeres	301
2007	Aragón	07	Asia	407	China	16 a 64	Hombres	1210
2007	Aragón	07	Asia	407	China	16 a 64	Mujeres	992
2007	Aragón	07	Asia	407	China	65 y más	Hombres	14
2007	Aragón	07	Asia	407	China	65 y más	Mujeres	16
2007	Aragón	07	Asia	409	Filipinas	0 a 15	Hombres	3
2007	Aragón	07	Asia	409	Filipinas	16 a 64	Hombres	6
2007	Aragón	07	Asia	409	Filipinas	16 a 64	Mujeres	13
2007	Aragón	07	Asia	409	Filipinas	65 y más	Mujeres	1
2007	Aragón	07	Asia	410	India	0 a 15	Hombres	12
2007	Aragón	07	Asia	410	India	0 a 15	Mujeres	29
2007	Aragón	07	Asia	410	India	16 a 64	Hombres	26
2007	Aragón	07	Asia	410	India	16 a 64	Mujeres	18
2007	Aragón	07	Asia	410	India	65 y más	Hombres	1
2007	Aragón	07	Asia	411	Indonesia	16 a 64	Mujeres	2
2007	Aragón	07	Asia	413	Irán	0 a 15	Mujeres	1
2007	Aragón	07	Asia	413	Irán	16 a 64	Hombres	8
2007	Aragón	07	Asia	413	Irán	16 a 64	Mujeres	4
2007	Aragón	07	Asia	414	Israel	16 a 64	Hombres	3
2007	Aragón	07	Asia	414	Israel	16 a 64	Mujeres	3
2007	Aragón	07	Asia	415	Japón	0 a 15	Hombres	1
2007	Aragón	07	Asia	415	Japón	16 a 64	Hombres	7
2007	Aragón	07	Asia	415	Japón	16 a 64	Mujeres	19
2007	Aragón	07	Asia	415	Japón	65 y más	Hombres	1
2007	Aragón	07	Asia	416	Jordania	0 a 15	Hombres	4
2007	Aragón	07	Asia	416	Jordania	0 a 15	Mujeres	3
2007	Aragón	07	Asia	416	Jordania	16 a 64	Hombres	18
2007	Aragón	07	Asia	416	Jordania	16 a 64	Mujeres	12
2007	Aragón	07	Asia	418	Kuwait	16 a 64	Mujeres	1
2007	Aragón	07	Asia	419	Laos	16 a 64	Hombres	1
2007	Aragón	07	Asia	419	Laos	16 a 64	Mujeres	1
2007	Aragón	07	Asia	420	Líbano	0 a 15	Mujeres	2
2007	Aragón	07	Asia	420	Líbano	16 a 64	Hombres	14
2007	Aragón	07	Asia	420	Líbano	16 a 64	Mujeres	7
2007	Aragón	07	Asia	421	Malasia	16 a 64	Hombres	2
2007	Aragón	07	Asia	423	Mongolia	0 a 15	Mujeres	1
2007	Aragón	07	Asia	423	Mongolia	16 a 64	Mujeres	2
2007	Aragón	07	Asia	424	Nepal	0 a 15	Hombres	3
2007	Aragón	07	Asia	424	Nepal	0 a 15	Mujeres	1
