Año	Residencia CCAA nombre	Nacionalidad área código	Nacionalidad área nombre	Nacionalidad país código	Nacionalidad país nombre	Edad (grandes grupos)	Sexo	Extranjeros
2000	Aragón	02	Resto de Europa	120	Noruega	0 a 15	Hombres	2
2000	Aragón	02	Resto de Europa	120	Noruega	0 a 15	Mujeres	2
2000	Aragón	02	Resto de Europa	120	Noruega	16 a 64	Hombres	3
2000	Aragón	02	Resto de Europa	120	Noruega	16 a 64	Mujeres	5
2000	Aragón	02	Resto de Europa	120	Noruega	65 y más	Hombres	1
2000	Aragón	02	Resto de Europa	122	Polonia	0 a 15	Hombres	7
2000	Aragón	02	Resto de Europa	122	Polonia	0 a 15	Mujeres	9
2000	Aragón	02	Resto de Europa	122	Polonia	16 a 64	Hombres	48
2000	Aragón	02	Resto de Europa	122	Polonia	16 a 64	Mujeres	35
2000	Aragón	02	Resto de Europa	122	Polonia	65 y más	Hombres	1
2000	Aragón	02	Resto de Europa	122	Polonia	65 y más	Mujeres	1
2000	Aragón	02	Resto de Europa	124	Andorra	0 a 15	Hombres	1
2000	Aragón	02	Resto de Europa	124	Andorra	0 a 15	Mujeres	2
2000	Aragón	02	Resto de Europa	124	Andorra	16 a 64	Hombres	2
2000	Aragón	02	Resto de Europa	124	Andorra	16 a 64	Mujeres	3
2000	Aragón	02	Resto de Europa	128	Rumanía	0 a 15	Hombres	14
2000	Aragón	02	Resto de Europa	128	Rumanía	0 a 15	Mujeres	15
2000	Aragón	02	Resto de Europa	128	Rumanía	16 a 64	Hombres	134
2000	Aragón	02	Resto de Europa	128	Rumanía	16 a 64	Mujeres	63
2000	Aragón	02	Resto de Europa	128	Rumanía	65 y más	Mujeres	2
2000	Aragón	02	Resto de Europa	132	Suiza	0 a 15	Hombres	9
2000	Aragón	02	Resto de Europa	132	Suiza	0 a 15	Mujeres	9
2000	Aragón	02	Resto de Europa	132	Suiza	16 a 64	Hombres	27
2000	Aragón	02	Resto de Europa	132	Suiza	16 a 64	Mujeres	23
2000	Aragón	02	Resto de Europa	132	Suiza	65 y más	Hombres	3
2000	Aragón	02	Resto de Europa	132	Suiza	65 y más	Mujeres	4
2000	Aragón	02	Resto de Europa	135	Ucrania	0 a 15	Hombres	4
2000	Aragón	02	Resto de Europa	135	Ucrania	0 a 15	Mujeres	1
2000	Aragón	02	Resto de Europa	135	Ucrania	16 a 64	Hombres	9
2000	Aragón	02	Resto de Europa	135	Ucrania	16 a 64	Mujeres	14
2000	Aragón	02	Resto de Europa	135	Ucrania	65 y más	Mujeres	1
2000	Aragón	02	Resto de Europa	137	Moldova	16 a 64	Hombres	2
2000	Aragón	02	Resto de Europa	137	Moldova	16 a 64	Mujeres	1
2000	Aragón	02	Resto de Europa	138	Bielorrusia	0 a 15	Hombres	5
2000	Aragón	02	Resto de Europa	138	Bielorrusia	0 a 15	Mujeres	4
2000	Aragón	02	Resto de Europa	138	Bielorrusia	16 a 64	Hombres	2
2000	Aragón	02	Resto de Europa	138	Bielorrusia	16 a 64	Mujeres	9
2000	Aragón	02	Resto de Europa	141	Estonia	0 a 15	Hombres	1
2000	Aragón	02	Resto de Europa	143	República Checa	0 a 15	Hombres	1
2000	Aragón	02	Resto de Europa	143	República Checa	0 a 15	Mujeres	3
2000	Aragón	02	Resto de Europa	143	República Checa	16 a 64	Hombres	2
2000	Aragón	02	Resto de Europa	143	República Checa	16 a 64	Mujeres	8
2000	Aragón	02	Resto de Europa	144	Eslovaquia	0 a 15	Mujeres	1
2000	Aragón	02	Resto de Europa	144	Eslovaquia	16 a 64	Mujeres	1
2000	Aragón	02	Resto de Europa	145	Bosnia-Herzegovina	0 a 15	Hombres	4
2000	Aragón	02	Resto de Europa	145	Bosnia-Herzegovina	0 a 15	Mujeres	4
2000	Aragón	02	Resto de Europa	145	Bosnia-Herzegovina	16 a 64	Hombres	9
2000	Aragón	02	Resto de Europa	145	Bosnia-Herzegovina	16 a 64	Mujeres	11
2000	Aragón	02	Resto de Europa	146	Croacia	16 a 64	Hombres	1
2000	Aragón	02	Resto de Europa	146	Croacia	16 a 64	Mujeres	2
2000	Aragón	02	Resto de Europa	146	Croacia	65 y más	Hombres	1
2000	Aragón	02	Resto de Europa	147	Eslovenia	16 a 64	Mujeres	1
2000	Aragón	02	Resto de Europa	148	Armenia	0 a 15	Hombres	2
2000	Aragón	02	Resto de Europa	148	Armenia	16 a 64	Mujeres	2
2000	Aragón	02	Resto de Europa	154	Rusia	0 a 15	Hombres	3
2000	Aragón	02	Resto de Europa	154	Rusia	0 a 15	Mujeres	4
2000	Aragón	02	Resto de Europa	154	Rusia	16 a 64	Hombres	12
2000	Aragón	02	Resto de Europa	154	Rusia	16 a 64	Mujeres	26
2000	Aragón	02	Resto de Europa	154	Rusia	65 y más	Mujeres	1
2000	Aragón	02	Resto de Europa	155	Yugoslavia	0 a 15	Hombres	4
2000	Aragón	02	Resto de Europa	155	Yugoslavia	0 a 15	Mujeres	2
2000	Aragón	02	Resto de Europa	155	Yugoslavia	16 a 64	Hombres	19
2000	Aragón	02	Resto de Europa	155	Yugoslavia	16 a 64	Mujeres	11
2000	Aragón	02	Resto de Europa	155	Yugoslavia	65 y más	Hombres	1
2000	Aragón	02	Resto de Europa	155	Yugoslavia	65 y más	Mujeres	1
2000	Aragón	02	Resto de Europa	199	Países sin relaciones diplomáticas	16 a 64	Hombres	1
2000	Aragón	02	Resto de Europa	199	Países sin relaciones diplomáticas	16 a 64	Mujeres	3
2000	Aragón	02	Resto de Europa	436	Turquía	0 a 15	Hombres	1
2000	Aragón	02	Resto de Europa	436	Turquía	16 a 64	Hombres	4
2000	Aragón	03	Magreb	203	Argelia	0 a 15	Hombres	42
2000	Aragón	03	Magreb	203	Argelia	0 a 15	Mujeres	27
2000	Aragón	03	Magreb	203	Argelia	16 a 64	Hombres	460
2000	Aragón	03	Magreb	203	Argelia	16 a 64	Mujeres	71
2000	Aragón	03	Magreb	203	Argelia	65 y más	Hombres	6
2000	Aragón	03	Magreb	203	Argelia	65 y más	Mujeres	5
2000	Aragón	03	Magreb	228	Marruecos	0 a 15	Hombres	207
2000	Aragón	03	Magreb	228	Marruecos	0 a 15	Mujeres	144
2000	Aragón	03	Magreb	228	Marruecos	16 a 64	Hombres	1235
2000	Aragón	03	Magreb	228	Marruecos	16 a 64	Mujeres	469
2000	Aragón	03	Magreb	228	Marruecos	65 y más	Hombres	13
2000	Aragón	03	Magreb	228	Marruecos	65 y más	Mujeres	12
2000	Aragón	03	Magreb	230	Mauritania	0 a 15	Hombres	7
2000	Aragón	03	Magreb	230	Mauritania	0 a 15	Mujeres	4
2000	Aragón	03	Magreb	230	Mauritania	16 a 64	Hombres	22
2000	Aragón	03	Magreb	230	Mauritania	16 a 64	Mujeres	7
2000	Aragón	03	Magreb	230	Mauritania	65 y más	Hombres	1
2000	Aragón	03	Magreb	248	Túnez	16 a 64	Hombres	7
2000	Aragón	03	Magreb	248	Túnez	16 a 64	Mujeres	4
2000	Aragón	04	Resto de África	201	Burkina Fasso	16 a 64	Hombres	2
2000	Aragón	04	Resto de África	202	Angola	0 a 15	Hombres	8
2000	Aragón	04	Resto de África	202	Angola	0 a 15	Mujeres	6
2000	Aragón	04	Resto de África	202	Angola	16 a 64	Hombres	21
2000	Aragón	04	Resto de África	202	Angola	16 a 64	Mujeres	13
2000	Aragón	04	Resto de África	202	Angola	65 y más	Mujeres	1
2000	Aragón	04	Resto de África	204	Benin	16 a 64	Hombres	1
2000	Aragón	04	Resto de África	204	Benin	16 a 64	Mujeres	1
2000	Aragón	04	Resto de África	206	Burundi	16 a 64	Hombres	1
2000	Aragón	04	Resto de África	207	Cabo Verde	0 a 15	Hombres	15
2000	Aragón	04	Resto de África	207	Cabo Verde	0 a 15	Mujeres	8
2000	Aragón	04	Resto de África	207	Cabo Verde	16 a 64	Hombres	110
2000	Aragón	04	Resto de África	207	Cabo Verde	16 a 64	Mujeres	100
2000	Aragón	04	Resto de África	207	Cabo Verde	65 y más	Hombres	1
2000	Aragón	04	Resto de África	207	Cabo Verde	65 y más	Mujeres	3
2000	Aragón	04	Resto de África	208	Camerún	0 a 15	Hombres	1
2000	Aragón	04	Resto de África	208	Camerún	0 a 15	Mujeres	1
2000	Aragón	04	Resto de África	208	Camerún	16 a 64	Hombres	20
2000	Aragón	04	Resto de África	208	Camerún	16 a 64	Mujeres	16
2000	Aragón	04	Resto de África	209	Comores	16 a 64	Mujeres	1
2000	Aragón	04	Resto de África	210	Congo	0 a 15	Hombres	6
2000	Aragón	04	Resto de África	210	Congo	0 a 15	Mujeres	1
2000	Aragón	04	Resto de África	210	Congo	16 a 64	Hombres	19
2000	Aragón	04	Resto de África	210	Congo	16 a 64	Mujeres	8
2000	Aragón	04	Resto de África	211	Costa de Marfil	0 a 15	Mujeres	1
2000	Aragón	04	Resto de África	211	Costa de Marfil	16 a 64	Hombres	20
2000	Aragón	04	Resto de África	211	Costa de Marfil	16 a 64	Mujeres	2
2000	Aragón	04	Resto de África	213	Egipto	0 a 15	Hombres	1
2000	Aragón	04	Resto de África	213	Egipto	16 a 64	Hombres	29
2000	Aragón	04	Resto de África	213	Egipto	16 a 64	Mujeres	3
2000	Aragón	04	Resto de África	213	Egipto	65 y más	Hombres	1
2000	Aragón	04	Resto de África	215	Gabón	0 a 15	Hombres	1
2000	Aragón	04	Resto de África	215	Gabón	16 a 64	Hombres	1
2000	Aragón	04	Resto de África	216	Gambia	0 a 15	Hombres	76
2000	Aragón	04	Resto de África	216	Gambia	0 a 15	Mujeres	60
2000	Aragón	04	Resto de África	216	Gambia	16 a 64	Hombres	265
2000	Aragón	04	Resto de África	216	Gambia	16 a 64	Mujeres	123
2000	Aragón	04	Resto de África	217	Ghana	0 a 15	Hombres	5
2000	Aragón	04	Resto de África	217	Ghana	0 a 15	Mujeres	5
2000	Aragón	04	Resto de África	217	Ghana	16 a 64	Hombres	147
2000	Aragón	04	Resto de África	217	Ghana	16 a 64	Mujeres	32
2000	Aragón	04	Resto de África	218	Guinea	0 a 15	Hombres	25
2000	Aragón	04	Resto de África	218	Guinea	0 a 15	Mujeres	12
2000	Aragón	04	Resto de África	218	Guinea	16 a 64	Hombres	65
2000	Aragón	04	Resto de África	218	Guinea	16 a 64	Mujeres	72
2000	Aragón	04	Resto de África	218	Guinea	65 y más	Hombres	1
2000	Aragón	04	Resto de África	218	Guinea	65 y más	Mujeres	5
2000	Aragón	04	Resto de África	219	Guinea Bissau	0 a 15	Hombres	1
2000	Aragón	04	Resto de África	219	Guinea Bissau	16 a 64	Hombres	8
2000	Aragón	04	Resto de África	220	Guinea Ecuatorial	0 a 15	Hombres	19
2000	Aragón	04	Resto de África	220	Guinea Ecuatorial	0 a 15	Mujeres	35
2000	Aragón	04	Resto de África	220	Guinea Ecuatorial	16 a 64	Hombres	62
2000	Aragón	04	Resto de África	220	Guinea Ecuatorial	16 a 64	Mujeres	98
2000	Aragón	04	Resto de África	220	Guinea Ecuatorial	65 y más	Hombres	1
2000	Aragón	04	Resto de África	220	Guinea Ecuatorial	65 y más	Mujeres	6
2000	Aragón	04	Resto de África	221	Kenia	16 a 64	Mujeres	7
2000	Aragón	04	Resto de África	222	Lesotho	16 a 64	Hombres	1
2000	Aragón	04	Resto de África	223	Liberia	0 a 15	Hombres	1
2000	Aragón	04	Resto de África	223	Liberia	0 a 15	Mujeres	1
2000	Aragón	04	Resto de África	223	Liberia	16 a 64	Hombres	61
2000	Aragón	04	Resto de África	223	Liberia	16 a 64	Mujeres	14
2000	Aragón	04	Resto de África	227	Mali	0 a 15	Hombres	5
2000	Aragón	04	Resto de África	227	Mali	0 a 15	Mujeres	5
2000	Aragón	04	Resto de África	227	Mali	16 a 64	Hombres	73
2000	Aragón	04	Resto de África	227	Mali	16 a 64	Mujeres	5
2000	Aragón	04	Resto de África	229	Mauricio	65 y más	Hombres	1
2000	Aragón	04	Resto de África	231	Mozambique	16 a 64	Hombres	1
2000	Aragón	04	Resto de África	232	Namibia	16 a 64	Hombres	1
2000	Aragón	04	Resto de África	233	Níger	16 a 64	Hombres	1
2000	Aragón	04	Resto de África	234	Nigeria	0 a 15	Hombres	1
2000	Aragón	04	Resto de África	234	Nigeria	0 a 15	Mujeres	7
2000	Aragón	04	Resto de África	234	Nigeria	16 a 64	Hombres	32
2000	Aragón	04	Resto de África	234	Nigeria	16 a 64	Mujeres	16
2000	Aragón	04	Resto de África	235	República Centroafricana	16 a 64	Hombres	1
2000	Aragón	04	Resto de África	235	República Centroafricana	16 a 64	Mujeres	1
2000	Aragón	04	Resto de África	236	Sudáfrica	0 a 15	Hombres	2
2000	Aragón	04	Resto de África	236	Sudáfrica	0 a 15	Mujeres	1
2000	Aragón	04	Resto de África	236	Sudáfrica	16 a 64	Hombres	5
2000	Aragón	04	Resto de África	236	Sudáfrica	16 a 64	Mujeres	4
2000	Aragón	04	Resto de África	237	Ruanda	16 a 64	Hombres	9
2000	Aragón	04	Resto de África	237	Ruanda	16 a 64	Mujeres	1
2000	Aragón	04	Resto de África	239	Senegal	0 a 15	Hombres	6
2000	Aragón	04	Resto de África	239	Senegal	0 a 15	Mujeres	11
2000	Aragón	04	Resto de África	239	Senegal	16 a 64	Hombres	237
2000	Aragón	04	Resto de África	239	Senegal	16 a 64	Mujeres	31
2000	Aragón	04	Resto de África	239	Senegal	65 y más	Hombres	1
2000	Aragón	04	Resto de África	241	Sierra Leona	16 a 64	Hombres	9
2000	Aragón	04	Resto de África	241	Sierra Leona	16 a 64	Mujeres	4
2000	Aragón	04	Resto de África	242	Somalia	16 a 64	Hombres	6
2000	Aragón	04	Resto de África	246	Chad	16 a 64	Hombres	2
2000	Aragón	04	Resto de África	247	Togo	16 a 64	Hombres	5
2000	Aragón	04	Resto de África	250	Rep. Democrática del Congo	0 a 15	Hombres	2
2000	Aragón	04	Resto de África	250	Rep. Democrática del Congo	0 a 15	Mujeres	1
2000	Aragón	04	Resto de África	250	Rep. Democrática del Congo	16 a 64	Hombres	24
2000	Aragón	04	Resto de África	250	Rep. Democrática del Congo	16 a 64	Mujeres	5
2000	Aragón	05	América del Norte	301	Canadá	16 a 64	Hombres	11
2000	Aragón	05	América del Norte	301	Canadá	16 a 64	Mujeres	6
2000	Aragón	05	América del Norte	301	Canadá	65 y más	Hombres	1
2000	Aragón	05	América del Norte	302	Estados Unidos de América	0 a 15	Hombres	27
2000	Aragón	05	América del Norte	302	Estados Unidos de América	0 a 15	Mujeres	29
2000	Aragón	05	América del Norte	302	Estados Unidos de América	16 a 64	Hombres	164
2000	Aragón	05	América del Norte	302	Estados Unidos de América	16 a 64	Mujeres	107
2000	Aragón	05	América del Norte	302	Estados Unidos de América	65 y más	Hombres	17
2000	Aragón	05	América del Norte	302	Estados Unidos de América	65 y más	Mujeres	9
2000	Aragón	06	Resto de América	303	México	0 a 15	Hombres	9
2000	Aragón	06	Resto de América	303	México	0 a 15	Mujeres	5
2000	Aragón	06	Resto de América	303	México	16 a 64	Hombres	14
2000	Aragón	06	Resto de América	303	México	16 a 64	Mujeres	68
2000	Aragón	06	Resto de América	303	México	65 y más	Hombres	1
2000	Aragón	06	Resto de América	313	Belice	16 a 64	Hombres	1
2000	Aragón	06	Resto de América	314	Costa Rica	0 a 15	Hombres	1
2000	Aragón	06	Resto de América	314	Costa Rica	16 a 64	Hombres	6
2000	Aragón	06	Resto de América	314	Costa Rica	16 a 64	Mujeres	2
2000	Aragón	06	Resto de América	315	Cuba	0 a 15	Hombres	22
2000	Aragón	06	Resto de América	315	Cuba	0 a 15	Mujeres	22
2000	Aragón	06	Resto de América	315	Cuba	16 a 64	Hombres	82
2000	Aragón	06	Resto de América	315	Cuba	16 a 64	Mujeres	195
2000	Aragón	06	Resto de América	315	Cuba	65 y más	Hombres	5
2000	Aragón	06	Resto de América	315	Cuba	65 y más	Mujeres	12
2000	Aragón	06	Resto de América	316	Dominica	0 a 15	Hombres	3
2000	Aragón	06	Resto de América	316	Dominica	0 a 15	Mujeres	2
2000	Aragón	06	Resto de América	316	Dominica	16 a 64	Hombres	1
2000	Aragón	06	Resto de América	316	Dominica	16 a 64	Mujeres	8
2000	Aragón	06	Resto de América	317	El Salvador	0 a 15	Hombres	1
2000	Aragón	06	Resto de América	317	El Salvador	0 a 15	Mujeres	1
2000	Aragón	06	Resto de América	317	El Salvador	16 a 64	Hombres	5
2000	Aragón	06	Resto de América	317	El Salvador	16 a 64	Mujeres	9
2000	Aragón	06	Resto de América	318	Granada	65 y más	Hombres	1
2000	Aragón	06	Resto de América	319	Guatemala	0 a 15	Mujeres	3
2000	Aragón	06	Resto de América	319	Guatemala	16 a 64	Hombres	6
2000	Aragón	06	Resto de América	319	Guatemala	16 a 64	Mujeres	5
2000	Aragón	06	Resto de América	319	Guatemala	65 y más	Mujeres	2
2000	Aragón	06	Resto de América	320	Haití	16 a 64	Hombres	1
2000	Aragón	06	Resto de América	320	Haití	16 a 64	Mujeres	1
2000	Aragón	06	Resto de América	321	Honduras	0 a 15	Hombres	7
2000	Aragón	06	Resto de América	321	Honduras	0 a 15	Mujeres	5
2000	Aragón	06	Resto de América	321	Honduras	16 a 64	Hombres	13
2000	Aragón	06	Resto de América	321	Honduras	16 a 64	Mujeres	39
2000	Aragón	06	Resto de América	321	Honduras	65 y más	Hombres	1
2000	Aragón	06	Resto de América	321	Honduras	65 y más	Mujeres	1
2000	Aragón	06	Resto de América	322	Jamaica	16 a 64	Hombres	2
2000	Aragón	06	Resto de América	323	Nicaragua	0 a 15	Hombres	3
2000	Aragón	06	Resto de América	323	Nicaragua	0 a 15	Mujeres	1
2000	Aragón	06	Resto de América	323	Nicaragua	16 a 64	Hombres	7
2000	Aragón	06	Resto de América	323	Nicaragua	16 a 64	Mujeres	8
2000	Aragón	06	Resto de América	324	Panamá	0 a 15	Hombres	1
2000	Aragón	06	Resto de América	324	Panamá	16 a 64	Hombres	5
2000	Aragón	06	Resto de América	324	Panamá	16 a 64	Mujeres	7
2000	Aragón	06	Resto de América	326	República Dominicana	0 a 15	Hombres	53
2000	Aragón	06	Resto de América	326	República Dominicana	0 a 15	Mujeres	34
2000	Aragón	06	Resto de América	326	República Dominicana	16 a 64	Hombres	49
2000	Aragón	06	Resto de América	326	República Dominicana	16 a 64	Mujeres	352
2000	Aragón	06	Resto de América	326	República Dominicana	65 y más	Hombres	1
2000	Aragón	06	Resto de América	326	República Dominicana	65 y más	Mujeres	1
2000	Aragón	06	Resto de América	340	Argentina	0 a 15	Hombres	15
2000	Aragón	06	Resto de América	340	Argentina	0 a 15	Mujeres	10
2000	Aragón	06	Resto de América	340	Argentina	16 a 64	Hombres	114
2000	Aragón	06	Resto de América	340	Argentina	16 a 64	Mujeres	127
2000	Aragón	06	Resto de América	340	Argentina	65 y más	Hombres	14
2000	Aragón	06	Resto de América	340	Argentina	65 y más	Mujeres	26
2000	Aragón	06	Resto de América	341	Bolivia	0 a 15	Hombres	2
2000	Aragón	06	Resto de América	341	Bolivia	0 a 15	Mujeres	5
2000	Aragón	06	Resto de América	341	Bolivia	16 a 64	Hombres	7
2000	Aragón	06	Resto de América	341	Bolivia	16 a 64	Mujeres	9
2000	Aragón	06	Resto de América	342	Brasil	0 a 15	Hombres	11
2000	Aragón	06	Resto de América	342	Brasil	0 a 15	Mujeres	6
2000	Aragón	06	Resto de América	342	Brasil	16 a 64	Hombres	31
2000	Aragón	06	Resto de América	342	Brasil	16 a 64	Mujeres	123
2000	Aragón	06	Resto de América	342	Brasil	65 y más	Hombres	2
2000	Aragón	06	Resto de América	342	Brasil	65 y más	Mujeres	3
2000	Aragón	06	Resto de América	343	Colombia	0 a 15	Hombres	34
2000	Aragón	06	Resto de América	343	Colombia	0 a 15	Mujeres	42
2000	Aragón	06	Resto de América	343	Colombia	16 a 64	Hombres	70
2000	Aragón	06	Resto de América	343	Colombia	16 a 64	Mujeres	208
2000	Aragón	06	Resto de América	343	Colombia	65 y más	Hombres	1
2000	Aragón	06	Resto de América	343	Colombia	65 y más	Mujeres	5
2000	Aragón	06	Resto de América	344	Chile	0 a 15	Mujeres	4
2000	Aragón	06	Resto de América	344	Chile	16 a 64	Hombres	26
2000	Aragón	06	Resto de América	344	Chile	16 a 64	Mujeres	58
2000	Aragón	06	Resto de América	344	Chile	65 y más	Hombres	1
2000	Aragón	06	Resto de América	344	Chile	65 y más	Mujeres	4
2000	Aragón	06	Resto de América	345	Ecuador	0 a 15	Hombres	29
2000	Aragón	06	Resto de América	345	Ecuador	0 a 15	Mujeres	28
2000	Aragón	06	Resto de América	345	Ecuador	16 a 64	Hombres	105
2000	Aragón	06	Resto de América	345	Ecuador	16 a 64	Mujeres	121
2000	Aragón	06	Resto de América	347	Paraguay	0 a 15	Mujeres	1
2000	Aragón	06	Resto de América	347	Paraguay	16 a 64	Hombres	4
2000	Aragón	06	Resto de América	347	Paraguay	16 a 64	Mujeres	10
2000	Aragón	06	Resto de América	347	Paraguay	65 y más	Mujeres	1
2000	Aragón	06	Resto de América	348	Perú	0 a 15	Hombres	12
2000	Aragón	06	Resto de América	348	Perú	0 a 15	Mujeres	22
2000	Aragón	06	Resto de América	348	Perú	16 a 64	Hombres	102
2000	Aragón	06	Resto de América	348	Perú	16 a 64	Mujeres	147
2000	Aragón	06	Resto de América	348	Perú	65 y más	Hombres	6
2000	Aragón	06	Resto de América	348	Perú	65 y más	Mujeres	10
2000	Aragón	06	Resto de América	350	Uruguay	0 a 15	Hombres	1
2000	Aragón	06	Resto de América	350	Uruguay	0 a 15	Mujeres	3
2000	Aragón	06	Resto de América	350	Uruguay	16 a 64	Hombres	22
2000	Aragón	06	Resto de América	350	Uruguay	16 a 64	Mujeres	17
2000	Aragón	06	Resto de América	350	Uruguay	65 y más	Mujeres	3
2000	Aragón	06	Resto de América	351	Venezuela	0 a 15	Hombres	15
2000	Aragón	06	Resto de América	351	Venezuela	0 a 15	Mujeres	16
2000	Aragón	06	Resto de América	351	Venezuela	16 a 64	Hombres	47
2000	Aragón	06	Resto de América	351	Venezuela	16 a 64	Mujeres	75
2000	Aragón	06	Resto de América	351	Venezuela	65 y más	Hombres	7
2000	Aragón	06	Resto de América	351	Venezuela	65 y más	Mujeres	5
2000	Aragón	07	Asia	401	Afganistán	16 a 64	Hombres	1
2000	Aragón	07	Asia	402	Arabia Saudí	0 a 15	Hombres	1
2000	Aragón	07	Asia	404	Bangladesh	0 a 15	Hombres	1
2000	Aragón	07	Asia	404	Bangladesh	0 a 15	Mujeres	2
2000	Aragón	07	Asia	404	Bangladesh	16 a 64	Hombres	2
2000	Aragón	07	Asia	404	Bangladesh	16 a 64	Mujeres	1
2000	Aragón	07	Asia	407	China	0 a 15	Hombres	24
2000	Aragón	07	Asia	407	China	0 a 15	Mujeres	22
2000	Aragón	07	Asia	407	China	16 a 64	Hombres	108
2000	Aragón	07	Asia	407	China	16 a 64	Mujeres	98
2000	Aragón	07	Asia	407	China	65 y más	Hombres	3
2000	Aragón	07	Asia	407	China	65 y más	Mujeres	1
2000	Aragón	07	Asia	409	Filipinas	16 a 64	Hombres	4
2000	Aragón	07	Asia	409	Filipinas	16 a 64	Mujeres	13
2000	Aragón	07	Asia	409	Filipinas	65 y más	Hombres	1
2000	Aragón	07	Asia	410	India	0 a 15	Mujeres	1
2000	Aragón	07	Asia	410	India	16 a 64	Hombres	6
2000	Aragón	07	Asia	410	India	16 a 64	Mujeres	10
2000	Aragón	07	Asia	410	India	65 y más	Hombres	1
2000	Aragón	07	Asia	410	India	65 y más	Mujeres	2
2000	Aragón	07	Asia	411	Indonesia	16 a 64	Mujeres	1
2000	Aragón	07	Asia	412	Irak	16 a 64	Hombres	3
2000	Aragón	07	Asia	413	Irán	16 a 64	Hombres	5
2000	Aragón	07	Asia	413	Irán	16 a 64	Mujeres	2
2000	Aragón	07	Asia	414	Israel	16 a 64	Hombres	3
2000	Aragón	07	Asia	414	Israel	16 a 64	Mujeres	2
2000	Aragón	07	Asia	415	Japón	0 a 15	Hombres	1
2000	Aragón	07	Asia	415	Japón	0 a 15	Mujeres	1
2000	Aragón	07	Asia	415	Japón	16 a 64	Hombres	1
2000	Aragón	07	Asia	415	Japón	16 a 64	Mujeres	4
2000	Aragón	07	Asia	416	Jordania	0 a 15	Hombres	3
2000	Aragón	07	Asia	416	Jordania	0 a 15	Mujeres	4
2000	Aragón	07	Asia	416	Jordania	16 a 64	Hombres	16
2000	Aragón	07	Asia	416	Jordania	16 a 64	Mujeres	5
2000	Aragón	07	Asia	419	Laos	16 a 64	Hombres	3
2000	Aragón	07	Asia	419	Laos	16 a 64	Mujeres	6
2000	Aragón	07	Asia	420	Líbano	0 a 15	Hombres	1
2000	Aragón	07	Asia	420	Líbano	0 a 15	Mujeres	2
2000	Aragón	07	Asia	420	Líbano	16 a 64	Hombres	18
2000	Aragón	07	Asia	420	Líbano	16 a 64	Mujeres	5
2000	Aragón	07	Asia	420	Líbano	65 y más	Mujeres	1
2000	Aragón	07	Asia	421	Malasia	16 a 64	Hombres	1
2000	Aragón	07	Asia	421	Malasia	16 a 64	Mujeres	1
2000	Aragón	07	Asia	423	Mongolia	16 a 64	Mujeres	1
2000	Aragón	07	Asia	426	Pakistán	0 a 15	Hombres	2
2000	Aragón	07	Asia	426	Pakistán	0 a 15	Mujeres	4
2000	Aragón	07	Asia	426	Pakistán	16 a 64	Hombres	55
2000	Aragón	07	Asia	426	Pakistán	16 a 64	Mujeres	9
2000	Aragón	07	Asia	430	República de Corea	0 a 15	Hombres	2
2000	Aragón	07	Asia	430	República de Corea	16 a 64	Hombres	11
2000	Aragón	07	Asia	430	República de Corea	16 a 64	Mujeres	14
2000	Aragón	07	Asia	433	Siria	0 a 15	Hombres	2
2000	Aragón	07	Asia	433	Siria	0 a 15	Mujeres	2
2000	Aragón	07	Asia	433	Siria	16 a 64	Hombres	13
2000	Aragón	07	Asia	433	Siria	16 a 64	Mujeres	6
2000	Aragón	07	Asia	433	Siria	65 y más	Mujeres	1
2000	Aragón	07	Asia	434	Sri-Lanka	16 a 64	Hombres	1
2000	Aragón	07	Asia	435	Tailandia	16 a 64	Mujeres	4
2000	Aragón	07	Asia	437	Vietnam	16 a 64	Hombres	1
2000	Aragón	07	Asia	437	Vietnam	16 a 64	Mujeres	1
2000	Aragón	07	Asia	443	Kazajstan	16 a 64	Hombres	1
2000	Aragón	07	Asia	443	Kazajstan	16 a 64	Mujeres	1
2000	Aragón	07	Asia	447	Uzbekistán	16 a 64	Hombres	1
2000	Aragón	07	Asia	447	Uzbekistán	16 a 64	Mujeres	1
2000	Aragón	07	Asia	499	Países sin relaciones diplomáticas	16 a 64	Hombres	2
2000	Aragón	07	Asia	499	Países sin relaciones diplomáticas	16 a 64	Mujeres	2
2000	Aragón	07	Asia	499	Países sin relaciones diplomáticas	65 y más	Mujeres	1
2000	Aragón	08	Oceanía	501	Australia	0 a 15	Hombres	3
2000	Aragón	08	Oceanía	501	Australia	0 a 15	Mujeres	1
2000	Aragón	08	Oceanía	501	Australia	16 a 64	Hombres	5
2000	Aragón	08	Oceanía	501	Australia	16 a 64	Mujeres	3
2000	Aragón	08	Oceanía	501	Australia	65 y más	Hombres	1
2000	Aragón	08	Oceanía	504	Nueva Zelanda	16 a 64	Mujeres	2
2000	Aragón	08	Oceanía	511	Micronesia	16 a 64	Hombres	2
2000	Aragón	08	Oceanía	511	Micronesia	16 a 64	Mujeres	1
2000	Aragón	08	Oceanía	512	Tuvalu	16 a 64	Hombres	1
2000	Aragón	08	Oceanía	512	Tuvalu	16 a 64	Mujeres	1
2000	Aragón	08	Oceanía	512	Tuvalu	65 y más	Hombres	1
2000	Aragón	09	Apátridas y no consta	555	Apátridas	0 a 15	Hombres	3
2000	Aragón	09	Apátridas y no consta	555	Apátridas	0 a 15	Mujeres	2
