Provincia código	Provincia nombre	Municipio código	Municipio nombre	Año	Saldo migratorio
22	Huesca	22119	Gurrea de Gállego	2015	-14
22	Huesca	22122	Hoz de Jaca	2015	4
22	Huesca	22124	Huerto	2015	-1
22	Huesca	22125	Huesca	2015	106
22	Huesca	22126	Ibieca	2015	-6
22	Huesca	22127	Igriés	2015	21
22	Huesca	22128	Ilche	2015	7
22	Huesca	22129	Isábena	2015	-1
22	Huesca	22130	Jaca	2015	-105
22	Huesca	22131	Jasa	2015	-6
22	Huesca	22133	Labuerda	2015	-3
22	Huesca	22135	Laluenga	2015	2
22	Huesca	22136	Lalueza	2015	-13
22	Huesca	22137	Lanaja	2015	9
22	Huesca	22139	Laperdiguera	2015	-1
22	Huesca	22141	Lascellas-Ponzano	2015	-3
22	Huesca	22142	Lascuarre	2015	-1
22	Huesca	22143	Laspaúles	2015	-5
22	Huesca	22144	Laspuña	2015	-11
22	Huesca	22149	Loarre	2015	5
22	Huesca	22150	Loporzano	2015	9
22	Huesca	22151	Loscorrales	2015	-3
22	Huesca	22155	Monesma y Cajigar	2015	-1
22	Huesca	22156	Monflorite-Lascasas	2015	48
22	Huesca	22157	Montanuy	2015	6
22	Huesca	22158	Monzón	2015	52
22	Huesca	22160	Naval	2015	6
22	Huesca	22162	Novales	2015	3
22	Huesca	22163	Nueno	2015	2
22	Huesca	22164	Olvena	2015	1
22	Huesca	22165	Ontiñena	2015	-3
22	Huesca	22167	Osso de Cinca	2015	14
22	Huesca	22168	Palo	2015	0
22	Huesca	22170	Panticosa	2015	10
22	Huesca	22172	Peñalba	2015	3
22	Huesca	22173	Peñas de Riglos (Las)	2015	-3
22	Huesca	22174	Peralta de Alcofea	2015	0
22	Huesca	22175	Peralta de Calasanz	2015	-2
22	Huesca	22176	Peraltilla	2015	-5
22	Huesca	22177	Perarrúa	2015	3
22	Huesca	22178	Pertusa	2015	-7
22	Huesca	22181	Piracés	2015	-4
22	Huesca	22182	Plan	2015	2
22	Huesca	22184	Poleñino	2015	-6
22	Huesca	22186	Pozán de Vero	2015	-8
22	Huesca	22187	Puebla de Castro (La)	2015	5
22	Huesca	22188	Puente de Montañana	2015	2
22	Huesca	22189	Puértolas	2015	2
22	Huesca	22190	Pueyo de Araguás (El)	2015	8
22	Huesca	22193	Pueyo de Santa Cruz	2015	-14
22	Huesca	22195	Quicena	2015	-5
22	Huesca	22197	Robres	2015	-12
22	Huesca	22199	Sabiñánigo	2015	-109
22	Huesca	22200	Sahún	2015	-6
22	Huesca	22201	Salas Altas	2015	5
22	Huesca	22202	Salas Bajas	2015	2
22	Huesca	22203	Salillas	2015	-3
22	Huesca	22204	Sallent de Gállego	2015	-3
22	Huesca	22205	San Esteban de Litera	2015	10
22	Huesca	22206	Sangarrén	2015	-14
22	Huesca	22207	San Juan de Plan	2015	0
22	Huesca	22208	Santa Cilia	2015	14
22	Huesca	22209	Santa Cruz de la Serós	2015	-1
22	Huesca	22212	Santaliestra y San Quílez	2015	-7
22	Huesca	22213	Sariñena	2015	-22
22	Huesca	22214	Secastilla	2015	4
22	Huesca	22215	Seira	2015	-1
22	Huesca	22217	Sena	2015	-3
22	Huesca	22218	Senés de Alcubierre	2015	-3
22	Huesca	22220	Sesa	2015	-3
22	Huesca	22221	Sesué	2015	-15
22	Huesca	22222	Siétamo	2015	10
22	Huesca	22223	Sopeira	2015	-4
22	Huesca	22225	Tamarite de Litera	2015	17
22	Huesca	22226	Tardienta	2015	-6
22	Huesca	22227	Tella-Sin	2015	4
22	Huesca	22228	Tierz	2015	-1
22	Huesca	22229	Tolva	2015	2
22	Huesca	22230	Torla-Ordesa	2015	-1
22	Huesca	22232	Torralba de Aragón	2015	-5
22	Huesca	22233	Torre la Ribera	2015	-2
22	Huesca	22234	Torrente de Cinca	2015	27
22	Huesca	22235	Torres de Alcanadre	2015	-6
22	Huesca	22236	Torres de Barbués	2015	7
22	Huesca	22239	Tramaced	2015	4
22	Huesca	22242	Valfarta	2015	0
22	Huesca	22243	Valle de Bardají	2015	-2
22	Huesca	22244	Valle de Lierp	2015	-1
22	Huesca	22245	Velilla de Cinca	2015	2
22	Huesca	22246	Beranuy	2015	-1
22	Huesca	22247	Viacamp y Litera	2015	2
22	Huesca	22248	Vicién	2015	-5
22	Huesca	22249	Villanova	2015	5
22	Huesca	22250	Villanúa	2015	4
22	Huesca	22251	Villanueva de Sigena	2015	-22
22	Huesca	22252	Yebra de Basa	2015	-4
22	Huesca	22253	Yésero	2015	-1
22	Huesca	22254	Zaidín	2015	-14
22	Huesca	22901	Valle de Hecho	2015	5
22	Huesca	22902	Puente la Reina de Jaca	2015	16
22	Huesca	22903	San Miguel del Cinca	2015	-23
22	Huesca	22904	Sotonera (La)	2015	-18
22	Huesca	22905	Lupiñén-Ortilla	2015	-24
22	Huesca	22906	Santa María de Dulcis	2015	3
22	Huesca	22907	Aínsa-Sobrarbe	2015	-45
22	Huesca	22908	Hoz y Costeán	2015	-8
22	Huesca	22909	Vencillón	2015	8
44	Teruel	44001	Ababuj	2015	2
44	Teruel	44002	Abejuela	2015	1
44	Teruel	44004	Aguaviva	2015	-22
44	Teruel	44005	Aguilar del Alfambra	2015	-3
44	Teruel	44006	Alacón	2015	-11
44	Teruel	44007	Alba	2015	-10
44	Teruel	44008	Albalate del Arzobispo	2015	18
44	Teruel	44009	Albarracín	2015	12
44	Teruel	44010	Albentosa	2015	2
44	Teruel	44011	Alcaine	2015	-4
44	Teruel	44012	Alcalá de la Selva	2015	-2
44	Teruel	44013	Alcañiz	2015	-145
44	Teruel	44014	Alcorisa	2015	-45
44	Teruel	44016	Alfambra	2015	6
44	Teruel	44017	Aliaga	2015	-9
44	Teruel	44018	Almohaja	2015	0
44	Teruel	44019	Alobras	2015	-6
44	Teruel	44021	Allepuz	2015	10
44	Teruel	44022	Alloza	2015	-1
44	Teruel	44023	Allueva	2015	2
44	Teruel	44024	Anadón	2015	2
44	Teruel	44025	Andorra	2015	-163
44	Teruel	44026	Arcos de las Salinas	2015	2
44	Teruel	44027	Arens de Lledó	2015	-1
44	Teruel	44028	Argente	2015	-2
44	Teruel	44029	Ariño	2015	-5
44	Teruel	44031	Azaila	2015	-6
44	Teruel	44032	Bádenas	2015	1
44	Teruel	44033	Báguena	2015	-1
44	Teruel	44034	Bañón	2015	8
44	Teruel	44035	Barrachina	2015	-2
44	Teruel	44036	Bea	2015	9
44	Teruel	44037	Beceite	2015	-6
44	Teruel	44038	Belmonte de San José	2015	4
44	Teruel	44039	Bello	2015	8
44	Teruel	44040	Berge	2015	-4
44	Teruel	44041	Bezas	2015	-2
44	Teruel	44042	Blancas	2015	-1
44	Teruel	44043	Blesa	2015	-6
44	Teruel	44044	Bordón	2015	-4
44	Teruel	44045	Bronchales	2015	0
44	Teruel	44046	Bueña	2015	-1
44	Teruel	44047	Burbáguena	2015	7
44	Teruel	44048	Cabra de Mora	2015	-2
44	Teruel	44049	Calaceite	2015	-1
44	Teruel	44050	Calamocha	2015	-18
44	Teruel	44051	Calanda	2015	-23
44	Teruel	44052	Calomarde	2015	-6
44	Teruel	44053	Camañas	2015	8
44	Teruel	44054	Camarena de la Sierra	2015	2
44	Teruel	44055	Camarillas	2015	-3
44	Teruel	44056	Caminreal	2015	1
44	Teruel	44059	Cantavieja	2015	-24
44	Teruel	44060	Cañada de Benatanduz	2015	0
44	Teruel	44061	Cañada de Verich (La)	2015	-4
44	Teruel	44063	Cañizar del Olivar	2015	-8
44	Teruel	44064	Cascante del Río	2015	-6
44	Teruel	44065	Castejón de Tornos	2015	3
44	Teruel	44066	Castel de Cabra	2015	-2
44	Teruel	44067	Castelnou	2015	-1
44	Teruel	44068	Castelserás	2015	-2
44	Teruel	44070	Castellar (El)	2015	-1
44	Teruel	44071	Castellote	2015	-11
44	Teruel	44074	Cedrillas	2015	0
44	Teruel	44075	Celadas	2015	3
44	Teruel	44076	Cella	2015	-63
44	Teruel	44077	Cerollera (La)	2015	-4
44	Teruel	44080	Codoñera (La)	2015	6
44	Teruel	44082	Corbalán	2015	-1
44	Teruel	44084	Cortes de Aragón	2015	6
44	Teruel	44085	Cosa	2015	-1
44	Teruel	44086	Cretas	2015	-18
44	Teruel	44087	Crivillén	2015	-2
44	Teruel	44088	Cuba (La)	2015	-1
44	Teruel	44089	Cubla	2015	-2
44	Teruel	44090	Cucalón	2015	-8
44	Teruel	44092	Cuervo (El)	2015	2
44	Teruel	44093	Cuevas de Almudén	2015	5
44	Teruel	44094	Cuevas Labradas	2015	6
44	Teruel	44096	Ejulve	2015	-10
44	Teruel	44097	Escorihuela	2015	-4
44	Teruel	44099	Escucha	2015	-6
44	Teruel	44100	Estercuel	2015	10
44	Teruel	44101	Ferreruela de Huerva	2015	-3
44	Teruel	44103	Formiche Alto	2015	-19
44	Teruel	44105	Fórnoles	2015	2
44	Teruel	44106	Fortanete	2015	4
44	Teruel	44107	Foz-Calanda	2015	0
44	Teruel	44108	Fresneda (La)	2015	-9
44	Teruel	44109	Frías de Albarracín	2015	-1
44	Teruel	44110	Fuenferrada	2015	0
44	Teruel	44111	Fuentes Calientes	2015	3
44	Teruel	44112	Fuentes Claras	2015	-34
44	Teruel	44113	Fuentes de Rubielos	2015	-6
44	Teruel	44114	Fuentespalda	2015	4
44	Teruel	44115	Galve	2015	-4
44	Teruel	44116	Gargallo	2015	0
44	Teruel	44117	Gea de Albarracín	2015	-13
44	Teruel	44118	Ginebrosa (La)	2015	1
44	Teruel	44119	Griegos	2015	5
44	Teruel	44120	Guadalaviar	2015	2
44	Teruel	44121	Gúdar	2015	-4
44	Teruel	44122	Híjar	2015	-16
44	Teruel	44123	Hinojosa de Jarque	2015	-3
44	Teruel	44124	Hoz de la Vieja (La)	2015	-2
44	Teruel	44125	Huesa del Común	2015	-2
44	Teruel	44126	Iglesuela del Cid (La)	2015	-1
44	Teruel	44127	Jabaloyas	2015	-1
44	Teruel	44128	Jarque de la Val	2015	0
44	Teruel	44129	Jatiel	2015	-5
44	Teruel	44130	Jorcas	2015	-2
44	Teruel	44131	Josa	2015	-2
44	Teruel	44132	Lagueruela	2015	-3
44	Teruel	44133	Lanzuela	2015	-2
44	Teruel	44135	Libros	2015	-10
44	Teruel	44136	Lidón	2015	3
44	Teruel	44137	Linares de Mora	2015	-14
44	Teruel	44138	Loscos	2015	-5
44	Teruel	44141	Lledó	2015	-3
44	Teruel	44143	Manzanera	2015	-2
44	Teruel	44144	Martín del Río	2015	-11
44	Teruel	44145	Mas de las Matas	2015	-7
44	Teruel	44146	Mata de los Olmos (La)	2015	6
44	Teruel	44147	Mazaleón	2015	11
44	Teruel	44148	Mezquita de Jarque	2015	-5
44	Teruel	44149	Mirambel	2015	6
44	Teruel	44150	Miravete de la Sierra	2015	-1
44	Teruel	44151	Molinos	2015	-1
44	Teruel	44152	Monforte de Moyuela	2015	1
44	Teruel	44153	Monreal del Campo	2015	-54
44	Teruel	44154	Monroyo	2015	-18
44	Teruel	44155	Montalbán	2015	-34
44	Teruel	44156	Monteagudo del Castillo	2015	1
44	Teruel	44157	Monterde de Albarracín	2015	-1
44	Teruel	44158	Mora de Rubielos	2015	-3
44	Teruel	44159	Moscardón	2015	-4
44	Teruel	44160	Mosqueruela	2015	-8
44	Teruel	44161	Muniesa	2015	-3
44	Teruel	44163	Noguera de Albarracín	2015	-3
44	Teruel	44164	Nogueras	2015	0
44	Teruel	44165	Nogueruelas	2015	9
44	Teruel	44167	Obón	2015	-5
44	Teruel	44168	Odón	2015	0
44	Teruel	44169	Ojos Negros	2015	-6
44	Teruel	44171	Olba	2015	-9
44	Teruel	44172	Oliete	2015	-11
44	Teruel	44173	Olmos (Los)	2015	1
44	Teruel	44174	Orihuela del Tremedal	2015	-30
44	Teruel	44175	Orrios	2015	-1
44	Teruel	44176	Palomar de Arroyos	2015	-7
44	Teruel	44177	Pancrudo	2015	4
44	Teruel	44178	Parras de Castellote (Las)	2015	-2
44	Teruel	44179	Peñarroya de Tastavins	2015	-5
44	Teruel	44180	Peracense	2015	3
44	Teruel	44181	Peralejos	2015	3
44	Teruel	44182	Perales del Alfambra	2015	-7
44	Teruel	44183	Pitarque	2015	3
44	Teruel	44184	Plou	2015	-2
44	Teruel	44185	Pobo (El)	2015	-7
44	Teruel	44187	Portellada (La)	2015	4
44	Teruel	44189	Pozondón	2015	0
44	Teruel	44190	Pozuel del Campo	2015	-2
44	Teruel	44191	Puebla de Híjar (La)	2015	-18
44	Teruel	44192	Puebla de Valverde (La)	2015	-59
44	Teruel	44193	Puertomingalvo	2015	-2
44	Teruel	44194	Ráfales	2015	4
44	Teruel	44195	Rillo	2015	-3
44	Teruel	44196	Riodeva	2015	-6
44	Teruel	44198	Royuela	2015	-1
44	Teruel	44199	Rubiales	2015	-2
44	Teruel	44200	Rubielos de la Cérida	2015	-2
44	Teruel	44201	Rubielos de Mora	2015	-2
44	Teruel	44203	Salcedillo	2015	4
44	Teruel	44205	Samper de Calanda	2015	0
44	Teruel	44206	San Agustín	2015	-6
44	Teruel	44207	San Martín del Río	2015	-7
44	Teruel	44208	Santa Cruz de Nogueras	2015	2
44	Teruel	44209	Santa Eulalia	2015	-13
44	Teruel	44210	Sarrión	2015	-38
44	Teruel	44211	Segura de los Baños	2015	5
44	Teruel	44212	Seno	2015	1
44	Teruel	44213	Singra	2015	2
44	Teruel	44215	Terriente	2015	-3
44	Teruel	44216	Teruel	2015	101
44	Teruel	44217	Toril y Masegoso	2015	-1
44	Teruel	44218	Tormón	2015	0
44	Teruel	44219	Tornos	2015	-1
44	Teruel	44220	Torralba de los Sisones	2015	6
44	Teruel	44221	Torrecilla de Alcañiz	2015	19
44	Teruel	44222	Torrecilla del Rebollar	2015	-4
44	Teruel	44223	Torre de Arcas	2015	1
44	Teruel	44225	Torre del Compte	2015	-2
44	Teruel	44226	Torrelacárcel	2015	-9
44	Teruel	44227	Torre los Negros	2015	-3
44	Teruel	44228	Torremocha de Jiloca	2015	2
44	Teruel	44229	Torres de Albarracín	2015	3
44	Teruel	44230	Torrevelilla	2015	7
44	Teruel	44231	Torrijas	2015	0
44	Teruel	44232	Torrijo del Campo	2015	-17
44	Teruel	44234	Tramacastiel	2015	-6
44	Teruel	44235	Tramacastilla	2015	1
44	Teruel	44236	Tronchón	2015	3
44	Teruel	44237	Urrea de Gaén	2015	-6
44	Teruel	44238	Utrillas	2015	-22
44	Teruel	44239	Valacloche	2015	-3
44	Teruel	44240	Valbona	2015	-3
44	Teruel	44241	Valdealgorfa	2015	-13
44	Teruel	44243	Valdecuenca	2015	-5
44	Teruel	44244	Valdelinares	2015	5
44	Teruel	44245	Valdeltormo	2015	-7
44	Teruel	44246	Valderrobres	2015	-21
44	Teruel	44247	Valjunquera	2015	7
44	Teruel	44249	Vallecillo (El)	2015	0
44	Teruel	44250	Veguillas de la Sierra	2015	-2
44	Teruel	44251	Villafranca del Campo	2015	3
44	Teruel	44252	Villahermosa del Campo	2015	0
44	Teruel	44256	Villanueva del Rebollar de la Sierra	2015	-2
44	Teruel	44257	Villar del Cobo	2015	-1
44	Teruel	44258	Villar del Salz	2015	-5
44	Teruel	44260	Villarluengo	2015	-13
44	Teruel	44261	Villarquemado	2015	9
44	Teruel	44262	Villarroya de los Pinares	2015	1
44	Teruel	44263	Villastar	2015	-25
44	Teruel	44264	Villel	2015	-3
44	Teruel	44265	Vinaceite	2015	-2
44	Teruel	44266	Visiedo	2015	-2
44	Teruel	44267	Vivel del Río Martín	2015	-2
44	Teruel	44268	Zoma (La)	2015	-2
50	Zaragoza	50001	Abanto	2015	-4
50	Zaragoza	50002	Acered	2015	13
50	Zaragoza	50003	Agón	2015	0
50	Zaragoza	50004	Aguarón	2015	-14
50	Zaragoza	50005	Aguilón	2015	-6
50	Zaragoza	50006	Ainzón	2015	1
50	Zaragoza	50007	Aladrén	2015	-3
50	Zaragoza	50008	Alagón	2015	58
50	Zaragoza	50009	Alarba	2015	-2
50	Zaragoza	50010	Alberite de San Juan	2015	0
50	Zaragoza	50011	Albeta	2015	-5
50	Zaragoza	50012	Alborge	2015	-3
50	Zaragoza	50013	Alcalá de Ebro	2015	-12
50	Zaragoza	50014	Alcalá de Moncayo	2015	-6
50	Zaragoza	50015	Alconchel de Ariza	2015	-3
50	Zaragoza	50016	Aldehuela de Liestos	2015	-3
50	Zaragoza	50017	Alfajarín	2015	29
50	Zaragoza	50018	Alfamén	2015	6
50	Zaragoza	50019	Alforque	2015	-6
50	Zaragoza	50020	Alhama de Aragón	2015	-17
50	Zaragoza	50021	Almochuel	2015	-2
50	Zaragoza	50022	Almolda (La)	2015	1
50	Zaragoza	50023	Almonacid de la Cuba	2015	2
50	Zaragoza	50024	Almonacid de la Sierra	2015	-20
50	Zaragoza	50025	Almunia de Doña Godina (La)	2015	-11
50	Zaragoza	50026	Alpartir	2015	-8
50	Zaragoza	50027	Ambel	2015	0
50	Zaragoza	50028	Anento	2015	-2
50	Zaragoza	50029	Aniñón	2015	-7
50	Zaragoza	50030	Añón de Moncayo	2015	-6
50	Zaragoza	50031	Aranda de Moncayo	2015	1
50	Zaragoza	50032	Arándiga	2015	-16
50	Zaragoza	50033	Ardisa	2015	-2
50	Zaragoza	50034	Ariza	2015	-46
50	Zaragoza	50035	Artieda	2015	-2
50	Zaragoza	50036	Asín	2015	3
50	Zaragoza	50037	Atea	2015	-8
50	Zaragoza	50038	Ateca	2015	-60
50	Zaragoza	50039	Azuara	2015	-20
50	Zaragoza	50040	Badules	2015	-1
50	Zaragoza	50041	Bagüés	2015	-1
50	Zaragoza	50042	Balconchán	2015	1
50	Zaragoza	50043	Bárboles	2015	-13
50	Zaragoza	50044	Bardallur	2015	-5
50	Zaragoza	50045	Belchite	2015	20
50	Zaragoza	50046	Belmonte de Gracián	2015	2
50	Zaragoza	50047	Berdejo	2015	-1
50	Zaragoza	50048	Berrueco	2015	-2
50	Zaragoza	50050	Bijuesca	2015	0
50	Zaragoza	50051	Biota	2015	-20
50	Zaragoza	50052	Bisimbre	2015	6
50	Zaragoza	50053	Boquiñeni	2015	-3
50	Zaragoza	50054	Bordalba	2015	-1
50	Zaragoza	50055	Borja	2015	34
50	Zaragoza	50056	Botorrita	2015	3
50	Zaragoza	50057	Brea de Aragón	2015	-30
50	Zaragoza	50058	Bubierca	2015	-5
50	Zaragoza	50059	Bujaraloz	2015	-14
50	Zaragoza	50060	Bulbuente	2015	-7
50	Zaragoza	50061	Bureta	2015	-12
50	Zaragoza	50062	Burgo de Ebro (El)	2015	17
50	Zaragoza	50063	Buste (El)	2015	-3
50	Zaragoza	50064	Cabañas de Ebro	2015	-7
50	Zaragoza	50065	Cabolafuente	2015	-1
50	Zaragoza	50066	Cadrete	2015	45
50	Zaragoza	50067	Calatayud	2015	-176
50	Zaragoza	50068	Calatorao	2015	-46
50	Zaragoza	50069	Calcena	2015	-3
50	Zaragoza	50070	Calmarza	2015	-3
50	Zaragoza	50071	Campillo de Aragón	2015	1
50	Zaragoza	50072	Carenas	2015	0
50	Zaragoza	50073	Cariñena	2015	70
50	Zaragoza	50074	Caspe	2015	-185
50	Zaragoza	50075	Castejón de Alarba	2015	-7
50	Zaragoza	50076	Castejón de las Armas	2015	-7
50	Zaragoza	50077	Castejón de Valdejasa	2015	2
50	Zaragoza	50078	Castiliscar	2015	-13
50	Zaragoza	50079	Cervera de la Cañada	2015	-3
50	Zaragoza	50080	Cerveruela	2015	-1
50	Zaragoza	50081	Cetina	2015	-14
50	Zaragoza	50082	Cimballa	2015	-2
50	Zaragoza	50083	Cinco Olivas	2015	-3
50	Zaragoza	50084	Clarés de Ribota	2015	5
50	Zaragoza	50085	Codo	2015	-8
50	Zaragoza	50086	Codos	2015	7
50	Zaragoza	50087	Contamina	2015	-1
50	Zaragoza	50088	Cosuenda	2015	-3
50	Zaragoza	50089	Cuarte de Huerva	2015	237
50	Zaragoza	50090	Cubel	2015	-4
50	Zaragoza	50091	Cuerlas (Las)	2015	-4
50	Zaragoza	50092	Chiprana	2015	-14
50	Zaragoza	50093	Chodes	2015	-5
50	Zaragoza	50094	Daroca	2015	-5
50	Zaragoza	50095	Ejea de los Caballeros	2015	82
50	Zaragoza	50096	Embid de Ariza	2015	-5
50	Zaragoza	50098	Encinacorba	2015	-9
50	Zaragoza	50099	Épila	2015	15
50	Zaragoza	50100	Erla	2015	-2
50	Zaragoza	50101	Escatrón	2015	-11
50	Zaragoza	50102	Fabara	2015	-20
50	Zaragoza	50104	Farlete	2015	-3
50	Zaragoza	50105	Fayón	2015	-10
50	Zaragoza	50106	Fayos (Los)	2015	1
50	Zaragoza	50107	Figueruelas	2015	7
50	Zaragoza	50108	Fombuena	2015	1
50	Zaragoza	50109	Frago (El)	2015	-4
50	Zaragoza	50110	Frasno (El)	2015	-8
50	Zaragoza	50111	Fréscano	2015	-5
50	Zaragoza	50113	Fuendejalón	2015	-23
50	Zaragoza	50114	Fuendetodos	2015	-13
50	Zaragoza	50115	Fuentes de Ebro	2015	-9
50	Zaragoza	50116	Fuentes de Jiloca	2015	-10
50	Zaragoza	50117	Gallocanta	2015	-4
50	Zaragoza	50118	Gallur	2015	-24
50	Zaragoza	50119	Gelsa	2015	20
50	Zaragoza	50120	Godojos	2015	7
50	Zaragoza	50121	Gotor	2015	-9
50	Zaragoza	50122	Grisel	2015	-2
50	Zaragoza	50123	Grisén	2015	-19
50	Zaragoza	50124	Herrera de los Navarros	2015	-7
50	Zaragoza	50125	Ibdes	2015	-13
50	Zaragoza	50126	Illueca	2015	-9
50	Zaragoza	50128	Isuerre	2015	-1
50	Zaragoza	50129	Jaraba	2015	-9
50	Zaragoza	50130	Jarque de Moncayo	2015	0
50	Zaragoza	50131	Jaulín	2015	0
50	Zaragoza	50132	Joyosa (La)	2015	-21
50	Zaragoza	50133	Lagata	2015	-2
50	Zaragoza	50134	Langa del Castillo	2015	-1
50	Zaragoza	50135	Layana	2015	-10
50	Zaragoza	50136	Lécera	2015	2
50	Zaragoza	50137	Leciñena	2015	-3
50	Zaragoza	50138	Lechón	2015	-3
50	Zaragoza	50139	Letux	2015	-11
50	Zaragoza	50140	Litago	2015	1
50	Zaragoza	50141	Lituénigo	2015	-3
50	Zaragoza	50142	Lobera de Onsella	2015	-7
50	Zaragoza	50143	Longares	2015	-33
50	Zaragoza	50144	Longás	2015	-2
50	Zaragoza	50146	Lucena de Jalón	2015	-9
50	Zaragoza	50147	Luceni	2015	-6
50	Zaragoza	50148	Luesia	2015	-10
50	Zaragoza	50149	Luesma	2015	-8
50	Zaragoza	50150	Lumpiaque	2015	-10
50	Zaragoza	50151	Luna	2015	-12
50	Zaragoza	50152	Maella	2015	14
50	Zaragoza	50153	Magallón	2015	-7
50	Zaragoza	50154	Mainar	2015	-5
50	Zaragoza	50155	Malanquilla	2015	-4
50	Zaragoza	50156	Maleján	2015	-7
50	Zaragoza	50157	Malón	2015	6
50	Zaragoza	50159	Maluenda	2015	1
50	Zaragoza	50160	Mallén	2015	21
50	Zaragoza	50161	Manchones	2015	-11
50	Zaragoza	50162	Mara	2015	10
50	Zaragoza	50163	María de Huerva	2015	85
50	Zaragoza	50164	Mediana de Aragón	2015	-13
50	Zaragoza	50165	Mequinenza	2015	-29
50	Zaragoza	50166	Mesones de Isuela	2015	1
50	Zaragoza	50167	Mezalocha	2015	14
50	Zaragoza	50168	Mianos	2015	-3
50	Zaragoza	50169	Miedes de Aragón	2015	-4
50	Zaragoza	50170	Monegrillo	2015	-3
50	Zaragoza	50171	Moneva	2015	-1
50	Zaragoza	50172	Monreal de Ariza	2015	-2
50	Zaragoza	50173	Monterde	2015	-59
50	Zaragoza	50174	Montón	2015	-1
50	Zaragoza	50175	Morata de Jalón	2015	-27
50	Zaragoza	50176	Morata de Jiloca	2015	-6
50	Zaragoza	50177	Morés	2015	-5
50	Zaragoza	50178	Moros	2015	-26
50	Zaragoza	50179	Moyuela	2015	-9
50	Zaragoza	50180	Mozota	2015	5
50	Zaragoza	50181	Muel	2015	-22
50	Zaragoza	50182	Muela (La)	2015	38
50	Zaragoza	50183	Munébrega	2015	12
50	Zaragoza	50184	Murero	2015	-2
50	Zaragoza	50185	Murillo de Gállego	2015	-2
50	Zaragoza	50186	Navardún	2015	1
50	Zaragoza	50187	Nigüella	2015	0
50	Zaragoza	50188	Nombrevilla	2015	-2
50	Zaragoza	50189	Nonaspe	2015	-23
50	Zaragoza	50190	Novallas	2015	-29
50	Zaragoza	50191	Novillas	2015	-8
50	Zaragoza	50192	Nuévalos	2015	9
50	Zaragoza	50193	Nuez de Ebro	2015	0
50	Zaragoza	50194	Olvés	2015	2
50	Zaragoza	50195	Orcajo	2015	2
50	Zaragoza	50196	Orera	2015	-4
50	Zaragoza	50197	Orés	2015	-2
50	Zaragoza	50198	Oseja	2015	-2
50	Zaragoza	50199	Osera de Ebro	2015	13
50	Zaragoza	50200	Paniza	2015	-8
50	Zaragoza	50201	Paracuellos de Jiloca	2015	5
50	Zaragoza	50202	Paracuellos de la Ribera	2015	-2
50	Zaragoza	50203	Pastriz	2015	25
50	Zaragoza	50204	Pedrola	2015	-47
50	Zaragoza	50205	Pedrosas (Las)	2015	0
50	Zaragoza	50206	Perdiguera	2015	4
50	Zaragoza	50207	Piedratajada	2015	0
50	Zaragoza	50208	Pina de Ebro	2015	-71
50	Zaragoza	50209	Pinseque	2015	97
50	Zaragoza	50210	Pintanos (Los)	2015	0
50	Zaragoza	50211	Plasencia de Jalón	2015	-20
50	Zaragoza	50212	Pleitas	2015	0
50	Zaragoza	50213	Plenas	2015	-4
50	Zaragoza	50214	Pomer	2015	2
50	Zaragoza	50215	Pozuel de Ariza	2015	1
50	Zaragoza	50216	Pozuelo de Aragón	2015	-2
50	Zaragoza	50217	Pradilla de Ebro	2015	-18
50	Zaragoza	50218	Puebla de Albortón	2015	-4
50	Zaragoza	50219	Puebla de Alfindén (La)	2015	58
50	Zaragoza	50220	Puendeluna	2015	-6
50	Zaragoza	50221	Purujosa	2015	1
50	Zaragoza	50222	Quinto	2015	-9
50	Zaragoza	50223	Remolinos	2015	-14
50	Zaragoza	50224	Retascón	2015	-1
50	Zaragoza	50225	Ricla	2015	-50
50	Zaragoza	50227	Romanos	2015	20
50	Zaragoza	50228	Rueda de Jalón	2015	-4
50	Zaragoza	50229	Ruesca	2015	0
50	Zaragoza	50230	Sádaba	2015	-5
50	Zaragoza	50231	Salillas de Jalón	2015	-8
50	Zaragoza	50232	Salvatierra de Esca	2015	-6
50	Zaragoza	50233	Samper del Salz	2015	-9
50	Zaragoza	50234	San Martín de la Virgen de Moncayo	2015	9
50	Zaragoza	50235	San Mateo de Gállego	2015	16
50	Zaragoza	50236	Santa Cruz de Grío	2015	-8
50	Zaragoza	50237	Santa Cruz de Moncayo	2015	-5
50	Zaragoza	50238	Santa Eulalia de Gállego	2015	-5
50	Zaragoza	50239	Santed	2015	-4
50	Zaragoza	50240	Sástago	2015	-2
50	Zaragoza	50241	Saviñán	2015	1
50	Zaragoza	50242	Sediles	2015	-4
50	Zaragoza	50243	Sestrica	2015	2
50	Zaragoza	50244	Sierra de Luna	2015	-2
50	Zaragoza	50245	Sigüés	2015	-5
50	Zaragoza	50247	Sobradiel	2015	6
50	Zaragoza	50248	Sos del Rey Católico	2015	-9
50	Zaragoza	50249	Tabuenca	2015	-9
50	Zaragoza	50250	Talamantes	2015	-2
50	Zaragoza	50251	Tarazona	2015	-6
50	Zaragoza	50252	Tauste	2015	1
50	Zaragoza	50253	Terrer	2015	-11
50	Zaragoza	50254	Tierga	2015	0
50	Zaragoza	50255	Tobed	2015	-6
50	Zaragoza	50256	Torralba de los Frailes	2015	0
50	Zaragoza	50257	Torralba de Ribota	2015	8
50	Zaragoza	50258	Torralbilla	2015	-4
50	Zaragoza	50260	Torrelapaja	2015	-2
