Año	Comarca Código	Comarca Nombre	Nº Accidentes	Grupo Grado Código	Grupo Grado Código	Régimen Código (2 dígitos)	Régimen (2 dígitos)
2015	05	Cinco Villas	332	Leves	1	01	General
2015	05	Cinco Villas	10	Leves	1	05	Trabajadores Autónomos
2015	06	Hoya de Huesca / Plana de Uesca	637	Leves	1	01	General
2015	06	Hoya de Huesca / Plana de Uesca	13	Leves	1	05	Trabajadores Autónomos
2015	07	Somontano de Barbastro	225	Leves	1	01	General
2015	07	Somontano de Barbastro	8	Leves	1	05	Trabajadores Autónomos
2015	07	Somontano de Barbastro	1	Leves	1	08	Especial Trabajadores del Mar
2015	08	Cinca Medio	285	Leves	1	01	General
2015	08	Cinca Medio	7	Leves	1	05	Trabajadores Autónomos
2015	09	La Litera / La Llitera	235	Leves	1	01	General
2015	09	La Litera / La Llitera	5	Leves	1	05	Trabajadores Autónomos
2015	10	Los Monegros	177	Leves	1	01	General
2015	10	Los Monegros	4	Leves	1	05	Trabajadores Autónomos
2015	11	Bajo Cinca / Baix Cinca	310	Leves	1	01	General
2015	11	Bajo Cinca / Baix Cinca	7	Leves	1	05	Trabajadores Autónomos
2015	11	Bajo Cinca / Baix Cinca	1	Leves	1	09	Especial Minería del Carbón
2015	12	Tarazona y el Moncayo	119	Leves	1	01	General
2015	12	Tarazona y el Moncayo	4	Leves	1	05	Trabajadores Autónomos
2015	13	Campo de Borja	128	Leves	1	01	General
2015	13	Campo de Borja	7	Leves	1	05	Trabajadores Autónomos
2015	14	Aranda	42	Leves	1	01	General
2015	14	Aranda	2	Leves	1	05	Trabajadores Autónomos
2015	15	Ribera Alta del Ebro	512	Leves	1	01	General
2015	15	Ribera Alta del Ebro	12	Leves	1	05	Trabajadores Autónomos
2015	15	Ribera Alta del Ebro	1	Leves	1	09	Especial Minería del Carbón
2015	16	Valdejalón	459	Leves	1	01	General
2015	16	Valdejalón	14	Leves	1	05	Trabajadores Autónomos
2015	16	Valdejalón	1	Leves	1	08	Especial Trabajadores del Mar
2015	17	D.C. Zaragoza	6599	Leves	1	01	General
2015	17	D.C. Zaragoza	84	Leves	1	05	Trabajadores Autónomos
2015	18	Ribera Baja del Ebro	95	Leves	1	01	General
2015	18	Ribera Baja del Ebro	2	Leves	1	05	Trabajadores Autónomos
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	131	Leves	1	01	General
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	8	Leves	1	05	Trabajadores Autónomos
2015	20	Comunidad de Calatayud	227	Leves	1	01	General
2015	20	Comunidad de Calatayud	14	Leves	1	05	Trabajadores Autónomos
2015	21	Campo de Cariñena	115	Leves	1	01	General
2015	21	Campo de Cariñena	17	Leves	1	05	Trabajadores Autónomos
2015	22	Campo de Belchite	22	Leves	1	01	General
2015	22	Campo de Belchite	3	Leves	1	05	Trabajadores Autónomos
2015	23	Bajo Martín	63	Leves	1	01	General
2015	23	Bajo Martín	3	Leves	1	05	Trabajadores Autónomos
2015	24	Campo de Daroca	56	Leves	1	01	General
2015	25	Jiloca	72	Leves	1	01	General
2015	25	Jiloca	7	Leves	1	05	Trabajadores Autónomos
2015	26	Cuencas Mineras	77	Leves	1	01	General
2015	26	Cuencas Mineras	5	Leves	1	05	Trabajadores Autónomos
2015	27	Andorra-Sierra de Arcos	64	Leves	1	01	General
2015	27	Andorra-Sierra de Arcos	60	Leves	1	09	Especial Minería del Carbón
2015	28	Bajo Aragón	137	Leves	1	01	General
2015	28	Bajo Aragón	10	Leves	1	05	Trabajadores Autónomos
2015	29	Comunidad de Teruel	332	Leves	1	01	General
2015	29	Comunidad de Teruel	14	Leves	1	05	Trabajadores Autónomos
2015	30	Maestrazgo	8	Leves	1	01	General
2015	30	Maestrazgo	4	Leves	1	05	Trabajadores Autónomos
2015	31	Sierra de Albarracín	18	Leves	1	01	General
2015	31	Sierra de Albarracín	3	Leves	1	05	Trabajadores Autónomos
2015	32	Gúdar-Javalambre	54	Leves	1	01	General
2015	32	Gúdar-Javalambre	3	Leves	1	05	Trabajadores Autónomos
2015	33	Matarraña / Matarranya	49	Leves	1	01	General
2015	33	Matarraña / Matarranya	5	Leves	1	05	Trabajadores Autónomos
2015	NC	Municipio del centro de trabajo fuera de Aragón	71	Leves	1	01	General
2015	NC	Municipio del centro de trabajo fuera de Aragón	3	Leves	1	05	Trabajadores Autónomos
2014	01	La Jacetania	127	Leves	1	01	General
2014	01	La Jacetania	4	Leves	1	05	Trabajadores Autónomos
2014	02	Alto Gállego	101	Leves	1	01	General
2014	02	Alto Gállego	3	Leves	1	05	Trabajadores Autónomos
2014	03	Sobrarbe	44	Leves	1	01	General
2014	03	Sobrarbe	2	Leves	1	05	Trabajadores Autónomos
2014	04	La Ribagorza	102	Leves	1	01	General
2014	04	La Ribagorza	5	Leves	1	05	Trabajadores Autónomos
2014	05	Cinco Villas	266	Leves	1	01	General
2014	05	Cinco Villas	12	Leves	1	05	Trabajadores Autónomos
2014	06	Hoya de Huesca / Plana de Uesca	623	Leves	1	01	General
2014	06	Hoya de Huesca / Plana de Uesca	15	Leves	1	05	Trabajadores Autónomos
2014	07	Somontano de Barbastro	192	Leves	1	01	General
2014	07	Somontano de Barbastro	7	Leves	1	05	Trabajadores Autónomos
2014	08	Cinca Medio	256	Leves	1	01	General
2014	08	Cinca Medio	9	Leves	1	05	Trabajadores Autónomos
2014	09	La Litera / La Llitera	195	Leves	1	01	General
2014	09	La Litera / La Llitera	7	Leves	1	05	Trabajadores Autónomos
2014	10	Los Monegros	117	Leves	1	01	General
2014	10	Los Monegros	3	Leves	1	05	Trabajadores Autónomos
2014	11	Bajo Cinca / Baix Cinca	307	Leves	1	01	General
2014	11	Bajo Cinca / Baix Cinca	12	Leves	1	05	Trabajadores Autónomos
2014	12	Tarazona y el Moncayo	64	Leves	1	01	General
2014	12	Tarazona y el Moncayo	1	Leves	1	05	Trabajadores Autónomos
2014	13	Campo de Borja	120	Leves	1	01	General
2014	13	Campo de Borja	3	Leves	1	05	Trabajadores Autónomos
2014	14	Aranda	47	Leves	1	01	General
2014	15	Ribera Alta del Ebro	428	Leves	1	01	General
2014	15	Ribera Alta del Ebro	4	Leves	1	05	Trabajadores Autónomos
2014	16	Valdejalón	440	Leves	1	01	General
2014	16	Valdejalón	9	Leves	1	05	Trabajadores Autónomos
2014	17	D.C. Zaragoza	5826	Leves	1	01	General
2014	17	D.C. Zaragoza	104	Leves	1	05	Trabajadores Autónomos
2014	18	Ribera Baja del Ebro	76	Leves	1	01	General
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	92	Leves	1	01	General
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Leves	1	05	Trabajadores Autónomos
2014	20	Comunidad de Calatayud	219	Leves	1	01	General
2014	20	Comunidad de Calatayud	16	Leves	1	05	Trabajadores Autónomos
2014	21	Campo de Cariñena	95	Leves	1	01	General
2014	21	Campo de Cariñena	9	Leves	1	05	Trabajadores Autónomos
2014	22	Campo de Belchite	14	Leves	1	01	General
2014	22	Campo de Belchite	2	Leves	1	05	Trabajadores Autónomos
2014	23	Bajo Martín	60	Leves	1	01	General
2014	23	Bajo Martín	7	Leves	1	05	Trabajadores Autónomos
2014	24	Campo de Daroca	57	Leves	1	01	General
2014	24	Campo de Daroca	3	Leves	1	05	Trabajadores Autónomos
2014	25	Jiloca	81	Leves	1	01	General
2014	25	Jiloca	11	Leves	1	05	Trabajadores Autónomos
2014	26	Cuencas Mineras	99	Leves	1	01	General
2014	26	Cuencas Mineras	3	Leves	1	05	Trabajadores Autónomos
2014	27	Andorra-Sierra de Arcos	67	Leves	1	01	General
2014	27	Andorra-Sierra de Arcos	1	Leves	1	05	Trabajadores Autónomos
2014	27	Andorra-Sierra de Arcos	55	Leves	1	09	Especial Minería del Carbón
2014	28	Bajo Aragón	181	Leves	1	01	General
2014	28	Bajo Aragón	11	Leves	1	05	Trabajadores Autónomos
2014	29	Comunidad de Teruel	369	Leves	1	01	General
2014	29	Comunidad de Teruel	39	Leves	1	05	Trabajadores Autónomos
2014	30	Maestrazgo	7	Leves	1	01	General
2014	30	Maestrazgo	1	Leves	1	05	Trabajadores Autónomos
2014	31	Sierra de Albarracín	16	Leves	1	01	General
2014	32	Gúdar-Javalambre	55	Leves	1	01	General
2014	32	Gúdar-Javalambre	1	Leves	1	05	Trabajadores Autónomos
2014	33	Matarraña / Matarranya	35	Leves	1	01	General
2014	33	Matarraña / Matarranya	2	Leves	1	05	Trabajadores Autónomos
2014	NC	Municipio del centro de trabajo fuera de Aragón	87	Leves	1	01	General
2013	01	La Jacetania	147	Leves	1	01	General
2013	01	La Jacetania	7	Leves	1	05	Trabajadores Autónomos
2013	02	Alto Gállego	86	Leves	1	01	General
2013	03	Sobrarbe	32	Leves	1	01	General
2013	03	Sobrarbe	2	Leves	1	05	Trabajadores Autónomos
2013	04	La Ribagorza	105	Leves	1	01	General
2013	04	La Ribagorza	5	Leves	1	05	Trabajadores Autónomos
2013	05	Cinco Villas	246	Leves	1	01	General
2013	05	Cinco Villas	5	Leves	1	05	Trabajadores Autónomos
2013	06	Hoya de Huesca / Plana de Uesca	558	Leves	1	01	General
2013	06	Hoya de Huesca / Plana de Uesca	11	Leves	1	05	Trabajadores Autónomos
2013	07	Somontano de Barbastro	191	Leves	1	01	General
2013	07	Somontano de Barbastro	9	Leves	1	05	Trabajadores Autónomos
2013	08	Cinca Medio	245	Leves	1	01	General
2013	08	Cinca Medio	3	Leves	1	05	Trabajadores Autónomos
2013	09	La Litera / La Llitera	189	Leves	1	01	General
2013	09	La Litera / La Llitera	9	Leves	1	05	Trabajadores Autónomos
2013	10	Los Monegros	127	Leves	1	01	General
2013	10	Los Monegros	3	Leves	1	05	Trabajadores Autónomos
2013	11	Bajo Cinca / Baix Cinca	258	Leves	1	01	General
2013	11	Bajo Cinca / Baix Cinca	8	Leves	1	05	Trabajadores Autónomos
2013	11	Bajo Cinca / Baix Cinca	2	Leves	1	09	Especial Minería del Carbón
2013	12	Tarazona y el Moncayo	71	Leves	1	01	General
2013	12	Tarazona y el Moncayo	5	Leves	1	05	Trabajadores Autónomos
2013	13	Campo de Borja	139	Leves	1	01	General
2013	13	Campo de Borja	8	Leves	1	05	Trabajadores Autónomos
2013	14	Aranda	23	Leves	1	01	General
2013	14	Aranda	3	Leves	1	05	Trabajadores Autónomos
2013	15	Ribera Alta del Ebro	322	Leves	1	01	General
2013	15	Ribera Alta del Ebro	5	Leves	1	05	Trabajadores Autónomos
2013	16	Valdejalón	345	Leves	1	01	General
2013	16	Valdejalón	4	Leves	1	05	Trabajadores Autónomos
2013	17	D.C. Zaragoza	5790	Leves	1	01	General
2013	17	D.C. Zaragoza	120	Leves	1	05	Trabajadores Autónomos
2013	18	Ribera Baja del Ebro	85	Leves	1	01	General
2013	18	Ribera Baja del Ebro	1	Leves	1	05	Trabajadores Autónomos
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	108	Leves	1	01	General
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Leves	1	05	Trabajadores Autónomos
2013	20	Comunidad de Calatayud	218	Leves	1	01	General
2013	20	Comunidad de Calatayud	21	Leves	1	05	Trabajadores Autónomos
2013	21	Campo de Cariñena	90	Leves	1	01	General
2013	21	Campo de Cariñena	6	Leves	1	05	Trabajadores Autónomos
2013	22	Campo de Belchite	19	Leves	1	01	General
2013	22	Campo de Belchite	1	Leves	1	05	Trabajadores Autónomos
2013	23	Bajo Martín	42	Leves	1	01	General
2013	23	Bajo Martín	4	Leves	1	05	Trabajadores Autónomos
2013	24	Campo de Daroca	51	Leves	1	01	General
2013	24	Campo de Daroca	4	Leves	1	05	Trabajadores Autónomos
2013	25	Jiloca	70	Leves	1	01	General
2013	25	Jiloca	9	Leves	1	05	Trabajadores Autónomos
2013	26	Cuencas Mineras	87	Leves	1	01	General
2013	26	Cuencas Mineras	4	Leves	1	05	Trabajadores Autónomos
2013	27	Andorra-Sierra de Arcos	48	Leves	1	01	General
2013	27	Andorra-Sierra de Arcos	2	Leves	1	05	Trabajadores Autónomos
2013	27	Andorra-Sierra de Arcos	53	Leves	1	09	Especial Minería del Carbón
2013	28	Bajo Aragón	180	Leves	1	01	General
2013	28	Bajo Aragón	20	Leves	1	05	Trabajadores Autónomos
2013	29	Comunidad de Teruel	412	Leves	1	01	General
2013	29	Comunidad de Teruel	18	Leves	1	05	Trabajadores Autónomos
2013	30	Maestrazgo	9	Leves	1	01	General
2013	30	Maestrazgo	2	Leves	1	05	Trabajadores Autónomos
2013	31	Sierra de Albarracín	11	Leves	1	01	General
2013	31	Sierra de Albarracín	4	Leves	1	05	Trabajadores Autónomos
2013	32	Gúdar-Javalambre	43	Leves	1	01	General
2013	32	Gúdar-Javalambre	4	Leves	1	05	Trabajadores Autónomos
2013	33	Matarraña / Matarranya	32	Leves	1	01	General
2013	33	Matarraña / Matarranya	8	Leves	1	05	Trabajadores Autónomos
2013	NC	Municipio del centro de trabajo fuera de Aragón	93	Leves	1	01	General
2012	01	La Jacetania	109	Leves	1	01	General
2012	01	La Jacetania	5	Leves	1	05	Trabajadores Autónomos
2012	01	La Jacetania	1	Leves	1	06	Especial Agrario Cuenta Ajena
2012	02	Alto Gállego	91	Leves	1	01	General
2012	02	Alto Gállego	5	Leves	1	05	Trabajadores Autónomos
2012	02	Alto Gállego	1	Leves	1	06	Especial Agrario Cuenta Ajena
2012	03	Sobrarbe	36	Leves	1	01	General
2012	03	Sobrarbe	2	Leves	1	05	Trabajadores Autónomos
2012	04	La Ribagorza	81	Leves	1	01	General
2012	04	La Ribagorza	8	Leves	1	05	Trabajadores Autónomos
2012	04	La Ribagorza	2	Leves	1	06	Especial Agrario Cuenta Ajena
2012	05	Cinco Villas	242	Leves	1	01	General
2012	05	Cinco Villas	9	Leves	1	05	Trabajadores Autónomos
2012	05	Cinco Villas	10	Leves	1	06	Especial Agrario Cuenta Ajena
2012	06	Hoya de Huesca / Plana de Uesca	532	Leves	1	01	General
2012	06	Hoya de Huesca / Plana de Uesca	11	Leves	1	05	Trabajadores Autónomos
2012	06	Hoya de Huesca / Plana de Uesca	2	Leves	1	06	Especial Agrario Cuenta Ajena
2012	07	Somontano de Barbastro	151	Leves	1	01	General
2012	07	Somontano de Barbastro	14	Leves	1	05	Trabajadores Autónomos
2012	07	Somontano de Barbastro	1	Leves	1	07	Especial Agrario Cuenta Propia
2012	08	Cinca Medio	276	Leves	1	01	General
2012	08	Cinca Medio	13	Leves	1	05	Trabajadores Autónomos
2012	08	Cinca Medio	5	Leves	1	06	Especial Agrario Cuenta Ajena
2012	09	La Litera / La Llitera	166	Leves	1	01	General
2012	09	La Litera / La Llitera	8	Leves	1	05	Trabajadores Autónomos
2012	09	La Litera / La Llitera	3	Leves	1	06	Especial Agrario Cuenta Ajena
2012	10	Los Monegros	94	Leves	1	01	General
2012	10	Los Monegros	7	Leves	1	05	Trabajadores Autónomos
2012	10	Los Monegros	4	Leves	1	06	Especial Agrario Cuenta Ajena
2012	10	Los Monegros	1	Leves	1	07	Especial Agrario Cuenta Propia
2012	11	Bajo Cinca / Baix Cinca	268	Leves	1	01	General
2012	11	Bajo Cinca / Baix Cinca	5	Leves	1	05	Trabajadores Autónomos
2012	11	Bajo Cinca / Baix Cinca	17	Leves	1	06	Especial Agrario Cuenta Ajena
2012	11	Bajo Cinca / Baix Cinca	2	Leves	1	07	Especial Agrario Cuenta Propia
2012	11	Bajo Cinca / Baix Cinca	3	Leves	1	09	Especial Minería del Carbón
2012	12	Tarazona y el Moncayo	100	Leves	1	01	General
2012	12	Tarazona y el Moncayo	4	Leves	1	05	Trabajadores Autónomos
2012	13	Campo de Borja	146	Leves	1	01	General
2012	13	Campo de Borja	6	Leves	1	05	Trabajadores Autónomos
2012	13	Campo de Borja	1	Leves	1	06	Especial Agrario Cuenta Ajena
2012	14	Aranda	36	Leves	1	01	General
2012	14	Aranda	1	Leves	1	05	Trabajadores Autónomos
2012	15	Ribera Alta del Ebro	403	Leves	1	01	General
2012	15	Ribera Alta del Ebro	6	Leves	1	05	Trabajadores Autónomos
2012	15	Ribera Alta del Ebro	3	Leves	1	06	Especial Agrario Cuenta Ajena
2012	16	Valdejalón	348	Leves	1	01	General
2012	16	Valdejalón	10	Leves	1	05	Trabajadores Autónomos
2012	16	Valdejalón	13	Leves	1	06	Especial Agrario Cuenta Ajena
2012	17	D.C. Zaragoza	5935	Leves	1	01	General
2012	17	D.C. Zaragoza	97	Leves	1	05	Trabajadores Autónomos
2012	17	D.C. Zaragoza	11	Leves	1	06	Especial Agrario Cuenta Ajena
2012	18	Ribera Baja del Ebro	77	Leves	1	01	General
2012	18	Ribera Baja del Ebro	4	Leves	1	05	Trabajadores Autónomos
2012	18	Ribera Baja del Ebro	2	Leves	1	06	Especial Agrario Cuenta Ajena
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	102	Leves	1	01	General
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Leves	1	05	Trabajadores Autónomos
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	5	Leves	1	06	Especial Agrario Cuenta Ajena
2012	20	Comunidad de Calatayud	208	Leves	1	01	General
2012	20	Comunidad de Calatayud	14	Leves	1	05	Trabajadores Autónomos
2012	20	Comunidad de Calatayud	7	Leves	1	06	Especial Agrario Cuenta Ajena
2012	21	Campo de Cariñena	95	Leves	1	01	General
2012	21	Campo de Cariñena	13	Leves	1	05	Trabajadores Autónomos
2012	21	Campo de Cariñena	1	Leves	1	06	Especial Agrario Cuenta Ajena
2012	22	Campo de Belchite	19	Leves	1	01	General
2012	22	Campo de Belchite	2	Leves	1	05	Trabajadores Autónomos
2012	23	Bajo Martín	52	Leves	1	01	General
2012	23	Bajo Martín	4	Leves	1	05	Trabajadores Autónomos
2012	23	Bajo Martín	3	Leves	1	06	Especial Agrario Cuenta Ajena
2012	24	Campo de Daroca	37	Leves	1	01	General
2012	24	Campo de Daroca	4	Leves	1	05	Trabajadores Autónomos
2012	24	Campo de Daroca	1	Leves	1	06	Especial Agrario Cuenta Ajena
2012	25	Jiloca	64	Leves	1	01	General
2012	25	Jiloca	10	Leves	1	05	Trabajadores Autónomos
2012	25	Jiloca	1	Leves	1	06	Especial Agrario Cuenta Ajena
2012	25	Jiloca	4	Leves	1	07	Especial Agrario Cuenta Propia
2012	26	Cuencas Mineras	91	Leves	1	01	General
2012	26	Cuencas Mineras	1	Leves	1	05	Trabajadores Autónomos
2012	26	Cuencas Mineras	1	Leves	1	06	Especial Agrario Cuenta Ajena
2012	27	Andorra-Sierra de Arcos	77	Leves	1	01	General
2012	27	Andorra-Sierra de Arcos	3	Leves	1	05	Trabajadores Autónomos
2012	27	Andorra-Sierra de Arcos	1	Leves	1	06	Especial Agrario Cuenta Ajena
2012	27	Andorra-Sierra de Arcos	63	Leves	1	09	Especial Minería del Carbón
2012	28	Bajo Aragón	186	Leves	1	01	General
2012	28	Bajo Aragón	7	Leves	1	05	Trabajadores Autónomos
2012	28	Bajo Aragón	2	Leves	1	07	Especial Agrario Cuenta Propia
2012	29	Comunidad de Teruel	336	Leves	1	01	General
2012	29	Comunidad de Teruel	21	Leves	1	05	Trabajadores Autónomos
2012	29	Comunidad de Teruel	1	Leves	1	06	Especial Agrario Cuenta Ajena
2012	29	Comunidad de Teruel	3	Leves	1	07	Especial Agrario Cuenta Propia
2012	30	Maestrazgo	13	Leves	1	01	General
2012	30	Maestrazgo	4	Leves	1	05	Trabajadores Autónomos
2012	31	Sierra de Albarracín	18	Leves	1	01	General
2012	31	Sierra de Albarracín	5	Leves	1	05	Trabajadores Autónomos
2012	32	Gúdar-Javalambre	50	Leves	1	01	General
2012	32	Gúdar-Javalambre	6	Leves	1	05	Trabajadores Autónomos
2012	33	Matarraña / Matarranya	28	Leves	1	01	General
2012	33	Matarraña / Matarranya	6	Leves	1	05	Trabajadores Autónomos
2012	33	Matarraña / Matarranya	2	Leves	1	07	Especial Agrario Cuenta Propia
2012	NC	Municipio del centro de trabajo fuera de Aragón	91	Leves	1	01	General
2012	NC	Municipio del centro de trabajo fuera de Aragón	5	Leves	1	06	Especial Agrario Cuenta Ajena
2011	01	La Jacetania	158	Leves	1	01	General
2011	01	La Jacetania	7	Leves	1	05	Trabajadores Autónomos
2011	01	La Jacetania	3	Leves	1	06	Especial Agrario Cuenta Ajena
2011	02	Alto Gállego	119	Leves	1	01	General
2011	02	Alto Gállego	1	Leves	1	05	Trabajadores Autónomos
2011	02	Alto Gállego	3	Leves	1	06	Especial Agrario Cuenta Ajena
2011	02	Alto Gállego	1	Leves	1	07	Especial Agrario Cuenta Propia
2011	03	Sobrarbe	36	Leves	1	01	General
2011	03	Sobrarbe	5	Leves	1	05	Trabajadores Autónomos
2011	04	La Ribagorza	119	Leves	1	01	General
2011	04	La Ribagorza	4	Leves	1	05	Trabajadores Autónomos
2011	04	La Ribagorza	3	Leves	1	06	Especial Agrario Cuenta Ajena
2011	05	Cinco Villas	307	Leves	1	01	General
2011	05	Cinco Villas	7	Leves	1	05	Trabajadores Autónomos
2011	05	Cinco Villas	14	Leves	1	06	Especial Agrario Cuenta Ajena
2011	05	Cinco Villas	1	Leves	1	07	Especial Agrario Cuenta Propia
2011	06	Hoya de Huesca / Plana de Uesca	622	Leves	1	01	General
2011	06	Hoya de Huesca / Plana de Uesca	12	Leves	1	05	Trabajadores Autónomos
2011	06	Hoya de Huesca / Plana de Uesca	5	Leves	1	06	Especial Agrario Cuenta Ajena
2011	06	Hoya de Huesca / Plana de Uesca	1	Leves	1	07	Especial Agrario Cuenta Propia
2011	07	Somontano de Barbastro	176	Leves	1	01	General
2011	07	Somontano de Barbastro	11	Leves	1	05	Trabajadores Autónomos
2011	07	Somontano de Barbastro	3	Leves	1	06	Especial Agrario Cuenta Ajena
2011	07	Somontano de Barbastro	2	Leves	1	07	Especial Agrario Cuenta Propia
2011	08	Cinca Medio	296	Leves	1	01	General
2011	08	Cinca Medio	13	Leves	1	05	Trabajadores Autónomos
2011	08	Cinca Medio	9	Leves	1	06	Especial Agrario Cuenta Ajena
2011	09	La Litera / La Llitera	224	Leves	1	01	General
2011	09	La Litera / La Llitera	3	Leves	1	05	Trabajadores Autónomos
2011	09	La Litera / La Llitera	15	Leves	1	06	Especial Agrario Cuenta Ajena
2011	10	Los Monegros	115	Leves	1	01	General
2011	10	Los Monegros	5	Leves	1	05	Trabajadores Autónomos
2011	10	Los Monegros	10	Leves	1	06	Especial Agrario Cuenta Ajena
2011	10	Los Monegros	2	Leves	1	07	Especial Agrario Cuenta Propia
2011	11	Bajo Cinca / Baix Cinca	215	Leves	1	01	General
