Año	Comarca código	Comarca nombre	Origen	Tipo de alojamiento	Plazas	Establecimientos
2017	12	Tarazona y el Moncayo	IAEST	Apartamentos turísticos	24	10
2017	12	Tarazona y el Moncayo	IAEST	Campings y áreas de acampada	300	1
2017	12	Tarazona y el Moncayo	IAEST	Hoteles, hostales y similares	367	10
2017	12	Tarazona y el Moncayo	IAEST	Viviendas de turismo rural	265	32
2017	12	Tarazona y el Moncayo	IAEST	Viviendas de uso turístico	47	6
2017	13	Campo de Borja	IAEST	Apartamentos turísticos	0	0
2017	13	Campo de Borja	IAEST	Campings y áreas de acampada	92	1
2017	13	Campo de Borja	IAEST	Hoteles, hostales y similares	158	8
2017	13	Campo de Borja	IAEST	Viviendas de turismo rural	46	7
2017	13	Campo de Borja	IAEST	Viviendas de uso turístico	3	1
2017	14	Aranda	IAEST	Apartamentos turísticos	16	3
2017	14	Aranda	IAEST	Campings y áreas de acampada	120	1
2017	14	Aranda	IAEST	Hoteles, hostales y similares	93	4
2017	14	Aranda	IAEST	Viviendas de turismo rural	17	2
2017	14	Aranda	IAEST	Viviendas de uso turístico	0	0
2017	15	Ribera Alta del Ebro	IAEST	Apartamentos turísticos	0	0
2017	15	Ribera Alta del Ebro	IAEST	Campings y áreas de acampada	0	0
2017	15	Ribera Alta del Ebro	IAEST	Hoteles, hostales y similares	377	15
2017	15	Ribera Alta del Ebro	IAEST	Viviendas de turismo rural	82	10
2017	15	Ribera Alta del Ebro	IAEST	Viviendas de uso turístico	23	3
2017	16	Valdejalón	IAEST	Apartamentos turísticos	0	0
2017	16	Valdejalón	IAEST	Campings y áreas de acampada	0	0
2017	16	Valdejalón	IAEST	Hoteles, hostales y similares	476	13
2017	16	Valdejalón	IAEST	Viviendas de turismo rural	40	6
2017	16	Valdejalón	IAEST	Viviendas de uso turístico	8	1
2017	17	Central	IAEST	Apartamentos turísticos	606	163
2017	17	Central	IAEST	Campings y áreas de acampada	700	1
2017	17	Central	IAEST	Hoteles, hostales y similares	12192	131
2017	17	Central	IAEST	Viviendas de turismo rural	52	6
2017	17	Central	IAEST	Viviendas de uso turístico	830	140
2017	18	Ribera Baja del Ebro	IAEST	Apartamentos turísticos	0	0
2017	18	Ribera Baja del Ebro	IAEST	Campings y áreas de acampada	0	0
2017	18	Ribera Baja del Ebro	IAEST	Hoteles, hostales y similares	213	8
2017	18	Ribera Baja del Ebro	IAEST	Viviendas de turismo rural	22	2
2017	18	Ribera Baja del Ebro	IAEST	Viviendas de uso turístico	7	1
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Apartamentos turísticos	120	26
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Campings y áreas de acampada	1304	4
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Hoteles, hostales y similares	320	13
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Viviendas de turismo rural	51	7
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Viviendas de uso turístico	41	6
2017	20	Comunidad de Calatayud	IAEST	Apartamentos turísticos	181	55
2017	20	Comunidad de Calatayud	IAEST	Campings y áreas de acampada	1084	4
2017	20	Comunidad de Calatayud	IAEST	Hoteles, hostales y similares	2548	35
2017	20	Comunidad de Calatayud	IAEST	Viviendas de turismo rural	533	61
2017	20	Comunidad de Calatayud	IAEST	Viviendas de uso turístico	43	6
2017	21	Campo de Cariñena	IAEST	Apartamentos turísticos	55	14
2017	21	Campo de Cariñena	IAEST	Campings y áreas de acampada	0	0
2017	21	Campo de Cariñena	IAEST	Hoteles, hostales y similares	225	8
2017	21	Campo de Cariñena	IAEST	Viviendas de turismo rural	70	7
2017	21	Campo de Cariñena	IAEST	Viviendas de uso turístico	18	2
2017	22	Campo de Belchite	IAEST	Apartamentos turísticos	0	0
2017	22	Campo de Belchite	IAEST	Campings y áreas de acampada	0	0
2017	22	Campo de Belchite	IAEST	Hoteles, hostales y similares	103	5
2017	22	Campo de Belchite	IAEST	Viviendas de turismo rural	167	19
2017	22	Campo de Belchite	IAEST	Viviendas de uso turístico	0	0
2017	23	Bajo Martín	IAEST	Apartamentos turísticos	0	0
2017	23	Bajo Martín	IAEST	Campings y áreas de acampada	0	0
2017	23	Bajo Martín	IAEST	Hoteles, hostales y similares	138	5
2017	23	Bajo Martín	IAEST	Viviendas de turismo rural	50	6
2017	23	Bajo Martín	IAEST	Viviendas de uso turístico	27	3
2017	24	Campo de Daroca	IAEST	Apartamentos turísticos	0	0
2017	24	Campo de Daroca	IAEST	Campings y áreas de acampada	0	0
2017	24	Campo de Daroca	IAEST	Hoteles, hostales y similares	170	5
2017	24	Campo de Daroca	IAEST	Viviendas de turismo rural	205	30
2017	24	Campo de Daroca	IAEST	Viviendas de uso turístico	0	0
2017	25	Jiloca	IAEST	Apartamentos turísticos	32	7
2017	25	Jiloca	IAEST	Campings y áreas de acampada	0	0
2017	25	Jiloca	IAEST	Hoteles, hostales y similares	479	19
2017	25	Jiloca	IAEST	Viviendas de turismo rural	269	31
2017	25	Jiloca	IAEST	Viviendas de uso turístico	4	1
2017	26	Cuencas Mineras	IAEST	Apartamentos turísticos	17	4
2017	26	Cuencas Mineras	IAEST	Campings y áreas de acampada	610	3
2017	26	Cuencas Mineras	IAEST	Hoteles, hostales y similares	212	11
2017	26	Cuencas Mineras	IAEST	Viviendas de turismo rural	132	16
2017	26	Cuencas Mineras	IAEST	Viviendas de uso turístico	11	2
2017	27	Andorra-Sierra de Arcos	IAEST	Apartamentos turísticos	0	0
2017	27	Andorra-Sierra de Arcos	IAEST	Campings y áreas de acampada	0	0
2017	27	Andorra-Sierra de Arcos	IAEST	Hoteles, hostales y similares	463	13
2017	27	Andorra-Sierra de Arcos	IAEST	Viviendas de turismo rural	66	8
2017	27	Andorra-Sierra de Arcos	IAEST	Viviendas de uso turístico	0	0
2017	28	Bajo Aragón	IAEST	Apartamentos turísticos	130	28
2017	28	Bajo Aragón	IAEST	Campings y áreas de acampada	500	1
2017	28	Bajo Aragón	IAEST	Hoteles, hostales y similares	821	21
2017	28	Bajo Aragón	IAEST	Viviendas de turismo rural	326	42
2017	28	Bajo Aragón	IAEST	Viviendas de uso turístico	172	31
2017	29	Comunidad de Teruel	IAEST	Apartamentos turísticos	549	138
2017	29	Comunidad de Teruel	IAEST	Campings y áreas de acampada	0	0
2017	29	Comunidad de Teruel	IAEST	Hoteles, hostales y similares	2180	46
2017	29	Comunidad de Teruel	IAEST	Viviendas de turismo rural	425	53
2017	29	Comunidad de Teruel	IAEST	Viviendas de uso turístico	243	45
2017	30	Maestrazgo	IAEST	Apartamentos turísticos	40	10
2017	30	Maestrazgo	IAEST	Campings y áreas de acampada	150	1
2017	30	Maestrazgo	IAEST	Hoteles, hostales y similares	745	24
2017	30	Maestrazgo	IAEST	Viviendas de turismo rural	411	55
2017	30	Maestrazgo	IAEST	Viviendas de uso turístico	0	0
2017	31	Sierra de Albarracín	IAEST	Apartamentos turísticos	417	102
2017	31	Sierra de Albarracín	IAEST	Campings y áreas de acampada	1200	5
2017	31	Sierra de Albarracín	IAEST	Hoteles, hostales y similares	1122	48
2017	31	Sierra de Albarracín	IAEST	Viviendas de turismo rural	505	62
2017	31	Sierra de Albarracín	IAEST	Viviendas de uso turístico	173	32
2017	32	Gúdar-Javalambre	IAEST	Apartamentos turísticos	654	151
2017	32	Gúdar-Javalambre	IAEST	Campings y áreas de acampada	1093	5
2017	32	Gúdar-Javalambre	IAEST	Hoteles, hostales y similares	1796	53
2017	32	Gúdar-Javalambre	IAEST	Viviendas de turismo rural	856	101
2017	32	Gúdar-Javalambre	IAEST	Viviendas de uso turístico	140	22
2017	33	Matarraña / Matarranya	IAEST	Apartamentos turísticos	386	98
2017	33	Matarraña / Matarranya	IAEST	Campings y áreas de acampada	411	4
2017	33	Matarraña / Matarranya	IAEST	Hoteles, hostales y similares	768	35
2017	33	Matarraña / Matarranya	IAEST	Viviendas de turismo rural	584	76
2017	33	Matarraña / Matarranya	IAEST	Viviendas de uso turístico	64	14
2018	01	La Jacetania	IAEST	Apartamentos turísticos	459	114
2018	01	La Jacetania	IAEST	Campings y áreas de acampada	3683	12
2018	01	La Jacetania	IAEST	Hoteles, hostales y similares	3572	56
2018	01	La Jacetania	IAEST	Viviendas de turismo rural	872	111
2018	01	La Jacetania	IAEST	Viviendas de uso turístico	1097	153
2018	02	Alto Gállego	IAEST	Apartamentos turísticos	911	216
2018	02	Alto Gállego	IAEST	Campings y áreas de acampada	2725	6
2018	02	Alto Gállego	IAEST	Hoteles, hostales y similares	4781	70
2018	02	Alto Gállego	IAEST	Viviendas de turismo rural	332	44
2018	02	Alto Gállego	IAEST	Viviendas de uso turístico	1936	304
2018	03	Sobrarbe	IAEST	Apartamentos turísticos	1626	397
2018	03	Sobrarbe	IAEST	Campings y áreas de acampada	11100	25
2018	03	Sobrarbe	IAEST	Hoteles, hostales y similares	3576	80
2018	03	Sobrarbe	IAEST	Viviendas de turismo rural	2180	311
2018	03	Sobrarbe	IAEST	Viviendas de uso turístico	422	63
2018	04	La Ribagorza	IAEST	Apartamentos turísticos	1175	244
2018	04	La Ribagorza	IAEST	Campings y áreas de acampada	5139	13
2018	04	La Ribagorza	IAEST	Hoteles, hostales y similares	3201	81
2018	04	La Ribagorza	IAEST	Viviendas de turismo rural	1403	186
2018	04	La Ribagorza	IAEST	Viviendas de uso turístico	1649	266
2018	05	Cinco Villas	IAEST	Apartamentos turísticos	22	4
2018	05	Cinco Villas	IAEST	Campings y áreas de acampada	548	2
2018	05	Cinco Villas	IAEST	Hoteles, hostales y similares	679	23
2018	05	Cinco Villas	IAEST	Viviendas de turismo rural	450	50
2018	05	Cinco Villas	IAEST	Viviendas de uso turístico	34	5
2018	06	Hoya de Huesca / Plana de Uesca	IAEST	Apartamentos turísticos	191	45
2018	06	Hoya de Huesca / Plana de Uesca	IAEST	Campings y áreas de acampada	1965	8
2018	06	Hoya de Huesca / Plana de Uesca	IAEST	Hoteles, hostales y similares	1603	36
2018	06	Hoya de Huesca / Plana de Uesca	IAEST	Viviendas de turismo rural	771	98
2018	06	Hoya de Huesca / Plana de Uesca	IAEST	Viviendas de uso turístico	154	19
2018	07	Somontano de Barbastro	IAEST	Apartamentos turísticos	212	49
2018	07	Somontano de Barbastro	IAEST	Campings y áreas de acampada	1449	4
2018	07	Somontano de Barbastro	IAEST	Hoteles, hostales y similares	1314	35
2018	07	Somontano de Barbastro	IAEST	Viviendas de turismo rural	714	90
2018	07	Somontano de Barbastro	IAEST	Viviendas de uso turístico	42	7
2018	08	Cinca Medio	IAEST	Apartamentos turísticos	0	0
2018	08	Cinca Medio	IAEST	Campings y áreas de acampada	0	0
2018	08	Cinca Medio	IAEST	Hoteles, hostales y similares	338	15
2018	08	Cinca Medio	IAEST	Viviendas de turismo rural	71	8
2018	08	Cinca Medio	IAEST	Viviendas de uso turístico	0	0
2018	09	La Litera / La Llitera	IAEST	Apartamentos turísticos	12	4
2018	09	La Litera / La Llitera	IAEST	Campings y áreas de acampada	164	1
2018	09	La Litera / La Llitera	IAEST	Hoteles, hostales y similares	106	4
2018	09	La Litera / La Llitera	IAEST	Viviendas de turismo rural	95	13
2018	09	La Litera / La Llitera	IAEST	Viviendas de uso turístico	0	0
2018	10	Los Monegros	IAEST	Apartamentos turísticos	46	8
2018	10	Los Monegros	IAEST	Campings y áreas de acampada	193	2
2018	10	Los Monegros	IAEST	Hoteles, hostales y similares	253	14
2018	10	Los Monegros	IAEST	Viviendas de turismo rural	197	25
2018	10	Los Monegros	IAEST	Viviendas de uso turístico	12	1
2018	11	Bajo Cinca / Baix Cinca	IAEST	Apartamentos turísticos	115	35
2018	11	Bajo Cinca / Baix Cinca	IAEST	Campings y áreas de acampada	384	3
2018	11	Bajo Cinca / Baix Cinca	IAEST	Hoteles, hostales y similares	455	12
2018	11	Bajo Cinca / Baix Cinca	IAEST	Viviendas de turismo rural	46	6
2018	11	Bajo Cinca / Baix Cinca	IAEST	Viviendas de uso turístico	34	5
2018	12	Tarazona y el Moncayo	IAEST	Apartamentos turísticos	20	3
2018	12	Tarazona y el Moncayo	IAEST	Campings y áreas de acampada	300	1
2018	12	Tarazona y el Moncayo	IAEST	Hoteles, hostales y similares	367	10
2018	12	Tarazona y el Moncayo	IAEST	Viviendas de turismo rural	265	32
2018	12	Tarazona y el Moncayo	IAEST	Viviendas de uso turístico	54	7
2018	13	Campo de Borja	IAEST	Apartamentos turísticos	0	0
2018	13	Campo de Borja	IAEST	Campings y áreas de acampada	92	1
2018	13	Campo de Borja	IAEST	Hoteles, hostales y similares	158	8
2018	13	Campo de Borja	IAEST	Viviendas de turismo rural	46	7
2018	13	Campo de Borja	IAEST	Viviendas de uso turístico	3	1
2018	14	Aranda	IAEST	Apartamentos turísticos	11	2
2018	14	Aranda	IAEST	Campings y áreas de acampada	120	1
2018	14	Aranda	IAEST	Hoteles, hostales y similares	93	4
2018	14	Aranda	IAEST	Viviendas de turismo rural	17	2
2018	14	Aranda	IAEST	Viviendas de uso turístico	0	0
2018	15	Ribera Alta del Ebro	IAEST	Apartamentos turísticos	0	0
2018	15	Ribera Alta del Ebro	IAEST	Campings y áreas de acampada	0	0
2018	15	Ribera Alta del Ebro	IAEST	Hoteles, hostales y similares	377	15
2018	15	Ribera Alta del Ebro	IAEST	Viviendas de turismo rural	87	10
2018	15	Ribera Alta del Ebro	IAEST	Viviendas de uso turístico	28	4
2018	16	Valdejalón	IAEST	Apartamentos turísticos	0	0
2018	16	Valdejalón	IAEST	Campings y áreas de acampada	0	0
2018	16	Valdejalón	IAEST	Hoteles, hostales y similares	483	14
2018	16	Valdejalón	IAEST	Viviendas de turismo rural	40	6
2018	16	Valdejalón	IAEST	Viviendas de uso turístico	22	3
2018	17	Central	IAEST	Apartamentos turísticos	611	171
2018	17	Central	IAEST	Campings y áreas de acampada	700	1
2018	17	Central	IAEST	Hoteles, hostales y similares	12228	132
2018	17	Central	IAEST	Viviendas de turismo rural	52	6
2018	17	Central	IAEST	Viviendas de uso turístico	1595	282
2018	18	Ribera Baja del Ebro	IAEST	Apartamentos turísticos	0	0
2018	18	Ribera Baja del Ebro	IAEST	Campings y áreas de acampada	0	0
2018	18	Ribera Baja del Ebro	IAEST	Hoteles, hostales y similares	213	8
2018	18	Ribera Baja del Ebro	IAEST	Viviendas de turismo rural	22	2
2018	18	Ribera Baja del Ebro	IAEST	Viviendas de uso turístico	7	1
2018	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Apartamentos turísticos	131	29
2018	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Campings y áreas de acampada	1304	4
2018	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Hoteles, hostales y similares	297	13
2018	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Viviendas de turismo rural	51	7
2018	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Viviendas de uso turístico	56	8
2018	20	Comunidad de Calatayud	IAEST	Apartamentos turísticos	103	27
2018	20	Comunidad de Calatayud	IAEST	Campings y áreas de acampada	1084	4
2018	20	Comunidad de Calatayud	IAEST	Hoteles, hostales y similares	2548	35
2018	20	Comunidad de Calatayud	IAEST	Viviendas de turismo rural	533	61
2018	20	Comunidad de Calatayud	IAEST	Viviendas de uso turístico	58	10
2018	21	Campo de Cariñena	IAEST	Apartamentos turísticos	43	11
2018	21	Campo de Cariñena	IAEST	Campings y áreas de acampada	0	0
2018	21	Campo de Cariñena	IAEST	Hoteles, hostales y similares	225	8
2018	21	Campo de Cariñena	IAEST	Viviendas de turismo rural	70	7
2018	21	Campo de Cariñena	IAEST	Viviendas de uso turístico	18	2
2018	22	Campo de Belchite	IAEST	Apartamentos turísticos	0	0
2018	22	Campo de Belchite	IAEST	Campings y áreas de acampada	0	0
2018	22	Campo de Belchite	IAEST	Hoteles, hostales y similares	139	7
2018	22	Campo de Belchite	IAEST	Viviendas de turismo rural	167	19
2018	22	Campo de Belchite	IAEST	Viviendas de uso turístico	0	0
2018	23	Bajo Martín	IAEST	Apartamentos turísticos	0	0
2018	23	Bajo Martín	IAEST	Campings y áreas de acampada	0	0
2018	23	Bajo Martín	IAEST	Hoteles, hostales y similares	138	5
2018	23	Bajo Martín	IAEST	Viviendas de turismo rural	50	6
2018	23	Bajo Martín	IAEST	Viviendas de uso turístico	27	3
2018	24	Campo de Daroca	IAEST	Apartamentos turísticos	0	0
2018	24	Campo de Daroca	IAEST	Campings y áreas de acampada	0	0
2018	24	Campo de Daroca	IAEST	Hoteles, hostales y similares	165	5
2018	24	Campo de Daroca	IAEST	Viviendas de turismo rural	205	30
2018	24	Campo de Daroca	IAEST	Viviendas de uso turístico	8	1
2018	25	Jiloca	IAEST	Apartamentos turísticos	32	7
2018	25	Jiloca	IAEST	Campings y áreas de acampada	0	0
2018	25	Jiloca	IAEST	Hoteles, hostales y similares	471	18
2018	25	Jiloca	IAEST	Viviendas de turismo rural	274	31
2018	25	Jiloca	IAEST	Viviendas de uso turístico	10	2
2018	26	Cuencas Mineras	IAEST	Apartamentos turísticos	17	4
2018	26	Cuencas Mineras	IAEST	Campings y áreas de acampada	610	3
2018	26	Cuencas Mineras	IAEST	Hoteles, hostales y similares	307	12
2018	26	Cuencas Mineras	IAEST	Viviendas de turismo rural	139	17
2018	26	Cuencas Mineras	IAEST	Viviendas de uso turístico	26	3
2018	27	Andorra-Sierra de Arcos	IAEST	Apartamentos turísticos	49	10
2018	27	Andorra-Sierra de Arcos	IAEST	Campings y áreas de acampada	0	0
2018	27	Andorra-Sierra de Arcos	IAEST	Hoteles, hostales y similares	512	13
2018	27	Andorra-Sierra de Arcos	IAEST	Viviendas de turismo rural	67	8
2018	27	Andorra-Sierra de Arcos	IAEST	Viviendas de uso turístico	0	0
2018	28	Bajo Aragón	IAEST	Apartamentos turísticos	134	30
2018	28	Bajo Aragón	IAEST	Campings y áreas de acampada	500	1
2018	28	Bajo Aragón	IAEST	Hoteles, hostales y similares	776	20
2018	28	Bajo Aragón	IAEST	Viviendas de turismo rural	326	42
2018	28	Bajo Aragón	IAEST	Viviendas de uso turístico	200	37
2018	29	Comunidad de Teruel	IAEST	Apartamentos turísticos	599	137
2018	29	Comunidad de Teruel	IAEST	Campings y áreas de acampada	0	0
2018	29	Comunidad de Teruel	IAEST	Hoteles, hostales y similares	2193	46
2018	29	Comunidad de Teruel	IAEST	Viviendas de turismo rural	446	55
2018	29	Comunidad de Teruel	IAEST	Viviendas de uso turístico	371	68
2018	30	Maestrazgo	IAEST	Apartamentos turísticos	42	10
2018	30	Maestrazgo	IAEST	Campings y áreas de acampada	150	1
2018	30	Maestrazgo	IAEST	Hoteles, hostales y similares	771	24
2018	30	Maestrazgo	IAEST	Viviendas de turismo rural	431	59
2018	30	Maestrazgo	IAEST	Viviendas de uso turístico	8	1
2018	31	Sierra de Albarracín	IAEST	Apartamentos turísticos	420	102
2018	31	Sierra de Albarracín	IAEST	Campings y áreas de acampada	1200	5
2018	31	Sierra de Albarracín	IAEST	Hoteles, hostales y similares	1146	49
2018	31	Sierra de Albarracín	IAEST	Viviendas de turismo rural	543	67
2018	31	Sierra de Albarracín	IAEST	Viviendas de uso turístico	219	41
2018	32	Gúdar-Javalambre	IAEST	Apartamentos turísticos	715	162
2018	32	Gúdar-Javalambre	IAEST	Campings y áreas de acampada	1993	6
2018	32	Gúdar-Javalambre	IAEST	Hoteles, hostales y similares	1781	53
2018	32	Gúdar-Javalambre	IAEST	Viviendas de turismo rural	820	97
2018	32	Gúdar-Javalambre	IAEST	Viviendas de uso turístico	205	33
2018	33	Matarraña / Matarranya	IAEST	Apartamentos turísticos	420	105
2018	33	Matarraña / Matarranya	IAEST	Campings y áreas de acampada	471	4
2018	33	Matarraña / Matarranya	IAEST	Hoteles, hostales y similares	782	36
2018	33	Matarraña / Matarranya	IAEST	Viviendas de turismo rural	613	78
2018	33	Matarraña / Matarranya	IAEST	Viviendas de uso turístico	96	19
2019	01	La Jacetania	IAEST	Apartamentos turísticos	455	107
2019	01	La Jacetania	IAEST	Campings y áreas de acampada	3683	12
2019	01	La Jacetania	IAEST	Hoteles, hostales y similares	3743	54
2019	01	La Jacetania	IAEST	Viviendas de turismo rural	869	109
2019	01	La Jacetania	IAEST	Viviendas de uso turístico	1484	209
2019	02	Alto Gállego	IAEST	Apartamentos turísticos	961	227
2019	02	Alto Gállego	IAEST	Campings y áreas de acampada	2725	6
2019	02	Alto Gállego	IAEST	Hoteles, hostales y similares	4766	69
2019	02	Alto Gállego	IAEST	Viviendas de turismo rural	378	50
2019	02	Alto Gállego	IAEST	Viviendas de uso turístico	2437	387
2019	03	Sobrarbe	IAEST	Apartamentos turísticos	1603	394
2019	03	Sobrarbe	IAEST	Campings y áreas de acampada	11188	25
2019	03	Sobrarbe	IAEST	Hoteles, hostales y similares	3410	78
2019	03	Sobrarbe	IAEST	Viviendas de turismo rural	2174	304
2019	03	Sobrarbe	IAEST	Viviendas de uso turístico	544	81
2019	04	La Ribagorza	IAEST	Apartamentos turísticos	1188	256
2019	04	La Ribagorza	IAEST	Campings y áreas de acampada	5138	13
2019	04	La Ribagorza	IAEST	Hoteles, hostales y similares	3160	78
2019	04	La Ribagorza	IAEST	Viviendas de turismo rural	1409	184
2019	04	La Ribagorza	IAEST	Viviendas de uso turístico	1914	307
2019	05	Cinco Villas	IAEST	Apartamentos turísticos	20	4
2019	05	Cinco Villas	IAEST	Campings y áreas de acampada	548	2
2019	05	Cinco Villas	IAEST	Hoteles, hostales y similares	715	24
2019	05	Cinco Villas	IAEST	Viviendas de turismo rural	450	50
2019	05	Cinco Villas	IAEST	Viviendas de uso turístico	42	6
2019	06	Hoya de Huesca / Plana de Uesca	IAEST	Apartamentos turísticos	191	45
2019	06	Hoya de Huesca / Plana de Uesca	IAEST	Campings y áreas de acampada	1983	8
2019	06	Hoya de Huesca / Plana de Uesca	IAEST	Hoteles, hostales y similares	1593	36
2019	06	Hoya de Huesca / Plana de Uesca	IAEST	Viviendas de turismo rural	734	96
2019	06	Hoya de Huesca / Plana de Uesca	IAEST	Viviendas de uso turístico	229	26
2019	07	Somontano de Barbastro	IAEST	Apartamentos turísticos	215	47
2019	07	Somontano de Barbastro	IAEST	Campings y áreas de acampada	1489	4
2019	07	Somontano de Barbastro	IAEST	Hoteles, hostales y similares	1205	34
2019	07	Somontano de Barbastro	IAEST	Viviendas de turismo rural	744	89
2019	07	Somontano de Barbastro	IAEST	Viviendas de uso turístico	50	8
2019	08	Cinca Medio	IAEST	Apartamentos turísticos	0	0
2019	08	Cinca Medio	IAEST	Campings y áreas de acampada	0	0
2019	08	Cinca Medio	IAEST	Hoteles, hostales y similares	328	14
2019	08	Cinca Medio	IAEST	Viviendas de turismo rural	73	8
2019	08	Cinca Medio	IAEST	Viviendas de uso turístico	0	0
2019	09	La Litera / La Llitera	IAEST	Apartamentos turísticos	12	4
2019	09	La Litera / La Llitera	IAEST	Campings y áreas de acampada	164	1
2019	09	La Litera / La Llitera	IAEST	Hoteles, hostales y similares	106	4
2019	09	La Litera / La Llitera	IAEST	Viviendas de turismo rural	111	15
2019	09	La Litera / La Llitera	IAEST	Viviendas de uso turístico	0	0
2019	10	Los Monegros	IAEST	Apartamentos turísticos	30	4
2019	10	Los Monegros	IAEST	Campings y áreas de acampada	205	2
2019	10	Los Monegros	IAEST	Hoteles, hostales y similares	255	14
2019	10	Los Monegros	IAEST	Viviendas de turismo rural	197	25
2019	10	Los Monegros	IAEST	Viviendas de uso turístico	12	1
2019	11	Bajo Cinca / Baix Cinca	IAEST	Apartamentos turísticos	115	34
2019	11	Bajo Cinca / Baix Cinca	IAEST	Campings y áreas de acampada	384	3
2019	11	Bajo Cinca / Baix Cinca	IAEST	Hoteles, hostales y similares	409	11
2019	11	Bajo Cinca / Baix Cinca	IAEST	Viviendas de turismo rural	51	7
2019	11	Bajo Cinca / Baix Cinca	IAEST	Viviendas de uso turístico	28	5
2019	12	Tarazona y el Moncayo	IAEST	Apartamentos turísticos	20	10
2019	12	Tarazona y el Moncayo	IAEST	Campings y áreas de acampada	300	1
2019	12	Tarazona y el Moncayo	IAEST	Hoteles, hostales y similares	366	10
2019	12	Tarazona y el Moncayo	IAEST	Viviendas de turismo rural	297	37
2019	12	Tarazona y el Moncayo	IAEST	Viviendas de uso turístico	47	6
2019	13	Campo de Borja	IAEST	Apartamentos turísticos	0	0
2019	13	Campo de Borja	IAEST	Campings y áreas de acampada	92	1
2019	13	Campo de Borja	IAEST	Hoteles, hostales y similares	158	8
2019	13	Campo de Borja	IAEST	Viviendas de turismo rural	69	11
2019	13	Campo de Borja	IAEST	Viviendas de uso turístico	3	1
2019	14	Aranda	IAEST	Apartamentos turísticos	16	3
2019	14	Aranda	IAEST	Campings y áreas de acampada	120	1
2019	14	Aranda	IAEST	Hoteles, hostales y similares	83	4
2019	14	Aranda	IAEST	Viviendas de turismo rural	17	2
2019	14	Aranda	IAEST	Viviendas de uso turístico	8	1
2019	15	Ribera Alta del Ebro	IAEST	Apartamentos turísticos	0	0
2019	15	Ribera Alta del Ebro	IAEST	Campings y áreas de acampada	0	0
2019	15	Ribera Alta del Ebro	IAEST	Hoteles, hostales y similares	380	15
2019	15	Ribera Alta del Ebro	IAEST	Viviendas de turismo rural	95	11
2019	15	Ribera Alta del Ebro	IAEST	Viviendas de uso turístico	35	5
2019	16	Valdejalón	IAEST	Apartamentos turísticos	0	0
2019	16	Valdejalón	IAEST	Campings y áreas de acampada	0	0
2019	16	Valdejalón	IAEST	Hoteles, hostales y similares	446	13
2019	16	Valdejalón	IAEST	Viviendas de turismo rural	52	7
2019	16	Valdejalón	IAEST	Viviendas de uso turístico	22	3
2019	17	Central	IAEST	Apartamentos turísticos	810	216
2019	17	Central	IAEST	Campings y áreas de acampada	700	1
2019	17	Central	IAEST	Hoteles, hostales y similares	12017	125
2019	17	Central	IAEST	Viviendas de turismo rural	56	7
2019	17	Central	IAEST	Viviendas de uso turístico	2338	392
2019	18	Ribera Baja del Ebro	IAEST	Apartamentos turísticos	0	0
2019	18	Ribera Baja del Ebro	IAEST	Campings y áreas de acampada	0	0
2019	18	Ribera Baja del Ebro	IAEST	Hoteles, hostales y similares	211	8
2019	18	Ribera Baja del Ebro	IAEST	Viviendas de turismo rural	22	2
2019	18	Ribera Baja del Ebro	IAEST	Viviendas de uso turístico	7	1
2019	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Apartamentos turísticos	128	29
2019	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Campings y áreas de acampada	1304	4
2019	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Hoteles, hostales y similares	305	14
2019	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Viviendas de turismo rural	51	7
2019	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Viviendas de uso turístico	77	9
2019	20	Comunidad de Calatayud	IAEST	Apartamentos turísticos	206	59
2019	20	Comunidad de Calatayud	IAEST	Campings y áreas de acampada	1084	4
2019	20	Comunidad de Calatayud	IAEST	Hoteles, hostales y similares	2272	33
2019	20	Comunidad de Calatayud	IAEST	Viviendas de turismo rural	615	73
2019	20	Comunidad de Calatayud	IAEST	Viviendas de uso turístico	130	19
2019	21	Campo de Cariñena	IAEST	Apartamentos turísticos	41	12
2019	21	Campo de Cariñena	IAEST	Campings y áreas de acampada	0	0
2019	21	Campo de Cariñena	IAEST	Hoteles, hostales y similares	237	9
2019	21	Campo de Cariñena	IAEST	Viviendas de turismo rural	86	9
2019	21	Campo de Cariñena	IAEST	Viviendas de uso turístico	18	2
2019	22	Campo de Belchite	IAEST	Apartamentos turísticos	0	0
