Comarca código	Comarca nombre	Año de construcción	Combustible	Número hogares
14	Aranda	1951 - 1960	Madera	7
14	Aranda	1961 - 1970	Gas	8
14	Aranda	1961 - 1970	Electricidad	89
14	Aranda	1961 - 1970	Derivados del petróleo	120
14	Aranda	1961 - 1970	Madera	7
14	Aranda	1971 - 1980	Gas	105
14	Aranda	1971 - 1980	Electricidad	99
14	Aranda	1971 - 1980	Derivados del petróleo	199
14	Aranda	1971 - 1980	Madera	8
14	Aranda	1981 - 1990	Gas	25
14	Aranda	1981 - 1990	Electricidad	108
14	Aranda	1981 - 1990	Derivados del petróleo	251
14	Aranda	1981 - 1990	Madera	6
14	Aranda	1981 - 1990	Otros	2
14	Aranda	1991	Gas	9
14	Aranda	1991	Electricidad	1
14	Aranda	1991	Derivados del petróleo	37
14	Aranda	1992	Gas	13
14	Aranda	1992	Electricidad	8
14	Aranda	1992	Derivados del petróleo	15
14	Aranda	1992	Madera	1
14	Aranda	1993	Gas	2
14	Aranda	1993	Electricidad	4
14	Aranda	1993	Derivados del petróleo	7
14	Aranda	1993	Madera	2
14	Aranda	1994	Gas	11
14	Aranda	1994	Electricidad	27
14	Aranda	1994	Derivados del petróleo	15
14	Aranda	1995	Gas	5
14	Aranda	1995	Electricidad	12
14	Aranda	1995	Derivados del petróleo	15
14	Aranda	1995	Otros	1
14	Aranda	1996	Gas	1
14	Aranda	1996	Electricidad	3
14	Aranda	1996	Derivados del petróleo	11
14	Aranda	1997	Gas	1
14	Aranda	1997	Electricidad	1
14	Aranda	1997	Derivados del petróleo	8
14	Aranda	1998	Gas	17
14	Aranda	1998	Electricidad	4
14	Aranda	1998	Derivados del petróleo	17
14	Aranda	1999	Gas	9
14	Aranda	1999	Electricidad	9
14	Aranda	1999	Derivados del petróleo	18
14	Aranda	1999	Derivados del carbón	1
14	Aranda	2000	Gas	10
14	Aranda	2000	Derivados del petróleo	13
14	Aranda	2000	Madera	1
14	Aranda	2001	Gas	7
14	Aranda	2001	Electricidad	2
14	Aranda	2001	Derivados del petróleo	10
15	Ribera Alta del Ebro	 Antes de 1900	Gas	39
15	Ribera Alta del Ebro	 Antes de 1900	Electricidad	63
15	Ribera Alta del Ebro	 Antes de 1900	Derivados del petróleo	322
15	Ribera Alta del Ebro	 Antes de 1900	Madera	22
15	Ribera Alta del Ebro	 Antes de 1900	Derivados del carbón	5
15	Ribera Alta del Ebro	1900 - 1920	Gas	16
15	Ribera Alta del Ebro	1900 - 1920	Electricidad	26
15	Ribera Alta del Ebro	1900 - 1920	Derivados del petróleo	204
15	Ribera Alta del Ebro	1900 - 1920	Madera	21
15	Ribera Alta del Ebro	1900 - 1920	Derivados del carbón	3
15	Ribera Alta del Ebro	1921 - 1940	Gas	6
15	Ribera Alta del Ebro	1921 - 1940	Electricidad	24
15	Ribera Alta del Ebro	1921 - 1940	Derivados del petróleo	221
15	Ribera Alta del Ebro	1921 - 1940	Madera	12
15	Ribera Alta del Ebro	1921 - 1940	Derivados del carbón	3
15	Ribera Alta del Ebro	1921 - 1940	Otros	1
15	Ribera Alta del Ebro	1941 - 1950	Gas	15
15	Ribera Alta del Ebro	1941 - 1950	Electricidad	25
15	Ribera Alta del Ebro	1941 - 1950	Derivados del petróleo	236
15	Ribera Alta del Ebro	1941 - 1950	Madera	18
15	Ribera Alta del Ebro	1941 - 1950	Derivados del carbón	1
15	Ribera Alta del Ebro	1941 - 1950	Otros	1
15	Ribera Alta del Ebro	1951 - 1960	Gas	66
15	Ribera Alta del Ebro	1951 - 1960	Electricidad	58
15	Ribera Alta del Ebro	1951 - 1960	Derivados del petróleo	571
15	Ribera Alta del Ebro	1951 - 1960	Madera	22
15	Ribera Alta del Ebro	1951 - 1960	Derivados del carbón	9
15	Ribera Alta del Ebro	1951 - 1960	Otros	2
15	Ribera Alta del Ebro	1961 - 1970	Gas	52
15	Ribera Alta del Ebro	1961 - 1970	Electricidad	69
15	Ribera Alta del Ebro	1961 - 1970	Derivados del petróleo	416
15	Ribera Alta del Ebro	1961 - 1970	Madera	30
15	Ribera Alta del Ebro	1961 - 1970	Derivados del carbón	3
15	Ribera Alta del Ebro	1961 - 1970	Otros	1
15	Ribera Alta del Ebro	1971 - 1980	Gas	67
15	Ribera Alta del Ebro	1971 - 1980	Electricidad	84
15	Ribera Alta del Ebro	1971 - 1980	Derivados del petróleo	769
15	Ribera Alta del Ebro	1971 - 1980	Madera	39
15	Ribera Alta del Ebro	1971 - 1980	Derivados del carbón	8
15	Ribera Alta del Ebro	1971 - 1980	Otros	1
15	Ribera Alta del Ebro	1981 - 1990	Gas	106
15	Ribera Alta del Ebro	1981 - 1990	Electricidad	120
15	Ribera Alta del Ebro	1981 - 1990	Derivados del petróleo	730
15	Ribera Alta del Ebro	1981 - 1990	Madera	22
15	Ribera Alta del Ebro	1981 - 1990	Derivados del carbón	7
15	Ribera Alta del Ebro	1981 - 1990	Otros	5
15	Ribera Alta del Ebro	1991	Gas	19
15	Ribera Alta del Ebro	1991	Electricidad	9
15	Ribera Alta del Ebro	1991	Derivados del petróleo	73
15	Ribera Alta del Ebro	1991	Madera	4
15	Ribera Alta del Ebro	1991	Derivados del carbón	2
15	Ribera Alta del Ebro	1992	Gas	28
15	Ribera Alta del Ebro	1992	Electricidad	18
15	Ribera Alta del Ebro	1992	Derivados del petróleo	66
15	Ribera Alta del Ebro	1992	Madera	1
15	Ribera Alta del Ebro	1992	Derivados del carbón	1
15	Ribera Alta del Ebro	1992	Otros	1
15	Ribera Alta del Ebro	1993	Gas	8
15	Ribera Alta del Ebro	1993	Electricidad	20
15	Ribera Alta del Ebro	1993	Derivados del petróleo	60
15	Ribera Alta del Ebro	1993	Madera	4
15	Ribera Alta del Ebro	1993	Otros	1
15	Ribera Alta del Ebro	1994	Gas	10
15	Ribera Alta del Ebro	1994	Electricidad	20
15	Ribera Alta del Ebro	1994	Derivados del petróleo	55
15	Ribera Alta del Ebro	1994	Madera	1
15	Ribera Alta del Ebro	1994	Derivados del carbón	1
15	Ribera Alta del Ebro	1995	Gas	8
15	Ribera Alta del Ebro	1995	Electricidad	47
15	Ribera Alta del Ebro	1995	Derivados del petróleo	71
15	Ribera Alta del Ebro	1995	Madera	2
15	Ribera Alta del Ebro	1995	Derivados del carbón	1
15	Ribera Alta del Ebro	1996	Gas	61
15	Ribera Alta del Ebro	1996	Electricidad	27
15	Ribera Alta del Ebro	1996	Derivados del petróleo	79
15	Ribera Alta del Ebro	1996	Madera	1
15	Ribera Alta del Ebro	1997	Gas	7
15	Ribera Alta del Ebro	1997	Electricidad	14
15	Ribera Alta del Ebro	1997	Derivados del petróleo	56
15	Ribera Alta del Ebro	1997	Madera	1
15	Ribera Alta del Ebro	1998	Gas	54
15	Ribera Alta del Ebro	1998	Electricidad	37
15	Ribera Alta del Ebro	1998	Derivados del petróleo	102
15	Ribera Alta del Ebro	1999	Gas	12
15	Ribera Alta del Ebro	1999	Electricidad	13
15	Ribera Alta del Ebro	1999	Derivados del petróleo	77
15	Ribera Alta del Ebro	1999	Madera	1
15	Ribera Alta del Ebro	2000	Gas	27
15	Ribera Alta del Ebro	2000	Electricidad	33
15	Ribera Alta del Ebro	2000	Derivados del petróleo	86
15	Ribera Alta del Ebro	2001	Gas	35
15	Ribera Alta del Ebro	2001	Electricidad	22
15	Ribera Alta del Ebro	2001	Derivados del petróleo	92
16	Valdejalón	 Antes de 1900	Gas	52
16	Valdejalón	 Antes de 1900	Electricidad	78
16	Valdejalón	 Antes de 1900	Derivados del petróleo	290
16	Valdejalón	 Antes de 1900	Madera	71
16	Valdejalón	 Antes de 1900	Derivados del carbón	2
16	Valdejalón	 Antes de 1900	Otros	2
16	Valdejalón	1900 - 1920	Gas	20
16	Valdejalón	1900 - 1920	Electricidad	20
16	Valdejalón	1900 - 1920	Derivados del petróleo	165
16	Valdejalón	1900 - 1920	Madera	25
16	Valdejalón	1900 - 1920	Derivados del carbón	1
16	Valdejalón	1921 - 1940	Gas	14
16	Valdejalón	1921 - 1940	Electricidad	29
16	Valdejalón	1921 - 1940	Derivados del petróleo	175
16	Valdejalón	1921 - 1940	Madera	18
16	Valdejalón	1921 - 1940	Otros	1
16	Valdejalón	1941 - 1950	Gas	23
16	Valdejalón	1941 - 1950	Electricidad	39
16	Valdejalón	1941 - 1950	Derivados del petróleo	202
16	Valdejalón	1941 - 1950	Madera	19
16	Valdejalón	1941 - 1950	Derivados del carbón	2
16	Valdejalón	1951 - 1960	Gas	40
16	Valdejalón	1951 - 1960	Electricidad	45
16	Valdejalón	1951 - 1960	Derivados del petróleo	273
16	Valdejalón	1951 - 1960	Madera	39
16	Valdejalón	1951 - 1960	Otros	2
16	Valdejalón	1961 - 1970	Gas	67
16	Valdejalón	1961 - 1970	Electricidad	69
16	Valdejalón	1961 - 1970	Derivados del petróleo	475
16	Valdejalón	1961 - 1970	Madera	83
16	Valdejalón	1961 - 1970	Derivados del carbón	1
16	Valdejalón	1961 - 1970	Otros	1
16	Valdejalón	1971 - 1980	Gas	89
16	Valdejalón	1971 - 1980	Electricidad	92
16	Valdejalón	1971 - 1980	Derivados del petróleo	558
16	Valdejalón	1971 - 1980	Madera	80
16	Valdejalón	1971 - 1980	Derivados del carbón	2
16	Valdejalón	1971 - 1980	Otros	2
16	Valdejalón	1981 - 1990	Gas	116
16	Valdejalón	1981 - 1990	Electricidad	165
16	Valdejalón	1981 - 1990	Derivados del petróleo	635
16	Valdejalón	1981 - 1990	Madera	56
16	Valdejalón	1991	Gas	11
16	Valdejalón	1991	Electricidad	21
16	Valdejalón	1991	Derivados del petróleo	56
16	Valdejalón	1991	Madera	3
16	Valdejalón	1992	Gas	14
16	Valdejalón	1992	Electricidad	73
16	Valdejalón	1992	Derivados del petróleo	76
16	Valdejalón	1992	Madera	4
16	Valdejalón	1993	Gas	29
16	Valdejalón	1993	Electricidad	38
16	Valdejalón	1993	Derivados del petróleo	45
16	Valdejalón	1993	Madera	2
16	Valdejalón	1993	Derivados del carbón	1
16	Valdejalón	1994	Gas	7
16	Valdejalón	1994	Electricidad	34
16	Valdejalón	1994	Derivados del petróleo	59
16	Valdejalón	1994	Madera	3
16	Valdejalón	1995	Gas	4
16	Valdejalón	1995	Electricidad	46
16	Valdejalón	1995	Derivados del petróleo	40
16	Valdejalón	1995	Madera	1
16	Valdejalón	1996	Gas	12
16	Valdejalón	1996	Electricidad	28
16	Valdejalón	1996	Derivados del petróleo	60
16	Valdejalón	1996	Madera	1
16	Valdejalón	1997	Gas	19
16	Valdejalón	1997	Electricidad	24
16	Valdejalón	1997	Derivados del petróleo	67
16	Valdejalón	1997	Madera	2
16	Valdejalón	1998	Gas	13
16	Valdejalón	1998	Electricidad	36
16	Valdejalón	1998	Derivados del petróleo	66
16	Valdejalón	1998	Madera	3
16	Valdejalón	1999	Gas	12
16	Valdejalón	1999	Electricidad	52
16	Valdejalón	1999	Derivados del petróleo	96
16	Valdejalón	1999	Madera	1
16	Valdejalón	2000	Gas	32
16	Valdejalón	2000	Electricidad	20
16	Valdejalón	2000	Derivados del petróleo	48
16	Valdejalón	2001	Gas	14
16	Valdejalón	2001	Electricidad	29
16	Valdejalón	2001	Derivados del petróleo	54
16	Valdejalón	2001	Madera	2
17	D.C. Zaragoza	 Antes de 1900	Gas	540
17	D.C. Zaragoza	 Antes de 1900	Electricidad	161
17	D.C. Zaragoza	 Antes de 1900	Derivados del petróleo	513
17	D.C. Zaragoza	 Antes de 1900	Madera	60
17	D.C. Zaragoza	 Antes de 1900	Derivados del carbón	41
17	D.C. Zaragoza	 Antes de 1900	Otros	7
17	D.C. Zaragoza	1900 - 1920	Gas	423
17	D.C. Zaragoza	1900 - 1920	Electricidad	147
17	D.C. Zaragoza	1900 - 1920	Derivados del petróleo	468
17	D.C. Zaragoza	1900 - 1920	Madera	28
17	D.C. Zaragoza	1900 - 1920	Derivados del carbón	74
17	D.C. Zaragoza	1900 - 1920	Otros	19
17	D.C. Zaragoza	1921 - 1940	Gas	1580
17	D.C. Zaragoza	1921 - 1940	Electricidad	432
17	D.C. Zaragoza	1921 - 1940	Derivados del petróleo	1102
17	D.C. Zaragoza	1921 - 1940	Madera	61
17	D.C. Zaragoza	1921 - 1940	Derivados del carbón	211
17	D.C. Zaragoza	1921 - 1940	Otros	20
17	D.C. Zaragoza	1941 - 1950	Gas	3127
17	D.C. Zaragoza	1941 - 1950	Electricidad	679
17	D.C. Zaragoza	1941 - 1950	Derivados del petróleo	1486
17	D.C. Zaragoza	1941 - 1950	Madera	83
17	D.C. Zaragoza	1941 - 1950	Derivados del carbón	612
17	D.C. Zaragoza	1941 - 1950	Otros	21
17	D.C. Zaragoza	1951 - 1960	Gas	9519
17	D.C. Zaragoza	1951 - 1960	Electricidad	2535
17	D.C. Zaragoza	1951 - 1960	Derivados del petróleo	3893
17	D.C. Zaragoza	1951 - 1960	Madera	207
17	D.C. Zaragoza	1951 - 1960	Derivados del carbón	1189
17	D.C. Zaragoza	1951 - 1960	Otros	80
17	D.C. Zaragoza	1961 - 1970	Gas	21300
17	D.C. Zaragoza	1961 - 1970	Electricidad	4077
17	D.C. Zaragoza	1961 - 1970	Derivados del petróleo	9487
17	D.C. Zaragoza	1961 - 1970	Madera	232
17	D.C. Zaragoza	1961 - 1970	Derivados del carbón	3792
17	D.C. Zaragoza	1961 - 1970	Otros	243
17	D.C. Zaragoza	1971 - 1980	Gas	16599
17	D.C. Zaragoza	1971 - 1980	Electricidad	2193
17	D.C. Zaragoza	1971 - 1980	Derivados del petróleo	29287
17	D.C. Zaragoza	1971 - 1980	Madera	226
17	D.C. Zaragoza	1971 - 1980	Derivados del carbón	3814
17	D.C. Zaragoza	1971 - 1980	Otros	391
17	D.C. Zaragoza	1981 - 1990	Gas	23240
17	D.C. Zaragoza	1981 - 1990	Electricidad	2239
17	D.C. Zaragoza	1981 - 1990	Derivados del petróleo	13640
17	D.C. Zaragoza	1981 - 1990	Madera	122
17	D.C. Zaragoza	1981 - 1990	Derivados del carbón	372
17	D.C. Zaragoza	1981 - 1990	Otros	142
17	D.C. Zaragoza	1991	Gas	4052
17	D.C. Zaragoza	1991	Electricidad	585
17	D.C. Zaragoza	1991	Derivados del petróleo	861
17	D.C. Zaragoza	1991	Madera	14
17	D.C. Zaragoza	1991	Derivados del carbón	22
17	D.C. Zaragoza	1991	Otros	1
17	D.C. Zaragoza	1992	Gas	2550
17	D.C. Zaragoza	1992	Electricidad	345
17	D.C. Zaragoza	1992	Derivados del petróleo	502
17	D.C. Zaragoza	1992	Madera	7
17	D.C. Zaragoza	1992	Derivados del carbón	16
17	D.C. Zaragoza	1992	Otros	11
17	D.C. Zaragoza	1993	Gas	2181
17	D.C. Zaragoza	1993	Electricidad	279
17	D.C. Zaragoza	1993	Derivados del petróleo	545
17	D.C. Zaragoza	1993	Madera	10
17	D.C. Zaragoza	1993	Derivados del carbón	9
17	D.C. Zaragoza	1993	Otros	4
17	D.C. Zaragoza	1994	Gas	2562
17	D.C. Zaragoza	1994	Electricidad	336
17	D.C. Zaragoza	1994	Derivados del petróleo	520
17	D.C. Zaragoza	1994	Madera	9
17	D.C. Zaragoza	1994	Derivados del carbón	14
17	D.C. Zaragoza	1994	Otros	8
17	D.C. Zaragoza	1995	Gas	2210
17	D.C. Zaragoza	1995	Electricidad	294
17	D.C. Zaragoza	1995	Derivados del petróleo	335
17	D.C. Zaragoza	1995	Madera	4
17	D.C. Zaragoza	1995	Derivados del carbón	7
17	D.C. Zaragoza	1995	Otros	8
17	D.C. Zaragoza	1996	Gas	2823
17	D.C. Zaragoza	1996	Electricidad	195
17	D.C. Zaragoza	1996	Derivados del petróleo	706
17	D.C. Zaragoza	1996	Madera	5
17	D.C. Zaragoza	1996	Derivados del carbón	11
17	D.C. Zaragoza	1996	Otros	11
17	D.C. Zaragoza	1997	Gas	2975
17	D.C. Zaragoza	1997	Electricidad	172
17	D.C. Zaragoza	1997	Derivados del petróleo	315
17	D.C. Zaragoza	1997	Madera	9
17	D.C. Zaragoza	1997	Derivados del carbón	14
17	D.C. Zaragoza	1997	Otros	4
17	D.C. Zaragoza	1998	Gas	2742
17	D.C. Zaragoza	1998	Electricidad	313
17	D.C. Zaragoza	1998	Derivados del petróleo	520
17	D.C. Zaragoza	1998	Madera	7
17	D.C. Zaragoza	1998	Derivados del carbón	20
17	D.C. Zaragoza	1998	Otros	12
17	D.C. Zaragoza	1999	Gas	2425
17	D.C. Zaragoza	1999	Electricidad	148
17	D.C. Zaragoza	1999	Derivados del petróleo	389
17	D.C. Zaragoza	1999	Madera	8
17	D.C. Zaragoza	1999	Derivados del carbón	12
17	D.C. Zaragoza	1999	Otros	2
17	D.C. Zaragoza	2000	Gas	2268
17	D.C. Zaragoza	2000	Electricidad	173
17	D.C. Zaragoza	2000	Derivados del petróleo	388
17	D.C. Zaragoza	2000	Madera	5
17	D.C. Zaragoza	2000	Derivados del carbón	14
17	D.C. Zaragoza	2000	Otros	11
17	D.C. Zaragoza	2001	Gas	1456
17	D.C. Zaragoza	2001	Electricidad	139
17	D.C. Zaragoza	2001	Derivados del petróleo	282
17	D.C. Zaragoza	2001	Madera	12
17	D.C. Zaragoza	2001	Derivados del carbón	14
17	D.C. Zaragoza	2001	Otros	3
18	Ribera Baja del Ebro	 Antes de 1900	Gas	7
18	Ribera Baja del Ebro	 Antes de 1900	Electricidad	44
18	Ribera Baja del Ebro	 Antes de 1900	Derivados del petróleo	118
18	Ribera Baja del Ebro	 Antes de 1900	Madera	4
18	Ribera Baja del Ebro	 Antes de 1900	Derivados del carbón	1
18	Ribera Baja del Ebro	 Antes de 1900	Otros	4
18	Ribera Baja del Ebro	1900 - 1920	Gas	10
18	Ribera Baja del Ebro	1900 - 1920	Electricidad	16
18	Ribera Baja del Ebro	1900 - 1920	Derivados del petróleo	52
18	Ribera Baja del Ebro	1900 - 1920	Madera	5
18	Ribera Baja del Ebro	1921 - 1940	Gas	4
18	Ribera Baja del Ebro	1921 - 1940	Electricidad	13
18	Ribera Baja del Ebro	1921 - 1940	Derivados del petróleo	62
18	Ribera Baja del Ebro	1921 - 1940	Madera	2
18	Ribera Baja del Ebro	1941 - 1950	Gas	3
18	Ribera Baja del Ebro	1941 - 1950	Electricidad	19
18	Ribera Baja del Ebro	1941 - 1950	Derivados del petróleo	78
18	Ribera Baja del Ebro	1941 - 1950	Madera	9
18	Ribera Baja del Ebro	1941 - 1950	Derivados del carbón	2
18	Ribera Baja del Ebro	1951 - 1960	Gas	10
18	Ribera Baja del Ebro	1951 - 1960	Electricidad	50
18	Ribera Baja del Ebro	1951 - 1960	Derivados del petróleo	128
18	Ribera Baja del Ebro	1951 - 1960	Madera	6
18	Ribera Baja del Ebro	1951 - 1960	Derivados del carbón	1
18	Ribera Baja del Ebro	1951 - 1960	Otros	1
18	Ribera Baja del Ebro	1961 - 1970	Gas	14
18	Ribera Baja del Ebro	1961 - 1970	Electricidad	40
18	Ribera Baja del Ebro	1961 - 1970	Derivados del petróleo	175
18	Ribera Baja del Ebro	1961 - 1970	Madera	8
18	Ribera Baja del Ebro	1961 - 1970	Derivados del carbón	1
18	Ribera Baja del Ebro	1961 - 1970	Otros	1
18	Ribera Baja del Ebro	1971 - 1980	Gas	19
18	Ribera Baja del Ebro	1971 - 1980	Electricidad	72
18	Ribera Baja del Ebro	1971 - 1980	Derivados del petróleo	354
18	Ribera Baja del Ebro	1971 - 1980	Madera	10
18	Ribera Baja del Ebro	1971 - 1980	Otros	2
18	Ribera Baja del Ebro	1981 - 1990	Gas	21
18	Ribera Baja del Ebro	1981 - 1990	Electricidad	110
18	Ribera Baja del Ebro	1981 - 1990	Derivados del petróleo	382
18	Ribera Baja del Ebro	1981 - 1990	Madera	6
18	Ribera Baja del Ebro	1981 - 1990	Otros	2
18	Ribera Baja del Ebro	1991	Gas	4
18	Ribera Baja del Ebro	1991	Electricidad	11
18	Ribera Baja del Ebro	1991	Derivados del petróleo	40
18	Ribera Baja del Ebro	1992	Gas	2
18	Ribera Baja del Ebro	1992	Electricidad	11
18	Ribera Baja del Ebro	1992	Derivados del petróleo	42
18	Ribera Baja del Ebro	1993	Gas	1
18	Ribera Baja del Ebro	1993	Electricidad	5
18	Ribera Baja del Ebro	1993	Derivados del petróleo	18
18	Ribera Baja del Ebro	1994	Electricidad	11
18	Ribera Baja del Ebro	1994	Derivados del petróleo	32
18	Ribera Baja del Ebro	1994	Madera	2
18	Ribera Baja del Ebro	1995	Electricidad	11
18	Ribera Baja del Ebro	1995	Derivados del petróleo	27
18	Ribera Baja del Ebro	1996	Gas	1
18	Ribera Baja del Ebro	1996	Electricidad	5
18	Ribera Baja del Ebro	1996	Derivados del petróleo	27
18	Ribera Baja del Ebro	1997	Gas	1
18	Ribera Baja del Ebro	1997	Electricidad	5
18	Ribera Baja del Ebro	1997	Derivados del petróleo	32
18	Ribera Baja del Ebro	1998	Gas	1
18	Ribera Baja del Ebro	1998	Electricidad	9
18	Ribera Baja del Ebro	1998	Derivados del petróleo	30
18	Ribera Baja del Ebro	1999	Gas	5
18	Ribera Baja del Ebro	1999	Electricidad	9
18	Ribera Baja del Ebro	1999	Derivados del petróleo	40
18	Ribera Baja del Ebro	1999	Otros	1
18	Ribera Baja del Ebro	2000	Gas	1
18	Ribera Baja del Ebro	2000	Electricidad	11
18	Ribera Baja del Ebro	2000	Derivados del petróleo	39
18	Ribera Baja del Ebro	2000	Derivados del carbón	1
18	Ribera Baja del Ebro	2001	Gas	7
18	Ribera Baja del Ebro	2001	Electricidad	10
18	Ribera Baja del Ebro	2001	Derivados del petróleo	27
19	Bajo Aragón-Caspe / Baix Aragó-Casp	 Antes de 1900	Gas	10
19	Bajo Aragón-Caspe / Baix Aragó-Casp	 Antes de 1900	Electricidad	10
19	Bajo Aragón-Caspe / Baix Aragó-Casp	 Antes de 1900	Derivados del petróleo	94
19	Bajo Aragón-Caspe / Baix Aragó-Casp	 Antes de 1900	Madera	7
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1900 - 1920	Gas	22
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1900 - 1920	Electricidad	21
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1900 - 1920	Derivados del petróleo	155
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1900 - 1920	Madera	9
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1921 - 1940	Gas	34
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1921 - 1940	Electricidad	7
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1921 - 1940	Derivados del petróleo	160
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1921 - 1940	Madera	17
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1921 - 1940	Derivados del carbón	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1921 - 1940	Otros	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1941 - 1950	Gas	16
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1941 - 1950	Electricidad	11
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1941 - 1950	Derivados del petróleo	149
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1941 - 1950	Madera	8
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1941 - 1950	Otros	4
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1951 - 1960	Gas	23
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1951 - 1960	Electricidad	9
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1951 - 1960	Derivados del petróleo	190
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1951 - 1960	Madera	17
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1951 - 1960	Derivados del carbón	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1961 - 1970	Gas	37
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1961 - 1970	Electricidad	17
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1961 - 1970	Derivados del petróleo	306
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1961 - 1970	Madera	30
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1961 - 1970	Derivados del carbón	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1961 - 1970	Otros	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1971 - 1980	Gas	50
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1971 - 1980	Electricidad	43
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1971 - 1980	Derivados del petróleo	508
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1971 - 1980	Madera	34
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1971 - 1980	Derivados del carbón	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1971 - 1980	Otros	3
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1981 - 1990	Gas	20
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1981 - 1990	Electricidad	39
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1981 - 1990	Derivados del petróleo	483
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1981 - 1990	Madera	28
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1981 - 1990	Otros	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1991	Gas	12
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1991	Electricidad	7
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1991	Derivados del petróleo	30
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1992	Gas	8
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1992	Derivados del petróleo	59
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1992	Madera	3
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1993	Gas	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1993	Electricidad	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1993	Derivados del petróleo	57
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1993	Madera	3
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1993	Otros	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1994	Electricidad	4
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1994	Derivados del petróleo	24
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1994	Madera	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1995	Gas	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1995	Electricidad	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1995	Derivados del petróleo	45
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1995	Madera	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1995	Otros	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1996	Gas	3
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1996	Electricidad	7
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1996	Derivados del petróleo	39
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1997	Gas	13
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1997	Electricidad	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1997	Derivados del petróleo	71
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1998	Gas	4
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1998	Electricidad	4
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1998	Derivados del petróleo	44
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1998	Madera	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1998	Otros	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1999	Gas	16
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1999	Derivados del petróleo	80
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1999	Madera	2
