Municipio codigo	Municipio nombre	Superficie útil agrupada (m2)	Nº viviendas
50133	Lagata	121 - 150	11,6046764509
50133	Lagata	151 o más	6,1035265391
50134	Langa del Castillo	045 o menos	4,8955169471
50134	Langa del Castillo	046 - 060	3,7111688008
50134	Langa del Castillo	061 - 075	10,1734734636
50134	Langa del Castillo	076 - 090	19,989817163
50134	Langa del Castillo	091 - 105	14,249056365
50134	Langa del Castillo	106 - 120	10,0922876093
50134	Langa del Castillo	121 - 150	3,6703423453
50134	Langa del Castillo	151 o más	8,3132710915
50135	Layana	046 - 060	2,1225079029
50135	Layana	061 - 075	6,5370629883
50135	Layana	076 - 090	6,3591201413
50135	Layana	091 - 105	6,2254835189
50135	Layana	106 - 120	7,0556389047
50135	Layana	121 - 150	3,1309155264
50135	Layana	151 o más	15,5903995599
50136	Lécera	046 - 060	3,2320725398
50136	Lécera	061 - 075	25,5798908541
50136	Lécera	076 - 090	45,2911162493
50136	Lécera	091 - 105	43,6666531101
50136	Lécera	106 - 120	54,7086810185
50136	Lécera	121 - 150	63,9888829466
50136	Lécera	151 o más	91,2933215615
50137	Leciñena	046 - 060	38,6129030395
50137	Leciñena	061 - 075	15,8694425968
50137	Leciñena	076 - 090	109,0051872956
50137	Leciñena	091 - 105	88,0673874734
50137	Leciñena	106 - 120	76,606703587
50137	Leciñena	121 - 150	100,2721404857
50137	Leciñena	151 o más	96,1666837572
50138	Lechón	091 - 105	9,1658193459
50138	Lechón	106 - 120	4,2850068953
50138	Lechón	151 o más	5,3704194496
50139	Letux	046 - 060	2,6854094667
50139	Letux	061 - 075	2,8828142785
50139	Letux	076 - 090	35,588935347
50139	Letux	091 - 105	22,3204248534
50139	Letux	106 - 120	25,406060309
50139	Letux	121 - 150	22,9084567316
50139	Letux	151 o más	32,1335085267
50140	Litago	045 o menos	1,3296728596
50140	Litago	046 - 060	11,0251479912
50140	Litago	061 - 075	10,2671723637
50140	Litago	076 - 090	23,1583369435
50140	Litago	091 - 105	11,7935982368
50140	Litago	106 - 120	7,0863766233
50140	Litago	121 - 150	12,9231830388
50140	Litago	151 o más	7,6853998801
50141	Lituénigo	045 o menos	1,8311112153
50141	Lituénigo	061 - 075	5,2919457266
50141	Lituénigo	076 - 090	19,9575481157
50141	Lituénigo	091 - 105	11,4353822138
50141	Lituénigo	106 - 120	1,3208642344
50141	Lituénigo	121 - 150	5,3778518619
50141	Lituénigo	151 o más	8,1601885118
50142	Lobera de Onsella	061 - 075	1,7651629189
50142	Lobera de Onsella	076 - 090	12,2861050762
50142	Lobera de Onsella	106 - 120	3,9299620635
50142	Lobera de Onsella	121 - 150	1,8534210649
50142	Lobera de Onsella	151 o más	5,6447845866
50143	Longares	046 - 060	22,6696349204
50143	Longares	061 - 075	35,4612877783
50143	Longares	076 - 090	84,5781761895
50143	Longares	091 - 105	68,1185652959
50143	Longares	106 - 120	43,4105859557
50143	Longares	121 - 150	32,6298938618
50143	Longares	151 o más	39,7432800862
50144	Longás	106 - 120	2,8695411055
50144	Longás	121 - 150	12,0910064216
50144	Longás	151 o más	6,9484460513
50146	Lucena de Jalón	046 - 060	1,0764182955
50146	Lucena de Jalón	061 - 075	21,0443473564
50146	Lucena de Jalón	076 - 090	34,4783833371
50146	Lucena de Jalón	091 - 105	22,3340083965
50146	Lucena de Jalón	106 - 120	7,8320324259
50146	Lucena de Jalón	121 - 150	18,0816627466
50146	Lucena de Jalón	151 o más	12,6384371709
50147	Luceni	046 - 060	15,6029563863
50147	Luceni	061 - 075	47,7637717074
50147	Luceni	076 - 090	122,6877237183
50147	Luceni	091 - 105	83,4118145206
50147	Luceni	106 - 120	79,5161582405
50147	Luceni	121 - 150	52,7584555852
50147	Luceni	151 o más	37,1567256356
50148	Luesia	045 o menos	2,0844076254
50148	Luesia	046 - 060	4,6288523772
50148	Luesia	061 - 075	1,4603601538
50148	Luesia	076 - 090	37,0055156893
50148	Luesia	091 - 105	24,5917897752
50148	Luesia	106 - 120	15,1671932405
50148	Luesia	121 - 150	20,6757258209
50148	Luesia	151 o más	39,2112586685
50149	Luesma	061 - 075	6,5748530575
50149	Luesma	076 - 090	3,3284178555
50149	Luesma	091 - 105	2,5868935228
50149	Luesma	106 - 120	9,1621434223
50149	Luesma	121 - 150	1,920479694
50150	Lumpiaque	045 o menos	2,037409678
50150	Lumpiaque	046 - 060	12,8478899179
50150	Lumpiaque	061 - 075	18,6889802577
50150	Lumpiaque	076 - 090	90,955375044
50150	Lumpiaque	091 - 105	76,877177342
50150	Lumpiaque	106 - 120	53,8221579541
50150	Lumpiaque	121 - 150	74,2104535905
50150	Lumpiaque	151 o más	72,7771312973
50151	Luna	045 o menos	9,3244240188
50151	Luna	046 - 060	4,596122957
50151	Luna	061 - 075	31,3819955989
50151	Luna	076 - 090	125,4206552663
50151	Luna	091 - 105	57,0157231641
50151	Luna	106 - 120	41,9595419272
50151	Luna	121 - 150	38,021359844
50151	Luna	151 o más	37,0286486283
50152	Maella	045 o menos	13,0109503459
50152	Maella	046 - 060	70,8484024467
50152	Maella	061 - 075	62,5513041494
50152	Maella	076 - 090	169,3013712507
50152	Maella	091 - 105	131,3333154502
50152	Maella	106 - 120	124,0328015393
50152	Maella	121 - 150	101,2852147276
50152	Maella	151 o más	81,5841636515
50153	Magallón	046 - 060	9,7604856189
50153	Magallón	061 - 075	52,3669170188
50153	Magallón	076 - 090	152,3309664015
50153	Magallón	091 - 105	101,3888633591
50153	Magallón	106 - 120	48,8753590452
50153	Magallón	121 - 150	76,7275558946
50153	Magallón	151 o más	25,5704181138
50154	Mainar	046 - 060	5,4133067856
50154	Mainar	061 - 075	7,9303138343
50154	Mainar	076 - 090	5,128870727
50154	Mainar	091 - 105	10,1769203314
50154	Mainar	106 - 120	10,412942488
50154	Mainar	121 - 150	15,8710985485
50154	Mainar	151 o más	15,65003973
50155	Malanquilla	061 - 075	3,008610102
50155	Malanquilla	076 - 090	6,8058227541
50155	Malanquilla	091 - 105	11,7438706698
50155	Malanquilla	106 - 120	11,8283551181
50155	Malanquilla	121 - 150	8,7109453233
50155	Malanquilla	151 o más	10,9569766191
50156	Maleján	045 o menos	4,2500998195
50156	Maleján	046 - 060	8,8359477528
50156	Maleján	061 - 075	6,0165588258
50156	Maleján	076 - 090	37,5000318007
50156	Maleján	091 - 105	28,1988808677
50156	Maleján	106 - 120	12,6706770157
50156	Maleján	121 - 150	15,9898671664
50156	Maleján	151 o más	10,4365808468
50157	Malón	046 - 060	1,5528967239
50157	Malón	061 - 075	5,5961135384
50157	Malón	076 - 090	54,1050541529
50157	Malón	091 - 105	16,6843951769
50157	Malón	106 - 120	42,273138344
50157	Malón	121 - 150	17,3846309898
50157	Malón	151 o más	14,8923323913
50159	Maluenda	045 o menos	3,4099154717
50159	Maluenda	046 - 060	10,8197471808
50159	Maluenda	061 - 075	32,4847809972
50159	Maluenda	076 - 090	127,7775093699
50159	Maluenda	091 - 105	76,6493521072
50159	Maluenda	106 - 120	45,2495520646
50159	Maluenda	121 - 150	45,2576845742
50159	Maluenda	151 o más	36,1654694078
50160	Mallén	045 o menos	8,053312948
50160	Mallén	046 - 060	27,9658259351
50160	Mallén	061 - 075	100,117946385
50160	Mallén	076 - 090	429,4283204012
50160	Mallén	091 - 105	240,0863518434
50160	Mallén	106 - 120	182,3843956174
50160	Mallén	121 - 150	194,6949900834
50160	Mallén	151 o más	89,3341034068
50161	Manchones	046 - 060	3,905512233
50161	Manchones	061 - 075	7,1613243142
50161	Manchones	076 - 090	16,4044433256
50161	Manchones	091 - 105	9,9986619323
50161	Manchones	106 - 120	12,3290221434
50161	Manchones	121 - 150	8,5942685692
50161	Manchones	151 o más	6,5145787355
50162	Mara	046 - 060	3,686267252
50162	Mara	061 - 075	4,3675070683
50162	Mara	076 - 090	8,9949888459
50162	Mara	091 - 105	17,3380996108
50162	Mara	106 - 120	11,6687410671
50162	Mara	121 - 150	12,4124530116
50162	Mara	151 o más	20,2322500648
50163	María de Huerva	045 o menos	32,3370134936
50163	María de Huerva	046 - 060	49,3722005709
50163	María de Huerva	061 - 075	173,1219910993
50163	María de Huerva	076 - 090	230,034981427
50163	María de Huerva	091 - 105	200,5430574879
50163	María de Huerva	106 - 120	225,8299694256
50163	María de Huerva	121 - 150	418,6063997018
50163	María de Huerva	151 o más	567,8871553858
50164	Mediana de Aragón	046 - 060	12,2458565052
50164	Mediana de Aragón	076 - 090	30,6102448771
50164	Mediana de Aragón	091 - 105	21,9829372829
50164	Mediana de Aragón	106 - 120	54,6917313024
50164	Mediana de Aragón	121 - 150	38,6575174599
50164	Mediana de Aragón	151 o más	29,6964077879
50165	Mequinenza	046 - 060	43,6615556221
50165	Mequinenza	061 - 075	94,0249345667
50165	Mequinenza	076 - 090	539,9867809337
50165	Mequinenza	091 - 105	134,3087486133
50165	Mequinenza	106 - 120	64,9158525602
50165	Mequinenza	121 - 150	34,7912986538
50165	Mequinenza	151 o más	17,285940147
50166	Mesones de Isuela	045 o menos	7,6540858025
50166	Mesones de Isuela	046 - 060	1,602690908
50166	Mesones de Isuela	076 - 090	32,9263370192
50166	Mesones de Isuela	091 - 105	40,6059846513
50166	Mesones de Isuela	106 - 120	21,800502916
50166	Mesones de Isuela	121 - 150	15,0851617966
50166	Mesones de Isuela	151 o más	11,4304389644
50167	Mezalocha	045 o menos	1,3318161702
50167	Mezalocha	046 - 060	5,3275068535
50167	Mezalocha	061 - 075	8,61547723
50167	Mezalocha	076 - 090	16,9742795505
50167	Mezalocha	091 - 105	13,9800044589
50167	Mezalocha	106 - 120	13,836475175
50167	Mezalocha	121 - 150	14,7899668054
50167	Mezalocha	151 o más	15,9520483277
50168	Mianos	076 - 090	4,1868407875
50168	Mianos	091 - 105	1,3601357529
50168	Mianos	106 - 120	1,167003082
50168	Mianos	121 - 150	6,2024681114
50168	Mianos	151 o más	6,1791888394
50169	Miedes de Aragón	045 o menos	1,7369983697
50169	Miedes de Aragón	046 - 060	17,4679463906
50169	Miedes de Aragón	061 - 075	1,1531627778
50169	Miedes de Aragón	076 - 090	44,9519372824
50169	Miedes de Aragón	091 - 105	30,6139800319
50169	Miedes de Aragón	106 - 120	22,2435945916
50169	Miedes de Aragón	121 - 150	16,9075215596
50169	Miedes de Aragón	151 o más	33,7119762907
50170	Monegrillo	046 - 060	9,060573647
50170	Monegrillo	061 - 075	11,2150730415
50170	Monegrillo	076 - 090	29,5347493899
50170	Monegrillo	091 - 105	60,1092383112
50170	Monegrillo	106 - 120	30,8692004593
50170	Monegrillo	121 - 150	18,1841347894
50170	Monegrillo	151 o más	30,5452999495
50171	Moneva	045 o menos	1,5006480269
50171	Moneva	046 - 060	1,5287688625
50171	Moneva	061 - 075	3,9911901849
50171	Moneva	076 - 090	13,6453255963
50171	Moneva	091 - 105	9,1006020163
50171	Moneva	106 - 120	8,1594434939
50171	Moneva	121 - 150	9,1375460044
50171	Moneva	151 o más	15,8093576262
50172	Monreal de Ariza	045 o menos	1,4174573675
50172	Monreal de Ariza	046 - 060	2,4204692077
50172	Monreal de Ariza	061 - 075	1,1688883674
50172	Monreal de Ariza	076 - 090	22,137032374
50172	Monreal de Ariza	091 - 105	15,6985525694
50172	Monreal de Ariza	106 - 120	9,7113550524
50172	Monreal de Ariza	121 - 150	18,4652378842
50172	Monreal de Ariza	151 o más	6,1194881447
50173	Monterde	046 - 060	8,0056226206
50173	Monterde	061 - 075	14,3204773927
50173	Monterde	076 - 090	21,7691580566
50173	Monterde	091 - 105	24,0919231849
50173	Monterde	106 - 120	8,5334094055
50173	Monterde	121 - 150	11,6376455715
50173	Monterde	151 o más	10,6610880223
50174	Montón	046 - 060	3,5183707203
50174	Montón	061 - 075	1,0949173745
50174	Montón	076 - 090	16,6969424434
50174	Montón	091 - 105	11,9170821962
50174	Montón	106 - 120	10,9892730956
50174	Montón	121 - 150	5,2501709987
50174	Montón	151 o más	11,0531545176
50175	Morata de Jalón	045 o menos	10,2459827799
50175	Morata de Jalón	046 - 060	22,1112867101
50175	Morata de Jalón	061 - 075	81,0251778365
50175	Morata de Jalón	076 - 090	163,1337757104
50175	Morata de Jalón	091 - 105	93,6461953866
50175	Morata de Jalón	106 - 120	87,3998539572
50175	Morata de Jalón	121 - 150	37,0574554098
50175	Morata de Jalón	151 o más	41,4907052778
50176	Morata de Jiloca	045 o menos	1,0137400787
50176	Morata de Jiloca	046 - 060	8,7843379218
50176	Morata de Jiloca	061 - 075	14,1696238026
50176	Morata de Jiloca	076 - 090	31,7156026584
50176	Morata de Jiloca	091 - 105	18,994371077
50176	Morata de Jiloca	106 - 120	19,6668503584
50176	Morata de Jiloca	121 - 150	12,3392830458
50176	Morata de Jiloca	151 o más	2,3768277419
50177	Morés	045 o menos	2,9590863074
50177	Morés	046 - 060	14,4214706162
50177	Morés	061 - 075	14,2145979736
50177	Morés	076 - 090	40,8553845784
50177	Morés	091 - 105	36,6932112598
50177	Morés	106 - 120	13,8734615768
50177	Morés	121 - 150	25,7152647859
50177	Morés	151 o más	36,9039475693
50178	Moros	046 - 060	6,1164715593
50178	Moros	061 - 075	9,6840751031
50178	Moros	076 - 090	67,8074939789
50178	Moros	091 - 105	70,7723322406
50178	Moros	106 - 120	11,4745906904
50178	Moros	121 - 150	8,994511916
50178	Moros	151 o más	7,6934964835
50179	Moyuela	046 - 060	14,955903819
50179	Moyuela	061 - 075	6,8945017169
50179	Moyuela	076 - 090	34,0185191603
50179	Moyuela	091 - 105	19,2110934625
50179	Moyuela	106 - 120	18,0980381522
50179	Moyuela	121 - 150	22,4888867472
50179	Moyuela	151 o más	18,0665254585
50180	Mozota	045 o menos	0,8771604992
50180	Mozota	061 - 075	4,588875964
50180	Mozota	076 - 090	10,6024393099
50180	Mozota	091 - 105	7,202294201
50180	Mozota	106 - 120	11,076854421
50180	Mozota	121 - 150	11,0402266944
50180	Mozota	151 o más	8,7381288307
50181	Muel	046 - 060	20,8788612537
50181	Muel	061 - 075	85,1369581768
50181	Muel	076 - 090	141,0030955607
50181	Muel	091 - 105	87,2241740682
50181	Muel	106 - 120	93,6752603387
50181	Muel	121 - 150	58,0333697584
50181	Muel	151 o más	67,8386128963
50182	Muela (La)	045 o menos	36,8408423051
50182	Muela (La)	046 - 060	207,1582642192
50182	Muela (La)	061 - 075	280,1540146612
50182	Muela (La)	076 - 090	432,6485621429
50182	Muela (La)	091 - 105	223,3839518252
50182	Muela (La)	106 - 120	200,620305285
50182	Muela (La)	121 - 150	381,4160883498
50182	Muela (La)	151 o más	233,3722518625
50183	Munébrega	046 - 060	17,3784576367
50183	Munébrega	061 - 075	1,3173483995
50183	Munébrega	076 - 090	62,9780943911
50183	Munébrega	091 - 105	25,1080890262
50183	Munébrega	106 - 120	43,1499539784
50183	Munébrega	121 - 150	18,6086292986
50183	Munébrega	151 o más	32,9958676706
50184	Murero	046 - 060	12,5145951227
50184	Murero	061 - 075	1,30684359
50184	Murero	076 - 090	11,4297867442
50184	Murero	091 - 105	14,0447582021
50184	Murero	106 - 120	2,7796798685
50184	Murero	121 - 150	13,0762361994
50184	Murero	151 o más	8,7116276864
50185	Murillo de Gállego	045 o menos	2,545422267
50185	Murillo de Gállego	046 - 060	4,8401645037
50185	Murillo de Gállego	061 - 075	18,3871261234
50185	Murillo de Gállego	076 - 090	24,6716680388
50185	Murillo de Gállego	091 - 105	6,2153509241
50185	Murillo de Gállego	106 - 120	14,9226924312
50185	Murillo de Gállego	121 - 150	14,6426512975
50185	Murillo de Gállego	151 o más	8,65456779
50186	Navardún	045 o menos	3,2229981739
50186	Navardún	046 - 060	1,0045236422
50186	Navardún	061 - 075	1,7954108041
50186	Navardún	076 - 090	3,9192938469
50186	Navardún	091 - 105	4,1695203081
50186	Navardún	106 - 120	0,7831718911
50186	Navardún	121 - 150	1,816456809
50186	Navardún	151 o más	4,438186334
50187	Nigüella	061 - 075	3,8240842937
50187	Nigüella	076 - 090	11,57468454
50187	Nigüella	091 - 105	11,6540974425
50187	Nigüella	106 - 120	4,7358011713
50187	Nigüella	121 - 150	1,6227067804
50187	Nigüella	151 o más	5,457806449
50188	Nombrevilla	061 - 075	11,2374225439
50188	Nombrevilla	076 - 090	3,163442672
50188	Nombrevilla	091 - 105	1,7351956112
50188	Nombrevilla	121 - 150	3,8639391729
50189	Nonaspe	045 o menos	9,0350903227
50189	Nonaspe	046 - 060	47,2780860819
50189	Nonaspe	061 - 075	32,6140748959
50189	Nonaspe	076 - 090	96,1757756063
50189	Nonaspe	091 - 105	101,0664649007
50189	Nonaspe	106 - 120	70,7814863462
50189	Nonaspe	121 - 150	26,6855457899
50189	Nonaspe	151 o más	20,6442003943
50190	Novallas	045 o menos	6,7067867698
50190	Novallas	046 - 060	23,2287536634
50190	Novallas	061 - 075	29,2337853889
50190	Novallas	076 - 090	149,735410492
50190	Novallas	091 - 105	64,6202898695
50190	Novallas	106 - 120	49,6911207852
50190	Novallas	121 - 150	36,5133663759
50190	Novallas	151 o más	21,1014845341
50191	Novillas	045 o menos	2,0336646011
50191	Novillas	046 - 060	25,5970475468
50191	Novillas	061 - 075	18,5230552638
50191	Novillas	076 - 090	56,880527605
50191	Novillas	091 - 105	46,1560660595
50191	Novillas	106 - 120	44,8147742818
50191	Novillas	121 - 150	18,4693716225
50191	Novillas	151 o más	23,8996094815
50192	Nuévalos	046 - 060	4,7540324316
50192	Nuévalos	061 - 075	33,2237480071
50192	Nuévalos	076 - 090	77,1811668772
50192	Nuévalos	091 - 105	16,9500923064
50192	Nuévalos	106 - 120	0,9747973539
50192	Nuévalos	121 - 150	10,1479742894
50192	Nuévalos	151 o más	6,533518537
50193	Nuez de Ebro	046 - 060	2,3193911567
50193	Nuez de Ebro	061 - 075	16,1573733177
50193	Nuez de Ebro	076 - 090	63,4533970018
50193	Nuez de Ebro	091 - 105	31,2053418114
50193	Nuez de Ebro	106 - 120	38,2035241389
50193	Nuez de Ebro	121 - 150	77,8575241216
50193	Nuez de Ebro	151 o más	86,6040205671
50194	Olvés	046 - 060	1,7456144507
50194	Olvés	061 - 075	6,6669371357
50194	Olvés	076 - 090	16,7797064285
50194	Olvés	091 - 105	8,7618376362
50194	Olvés	106 - 120	4,2682905802
50194	Olvés	121 - 150	9,5775185589
50194	Olvés	151 o más	3,2777852016
50195	Orcajo	076 - 090	10,0648261093
50195	Orcajo	091 - 105	2,0455894398
50195	Orcajo	106 - 120	8,4274127571
50195	Orcajo	121 - 150	3,0962326055
50195	Orcajo	151 o más	2,6764286476
50196	Orera	046 - 060	5,7812786658
50196	Orera	061 - 075	6,9763677379
50196	Orera	076 - 090	10,1622745263
50196	Orera	091 - 105	16,5052201629
50196	Orera	106 - 120	9,123659558
50196	Orera	121 - 150	6,8466669208
50196	Orera	151 o más	6,044993829
50197	Orés	046 - 060	2,4421873681
50197	Orés	061 - 075	1,5939595247
50197	Orés	076 - 090	13,6699074763
50197	Orés	091 - 105	9,444128793
50197	Orés	106 - 120	1,9710893635
50197	Orés	121 - 150	7,1009643638
50197	Orés	151 o más	7,4567488344
50198	Oseja	061 - 075	3,6998865008
50198	Oseja	076 - 090	2,5829138171
50198	Oseja	091 - 105	2,2850656405
50198	Oseja	106 - 120	2,8508567952
50198	Oseja	121 - 150	9,5626744953
50198	Oseja	151 o más	4,3187162502
50199	Osera de Ebro	046 - 060	9,4486309753
50199	Osera de Ebro	061 - 075	6,598599569
50199	Osera de Ebro	076 - 090	42,2119338773
50199	Osera de Ebro	091 - 105	35,4170347831
50199	Osera de Ebro	106 - 120	18,8413304154
50199	Osera de Ebro	121 - 150	14,1675206379
50199	Osera de Ebro	151 o más	25,944424107
50200	Paniza	046 - 060	16,200056719
50200	Paniza	061 - 075	50,2876317795
50200	Paniza	076 - 090	67,7759885599
50200	Paniza	091 - 105	62,5763701253
50200	Paniza	106 - 120	49,5130061776
50200	Paniza	121 - 150	24,0905757542
50200	Paniza	151 o más	34,8836620625
50201	Paracuellos de Jiloca	045 o menos	9,2671660579
50201	Paracuellos de Jiloca	046 - 060	14,5931087147
50201	Paracuellos de Jiloca	061 - 075	11,0706198137
50201	Paracuellos de Jiloca	076 - 090	50,1411645752
50201	Paracuellos de Jiloca	091 - 105	31,1269429762
50201	Paracuellos de Jiloca	106 - 120	38,1254256609
50201	Paracuellos de Jiloca	121 - 150	45,3822406699
50201	Paracuellos de Jiloca	151 o más	28,2767999849
50202	Paracuellos de la Ribera	045 o menos	1,0564172771
50202	Paracuellos de la Ribera	046 - 060	9,2072449804
50202	Paracuellos de la Ribera	061 - 075	11,5646936837
50202	Paracuellos de la Ribera	076 - 090	13,6884117693
50202	Paracuellos de la Ribera	091 - 105	24,885137271
50202	Paracuellos de la Ribera	106 - 120	11,1047186005
50202	Paracuellos de la Ribera	121 - 150	9,8628526384
50202	Paracuellos de la Ribera	151 o más	10,4660492026
50203	Pastriz	046 - 060	8,5274767128
50203	Pastriz	061 - 075	12,6795396658
50203	Pastriz	076 - 090	90,6108088839
50203	Pastriz	091 - 105	108,0993378981
50203	Pastriz	106 - 120	81,3013415544
50203	Pastriz	121 - 150	78,8901132235
50203	Pastriz	151 o más	128,4299660837
50204	Pedrola	045 o menos	5,5649488528
50204	Pedrola	046 - 060	93,5118319483
50204	Pedrola	061 - 075	87,854652752
50204	Pedrola	076 - 090	501,3670129595
50204	Pedrola	091 - 105	243,907923512
50204	Pedrola	106 - 120	188,0639815105
50204	Pedrola	121 - 150	175,656037288
50204	Pedrola	151 o más	147,9509031294
50205	Pedrosas (Las)	046 - 060	1,5409513907
50205	Pedrosas (Las)	061 - 075	3,0028782418
50205	Pedrosas (Las)	076 - 090	10,1849463329
50205	Pedrosas (Las)	091 - 105	8,3577801915
50205	Pedrosas (Las)	106 - 120	13,6440148645
50205	Pedrosas (Las)	121 - 150	11,5411314394
50205	Pedrosas (Las)	151 o más	3,7049868201
50206	Perdiguera	046 - 060	4,7960333023
50206	Perdiguera	061 - 075	21,0485265511
50206	Perdiguera	076 - 090	72,4576180389
50206	Perdiguera	091 - 105	42,0002558578
50206	Perdiguera	106 - 120	37,6957955388
50206	Perdiguera	121 - 150	26,6211397934
50206	Perdiguera	151 o más	33,2415568973
50207	Piedratajada	046 - 060	3,2102477217
50207	Piedratajada	061 - 075	4,1617727883
50207	Piedratajada	076 - 090	7,8114115966
50207	Piedratajada	091 - 105	11,888070296
50207	Piedratajada	106 - 120	13,2251432824
50207	Piedratajada	121 - 150	21,4432114453
50207	Piedratajada	151 o más	7,4708165246
50208	Pina de Ebro	046 - 060	92,2633583192
50208	Pina de Ebro	061 - 075	80,0020209107
50208	Pina de Ebro	076 - 090	396,6316272857
50208	Pina de Ebro	091 - 105	174,1631894435
50208	Pina de Ebro	106 - 120	149,771935372
50208	Pina de Ebro	121 - 150	64,7518957821
50208	Pina de Ebro	151 o más	80,4862843781
50209	Pinseque	046 - 060	37,7422316067
50209	Pinseque	061 - 075	75,3779862066
50209	Pinseque	076 - 090	309,083556377
50209	Pinseque	091 - 105	309,4323189211
50209	Pinseque	106 - 120	233,3356922813
50209	Pinseque	121 - 150	221,2243365259
50209	Pinseque	151 o más	185,7283674826
50210	Pintanos (Los)	045 o menos	0,9563691176
50210	Pintanos (Los)	061 - 075	1,8098655377
50210	Pintanos (Los)	076 - 090	3,1441312663
50210	Pintanos (Los)	091 - 105	2,6274839094
50210	Pintanos (Los)	106 - 120	6,0137397298
50210	Pintanos (Los)	121 - 150	4,3469505798
50210	Pintanos (Los)	151 o más	1,8818023141
50211	Plasencia de Jalón	045 o menos	3,6731861291
50211	Plasencia de Jalón	046 - 060	6,6809632706
50211	Plasencia de Jalón	061 - 075	9,1910320171
50211	Plasencia de Jalón	076 - 090	43,3401412083
50211	Plasencia de Jalón	091 - 105	30,1149615305
50211	Plasencia de Jalón	106 - 120	24,2940530392
50211	Plasencia de Jalón	121 - 150	27,7721784285
50211	Plasencia de Jalón	151 o más	24,5785310878
50212	Pleitas	091 - 105	3,7508220832
50212	Pleitas	106 - 120	10,2440921198
50212	Pleitas	121 - 150	3,7508220832
50212	Pleitas	151 o más	4,3315817756
50213	Plenas	046 - 060	6,1137281281
50213	Plenas	061 - 075	14,8662996624
50213	Plenas	076 - 090	12,624770118
50213	Plenas	091 - 105	9,0863371611
50213	Plenas	106 - 120	14,4679048724
50213	Plenas	121 - 150	2,9359298072
50213	Plenas	151 o más	12,8895887392
50214	Pomer	046 - 060	0,8823375189
50214	Pomer	061 - 075	1,4605442805
50214	Pomer	076 - 090	0,8823375189
50214	Pomer	091 - 105	1,2060292425
50214	Pomer	106 - 120	3,8153296756
50214	Pomer	121 - 150	6,5964825285
50214	Pomer	151 o más	0,4861344553
50215	Pozuel de Ariza	076 - 090	4,7268028694
50215	Pozuel de Ariza	091 - 105	1,6275784657
50215	Pozuel de Ariza	121 - 150	1,1372421003
50215	Pozuel de Ariza	151 o más	3,6456186649
50216	Pozuelo de Aragón	046 - 060	5,0827954568
50216	Pozuelo de Aragón	061 - 075	1,416659775
50216	Pozuelo de Aragón	076 - 090	24,783193699
50216	Pozuelo de Aragón	091 - 105	21,3682739241
50216	Pozuelo de Aragón	106 - 120	16,4926519748
50216	Pozuelo de Aragón	121 - 150	14,7981682639
50216	Pozuelo de Aragón	151 o más	28,660299114
50217	Pradilla de Ebro	045 o menos	2,4495731957
50217	Pradilla de Ebro	046 - 060	6,3979526222
50217	Pradilla de Ebro	061 - 075	16,2828817166
50217	Pradilla de Ebro	076 - 090	36,7489900816
50217	Pradilla de Ebro	091 - 105	52,0514001158
50217	Pradilla de Ebro	106 - 120	43,5182858839
50217	Pradilla de Ebro	121 - 150	36,2907528905
50217	Pradilla de Ebro	151 o más	40,747068404
50218	Puebla de Albortón	061 - 075	2,8065790338
50218	Puebla de Albortón	076 - 090	17,2243795907
50218	Puebla de Albortón	091 - 105	12,3650848307
50218	Puebla de Albortón	106 - 120	14,4223464293
50218	Puebla de Albortón	121 - 150	6,2621324884
50218	Puebla de Albortón	151 o más	7,1592217609
50219	Puebla de Alfindén (La)	045 o menos	7,0881562728
50219	Puebla de Alfindén (La)	046 - 060	154,1983869035
50219	Puebla de Alfindén (La)	061 - 075	476,0368121683
50219	Puebla de Alfindén (La)	076 - 090	503,5913295484
50219	Puebla de Alfindén (La)	091 - 105	152,3212427842
50219	Puebla de Alfindén (La)	106 - 120	224,2267729357
50219	Puebla de Alfindén (La)	121 - 150	253,0885489929
50219	Puebla de Alfindén (La)	151 o más	278,6019337404
50220	Puendeluna	046 - 060	2,6720112248
50220	Puendeluna	061 - 075	2,1169938858
50220	Puendeluna	076 - 090	3,3369448369
50220	Puendeluna	091 - 105	6,0430452841
50220	Puendeluna	106 - 120	5,6414995032
50220	Puendeluna	121 - 150	2,508941957
50220	Puendeluna	151 o más	3,0315169818
50221	Purujosa	045 o menos	3,5072946648
50221	Purujosa	046 - 060	16,4330857478
50221	Purujosa	076 - 090	3,7713653023
50222	Quinto	045 o menos	22,6456976345
50222	Quinto	046 - 060	21,1681077799
50222	Quinto	061 - 075	72,437851974
50222	Quinto	076 - 090	281,408754477
50222	Quinto	091 - 105	152,62458587
50222	Quinto	106 - 120	120,3723695018
50222	Quinto	121 - 150	56,3587668619
50222	Quinto	151 o más	66,5094055005
50223	Remolinos	045 o menos	17,3273578215
50223	Remolinos	046 - 060	12,1691607015
50223	Remolinos	061 - 075	32,4815711606
50223	Remolinos	076 - 090	79,2606062173
50223	Remolinos	091 - 105	121,6223629087
50223	Remolinos	106 - 120	72,6701166956
50223	Remolinos	121 - 150	39,1537393515
50223	Remolinos	151 o más	67,0910996117
50224	Retascón	046 - 060	3,8319395935
50224	Retascón	061 - 075	4,4816053686
50224	Retascón	076 - 090	6,0801240593
50224	Retascón	091 - 105	7,2371072421
50224	Retascón	106 - 120	5,8528326396
