Municipio codigo	Municipio nombre	Superficie útil agrupada (m2)	Nº viviendas
22001	Abiego	046 - 060	6,9868759473
22001	Abiego	061 - 075	3,5216471021
22001	Abiego	076 - 090	19,6292776609
22001	Abiego	091 - 105	10,1473536553
22001	Abiego	106 - 120	17,690688181
22001	Abiego	121 - 150	14,2135640462
22001	Abiego	151 o más	33,3305509969
22002	Abizanda	045 o menos	3,6575242113
22002	Abizanda	046 - 060	4,7164332715
22002	Abizanda	061 - 075	4,1316386985
22002	Abizanda	076 - 090	6,2371004517
22002	Abizanda	091 - 105	6,1127449431
22002	Abizanda	106 - 120	4,6612189739
22002	Abizanda	121 - 150	10,091889589
22002	Abizanda	151 o más	22,5983395762
22003	Adahuesca	046 - 060	3,8469838522
22003	Adahuesca	061 - 075	4,0448746159
22003	Adahuesca	076 - 090	11,0599923135
22003	Adahuesca	091 - 105	5,6278125195
22003	Adahuesca	106 - 120	6,5123767891
22003	Adahuesca	121 - 150	18,0334977975
22003	Adahuesca	151 o más	24,4201990801
22004	Agüero	045 o menos	2,373443257
22004	Agüero	046 - 060	4,3296195296
22004	Agüero	061 - 075	1,1615797733
22004	Agüero	076 - 090	27,8968452733
22004	Agüero	091 - 105	11,8389699611
22004	Agüero	106 - 120	6,339844371
22004	Agüero	121 - 150	3,8369373574
22004	Agüero	151 o más	11,4305328108
22006	Aísa	045 o menos	6,177274337
22006	Aísa	046 - 060	15,4597823974
22006	Aísa	061 - 075	7,9211187953
22006	Aísa	076 - 090	9,8498102089
22006	Aísa	091 - 105	25,7803455315
22006	Aísa	106 - 120	15,0188903445
22006	Aísa	121 - 150	20,2164987271
22006	Aísa	151 o más	44,1928892214
22007	Albalate de Cinca	045 o menos	5,6498617792
22007	Albalate de Cinca	046 - 060	40,2419074756
22007	Albalate de Cinca	061 - 075	46,7103559698
22007	Albalate de Cinca	076 - 090	167,3656076238
22007	Albalate de Cinca	091 - 105	81,327217901
22007	Albalate de Cinca	106 - 120	26,9779586519
22007	Albalate de Cinca	121 - 150	33,246599195
22007	Albalate de Cinca	151 o más	41,6241751766
22008	Albalatillo	046 - 060	1,2715718035
22008	Albalatillo	061 - 075	8,0919995483
22008	Albalatillo	076 - 090	26,1759357336
22008	Albalatillo	091 - 105	16,3025125124
22008	Albalatillo	106 - 120	10,9337529479
22008	Albalatillo	121 - 150	7,872492246
22008	Albalatillo	151 o más	16,4558256369
22009	Albelda	045 o menos	2,4816409821
22009	Albelda	046 - 060	17,3476579874
22009	Albelda	061 - 075	46,1469939372
22009	Albelda	076 - 090	89,0764844559
22009	Albelda	091 - 105	81,5054290557
22009	Albelda	106 - 120	40,7817756384
22009	Albelda	121 - 150	32,5153836201
22009	Albelda	151 o más	32,0232295921
22011	Albero Alto	076 - 090	10,6440409493
22011	Albero Alto	091 - 105	6,7483534438
22011	Albero Alto	106 - 120	6,8930314909
22011	Albero Alto	121 - 150	4,582781777
22011	Albero Alto	151 o más	24,0993426386
22012	Albero Bajo	045 o menos	1,6943303822
22012	Albero Bajo	061 - 075	1,4583282613
22012	Albero Bajo	076 - 090	11,3424117532
22012	Albero Bajo	091 - 105	7,3471664034
22012	Albero Bajo	106 - 120	3,8128581297
22012	Albero Bajo	121 - 150	8,5642973717
22012	Albero Bajo	151 o más	11,9519501366
22013	Alberuela de Tubo	046 - 060	4,5386688435
22013	Alberuela de Tubo	061 - 075	4,0236337433
22013	Alberuela de Tubo	076 - 090	15,3473227929
22013	Alberuela de Tubo	091 - 105	29,9579606566
22013	Alberuela de Tubo	106 - 120	10,7155047015
22013	Alberuela de Tubo	121 - 150	29,5940104706
22013	Alberuela de Tubo	151 o más	27,528260956
22014	Alcalá de Gurrea	046 - 060	6,5199328718
22014	Alcalá de Gurrea	061 - 075	15,0436627943
22014	Alcalá de Gurrea	076 - 090	28,5402959921
22014	Alcalá de Gurrea	091 - 105	34,5060558073
22014	Alcalá de Gurrea	106 - 120	24,3395831257
22014	Alcalá de Gurrea	121 - 150	15,7599325572
22014	Alcalá de Gurrea	151 o más	15,7689829414
22015	Alcalá del Obispo	046 - 060	4,8161581405
22015	Alcalá del Obispo	061 - 075	11,0068642592
22015	Alcalá del Obispo	076 - 090	14,6262677762
22015	Alcalá del Obispo	091 - 105	23,8329608069
22015	Alcalá del Obispo	106 - 120	30,2534985299
22015	Alcalá del Obispo	121 - 150	26,4006231363
22015	Alcalá del Obispo	151 o más	25,8326403129
22016	Alcampell	046 - 060	2,8225103376
22016	Alcampell	061 - 075	14,6191096213
22016	Alcampell	076 - 090	65,9320906685
22016	Alcampell	091 - 105	94,2962327276
22016	Alcampell	106 - 120	68,4566587309
22016	Alcampell	121 - 150	36,3568398682
22016	Alcampell	151 o más	31,3833247786
22017	Alcolea de Cinca	045 o menos	8,996776769
22017	Alcolea de Cinca	046 - 060	8,5346448251
22017	Alcolea de Cinca	061 - 075	42,5070726637
22017	Alcolea de Cinca	076 - 090	167,5611117197
22017	Alcolea de Cinca	091 - 105	75,7530497156
22017	Alcolea de Cinca	106 - 120	54,8731160568
22017	Alcolea de Cinca	121 - 150	48,049208913
22017	Alcolea de Cinca	151 o más	21,6469912615
22018	Alcubierre	045 o menos	1,3451659358
22018	Alcubierre	046 - 060	9,1431283909
22018	Alcubierre	061 - 075	6,6565685154
22018	Alcubierre	076 - 090	39,35177993
22018	Alcubierre	091 - 105	37,4212061872
22018	Alcubierre	106 - 120	35,6688065279
22018	Alcubierre	121 - 150	22,7810498762
22018	Alcubierre	151 o más	27,1327379873
22019	Alerre	046 - 060	0,8474732168
22019	Alerre	061 - 075	1,8572737409
22019	Alerre	076 - 090	12,3766176687
22019	Alerre	091 - 105	12,2771657864
22019	Alerre	106 - 120	6,3426878803
22019	Alerre	121 - 150	13,2757698587
22019	Alerre	151 o más	38,4093472298
22020	Alfántega	045 o menos	1,5362865324
22020	Alfántega	046 - 060	2,0210837201
22020	Alfántega	061 - 075	1,0609621451
22020	Alfántega	076 - 090	11,1263498614
22020	Alfántega	091 - 105	12,4844581785
22020	Alfántega	106 - 120	16,3541823234
22020	Alfántega	121 - 150	15,7475418489
22020	Alfántega	151 o más	2,6118639351
22021	Almudévar	045 o menos	3,4743065648
22021	Almudévar	046 - 060	21,8698068712
22021	Almudévar	061 - 075	85,3311207373
22021	Almudévar	076 - 090	268,1108809582
22021	Almudévar	091 - 105	188,8235415006
22021	Almudévar	106 - 120	144,7685340646
22021	Almudévar	121 - 150	112,8326656862
22021	Almudévar	151 o más	107,4722512088
22022	Almunia de San Juan	046 - 060	1,3481687642
22022	Almunia de San Juan	061 - 075	14,6035634997
22022	Almunia de San Juan	076 - 090	74,8386728452
22022	Almunia de San Juan	091 - 105	50,7357264965
22022	Almunia de San Juan	106 - 120	57,3020978252
22022	Almunia de San Juan	121 - 150	38,4626130676
22022	Almunia de San Juan	151 o más	29,1781874251
22023	Almuniente	046 - 060	2,2597125801
22023	Almuniente	061 - 075	17,5223466022
22023	Almuniente	076 - 090	63,9028199631
22023	Almuniente	091 - 105	39,0056668948
22023	Almuniente	106 - 120	28,7613339577
22023	Almuniente	121 - 150	23,4043445497
22023	Almuniente	151 o más	42,5626506081
22024	Alquézar	045 o menos	2,4961260391
22024	Alquézar	046 - 060	26,9200343668
22024	Alquézar	061 - 075	13,2152127123
22024	Alquézar	076 - 090	27,4543065158
22024	Alquézar	091 - 105	19,2064899443
22024	Alquézar	106 - 120	14,4171778501
22024	Alquézar	121 - 150	12,1168143857
22024	Alquézar	151 o más	25,8549010117
22025	Altorricón	046 - 060	11,2418868477
22025	Altorricón	061 - 075	53,2647454185
22025	Altorricón	076 - 090	178,6475094962
22025	Altorricón	091 - 105	111,4367189138
22025	Altorricón	106 - 120	80,4921030642
22025	Altorricón	121 - 150	62,0275817495
22025	Altorricón	151 o más	68,3130695322
22027	Angüés	046 - 060	9,3626122117
22027	Angüés	061 - 075	9,1825485029
22027	Angüés	076 - 090	33,3597745818
22027	Angüés	091 - 105	20,6529569062
22027	Angüés	106 - 120	17,5278482343
22027	Angüés	121 - 150	23,1487273465
22027	Angüés	151 o más	29,977778776
22028	Ansó	045 o menos	8,762653756
22028	Ansó	046 - 060	12,8182847928
22028	Ansó	061 - 075	19,8969548755
22028	Ansó	076 - 090	53,6134357058
22028	Ansó	091 - 105	37,0665895337
22028	Ansó	106 - 120	17,6178938191
22028	Ansó	121 - 150	21,7484812629
22028	Ansó	151 o más	31,9069622675
22029	Antillón	061 - 075	2,3058735061
22029	Antillón	076 - 090	1,084659456
22029	Antillón	091 - 105	14,8388745722
22029	Antillón	106 - 120	7,7155026405
22029	Antillón	121 - 150	8,7390850962
22029	Antillón	151 o más	12,5456959135
22032	Aragüés del Puerto	045 o menos	1,4394359215
22032	Aragüés del Puerto	046 - 060	4,0367695814
22032	Aragüés del Puerto	061 - 075	1,0777050815
22032	Aragüés del Puerto	076 - 090	19,8642772229
22032	Aragüés del Puerto	091 - 105	12,2329182006
22032	Aragüés del Puerto	106 - 120	6,4651321478
22032	Aragüés del Puerto	121 - 150	2,8411512469
22032	Aragüés del Puerto	151 o más	14,2904386231
22035	Arén	045 o menos	1,4880648198
22035	Arén	046 - 060	4,1497421366
22035	Arén	061 - 075	16,7763860968
22035	Arén	076 - 090	30,1807420111
22035	Arén	091 - 105	35,3024764672
22035	Arén	106 - 120	23,8710811234
22035	Arén	121 - 150	16,618410686
22035	Arén	151 o más	12,4277963605
22036	Argavieso	076 - 090	15,0271617469
22036	Argavieso	091 - 105	5,8844605808
22036	Argavieso	106 - 120	5,7404577562
22036	Argavieso	121 - 150	8,8123171066
22036	Argavieso	151 o más	11,8974854161
22037	Arguis	046 - 060	8,8527699469
22037	Arguis	061 - 075	1,327371008
22037	Arguis	076 - 090	10,6328042629
22037	Arguis	091 - 105	6,4118331871
22037	Arguis	106 - 120	7,8432328803
22037	Arguis	121 - 150	9,2160555937
22037	Arguis	151 o más	13,7638222832
22039	Ayerbe	045 o menos	3,3485401621
22039	Ayerbe	046 - 060	34,9051836183
22039	Ayerbe	061 - 075	52,080507466
22039	Ayerbe	076 - 090	133,146475823
22039	Ayerbe	091 - 105	58,4340625827
22039	Ayerbe	106 - 120	70,0282755697
22039	Ayerbe	121 - 150	43,9788931315
22039	Ayerbe	151 o más	84,5007546718
22040	Azanuy-Alins	046 - 060	3,2912182457
22040	Azanuy-Alins	061 - 075	4,5885630647
22040	Azanuy-Alins	076 - 090	8,7706288727
22040	Azanuy-Alins	091 - 105	7,9864510107
22040	Azanuy-Alins	106 - 120	14,7010878039
22040	Azanuy-Alins	121 - 150	16,1034970152
22040	Azanuy-Alins	151 o más	21,0470568075
22041	Azara	046 - 060	3,5284913688
22041	Azara	061 - 075	2,4167039144
22041	Azara	076 - 090	17,8087051547
22041	Azara	091 - 105	11,2255854135
22041	Azara	106 - 120	10,8001842973
22041	Azara	121 - 150	5,2273969439
22041	Azara	151 o más	21,9121794944
22042	Azlor	046 - 060	1,2044143548
22042	Azlor	061 - 075	1,2790177389
22042	Azlor	076 - 090	5,4873080441
22042	Azlor	091 - 105	7,5023127142
22042	Azlor	106 - 120	13,3597226495
22042	Azlor	121 - 150	11,2609249638
22042	Azlor	151 o más	12,303520448
22043	Baells	046 - 060	5,4114724713
22043	Baells	061 - 075	5,603575676
22043	Baells	076 - 090	10,6636640856
22043	Baells	091 - 105	12,7723628857
22043	Baells	106 - 120	16,7041399402
22043	Baells	121 - 150	4,9070617673
22043	Baells	151 o más	5,8003381097
22044	Bailo	045 o menos	1,0391393561
22044	Bailo	046 - 060	4,228656488
22044	Bailo	061 - 075	18,2024967233
22044	Bailo	076 - 090	30,5214361819
22044	Bailo	091 - 105	18,6802606256
22044	Bailo	106 - 120	12,2647719397
22044	Bailo	121 - 150	14,4407804356
22044	Bailo	151 o más	27,141168177
22045	Baldellou	045 o menos	4,0753537234
22045	Baldellou	061 - 075	4,1661437816
22045	Baldellou	076 - 090	8,4184086586
22045	Baldellou	091 - 105	8,0173880856
22045	Baldellou	106 - 120	12,1008666802
22045	Baldellou	121 - 150	3,6860281846
22045	Baldellou	151 o más	7,9334018024
22046	Ballobar	045 o menos	11,2977529594
22046	Ballobar	046 - 060	31,3431971566
22046	Ballobar	061 - 075	18,9908364852
22046	Ballobar	076 - 090	91,0669292853
22046	Ballobar	091 - 105	52,8961298118
22046	Ballobar	106 - 120	45,6822966925
22046	Ballobar	121 - 150	56,2637148547
22046	Ballobar	151 o más	39,6562143278
22047	Banastás	076 - 090	11,9289824399
22047	Banastás	091 - 105	10,5689161703
22047	Banastás	106 - 120	12,3252168947
22047	Banastás	121 - 150	16,7896200091
22047	Banastás	151 o más	50,0540490928
22048	Barbastro	045 o menos	165,370409435
22048	Barbastro	046 - 060	580,2562484828
22048	Barbastro	061 - 075	1051,903773194
22048	Barbastro	076 - 090	2817,503162464
22048	Barbastro	091 - 105	1108,5727884875
22048	Barbastro	106 - 120	562,0139481182
22048	Barbastro	121 - 150	377,5972014443
22048	Barbastro	151 o más	387,1377314963
22049	Barbués	076 - 090	6,6471701432
22049	Barbués	091 - 105	9,1903266341
22049	Barbués	106 - 120	6,1818235275
22049	Barbués	121 - 150	5,4126773632
22049	Barbués	151 o más	10,0823992152
22050	Barbuñales	061 - 075	3,9705665971
22050	Barbuñales	076 - 090	6,2194302248
22050	Barbuñales	091 - 105	8,4970830569
22050	Barbuñales	106 - 120	1,5067620094
22050	Barbuñales	121 - 150	6,4454657975
22050	Barbuñales	151 o más	9,3792351362
22051	Bárcabo	045 o menos	1,007709727
22051	Bárcabo	046 - 060	3,9934699447
22051	Bárcabo	061 - 075	1,4029238418
22051	Bárcabo	076 - 090	3,1547717985
22051	Bárcabo	091 - 105	8,7914137482
22051	Bárcabo	106 - 120	7,4410393705
22051	Bárcabo	121 - 150	6,7474271734
22051	Bárcabo	151 o más	18,0541686434
22052	Belver de Cinca	046 - 060	46,6845427156
22052	Belver de Cinca	061 - 075	37,9016871632
22052	Belver de Cinca	076 - 090	184,5279732104
22052	Belver de Cinca	091 - 105	119,7278943537
22052	Belver de Cinca	106 - 120	47,2808574241
22052	Belver de Cinca	121 - 150	36,4706141129
22052	Belver de Cinca	151 o más	41,1920428025
22053	Benabarre	045 o menos	6,6147418245
22053	Benabarre	046 - 060	33,4320440829
22053	Benabarre	061 - 075	26,4881773999
22053	Benabarre	076 - 090	164,3008763069
22053	Benabarre	091 - 105	72,9345794456
22053	Benabarre	106 - 120	69,7557766135
22053	Benabarre	121 - 150	46,8705856747
22053	Benabarre	151 o más	35,5996903873
22054	Benasque	045 o menos	103,9758654862
22054	Benasque	046 - 060	256,9547452325
22054	Benasque	061 - 075	219,6871702383
22054	Benasque	076 - 090	201,1675108903
22054	Benasque	091 - 105	42,5701691738
22054	Benasque	106 - 120	76,2345527513
22054	Benasque	121 - 150	11,8307422204
22054	Benasque	151 o más	25,8508609374
22055	Berbegal	045 o menos	4,994832043
22055	Berbegal	046 - 060	8,7813139987
22055	Berbegal	061 - 075	5,3255039839
22055	Berbegal	076 - 090	39,1010176519
22055	Berbegal	091 - 105	23,0947471583
22055	Berbegal	106 - 120	34,1090448542
22055	Berbegal	121 - 150	29,345648563
22055	Berbegal	151 o más	25,2923914338
22057	Bielsa	045 o menos	6,9298609936
22057	Bielsa	046 - 060	8,5494269618
22057	Bielsa	061 - 075	18,6744501824
22057	Bielsa	076 - 090	44,5893419715
22057	Bielsa	091 - 105	26,9327940275
22057	Bielsa	106 - 120	40,5172221197
22057	Bielsa	121 - 150	20,3070077963
22057	Bielsa	151 o más	23,6768707681
22058	Bierge	045 o menos	0,9612216695
22058	Bierge	046 - 060	4,5406971168
22058	Bierge	061 - 075	4,0325339777
22058	Bierge	076 - 090	15,5608956304
22058	Bierge	091 - 105	14,8724372387
22058	Bierge	106 - 120	12,8849077759
22058	Bierge	121 - 150	19,0495053017
22058	Bierge	151 o más	35,9104082311
22059	Biescas	045 o menos	43,8416614672
22059	Biescas	046 - 060	144,7978313639
22059	Biescas	061 - 075	92,5571168977
22059	Biescas	076 - 090	144,7104045878
22059	Biescas	091 - 105	118,8864630003
22059	Biescas	106 - 120	58,803095464
22059	Biescas	121 - 150	26,1836617846
22059	Biescas	151 o más	54,9391883016
22060	Binaced	045 o menos	3,7202041185
22060	Binaced	046 - 060	9,9108245459
22060	Binaced	061 - 075	64,4002903299
22060	Binaced	076 - 090	151,8492471135
22060	Binaced	091 - 105	110,385757626
22060	Binaced	106 - 120	77,7380486677
22060	Binaced	121 - 150	67,9672222841
22060	Binaced	151 o más	59,2104181498
22061	Binéfar	045 o menos	40,4547235349
22061	Binéfar	046 - 060	174,4892025648
22061	Binéfar	061 - 075	450,3786472687
22061	Binéfar	076 - 090	1310,9313669464
22061	Binéfar	091 - 105	711,2284241441
22061	Binéfar	106 - 120	461,1352961114
22061	Binéfar	121 - 150	324,9087482517
22061	Binéfar	151 o más	178,644221925
22062	Bisaurri	091 - 105	12,6901793611
22062	Bisaurri	106 - 120	22,387902144
22062	Bisaurri	121 - 150	4,957140903
22062	Bisaurri	151 o más	44,5023549743
22063	Biscarrués	045 o menos	1,7458186925
22063	Biscarrués	046 - 060	4,5265819759
22063	Biscarrués	061 - 075	1,9094095103
22063	Biscarrués	076 - 090	18,9577237485
22063	Biscarrués	091 - 105	17,6794864521
22063	Biscarrués	106 - 120	14,2788001238
22063	Biscarrués	121 - 150	12,4106663533
22063	Biscarrués	151 o más	20,960745637
22064	Blecua y Torres	061 - 075	2,1447879014
22064	Blecua y Torres	076 - 090	22,0067245532
22064	Blecua y Torres	091 - 105	14,2293065076
22064	Blecua y Torres	106 - 120	15,0806856115
22064	Blecua y Torres	121 - 150	14,5406311195
22064	Blecua y Torres	151 o más	24,2609414181
22066	Boltaña	045 o menos	3,4469794246
22066	Boltaña	046 - 060	49,3174586963
22066	Boltaña	061 - 075	54,2276028025
22066	Boltaña	076 - 090	112,163218344
22066	Boltaña	091 - 105	52,067447264
22066	Boltaña	106 - 120	41,1942274915
22066	Boltaña	121 - 150	37,4366557923
22066	Boltaña	151 o más	66,0664050407
22067	Bonansa	046 - 060	7,2639194659
22067	Bonansa	061 - 075	2,160654611
22067	Bonansa	076 - 090	2,6442803971
22067	Bonansa	091 - 105	4,7311761678
22067	Bonansa	106 - 120	6,1925782238
22067	Bonansa	121 - 150	9,4168039931
22067	Bonansa	151 o más	6,4717940222
22068	Borau	061 - 075	2,3190270976
22068	Borau	076 - 090	8,960376463
22068	Borau	091 - 105	6,2630419378
22068	Borau	106 - 120	7,7535944708
22068	Borau	121 - 150	8,3752725098
22068	Borau	151 o más	8,5141926035
22069	Broto	045 o menos	2,1938349913
22069	Broto	046 - 060	24,0108204776
22069	Broto	061 - 075	35,839672024
22069	Broto	076 - 090	39,8215716966
22069	Broto	091 - 105	15,9089184815
22069	Broto	106 - 120	32,9710823044
22069	Broto	121 - 150	11,1149123366
22069	Broto	151 o más	30,9871373867
22072	Caldearenas	046 - 060	2,8827977673
22072	Caldearenas	061 - 075	5,1769652757
22072	Caldearenas	076 - 090	5,0386236966
22072	Caldearenas	091 - 105	15,0696146126
22072	Caldearenas	106 - 120	22,5466586327
22072	Caldearenas	121 - 150	14,8177052249
22072	Caldearenas	151 o más	26,813460253
22074	Campo	045 o menos	5,7835200508
22074	Campo	046 - 060	32,0625357129
22074	Campo	061 - 075	10,4974036913
22074	Campo	076 - 090	15,6415299792
22074	Campo	091 - 105	23,9984319606
22074	Campo	106 - 120	24,5577354533
22074	Campo	121 - 150	15,598020516
22074	Campo	151 o más	19,8932821235
22075	Camporrells	045 o menos	2,8348939326
22075	Camporrells	046 - 060	2,2130766829
22075	Camporrells	061 - 075	5,788753076
22075	Camporrells	076 - 090	19,7433458462
22075	Camporrells	091 - 105	14,5961530402
22075	Camporrells	106 - 120	8,1196522458
22075	Camporrells	121 - 150	16,7932755577
22075	Camporrells	151 o más	10,9441613059
22076	Canal de Berdún	046 - 060	2,4810602802
22076	Canal de Berdún	061 - 075	3,5735047551
22076	Canal de Berdún	076 - 090	34,1887606492
22076	Canal de Berdún	091 - 105	23,7975947059
22076	Canal de Berdún	106 - 120	23,8242285268
22076	Canal de Berdún	121 - 150	26,4424351027
22076	Canal de Berdún	151 o más	38,658211355
22077	Candasnos	046 - 060	11,491545363
22077	Candasnos	061 - 075	10,0926827008
22077	Candasnos	076 - 090	20,2218730137
22077	Candasnos	091 - 105	47,1773315396
22077	Candasnos	106 - 120	23,2870922117
22077	Candasnos	121 - 150	32,3002995097
22077	Candasnos	151 o más	28,8124942132
22078	Canfranc	045 o menos	40,0540437863
22078	Canfranc	046 - 060	91,4617495823
22078	Canfranc	061 - 075	70,9652217504
22078	Canfranc	076 - 090	17,3427762022
22078	Canfranc	091 - 105	47,5414230098
22078	Canfranc	106 - 120	16,2393435318
22078	Canfranc	121 - 150	22,3495346609
22078	Canfranc	151 o más	5,3814995611
22079	Capdesaso	046 - 060	5,7545139506
22079	Capdesaso	061 - 075	17,5805064828
22079	Capdesaso	076 - 090	9,6234250134
22079	Capdesaso	091 - 105	16,1235888349
22079	Capdesaso	106 - 120	8,0209051832
22079	Capdesaso	121 - 150	15,3669554875
22079	Capdesaso	151 o más	4,1847630333
22080	Capella	045 o menos	2,9754678743
22080	Capella	046 - 060	3,3742606292
22080	Capella	061 - 075	5,7167524209
22080	Capella	076 - 090	24,6178749853
22080	Capella	091 - 105	19,2047666742
22080	Capella	106 - 120	35,7239499709
22080	Capella	121 - 150	35,7989197774
22080	Capella	151 o más	24,7054746816
22081	Casbas de Huesca	045 o menos	3,9516693623
22081	Casbas de Huesca	061 - 075	7,2226765269
22081	Casbas de Huesca	076 - 090	11,7221055854
22081	Casbas de Huesca	091 - 105	21,5622401003
22081	Casbas de Huesca	106 - 120	8,3413813693
22081	Casbas de Huesca	121 - 150	24,0419759472
22081	Casbas de Huesca	151 o más	47,9130451414
22082	Castejón del Puente	046 - 060	3,2203990674
22082	Castejón del Puente	061 - 075	6,7173868827
22082	Castejón del Puente	076 - 090	28,2471169454
22082	Castejón del Puente	091 - 105	36,8016121374
22082	Castejón del Puente	106 - 120	13,5145046637
22082	Castejón del Puente	121 - 150	22,8494234086
22082	Castejón del Puente	151 o más	21,2388625595
22083	Castejón de Monegros	046 - 060	10,4869484142
22083	Castejón de Monegros	061 - 075	33,7003214974
22083	Castejón de Monegros	076 - 090	42,0825686576
22083	Castejón de Monegros	091 - 105	37,2516007573
22083	Castejón de Monegros	106 - 120	21,3037775203
22083	Castejón de Monegros	121 - 150	26,1056781432
22083	Castejón de Monegros	151 o más	81,105116683
22084	Castejón de Sos	045 o menos	21,0479347047
22084	Castejón de Sos	046 - 060	62,949791867
22084	Castejón de Sos	061 - 075	49,5379932819
22084	Castejón de Sos	076 - 090	42,1929773159
22084	Castejón de Sos	091 - 105	42,5430558372
22084	Castejón de Sos	106 - 120	19,7106280281
22084	Castejón de Sos	121 - 150	28,5995970443
22084	Castejón de Sos	151 o más	25,3466201055
22085	Castelflorite	076 - 090	12,7348191095
22085	Castelflorite	091 - 105	12,5420938095
22085	Castelflorite	106 - 120	1,6084346506
22085	Castelflorite	121 - 150	7,1538552184
22085	Castelflorite	151 o más	17,3556423738
22086	Castiello de Jaca	045 o menos	3,2728373092
22086	Castiello de Jaca	046 - 060	7,4075743804
22086	Castiello de Jaca	061 - 075	5,6390405065
22086	Castiello de Jaca	076 - 090	21,6270345307
22086	Castiello de Jaca	091 - 105	19,9399071979
22086	Castiello de Jaca	106 - 120	11,7390145622
22086	Castiello de Jaca	121 - 150	12,808632451
22086	Castiello de Jaca	151 o más	26,3400312991
22087	Castigaleu	045 o menos	1,786696594
22087	Castigaleu	046 - 060	1,8073023942
22087	Castigaleu	076 - 090	10,6568220838
22087	Castigaleu	091 - 105	5,7271205689
22087	Castigaleu	106 - 120	9,7449637794
22087	Castigaleu	121 - 150	2,5507279531
22087	Castigaleu	151 o más	8,5726607891
22088	Castillazuelo	045 o menos	3,2619416575
22088	Castillazuelo	046 - 060	3,3684594512
22088	Castillazuelo	061 - 075	2,6321948076
22088	Castillazuelo	076 - 090	15,6862810816
22088	Castillazuelo	091 - 105	16,6070699126
22088	Castillazuelo	106 - 120	19,1595537466
22088	Castillazuelo	121 - 150	13,4846518636
22088	Castillazuelo	151 o más	14,9480126464
22089	Castillonroy	045 o menos	3,3770801004
22089	Castillonroy	046 - 060	6,2070558516
22089	Castillonroy	061 - 075	1,355134183
22089	Castillonroy	076 - 090	28,9919469749
22089	Castillonroy	091 - 105	20,4186651782
22089	Castillonroy	106 - 120	25,2772519875
22089	Castillonroy	121 - 150	32,3114134038
22089	Castillonroy	151 o más	25,5378930293
22090	Colungo	045 o menos	3,4280993143
22090	Colungo	046 - 060	4,5677369593
22090	Colungo	061 - 075	1,5558701624
22090	Colungo	076 - 090	15,0758584124
22090	Colungo	091 - 105	14,0895134226
22090	Colungo	106 - 120	7,3018297861
22090	Colungo	121 - 150	6,2189403037
22090	Colungo	151 o más	14,6045629449
22094	Chalamera	045 o menos	1,4626349203
22094	Chalamera	046 - 060	1,0711254691
22094	Chalamera	061 - 075	2,1422509382
22094	Chalamera	076 - 090	8,4081818139
22094	Chalamera	091 - 105	12,9212127778
22094	Chalamera	106 - 120	4,3227520997
22094	Chalamera	121 - 150	6,294318871
22094	Chalamera	151 o más	5,8108026372
22095	Chía	045 o menos	2,8301910871
22095	Chía	046 - 060	8,4338648661
22095	Chía	061 - 075	6,4109755959
22095	Chía	076 - 090	5,0609651735
22095	Chía	106 - 120	4,3616560552
22095	Chía	121 - 150	10,5326509977
22095	Chía	151 o más	4,3616560552
22096	Chimillas	076 - 090	17,8466428396
22096	Chimillas	091 - 105	6,1740057094
22096	Chimillas	106 - 120	27,6304142864
22096	Chimillas	121 - 150	26,5118060554
22096	Chimillas	151 o más	57,4519756532
22099	Esplús	045 o menos	4,536632379
22099	Esplús	046 - 060	23,5514749453
22099	Esplús	061 - 075	31,0820987145
22099	Esplús	076 - 090	66,1989034958
22099	Esplús	091 - 105	32,3112191274
22099	Esplús	106 - 120	53,6385671034
22099	Esplús	121 - 150	12,7169998262
22099	Esplús	151 o más	21,3393399781
22102	Estada	045 o menos	1,1600168968
22102	Estada	046 - 060	1,2140088623
22102	Estada	061 - 075	1,3615401058
22102	Estada	076 - 090	21,4104158686
22102	Estada	091 - 105	15,5945824699
22102	Estada	106 - 120	11,4003139405
22102	Estada	121 - 150	12,7496333769
22102	Estada	151 o más	27,8591667491
22103	Estadilla	045 o menos	3,8991618009
22103	Estadilla	046 - 060	6,9007217069
22103	Estadilla	061 - 075	13,9537787574
22103	Estadilla	076 - 090	63,8876111412
22103	Estadilla	091 - 105	47,8890759715
22103	Estadilla	106 - 120	48,6693915794
22103	Estadilla	121 - 150	64,834007098
22103	Estadilla	151 o más	63,98700775
22105	Estopiñán del Castillo	046 - 060	2,5922978528
22105	Estopiñán del Castillo	061 - 075	4,4873784069
22105	Estopiñán del Castillo	076 - 090	10,9645343784
22105	Estopiñán del Castillo	091 - 105	15,308239246
22105	Estopiñán del Castillo	106 - 120	11,5431497752
22105	Estopiñán del Castillo	121 - 150	7,8302057475
22105	Estopiñán del Castillo	151 o más	14,6735438073
22106	Fago	046 - 060	2,7143693608
22106	Fago	076 - 090	3,246373604
22106	Fago	091 - 105	2,4669158199
22106	Fago	106 - 120	1,8647614714
22106	Fago	121 - 150	1,6385095755
22107	Fanlo	046 - 060	13,9185076711
22107	Fanlo	061 - 075	4,7437354337
22107	Fanlo	076 - 090	8,1738530381
22107	Fanlo	091 - 105	10,7849091201
22107	Fanlo	106 - 120	6,0359694137
22107	Fanlo	121 - 150	6,843282903
22107	Fanlo	151 o más	13,2772741217
22109	Fiscal	045 o menos	7,5056721703
