Año de construcción	Año de construcción, código	Municipio codigo	Municipio nombre	Nº edificios
1981 a 1990	9	44059	Cantavieja	23
1981 a 1990	9	44060	Cañada de Benatanduz	1
1981 a 1990	9	44061	Cañada de Verich (La)	7
1981 a 1990	9	44062	Cañada Vellida	10
1981 a 1990	9	44063	Cañizar del Olivar	4
1981 a 1990	9	44064	Cascante del Río	5
1981 a 1990	9	44066	Castel de Cabra	21
1981 a 1990	9	44067	Castelnou	29
1981 a 1990	9	44068	Castelserás	43
1981 a 1990	9	44070	Castellar (El)	11
1981 a 1990	9	44071	Castellote	21
1981 a 1990	9	44074	Cedrillas	34
1981 a 1990	9	44075	Celadas	15
1981 a 1990	9	44076	Cella	68
1981 a 1990	9	44077	Cerollera (La)	22
1981 a 1990	9	44080	Codoñera (La)	13
1981 a 1990	9	44082	Corbalán	16
1981 a 1990	9	44084	Cortes de Aragón	4
1981 a 1990	9	44085	Cosa	5
1981 a 1990	9	44086	Cretas	66
1981 a 1990	9	44087	Crivillén	3
1981 a 1990	9	44088	Cuba (La)	25
1981 a 1990	9	44089	Cubla	3
1981 a 1990	9	44090	Cucalón	3
1981 a 1990	9	44092	Cuervo (El)	2
1981 a 1990	9	44093	Cuevas de Almudén	8
1981 a 1990	9	44094	Cuevas Labradas	16
1981 a 1990	9	44096	Ejulve	21
1981 a 1990	9	44097	Escorihuela	13
1981 a 1990	9	44099	Escucha	46
1981 a 1990	9	44100	Estercuel	38
1981 a 1990	9	44101	Ferreruela de Huerva	1
1981 a 1990	9	44102	Fonfría	9
1981 a 1990	9	44103	Formiche Alto	11
1981 a 1990	9	44105	Fórnoles	40
1981 a 1990	9	44106	Fortanete	1
1981 a 1990	9	44107	Foz-Calanda	11
1981 a 1990	9	44108	Fresneda (La)	42
1981 a 1990	9	44109	Frías de Albarracín	13
1981 a 1990	9	44110	Fuenferrada	1
1981 a 1990	9	44111	Fuentes Calientes	9
1981 a 1990	9	44112	Fuentes Claras	15
1981 a 1990	9	44113	Fuentes de Rubielos	2
1981 a 1990	9	44114	Fuentespalda	44
1981 a 1990	9	44115	Galve	29
1981 a 1990	9	44116	Gargallo	7
1981 a 1990	9	44117	Gea de Albarracín	16
1981 a 1990	9	44118	Ginebrosa (La)	41
1981 a 1990	9	44119	Griegos	23
1981 a 1990	9	44120	Guadalaviar	53
1981 a 1990	9	44121	Gúdar	5
1981 a 1990	9	44122	Híjar	84
1981 a 1990	9	44123	Hinojosa de Jarque	31
1981 a 1990	9	44124	Hoz de la Vieja (La)	5
1981 a 1990	9	44125	Huesa del Común	26
1981 a 1990	9	44126	Iglesuela del Cid (La)	29
1981 a 1990	9	44127	Jabaloyas	1
1981 a 1990	9	44128	Jarque de la Val	16
1981 a 1990	9	44129	Jatiel	7
1981 a 1990	9	44130	Jorcas	3
1981 a 1990	9	44131	Josa	16
1981 a 1990	9	44132	Lagueruela	2
1981 a 1990	9	44133	Lanzuela	2
1981 a 1990	9	44135	Libros	11
1981 a 1990	9	44136	Lidón	1
1981 a 1990	9	44137	Linares de Mora	48
1981 a 1990	9	44138	Loscos	15
1981 a 1990	9	44141	Lledó	20
1981 a 1990	9	44142	Maicas	27
1981 a 1990	9	44143	Manzanera	122
1981 a 1990	9	44144	Martín del Río	19
1981 a 1990	9	44145	Mas de las Matas	108
1981 a 1990	9	44146	Mata de los Olmos (La)	17
1981 a 1990	9	44147	Mazaleón	22
1981 a 1990	9	44148	Mezquita de Jarque	24
1981 a 1990	9	44149	Mirambel	32
1981 a 1990	9	44150	Miravete de la Sierra	15
1981 a 1990	9	44151	Molinos	56
1981 a 1990	9	44152	Monforte de Moyuela	13
1981 a 1990	9	44153	Monreal del Campo	162
1981 a 1990	9	44154	Monroyo	30
1981 a 1990	9	44155	Montalbán	99
1981 a 1990	9	44156	Monteagudo del Castillo	7
1981 a 1990	9	44157	Monterde de Albarracín	8
1981 a 1990	9	44158	Mora de Rubielos	106
1981 a 1990	9	44159	Moscardón	8
1981 a 1990	9	44160	Mosqueruela	43
1981 a 1990	9	44161	Muniesa	34
1981 a 1990	9	44163	Noguera de Albarracín	12
1981 a 1990	9	44164	Nogueras	2
1981 a 1990	9	44165	Nogueruelas	20
1981 a 1990	9	44167	Obón	7
1981 a 1990	9	44168	Odón	35
1981 a 1990	9	44169	Ojos Negros	33
1981 a 1990	9	44171	Olba	21
1981 a 1990	9	44172	Oliete	100
1981 a 1990	9	44173	Olmos (Los)	11
1981 a 1990	9	44174	Orihuela del Tremedal	74
1981 a 1990	9	44175	Orrios	5
1981 a 1990	9	44176	Palomar de Arroyos	10
1981 a 1990	9	44177	Pancrudo	30
1981 a 1990	9	44178	Parras de Castellote (Las)	6
1981 a 1990	9	44179	Peñarroya de Tastavins	65
1981 a 1990	9	44180	Peracense	11
1981 a 1990	9	44181	Peralejos	21
1981 a 1990	9	44182	Perales del Alfambra	22
1981 a 1990	9	44184	Plou	3
1981 a 1990	9	44185	Pobo (El)	9
1981 a 1990	9	44187	Portellada (La)	7
1981 a 1990	9	44189	Pozondón	6
1981 a 1990	9	44190	Pozuel del Campo	33
1981 a 1990	9	44191	Puebla de Híjar (La)	99
1981 a 1990	9	44192	Puebla de Valverde (La)	78
1981 a 1990	9	44193	Puertomingalvo	8
1981 a 1990	9	44195	Rillo	7
1981 a 1990	9	44196	Riodeva	19
1981 a 1990	9	44197	Ródenas	2
1981 a 1990	9	44198	Royuela	31
1981 a 1990	9	44199	Rubiales	2
1981 a 1990	9	44200	Rubielos de la Cérida	4
1981 a 1990	9	44201	Rubielos de Mora	23
1981 a 1990	9	44204	Saldón	2
1981 a 1990	9	44205	Samper de Calanda	37
1981 a 1990	9	44206	San Agustín	23
1981 a 1990	9	44207	San Martín del Río	6
1981 a 1990	9	44209	Santa Eulalia	41
1981 a 1990	9	44210	Sarrión	86
1981 a 1990	9	44211	Segura de los Baños	5
1981 a 1990	9	44212	Seno	2
1981 a 1990	9	44213	Singra	5
1981 a 1990	9	44216	Teruel	796
1981 a 1990	9	44218	Tormón	10
1981 a 1990	9	44219	Tornos	3
1981 a 1990	9	44220	Torralba de los Sisones	2
1981 a 1990	9	44221	Torrecilla de Alcañiz	31
1981 a 1990	9	44222	Torrecilla del Rebollar	22
1981 a 1990	9	44223	Torre de Arcas	14
1981 a 1990	9	44224	Torre de las Arcas	4
1981 a 1990	9	44225	Torre del Compte	35
1981 a 1990	9	44226	Torrelacárcel	8
1981 a 1990	9	44227	Torre los Negros	6
1981 a 1990	9	44228	Torremocha de Jiloca	5
1981 a 1990	9	44229	Torres de Albarracín	12
1981 a 1990	9	44230	Torrevelilla	9
1981 a 1990	9	44231	Torrijas	9
1981 a 1990	9	44232	Torrijo del Campo	32
1981 a 1990	9	44234	Tramacastiel	4
1981 a 1990	9	44235	Tramacastilla	20
1981 a 1990	9	44236	Tronchón	20
1981 a 1990	9	44237	Urrea de Gaén	71
1981 a 1990	9	44238	Utrillas	75
1981 a 1990	9	44239	Valacloche	3
1981 a 1990	9	44240	Valbona	28
1981 a 1990	9	44241	Valdealgorfa	32
1981 a 1990	9	44243	Valdecuenca	1
1981 a 1990	9	44244	Valdelinares	19
1981 a 1990	9	44245	Valdeltormo	25
1981 a 1990	9	44246	Valderrobres	243
1981 a 1990	9	44247	Valjunquera	53
1981 a 1990	9	44249	Vallecillo (El)	2
1981 a 1990	9	44251	Villafranca del Campo	15
1981 a 1990	9	44252	Villahermosa del Campo	9
1981 a 1990	9	44256	Villanueva del Rebollar de la Sierra	2
1981 a 1990	9	44257	Villar del Cobo	13
1981 a 1990	9	44258	Villar del Salz	5
1981 a 1990	9	44260	Villarluengo	12
1981 a 1990	9	44261	Villarquemado	44
1981 a 1990	9	44262	Villarroya de los Pinares	16
1981 a 1990	9	44263	Villastar	19
1981 a 1990	9	44264	Villel	24
1981 a 1990	9	44265	Vinaceite	32
1981 a 1990	9	44266	Visiedo	9
1981 a 1990	9	44267	Vivel del Río Martín	3
1981 a 1990	9	44268	Zoma (La)	2
1981 a 1990	9	50001	Abanto	61
1981 a 1990	9	50002	Acered	28
1981 a 1990	9	50003	Agón	6
1981 a 1990	9	50004	Aguarón	36
1981 a 1990	9	50005	Aguilón	1
1981 a 1990	9	50006	Ainzón	31
1981 a 1990	9	50008	Alagón	135
1981 a 1990	9	50009	Alarba	4
1981 a 1990	9	50010	Alberite de San Juan	5
1981 a 1990	9	50011	Albeta	1
1981 a 1990	9	50012	Alborge	15
1981 a 1990	9	50013	Alcalá de Ebro	16
1981 a 1990	9	50014	Alcalá de Moncayo	6
1981 a 1990	9	50015	Alconchel de Ariza	2
1981 a 1990	9	50016	Aldehuela de Liestos	24
1981 a 1990	9	50017	Alfajarín	249
1981 a 1990	9	50018	Alfamén	98
1981 a 1990	9	50019	Alforque	5
1981 a 1990	9	50020	Alhama de Aragón	49
1981 a 1990	9	50021	Almochuel	1
1981 a 1990	9	50022	Almolda (La)	15
1981 a 1990	9	50023	Almonacid de la Cuba	16
1981 a 1990	9	50024	Almonacid de la Sierra	33
1981 a 1990	9	50025	Almunia de Doña Godina (La)	357
1981 a 1990	9	50026	Alpartir	10
1981 a 1990	9	50027	Ambel	14
1981 a 1990	9	50028	Anento	9
1981 a 1990	9	50029	Aniñón	33
1981 a 1990	9	50030	Añón de Moncayo	25
1981 a 1990	9	50031	Aranda de Moncayo	1
1981 a 1990	9	50032	Arándiga	59
1981 a 1990	9	50033	Ardisa	7
1981 a 1990	9	50034	Ariza	15
1981 a 1990	9	50035	Artieda	2
1981 a 1990	9	50036	Asín	11
1981 a 1990	9	50037	Atea	41
1981 a 1990	9	50038	Ateca	82
1981 a 1990	9	50039	Azuara	69
1981 a 1990	9	50040	Badules	9
1981 a 1990	9	50041	Bagüés	1
1981 a 1990	9	50042	Balconchán	8
1981 a 1990	9	50043	Bárboles	11
1981 a 1990	9	50044	Bardallur	6
1981 a 1990	9	50045	Belchite	212
1981 a 1990	9	50046	Belmonte de Gracián	3
1981 a 1990	9	50047	Berdejo	1
1981 a 1990	9	50048	Berrueco	1
1981 a 1990	9	50051	Biota	71
1981 a 1990	9	50052	Bisimbre	6
1981 a 1990	9	50053	Boquiñeni	52
1981 a 1990	9	50054	Bordalba	1
1981 a 1990	9	50055	Borja	117
1981 a 1990	9	50056	Botorrita	97
1981 a 1990	9	50057	Brea de Aragón	19
1981 a 1990	9	50058	Bubierca	4
1981 a 1990	9	50059	Bujaraloz	39
1981 a 1990	9	50060	Bulbuente	22
1981 a 1990	9	50061	Bureta	4
1981 a 1990	9	50062	Burgo de Ebro (El)	167
1981 a 1990	9	50064	Cabañas de Ebro	14
1981 a 1990	9	50066	Cadrete	270
1981 a 1990	9	50067	Calatayud	93
1981 a 1990	9	50068	Calatorao	97
1981 a 1990	9	50070	Calmarza	2
1981 a 1990	9	50071	Campillo de Aragón	9
1981 a 1990	9	50072	Carenas	8
1981 a 1990	9	50073	Cariñena	82
1981 a 1990	9	50074	Caspe	260
1981 a 1990	9	50075	Castejón de Alarba	5
1981 a 1990	9	50076	Castejón de las Armas	6
1981 a 1990	9	50077	Castejón de Valdejasa	54
1981 a 1990	9	50078	Castiliscar	18
1981 a 1990	9	50079	Cervera de la Cañada	22
1981 a 1990	9	50080	Cerveruela	1
1981 a 1990	9	50081	Cetina	62
1981 a 1990	9	50082	Cimballa	7
1981 a 1990	9	50083	Cinco Olivas	15
1981 a 1990	9	50085	Codo	16
1981 a 1990	9	50086	Codos	19
1981 a 1990	9	50087	Contamina	4
1981 a 1990	9	50088	Cosuenda	26
1981 a 1990	9	50089	Cuarte de Huerva	87
1981 a 1990	9	50090	Cubel	17
1981 a 1990	9	50091	Cuerlas (Las)	1
1981 a 1990	9	50092	Chiprana	73
1981 a 1990	9	50093	Chodes	4
1981 a 1990	9	50094	Daroca	190
1981 a 1990	9	50095	Ejea de los Caballeros	410
1981 a 1990	9	50098	Encinacorba	17
1981 a 1990	9	50099	Épila	276
1981 a 1990	9	50100	Erla	12
1981 a 1990	9	50101	Escatrón	33
1981 a 1990	9	50102	Fabara	86
1981 a 1990	9	50104	Farlete	15
1981 a 1990	9	50105	Fayón	18
1981 a 1990	9	50106	Fayos (Los)	8
1981 a 1990	9	50107	Figueruelas	30
1981 a 1990	9	50109	Frago (El)	5
1981 a 1990	9	50110	Frasno (El)	6
1981 a 1990	9	50111	Fréscano	11
1981 a 1990	9	50113	Fuendejalón	39
1981 a 1990	9	50114	Fuendetodos	4
1981 a 1990	9	50115	Fuentes de Ebro	199
1981 a 1990	9	50116	Fuentes de Jiloca	20
1981 a 1990	9	50117	Gallocanta	4
1981 a 1990	9	50118	Gallur	161
1981 a 1990	9	50119	Gelsa	101
1981 a 1990	9	50120	Godojos	1
1981 a 1990	9	50121	Gotor	12
1981 a 1990	9	50122	Grisel	11
1981 a 1990	9	50123	Grisén	28
1981 a 1990	9	50124	Herrera de los Navarros	49
1981 a 1990	9	50125	Ibdes	50
1981 a 1990	9	50126	Illueca	64
1981 a 1990	9	50128	Isuerre	2
1981 a 1990	9	50129	Jaraba	40
1981 a 1990	9	50130	Jarque	24
1981 a 1990	9	50131	Jaulín	28
1981 a 1990	9	50132	Joyosa (La)	8
1981 a 1990	9	50133	Lagata	25
1981 a 1990	9	50134	Langa del Castillo	24
1981 a 1990	9	50135	Layana	6
1981 a 1990	9	50136	Lécera	43
1981 a 1990	9	50137	Leciñena	57
1981 a 1990	9	50138	Lechón	3
1981 a 1990	9	50139	Letux	19
1981 a 1990	9	50140	Litago	29
1981 a 1990	9	50141	Lituénigo	7
1981 a 1990	9	50142	Lobera de Onsella	1
1981 a 1990	9	50143	Longares	29
1981 a 1990	9	50146	Lucena de Jalón	9
1981 a 1990	9	50147	Luceni	54
1981 a 1990	9	50148	Luesia	7
1981 a 1990	9	50149	Luesma	4
1981 a 1990	9	50150	Lumpiaque	33
1981 a 1990	9	50151	Luna	66
1981 a 1990	9	50152	Maella	86
1981 a 1990	9	50153	Magallón	55
1981 a 1990	9	50154	Mainar	5
1981 a 1990	9	50156	Maleján	9
1981 a 1990	9	50157	Malón	23
1981 a 1990	9	50159	Maluenda	51
1981 a 1990	9	50160	Mallén	193
1981 a 1990	9	50161	Manchones	14
1981 a 1990	9	50162	Mara	15
1981 a 1990	9	50163	María de Huerva	49
1981 a 1990	9	50164	Mediana de Aragón	35
1981 a 1990	9	50165	Mequinenza	224
1981 a 1990	9	50166	Mesones de Isuela	13
1981 a 1990	9	50167	Mezalocha	3
1981 a 1990	9	50168	Mianos	2
1981 a 1990	9	50169	Miedes de Aragón	38
1981 a 1990	9	50170	Monegrillo	14
1981 a 1990	9	50171	Moneva	42
1981 a 1990	9	50172	Monreal de Ariza	8
1981 a 1990	9	50173	Monterde	5
1981 a 1990	9	50174	Montón	22
1981 a 1990	9	50175	Morata de Jalón	34
1981 a 1990	9	50176	Morata de Jiloca	12
1981 a 1990	9	50177	Morés	12
1981 a 1990	9	50178	Moros	23
1981 a 1990	9	50179	Moyuela	8
1981 a 1990	9	50180	Mozota	17
1981 a 1990	9	50181	Muel	46
1981 a 1990	9	50182	Muela (La)	226
1981 a 1990	9	50183	Munébrega	71
1981 a 1990	9	50184	Murero	4
1981 a 1990	9	50185	Murillo de Gállego	21
1981 a 1990	9	50188	Nombrevilla	11
1981 a 1990	9	50189	Nonaspe	95
1981 a 1990	9	50190	Novallas	36
1981 a 1990	9	50191	Novillas	45
1981 a 1990	9	50192	Nuévalos	3
1981 a 1990	9	50193	Nuez de Ebro	40
1981 a 1990	9	50194	Olvés	11
1981 a 1990	9	50195	Orcajo	17
1981 a 1990	9	50196	Orera	2
1981 a 1990	9	50197	Orés	12
1981 a 1990	9	50199	Osera de Ebro	68
1981 a 1990	9	50200	Paniza	11
1981 a 1990	9	50201	Paracuellos de Jiloca	22
1981 a 1990	9	50202	Paracuellos de la Ribera	1
1981 a 1990	9	50203	Pastriz	59
1981 a 1990	9	50204	Pedrola	92
1981 a 1990	9	50206	Perdiguera	33
1981 a 1990	9	50207	Piedratajada	6
1981 a 1990	9	50208	Pina de Ebro	190
1981 a 1990	9	50209	Pinseque	84
1981 a 1990	9	50210	Pintanos (Los)	2
1981 a 1990	9	50211	Plasencia de Jalón	9
1981 a 1990	9	50212	Pleitas	1
1981 a 1990	9	50213	Plenas	7
1981 a 1990	9	50216	Pozuelo de Aragón	1
1981 a 1990	9	50217	Pradilla de Ebro	15
1981 a 1990	9	50218	Puebla de Albortón	3
1981 a 1990	9	50219	Puebla de Alfindén (La)	181
1981 a 1990	9	50220	Puendeluna	7
1981 a 1990	9	50222	Quinto	125
1981 a 1990	9	50223	Remolinos	23
1981 a 1990	9	50224	Retascón	23
1981 a 1990	9	50225	Ricla	102
1981 a 1990	9	50227	Romanos	29
1981 a 1990	9	50228	Rueda de Jalón	19
1981 a 1990	9	50229	Ruesca	2
1981 a 1990	9	50230	Sádaba	59
1981 a 1990	9	50231	Salillas de Jalón	17
1981 a 1990	9	50232	Salvatierra de Esca	24
1981 a 1990	9	50233	Samper del Salz	12
1981 a 1990	9	50234	San Martín de la Virgen de Moncayo	4
1981 a 1990	9	50235	San Mateo de Gállego	119
1981 a 1990	9	50236	Santa Cruz de Grío	2
1981 a 1990	9	50237	Santa Cruz de Moncayo	1
1981 a 1990	9	50238	Santa Eulalia de Gállego	10
1981 a 1990	9	50239	Santed	2
1981 a 1990	9	50240	Sástago	77
1981 a 1990	9	50241	Saviñán	44
1981 a 1990	9	50242	Sediles	1
1981 a 1990	9	50243	Sestrica	47
1981 a 1990	9	50244	Sierra de Luna	6
1981 a 1990	9	50245	Sigüés	2
1981 a 1990	9	50247	Sobradiel	31
1981 a 1990	9	50248	Sos del Rey Católico	22
1981 a 1990	9	50249	Tabuenca	28
1981 a 1990	9	50251	Tarazona	208
1981 a 1990	9	50252	Tauste	195
1981 a 1990	9	50253	Terrer	65
1981 a 1990	9	50254	Tierga	2
1981 a 1990	9	50255	Tobed	9
1981 a 1990	9	50256	Torralba de los Frailes	55
1981 a 1990	9	50257	Torralba de Ribota	28
1981 a 1990	9	50258	Torralbilla	5
1981 a 1990	9	50259	Torrehermosa	1
1981 a 1990	9	50260	Torrelapaja	2
1981 a 1990	9	50261	Torrellas	21
1981 a 1990	9	50262	Torres de Berrellén	56
1981 a 1990	9	50263	Torrijo de la Cañada	20
1981 a 1990	9	50264	Tosos	5
1981 a 1990	9	50265	Trasmoz	4
1981 a 1990	9	50266	Trasobares	4
1981 a 1990	9	50267	Uncastillo	52
1981 a 1990	9	50268	Undués de Lerda	1
1981 a 1990	9	50269	Urrea de Jalón	13
1981 a 1990	9	50270	Urriés	5
1981 a 1990	9	50271	Used	20
1981 a 1990	9	50272	Utebo	302
1981 a 1990	9	50273	Valdehorna	10
1981 a 1990	9	50274	Val de San Martín	32
1981 a 1990	9	50275	Valmadrid	2
1981 a 1990	9	50276	Valpalmas	9
1981 a 1990	9	50277	Valtorres	29
1981 a 1990	9	50278	Velilla de Ebro	27
1981 a 1990	9	50279	Velilla de Jiloca	15
1981 a 1990	9	50280	Vera de Moncayo	12
1981 a 1990	9	50281	Vierlas	12
1981 a 1990	9	50282	Vilueña (La)	5
1981 a 1990	9	50283	Villadoz	2
1981 a 1990	9	50284	Villafeliche	38
1981 a 1990	9	50285	Villafranca de Ebro	30
1981 a 1990	9	50286	Villalba de Perejil	5
1981 a 1990	9	50287	Villalengua	5
1981 a 1990	9	50288	Villanueva de Gállego	120
1981 a 1990	9	50289	Villanueva de Jiloca	20
1981 a 1990	9	50290	Villanueva de Huerva	76
1981 a 1990	9	50291	Villar de los Navarros	16
1981 a 1990	9	50292	Villarreal de Huerva	8
1981 a 1990	9	50293	Villarroya de la Sierra	7
1981 a 1990	9	50294	Villarroya del Campo	9
1981 a 1990	9	50295	Vistabella	28
1981 a 1990	9	50296	Zaida (La)	16
1981 a 1990	9	50297	Zaragoza	4077
1981 a 1990	9	50298	Zuera	232
1981 a 1990	9	50901	Biel	28
1981 a 1990	9	50902	Marracos	6
1981 a 1990	9	50903	Villamayor de Gállego	134
1991 a 2001	10	22001	Abiego	7
1991 a 2001	10	22002	Abizanda	3
1991 a 2001	10	22003	Adahuesca	3
1991 a 2001	10	22004	Agüero	20
1991 a 2001	10	22006	Aísa	42
1991 a 2001	10	22007	Albalate de Cinca	58
1991 a 2001	10	22008	Albalatillo	4
1991 a 2001	10	22009	Albelda	28
1991 a 2001	10	22012	Albero Bajo	3
1991 a 2001	10	22013	Alberuela de Tubo	14
1991 a 2001	10	22014	Alcalá de Gurrea	7
1991 a 2001	10	22015	Alcalá del Obispo	21
1991 a 2001	10	22016	Alcampell	12
1991 a 2001	10	22017	Alcolea de Cinca	25
1991 a 2001	10	22018	Alcubierre	9
1991 a 2001	10	22019	Alerre	33
1991 a 2001	10	22020	Alfántega	1
1991 a 2001	10	22021	Almudévar	92
1991 a 2001	10	22022	Almunia de San Juan	30
1991 a 2001	10	22023	Almuniente	10
1991 a 2001	10	22024	Alquézar	17
1991 a 2001	10	22025	Altorricón	79
1991 a 2001	10	22027	Angüés	14
1991 a 2001	10	22028	Ansó	44
1991 a 2001	10	22029	Antillón	2
1991 a 2001	10	22032	Aragüés del Puerto	14
1991 a 2001	10	22035	Arén	14
1991 a 2001	10	22036	Argavieso	9
1991 a 2001	10	22037	Arguis	21
1991 a 2001	10	22039	Ayerbe	37
1991 a 2001	10	22040	Azanuy-Alins	1
1991 a 2001	10	22041	Azara	5
1991 a 2001	10	22042	Azlor	3
1991 a 2001	10	22043	Baells	1
1991 a 2001	10	22044	Bailo	7
1991 a 2001	10	22046	Ballobar	23
1991 a 2001	10	22047	Banastás	25
1991 a 2001	10	22048	Barbastro	461
1991 a 2001	10	22050	Barbuñales	6
1991 a 2001	10	22051	Bárcabo	5
1991 a 2001	10	22052	Belver de Cinca	68
1991 a 2001	10	22053	Benabarre	49
1991 a 2001	10	22054	Benasque	69
1991 a 2001	10	22055	Berbegal	37
1991 a 2001	10	22057	Bielsa	53
1991 a 2001	10	22058	Bierge	15
1991 a 2001	10	22059	Biescas	145
1991 a 2001	10	22060	Binaced	89
1991 a 2001	10	22061	Binéfar	346
1991 a 2001	10	22062	Bisaurri	9
1991 a 2001	10	22063	Biscarrués	18
1991 a 2001	10	22064	Blecua y Torres	7
1991 a 2001	10	22066	Boltaña	121
1991 a 2001	10	22067	Bonansa	5
1991 a 2001	10	22068	Borau	15
1991 a 2001	10	22069	Broto	25
1991 a 2001	10	22072	Caldearenas	9
1991 a 2001	10	22074	Campo	20
1991 a 2001	10	22075	Camporrells	9
1991 a 2001	10	22076	Canal de Berdún	75
1991 a 2001	10	22077	Candasnos	14
1991 a 2001	10	22078	Canfranc	4
1991 a 2001	10	22079	Capdesaso	14
1991 a 2001	10	22080	Capella	21
1991 a 2001	10	22081	Casbas de Huesca	19
1991 a 2001	10	22082	Castejón del Puente	16
1991 a 2001	10	22083	Castejón de Monegros	37
1991 a 2001	10	22084	Castejón de Sos	17
1991 a 2001	10	22085	Castelflorite	9
1991 a 2001	10	22086	Castiello de Jaca	18
1991 a 2001	10	22087	Castigaleu	3
1991 a 2001	10	22088	Castillazuelo	13
1991 a 2001	10	22089	Castillonroy	32
1991 a 2001	10	22090	Colungo	5
1991 a 2001	10	22094	Chalamera	3
1991 a 2001	10	22095	Chía	1
1991 a 2001	10	22096	Chimillas	28
1991 a 2001	10	22099	Esplús	5
1991 a 2001	10	22102	Estada	15
1991 a 2001	10	22103	Estadilla	51
1991 a 2001	10	22105	Estopiñán del Castillo	10
1991 a 2001	10	22106	Fago	2
1991 a 2001	10	22107	Fanlo	11
1991 a 2001	10	22109	Fiscal	47
1991 a 2001	10	22110	Fonz	42
1991 a 2001	10	22111	Foradada del Toscar	9
1991 a 2001	10	22112	Fraga	130
1991 a 2001	10	22113	Fueva (La)	46
1991 a 2001	10	22114	Gistaín	1
1991 a 2001	10	22115	Grado (El)	73
1991 a 2001	10	22116	Grañén	10
1991 a 2001	10	22117	Graus	174
1991 a 2001	10	22119	Gurrea de Gállego	55
1991 a 2001	10	22122	Hoz de Jaca	10
1991 a 2001	10	22124	Huerto	8
1991 a 2001	10	22125	Huesca	452
1991 a 2001	10	22126	Ibieca	9
1991 a 2001	10	22127	Igriés	57
1991 a 2001	10	22128	Ilche	11
1991 a 2001	10	22129	Isábena	31
1991 a 2001	10	22130	Jaca	317
1991 a 2001	10	22131	Jasa	44
1991 a 2001	10	22133	Labuerda	6
1991 a 2001	10	22135	Laluenga	9
1991 a 2001	10	22136	Lalueza	44
1991 a 2001	10	22137	Lanaja	29
1991 a 2001	10	22139	Laperdiguera	8
1991 a 2001	10	22141	Lascellas-Ponzano	2
1991 a 2001	10	22142	Lascuarre	19
1991 a 2001	10	22143	Laspaúles	19
1991 a 2001	10	22144	Laspuña	27
1991 a 2001	10	22149	Loarre	6
1991 a 2001	10	22150	Loporzano	34
1991 a 2001	10	22151	Loscorrales	1
1991 a 2001	10	22155	Monesma y Cajigar	11
1991 a 2001	10	22156	Monflorite-Lascasas	16
1991 a 2001	10	22157	Montanuy	24
1991 a 2001	10	22158	Monzón	619
1991 a 2001	10	22160	Naval	17
1991 a 2001	10	22162	Novales	2
1991 a 2001	10	22163	Nueno	108
1991 a 2001	10	22164	Olvena	1
1991 a 2001	10	22165	Ontiñena	19
1991 a 2001	10	22167	Osso de Cinca	33
1991 a 2001	10	22168	Palo	12
1991 a 2001	10	22170	Panticosa	79
1991 a 2001	10	22172	Peñalba	22
1991 a 2001	10	22173	Peñas de Riglos (Las)	6
1991 a 2001	10	22174	Peralta de Alcofea	23
1991 a 2001	10	22175	Peralta de Calasanz	20
1991 a 2001	10	22176	Peraltilla	13
1991 a 2001	10	22177	Perarrúa	3
1991 a 2001	10	22178	Pertusa	7
1991 a 2001	10	22182	Plan	7
1991 a 2001	10	22184	Poleñino	7
1991 a 2001	10	22186	Pozán de Vero	2
1991 a 2001	10	22187	Puebla de Castro (La)	27
1991 a 2001	10	22188	Puente de Montañana	1
1991 a 2001	10	22189	Puértolas	34
1991 a 2001	10	22190	Pueyo de Araguás (El)	4
1991 a 2001	10	22193	Pueyo de Santa Cruz	4
1991 a 2001	10	22195	Quicena	1
1991 a 2001	10	22197	Robres	17
1991 a 2001	10	22199	Sabiñánigo	269
1991 a 2001	10	22200	Sahún	17
1991 a 2001	10	22201	Salas Altas	23
1991 a 2001	10	22202	Salas Bajas	5
1991 a 2001	10	22203	Salillas	20
1991 a 2001	10	22204	Sallent de Gállego	149
1991 a 2001	10	22205	San Esteban de Litera	37
1991 a 2001	10	22206	Sangarrén	10
1991 a 2001	10	22207	San Juan de Plan	1
1991 a 2001	10	22208	Santa Cilia	20
1991 a 2001	10	22209	Santa Cruz de la Serós	17
1991 a 2001	10	22212	Santaliestra y San Quílez	7
1991 a 2001	10	22213	Sariñena	164
1991 a 2001	10	22214	Secastilla	2
1991 a 2001	10	22215	Seira	24
1991 a 2001	10	22217	Sena	45
1991 a 2001	10	22218	Senés de Alcubierre	2
1991 a 2001	10	22220	Sesa	13
1991 a 2001	10	22221	Sesué	13
1991 a 2001	10	22222	Siétamo	53
1991 a 2001	10	22223	Sopeira	13
1991 a 2001	10	22225	Tamarite de Litera	121
1991 a 2001	10	22226	Tardienta	68
1991 a 2001	10	22227	Tella-Sin	2
1991 a 2001	10	22228	Tierz	6
1991 a 2001	10	22229	Tolva	16
1991 a 2001	10	22230	Torla	6
1991 a 2001	10	22233	Torre la Ribera	9
1991 a 2001	10	22234	Torrente de Cinca	105
1991 a 2001	10	22235	Torres de Alcanadre	2
1991 a 2001	10	22236	Torres de Barbués	2
1991 a 2001	10	22239	Tramaced	2
1991 a 2001	10	22242	Valfarta	1
1991 a 2001	10	22243	Valle de Bardají	3
