Tipo de hogar, código	Tipo de hogar	Municipio codigo	Municipio nombre	Nº hogares
4	Hogares multipersonales	44182	Perales del Alfambra	71,5213840732
4	Hogares multipersonales	44183	Pitarque	24,1136935524
4	Hogares multipersonales	44184	Plou	7,2637205188
4	Hogares multipersonales	44185	Pobo (El)	22,8155026552
4	Hogares multipersonales	44187	Portellada (La)	60,4587155582
4	Hogares multipersonales	44189	Pozondón	19,9369975693
4	Hogares multipersonales	44190	Pozuel del Campo	21,5531508405
4	Hogares multipersonales	44191	Puebla de Híjar (La)	279,2676660378
4	Hogares multipersonales	44192	Puebla de Valverde (La)	134,3256127968
4	Hogares multipersonales	44193	Puertomingalvo	35,3828658456
4	Hogares multipersonales	44194	Ráfales	43,8178830168
4	Hogares multipersonales	44195	Rillo	25,3773291703
4	Hogares multipersonales	44196	Riodeva	46,0238328891
4	Hogares multipersonales	44197	Ródenas	22,1240647041
4	Hogares multipersonales	44198	Royuela	56,7961061459
4	Hogares multipersonales	44199	Rubiales	18,9304612159
4	Hogares multipersonales	44200	Rubielos de la Cérida	9,5494932766
4	Hogares multipersonales	44201	Rubielos de Mora	182,5484837201
4	Hogares multipersonales	44204	Saldón	7,2819111952
4	Hogares multipersonales	44205	Samper de Calanda	216,158712449
4	Hogares multipersonales	44206	San Agustín	41,7682470501
4	Hogares multipersonales	44207	San Martín del Río	64,3022556665
4	Hogares multipersonales	44208	Santa Cruz de Nogueras	11,4407284147
4	Hogares multipersonales	44209	Santa Eulalia	264,7299501406
4	Hogares multipersonales	44210	Sarrión	244,2309510347
4	Hogares multipersonales	44211	Segura de los Baños	12,691420946
4	Hogares multipersonales	44212	Seno	13,3813456807
4	Hogares multipersonales	44213	Singra	25,9875033446
4	Hogares multipersonales	44215	Terriente	52,3212322926
4	Hogares multipersonales	44216	Teruel	9157,8129541421
4	Hogares multipersonales	44217	Toril y Masegoso	3,3245665723
4	Hogares multipersonales	44218	Tormón	15,1427477429
4	Hogares multipersonales	44219	Tornos	60,5833637393
4	Hogares multipersonales	44220	Torralba de los Sisones	48,0440696217
4	Hogares multipersonales	44221	Torrecilla de Alcañiz	123,054993975
4	Hogares multipersonales	44222	Torrecilla del Rebollar	33,2066325204
4	Hogares multipersonales	44223	Torre de Arcas	26,3713667669
4	Hogares multipersonales	44224	Torre de las Arcas	11,9348857556
4	Hogares multipersonales	44225	Torre del Compte	37,5486937571
4	Hogares multipersonales	44226	Torrelacárcel	45,9164170926
4	Hogares multipersonales	44227	Torre los Negros	21,5399984567
4	Hogares multipersonales	44228	Torremocha de Jiloca	32,4848241602
4	Hogares multipersonales	44229	Torres de Albarracín	39,615466531
4	Hogares multipersonales	44230	Torrevelilla	51,1257136028
4	Hogares multipersonales	44231	Torrijas	11,0693007298
4	Hogares multipersonales	44232	Torrijo del Campo	115,3740526554
4	Hogares multipersonales	44234	Tramacastiel	20,9247800236
4	Hogares multipersonales	44235	Tramacastilla	30,5231088246
4	Hogares multipersonales	44236	Tronchón	20,2803656022
4	Hogares multipersonales	44237	Urrea de Gaén	135,1639628717
4	Hogares multipersonales	44238	Utrillas	952,0240156559
4	Hogares multipersonales	44239	Valacloche	4,6570229233
4	Hogares multipersonales	44240	Valbona	39,1550501523
4	Hogares multipersonales	44241	Valdealgorfa	165,5053862245
4	Hogares multipersonales	44243	Valdecuenca	13,3012480511
4	Hogares multipersonales	44244	Valdelinares	30,961969162
4	Hogares multipersonales	44245	Valdeltormo	78,1703691394
4	Hogares multipersonales	44246	Valderrobres	583,5147606978
4	Hogares multipersonales	44247	Valjunquera	79,3014860999
4	Hogares multipersonales	44249	Vallecillo (El)	15,4445262767
4	Hogares multipersonales	44250	Veguillas de la Sierra	7,9999999999
4	Hogares multipersonales	44251	Villafranca del Campo	84,5387847108
4	Hogares multipersonales	44252	Villahermosa del Campo	24,4491326644
4	Hogares multipersonales	44256	Villanueva del Rebollar de la Sierra	13,8760829302
4	Hogares multipersonales	44257	Villar del Cobo	38,9730170231
4	Hogares multipersonales	44258	Villar del Salz	18,1133987417
4	Hogares multipersonales	44260	Villarluengo	59,2893540117
4	Hogares multipersonales	44261	Villarquemado	239,1293407163
4	Hogares multipersonales	44262	Villarroya de los Pinares	42,3122766827
4	Hogares multipersonales	44263	Villastar	128,4659935848
4	Hogares multipersonales	44264	Villel	77,0267951339
4	Hogares multipersonales	44265	Vinaceite	75,852812629
4	Hogares multipersonales	44266	Visiedo	31,1620553544
4	Hogares multipersonales	44267	Vivel del Río Martín	17,3558408079
4	Hogares multipersonales	44268	Zoma (La)	1,9466460174
4	Hogares multipersonales	50001	Abanto	28,8588847665
4	Hogares multipersonales	50002	Acered	52,1993423254
4	Hogares multipersonales	50003	Agón	42,2909582417
4	Hogares multipersonales	50004	Aguarón	194,3152985984
4	Hogares multipersonales	50005	Aguilón	57,4053733824
4	Hogares multipersonales	50006	Ainzón	304,110584533
4	Hogares multipersonales	50007	Aladrén	23,1771840538
4	Hogares multipersonales	50008	Alagón	1904,8837367071
4	Hogares multipersonales	50009	Alarba	32,3995123107
4	Hogares multipersonales	50010	Alberite de San Juan	18,0475043831
4	Hogares multipersonales	50011	Albeta	34,2304834782
4	Hogares multipersonales	50012	Alborge	27,5426357435
4	Hogares multipersonales	50013	Alcalá de Ebro	92,517454173
4	Hogares multipersonales	50014	Alcalá de Moncayo	55,3012048163
4	Hogares multipersonales	50015	Alconchel de Ariza	27,8186371025
4	Hogares multipersonales	50016	Aldehuela de Liestos	11,1814121292
4	Hogares multipersonales	50017	Alfajarín	599,6642762108
4	Hogares multipersonales	50018	Alfamén	319,2687685858
4	Hogares multipersonales	50019	Alforque	26,0190110768
4	Hogares multipersonales	50020	Alhama de Aragón	292,5529494567
4	Hogares multipersonales	50021	Almochuel	11,3348369847
4	Hogares multipersonales	50022	Almolda (La)	102,5172568241
4	Hogares multipersonales	50023	Almonacid de la Cuba	64,0541782298
4	Hogares multipersonales	50024	Almonacid de la Sierra	222,6661020401
4	Hogares multipersonales	50025	Almunia de Doña Godina (La)	1947,2759272747
4	Hogares multipersonales	50026	Alpartir	124,8776632585
4	Hogares multipersonales	50027	Ambel	72,4987907235
4	Hogares multipersonales	50028	Anento	25,8179257612
4	Hogares multipersonales	50029	Aniñón	207,3057235158
4	Hogares multipersonales	50030	Añón de Moncayo	44,4561349927
4	Hogares multipersonales	50031	Aranda de Moncayo	52,3626143075
4	Hogares multipersonales	50032	Arándiga	110,2586084014
4	Hogares multipersonales	50033	Ardisa	24,4271673428
4	Hogares multipersonales	50034	Ariza	265,892643399
4	Hogares multipersonales	50035	Artieda	24,6125671796
4	Hogares multipersonales	50036	Asín	26,0785806345
4	Hogares multipersonales	50037	Atea	34,2348469117
4	Hogares multipersonales	50038	Ateca	558,0851189201
4	Hogares multipersonales	50039	Azuara	160,1692808299
4	Hogares multipersonales	50040	Badules	27,5673375981
4	Hogares multipersonales	50041	Bagüés	2,627081638
4	Hogares multipersonales	50043	Bárboles	87,3194006154
4	Hogares multipersonales	50044	Bardallur	79,5662131706
4	Hogares multipersonales	50045	Belchite	489,6044959176
4	Hogares multipersonales	50046	Belmonte de Gracián	58,14316197
4	Hogares multipersonales	50047	Berdejo	21,8219728264
4	Hogares multipersonales	50048	Berrueco	8,0223492287
4	Hogares multipersonales	50050	Bijuesca	14,3943568293
4	Hogares multipersonales	50051	Biota	234,9634549088
4	Hogares multipersonales	50052	Bisimbre	31,5185035853
4	Hogares multipersonales	50053	Boquiñeni	223,3755964656
4	Hogares multipersonales	50054	Bordalba	14,1705223532
4	Hogares multipersonales	50055	Borja	1284,2922303511
4	Hogares multipersonales	50056	Botorrita	140,3877381591
4	Hogares multipersonales	50057	Brea de Aragón	454,783056854
4	Hogares multipersonales	50058	Bubierca	15,7724916966
4	Hogares multipersonales	50059	Bujaraloz	303,1600265878
4	Hogares multipersonales	50060	Bulbuente	45,1703366741
4	Hogares multipersonales	50061	Bureta	45,9376324989
4	Hogares multipersonales	50062	Burgo de Ebro (El)	677,0147020209
4	Hogares multipersonales	50063	Buste (El)	18,2003059927
4	Hogares multipersonales	50064	Cabañas de Ebro	128,5341016275
4	Hogares multipersonales	50065	Cabolafuente	10,2419341332
4	Hogares multipersonales	50066	Cadrete	864,1744531964
4	Hogares multipersonales	50067	Calatayud	5134,1926460449
4	Hogares multipersonales	50068	Calatorao	687,4921284661
4	Hogares multipersonales	50069	Calcena	12,1210124457
4	Hogares multipersonales	50070	Calmarza	18,4219818551
4	Hogares multipersonales	50071	Campillo de Aragón	34,6068547688
4	Hogares multipersonales	50072	Carenas	41,3462155647
4	Hogares multipersonales	50073	Cariñena	852,3048875283
4	Hogares multipersonales	50074	Caspe	2418,1191618519
4	Hogares multipersonales	50075	Castejón de Alarba	25,1748860923
4	Hogares multipersonales	50076	Castejón de las Armas	35,6189846908
4	Hogares multipersonales	50077	Castejón de Valdejasa	68,5593468087
4	Hogares multipersonales	50078	Castiliscar	71,8543511723
4	Hogares multipersonales	50079	Cervera de la Cañada	77,0720704046
4	Hogares multipersonales	50080	Cerveruela	6,3174903062
4	Hogares multipersonales	50081	Cetina	155,7669185547
4	Hogares multipersonales	50082	Cimballa	39,9524342136
4	Hogares multipersonales	50083	Cinco Olivas	31,6854828027
4	Hogares multipersonales	50084	Clarés de Ribota	25,2440734255
4	Hogares multipersonales	50085	Codo	55,5465477059
4	Hogares multipersonales	50086	Codos	61,1655182023
4	Hogares multipersonales	50087	Contamina	7,2725770221
4	Hogares multipersonales	50088	Cosuenda	110,1534593445
4	Hogares multipersonales	50089	Cuarte de Huerva	2746,4201380257
4	Hogares multipersonales	50090	Cubel	52,9492309103
4	Hogares multipersonales	50091	Cuerlas (Las)	13,0155567928
4	Hogares multipersonales	50092	Chiprana	108,2572694795
4	Hogares multipersonales	50093	Chodes	44,392597193
4	Hogares multipersonales	50094	Daroca	599,7707269528
4	Hogares multipersonales	50095	Ejea de los Caballeros	4408,9996090704
4	Hogares multipersonales	50096	Embid de Ariza	12,1056282305
4	Hogares multipersonales	50098	Encinacorba	58,1672257816
4	Hogares multipersonales	50099	Épila	1176,2063096911
4	Hogares multipersonales	50100	Erla	77,5093922342
4	Hogares multipersonales	50101	Escatrón	284,6433166401
4	Hogares multipersonales	50102	Fabara	268,7416039584
4	Hogares multipersonales	50104	Farlete	79,0118179616
4	Hogares multipersonales	50105	Fayón	99,6385547082
4	Hogares multipersonales	50106	Fayos (Los)	39,9422610811
4	Hogares multipersonales	50107	Figueruelas	331,5283379701
4	Hogares multipersonales	50108	Fombuena	3,1390042281
4	Hogares multipersonales	50109	Frago (El)	19,717859675
4	Hogares multipersonales	50110	Frasno (El)	121,4064634501
4	Hogares multipersonales	50111	Fréscano	55,0020707205
4	Hogares multipersonales	50113	Fuendejalón	194,7097130346
4	Hogares multipersonales	50114	Fuendetodos	39,163676535
4	Hogares multipersonales	50115	Fuentes de Ebro	1172,61662499
4	Hogares multipersonales	50116	Fuentes de Jiloca	70,2141136824
4	Hogares multipersonales	50117	Gallocanta	49,9446233957
4	Hogares multipersonales	50118	Gallur	835,2271715966
4	Hogares multipersonales	50119	Gelsa	332,8576613757
4	Hogares multipersonales	50120	Godojos	13,3039402681
4	Hogares multipersonales	50121	Gotor	99,3581186575
4	Hogares multipersonales	50122	Grisel	15,0254630403
4	Hogares multipersonales	50123	Grisén	145,1267601167
4	Hogares multipersonales	50124	Herrera de los Navarros	132,1289145123
4	Hogares multipersonales	50125	Ibdes	129,7958135497
4	Hogares multipersonales	50126	Illueca	929,0990277421
4	Hogares multipersonales	50128	Isuerre	6,9293115428
4	Hogares multipersonales	50129	Jaraba	88,5842170059
4	Hogares multipersonales	50130	Jarque	127,2606852896
4	Hogares multipersonales	50131	Jaulín	71,352502809
4	Hogares multipersonales	50132	Joyosa (La)	240,1408357962
4	Hogares multipersonales	50133	Lagata	37,2595192917
4	Hogares multipersonales	50134	Langa del Castillo	38,926738366
4	Hogares multipersonales	50135	Layana	30,1409954952
4	Hogares multipersonales	50136	Lécera	184,9678689582
4	Hogares multipersonales	50137	Leciñena	319,2260226769
4	Hogares multipersonales	50138	Lechón	7,3656578422
4	Hogares multipersonales	50139	Letux	75,2737231695
4	Hogares multipersonales	50140	Litago	44,917694383
4	Hogares multipersonales	50141	Lituénigo	30,4104546658
4	Hogares multipersonales	50142	Lobera de Onsella	6,2152223445
4	Hogares multipersonales	50143	Longares	223,8981598186
4	Hogares multipersonales	50144	Longás	10
4	Hogares multipersonales	50146	Lucena de Jalón	84,753960243
4	Hogares multipersonales	50147	Luceni	281,3298250001
4	Hogares multipersonales	50148	Luesia	82,7345392668
4	Hogares multipersonales	50149	Luesma	1,920479694
4	Hogares multipersonales	50150	Lumpiaque	221,5914359466
4	Hogares multipersonales	50151	Luna	184,0246443765
4	Hogares multipersonales	50152	Maella	450,8738294141
4	Hogares multipersonales	50153	Magallón	311,2386235852
4	Hogares multipersonales	50154	Mainar	46,3829324718
4	Hogares multipersonales	50155	Malanquilla	36,7488383563
4	Hogares multipersonales	50156	Maleján	75,2112252845
4	Hogares multipersonales	50157	Malón	96,2223260923
4	Hogares multipersonales	50159	Maluenda	232,2197003242
4	Hogares multipersonales	50160	Mallén	900,2320813349
4	Hogares multipersonales	50161	Manchones	30,2383957743
4	Hogares multipersonales	50162	Mara	35,3625486027
4	Hogares multipersonales	50163	María de Huerva	1554,8093093989
4	Hogares multipersonales	50164	Mediana de Aragón	131,8306250418
4	Hogares multipersonales	50165	Mequinenza	609,3757003395
4	Hogares multipersonales	50166	Mesones de Isuela	90,8221087587
4	Hogares multipersonales	50167	Mezalocha	57,1923436923
4	Hogares multipersonales	50168	Mianos	9,6427586979
4	Hogares multipersonales	50169	Miedes de Aragón	99,1064874611
4	Hogares multipersonales	50170	Monegrillo	119,38004542
4	Hogares multipersonales	50171	Moneva	32,9160640322
4	Hogares multipersonales	50172	Monreal de Ariza	43,1743438075
4	Hogares multipersonales	50173	Monterde	42,2649719774
4	Hogares multipersonales	50174	Montón	35,6252561153
4	Hogares multipersonales	50175	Morata de Jalón	342,9960861606
4	Hogares multipersonales	50176	Morata de Jiloca	43,7462755038
4	Hogares multipersonales	50177	Morés	101,0671097448
4	Hogares multipersonales	50178	Moros	117,0809401666
4	Hogares multipersonales	50179	Moyuela	83,5941248276
4	Hogares multipersonales	50180	Mozota	27,4987581282
4	Hogares multipersonales	50181	Muel	370,6532089351
4	Hogares multipersonales	50182	Muela (La)	1384,9139174514
4	Hogares multipersonales	50183	Munébrega	118,4776047573
4	Hogares multipersonales	50184	Murero	30,5276155461
4	Hogares multipersonales	50185	Murillo de Gállego	36,8697177441
4	Hogares multipersonales	50186	Navardún	7,7001318463
4	Hogares multipersonales	50187	Nigüella	14,9671823402
4	Hogares multipersonales	50188	Nombrevilla	10,5860304111
4	Hogares multipersonales	50189	Nonaspe	236,1999598188
4	Hogares multipersonales	50190	Novallas	230,3082628229
4	Hogares multipersonales	50191	Novillas	159,059633923
4	Hogares multipersonales	50192	Nuévalos	86,5056641692
4	Hogares multipersonales	50193	Nuez de Ebro	205,05679704
4	Hogares multipersonales	50194	Olvés	24,9235202416
4	Hogares multipersonales	50195	Orcajo	17,4993140177
4	Hogares multipersonales	50196	Orera	18,9328383384
4	Hogares multipersonales	50197	Orés	19,8997992913
4	Hogares multipersonales	50198	Oseja	15,6427899976
4	Hogares multipersonales	50199	Osera de Ebro	87,3556962634
4	Hogares multipersonales	50200	Paniza	201,3205877006
4	Hogares multipersonales	50201	Paracuellos de Jiloca	143,956151455
4	Hogares multipersonales	50202	Paracuellos de la Ribera	41,4311681524
4	Hogares multipersonales	50203	Pastriz	363,7655829007
4	Hogares multipersonales	50204	Pedrola	1042,1066685143
4	Hogares multipersonales	50205	Pedrosas (Las)	34,0702102709
4	Hogares multipersonales	50206	Perdiguera	178,1144711452
4	Hogares multipersonales	50207	Piedratajada	32,3635360144
4	Hogares multipersonales	50208	Pina de Ebro	661,9790186616
4	Hogares multipersonales	50209	Pinseque	1049,4235870307
4	Hogares multipersonales	50210	Pintanos (Los)	11,4853845421
4	Hogares multipersonales	50211	Plasencia de Jalón	83,5573189579
4	Hogares multipersonales	50212	Pleitas	8,9699261184
4	Hogares multipersonales	50213	Plenas	31,9247405138
4	Hogares multipersonales	50214	Pomer	11,0277310893
4	Hogares multipersonales	50215	Pozuel de Ariza	7,3115079941
4	Hogares multipersonales	50216	Pozuelo de Aragón	75,5865292906
4	Hogares multipersonales	50217	Pradilla de Ebro	144,4497908536
4	Hogares multipersonales	50218	Puebla de Albortón	28,026905538
4	Hogares multipersonales	50219	Puebla de Alfindén (La)	1417,4647638233
4	Hogares multipersonales	50220	Puendeluna	7,9284261692
4	Hogares multipersonales	50222	Quinto	518,8795087818
4	Hogares multipersonales	50223	Remolinos	330,6999626565
4	Hogares multipersonales	50224	Retascón	16,3027407594
4	Hogares multipersonales	50225	Ricla	730,4171290972
4	Hogares multipersonales	50227	Romanos	37,4251370715
4	Hogares multipersonales	50228	Rueda de Jalón	75,3768149546
4	Hogares multipersonales	50229	Ruesca	15,8990544218
4	Hogares multipersonales	50230	Sádaba	401,0153176373
4	Hogares multipersonales	50231	Salillas de Jalón	97,2460275788
4	Hogares multipersonales	50232	Salvatierra de Esca	51,0440443361
4	Hogares multipersonales	50233	Samper del Salz	20,7686708085
4	Hogares multipersonales	50234	San Martín de la Virgen de Moncayo	76,9239000848
4	Hogares multipersonales	50235	San Mateo de Gállego	844,9862443197
4	Hogares multipersonales	50236	Santa Cruz de Grío	41,7296944617
4	Hogares multipersonales	50237	Santa Cruz de Moncayo	34,667483526
4	Hogares multipersonales	50238	Santa Eulalia de Gállego	47,6461790784
4	Hogares multipersonales	50239	Santed	23,7735295501
4	Hogares multipersonales	50240	Sástago	346,0338476163
4	Hogares multipersonales	50241	Saviñán	180,6084939182
4	Hogares multipersonales	50242	Sediles	19,6522020953
4	Hogares multipersonales	50243	Sestrica	104,5672728168
4	Hogares multipersonales	50244	Sierra de Luna	66,6992837804
4	Hogares multipersonales	50245	Sigüés	27,4628302606
4	Hogares multipersonales	50246	Sisamón	6,4644539306
4	Hogares multipersonales	50247	Sobradiel	249,5325208155
4	Hogares multipersonales	50248	Sos del Rey Católico	150,4633689304
4	Hogares multipersonales	50249	Tabuenca	104,3392248046
4	Hogares multipersonales	50250	Talamantes	11,0993222551
4	Hogares multipersonales	50251	Tarazona	2753,2790394075
4	Hogares multipersonales	50252	Tauste	2160,2545958799
4	Hogares multipersonales	50253	Terrer	115,5695100692
4	Hogares multipersonales	50254	Tierga	50,0045017777
4	Hogares multipersonales	50255	Tobed	59,5017003666
4	Hogares multipersonales	50256	Torralba de los Frailes	28,1601179633
4	Hogares multipersonales	50257	Torralba de Ribota	49,2268831843
4	Hogares multipersonales	50258	Torralbilla	9,6465714237
4	Hogares multipersonales	50259	Torrehermosa	20,25
4	Hogares multipersonales	50260	Torrelapaja	7,0393631056
4	Hogares multipersonales	50261	Torrellas	73,8064583048
4	Hogares multipersonales	50262	Torres de Berrellén	372,2053472783
4	Hogares multipersonales	50263	Torrijo de la Cañada	46,1981382892
4	Hogares multipersonales	50264	Tosos	61,7766111496
4	Hogares multipersonales	50265	Trasmoz	16,2427720479
4	Hogares multipersonales	50266	Trasobares	28,9082596156
4	Hogares multipersonales	50267	Uncastillo	159,5784250227
4	Hogares multipersonales	50268	Undués de Lerda	19,5090616744
4	Hogares multipersonales	50269	Urrea de Jalón	98,1586669357
4	Hogares multipersonales	50270	Urriés	6,4506627863
4	Hogares multipersonales	50271	Used	79,2475517245
4	Hogares multipersonales	50272	Utebo	4918,3459587907
4	Hogares multipersonales	50273	Valdehorna	4,649502531
4	Hogares multipersonales	50274	Val de San Martín	20,2815477799
4	Hogares multipersonales	50275	Valmadrid	21,2213206351
4	Hogares multipersonales	50276	Valpalmas	39,4337716105
4	Hogares multipersonales	50277	Valtorres	27,5734280013
4	Hogares multipersonales	50278	Velilla de Ebro	64,9797684007
4	Hogares multipersonales	50279	Velilla de Jiloca	22,5407218946
4	Hogares multipersonales	50280	Vera de Moncayo	85,7679020509
4	Hogares multipersonales	50281	Vierlas	19,0668176764
4	Hogares multipersonales	50282	Vilueña (La)	31,148459204
4	Hogares multipersonales	50283	Villadoz	25,4462885322
4	Hogares multipersonales	50284	Villafeliche	47,1187515324
4	Hogares multipersonales	50285	Villafranca de Ebro	209,1651354352
4	Hogares multipersonales	50286	Villalba de Perejil	34,1131768584
4	Hogares multipersonales	50287	Villalengua	85,5959096402
4	Hogares multipersonales	50288	Villanueva de Gállego	1239,7354520735
4	Hogares multipersonales	50289	Villanueva de Jiloca	18,7086123538
4	Hogares multipersonales	50290	Villanueva de Huerva	131,2994699074
4	Hogares multipersonales	50291	Villar de los Navarros	21,7537296943
4	Hogares multipersonales	50292	Villarreal de Huerva	69,3110964384
4	Hogares multipersonales	50293	Villarroya de la Sierra	143,8910718067
4	Hogares multipersonales	50294	Villarroya del Campo	15,7741640334
4	Hogares multipersonales	50295	Vistabella	11,687545338
4	Hogares multipersonales	50296	Zaida (La)	145,6285756853
4	Hogares multipersonales	50297	Zaragoza	178836,393762962
4	Hogares multipersonales	50298	Zuera	2111,5821632941
4	Hogares multipersonales	50901	Biel	38,9479187312
4	Hogares multipersonales	50902	Marracos	19,3828387919
4	Hogares multipersonales	50903	Villamayor de Gállego	686,6085254181
5	Hogares multipersonales	22001	Abiego	10,4327435759
5	Hogares multipersonales	22002	Abizanda	4,4255598355
5	Hogares multipersonales	22003	Adahuesca	14,4601356877
5	Hogares multipersonales	22004	Agüero	2,5191897742
5	Hogares multipersonales	22006	Aísa	9,9592843001
5	Hogares multipersonales	22007	Albalate de Cinca	26,8562099433
5	Hogares multipersonales	22008	Albalatillo	8,4930915054
5	Hogares multipersonales	22009	Albelda	35,3232207497
5	Hogares multipersonales	22011	Albero Alto	1,12255507
5	Hogares multipersonales	22012	Albero Bajo	2,8560848592
5	Hogares multipersonales	22013	Alberuela de Tubo	23,8056447312
5	Hogares multipersonales	22014	Alcalá de Gurrea	10,2264838604
5	Hogares multipersonales	22015	Alcalá del Obispo	8,5896102165
5	Hogares multipersonales	22016	Alcampell	23,3783800532
5	Hogares multipersonales	22017	Alcolea de Cinca	36,7718626116
5	Hogares multipersonales	22018	Alcubierre	10,1358872719
5	Hogares multipersonales	22019	Alerre	6,1499999235
5	Hogares multipersonales	22020	Alfántega	6,0110036103
5	Hogares multipersonales	22021	Almudévar	52,7856719516
5	Hogares multipersonales	22022	Almunia de San Juan	25,043250305
5	Hogares multipersonales	22023	Almuniente	7,7116886042
5	Hogares multipersonales	22024	Alquézar	7,2551379152
5	Hogares multipersonales	22025	Altorricón	38,8535934308
5	Hogares multipersonales	22027	Angüés	14,4819317811
5	Hogares multipersonales	22028	Ansó	7,5888275186
5	Hogares multipersonales	22029	Antillón	13,9702614393
5	Hogares multipersonales	22032	Aragüés del Puerto	5,9644617719
5	Hogares multipersonales	22035	Arén	14,0709276576
5	Hogares multipersonales	22036	Argavieso	9,0276066286
5	Hogares multipersonales	22039	Ayerbe	53,8122302723
5	Hogares multipersonales	22040	Azanuy-Alins	5,130503359
5	Hogares multipersonales	22041	Azara	3,9978433318
5	Hogares multipersonales	22042	Azlor	2,0313957308
5	Hogares multipersonales	22043	Baells	5,9075181168
5	Hogares multipersonales	22044	Bailo	8,9735132571
5	Hogares multipersonales	22045	Baldellou	3,313110773
5	Hogares multipersonales	22046	Ballobar	26,2237109315
5	Hogares multipersonales	22047	Banastás	3,5240423621
5	Hogares multipersonales	22048	Barbastro	316,2805176351
5	Hogares multipersonales	22049	Barbués	3,033101498
5	Hogares multipersonales	22050	Barbuñales	4,1212972627
5	Hogares multipersonales	22051	Bárcabo	2,6069262452
5	Hogares multipersonales	22052	Belver de Cinca	53,1683526614
5	Hogares multipersonales	22053	Benabarre	35,8058687753
5	Hogares multipersonales	22054	Benasque	11,021703334
5	Hogares multipersonales	22055	Berbegal	17,254752143
5	Hogares multipersonales	22057	Bielsa	20,6040234414
5	Hogares multipersonales	22058	Bierge	3,6696477719
5	Hogares multipersonales	22059	Biescas	8,7176227793
5	Hogares multipersonales	22060	Binaced	46,5853178246
5	Hogares multipersonales	22061	Binéfar	292,7561632948
5	Hogares multipersonales	22062	Bisaurri	6,0544936515
5	Hogares multipersonales	22063	Biscarrués	2,0795854685
5	Hogares multipersonales	22064	Blecua y Torres	0,93441736
5	Hogares multipersonales	22066	Boltaña	16,0186090754
5	Hogares multipersonales	22069	Broto	25,6555535258
5	Hogares multipersonales	22072	Caldearenas	3,3120251272
5	Hogares multipersonales	22074	Campo	9,1068665244
5	Hogares multipersonales	22075	Camporrells	4,8717903333
5	Hogares multipersonales	22076	Canal de Berdún	12,2470152782
5	Hogares multipersonales	22077	Candasnos	12,5486310353
5	Hogares multipersonales	22078	Canfranc	2,259434455
5	Hogares multipersonales	22079	Capdesaso	8,1504946029
5	Hogares multipersonales	22080	Capella	13,0561773789
5	Hogares multipersonales	22081	Casbas de Huesca	17,7922721334
5	Hogares multipersonales	22082	Castejón del Puente	14,6724669014
5	Hogares multipersonales	22083	Castejón de Monegros	52,5882332039
5	Hogares multipersonales	22084	Castejón de Sos	9,9462797275
5	Hogares multipersonales	22085	Castelflorite	7,3459542346
5	Hogares multipersonales	22086	Castiello de Jaca	3,3876815162
5	Hogares multipersonales	22088	Castillazuelo	7,1413905147
5	Hogares multipersonales	22089	Castillonroy	15,0638971312
5	Hogares multipersonales	22094	Chalamera	8,3288305709
5	Hogares multipersonales	22095	Chía	6,622721046
5	Hogares multipersonales	22096	Chimillas	15,488801172
5	Hogares multipersonales	22099	Esplús	18,5949937877
5	Hogares multipersonales	22102	Estada	8,6361212313
5	Hogares multipersonales	22103	Estadilla	23,2838841303
5	Hogares multipersonales	22105	Estopiñán del Castillo	9,0927929247
5	Hogares multipersonales	22106	Fago	1,6385095755
5	Hogares multipersonales	22107	Fanlo	1,1070786793
5	Hogares multipersonales	22109	Fiscal	7,4352377069
5	Hogares multipersonales	22110	Fonz	33,5441049431
5	Hogares multipersonales	22111	Foradada del Toscar	15,8571988915
5	Hogares multipersonales	22112	Fraga	274,9498982349
5	Hogares multipersonales	22113	Fueva (La)	18,3088357009
5	Hogares multipersonales	22114	Gistaín	4,2201235848
5	Hogares multipersonales	22115	Grado (El)	30,163298206
5	Hogares multipersonales	22116	Grañén	50,6648514592
5	Hogares multipersonales	22117	Graus	136,1193185252
5	Hogares multipersonales	22119	Gurrea de Gállego	30,4558063053
5	Hogares multipersonales	22122	Hoz de Jaca	1,0346366979
5	Hogares multipersonales	22124	Huerto	12,3029709294
5	Hogares multipersonales	22125	Huesca	852,1942392233
5	Hogares multipersonales	22126	Ibieca	2,5458497568
5	Hogares multipersonales	22127	Igriés	8,4753221514
5	Hogares multipersonales	22128	Ilche	12,9588557007
5	Hogares multipersonales	22129	Isábena	8,6826121257
5	Hogares multipersonales	22130	Jaca	237,773913599
5	Hogares multipersonales	22131	Jasa	4,7825122306
5	Hogares multipersonales	22133	Labuerda	10,3782538048
5	Hogares multipersonales	22135	Laluenga	3,6867762845
5	Hogares multipersonales	22136	Lalueza	19,3190482835
5	Hogares multipersonales	22137	Lanaja	73,9488508573
5	Hogares multipersonales	22139	Laperdiguera	7,482384885
5	Hogares multipersonales	22141	Lascellas-Ponzano	4,1763132405
5	Hogares multipersonales	22142	Lascuarre	3,0408876603
5	Hogares multipersonales	22143	Laspaúles	28,1650316868
5	Hogares multipersonales	22144	Laspuña	13,2601313999
5	Hogares multipersonales	22149	Loarre	16,4091082749
5	Hogares multipersonales	22150	Loporzano	18,8867673752
5	Hogares multipersonales	22151	Loscorrales	3,422584667
5	Hogares multipersonales	22155	Monesma y Cajigar	6,2109886569
