Año	Comarca código	Comarca nombre	Rama código	Rama descripción	VAB
2014	17	D.C. Zaragoza	9999	Sin Clasificar	16500394
2014	18	Ribera Baja del Ebro	9999	Sin Clasificar	303357
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	9999	Sin Clasificar	227260
2014	20	Comunidad de Calatayud	9999	Sin Clasificar	636813
2014	21	Campo de Cariñena	9999	Sin Clasificar	285286
2014	22	Campo de Belchite	9999	Sin Clasificar	127503
2014	23	Bajo Martín	9999	Sin Clasificar	187503
2014	24	Campo de Daroca	9999	Sin Clasificar	140742
2014	25	Jiloca	9999	Sin Clasificar	253131
2014	26	Cuencas Mineras	9999	Sin Clasificar	175771
2014	27	Andorra-Sierra de Arcos	9999	Sin Clasificar	272058
2014	28	Bajo Aragón	9999	Sin Clasificar	611108
2014	29	Comunidad de Teruel	9999	Sin Clasificar	1150569
2014	30	Maestrazgo	9999	Sin Clasificar	57555
2014	31	Sierra de Albarracín	9999	Sin Clasificar	81565
2014	32	Gúdar-Javalambre	9999	Sin Clasificar	175968
2014	33	Matarraña / Matarranya	9999	Sin Clasificar	157373
2013	01	La Jacetania	9999	Sin Clasificar	400726
2013	02	Alto Gállego	9999	Sin Clasificar	359075
2013	03	Sobrarbe	9999	Sin Clasificar	189910
2013	04	La Ribagorza	9999	Sin Clasificar	352145
2013	05	Cinco Villas	9999	Sin Clasificar	642056
2013	06	Hoya de Huesca / Plana de Uesca	9999	Sin Clasificar	1494439
2013	07	Somontano de Barbastro	9999	Sin Clasificar	535739
2013	08	Cinca Medio	9999	Sin Clasificar	528393
2013	09	La Litera / La Llitera	9999	Sin Clasificar	431947
2013	10	Los Monegros	9999	Sin Clasificar	466087
2013	11	Bajo Cinca / Baix Cinca	9999	Sin Clasificar	523209
2013	12	Tarazona y el Moncayo	9999	Sin Clasificar	217804
2013	13	Campo de Borja	9999	Sin Clasificar	333093
2013	14	Aranda	9999	Sin Clasificar	135139
2013	15	Ribera Alta del Ebro	9999	Sin Clasificar	1107241
2013	16	Valdejalón	9999	Sin Clasificar	660146
2013	17	D.C. Zaragoza	9999	Sin Clasificar	16450789
2013	18	Ribera Baja del Ebro	9999	Sin Clasificar	328372
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	9999	Sin Clasificar	240400
2013	20	Comunidad de Calatayud	9999	Sin Clasificar	634569
2013	21	Campo de Cariñena	9999	Sin Clasificar	286573
2013	22	Campo de Belchite	9999	Sin Clasificar	138507
2013	23	Bajo Martín	9999	Sin Clasificar	188671
2013	24	Campo de Daroca	9999	Sin Clasificar	154989
2013	25	Jiloca	9999	Sin Clasificar	248158
2013	26	Cuencas Mineras	9999	Sin Clasificar	170968
2013	27	Andorra-Sierra de Arcos	9999	Sin Clasificar	265488
2013	28	Bajo Aragón	9999	Sin Clasificar	617535
2013	29	Comunidad de Teruel	9999	Sin Clasificar	1154103
2013	30	Maestrazgo	9999	Sin Clasificar	58852
2013	31	Sierra de Albarracín	9999	Sin Clasificar	79347
2013	32	Gúdar-Javalambre	9999	Sin Clasificar	171875
2013	33	Matarraña / Matarranya	9999	Sin Clasificar	158988
2011	01	La Jacetania	9999	Sin Clasificar	424014
2011	02	Alto Gállego	9999	Sin Clasificar	384575
2011	03	Sobrarbe	9999	Sin Clasificar	201069
2011	04	La Ribagorza	9999	Sin Clasificar	361259
2011	05	Cinco Villas	9999	Sin Clasificar	665309
2011	06	Hoya de Huesca / Plana de Uesca	9999	Sin Clasificar	1587008
2011	07	Somontano de Barbastro	9999	Sin Clasificar	578532
2011	08	Cinca Medio	9999	Sin Clasificar	545870
2011	09	La Litera / La Llitera	9999	Sin Clasificar	428408
2011	10	Los Monegros	9999	Sin Clasificar	473858
2011	11	Bajo Cinca / Baix Cinca	9999	Sin Clasificar	509666
2011	12	Tarazona y el Moncayo	9999	Sin Clasificar	232258
2011	13	Campo de Borja	9999	Sin Clasificar	336350
2011	14	Aranda	9999	Sin Clasificar	139275
2011	15	Ribera Alta del Ebro	9999	Sin Clasificar	1156165
2011	16	Valdejalón	9999	Sin Clasificar	716460
2011	17	D.C. Zaragoza	9999	Sin Clasificar	17319788
2011	18	Ribera Baja del Ebro	9999	Sin Clasificar	348493
2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	9999	Sin Clasificar	248527
2011	20	Comunidad de Calatayud	9999	Sin Clasificar	721025
2011	21	Campo de Cariñena	9999	Sin Clasificar	282367
2011	22	Campo de Belchite	9999	Sin Clasificar	143011
2011	23	Bajo Martín	9999	Sin Clasificar	204075
2011	24	Campo de Daroca	9999	Sin Clasificar	161127
2011	25	Jiloca	9999	Sin Clasificar	258640
2011	26	Cuencas Mineras	9999	Sin Clasificar	173490
2011	27	Andorra-Sierra de Arcos	9999	Sin Clasificar	290952
2011	28	Bajo Aragón	9999	Sin Clasificar	620879
2011	29	Comunidad de Teruel	9999	Sin Clasificar	1174624
2011	30	Maestrazgo	9999	Sin Clasificar	60539
2011	31	Sierra de Albarracín	9999	Sin Clasificar	81569
2011	32	Gúdar-Javalambre	9999	Sin Clasificar	179853
2011	33	Matarraña / Matarranya	9999	Sin Clasificar	161133
2010	01	La Jacetania	9999	Sin Clasificar	443401
2010	02	Alto Gállego	9999	Sin Clasificar	404191
2010	03	Sobrarbe	9999	Sin Clasificar	206197
2010	04	La Ribagorza	9999	Sin Clasificar	386124
2010	05	Cinco Villas	9999	Sin Clasificar	689103
2010	06	Hoya de Huesca / Plana de Uesca	9999	Sin Clasificar	1605360
2010	07	Somontano de Barbastro	9999	Sin Clasificar	580575
2010	08	Cinca Medio	9999	Sin Clasificar	551703
2010	09	La Litera / La Llitera	9999	Sin Clasificar	442747
2010	10	Los Monegros	9999	Sin Clasificar	478498
2010	11	Bajo Cinca / Baix Cinca	9999	Sin Clasificar	521816
2010	12	Tarazona y el Moncayo	9999	Sin Clasificar	244810
2010	13	Campo de Borja	9999	Sin Clasificar	330733
2010	14	Aranda	9999	Sin Clasificar	141596
2010	15	Ribera Alta del Ebro	9999	Sin Clasificar	624990
2010	16	Valdejalón	9999	Sin Clasificar	1691147
2010	17	D.C. Zaragoza	9999	Sin Clasificar	17350961
2010	18	Ribera Baja del Ebro	9999	Sin Clasificar	377159
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	9999	Sin Clasificar	265232
2010	20	Comunidad de Calatayud	9999	Sin Clasificar	727198
2010	21	Campo de Cariñena	9999	Sin Clasificar	278769
2010	22	Campo de Belchite	9999	Sin Clasificar	142811
2010	23	Bajo Martín	9999	Sin Clasificar	217383
2010	24	Campo de Daroca	9999	Sin Clasificar	168581
2010	25	Jiloca	9999	Sin Clasificar	255229
2010	26	Cuencas Mineras	9999	Sin Clasificar	171927
2010	27	Andorra-Sierra de Arcos	9999	Sin Clasificar	272923
2010	28	Bajo Aragón	9999	Sin Clasificar	632789
2010	29	Comunidad de Teruel	9999	Sin Clasificar	1186293
2010	30	Maestrazgo	9999	Sin Clasificar	64190
2010	31	Sierra de Albarracín	9999	Sin Clasificar	89510
2010	32	Gúdar-Javalambre	9999	Sin Clasificar	181701
2010	33	Matarraña / Matarranya	9999	Sin Clasificar	175273
2009	01	La Jacetania	A	Agricultura, ganadería, silvicultura y pesca	27258
2009	01	La Jacetania	B+E	Extractivas; Energía y Agua	11380,6
2009	01	La Jacetania	C	Industria manufacturera	8239
2009	01	La Jacetania	F	Construcción	80881,1
2009	01	La Jacetania	G_I	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; transporte y almacenamiento; hostelería	125615,8
2009	01	La Jacetania	J	Información y comunicaciones	1582,3
2009	01	La Jacetania	K	Actividades financieras y de seguros	5793,5
2009	01	La Jacetania	L	Actividades inmobiliarias	18101,3
2009	01	La Jacetania	M_N	Actividades profesionales, científicas y técnicas; actividades administrativas y servicios auxiliares	13142,2
2009	01	La Jacetania	O_Q	Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales	71524,3
2009	01	La Jacetania	R_U	Actividades artísticas, recreativas y de entretenimiento; reparación de artículos de uso doméstico y otros servicios	13749,7
2009	02	Alto Gállego	A	Agricultura, ganadería, silvicultura y pesca	15315,3
2009	02	Alto Gállego	B+E	Extractivas; Energía y Agua	20452,6
2009	02	Alto Gállego	C	Industria manufacturera	40684,3
2009	02	Alto Gállego	F	Construcción	65509,7
2009	02	Alto Gállego	G_I	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; transporte y almacenamiento; hostelería	114621
2009	02	Alto Gállego	J	Información y comunicaciones	1149
2009	02	Alto Gállego	K	Actividades financieras y de seguros	5602,4
2009	02	Alto Gállego	L	Actividades inmobiliarias	12423,6
2009	02	Alto Gállego	M_N	Actividades profesionales, científicas y técnicas; actividades administrativas y servicios auxiliares	9932,3
2009	02	Alto Gállego	O_Q	Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales	33316,2
2009	02	Alto Gállego	R_U	Actividades artísticas, recreativas y de entretenimiento; reparación de artículos de uso doméstico y otros servicios	23700,9
2009	03	Sobrarbe	A	Agricultura, ganadería, silvicultura y pesca	37248,4
2009	03	Sobrarbe	B+E	Extractivas; Energía y Agua	17902,9
2009	03	Sobrarbe	C	Industria manufacturera	2221,5
2009	03	Sobrarbe	F	Construcción	52102,5
2009	03	Sobrarbe	G_I	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; transporte y almacenamiento; hostelería	47179
2009	03	Sobrarbe	J	Información y comunicaciones	783,1
2009	03	Sobrarbe	K	Actividades financieras y de seguros	2169,7
2009	03	Sobrarbe	L	Actividades inmobiliarias	5013,9
2009	03	Sobrarbe	M_N	Actividades profesionales, científicas y técnicas; actividades administrativas y servicios auxiliares	4506,9
2009	03	Sobrarbe	O_Q	Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales	19289,8
2009	03	Sobrarbe	R_U	Actividades artísticas, recreativas y de entretenimiento; reparación de artículos de uso doméstico y otros servicios	3704,2
2009	04	La Ribagorza	A	Agricultura, ganadería, silvicultura y pesca	71817,2
2009	04	La Ribagorza	B+E	Extractivas; Energía y Agua	25050,5
2009	04	La Ribagorza	C	Industria manufacturera	10312,2
2009	04	La Ribagorza	F	Construcción	66238,7
2009	04	La Ribagorza	G_I	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; transporte y almacenamiento; hostelería	79938,5
2009	04	La Ribagorza	J	Información y comunicaciones	2806,6
2009	04	La Ribagorza	K	Actividades financieras y de seguros	3701,4
2009	04	La Ribagorza	L	Actividades inmobiliarias	10469
2009	04	La Ribagorza	M_N	Actividades profesionales, científicas y técnicas; actividades administrativas y servicios auxiliares	9130,9
2009	04	La Ribagorza	O_Q	Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales	38484,9
2009	04	La Ribagorza	R_U	Actividades artísticas, recreativas y de entretenimiento; reparación de artículos de uso doméstico y otros servicios	15732,9
2009	05	Cinco Villas	A	Agricultura, ganadería, silvicultura y pesca	89459,3
2009	05	Cinco Villas	B+E	Extractivas; Energía y Agua	13679,4
2009	05	Cinco Villas	C	Industria manufacturera	106434
2009	05	Cinco Villas	F	Construcción	139371,8
2009	05	Cinco Villas	G_I	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; transporte y almacenamiento; hostelería	98515,7
2009	05	Cinco Villas	J	Información y comunicaciones	3818,3
2009	05	Cinco Villas	K	Actividades financieras y de seguros	10745,1
2009	05	Cinco Villas	L	Actividades inmobiliarias	24937,9
2009	05	Cinco Villas	M_N	Actividades profesionales, científicas y técnicas; actividades administrativas y servicios auxiliares	23087,1
2009	05	Cinco Villas	O_Q	Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales	73878,6
2009	05	Cinco Villas	R_U	Actividades artísticas, recreativas y de entretenimiento; reparación de artículos de uso doméstico y otros servicios	10195,4
2009	06	Hoya de Huesca / Plana de Uesca	A	Agricultura, ganadería, silvicultura y pesca	117614,1
2009	06	Hoya de Huesca / Plana de Uesca	B+E	Extractivas; Energía y Agua	49764
2009	06	Hoya de Huesca / Plana de Uesca	C	Industria manufacturera	105200,4
2009	06	Hoya de Huesca / Plana de Uesca	F	Construcción	265815,1
2009	06	Hoya de Huesca / Plana de Uesca	G_I	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; transporte y almacenamiento; hostelería	330217,9
2009	06	Hoya de Huesca / Plana de Uesca	J	Información y comunicaciones	53275,8
2009	06	Hoya de Huesca / Plana de Uesca	K	Actividades financieras y de seguros	166832,5
2009	06	Hoya de Huesca / Plana de Uesca	L	Actividades inmobiliarias	115722,1
2009	06	Hoya de Huesca / Plana de Uesca	M_N	Actividades profesionales, científicas y técnicas; actividades administrativas y servicios auxiliares	105840,8
2009	06	Hoya de Huesca / Plana de Uesca	O_Q	Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales	533029,8
2009	06	Hoya de Huesca / Plana de Uesca	R_U	Actividades artísticas, recreativas y de entretenimiento; reparación de artículos de uso doméstico y otros servicios	49807,1
2009	07	Somontano de Barbastro	A	Agricultura, ganadería, silvicultura y pesca	49240,9
2009	07	Somontano de Barbastro	B+E	Extractivas; Energía y Agua	22780,8
2009	07	Somontano de Barbastro	C	Industria manufacturera	105857,3
2009	07	Somontano de Barbastro	F	Construcción	90349,4
2009	07	Somontano de Barbastro	G_I	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; transporte y almacenamiento; hostelería	90446,4
2009	07	Somontano de Barbastro	J	Información y comunicaciones	8822
2009	07	Somontano de Barbastro	K	Actividades financieras y de seguros	7805,2
2009	07	Somontano de Barbastro	L	Actividades inmobiliarias	19266,9
2009	07	Somontano de Barbastro	M_N	Actividades profesionales, científicas y técnicas; actividades administrativas y servicios auxiliares	18024,5
2009	07	Somontano de Barbastro	O_Q	Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales	102789
2009	07	Somontano de Barbastro	R_U	Actividades artísticas, recreativas y de entretenimiento; reparación de artículos de uso doméstico y otros servicios	13098,5
2009	08	Cinca Medio	A	Agricultura, ganadería, silvicultura y pesca	33865,2
2009	08	Cinca Medio	B+E	Extractivas; Energía y Agua	33921,3
2009	08	Cinca Medio	C	Industria manufacturera	112835,1
2009	08	Cinca Medio	F	Construcción	90829,6
2009	08	Cinca Medio	G_I	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; transporte y almacenamiento; hostelería	97193,5
2009	08	Cinca Medio	J	Información y comunicaciones	3325,8
2009	08	Cinca Medio	K	Actividades financieras y de seguros	10502,8
2009	08	Cinca Medio	L	Actividades inmobiliarias	19714,5
2009	08	Cinca Medio	M_N	Actividades profesionales, científicas y técnicas; actividades administrativas y servicios auxiliares	17744,6
2009	08	Cinca Medio	O_Q	Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales	49107,7
2009	08	Cinca Medio	R_U	Actividades artísticas, recreativas y de entretenimiento; reparación de artículos de uso doméstico y otros servicios	9792,2
2009	09	La Litera / La Llitera	A	Agricultura, ganadería, silvicultura y pesca	61635,6
2009	09	La Litera / La Llitera	B+E	Extractivas; Energía y Agua	9963,6
2009	09	La Litera / La Llitera	C	Industria manufacturera	85080,2
2009	09	La Litera / La Llitera	F	Construcción	91740,9
2009	09	La Litera / La Llitera	G_I	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; transporte y almacenamiento; hostelería	73664,1
2009	09	La Litera / La Llitera	J	Información y comunicaciones	1480,7
2009	09	La Litera / La Llitera	K	Actividades financieras y de seguros	7038,2
2009	09	La Litera / La Llitera	L	Actividades inmobiliarias	16338,3
2009	09	La Litera / La Llitera	M_N	Actividades profesionales, científicas y técnicas; actividades administrativas y servicios auxiliares	14026,9
2009	09	La Litera / La Llitera	O_Q	Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales	31989
2009	09	La Litera / La Llitera	R_U	Actividades artísticas, recreativas y de entretenimiento; reparación de artículos de uso doméstico y otros servicios	9684,4
2009	10	Los Monegros	A	Agricultura, ganadería, silvicultura y pesca	107173,1
2009	10	Los Monegros	B+E	Extractivas; Energía y Agua	16664,8
2009	10	Los Monegros	C	Industria manufacturera	26447,6
2009	10	Los Monegros	F	Construcción	95824,9
2009	10	Los Monegros	G_I	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; transporte y almacenamiento; hostelería	62060,4
2009	10	Los Monegros	J	Información y comunicaciones	1528
2009	10	Los Monegros	K	Actividades financieras y de seguros	4829,7
2009	10	Los Monegros	L	Actividades inmobiliarias	9093,2
2009	10	Los Monegros	M_N	Actividades profesionales, científicas y técnicas; actividades administrativas y servicios auxiliares	8564
2009	10	Los Monegros	O_Q	Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales	33199,1
2009	10	Los Monegros	R_U	Actividades artísticas, recreativas y de entretenimiento; reparación de artículos de uso doméstico y otros servicios	7287,5
2009	11	Bajo Cinca / Baix Cinca	A	Agricultura, ganadería, silvicultura y pesca	58839,4
2009	11	Bajo Cinca / Baix Cinca	B+E	Extractivas; Energía y Agua	33363
2009	11	Bajo Cinca / Baix Cinca	C	Industria manufacturera	79145,1
2009	11	Bajo Cinca / Baix Cinca	F	Construcción	85856,6
2009	11	Bajo Cinca / Baix Cinca	G_I	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; transporte y almacenamiento; hostelería	111483,9
2009	11	Bajo Cinca / Baix Cinca	J	Información y comunicaciones	2237,9
2009	11	Bajo Cinca / Baix Cinca	K	Actividades financieras y de seguros	11608,4
2009	11	Bajo Cinca / Baix Cinca	L	Actividades inmobiliarias	21411,6
2009	11	Bajo Cinca / Baix Cinca	M_N	Actividades profesionales, científicas y técnicas; actividades administrativas y servicios auxiliares	19420,7
2009	11	Bajo Cinca / Baix Cinca	O_Q	Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales	37408,1
2009	11	Bajo Cinca / Baix Cinca	R_U	Actividades artísticas, recreativas y de entretenimiento; reparación de artículos de uso doméstico y otros servicios	9482,4
2009	12	Tarazona y el Moncayo	A	Agricultura, ganadería, silvicultura y pesca	7875,6
2009	12	Tarazona y el Moncayo	B+E	Extractivas; Energía y Agua	4775,4
2009	12	Tarazona y el Moncayo	C	Industria manufacturera	37501,6
2009	12	Tarazona y el Moncayo	F	Construcción	40224,1
2009	12	Tarazona y el Moncayo	G_I	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; transporte y almacenamiento; hostelería	50198,7
2009	12	Tarazona y el Moncayo	J	Información y comunicaciones	1258,8
2009	12	Tarazona y el Moncayo	K	Actividades financieras y de seguros	6000,1
2009	12	Tarazona y el Moncayo	L	Actividades inmobiliarias	6992,9
2009	12	Tarazona y el Moncayo	M_N	Actividades profesionales, científicas y técnicas; actividades administrativas y servicios auxiliares	5756,9
2009	12	Tarazona y el Moncayo	O_Q	Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales	37097,3
2009	12	Tarazona y el Moncayo	R_U	Actividades artísticas, recreativas y de entretenimiento; reparación de artículos de uso doméstico y otros servicios	6396,2
2009	13	Campo de Borja	A	Agricultura, ganadería, silvicultura y pesca	33116,3
2009	13	Campo de Borja	B+E	Extractivas; Energía y Agua	11980
2009	13	Campo de Borja	C	Industria manufacturera	59077,7
2009	13	Campo de Borja	F	Construcción	43751,8
2009	13	Campo de Borja	G_I	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; transporte y almacenamiento; hostelería	60171,6
2009	13	Campo de Borja	J	Información y comunicaciones	647,5
2009	13	Campo de Borja	K	Actividades financieras y de seguros	3001,6
2009	13	Campo de Borja	L	Actividades inmobiliarias	5149
2009	13	Campo de Borja	M_N	Actividades profesionales, científicas y técnicas; actividades administrativas y servicios auxiliares	4682
2009	13	Campo de Borja	O_Q	Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales	41423,7
2009	13	Campo de Borja	R_U	Actividades artísticas, recreativas y de entretenimiento; reparación de artículos de uso doméstico y otros servicios	4110,4
2009	14	Aranda	A	Agricultura, ganadería, silvicultura y pesca	8377,1
2009	14	Aranda	B+E	Extractivas; Energía y Agua	6352,9
2009	14	Aranda	C	Industria manufacturera	32880,1
2009	14	Aranda	F	Construcción	17685
2009	14	Aranda	G_I	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; transporte y almacenamiento; hostelería	18410,6
2009	14	Aranda	J	Información y comunicaciones	381,6
2009	14	Aranda	K	Actividades financieras y de seguros	2242,3
2009	14	Aranda	L	Actividades inmobiliarias	2501,9
2009	14	Aranda	M_N	Actividades profesionales, científicas y técnicas; actividades administrativas y servicios auxiliares	1935,4
2009	14	Aranda	O_Q	Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales	12849,9
2009	14	Aranda	R_U	Actividades artísticas, recreativas y de entretenimiento; reparación de artículos de uso doméstico y otros servicios	2217,7
2009	15	Ribera Alta del Ebro	A	Agricultura, ganadería, silvicultura y pesca	14047,5
2009	15	Ribera Alta del Ebro	B+E	Extractivas; Energía y Agua	28750,9
2009	15	Ribera Alta del Ebro	C	Industria manufacturera	456495,2
2009	15	Ribera Alta del Ebro	F	Construcción	101272,2
2009	15	Ribera Alta del Ebro	G_I	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; transporte y almacenamiento; hostelería	184927,6
2009	15	Ribera Alta del Ebro	J	Información y comunicaciones	2861,8
2009	15	Ribera Alta del Ebro	K	Actividades financieras y de seguros	11105,8
2009	15	Ribera Alta del Ebro	L	Actividades inmobiliarias	21222,4
2009	15	Ribera Alta del Ebro	M_N	Actividades profesionales, científicas y técnicas; actividades administrativas y servicios auxiliares	18626,2
2009	15	Ribera Alta del Ebro	O_Q	Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales	62617
2009	15	Ribera Alta del Ebro	R_U	Actividades artísticas, recreativas y de entretenimiento; reparación de artículos de uso doméstico y otros servicios	10296,4
2009	16	Valdejalón	A	Agricultura, ganadería, silvicultura y pesca	43791,9
2009	16	Valdejalón	B+E	Extractivas; Energía y Agua	28636,9
2009	16	Valdejalón	C	Industria manufacturera	216965,1
2009	16	Valdejalón	F	Construcción	113549,1
2009	16	Valdejalón	G_I	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas; transporte y almacenamiento; hostelería	128657,9
2009	16	Valdejalón	J	Información y comunicaciones	4333,3
2009	16	Valdejalón	K	Actividades financieras y de seguros	9684,4
2009	16	Valdejalón	L	Actividades inmobiliarias	15639
2009	16	Valdejalón	M_N	Actividades profesionales, científicas y técnicas; actividades administrativas y servicios auxiliares	12478,1
2009	16	Valdejalón	O_Q	Administración pública y defensa; seguridad social obligatoria; educación; actividades sanitarias y de servicios sociales	62517,6
2009	16	Valdejalón	R_U	Actividades artísticas, recreativas y de entretenimiento; reparación de artículos de uso doméstico y otros servicios	13757,6
2009	17	D.C. Zaragoza	A	Agricultura, ganadería, silvicultura y pesca	41129,4
2009	17	D.C. Zaragoza	B+E	Extractivas; Energía y Agua	419594,1
2009	17	D.C. Zaragoza	C	Industria manufacturera	2601231,4
