Municipio código	Municipio nombre	Edad (grupos quinquenales)	Sexo	Personas
50241	Saviñán	35 a 39	Mujeres	23
50241	Saviñán	40 a 44	Mujeres	22
50241	Saviñán	45 a 49	Mujeres	27
50241	Saviñán	50 a 54	Mujeres	19
50241	Saviñán	55 a 59	Mujeres	31
50241	Saviñán	60 a 64	Mujeres	29
50241	Saviñán	65 a 69	Mujeres	37
50241	Saviñán	70 a 74	Mujeres	46
50241	Saviñán	75 a 79	Mujeres	35
50241	Saviñán	80 a 84	Mujeres	26
50241	Saviñán	85 a 90	Mujeres	11
50241	Saviñán	90 ó más	Mujeres	13
50241	Saviñán	00 a 04	Hombres	12
50241	Saviñán	05 a 09	Hombres	14
50241	Saviñán	10 a 14	Hombres	14
50241	Saviñán	15 a 19	Hombres	25
50241	Saviñán	20 a 24	Hombres	34
50241	Saviñán	25 a 29	Hombres	35
50241	Saviñán	30 a 34	Hombres	48
50241	Saviñán	35 a 39	Hombres	24
50241	Saviñán	40 a 44	Hombres	28
50241	Saviñán	45 a 49	Hombres	18
50241	Saviñán	50 a 54	Hombres	26
50241	Saviñán	55 a 59	Hombres	25
50241	Saviñán	60 a 64	Hombres	32
50241	Saviñán	65 a 69	Hombres	45
50241	Saviñán	70 a 74	Hombres	32
50241	Saviñán	75 a 79	Hombres	31
50241	Saviñán	80 a 84	Hombres	13
50241	Saviñán	85 a 90	Hombres	9
50241	Saviñán	90 ó más	Hombres	3
50242	Sediles	00 a 04	Mujeres	1
50242	Sediles	10 a 14	Mujeres	3
50242	Sediles	15 a 19	Mujeres	2
50242	Sediles	25 a 29	Mujeres	3
50242	Sediles	30 a 34	Mujeres	3
50242	Sediles	35 a 39	Mujeres	3
50242	Sediles	40 a 44	Mujeres	2
50242	Sediles	45 a 49	Mujeres	2
50242	Sediles	50 a 54	Mujeres	3
50242	Sediles	55 a 59	Mujeres	4
50242	Sediles	60 a 64	Mujeres	6
50242	Sediles	65 a 69	Mujeres	3
50242	Sediles	70 a 74	Mujeres	5
50242	Sediles	75 a 79	Mujeres	2
50242	Sediles	80 a 84	Mujeres	2
50242	Sediles	85 a 90	Mujeres	3
50242	Sediles	90 ó más	Mujeres	1
50242	Sediles	00 a 04	Hombres	1
50242	Sediles	10 a 14	Hombres	1
50242	Sediles	15 a 19	Hombres	1
50242	Sediles	20 a 24	Hombres	3
50242	Sediles	25 a 29	Hombres	2
50242	Sediles	30 a 34	Hombres	4
50242	Sediles	35 a 39	Hombres	3
50242	Sediles	40 a 44	Hombres	2
50242	Sediles	45 a 49	Hombres	5
50242	Sediles	50 a 54	Hombres	2
50242	Sediles	60 a 64	Hombres	9
50242	Sediles	65 a 69	Hombres	9
50242	Sediles	70 a 74	Hombres	3
50242	Sediles	75 a 79	Hombres	2
50242	Sediles	80 a 84	Hombres	2
50242	Sediles	85 a 90	Hombres	2
50242	Sediles	90 ó más	Hombres	3
50243	Sestrica	00 a 04	Mujeres	4
50243	Sestrica	05 a 09	Mujeres	8
50243	Sestrica	10 a 14	Mujeres	9
50243	Sestrica	15 a 19	Mujeres	8
50243	Sestrica	20 a 24	Mujeres	6
50243	Sestrica	25 a 29	Mujeres	10
50243	Sestrica	30 a 34	Mujeres	18
50243	Sestrica	35 a 39	Mujeres	17
50243	Sestrica	40 a 44	Mujeres	12
50243	Sestrica	45 a 49	Mujeres	9
50243	Sestrica	50 a 54	Mujeres	6
50243	Sestrica	55 a 59	Mujeres	19
50243	Sestrica	60 a 64	Mujeres	15
50243	Sestrica	65 a 69	Mujeres	24
50243	Sestrica	70 a 74	Mujeres	18
50243	Sestrica	75 a 79	Mujeres	21
50243	Sestrica	80 a 84	Mujeres	7
50243	Sestrica	85 a 90	Mujeres	7
50243	Sestrica	90 ó más	Mujeres	4
50243	Sestrica	00 a 04	Hombres	13
50243	Sestrica	05 a 09	Hombres	7
50243	Sestrica	10 a 14	Hombres	3
50243	Sestrica	15 a 19	Hombres	13
50243	Sestrica	20 a 24	Hombres	18
50243	Sestrica	25 a 29	Hombres	14
50243	Sestrica	30 a 34	Hombres	17
50243	Sestrica	35 a 39	Hombres	20
50243	Sestrica	40 a 44	Hombres	16
50243	Sestrica	45 a 49	Hombres	14
50243	Sestrica	50 a 54	Hombres	11
50243	Sestrica	55 a 59	Hombres	13
50243	Sestrica	60 a 64	Hombres	19
50243	Sestrica	65 a 69	Hombres	23
50243	Sestrica	70 a 74	Hombres	25
50243	Sestrica	75 a 79	Hombres	13
50243	Sestrica	80 a 84	Hombres	10
50243	Sestrica	85 a 90	Hombres	2
50243	Sestrica	90 ó más	Hombres	2
50244	Sierra de Luna	00 a 04	Mujeres	1
50244	Sierra de Luna	05 a 09	Mujeres	2
50244	Sierra de Luna	10 a 14	Mujeres	1
50244	Sierra de Luna	20 a 24	Mujeres	3
50244	Sierra de Luna	25 a 29	Mujeres	7
50244	Sierra de Luna	30 a 34	Mujeres	8
50244	Sierra de Luna	35 a 39	Mujeres	3
50244	Sierra de Luna	40 a 44	Mujeres	4
50244	Sierra de Luna	45 a 49	Mujeres	4
50244	Sierra de Luna	50 a 54	Mujeres	7
50244	Sierra de Luna	55 a 59	Mujeres	8
50244	Sierra de Luna	60 a 64	Mujeres	13
50244	Sierra de Luna	65 a 69	Mujeres	14
50244	Sierra de Luna	70 a 74	Mujeres	13
50244	Sierra de Luna	75 a 79	Mujeres	9
50244	Sierra de Luna	80 a 84	Mujeres	11
50244	Sierra de Luna	85 a 90	Mujeres	8
50244	Sierra de Luna	90 ó más	Mujeres	2
50244	Sierra de Luna	00 a 04	Hombres	5
50244	Sierra de Luna	05 a 09	Hombres	3
50244	Sierra de Luna	10 a 14	Hombres	1
50244	Sierra de Luna	15 a 19	Hombres	1
50244	Sierra de Luna	20 a 24	Hombres	4
50244	Sierra de Luna	25 a 29	Hombres	9
50244	Sierra de Luna	30 a 34	Hombres	10
50244	Sierra de Luna	35 a 39	Hombres	10
50244	Sierra de Luna	40 a 44	Hombres	6
50244	Sierra de Luna	45 a 49	Hombres	4
50244	Sierra de Luna	50 a 54	Hombres	10
50244	Sierra de Luna	55 a 59	Hombres	4
50244	Sierra de Luna	60 a 64	Hombres	12
50244	Sierra de Luna	65 a 69	Hombres	10
50244	Sierra de Luna	70 a 74	Hombres	18
50244	Sierra de Luna	75 a 79	Hombres	10
50244	Sierra de Luna	80 a 84	Hombres	3
50244	Sierra de Luna	85 a 90	Hombres	3
50244	Sierra de Luna	90 ó más	Hombres	2
50245	Sigüés	15 a 19	Mujeres	2
50245	Sigüés	20 a 24	Mujeres	1
50245	Sigüés	25 a 29	Mujeres	7
50245	Sigüés	30 a 34	Mujeres	5
50245	Sigüés	35 a 39	Mujeres	3
50245	Sigüés	40 a 44	Mujeres	1
50245	Sigüés	45 a 49	Mujeres	4
50245	Sigüés	50 a 54	Mujeres	7
50245	Sigüés	55 a 59	Mujeres	2
50245	Sigüés	60 a 64	Mujeres	5
50245	Sigüés	65 a 69	Mujeres	9
50245	Sigüés	70 a 74	Mujeres	16
50245	Sigüés	75 a 79	Mujeres	12
50245	Sigüés	80 a 84	Mujeres	7
50245	Sigüés	85 a 90	Mujeres	2
50245	Sigüés	90 ó más	Mujeres	1
50245	Sigüés	00 a 04	Hombres	2
50245	Sigüés	15 a 19	Hombres	2
50245	Sigüés	20 a 24	Hombres	2
50245	Sigüés	25 a 29	Hombres	4
50245	Sigüés	30 a 34	Hombres	10
50245	Sigüés	35 a 39	Hombres	7
50245	Sigüés	40 a 44	Hombres	2
50245	Sigüés	45 a 49	Hombres	4
50245	Sigüés	50 a 54	Hombres	10
50245	Sigüés	55 a 59	Hombres	6
50245	Sigüés	60 a 64	Hombres	5
50245	Sigüés	65 a 69	Hombres	10
50245	Sigüés	70 a 74	Hombres	11
50245	Sigüés	75 a 79	Hombres	6
50245	Sigüés	80 a 84	Hombres	6
50245	Sigüés	85 a 90	Hombres	5
50246	Sisamón	25 a 29	Mujeres	1
50246	Sisamón	30 a 34	Mujeres	1
50246	Sisamón	35 a 39	Mujeres	3
50246	Sisamón	40 a 44	Mujeres	1
50246	Sisamón	55 a 59	Mujeres	3
50246	Sisamón	60 a 64	Mujeres	1
50246	Sisamón	65 a 69	Mujeres	6
50246	Sisamón	70 a 74	Mujeres	3
50246	Sisamón	75 a 79	Mujeres	3
50246	Sisamón	80 a 84	Mujeres	4
50246	Sisamón	85 a 90	Mujeres	3
50246	Sisamón	05 a 09	Hombres	2
50246	Sisamón	20 a 24	Hombres	2
50246	Sisamón	25 a 29	Hombres	1
50246	Sisamón	30 a 34	Hombres	2
50246	Sisamón	35 a 39	Hombres	7
50246	Sisamón	40 a 44	Hombres	4
50246	Sisamón	45 a 49	Hombres	1
50246	Sisamón	55 a 59	Hombres	2
50246	Sisamón	60 a 64	Hombres	1
50246	Sisamón	65 a 69	Hombres	5
50246	Sisamón	70 a 74	Hombres	8
50246	Sisamón	75 a 79	Hombres	2
50246	Sisamón	80 a 84	Hombres	1
50246	Sisamón	85 a 90	Hombres	1
50246	Sisamón	90 ó más	Hombres	1
50247	Sobradiel	00 a 04	Mujeres	14
50247	Sobradiel	05 a 09	Mujeres	11
50247	Sobradiel	10 a 14	Mujeres	8
50247	Sobradiel	15 a 19	Mujeres	19
50247	Sobradiel	20 a 24	Mujeres	21
50247	Sobradiel	25 a 29	Mujeres	28
50247	Sobradiel	30 a 34	Mujeres	26
50247	Sobradiel	35 a 39	Mujeres	23
50247	Sobradiel	40 a 44	Mujeres	28
50247	Sobradiel	45 a 49	Mujeres	20
50247	Sobradiel	50 a 54	Mujeres	18
50247	Sobradiel	55 a 59	Mujeres	16
50247	Sobradiel	60 a 64	Mujeres	19
50247	Sobradiel	65 a 69	Mujeres	18
50247	Sobradiel	70 a 74	Mujeres	23
50247	Sobradiel	75 a 79	Mujeres	21
50247	Sobradiel	80 a 84	Mujeres	28
50247	Sobradiel	85 a 90	Mujeres	11
50247	Sobradiel	90 ó más	Mujeres	7
50247	Sobradiel	00 a 04	Hombres	10
50247	Sobradiel	05 a 09	Hombres	20
50247	Sobradiel	10 a 14	Hombres	15
50247	Sobradiel	15 a 19	Hombres	24
50247	Sobradiel	20 a 24	Hombres	22
50247	Sobradiel	25 a 29	Hombres	25
50247	Sobradiel	30 a 34	Hombres	35
50247	Sobradiel	35 a 39	Hombres	28
50247	Sobradiel	40 a 44	Hombres	15
50247	Sobradiel	45 a 49	Hombres	34
50247	Sobradiel	50 a 54	Hombres	20
50247	Sobradiel	55 a 59	Hombres	17
50247	Sobradiel	60 a 64	Hombres	12
50247	Sobradiel	65 a 69	Hombres	23
50247	Sobradiel	70 a 74	Hombres	23
50247	Sobradiel	75 a 79	Hombres	15
50247	Sobradiel	80 a 84	Hombres	5
50247	Sobradiel	85 a 90	Hombres	6
50248	Sos del Rey Católico	00 a 04	Mujeres	10
50248	Sos del Rey Católico	05 a 09	Mujeres	14
50248	Sos del Rey Católico	10 a 14	Mujeres	10
50248	Sos del Rey Católico	15 a 19	Mujeres	18
50248	Sos del Rey Católico	20 a 24	Mujeres	12
50248	Sos del Rey Católico	25 a 29	Mujeres	25
50248	Sos del Rey Católico	30 a 34	Mujeres	25
50248	Sos del Rey Católico	35 a 39	Mujeres	29
50248	Sos del Rey Católico	40 a 44	Mujeres	14
50248	Sos del Rey Católico	45 a 49	Mujeres	21
50248	Sos del Rey Católico	50 a 54	Mujeres	23
50248	Sos del Rey Católico	55 a 59	Mujeres	19
50248	Sos del Rey Católico	60 a 64	Mujeres	21
50248	Sos del Rey Católico	65 a 69	Mujeres	28
50248	Sos del Rey Católico	70 a 74	Mujeres	30
50248	Sos del Rey Católico	75 a 79	Mujeres	31
50248	Sos del Rey Católico	80 a 84	Mujeres	24
50248	Sos del Rey Católico	85 a 90	Mujeres	6
50248	Sos del Rey Católico	90 ó más	Mujeres	8
50248	Sos del Rey Católico	00 a 04	Hombres	15
50248	Sos del Rey Católico	05 a 09	Hombres	5
50248	Sos del Rey Católico	10 a 14	Hombres	10
50248	Sos del Rey Católico	15 a 19	Hombres	16
50248	Sos del Rey Católico	20 a 24	Hombres	17
50248	Sos del Rey Católico	25 a 29	Hombres	29
50248	Sos del Rey Católico	30 a 34	Hombres	26
50248	Sos del Rey Católico	35 a 39	Hombres	28
50248	Sos del Rey Católico	40 a 44	Hombres	38
50248	Sos del Rey Católico	45 a 49	Hombres	30
50248	Sos del Rey Católico	50 a 54	Hombres	22
50248	Sos del Rey Católico	55 a 59	Hombres	21
50248	Sos del Rey Católico	60 a 64	Hombres	22
50248	Sos del Rey Católico	65 a 69	Hombres	29
50248	Sos del Rey Católico	70 a 74	Hombres	26
50248	Sos del Rey Católico	75 a 79	Hombres	18
50248	Sos del Rey Católico	80 a 84	Hombres	9
50248	Sos del Rey Católico	85 a 90	Hombres	6
50248	Sos del Rey Católico	90 ó más	Hombres	3
50249	Tabuenca	00 a 04	Mujeres	3
50249	Tabuenca	05 a 09	Mujeres	1
50249	Tabuenca	10 a 14	Mujeres	4
50249	Tabuenca	15 a 19	Mujeres	9
50249	Tabuenca	20 a 24	Mujeres	8
50249	Tabuenca	25 a 29	Mujeres	6
50249	Tabuenca	30 a 34	Mujeres	10
50249	Tabuenca	35 a 39	Mujeres	13
50249	Tabuenca	40 a 44	Mujeres	12
50249	Tabuenca	45 a 49	Mujeres	6
50249	Tabuenca	50 a 54	Mujeres	13
50249	Tabuenca	55 a 59	Mujeres	17
50249	Tabuenca	60 a 64	Mujeres	16
50249	Tabuenca	65 a 69	Mujeres	23
50249	Tabuenca	70 a 74	Mujeres	17
50249	Tabuenca	75 a 79	Mujeres	12
50249	Tabuenca	80 a 84	Mujeres	16
50249	Tabuenca	85 a 90	Mujeres	8
50249	Tabuenca	90 ó más	Mujeres	6
50249	Tabuenca	00 a 04	Hombres	4
50249	Tabuenca	05 a 09	Hombres	3
50249	Tabuenca	10 a 14	Hombres	10
50249	Tabuenca	15 a 19	Hombres	9
50249	Tabuenca	20 a 24	Hombres	14
50249	Tabuenca	25 a 29	Hombres	21
50249	Tabuenca	30 a 34	Hombres	22
50249	Tabuenca	35 a 39	Hombres	16
50249	Tabuenca	40 a 44	Hombres	17
50249	Tabuenca	45 a 49	Hombres	11
50249	Tabuenca	50 a 54	Hombres	14
50249	Tabuenca	55 a 59	Hombres	20
50249	Tabuenca	60 a 64	Hombres	21
50249	Tabuenca	65 a 69	Hombres	28
50249	Tabuenca	70 a 74	Hombres	16
50249	Tabuenca	75 a 79	Hombres	13
50249	Tabuenca	80 a 84	Hombres	8
50249	Tabuenca	85 a 90	Hombres	9
50249	Tabuenca	90 ó más	Hombres	4
50250	Talamantes	00 a 04	Mujeres	2
50250	Talamantes	10 a 14	Mujeres	1
50250	Talamantes	25 a 29	Mujeres	1
50250	Talamantes	30 a 34	Mujeres	3
50250	Talamantes	35 a 39	Mujeres	2
50250	Talamantes	40 a 44	Mujeres	1
50250	Talamantes	45 a 49	Mujeres	1
50250	Talamantes	60 a 64	Mujeres	2
50250	Talamantes	65 a 69	Mujeres	2
50250	Talamantes	70 a 74	Mujeres	3
50250	Talamantes	75 a 79	Mujeres	5
50250	Talamantes	85 a 90	Mujeres	1
50250	Talamantes	90 ó más	Mujeres	3
50250	Talamantes	05 a 09	Hombres	1
50250	Talamantes	10 a 14	Hombres	2
50250	Talamantes	35 a 39	Hombres	1
50250	Talamantes	40 a 44	Hombres	4
50250	Talamantes	45 a 49	Hombres	1
50250	Talamantes	50 a 54	Hombres	1
50250	Talamantes	55 a 59	Hombres	2
50250	Talamantes	60 a 64	Hombres	5
50250	Talamantes	65 a 69	Hombres	4
50250	Talamantes	70 a 74	Hombres	2
50250	Talamantes	75 a 79	Hombres	5
50250	Talamantes	80 a 84	Hombres	4
50251	Tarazona	00 a 04	Mujeres	207
50251	Tarazona	05 a 09	Mujeres	240
50251	Tarazona	10 a 14	Mujeres	254
50251	Tarazona	15 a 19	Mujeres	285
50251	Tarazona	20 a 24	Mujeres	325
50251	Tarazona	25 a 29	Mujeres	426
50251	Tarazona	30 a 34	Mujeres	373
50251	Tarazona	35 a 39	Mujeres	377
50251	Tarazona	40 a 44	Mujeres	345
50251	Tarazona	45 a 49	Mujeres	301
50251	Tarazona	50 a 54	Mujeres	314
50251	Tarazona	55 a 59	Mujeres	319
50251	Tarazona	60 a 64	Mujeres	264
50251	Tarazona	65 a 69	Mujeres	327
50251	Tarazona	70 a 74	Mujeres	321
50251	Tarazona	75 a 79	Mujeres	319
50251	Tarazona	80 a 84	Mujeres	250
50251	Tarazona	85 a 90	Mujeres	147
50251	Tarazona	90 ó más	Mujeres	68
50251	Tarazona	00 a 04	Hombres	222
50251	Tarazona	05 a 09	Hombres	234
50251	Tarazona	10 a 14	Hombres	242
50251	Tarazona	15 a 19	Hombres	300
50251	Tarazona	20 a 24	Hombres	373
50251	Tarazona	25 a 29	Hombres	396
50251	Tarazona	30 a 34	Hombres	400
50251	Tarazona	35 a 39	Hombres	386
50251	Tarazona	40 a 44	Hombres	362
50251	Tarazona	45 a 49	Hombres	308
50251	Tarazona	50 a 54	Hombres	298
50251	Tarazona	55 a 59	Hombres	287
50251	Tarazona	60 a 64	Hombres	275
50251	Tarazona	65 a 69	Hombres	295
50251	Tarazona	70 a 74	Hombres	273
50251	Tarazona	75 a 79	Hombres	229
50251	Tarazona	80 a 84	Hombres	142
50251	Tarazona	85 a 90	Hombres	61
50251	Tarazona	90 ó más	Hombres	35
50252	Tauste	00 a 04	Mujeres	142
50252	Tauste	05 a 09	Mujeres	142
50252	Tauste	10 a 14	Mujeres	151
50252	Tauste	15 a 19	Mujeres	180
50252	Tauste	20 a 24	Mujeres	232
50252	Tauste	25 a 29	Mujeres	228
50252	Tauste	30 a 34	Mujeres	266
50252	Tauste	35 a 39	Mujeres	269
50252	Tauste	40 a 44	Mujeres	274
50252	Tauste	45 a 49	Mujeres	181
50252	Tauste	50 a 54	Mujeres	199
50252	Tauste	55 a 59	Mujeres	172
50252	Tauste	60 a 64	Mujeres	170
50252	Tauste	65 a 69	Mujeres	245
50252	Tauste	70 a 74	Mujeres	239
50252	Tauste	75 a 79	Mujeres	198
50252	Tauste	80 a 84	Mujeres	140
50252	Tauste	85 a 90	Mujeres	63
50252	Tauste	90 ó más	Mujeres	28
50252	Tauste	00 a 04	Hombres	130
50252	Tauste	05 a 09	Hombres	145
50252	Tauste	10 a 14	Hombres	149
50252	Tauste	15 a 19	Hombres	196
50252	Tauste	20 a 24	Hombres	228
50252	Tauste	25 a 29	Hombres	284
50252	Tauste	30 a 34	Hombres	268
50252	Tauste	35 a 39	Hombres	323
50252	Tauste	40 a 44	Hombres	299
50252	Tauste	45 a 49	Hombres	258
50252	Tauste	50 a 54	Hombres	184
50252	Tauste	55 a 59	Hombres	182
50252	Tauste	60 a 64	Hombres	149
50252	Tauste	65 a 69	Hombres	205
50252	Tauste	70 a 74	Hombres	208
50252	Tauste	75 a 79	Hombres	171
50252	Tauste	80 a 84	Hombres	95
50252	Tauste	85 a 90	Hombres	41
50252	Tauste	90 ó más	Hombres	9
50253	Terrer	00 a 04	Mujeres	4
50253	Terrer	05 a 09	Mujeres	5
50253	Terrer	10 a 14	Mujeres	12
50253	Terrer	15 a 19	Mujeres	8
50253	Terrer	20 a 24	Mujeres	10
50253	Terrer	25 a 29	Mujeres	15
50253	Terrer	30 a 34	Mujeres	17
50253	Terrer	35 a 39	Mujeres	15
50253	Terrer	40 a 44	Mujeres	9
50253	Terrer	45 a 49	Mujeres	13
50253	Terrer	50 a 54	Mujeres	14
50253	Terrer	55 a 59	Mujeres	19
50253	Terrer	60 a 64	Mujeres	21
50253	Terrer	65 a 69	Mujeres	27
50253	Terrer	70 a 74	Mujeres	37
50253	Terrer	75 a 79	Mujeres	30
50253	Terrer	80 a 84	Mujeres	31
50253	Terrer	85 a 90	Mujeres	14
50253	Terrer	90 ó más	Mujeres	11
50253	Terrer	00 a 04	Hombres	5
50253	Terrer	05 a 09	Hombres	4
50253	Terrer	10 a 14	Hombres	8
50253	Terrer	15 a 19	Hombres	16
50253	Terrer	20 a 24	Hombres	12
50253	Terrer	25 a 29	Hombres	17
50253	Terrer	30 a 34	Hombres	21
50253	Terrer	35 a 39	Hombres	19
50253	Terrer	40 a 44	Hombres	23
50253	Terrer	45 a 49	Hombres	16
50253	Terrer	50 a 54	Hombres	13
50253	Terrer	55 a 59	Hombres	16
50253	Terrer	60 a 64	Hombres	18
50253	Terrer	65 a 69	Hombres	29
50253	Terrer	70 a 74	Hombres	24
50253	Terrer	75 a 79	Hombres	25
50253	Terrer	80 a 84	Hombres	15
50253	Terrer	85 a 90	Hombres	6
50253	Terrer	90 ó más	Hombres	2
50254	Tierga	00 a 04	Mujeres	5
50254	Tierga	05 a 09	Mujeres	6
50254	Tierga	10 a 14	Mujeres	2
50254	Tierga	15 a 19	Mujeres	6
50254	Tierga	20 a 24	Mujeres	8
50254	Tierga	25 a 29	Mujeres	7
50254	Tierga	30 a 34	Mujeres	7
50254	Tierga	35 a 39	Mujeres	8
50254	Tierga	40 a 44	Mujeres	3
50254	Tierga	45 a 49	Mujeres	4
50254	Tierga	50 a 54	Mujeres	5
50254	Tierga	55 a 59	Mujeres	10
50254	Tierga	60 a 64	Mujeres	6
50254	Tierga	65 a 69	Mujeres	6
50254	Tierga	70 a 74	Mujeres	9
50254	Tierga	75 a 79	Mujeres	11
50254	Tierga	80 a 84	Mujeres	4
50254	Tierga	85 a 90	Mujeres	5
50254	Tierga	00 a 04	Hombres	3
50254	Tierga	05 a 09	Hombres	4
50254	Tierga	10 a 14	Hombres	1
50254	Tierga	15 a 19	Hombres	5
50254	Tierga	20 a 24	Hombres	3
50254	Tierga	25 a 29	Hombres	12
50254	Tierga	30 a 34	Hombres	13
50254	Tierga	35 a 39	Hombres	10
50254	Tierga	40 a 44	Hombres	10
50254	Tierga	45 a 49	Hombres	4
50254	Tierga	50 a 54	Hombres	8
50254	Tierga	55 a 59	Hombres	6
50254	Tierga	60 a 64	Hombres	11
50254	Tierga	65 a 69	Hombres	19
50254	Tierga	70 a 74	Hombres	10
50254	Tierga	75 a 79	Hombres	6
50254	Tierga	80 a 84	Hombres	7
50255	Tobed	00 a 04	Mujeres	2
50255	Tobed	05 a 09	Mujeres	1
50255	Tobed	10 a 14	Mujeres	2
50255	Tobed	15 a 19	Mujeres	1
50255	Tobed	20 a 24	Mujeres	5
50255	Tobed	25 a 29	Mujeres	7
50255	Tobed	30 a 34	Mujeres	12
50255	Tobed	35 a 39	Mujeres	3
50255	Tobed	40 a 44	Mujeres	4
50255	Tobed	45 a 49	Mujeres	3
50255	Tobed	50 a 54	Mujeres	6
50255	Tobed	55 a 59	Mujeres	8
50255	Tobed	60 a 64	Mujeres	12
50255	Tobed	65 a 69	Mujeres	20
50255	Tobed	70 a 74	Mujeres	9
50255	Tobed	75 a 79	Mujeres	8
50255	Tobed	80 a 84	Mujeres	10
50255	Tobed	85 a 90	Mujeres	5
50255	Tobed	90 ó más	Mujeres	2
50255	Tobed	00 a 04	Hombres	3
50255	Tobed	05 a 09	Hombres	3
50255	Tobed	15 a 19	Hombres	2
50255	Tobed	20 a 24	Hombres	5
50255	Tobed	25 a 29	Hombres	9
50255	Tobed	30 a 34	Hombres	12
50255	Tobed	35 a 39	Hombres	6
50255	Tobed	40 a 44	Hombres	2
50255	Tobed	45 a 49	Hombres	6
50255	Tobed	50 a 54	Hombres	4
50255	Tobed	55 a 59	Hombres	7
50255	Tobed	60 a 64	Hombres	13
50255	Tobed	65 a 69	Hombres	22
50255	Tobed	70 a 74	Hombres	16
50255	Tobed	75 a 79	Hombres	9
50255	Tobed	80 a 84	Hombres	5
50255	Tobed	85 a 90	Hombres	3
50255	Tobed	90 ó más	Hombres	4
50256	Torralba de los Frailes	10 a 14	Mujeres	1
50256	Torralba de los Frailes	15 a 19	Mujeres	2
50256	Torralba de los Frailes	20 a 24	Mujeres	2
50256	Torralba de los Frailes	25 a 29	Mujeres	3
50256	Torralba de los Frailes	30 a 34	Mujeres	3
50256	Torralba de los Frailes	35 a 39	Mujeres	2
50256	Torralba de los Frailes	40 a 44	Mujeres	1
50256	Torralba de los Frailes	45 a 49	Mujeres	4
50256	Torralba de los Frailes	50 a 54	Mujeres	3
50256	Torralba de los Frailes	55 a 59	Mujeres	3
50256	Torralba de los Frailes	60 a 64	Mujeres	6
50256	Torralba de los Frailes	65 a 69	Mujeres	5
50256	Torralba de los Frailes	70 a 74	Mujeres	7
50256	Torralba de los Frailes	75 a 79	Mujeres	1
50256	Torralba de los Frailes	80 a 84	Mujeres	3
50256	Torralba de los Frailes	85 a 90	Mujeres	1
50256	Torralba de los Frailes	90 ó más	Mujeres	1
50256	Torralba de los Frailes	05 a 09	Hombres	1
50256	Torralba de los Frailes	10 a 14	Hombres	2
50256	Torralba de los Frailes	15 a 19	Hombres	3
50256	Torralba de los Frailes	20 a 24	Hombres	2
50256	Torralba de los Frailes	30 a 34	Hombres	3
50256	Torralba de los Frailes	35 a 39	Hombres	3
50256	Torralba de los Frailes	40 a 44	Hombres	1
50256	Torralba de los Frailes	45 a 49	Hombres	5
50256	Torralba de los Frailes	50 a 54	Hombres	4
50256	Torralba de los Frailes	55 a 59	Hombres	5
50256	Torralba de los Frailes	60 a 64	Hombres	4
50256	Torralba de los Frailes	65 a 69	Hombres	5
50256	Torralba de los Frailes	70 a 74	Hombres	5
50256	Torralba de los Frailes	75 a 79	Hombres	2
50256	Torralba de los Frailes	80 a 84	Hombres	3
50257	Torralba de Ribota	10 a 14	Mujeres	3
50257	Torralba de Ribota	15 a 19	Mujeres	4
50257	Torralba de Ribota	20 a 24	Mujeres	2
50257	Torralba de Ribota	25 a 29	Mujeres	1
50257	Torralba de Ribota	30 a 34	Mujeres	3
50257	Torralba de Ribota	35 a 39	Mujeres	5
50257	Torralba de Ribota	40 a 44	Mujeres	6
50257	Torralba de Ribota	45 a 49	Mujeres	1
50257	Torralba de Ribota	50 a 54	Mujeres	1
50257	Torralba de Ribota	55 a 59	Mujeres	6
50257	Torralba de Ribota	60 a 64	Mujeres	6
50257	Torralba de Ribota	65 a 69	Mujeres	11
50257	Torralba de Ribota	70 a 74	Mujeres	16
50257	Torralba de Ribota	75 a 79	Mujeres	14
50257	Torralba de Ribota	80 a 84	Mujeres	5
50257	Torralba de Ribota	85 a 90	Mujeres	2
50257	Torralba de Ribota	90 ó más	Mujeres	2
50257	Torralba de Ribota	05 a 09	Hombres	3
50257	Torralba de Ribota	10 a 14	Hombres	2
50257	Torralba de Ribota	15 a 19	Hombres	3
50257	Torralba de Ribota	20 a 24	Hombres	3
50257	Torralba de Ribota	25 a 29	Hombres	4
50257	Torralba de Ribota	30 a 34	Hombres	9
50257	Torralba de Ribota	35 a 39	Hombres	3
50257	Torralba de Ribota	40 a 44	Hombres	7
50257	Torralba de Ribota	45 a 49	Hombres	4
50257	Torralba de Ribota	50 a 54	Hombres	1
50257	Torralba de Ribota	55 a 59	Hombres	10
50257	Torralba de Ribota	60 a 64	Hombres	9
50257	Torralba de Ribota	65 a 69	Hombres	13
50257	Torralba de Ribota	70 a 74	Hombres	12
50257	Torralba de Ribota	75 a 79	Hombres	14
50257	Torralba de Ribota	80 a 84	Hombres	3
50257	Torralba de Ribota	85 a 90	Hombres	1
50257	Torralba de Ribota	90 ó más	Hombres	1
50258	Torralbilla	20 a 24	Mujeres	3
50258	Torralbilla	25 a 29	Mujeres	2
50258	Torralbilla	35 a 39	Mujeres	3
50258	Torralbilla	40 a 44	Mujeres	1
50258	Torralbilla	45 a 49	Mujeres	2
50258	Torralbilla	50 a 54	Mujeres	2
50258	Torralbilla	55 a 59	Mujeres	3
50258	Torralbilla	60 a 64	Mujeres	2
50258	Torralbilla	65 a 69	Mujeres	2
