Año	Código del municipio	Nombre del municipio	Superficie total regada	Superficie regada por aspersión	Superficie regada por riego localizado (goteo, microaspersión, etc.)	Superficie regada por gravedad	Superficie regada por otros métodos	Superficie regada con aguas subterráneas de pozo o sondeo	Superficie regada con aguas superficiales	Superficie regada con aguas depuradas	Superficie regada con concesión integrada en una Comunidad de Regantes	Superficie regada con concesión individual	Superficie regada con agua suficiente	Superficie regada con agua insuficiente	Superficie no regada, disponiendo la explotación de instalaciones y agua
1999	44171	Olba	16,05	0	0	16,05	0	0,29	15,76	0	16,05	0	16,05	0	0
1999	44172	Oliete	120,49	0	0	120,49	0	0,06	120,43	0	117,16	3,33	115,36	5,13	2,37
1999	44173	Olmos (Los)	15,54	0,11	1,37	13,97	0,09	5,27	10,18	0,09	10,68	4,86	11,4	4,14	1,57
1999	44174	Orihuela del Tremedal	9,73	0	0,14	9,59	0	0	9,73	0	0,82	8,91	9,73	0	0
1999	44175	Orrios	155,65	1,04	25,81	127,77	1,03	29,51	122,94	3,2	129,35	26,3	97,47	58,18	1,89
1999	44176	Palomar de Arroyos	8,4	0	0	8,4	0	0,4	8	0	8,4	0	8,4	0	0,3
1999	44177	Pancrudo	0,97	0	0	0,97	0	0	0,97	0	0,97	0	0,32	0,65	0
1999	44178	Parras de Castellote (Las)	13,7	0	2	11,7	0	2	11,7	0	13,66	0,04	13,66	0,04	1,5
1999	44179	Peñarroya de Tastavins	9,17	0,65	0,24	8,27	0,01	0,94	8	0,23	3,59	5,58	1,52	7,65	2,26
1999	44180	Peracense	0,11	0	0,04	0,07	0	0,11	0	0	0	0,11	0,07	0,04	0,04
1999	44181	Peralejos	34,75	0	1,22	30,7	2,83	0	34,75	0	34,75	0	1,08	33,67	0
1999	44182	Perales del Alfambra	88,92	0	3,32	84,6	1	10,58	78,34	0	78,03	10,89	53,74	35,18	1,45
1999	44183	Pitarque	6,05	0	0	5,95	0,1	0	6,05	0	5,89	0,16	5,99	0,06	0
1999	44184	Plou	0,09	0	0	0,09	0	0,07	0,02	0	0,09	0	0,04	0,05	0
1999	44185	Pobo (El)	0,31	0	0	0,31	0	0,15	0,16	0	0	0,31	0,25	0,06	0
1999	44187	Portellada (La)	19,59	0,11	0,8	18,58	0,1	1,88	17,44	0,27	16,46	3,13	14,3	5,29	0,31
1999	44189	Pozondón	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	44190	Pozuel del Campo	3,3	3,3	0	0	0	3,3	0	0	0	3,3	3,3	0	0
1999	44191	Puebla de Híjar (La)	669,13	0	38	631,13	0	0	669,13	0	669,13	0	609,85	59,28	251,12
1999	44192	Puebla de Valverde (La)	15,01	5,76	0,37	8,75	0,13	6,26	8,75	0	8,55	6,46	14,41	0,6	0
1999	44193	Puertomingalvo	1,23	0	0,49	0,45	0,29	0,37	0,86	0	0,7	0,53	1,15	0,08	0
1999	44194	Ráfales	13,64	1,46	2,7	8,52	0,96	1,33	12,15	0,16	10,75	2,89	2,47	11,17	0,91
1999	44195	Rillo	0,08	0	0	0,08	0	0,08	0	0	0	0,08	0,08	0	0
1999	44196	Riodeva	17,37	0	0	17,37	0	0	17,37	0	17,17	0,2	4,77	12,6	0
1999	44197	Ródenas	0,41	0	0	0,41	0	0,41	0	0	0,41	0	0,41	0	0
1999	44198	Royuela	7,43	0	0	7,42	0,01	0	7,43	0	1,27	6,16	6,41	1,02	0,24
1999	44199	Rubiales	7,01	0	0	7,01	0	0	7,01	0	7,01	0	7,01	0	0
1999	44200	Rubielos de la Cérida	4,02	0	0	3,96	0,06	0,06	3,96	0	0	4,02	3,96	0,06	0
1999	44201	Rubielos de Mora	134,74	0	46,3	88,44	0	0	134,74	0	133,78	0,96	134,74	0	2,6
1999	44203	Salcedillo	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	44204	Saldón	14,36	0	0	14,36	0	0	14,36	0	14,35	0,01	14,35	0,01	2,3
1999	44205	Samper de Calanda	495,37	1,48	62,21	430,22	1,46	77,66	409,2	8,51	494,27	1,1	53,47	441,9	8,12
1999	44206	San Agustín	10,76	0,11	0,02	4,61	6,02	0,03	10,55	0,18	9,16	1,6	5,34	5,42	0,64
1999	44207	San Martín del Río	96,21	0,03	0,56	95,5	0,12	0	96,21	0	2,66	93,55	95,88	0,33	1,41
1999	44208	Santa Cruz de Nogueras	20,65	0	0	20,65	0	0	20,65	0	5,86	14,79	14,79	5,86	0
1999	44209	Santa Eulalia	962,74	240,55	3,16	719,03	0	616,14	346,6	0	506,92	455,82	881,28	81,46	81,38
1999	44210	Sarrión	82,22	24,35	0,88	54,87	2,12	25,49	56,73	0	34,67	47,55	66,7	15,52	0,31
1999	44211	Segura de los Baños	2,01	0	0	2,01	0	0	2,01	0	2,01	0	2,01	0	0
1999	44212	Seno	17,17	0	0	17,17	0	0	17,17	0	17,17	0	17,17	0	0,36
1999	44213	Singra	416,76	40	10,83	365,93	0	288,01	128,75	0	312,25	104,51	384,58	32,18	45,88
1999	44215	Terriente	0,15	0	0	0	0,15	0	0,15	0	0	0,15	0,15	0	0
1999	44216	Teruel	712,12	148,96	5,34	556,07	1,75	160,52	551,46	0,14	596,21	115,91	613,86	98,26	26,85
1999	44217	Toril y Masegoso	7,16	0	0	7,12	0,04	0	7,16	0	7,12	0,04	7,16	0	0
1999	44218	Tormón	1,74	0,03	0,01	1,25	0,45	0	1,74	0	0,48	1,26	1,74	0	0
1999	44219	Tornos	31,31	25,32	0,16	5,8	0,03	26,37	4,92	0,02	4,81	26,5	31,26	0,05	1
1999	44220	Torralba de los Sisones	17,44	0	0,18	17,12	0,14	15,14	2,3	0	2,3	15,14	17,41	0,03	0
1999	44221	Torrecilla de Alcañiz	47,41	0,48	0,28	46,55	0,1	4,1	42,13	1,18	44,94	2,47	7,06	40,35	1,81
1999	44222	Torrecilla del Rebollar	4,54	0,1	0,08	1,9	2,46	0,02	4,52	0	3,86	0,68	2,2	2,34	0,18
1999	44223	Torre de Arcas	0,14	0	0	0,14	0	0,1	0,04	0	0	0,14	0,14	0	0
1999	44224	Torre de las Arcas	0,12	0	0	0,12	0	0	0,12	0	0,12	0	0,12	0	0,47
1999	44225	Torre del Compte	96,38	0	50,06	46,32	0	22,63	73,75	0	57,95	38,43	71,7	24,68	1,12
1999	44226	Torrelacárcel	492,61	36,03	0	456,58	0	141,65	329,76	21,2	198,63	293,98	301,45	191,16	1,29
1999	44227	Torre los Negros	27,77	8,39	0	4,31	15,07	8,39	19,38	0	13,34	14,43	7,83	19,94	3,45
1999	44228	Torremocha de Jiloca	225,14	101,25	0	123,89	0	120,62	102,79	1,73	105,07	120,07	220,7	4,44	9,33
1999	44229	Torres de Albarracín	51,55	0,24	7,45	43,62	0,24	9,87	36,78	4,9	38,6	12,95	41,14	10,41	0,28
1999	44230	Torrevelilla	3,21	0	0	3,21	0	0	3,21	0	3,15	0,06	2,38	0,83	0,61
1999	44231	Torrijas	1,2	0	0,44	0,76	0	0,44	0,76	0	0,75	0,45	0,8	0,4	0
1999	44232	Torrijo del Campo	212,91	11,41	0,13	201,37	0	53,23	157,72	1,96	161,5	51,41	208,24	4,67	0,37
1999	44234	Tramacastiel	11,43	0	0	11,43	0	0	11,43	0	11,29	0,14	11,14	0,29	1,13
1999	44235	Tramacastilla	30,48	0	0	30,48	0	0	30,48	0	30,48	0	30,48	0	0,98
1999	44236	Tronchón	6,06	0,03	5,27	0,76	0	5,89	0,17	0	1,99	4,07	6,03	0,03	0
1999	44237	Urrea de Gaén	295,62	0,64	0,05	294,3	0,63	4,73	289,35	1,54	291,8	3,82	274,96	20,66	50,88
1999	44238	Utrillas	24,38	0	0	24,38	0	0	24,38	0	24,38	0	23,99	0,39	9,72
1999	44239	Valacloche	14,75	0	0	14,75	0	0	14,75	0	14,75	0	14,75	0	0
1999	44240	Valbona	55,66	0	0	55,66	0	0	55,66	0	26,66	29	55,66	0	29,5
1999	44241	Valdealgorfa	13,53	0	11,86	1,67	0	3,6	8,42	1,51	1,2	12,33	13,51	0,02	0
1999	44243	Valdecuenca	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	44244	Valdelinares	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	44245	Valdeltormo	41,86	0	2,79	39,07	0	1,05	40,81	0	40,81	1,05	30,69	11,17	0,8
1999	44246	Valderrobres	122,66	11,76	26,72	84,08	0,1	8,14	113,78	0,74	107,22	15,44	47,66	75	15,64
1999	44247	Valjunquera	11,66	0	0	11,66	0	0,88	10,78	0	9,75	1,91	11,47	0,19	0
1999	44249	Vallecillo (El)	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	44250	Veguillas de la Sierra	0,18	0	0	0,13	0,05	0,05	0,13	0	0	0,18	0,13	0,05	0
1999	44251	Villafranca del Campo	816,69	167,9	0,03	643,66	5,1	673,74	142,9	0,05	723,67	93,02	816,47	0,22	278,46
1999	44252	Villahermosa del Campo	133,23	17	0	116,23	0	17	116,23	0	0,4	132,83	24,63	108,6	0
1999	44256	Villanueva del Rebollar de la Sierra	14,45	0	0	14,45	0	0	14,45	0	14,45	0	14,45	0	0
1999	44257	Villar del Cobo	0,28	0	0	0,28	0	0	0,28	0	0,27	0,01	0	0,28	0
1999	44258	Villar del Salz	13,87	13,45	0	0	0,42	13,87	0	0	10,45	3,42	13,87	0	0
1999	44260	Villarluengo	3,69	0	0,5	3,19	0	0	3,69	0	0,82	2,87	1,39	2,3	0
1999	44261	Villarquemado	313,06	210,1	41,44	61,52	0	251,99	61,07	0	192,1	120,96	252,12	60,94	239,38
1999	44262	Villarroya de los Pinares	9,64	0	0	9,64	0	0	9,64	0	0	9,64	9,64	0	0
1999	44263	Villastar	80,94	2	0	78,83	0,11	0,11	80,83	0	80,58	0,36	80,34	0,6	0,27
1999	44264	Villel	118,25	0	0	118,25	0	0	118,25	0	118,25	0	116,98	1,27	0,19
1999	44265	Vinaceite	106,86	0	14,5	92,36	0	15,11	91,75	0	105,4	1,46	2,94	103,92	2,34
1999	44266	Visiedo	7,39	0	0,01	7,36	0,02	0,23	7,16	0	7,16	0,23	0,23	7,16	0,89
1999	44267	Vivel del Río Martín	60,65	0	0	60,65	0	0	60,65	0	60,65	0	60,63	0,02	0
1999	44268	Zoma (La)	0,05	0	0	0,05	0	0,03	0,02	0	0	0,05	0,03	0,02	0
1999	50001	Abanto	164,36	0	0	36,95	127,41	0	164,36	0	162,35	2,01	164,36	0	0
1999	50002	Acered	10,36	0,44	0,06	8,68	1,18	0,05	10,31	0	9,71	0,65	10,34	0,02	0
1999	50003	Agón	472,35	1,36	16,02	452,65	2,32	14,46	457,89	0	458,22	14,13	254,5	217,85	122,56
1999	50004	Aguarón	172,8	36,12	58,31	68,58	9,79	80,94	91,1	0,76	153,3	19,5	101,2	71,6	36,18
1999	50005	Aguilón	14,02	0	10,54	3,48	0	14,02	0	0	3,48	10,54	12,22	1,8	0
1999	50006	Ainzón	392,61	36,99	5,83	347,47	2,32	76,31	316,22	0,08	336,5	56,11	318,38	74,23	0
1999	50007	Aladrén	0,59	0	0	0,59	0	0,15	0,44	0	0,01	0,58	0,53	0,06	0
1999	50008	Alagón	1638,6	0	1,3	1630,3	7	1,3	1614,83	22,47	1571,98	66,62	1517,75	120,85	15,39
1999	50009	Alarba	2,13	0,01	1	1,11	0,01	0,98	1,13	0,02	0,89	1,24	2,08	0,05	2
1999	50010	Alberite de San Juan	99,15	0	0	99,15	0	7,23	91,92	0	96,26	2,89	74,95	24,2	0,05
1999	50011	Albeta	19,5	0	0	19,5	0	0	19,5	0	19,5	0	5,8	13,7	0
1999	50012	Alborge	26,46	0	0	26,46	0	0	26,46	0	26,46	0	26,46	0	0
1999	50013	Alcalá de Ebro	303,25	0,5	0	302,75	0	0	297,91	5,34	303,19	0,06	303,25	0	4,06
1999	50014	Alcalá de Moncayo	189,64	0	1,99	187,65	0	0,72	188,92	0	186,82	2,82	65,73	123,91	0,15
1999	50015	Alconchel de Ariza	5,35	0	0	5,35	0	0	5,35	0	5,32	0,03	5,32	0,03	0
1999	50016	Aldehuela de Liestos	0,23	0	0	0,23	0	0,19	0,01	0,03	0,06	0,17	0,06	0,17	0
1999	50017	Alfajarín	1495,72	29,91	20,39	1438,74	6,68	0,15	1484,64	10,93	1361,37	134,35	1495,19	0,53	5
1999	50018	Alfamén	2152,62	703,93	1036,02	411,1	1,57	1575,55	577,07	0	981,62	1171	2098,39	54,23	197,75
1999	50019	Alforque	89,92	0	0	89,92	0	0	89,92	0	89,92	0	89,92	0	0
1999	50020	Alhama de Aragón	88,51	0,25	6,27	81,74	0,25	7,31	81,2	0	81,2	7,31	76,42	12,09	15,26
1999	50021	Almochuel	124,25	44,62	0,75	78,88	0	0,75	123,5	0	124,25	0	65,03	59,22	11,48
1999	50022	Almolda (La)	315,66	302,5	2,83	10,33	0	35,33	280,33	0	315,66	0	315,44	0,22	17,97
1999	50023	Almonacid de la Cuba	120	0	6,6	113,4	0	6,31	113,68	0,01	117,8	2,2	85,35	34,65	2,93
1999	50024	Almonacid de la Sierra	1095,08	295,57	497,67	301,44	0,4	791,9	303,18	0	295,36	799,72	915,66	179,42	38,14
1999	50025	Almunia de Doña Godina (La)	2771,63	277,6	817,34	1471,04	205,65	1291,62	1480,01	0	1677,32	1094,31	2765,66	5,97	131,39
1999	50026	Alpartir	57,63	0,21	39,14	18,26	0,02	43,19	14,44	0	33	24,63	37,02	20,61	0,05
1999	50027	Ambel	294,45	0	6	286,12	2,33	1,08	293,37	0	286,28	8,17	253,65	40,8	5,7
1999	50028	Anento	23,3	0	0	22,68	0,62	0	23,28	0,02	17,86	5,44	15,01	8,29	5,42
1999	50029	Aniñón	163	2,03	4,87	153,59	2,51	21,72	131,85	9,43	150,19	12,81	129,73	33,27	10,6
1999	50030	Añón de Moncayo	66,76	0,09	0	66,6	0,07	0	66,76	0	65,73	1,03	63,29	3,47	0
1999	50031	Aranda de Moncayo	128,58	0	0	128,33	0,25	0,62	127,57	0,39	127,24	1,34	127,81	0,77	1,15
1999	50032	Arándiga	314,15	0,05	55,94	256,96	1,2	2,98	311,17	0	306,91	7,24	297,37	16,78	13,07
1999	50033	Ardisa	82,5	0	30,92	51,58	0	0,35	82,08	0,07	82,08	0,42	79,71	2,79	4,2
1999	50034	Ariza	306,99	4,54	1,76	296,17	4,52	2,84	302,97	1,18	303,71	3,28	15,57	291,42	1,13
1999	50035	Artieda	140,42	0	0	139,92	0,5	0	140,42	0	129,94	10,48	139,02	1,4	0
1999	50036	Asín	3,26	0	0	3,26	0	0	3,26	0	3,25	0,01	2,92	0,34	0
1999	50037	Atea	18,46	0,48	11,77	3,73	2,48	10,68	5,37	2,41	10,57	7,89	16,41	2,05	0,5
1999	50038	Ateca	500,83	177,97	101,57	220,8	0,49	87,62	412,66	0,55	241,4	259,43	328,79	172,04	30,6
1999	50039	Azuara	324,71	48,94	22,62	245,7	7,45	64,45	260,26	0	236,82	87,89	253,82	70,89	28,9
1999	50040	Badules	34,16	3,88	0,12	29,09	1,07	3,87	30,29	0	9,07	25,09	15,53	18,63	2,89
1999	50041	Bagüés	0,07	0	0	0,07	0	0	0,07	0	0	0,07	0,04	0,03	0
1999	50042	Balconchán	12,3	11,32	0	0,98	0	0,77	11,53	0	11,53	0,77	0,77	11,53	0
1999	50043	Bárboles	921,26	0,13	0	921,03	0,1	0,5	920,76	0	917,59	3,67	548,01	373,25	7,2
1999	50044	Bardallur	268,07	0,92	0,58	265,66	0,91	0,13	265,69	2,25	268,07	0	257,32	10,75	127,73
1999	50045	Belchite	2369,83	199,38	821,81	1346,64	2	864,15	1505,47	0,21	2110,84	258,99	1405,73	964,1	215,59
1999	50046	Belmonte de Gracián	107,14	0,59	44,62	61,56	0,37	52,58	54,33	0,23	59,13	48,01	58,34	48,8	2,01
1999	50047	Berdejo	2,47	0	0,7	1,77	0	0	2,47	0	1,9	0,57	2,47	0	0
1999	50048	Berrueco	0,47	0	0	0	0,47	0	0,47	0	0	0,47	0,47	0	0
1999	50050	Bijuesca	71,59	5,49	24	39,14	2,96	33,74	37,33	0,52	41,62	29,97	66,14	5,45	0
1999	50051	Biota	3784,5	52,5	102,16	3629,84	0	3,48	3769,78	11,24	3782,42	2,08	3705,49	79,01	161,64
1999	50052	Bisimbre	334,2	11,74	8,29	299,17	15	0	334,2	0	317,36	16,84	301,02	33,18	83,58
1999	50053	Boquiñeni	484,98	0,01	69,87	415,09	0,01	50,64	433,78	0,56	437,04	47,94	482,75	2,23	34,62
1999	50054	Bordalba	6,01	0	0	6,01	0	0	6,01	0	6,01	0	5	1,01	0
1999	50055	Borja	1913,46	8,26	41,47	1848,76	14,97	10,33	1887,04	16,09	1909,7	3,76	743,99	1169,47	40,82
1999	50056	Botorrita	100,43	2,01	0,01	96,42	1,99	0,19	100,04	0,2	100,25	0,18	13,65	86,78	3,6
1999	50057	Brea de Aragón	23,64	0,64	6,06	16,51	0,43	0,99	22,13	0,52	22,63	1,01	23,28	0,36	0
1999	50058	Bubierca	101,21	0	9,47	91,74	0	0	101,08	0,13	101,21	0	100,61	0,6	0,52
1999	50059	Bujaraloz	1603,47	1599,5	3,06	0,56	0,35	42,63	1560,83	0,01	1603,47	0	1603,47	0	110,09
1999	50060	Bulbuente	225,62	0,58	0,14	224,1	0,8	0,38	225,24	0	224,71	0,91	111,98	113,64	6,21
1999	50061	Bureta	281,96	4,57	7,87	269,52	0	14,64	267,32	0	274,7	7,26	280,38	1,58	0
1999	50062	Burgo de Ebro (El)	879,07	0,2	44,19	834,54	0,14	0,82	877,36	0,89	741,16	137,91	878,77	0,3	64,76
1999	50063	Buste (El)	2,48	0	0,72	1,73	0,03	0,74	1,5	0,24	1,45	1,03	0,03	2,45	0
1999	50064	Cabañas de Ebro	487,24	0	118,28	368,96	0	93,91	393,33	0	393,33	93,91	484,43	2,81	2,33
1999	50065	Cabolafuente	0,05	0	0	0,05	0	0,05	0	0	0	0,05	0	0,05	0
1999	50066	Cadrete	55,62	0	1	54,62	0	1	54,62	0	54,03	1,59	17,4	38,22	4,78
1999	50067	Calatayud	1075,4	16,35	286,09	768,49	4,47	241,1	834,17	0,13	890,22	185,18	870,81	204,59	103,59
1999	50068	Calatorao	1735,61	104,51	235,9	1394,82	0,38	321,61	1378	36	1457,11	278,5	1706,86	28,75	100,71
1999	50069	Calcena	7,58	0	0	7,58	0	0	7,58	0	7,58	0	7,58	0	0
1999	50070	Calmarza	2,17	0	0,51	1,66	0	0,44	1,68	0,05	1,4	0,77	1,69	0,48	7,65
1999	50071	Campillo de Aragón	0	0	0	0	0	0	0	0	0	0	0	0	2
1999	50072	Carenas	24,88	0	0,5	24,38	0	1,04	23,84	0	24,88	0	23,88	1	0,2
1999	50073	Cariñena	1227	500,74	677,45	29,06	19,75	1143,01	83,83	0,16	345,93	881,07	1101,05	125,95	34,36
1999	50074	Caspe	4800,82	246,66	908,5	3578,53	67,13	117,81	4666,36	16,65	3879,16	921,66	4693,5	107,32	288,15
1999	50075	Castejón de Alarba	2,79	0	2,01	0,78	0	2,06	0,73	0	0,73	2,06	1,28	1,51	0
1999	50076	Castejón de las Armas	39,9	0	0	39,9	0	0	39,9	0	39,72	0,18	39,18	0,72	0
1999	50077	Castejón de Valdejasa	124,28	22,96	0	101,32	0	0,04	123,94	0,3	123,94	0,34	100,08	24,2	0
1999	50078	Castiliscar	963,25	13,15	5,54	932,13	12,43	0,3	961,68	1,27	937,73	25,52	907,37	55,88	17,34
1999	50079	Cervera de la Cañada	115,16	0,85	5,67	107,8	0,84	13,77	99,39	2	110,22	4,94	62,11	53,05	8,32
1999	50080	Cerveruela	0,82	0	0,59	0,23	0	0	0,82	0	0,77	0,05	0,82	0	0
1999	50081	Cetina	578,83	7,16	9,59	554,97	7,11	11,05	563,82	3,96	577,4	1,43	28,42	550,41	35,82
1999	50082	Cimballa	54,43	0,01	1,04	53,37	0,01	0,42	53,87	0,14	52,44	1,99	53,95	0,48	0
1999	50083	Cinco Olivas	51,72	0	0	51,72	0	0	51,72	0	51,52	0,2	51,72	0	0
1999	50084	Clarés de Ribota	29,5	0,8	0,18	26,26	2,26	0,7	24,26	4,54	27,92	1,58	24,02	5,48	1,53
1999	50085	Codo	121,2	0	7,64	113,56	0	2,03	119,17	0	116,2	5	37,54	83,66	6,03
1999	50086	Codos	123,11	1,46	93,35	28,21	0,09	9,66	113,41	0,04	80,71	42,4	55,58	67,53	2,13
1999	50087	Contamina	59,51	0,81	0,25	57,67	0,78	0,62	58,83	0,06	58,49	1,02	22,99	36,52	5,08
1999	50088	Cosuenda	74,57	1,7	29,61	21,26	22	54,37	20,2	0	21,65	52,92	32,33	42,24	0,1
1999	50089	Cuarte de Huerva	27,37	0	0	27,37	0	0,51	26,86	0	27,37	0	18,81	8,56	0
1999	50090	Cubel	3,08	0	0	1,92	1,16	0	3,08	0	2,58	0,5	3,08	0	0
1999	50091	Cuerlas (Las)	30,28	30,2	0	0,06	0,02	30,26	0,02	0	0,02	30,26	30,25	0,03	0
1999	50092	Chiprana	1051,87	474,76	171,02	406,09	0	48,44	1003,38	0,05	214,04	837,83	1050,79	1,08	69,5
1999	50093	Chodes	75,27	0	2,2	72,55	0,52	1,12	74,13	0,02	74,13	1,14	73,92	1,35	0,12
1999	50094	Daroca	282,09	0,95	22,68	257,21	1,25	7,38	274,68	0,03	241,42	40,67	166,84	115,25	2,75
1999	50095	Ejea de los Caballeros	27475,38	951,31	722,48	25691,34	110,25	106,46	27085,35	283,57	27431,87	43,51	26918,8	556,58	1556,73
1999	50096	Embid de Ariza	234,02	0	0	234,02	0	0	233,91	0,11	233,56	0,46	234,02	0	0,27
1999	50098	Encinacorba	54,4	1,59	30,41	20,89	1,51	40,93	13,45	0,02	28,45	25,95	47,11	7,29	0
1999	50099	Épila	2812,49	965,32	728,37	1118,48	0,32	1522,44	1285,78	4,27	1383,44	1429,05	2786,89	25,6	225,84
1999	50100	Erla	570,03	16,14	23,84	527,13	2,92	0,08	569,56	0,39	569,9	0,13	546,3	23,73	49,44
1999	50101	Escatrón	513,37	12,64	15,37	480,15	5,21	1,24	460,33	51,8	454,91	58,46	454,55	58,82	58,46
1999	50102	Fabara	445,75	0,02	19,66	426,05	0,02	0,02	444,05	1,68	436,82	8,93	19,94	425,81	55,67
1999	50104	Farlete	30,4	0	0	30,4	0	0,47	28,28	1,65	30,15	0,25	14,02	16,38	0
1999	50105	Fayón	45,18	0	8,9	36,28	0	0,23	44,65	0,3	31,31	13,87	8,85	36,33	5,09
1999	50106	Fayos (Los)	29,99	0	0	29,99	0	0	29,99	0	29,99	0	28,78	1,21	0,44
1999	50107	Figueruelas	327,2	0,02	1,22	325,95	0,01	0	325,05	2,15	327,16	0,04	326,32	0,88	1,5
1999	50108	Fombuena	8,15	0	0	8,15	0	0	8,15	0	8,15	0	8,15	0	0,3
1999	50109	Frago (El)	20	0	0	20	0	0	20	0	5,1	14,9	4,1	15,9	1,13
1999	50110	Frasno (El)	178,59	0,39	143,94	33,39	0,87	115,55	62,88	0,16	34,08	144,51	126,84	51,75	3,41
1999	50111	Fréscano	736,29	0	0	736,29	0	9,6	726,69	0	736,29	0	530,82	205,47	6,54
1999	50113	Fuendejalón	417,16	2,2	384,68	30,28	0	368,79	48,37	0	122,36	294,8	383,77	33,39	3,79
1999	50114	Fuendetodos	3,22	0	0	3,22	0	0	3,22	0	3,22	0	0	3,22	0
1999	50115	Fuentes de Ebro	4878,39	920,53	853,52	3089,81	14,53	291,83	4261,78	324,78	3947,41	930,98	4609,51	268,88	707,58
1999	50116	Fuentes de Jiloca	152,02	0,01	29,03	122,97	0,01	34,39	115,98	1,65	131,4	20,62	139,03	12,99	2,62
1999	50117	Gallocanta	19,48	18,23	0	0,25	1	18,42	1,01	0,05	1,09	18,39	19,42	0,06	0
1999	50118	Gallur	2256,79	363,68	255,15	1637,96	0	0	2256,79	0	2250,74	6,05	2249,6	7,19	82,46
1999	50119	Gelsa	1804,75	722,02	47,96	1025,36	9,41	33,35	1771,28	0,12	1771,61	33,14	1798,42	6,33	50,07
1999	50120	Godojos	2,18	0	1,6	0,58	0	0	2,18	0	1,78	0,4	2,18	0	0
1999	50121	Gotor	42,52	0	5,12	37,4	0	5,12	37,4	0	40,11	2,41	42,35	0,17	2,22
1999	50122	Grisel	770,7	61,01	488,22	160,07	61,4	470,96	297,74	2	611,95	158,75	171,83	598,87	2,11
1999	50123	Grisén	245,74	0	0,02	245,72	0	0	240,79	4,95	245,74	0	241,51	4,23	0,07
1999	50124	Herrera de los Navarros	87,14	18,14	48,67	20,33	0	66,89	19,8	0,45	52,16	34,98	61,94	25,2	0,47
1999	50125	Ibdes	68,81	0,06	3,89	64,42	0,44	1,34	67,23	0,24	67,68	1,13	67,48	1,33	14,15
1999	50126	Illueca	43,34	0,02	14,25	28,07	1	7,65	32,07	3,62	34,6	8,74	36,98	6,36	0
1999	50128	Isuerre	2,77	0	0	2,77	0	0	2,77	0	0	2,77	2,77	0	0
1999	50129	Jaraba	24,91	0,05	2,29	22,11	0,46	0,36	24,5	0,05	24,7	0,21	24,84	0,07	1
1999	50130	Jarque de Moncayo	89,43	0,55	9,72	73,03	6,13	3,2	84,97	1,26	84,74	4,69	82,37	7,06	1,29
1999	50131	Jaulín	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	50132	Joyosa (La)	224,08	0	0	224,08	0	0	224,08	0	224,08	0	223,18	0,9	0
1999	50133	Lagata	61,3	0	1,86	59,44	0	0	61,3	0	61,3	0	53,51	7,79	1,76
1999	50134	Langa del Castillo	13,4	0,59	0,64	11,42	0,75	0,55	11,35	1,5	1,53	11,87	2,98	10,42	3,7
1999	50135	Layana	11,05	0	0	11,05	0	0	11,05	0	11,05	0	11,05	0	0
1999	50136	Lécera	246,29	1,44	233,86	10,99	0	235,3	10,48	0,51	12,08	234,21	239,44	6,85	0
1999	50137	Leciñena	745,98	369,19	2,98	371,82	1,99	0,79	744,15	1,04	688,9	57,08	544,52	201,46	205,14
1999	50138	Lechón	22,22	22,19	0	0,03	0	22,19	0,03	0	0	22,22	5,73	16,49	0
1999	50139	Letux	178,47	0,02	8,22	169,97	0,26	8,44	169,84	0,19	174,4	4,07	139,52	38,95	6,14
1999	50140	Litago	43,33	0	0,56	42,77	0	0	41,83	1,5	41,54	1,79	40,13	3,2	6,36
1999	50141	Lituénigo	54,66	0,3	1,48	51,46	1,42	0,03	54,32	0,31	52,58	2,08	47,98	6,68	3,61
1999	50142	Lobera de Onsella	3,35	0,48	0,22	2,56	0,09	0,01	3,09	0,25	0,25	3,1	3,16	0,19	0
1999	50143	Longares	418,67	62,06	292,22	64,39	0	342,57	71,76	4,34	305,05	113,62	414,88	3,79	0
1999	50144	Longás	6,89	0	0	6,89	0	0	6,89	0	0	6,89	6,89	0	2,35
1999	50146	Lucena de Jalón	263,92	41,71	55,61	166,6	0	98,12	165,47	0,33	165,85	98,07	252,84	11,08	21,89
1999	50147	Luceni	1521,43	0	15,69	1505,74	0	24,54	1496,89	0	1454,44	66,99	1501,29	20,14	15,71
1999	50148	Luesia	43,7	4,17	1,8	36,48	1,25	6,77	36,68	0,25	20,86	22,84	36,06	7,64	13,39
1999	50149	Luesma	18,14	0	0	18,14	0	0	18,14	0	18,09	0,05	4,75	13,39	0
1999	50150	Lumpiaque	159,25	0	2,32	156,67	0,26	2,47	156,78	0	156,88	2,37	154,56	4,69	0
1999	50151	Luna	3387,02	911,87	205,21	2230,5	39,44	152,01	3162,33	72,68	3326,07	60,95	2733,32	653,7	211,94
1999	50152	Maella	991,81	84,41	281,83	618,99	6,58	19,94	971,3	0,57	981,27	10,54	103,19	888,62	136,94
1999	50153	Magallón	1319,39	4,69	15,74	1297,87	1,09	20,76	1280,95	17,68	1308	11,39	693,32	626,07	15,18
