Municipio codigo	Municipio nombre	Grandes grupos, código	Grandes grupos	Sexo, código	Sexo	Total	Españoles	Extranjeros
44266	Visiedo	3	De 46 a 64	1	Hombre	24,43807691	23,0713029647	1,3667739453
44266	Visiedo	4	De 65 y más	1	Hombre	24,7531634379	24,7531634379	0
44266	Visiedo	5	De 65 y más	1	Hombre	3,3079369726	3,3079369726	0
44267	Vivel del Río Martín	1	De 16 a 25	1	Hombre	1,9774369054	1,9774369054	0
44267	Vivel del Río Martín	2	De 26 a 45	1	Hombre	24,7396860622	7,0106523677	17,7290336945
44267	Vivel del Río Martín	3	De 46 a 64	1	Hombre	4,9724129572	4,9724129572	0
44267	Vivel del Río Martín	4	De 65 y más	1	Hombre	14,9585625975	14,9585625975	0
44268	Zoma (La)	0	Menor de 16	1	Hombre	1,0911088513	1,0911088513	0
44268	Zoma (La)	1	De 16 a 25	1	Hombre	0,8881892937	0,8881892937	0
44268	Zoma (La)	2	De 26 a 45	1	Hombre	3,8057793678	3,8057793678	0
44268	Zoma (La)	3	De 46 a 64	1	Hombre	1,979298145	1,979298145	0
44268	Zoma (La)	4	De 65 y más	1	Hombre	2,2356243421	2,2356243421	0
50001	Abanto	0	Menor de 16	1	Hombre	0,5087731113	0	0,5087731113
50001	Abanto	1	De 16 a 25	1	Hombre	12,2793446037	12,2793446037	0
50001	Abanto	2	De 26 a 45	1	Hombre	8,0446951242	4,9110587582	3,133636366
50001	Abanto	3	De 46 a 64	1	Hombre	23,4546455196	23,4546455196	0
50001	Abanto	4	De 65 y más	1	Hombre	20,3585886819	20,3585886819	0
50001	Abanto	5	De 65 y más	1	Hombre	2,3539529593	2,3539529593	0
50002	Acered	0	Menor de 16	1	Hombre	5,5253792854	5,5253792854	0
50002	Acered	1	De 16 a 25	1	Hombre	5,806908796	5,806908796	0
50002	Acered	2	De 26 a 45	1	Hombre	25,5216006129	17,2999905306	8,2216100823
50002	Acered	3	De 46 a 64	1	Hombre	70,2983870181	60,8071083156	9,4912787025
50002	Acered	4	De 65 y más	1	Hombre	32,783715186	32,783715186	0
50002	Acered	5	De 65 y más	1	Hombre	3,2162848141	3,2162848141	0
50003	Agón	0	Menor de 16	1	Hombre	15,79045096	12,6640448039	3,1264061561
50003	Agón	1	De 16 a 25	1	Hombre	1,174079755	1,174079755	0
50003	Agón	2	De 26 a 45	1	Hombre	33,40671289	30,2803067339	3,1264061561
50003	Agón	3	De 46 a 64	1	Hombre	19,0610497723	18,9281169758	0,1329327965
50003	Agón	4	De 65 y más	1	Hombre	17,8298384904	17,8298384904	0
50003	Agón	5	De 65 y más	1	Hombre	5,7378681325	5,7378681325	0
50004	Aguarón	0	Menor de 16	1	Hombre	34,518241306	27,4730493329	7,0451919731
50004	Aguarón	1	De 16 a 25	1	Hombre	74,5554718326	69,2743037423	5,2811680903
50004	Aguarón	2	De 26 a 45	1	Hombre	115,8798512324	69,1012498058	46,7786014266
50004	Aguarón	3	De 46 a 64	1	Hombre	112,5804309329	107,4721679939	5,108262939
50004	Aguarón	4	De 65 y más	1	Hombre	87,157249191	87,157249191	0
50004	Aguarón	5	De 65 y más	1	Hombre	12,7409848095	12,7409848095	0
50005	Aguilón	0	Menor de 16	1	Hombre	3	3	0
50005	Aguilón	1	De 16 a 25	1	Hombre	22,9771734443	22,9771734443	0
50005	Aguilón	2	De 26 a 45	1	Hombre	23,6409357588	23,6409357588	0
50005	Aguilón	3	De 46 a 64	1	Hombre	43,0528382018	43,0528382018	0
50005	Aguilón	4	De 65 y más	1	Hombre	34,8596311333	34,8596311333	0
50005	Aguilón	5	De 65 y más	1	Hombre	6,1403688665	6,1403688665	0
50006	Ainzón	0	Menor de 16	1	Hombre	83,9498231647	76,582453604	7,3673695607
50006	Ainzón	1	De 16 a 25	1	Hombre	61,5961314045	61,5961314045	0
50006	Ainzón	2	De 26 a 45	1	Hombre	193,847786895	179,5361348262	14,3116520688
50006	Ainzón	3	De 46 a 64	1	Hombre	144,6072924707	144,6072924707	0
50006	Ainzón	4	De 65 y más	1	Hombre	103,4345311543	103,4345311543	0
50006	Ainzón	5	De 65 y más	1	Hombre	17,0517608457	17,0517608457	0
50007	Aladrén	3	De 46 a 64	1	Hombre	14,5458381233	14,5458381233	0
50007	Aladrén	4	De 65 y más	1	Hombre	21,3996069801	21,3996069801	0
50007	Aladrén	5	De 65 y más	1	Hombre	3,0545548968	3,0545548968	0
50008	Alagón	0	Menor de 16	1	Hombre	618,5601434305	460,5204518355	158,039691595
50008	Alagón	1	De 16 a 25	1	Hombre	321,7835230525	275,0721543655	46,711368687
50008	Alagón	2	De 26 a 45	1	Hombre	1290,0615274254	1004,6909967035	285,3705307219
50008	Alagón	3	De 46 a 64	1	Hombre	931,891831337	909,3071163497	22,5847149873
50008	Alagón	4	De 65 y más	1	Hombre	350,5941272914	337,6587035544	12,935423737
50008	Alagón	5	De 65 y más	1	Hombre	34,1299057793	34,1299057793	0
50009	Alarba	0	Menor de 16	1	Hombre	5,9980414925	5,9980414925	0
50009	Alarba	1	De 16 a 25	1	Hombre	2,8856350682	2,8856350682	0
50009	Alarba	2	De 26 a 45	1	Hombre	23,0493280028	23,0493280028	0
50009	Alarba	3	De 46 a 64	1	Hombre	35,2733534176	35,2733534176	0
50009	Alarba	4	De 65 y más	1	Hombre	17,2679715155	17,2679715155	0
50009	Alarba	5	De 65 y más	1	Hombre	5,0510497885	5,0510497885	0
50010	Alberite de San Juan	0	Menor de 16	1	Hombre	1,2628475764	1,2628475764	0
50010	Alberite de San Juan	1	De 16 a 25	1	Hombre	2,0897128268	2,0897128268	0
50010	Alberite de San Juan	2	De 26 a 45	1	Hombre	13,2501364518	13,2501364518	0
50010	Alberite de San Juan	3	De 46 a 64	1	Hombre	17,9366648781	17,9366648781	0
50010	Alberite de San Juan	4	De 65 y más	1	Hombre	14,9565583836	14,9565583836	0
50010	Alberite de San Juan	5	De 65 y más	1	Hombre	8,5954310991	8,5954310991	0
50011	Albeta	0	Menor de 16	1	Hombre	4,8726067176	4,8726067176	0
50011	Albeta	1	De 16 a 25	1	Hombre	8,7229561866	8,7229561866	0
50011	Albeta	2	De 26 a 45	1	Hombre	29,6479673648	29,6479673648	0
50011	Albeta	3	De 46 a 64	1	Hombre	12,8778632976	12,8778632976	0
50011	Albeta	4	De 65 y más	1	Hombre	11,7246013454	11,7246013454	0
50011	Albeta	5	De 65 y más	1	Hombre	4,1540050878	4,1540050878	0
50012	Alborge	0	Menor de 16	1	Hombre	9,6566875009	9,6566875009	0
50012	Alborge	1	De 16 a 25	1	Hombre	1,96249268	1,96249268	0
50012	Alborge	2	De 26 a 45	1	Hombre	17,705998165	17,705998165	0
50012	Alborge	3	De 46 a 64	1	Hombre	13,8269488707	13,8269488707	0
50012	Alborge	4	De 65 y más	1	Hombre	15,9314254977	15,9314254977	0
50012	Alborge	5	De 65 y más	1	Hombre	0,916447286	0,916447286	0
50013	Alcalá de Ebro	0	Menor de 16	1	Hombre	19,2065234162	14,1269274391	5,0795959771
50013	Alcalá de Ebro	1	De 16 a 25	1	Hombre	5,3578796301	5,3578796301	0
50013	Alcalá de Ebro	2	De 26 a 45	1	Hombre	41,2027484981	41,2027484981	0
50013	Alcalá de Ebro	3	De 46 a 64	1	Hombre	32,2328484557	27,1532524786	5,0795959771
50013	Alcalá de Ebro	4	De 65 y más	1	Hombre	32,4113792438	32,4113792438	0
50013	Alcalá de Ebro	5	De 65 y más	1	Hombre	5,5886207564	5,5886207564	0
50014	Alcalá de Moncayo	0	Menor de 16	1	Hombre	17,982892676	16,3809783475	1,6019143285
50014	Alcalá de Moncayo	1	De 16 a 25	1	Hombre	4,1289389384	4,1289389384	0
50014	Alcalá de Moncayo	2	De 26 a 45	1	Hombre	27,4966938865	19,7144595678	7,7822343187
50014	Alcalá de Moncayo	3	De 46 a 64	1	Hombre	28,146701059	21,9663810688	6,1803199902
50014	Alcalá de Moncayo	4	De 65 y más	1	Hombre	28,2920685137	28,2920685137	0
50014	Alcalá de Moncayo	5	De 65 y más	1	Hombre	4,7826356365	4,7826356365	0
50015	Alconchel de Ariza	0	Menor de 16	1	Hombre	1,567549377	1,567549377	0
50015	Alconchel de Ariza	1	De 16 a 25	1	Hombre	1,7312977148	1,7312977148	0
50015	Alconchel de Ariza	2	De 26 a 45	1	Hombre	11,559365663	11,559365663	0
50015	Alconchel de Ariza	3	De 46 a 64	1	Hombre	16,3987478253	16,3987478253	0
50015	Alconchel de Ariza	4	De 65 y más	1	Hombre	20,7430394197	20,7430394197	0
50016	Aldehuela de Liestos	1	De 16 a 25	1	Hombre	2,5822953571	2,5822953571	0
50016	Aldehuela de Liestos	2	De 26 a 45	1	Hombre	8,5019415705	8,5019415705	0
50016	Aldehuela de Liestos	3	De 46 a 64	1	Hombre	10,8235557542	10,8235557542	0
50016	Aldehuela de Liestos	4	De 65 y más	1	Hombre	10,4191812397	10,4191812397	0
50016	Aldehuela de Liestos	5	De 65 y más	1	Hombre	1,6730260783	1,6730260783	0
50017	Alfajarín	0	Menor de 16	1	Hombre	202,6771379676	202,6771379676	0
50017	Alfajarín	1	De 16 a 25	1	Hombre	89,3418827312	89,3418827312	0
50017	Alfajarín	2	De 26 a 45	1	Hombre	391,3587440759	342,9062824448	48,4524616311
50017	Alfajarín	3	De 46 a 64	1	Hombre	309,2261396082	253,7921877532	55,433951855
50017	Alfajarín	4	De 65 y más	1	Hombre	140,9172865305	140,9172865305	0
50017	Alfajarín	5	De 65 y más	1	Hombre	11,6116368751	11,6116368751	0
50018	Alfamén	0	Menor de 16	1	Hombre	121,2924820636	94,8864110905	26,4060709731
50018	Alfamén	1	De 16 a 25	1	Hombre	109,8104007921	50,1890015761	59,621399216
50018	Alfamén	2	De 26 a 45	1	Hombre	334,8199343624	143,0709483913	191,7489859711
50018	Alfamén	3	De 46 a 64	1	Hombre	162,9204098172	148,5149626795	14,4054471377
50018	Alfamén	4	De 65 y más	1	Hombre	125,3977154352	125,3977154352	0
50018	Alfamén	5	De 65 y más	1	Hombre	13,0067412891	10,7851911968	2,2215500923
50019	Alforque	0	Menor de 16	1	Hombre	3,9681458109	3,9681458109	0
50019	Alforque	2	De 26 a 45	1	Hombre	7,5624100397	7,5624100397	0
50019	Alforque	3	De 46 a 64	1	Hombre	18,4188759657	18,4188759657	0
50019	Alforque	4	De 65 y más	1	Hombre	12,497460715	12,497460715	0
50019	Alforque	5	De 65 y más	1	Hombre	3,078486754	3,078486754	0
50020	Alhama de Aragón	0	Menor de 16	1	Hombre	91,5785274444	85,7117707283	5,8667567161
50020	Alhama de Aragón	1	De 16 a 25	1	Hombre	64,2195157997	34,6156321056	29,6038836941
50020	Alhama de Aragón	2	De 26 a 45	1	Hombre	198,2231592869	170,8661481669	27,35701112
50020	Alhama de Aragón	3	De 46 a 64	1	Hombre	139,0153451623	132,4559091605	6,5594360018
50020	Alhama de Aragón	4	De 65 y más	1	Hombre	106,4420731844	106,4420731844	0
50020	Alhama de Aragón	5	De 65 y más	1	Hombre	15,5579268157	15,5579268157	0
50021	Almochuel	2	De 26 a 45	1	Hombre	7,0033060443	7,0033060443	0
50021	Almochuel	3	De 46 a 64	1	Hombre	9,4616045226	9,4616045226	0
50021	Almochuel	4	De 65 y más	1	Hombre	3,4081489763	3,4081489763	0
50021	Almochuel	5	De 65 y más	1	Hombre	1,1269404568	1,1269404568	0
50022	Almolda (La)	0	Menor de 16	1	Hombre	24,4516203619	24,4516203619	0
50022	Almolda (La)	1	De 16 a 25	1	Hombre	18,3486583491	18,3486583491	0
50022	Almolda (La)	2	De 26 a 45	1	Hombre	83,5098627428	78,0962315121	5,4136312307
50022	Almolda (La)	3	De 46 a 64	1	Hombre	95,6898585464	95,6898585464	0
50022	Almolda (La)	4	De 65 y más	1	Hombre	68,8639164057	68,8639164057	0
50022	Almolda (La)	5	De 65 y más	1	Hombre	22,1360835942	22,1360835942	0
50023	Almonacid de la Cuba	0	Menor de 16	1	Hombre	12,5625963862	5,6543172788	6,9082791074
50023	Almonacid de la Cuba	1	De 16 a 25	1	Hombre	4,0000732448	4,0000732448	0
50023	Almonacid de la Cuba	2	De 26 a 45	1	Hombre	25,1459894479	19,639538557	5,5064508909
50023	Almonacid de la Cuba	3	De 46 a 64	1	Hombre	35,8539373073	33,0502808743	2,803656433
50023	Almonacid de la Cuba	4	De 65 y más	1	Hombre	52,3060757891	52,3060757891	0
50023	Almonacid de la Cuba	5	De 65 y más	1	Hombre	6,6939242112	6,6939242112	0
50024	Almonacid de la Sierra	0	Menor de 16	1	Hombre	40,6448333463	38,0417309241	2,6031024222
50024	Almonacid de la Sierra	1	De 16 a 25	1	Hombre	19,9937636744	19,9937636744	0
50024	Almonacid de la Sierra	2	De 26 a 45	1	Hombre	137,2413881145	111,9155086875	25,325879427
50024	Almonacid de la Sierra	3	De 46 a 64	1	Hombre	123,8062101562	123,8062101562	0
50024	Almonacid de la Sierra	4	De 65 y más	1	Hombre	102,3159442982	102,3159442982	0
50024	Almonacid de la Sierra	5	De 65 y más	1	Hombre	10,4805257016	10,4805257016	0
50025	Almunia de Doña Godina (La)	0	Menor de 16	1	Hombre	791,3218798054	418,1271254465	373,1947543589
50025	Almunia de Doña Godina (La)	1	De 16 a 25	1	Hombre	393,3392135786	165,6050141316	227,734199447
50025	Almunia de Doña Godina (La)	2	De 26 a 45	1	Hombre	1465,9712945938	815,4290647478	650,542229846
50025	Almunia de Doña Godina (La)	3	De 46 a 64	1	Hombre	819,5596231281	608,4505650241	211,109058104
50025	Almunia de Doña Godina (La)	4	De 65 y más	1	Hombre	508,4601353136	508,4601353136	0
50025	Almunia de Doña Godina (La)	5	De 65 y más	1	Hombre	49,8889409483	49,8889409483	0
50026	Alpartir	0	Menor de 16	1	Hombre	45,7631187014	18,0918556594	27,671263042
50026	Alpartir	1	De 16 a 25	1	Hombre	3,7526172507	3,7526172507	0
50026	Alpartir	2	De 26 a 45	1	Hombre	49,8672560738	37,9190479965	11,9482080773
50026	Alpartir	3	De 46 a 64	1	Hombre	106,5753673408	106,5753673408	0
50026	Alpartir	4	De 65 y más	1	Hombre	77,1757815308	77,1757815308	0
50026	Alpartir	5	De 65 y más	1	Hombre	14,8242184691	14,8242184691	0
50027	Ambel	0	Menor de 16	1	Hombre	8,9999999999	8,9999999999	0
50027	Ambel	1	De 16 a 25	1	Hombre	12,9084717508	12,9084717508	0
50027	Ambel	2	De 26 a 45	1	Hombre	29,0211760292	29,0211760292	0
50027	Ambel	3	De 46 a 64	1	Hombre	35,6488796644	35,6488796644	0
50027	Ambel	4	De 65 y más	1	Hombre	44,9725631671	44,9725631671	0
50027	Ambel	5	De 65 y más	1	Hombre	2,0274368328	2,0274368328	0
50028	Anento	0	Menor de 16	1	Hombre	8,3393804302	8,3393804302	0
50028	Anento	1	De 16 a 25	1	Hombre	14,2705690901	14,2705690901	0
50028	Anento	2	De 26 a 45	1	Hombre	17,5134589911	17,5134589911	0
50028	Anento	3	De 46 a 64	1	Hombre	23,6514303424	23,6514303424	0
50028	Anento	4	De 65 y más	1	Hombre	13,9067008116	13,9067008116	0
50029	Aniñón	0	Menor de 16	1	Hombre	47,6289695946	34,4296271529	13,1993424417
50029	Aniñón	1	De 16 a 25	1	Hombre	44,1326464821	44,1326464821	0
50029	Aniñón	2	De 26 a 45	1	Hombre	107,9294038448	91,0952672346	16,8341366102
50029	Aniñón	3	De 46 a 64	1	Hombre	85,5569110701	85,5569110701	0
50029	Aniñón	4	De 65 y más	1	Hombre	133,9523354935	133,9523354935	0
50029	Aniñón	5	De 65 y más	1	Hombre	20,0476645066	20,0476645066	0
50030	Añón de Moncayo	0	Menor de 16	1	Hombre	4,5208654621	4,5208654621	0
50030	Añón de Moncayo	1	De 16 a 25	1	Hombre	9,3965650163	9,3965650163	0
50030	Añón de Moncayo	2	De 26 a 45	1	Hombre	27,8955005188	26,1812258773	1,7142746415
50030	Añón de Moncayo	3	De 46 a 64	1	Hombre	30,7079344651	30,7079344651	0
50030	Añón de Moncayo	4	De 65 y más	1	Hombre	44,6214765258	44,6214765258	0
50030	Añón de Moncayo	5	De 65 y más	1	Hombre	4,8158258392	4,8158258392	0
50031	Aranda de Moncayo	0	Menor de 16	1	Hombre	6,8887187632	6,8887187632	0
50031	Aranda de Moncayo	1	De 16 a 25	1	Hombre	2,7579942626	2,7579942626	0
50031	Aranda de Moncayo	2	De 26 a 45	1	Hombre	20,9637318659	20,9637318659	0
50031	Aranda de Moncayo	3	De 46 a 64	1	Hombre	44,0417714116	44,0417714116	0
50031	Aranda de Moncayo	4	De 65 y más	1	Hombre	41,61697711	41,61697711	0
50031	Aranda de Moncayo	5	De 65 y más	1	Hombre	3,7550486169	3,7550486169	0
50032	Arándiga	0	Menor de 16	1	Hombre	10,6709474046	10,6709474046	0
50032	Arándiga	1	De 16 a 25	1	Hombre	15,8721809944	7,9534189424	7,918762052
50032	Arándiga	2	De 26 a 45	1	Hombre	54,7230189026	54,7230189026	0
50032	Arándiga	3	De 46 a 64	1	Hombre	35,0772913649	23,2635209237	11,8137704412
50032	Arándiga	4	De 65 y más	1	Hombre	66,1811234931	66,1811234931	0
50032	Arándiga	5	De 65 y más	1	Hombre	16,8188765065	16,8188765065	0
50033	Ardisa	1	De 16 a 25	1	Hombre	4,3510870609	4,3510870609	0
50033	Ardisa	2	De 26 a 45	1	Hombre	13,6657080534	13,6657080534	0
50033	Ardisa	3	De 46 a 64	1	Hombre	14,758620463	14,758620463	0
50033	Ardisa	4	De 65 y más	1	Hombre	16,425780431	16,425780431	0
50033	Ardisa	5	De 65 y más	1	Hombre	3,7988039917	3,7988039917	0
50034	Ariza	0	Menor de 16	1	Hombre	100,2861855395	31,4355928616	68,8505926779
50034	Ariza	1	De 16 a 25	1	Hombre	90,5799161222	18,6864992262	71,893416896
50034	Ariza	2	De 26 a 45	1	Hombre	155,0479905742	99,0797569972	55,968233577
50034	Ariza	3	De 46 a 64	1	Hombre	122,5259555731	86,5792471251	35,946708448
50034	Ariza	4	De 65 y más	1	Hombre	131,8589301953	131,8589301953	0
50034	Ariza	5	De 65 y más	1	Hombre	29,8034778055	29,8034778055	0
50035	Artieda	0	Menor de 16	1	Hombre	6,1579605945	6,1579605945	0
50035	Artieda	1	De 16 a 25	1	Hombre	4,4157466392	4,4157466392	0
50035	Artieda	2	De 26 a 45	1	Hombre	11,9215395579	11,9215395579	0
50035	Artieda	3	De 46 a 64	1	Hombre	17,4325453016	17,4325453016	0
50035	Artieda	4	De 65 y más	1	Hombre	9,3176731426	9,3176731426	0
50035	Artieda	5	De 65 y más	1	Hombre	2,7545347643	2,7545347643	0
50036	Asín	2	De 26 a 45	1	Hombre	11,6402790763	11,6402790763	0
50036	Asín	3	De 46 a 64	1	Hombre	18,6121120945	18,6121120945	0
50036	Asín	4	De 65 y más	1	Hombre	16,5179570118	16,5179570118	0
50037	Atea	0	Menor de 16	1	Hombre	5,1210038769	5,1210038769	0
50037	Atea	1	De 16 a 25	1	Hombre	3,0441176375	3,0441176375	0
50037	Atea	2	De 26 a 45	1	Hombre	16,7810297284	16,7810297284	0
50037	Atea	3	De 46 a 64	1	Hombre	18,8085808049	18,8085808049	0
50037	Atea	4	De 65 y más	1	Hombre	36,3015262133	36,3015262133	0
50037	Atea	5	De 65 y más	1	Hombre	4,9437417388	4,9437417388	0
50038	Ateca	0	Menor de 16	1	Hombre	146,473523701	130,389026605	16,084497096
50038	Ateca	1	De 16 a 25	1	Hombre	109,9870991005	93,9026020045	16,084497096
50038	Ateca	2	De 26 a 45	1	Hombre	302,1750791352	260,5641297412	41,610949394
50038	Ateca	3	De 46 a 64	1	Hombre	257,9089753922	252,9627389398	4,9462364524
50038	Ateca	4	De 65 y más	1	Hombre	250,8493146601	250,8493146601	0
50038	Ateca	5	De 65 y más	1	Hombre	9,9483492689	9,9483492689	0
50039	Azuara	0	Menor de 16	1	Hombre	30,3414950321	7,2889325821	23,05256245
50039	Azuara	1	De 16 a 25	1	Hombre	27,6858685128	23,4518273335	4,2340411793
50039	Azuara	2	De 26 a 45	1	Hombre	152,1919888764	103,9067619082	48,2852269682
50039	Azuara	3	De 46 a 64	1	Hombre	72,7896122007	72,7896122007	0
50039	Azuara	4	De 65 y más	1	Hombre	90,7728442887	90,7728442887	0
50039	Azuara	5	De 65 y más	1	Hombre	5,2271557111	5,2271557111	0
50040	Badules	0	Menor de 16	1	Hombre	2,209001629	2,209001629	0
50040	Badules	1	De 16 a 25	1	Hombre	2,1155376726	0	2,1155376726
50040	Badules	2	De 26 a 45	1	Hombre	12,0075522121	12,0075522121	0
50040	Badules	3	De 46 a 64	1	Hombre	14,3673357461	14,3673357461	0
50040	Badules	4	De 65 y más	1	Hombre	22,5333788144	22,5333788144	0
50040	Badules	5	De 65 y más	1	Hombre	1,7671939254	1,7671939254	0
50041	Bagüés	2	De 26 a 45	1	Hombre	3,5964839456	3,5964839456	0
50041	Bagüés	3	De 46 a 64	1	Hombre	6,1583547791	6,1583547791	0
50041	Bagüés	4	De 65 y más	1	Hombre	3,2451612751	3,2451612751	0
50042	Balconchán	2	De 26 a 45	1	Hombre	5	5	0
50042	Balconchán	3	De 46 a 64	1	Hombre	5	5	0
50043	Bárboles	0	Menor de 16	1	Hombre	16,5740326957	16,5740326957	0
50043	Bárboles	1	De 16 a 25	1	Hombre	17,3656771972	13,3190653837	4,0466118135
50043	Bárboles	2	De 26 a 45	1	Hombre	68,0018582567	56,177970367	11,8238878897
50043	Bárboles	3	De 46 a 64	1	Hombre	45,7556668811	45,7556668811	0
50043	Bárboles	4	De 65 y más	1	Hombre	33,1987626032	33,1987626032	0
50043	Bárboles	5	De 65 y más	1	Hombre	2,8012373971	2,8012373971	0
50044	Bardallur	0	Menor de 16	1	Hombre	13,7126783289	13,7126783289	0
50044	Bardallur	1	De 16 a 25	1	Hombre	15,7353606972	8,0065398417	7,7288208555
50044	Bardallur	2	De 26 a 45	1	Hombre	49,4143248687	38,7850944353	10,6292304334
50044	Bardallur	3	De 46 a 64	1	Hombre	38,8503144343	32,121185983	6,7291284513
50044	Bardallur	4	De 65 y más	1	Hombre	33,9215208458	33,9215208458	0
50044	Bardallur	5	De 65 y más	1	Hombre	3,078479154	3,078479154	0
50045	Belchite	0	Menor de 16	1	Hombre	131,6416610318	108,4302891224	23,2113719094
50045	Belchite	1	De 16 a 25	1	Hombre	67,9870687245	49,1375454626	18,8495232619
50045	Belchite	2	De 26 a 45	1	Hombre	268,1201263079	175,8941092471	92,2260170608
50045	Belchite	3	De 46 a 64	1	Hombre	180,2986238849	180,2986238849	0
50045	Belchite	4	De 65 y más	1	Hombre	180,6766070192	177,4025959327	3,2740110865
50045	Belchite	5	De 65 y más	1	Hombre	10,1511369813	10,1511369813	0
50046	Belmonte de Gracián	0	Menor de 16	1	Hombre	18,6551132591	5,6809145153	12,9741987438
50046	Belmonte de Gracián	1	De 16 a 25	1	Hombre	5,4986393612	5,4986393612	0
50046	Belmonte de Gracián	2	De 26 a 45	1	Hombre	26,457512435	19,9704130631	6,4870993719
50046	Belmonte de Gracián	3	De 46 a 64	1	Hombre	29,3501562545	26,8128250456	2,5373312089
50046	Belmonte de Gracián	4	De 65 y más	1	Hombre	49,7219167572	49,7219167572	0
50046	Belmonte de Gracián	5	De 65 y más	1	Hombre	1,2780832426	1,2780832426	0
50047	Berdejo	0	Menor de 16	1	Hombre	3,1462484136	3,1462484136	0
50047	Berdejo	1	De 16 a 25	1	Hombre	1,9872149145	1,9872149145	0
50047	Berdejo	2	De 26 a 45	1	Hombre	1,5731242068	1,5731242068	0
50047	Berdejo	3	De 46 a 64	1	Hombre	27,4855372563	27,4855372563	0
50047	Berdejo	4	De 65 y más	1	Hombre	4,8619455878	4,8619455878	0
50048	Berrueco	0	Menor de 16	1	Hombre	1,5866993618	1,5866993618	0
50048	Berrueco	1	De 16 a 25	1	Hombre	1,5866993618	1,5866993618	0
50048	Berrueco	2	De 26 a 45	1	Hombre	2,5071532798	2,5071532798	0
50048	Berrueco	3	De 46 a 64	1	Hombre	13,5892011645	13,5892011645	0
50048	Berrueco	4	De 65 y más	1	Hombre	3,7302468321	3,7302468321	0
50050	Bijuesca	0	Menor de 16	1	Hombre	0,4431955514	0,4431955514	0
50050	Bijuesca	1	De 16 a 25	1	Hombre	1,2051956117	1,2051956117	0
50050	Bijuesca	2	De 26 a 45	1	Hombre	26,1910601864	26,1910601864	0
50050	Bijuesca	3	De 46 a 64	1	Hombre	23,4126855154	23,4126855154	0
50050	Bijuesca	4	De 65 y más	1	Hombre	12,093035946	12,093035946	0
50050	Bijuesca	5	De 65 y más	1	Hombre	3,9698814191	3,9698814191	0
50051	Biota	0	Menor de 16	1	Hombre	73,9201517737	73,9201517737	0
50051	Biota	1	De 16 a 25	1	Hombre	43,5267513617	37,4850336458	6,0417177159
50051	Biota	2	De 26 a 45	1	Hombre	124,0303899959	124,0303899959	0
50051	Biota	3	De 46 a 64	1	Hombre	158,4621797701	146,229499871	12,2326798991
50051	Biota	4	De 65 y más	1	Hombre	129,2946515436	129,2946515436	0
50051	Biota	5	De 65 y más	1	Hombre	27,1367639238	27,1367639238	0
50052	Bisimbre	0	Menor de 16	1	Hombre	1,7162491954	1,7162491954	0
50052	Bisimbre	2	De 26 a 45	1	Hombre	11,4432530752	11,4432530752	0
50052	Bisimbre	3	De 46 a 64	1	Hombre	22,4912181089	18,5731482231	3,9180698858
50052	Bisimbre	4	De 65 y más	1	Hombre	16,0878962868	16,0878962868	0
50052	Bisimbre	5	De 65 y más	1	Hombre	1,2613833334	1,2613833334	0
50053	Boquiñeni	0	Menor de 16	1	Hombre	53,518418932	38,618088123	14,900330809
50053	Boquiñeni	1	De 16 a 25	1	Hombre	74,8818726439	37,4094868159	37,472385828
50053	Boquiñeni	2	De 26 a 45	1	Hombre	116,8193183866	77,669311784	39,1500066026
50053	Boquiñeni	3	De 46 a 64	1	Hombre	132,6795999542	106,6571520692	26,022447885
50053	Boquiñeni	4	De 65 y más	1	Hombre	87,6310618371	87,6310618371	0
50053	Boquiñeni	5	De 65 y más	1	Hombre	19,3689381631	19,3689381631	0
50054	Bordalba	1	De 16 a 25	1	Hombre	2,4569157241	2,4569157241	0
50054	Bordalba	2	De 26 a 45	1	Hombre	13,5751245471	13,5751245471	0
50054	Bordalba	3	De 46 a 64	1	Hombre	7,8487282134	7,8487282134	0
50054	Bordalba	4	De 65 y más	1	Hombre	14,9978687198	14,9978687198	0
50054	Bordalba	5	De 65 y más	1	Hombre	3,9334351605	3,9334351605	0
50055	Borja	0	Menor de 16	1	Hombre	518,8509731959	412,0339002729	106,817072923
50055	Borja	1	De 16 a 25	1	Hombre	270,3301722748	150,0934681116	120,2367041632
50055	Borja	2	De 26 a 45	1	Hombre	790,3701834974	657,4297648334	132,940418664
50055	Borja	3	De 46 a 64	1	Hombre	584,4359979381	497,0770116745	87,3589862636
50055	Borja	4	De 65 y más	1	Hombre	288,2008680485	288,2008680485	0
50055	Borja	5	De 65 y más	1	Hombre	70,4171505704	70,4171505704	0
50056	Botorrita	0	Menor de 16	1	Hombre	29,5881903303	24,1576257419	5,4305645884
50056	Botorrita	1	De 16 a 25	1	Hombre	21,7490569099	21,7490569099	0
50056	Botorrita	2	De 26 a 45	1	Hombre	102,5585989278	100,2351861464	2,3234127814
50056	Botorrita	3	De 46 a 64	1	Hombre	72,8873257899	72,8873257899	0
50056	Botorrita	4	De 65 y más	1	Hombre	50,5329607577	50,5329607577	0
50056	Botorrita	5	De 65 y más	1	Hombre	8,3730754246	8,3730754246	0
50057	Brea de Aragón	0	Menor de 16	1	Hombre	116,875602485	116,875602485	0
50057	Brea de Aragón	1	De 16 a 25	1	Hombre	83,1029448419	71,2122277809	11,890717061
