Año	Residencia área código	Residencia continente nombre	Residencia país código	Residencia país nombre	Residencia área nombre	Inscripción provincia código	Inscripción provincia nombre	Inscripción municipio código	Inscripción municipio nombre	Inscripcion municipio estrato	Sexo	Personas
2009	07	Asia	409	Filipinas	Asia	50	Zaragoza	50297	Zaragoza	7	Hombre	17
2009	07	Asia	409	Filipinas	Asia	50	Zaragoza	50297	Zaragoza	7	Mujer	23
2009	07	Asia	410	India	Asia	22	Huesca	22112	Fraga	6	Hombre	1
2009	07	Asia	410	India	Asia	50	Zaragoza	50251	Tarazona	6	Mujer	1
2009	07	Asia	410	India	Asia	50	Zaragoza	50297	Zaragoza	7	Hombre	2
2009	07	Asia	410	India	Asia	50	Zaragoza	50297	Zaragoza	7	Mujer	3
2009	07	Asia	411	Indonesia	Asia	50	Zaragoza	50297	Zaragoza	7	Hombre	2
2009	07	Asia	411	Indonesia	Asia	50	Zaragoza	50297	Zaragoza	7	Mujer	1
2009	07	Asia	413	Irán	Asia	50	Zaragoza	50297	Zaragoza	7	Mujer	1
2009	07	Asia	414	Israel	Asia	22	Huesca	22125	Huesca	7	Hombre	1
2009	07	Asia	414	Israel	Asia	44	Teruel	44216	Teruel	7	Mujer	1
2009	07	Asia	414	Israel	Asia	50	Zaragoza	50297	Zaragoza	7	Hombre	8
2009	07	Asia	414	Israel	Asia	50	Zaragoza	50297	Zaragoza	7	Mujer	15
2009	07	Asia	415	Japón	Asia	44	Teruel	44216	Teruel	7	Hombre	1
2009	07	Asia	415	Japón	Asia	50	Zaragoza	50297	Zaragoza	7	Hombre	16
2009	07	Asia	415	Japón	Asia	50	Zaragoza	50297	Zaragoza	7	Mujer	8
2009	07	Asia	416	Jordania	Asia	50	Zaragoza	50067	Calatayud	6	Mujer	2
2009	07	Asia	416	Jordania	Asia	50	Zaragoza	50297	Zaragoza	7	Hombre	20
2009	07	Asia	416	Jordania	Asia	50	Zaragoza	50297	Zaragoza	7	Mujer	34
2009	07	Asia	420	Líbano	Asia	22	Huesca	22130	Jaca	6	Mujer	1
2009	07	Asia	420	Líbano	Asia	50	Zaragoza	50067	Calatayud	6	Mujer	7
2009	07	Asia	420	Líbano	Asia	50	Zaragoza	50297	Zaragoza	7	Hombre	8
2009	07	Asia	420	Líbano	Asia	50	Zaragoza	50297	Zaragoza	7	Mujer	3
2009	07	Asia	421	Malasia	Asia	50	Zaragoza	50297	Zaragoza	7	Hombre	1
2009	07	Asia	421	Malasia	Asia	50	Zaragoza	50297	Zaragoza	7	Mujer	3
2009	07	Asia	426	Pakistán	Asia	44	Teruel	44216	Teruel	7	Mujer	2
2009	07	Asia	427	Qatar	Asia	50	Zaragoza	50297	Zaragoza	7	Hombre	1
2009	07	Asia	427	Qatar	Asia	50	Zaragoza	50297	Zaragoza	7	Mujer	1
2009	07	Asia	430	República de Corea	Asia	50	Zaragoza	50297	Zaragoza	7	Hombre	1
2009	07	Asia	430	República de Corea	Asia	50	Zaragoza	50297	Zaragoza	7	Mujer	1
2009	07	Asia	432	Singapur	Asia	50	Zaragoza	50297	Zaragoza	7	Hombre	3
2009	07	Asia	432	Singapur	Asia	50	Zaragoza	50297	Zaragoza	7	Mujer	3
2009	07	Asia	433	Siria	Asia	22	Huesca	22125	Huesca	7	Hombre	1
2009	07	Asia	433	Siria	Asia	50	Zaragoza	50297	Zaragoza	7	Hombre	21
2009	07	Asia	433	Siria	Asia	50	Zaragoza	50297	Zaragoza	7	Mujer	14
2009	07	Asia	435	Tailandia	Asia	22	Huesca	22125	Huesca	7	Hombre	3
2009	07	Asia	435	Tailandia	Asia	50	Zaragoza	50297	Zaragoza	7	Hombre	1
2009	07	Asia	435	Tailandia	Asia	50	Zaragoza	50297	Zaragoza	7	Mujer	1
2009	07	Asia	437	Vietnam	Asia	50	Zaragoza	50297	Zaragoza	7	Hombre	3
2009	07	Asia	438	Taiwan	Asia	50	Zaragoza	50297	Zaragoza	7	Hombre	4
2009	07	Asia	438	Taiwan	Asia	50	Zaragoza	50297	Zaragoza	7	Mujer	2
2009	07	Asia	443	Kazajstan	Asia	22	Huesca	22158	Monzón	6	Hombre	1
2009	07	Asia	443	Kazajstan	Asia	50	Zaragoza	50297	Zaragoza	7	Hombre	1
2009	08	Oceanía	501	Australia	Oceanía	22	Huesca	22048	Barbastro	6	Hombre	1
2009	08	Oceanía	501	Australia	Oceanía	22	Huesca	22048	Barbastro	6	Mujer	2
2009	08	Oceanía	501	Australia	Oceanía	22	Huesca	22125	Huesca	7	Hombre	2
2009	08	Oceanía	501	Australia	Oceanía	22	Huesca	22125	Huesca	7	Mujer	4
2009	08	Oceanía	501	Australia	Oceanía	22	Huesca	22130	Jaca	6	Hombre	2
2009	08	Oceanía	501	Australia	Oceanía	22	Huesca	22130	Jaca	6	Mujer	4
2009	08	Oceanía	501	Australia	Oceanía	44	Teruel	44013	Alcañiz	6	Hombre	1
2009	08	Oceanía	501	Australia	Oceanía	44	Teruel	44013	Alcañiz	6	Mujer	1
2009	08	Oceanía	501	Australia	Oceanía	44	Teruel	44216	Teruel	7	Hombre	5
2009	08	Oceanía	501	Australia	Oceanía	44	Teruel	44216	Teruel	7	Mujer	6
2009	08	Oceanía	501	Australia	Oceanía	50	Zaragoza	50297	Zaragoza	7	Hombre	46
2009	08	Oceanía	501	Australia	Oceanía	50	Zaragoza	50297	Zaragoza	7	Mujer	54
2009	08	Oceanía	504	Nueva Zelanda	Oceanía	50	Zaragoza	50297	Zaragoza	7	Hombre	4
2009	08	Oceanía	504	Nueva Zelanda	Oceanía	50	Zaragoza	50297	Zaragoza	7	Mujer	6
2010	01	Europa	102	Austria	UE-27	22	Huesca	22125	Huesca	7	Mujer	1
2010	01	Europa	102	Austria	UE-27	44	Teruel	44216	Teruel	7	Hombre	1
2010	01	Europa	102	Austria	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	27
2010	01	Europa	102	Austria	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	40
2010	01	Europa	103	Bélgica	UE-27	22	Huesca	22048	Barbastro	6	Hombre	3
2010	01	Europa	103	Bélgica	UE-27	22	Huesca	22048	Barbastro	6	Mujer	2
2010	01	Europa	103	Bélgica	UE-27	22	Huesca	22112	Fraga	6	Hombre	2
2010	01	Europa	103	Bélgica	UE-27	22	Huesca	22125	Huesca	7	Hombre	14
2010	01	Europa	103	Bélgica	UE-27	22	Huesca	22125	Huesca	7	Mujer	15
2010	01	Europa	103	Bélgica	UE-27	22	Huesca	22130	Jaca	6	Hombre	7
2010	01	Europa	103	Bélgica	UE-27	22	Huesca	22130	Jaca	6	Mujer	4
2010	01	Europa	103	Bélgica	UE-27	22	Huesca	22158	Monzón	6	Hombre	1
2010	01	Europa	103	Bélgica	UE-27	22	Huesca	22158	Monzón	6	Mujer	1
2010	01	Europa	103	Bélgica	UE-27	44	Teruel	44013	Alcañiz	6	Mujer	1
2010	01	Europa	103	Bélgica	UE-27	44	Teruel	44216	Teruel	7	Hombre	4
2010	01	Europa	103	Bélgica	UE-27	44	Teruel	44216	Teruel	7	Mujer	6
2010	01	Europa	103	Bélgica	UE-27	50	Zaragoza	50067	Calatayud	6	Hombre	4
2010	01	Europa	103	Bélgica	UE-27	50	Zaragoza	50067	Calatayud	6	Mujer	3
2010	01	Europa	103	Bélgica	UE-27	50	Zaragoza	50272	Utebo	6	Hombre	1
2010	01	Europa	103	Bélgica	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	144
2010	01	Europa	103	Bélgica	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	169
2010	01	Europa	104	Bulgaria	UE-27	22	Huesca	22125	Huesca	7	Hombre	1
2010	01	Europa	104	Bulgaria	UE-27	22	Huesca	22125	Huesca	7	Mujer	1
2010	01	Europa	104	Bulgaria	UE-27	44	Teruel	44216	Teruel	7	Hombre	1
2010	01	Europa	104	Bulgaria	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	1
2010	01	Europa	104	Bulgaria	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	3
2010	01	Europa	106	Chipre	UE-27	22	Huesca	22048	Barbastro	6	Mujer	1
2010	01	Europa	106	Chipre	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	2
2010	01	Europa	106	Chipre	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	2
2010	01	Europa	107	Dinamarca	UE-27	22	Huesca	22048	Barbastro	6	Mujer	2
2010	01	Europa	107	Dinamarca	UE-27	50	Zaragoza	50251	Tarazona	6	Hombre	1
2010	01	Europa	107	Dinamarca	UE-27	50	Zaragoza	50251	Tarazona	6	Mujer	2
2010	01	Europa	107	Dinamarca	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	17
2010	01	Europa	107	Dinamarca	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	19
2010	01	Europa	109	Finlandia	UE-27	22	Huesca	22125	Huesca	7	Hombre	1
2010	01	Europa	109	Finlandia	UE-27	22	Huesca	22125	Huesca	7	Mujer	2
2010	01	Europa	109	Finlandia	UE-27	44	Teruel	44216	Teruel	7	Hombre	4
2010	01	Europa	109	Finlandia	UE-27	44	Teruel	44216	Teruel	7	Mujer	4
2010	01	Europa	109	Finlandia	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	19
2010	01	Europa	109	Finlandia	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	12
2010	01	Europa	110	Francia	UE-27	22	Huesca	22048	Barbastro	6	Hombre	52
2010	01	Europa	110	Francia	UE-27	22	Huesca	22048	Barbastro	6	Mujer	43
2010	01	Europa	110	Francia	UE-27	22	Huesca	22112	Fraga	6	Hombre	7
2010	01	Europa	110	Francia	UE-27	22	Huesca	22112	Fraga	6	Mujer	14
2010	01	Europa	110	Francia	UE-27	22	Huesca	22125	Huesca	7	Hombre	141
2010	01	Europa	110	Francia	UE-27	22	Huesca	22125	Huesca	7	Mujer	96
2010	01	Europa	110	Francia	UE-27	22	Huesca	22130	Jaca	6	Hombre	77
2010	01	Europa	110	Francia	UE-27	22	Huesca	22130	Jaca	6	Mujer	95
2010	01	Europa	110	Francia	UE-27	22	Huesca	22158	Monzón	6	Hombre	24
2010	01	Europa	110	Francia	UE-27	22	Huesca	22158	Monzón	6	Mujer	32
2010	01	Europa	110	Francia	UE-27	44	Teruel	44013	Alcañiz	6	Hombre	35
2010	01	Europa	110	Francia	UE-27	44	Teruel	44013	Alcañiz	6	Mujer	41
2010	01	Europa	110	Francia	UE-27	44	Teruel	44216	Teruel	7	Hombre	87
2010	01	Europa	110	Francia	UE-27	44	Teruel	44216	Teruel	7	Mujer	86
2010	01	Europa	110	Francia	UE-27	50	Zaragoza	50067	Calatayud	6	Hombre	10
2010	01	Europa	110	Francia	UE-27	50	Zaragoza	50067	Calatayud	6	Mujer	17
2010	01	Europa	110	Francia	UE-27	50	Zaragoza	50089	Cuarte de Huerva	6	Hombre	7
2010	01	Europa	110	Francia	UE-27	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	2
2010	01	Europa	110	Francia	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	23
2010	01	Europa	110	Francia	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	39
2010	01	Europa	110	Francia	UE-27	50	Zaragoza	50251	Tarazona	6	Hombre	6
2010	01	Europa	110	Francia	UE-27	50	Zaragoza	50251	Tarazona	6	Mujer	8
2010	01	Europa	110	Francia	UE-27	50	Zaragoza	50272	Utebo	6	Hombre	12
2010	01	Europa	110	Francia	UE-27	50	Zaragoza	50272	Utebo	6	Mujer	5
2010	01	Europa	110	Francia	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	849
2010	01	Europa	110	Francia	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	953
2010	01	Europa	111	Grecia	UE-27	22	Huesca	22125	Huesca	7	Hombre	2
2010	01	Europa	111	Grecia	UE-27	22	Huesca	22125	Huesca	7	Mujer	1
2010	01	Europa	111	Grecia	UE-27	22	Huesca	22158	Monzón	6	Mujer	3
2010	01	Europa	111	Grecia	UE-27	44	Teruel	44216	Teruel	7	Hombre	1
2010	01	Europa	111	Grecia	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	1
2010	01	Europa	111	Grecia	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	1
2010	01	Europa	111	Grecia	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	14
2010	01	Europa	111	Grecia	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	29
2010	01	Europa	112	Hungría	UE-27	50	Zaragoza	50067	Calatayud	6	Mujer	1
2010	01	Europa	112	Hungría	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	4
2010	01	Europa	112	Hungría	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	1
2010	01	Europa	113	Irlanda	UE-27	22	Huesca	22048	Barbastro	6	Hombre	2
2010	01	Europa	113	Irlanda	UE-27	22	Huesca	22048	Barbastro	6	Mujer	2
2010	01	Europa	113	Irlanda	UE-27	22	Huesca	22112	Fraga	6	Hombre	1
2010	01	Europa	113	Irlanda	UE-27	22	Huesca	22125	Huesca	7	Hombre	1
2010	01	Europa	113	Irlanda	UE-27	22	Huesca	22125	Huesca	7	Mujer	6
2010	01	Europa	113	Irlanda	UE-27	22	Huesca	22130	Jaca	6	Hombre	3
2010	01	Europa	113	Irlanda	UE-27	22	Huesca	22130	Jaca	6	Mujer	2
2010	01	Europa	113	Irlanda	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	2
2010	01	Europa	113	Irlanda	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	1
2010	01	Europa	113	Irlanda	UE-27	50	Zaragoza	50272	Utebo	6	Mujer	1
2010	01	Europa	113	Irlanda	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	28
2010	01	Europa	113	Irlanda	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	27
2010	01	Europa	115	Italia	UE-27	22	Huesca	22048	Barbastro	6	Hombre	1
2010	01	Europa	115	Italia	UE-27	22	Huesca	22048	Barbastro	6	Mujer	3
2010	01	Europa	115	Italia	UE-27	22	Huesca	22125	Huesca	7	Hombre	4
2010	01	Europa	115	Italia	UE-27	22	Huesca	22125	Huesca	7	Mujer	11
2010	01	Europa	115	Italia	UE-27	22	Huesca	22130	Jaca	6	Hombre	2
2010	01	Europa	115	Italia	UE-27	22	Huesca	22130	Jaca	6	Mujer	3
2010	01	Europa	115	Italia	UE-27	44	Teruel	44013	Alcañiz	6	Hombre	1
2010	01	Europa	115	Italia	UE-27	44	Teruel	44216	Teruel	7	Hombre	1
2010	01	Europa	115	Italia	UE-27	44	Teruel	44216	Teruel	7	Mujer	2
2010	01	Europa	115	Italia	UE-27	50	Zaragoza	50067	Calatayud	6	Hombre	1
2010	01	Europa	115	Italia	UE-27	50	Zaragoza	50067	Calatayud	6	Mujer	3
2010	01	Europa	115	Italia	UE-27	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	2
2010	01	Europa	115	Italia	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	1
2010	01	Europa	115	Italia	UE-27	50	Zaragoza	50251	Tarazona	6	Hombre	1
2010	01	Europa	115	Italia	UE-27	50	Zaragoza	50251	Tarazona	6	Mujer	2
2010	01	Europa	115	Italia	UE-27	50	Zaragoza	50272	Utebo	6	Hombre	1
2010	01	Europa	115	Italia	UE-27	50	Zaragoza	50272	Utebo	6	Mujer	1
2010	01	Europa	115	Italia	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	106
2010	01	Europa	115	Italia	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	211
2010	01	Europa	117	Luxemburgo	UE-27	22	Huesca	22125	Huesca	7	Hombre	1
2010	01	Europa	117	Luxemburgo	UE-27	22	Huesca	22125	Huesca	7	Mujer	1
2010	01	Europa	117	Luxemburgo	UE-27	22	Huesca	22130	Jaca	6	Hombre	1
2010	01	Europa	117	Luxemburgo	UE-27	50	Zaragoza	50067	Calatayud	6	Mujer	1
2010	01	Europa	117	Luxemburgo	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	19
2010	01	Europa	117	Luxemburgo	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	27
2010	01	Europa	121	Países Bajos	UE-27	22	Huesca	22112	Fraga	6	Mujer	1
2010	01	Europa	121	Países Bajos	UE-27	22	Huesca	22125	Huesca	7	Hombre	9
2010	01	Europa	121	Países Bajos	UE-27	22	Huesca	22125	Huesca	7	Mujer	14
2010	01	Europa	121	Países Bajos	UE-27	22	Huesca	22130	Jaca	6	Mujer	4
2010	01	Europa	121	Países Bajos	UE-27	22	Huesca	22158	Monzón	6	Mujer	1
2010	01	Europa	121	Países Bajos	UE-27	50	Zaragoza	50067	Calatayud	6	Hombre	1
2010	01	Europa	121	Países Bajos	UE-27	50	Zaragoza	50067	Calatayud	6	Mujer	3
2010	01	Europa	121	Países Bajos	UE-27	50	Zaragoza	50089	Cuarte de Huerva	6	Hombre	1
2010	01	Europa	121	Países Bajos	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	1
2010	01	Europa	121	Países Bajos	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	1
2010	01	Europa	121	Países Bajos	UE-27	50	Zaragoza	50251	Tarazona	6	Hombre	1
2010	01	Europa	121	Países Bajos	UE-27	50	Zaragoza	50251	Tarazona	6	Mujer	1
2010	01	Europa	121	Países Bajos	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	81
2010	01	Europa	121	Países Bajos	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	121
2010	01	Europa	122	Polonia	UE-27	22	Huesca	22125	Huesca	7	Hombre	1
2010	01	Europa	122	Polonia	UE-27	22	Huesca	22125	Huesca	7	Mujer	1
2010	01	Europa	122	Polonia	UE-27	50	Zaragoza	50272	Utebo	6	Mujer	1
2010	01	Europa	122	Polonia	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	8
2010	01	Europa	122	Polonia	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	4
2010	01	Europa	123	Portugal	UE-27	22	Huesca	22112	Fraga	6	Hombre	2
2010	01	Europa	123	Portugal	UE-27	22	Huesca	22112	Fraga	6	Mujer	1
2010	01	Europa	123	Portugal	UE-27	22	Huesca	22125	Huesca	7	Hombre	1
2010	01	Europa	123	Portugal	UE-27	22	Huesca	22125	Huesca	7	Mujer	1
2010	01	Europa	123	Portugal	UE-27	44	Teruel	44013	Alcañiz	6	Hombre	1
2010	01	Europa	123	Portugal	UE-27	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	4
2010	01	Europa	123	Portugal	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	1
2010	01	Europa	123	Portugal	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	1
2010	01	Europa	123	Portugal	UE-27	50	Zaragoza	50251	Tarazona	6	Hombre	1
2010	01	Europa	123	Portugal	UE-27	50	Zaragoza	50272	Utebo	6	Hombre	1
2010	01	Europa	123	Portugal	UE-27	50	Zaragoza	50272	Utebo	6	Mujer	1
2010	01	Europa	123	Portugal	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	47
2010	01	Europa	123	Portugal	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	54
2010	01	Europa	125	Reino Unido	UE-27	22	Huesca	22048	Barbastro	6	Hombre	4
2010	01	Europa	125	Reino Unido	UE-27	22	Huesca	22048	Barbastro	6	Mujer	7
2010	01	Europa	125	Reino Unido	UE-27	22	Huesca	22112	Fraga	6	Hombre	1
2010	01	Europa	125	Reino Unido	UE-27	22	Huesca	22112	Fraga	6	Mujer	6
2010	01	Europa	125	Reino Unido	UE-27	22	Huesca	22125	Huesca	7	Hombre	31
2010	01	Europa	125	Reino Unido	UE-27	22	Huesca	22125	Huesca	7	Mujer	37
2010	01	Europa	125	Reino Unido	UE-27	22	Huesca	22130	Jaca	6	Hombre	4
2010	01	Europa	125	Reino Unido	UE-27	22	Huesca	22130	Jaca	6	Mujer	8
2010	01	Europa	125	Reino Unido	UE-27	22	Huesca	22158	Monzón	6	Hombre	2
2010	01	Europa	125	Reino Unido	UE-27	22	Huesca	22158	Monzón	6	Mujer	4
2010	01	Europa	125	Reino Unido	UE-27	44	Teruel	44013	Alcañiz	6	Hombre	3
2010	01	Europa	125	Reino Unido	UE-27	44	Teruel	44013	Alcañiz	6	Mujer	4
2010	01	Europa	125	Reino Unido	UE-27	44	Teruel	44216	Teruel	7	Hombre	28
2010	01	Europa	125	Reino Unido	UE-27	44	Teruel	44216	Teruel	7	Mujer	20
2010	01	Europa	125	Reino Unido	UE-27	50	Zaragoza	50067	Calatayud	6	Hombre	3
2010	01	Europa	125	Reino Unido	UE-27	50	Zaragoza	50067	Calatayud	6	Mujer	9
2010	01	Europa	125	Reino Unido	UE-27	50	Zaragoza	50089	Cuarte de Huerva	6	Hombre	1
2010	01	Europa	125	Reino Unido	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	5
2010	01	Europa	125	Reino Unido	UE-27	50	Zaragoza	50251	Tarazona	6	Hombre	2
2010	01	Europa	125	Reino Unido	UE-27	50	Zaragoza	50251	Tarazona	6	Mujer	1
2010	01	Europa	125	Reino Unido	UE-27	50	Zaragoza	50272	Utebo	6	Hombre	3
2010	01	Europa	125	Reino Unido	UE-27	50	Zaragoza	50272	Utebo	6	Mujer	1
2010	01	Europa	125	Reino Unido	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	329
2010	01	Europa	125	Reino Unido	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	390
2010	01	Europa	126	Alemania	UE-27	22	Huesca	22048	Barbastro	6	Hombre	2
2010	01	Europa	126	Alemania	UE-27	22	Huesca	22048	Barbastro	6	Mujer	4
2010	01	Europa	126	Alemania	UE-27	22	Huesca	22112	Fraga	6	Hombre	4
2010	01	Europa	126	Alemania	UE-27	22	Huesca	22112	Fraga	6	Mujer	6
2010	01	Europa	126	Alemania	UE-27	22	Huesca	22125	Huesca	7	Hombre	18
2010	01	Europa	126	Alemania	UE-27	22	Huesca	22125	Huesca	7	Mujer	25
2010	01	Europa	126	Alemania	UE-27	22	Huesca	22130	Jaca	6	Hombre	7
2010	01	Europa	126	Alemania	UE-27	22	Huesca	22130	Jaca	6	Mujer	7
2010	01	Europa	126	Alemania	UE-27	22	Huesca	22158	Monzón	6	Hombre	12
2010	01	Europa	126	Alemania	UE-27	22	Huesca	22158	Monzón	6	Mujer	13
2010	01	Europa	126	Alemania	UE-27	44	Teruel	44013	Alcañiz	6	Hombre	8
2010	01	Europa	126	Alemania	UE-27	44	Teruel	44216	Teruel	7	Hombre	11
2010	01	Europa	126	Alemania	UE-27	44	Teruel	44216	Teruel	7	Mujer	17
2010	01	Europa	126	Alemania	UE-27	50	Zaragoza	50067	Calatayud	6	Hombre	11
2010	01	Europa	126	Alemania	UE-27	50	Zaragoza	50067	Calatayud	6	Mujer	5
2010	01	Europa	126	Alemania	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	7
2010	01	Europa	126	Alemania	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	10
2010	01	Europa	126	Alemania	UE-27	50	Zaragoza	50251	Tarazona	6	Hombre	8
2010	01	Europa	126	Alemania	UE-27	50	Zaragoza	50251	Tarazona	6	Mujer	11
2010	01	Europa	126	Alemania	UE-27	50	Zaragoza	50272	Utebo	6	Hombre	2
2010	01	Europa	126	Alemania	UE-27	50	Zaragoza	50272	Utebo	6	Mujer	7
2010	01	Europa	126	Alemania	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	563
2010	01	Europa	126	Alemania	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	640
2010	01	Europa	128	Rumanía	UE-27	22	Huesca	22158	Monzón	6	Hombre	1
2010	01	Europa	128	Rumanía	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	2
2010	01	Europa	128	Rumanía	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	4
2010	01	Europa	128	Rumanía	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	2
2010	01	Europa	131	Suecia	UE-27	22	Huesca	22048	Barbastro	6	Hombre	1
2010	01	Europa	131	Suecia	UE-27	22	Huesca	22048	Barbastro	6	Mujer	1
2010	01	Europa	131	Suecia	UE-27	22	Huesca	22112	Fraga	6	Hombre	1
2010	01	Europa	131	Suecia	UE-27	22	Huesca	22125	Huesca	7	Hombre	1
2010	01	Europa	131	Suecia	UE-27	22	Huesca	22125	Huesca	7	Mujer	2
2010	01	Europa	131	Suecia	UE-27	22	Huesca	22130	Jaca	6	Hombre	1
2010	01	Europa	131	Suecia	UE-27	22	Huesca	22130	Jaca	6	Mujer	1
2010	01	Europa	131	Suecia	UE-27	44	Teruel	44013	Alcañiz	6	Hombre	1
2010	01	Europa	131	Suecia	UE-27	44	Teruel	44216	Teruel	7	Hombre	2
2010	01	Europa	131	Suecia	UE-27	44	Teruel	44216	Teruel	7	Mujer	1
2010	01	Europa	131	Suecia	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	1
2010	01	Europa	131	Suecia	UE-27	50	Zaragoza	50251	Tarazona	6	Mujer	1
2010	01	Europa	131	Suecia	UE-27	50	Zaragoza	50272	Utebo	6	Mujer	1
2010	01	Europa	131	Suecia	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	27
2010	01	Europa	131	Suecia	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	30
2010	01	Europa	141	Estonia	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	1
2010	01	Europa	142	Lituania	UE-27	22	Huesca	22125	Huesca	7	Hombre	1
2010	01	Europa	142	Lituania	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	2
2010	01	Europa	143	República Checa	UE-27	44	Teruel	44216	Teruel	7	Mujer	1
2010	01	Europa	143	República Checa	UE-27	50	Zaragoza	50067	Calatayud	6	Hombre	1
2010	01	Europa	143	República Checa	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	7
2010	01	Europa	143	República Checa	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	3
2010	01	Europa	144	Eslovaquia	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	2
2010	01	Europa	144	Eslovaquia	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	1
2010	02	Europa	120	Noruega	Resto de Europa	22	Huesca	22125	Huesca	7	Mujer	1
2010	02	Europa	120	Noruega	Resto de Europa	44	Teruel	44216	Teruel	7	Hombre	2
2010	02	Europa	120	Noruega	Resto de Europa	44	Teruel	44216	Teruel	7	Mujer	1
2010	02	Europa	120	Noruega	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Hombre	5
2010	02	Europa	120	Noruega	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Mujer	9
2010	02	Europa	124	Andorra	Resto de Europa	22	Huesca	22048	Barbastro	6	Hombre	13
2010	02	Europa	124	Andorra	Resto de Europa	22	Huesca	22048	Barbastro	6	Mujer	11
2010	02	Europa	124	Andorra	Resto de Europa	22	Huesca	22112	Fraga	6	Hombre	14
2010	02	Europa	124	Andorra	Resto de Europa	22	Huesca	22112	Fraga	6	Mujer	15
2010	02	Europa	124	Andorra	Resto de Europa	22	Huesca	22125	Huesca	7	Hombre	11
2010	02	Europa	124	Andorra	Resto de Europa	22	Huesca	22125	Huesca	7	Mujer	12
2010	02	Europa	124	Andorra	Resto de Europa	22	Huesca	22130	Jaca	6	Hombre	4
