Año	Municipio código	Municipio nombre	Superficie total agricultura ecológica	Superficie calificada agricultura ecológica	Superficie calificada en reconversión	Superficie calificada primer año prácticas	Superficie certificaciones privadas	Superficie sin clasificar
2015	22151	Loscorrales	0	0	0	0	0	0
2015	22155	Monesma y Cajigar	0	0	0	0	0	0
2015	22156	Monflorite-Lascasas	0	0	0	0	0	0
2015	22157	Montanuy	0	0	0	0	0	0
2015	22158	Monzón	108,91	74,51	7,29	0	27,11	0
2015	22160	Naval	49,72	25,64	18,27	5,81	0	0
2015	22162	Novales	0	0	0	0	0	0
2015	22163	Nueno	0	0	0	0	0	0
2015	22164	Olvena	0	0	0	0	0	0
2015	22165	Ontiñena	0	0	0	0	0	0
2015	22167	Osso de Cinca	1,55	1,55	0	0	0	0
2015	22168	Palo	25,18	25,18	0	0	0	0
2015	22170	Panticosa	0	0	0	0	0	0
2015	22172	Peñalba	128,28	128,28	0	0	0	0
2015	22173	Peñas de Riglos (Las)	0	0	0	0	0	0
2015	22174	Peralta de Alcofea	16,76	10,33	1,53	0	4,9	0
2015	22175	Peralta de Calasanz	0	0	0	0	0	0
2015	22176	Peraltilla	2,48	0	2,48	0	0	0
2015	22177	Perarrúa	0	0	0	0	0	0
2015	22178	Pertusa	0	0	0	0	0	0
2015	22181	Piracés	0	0	0	0	0	0
2015	22182	Plan	0	0	0	0	0	0
2015	22184	Poleñino	0	0	0	0	0	0
2015	22186	Pozán de Vero	15,44	0,12	7,34	7,98	0	0
2015	22187	Puebla de Castro (La)	0	0	0	0	0	0
2015	22188	Puente de Montañana	0	0	0	0	0	0
2015	22189	Puértolas	0	0	0	0	0	0
2015	22190	Pueyo de Araguás (El)	0	0	0	0	0	0
2015	22193	Pueyo de Santa Cruz	0	0	0	0	0	0
2015	22195	Quicena	8,79	8,79	0	0	0	0
2015	22197	Robres	0	0	0	0	0	0
2015	22199	Sabiñánigo	12,01	12,01	0	0	0	0
2015	22200	Sahún	0	0	0	0	0	0
2015	22201	Salas Altas	12,0184	7,89	0	0	0	4,1284
2015	22202	Salas Bajas	0	0	0	0	0	0
2015	22203	Salillas	0	0	0	0	0	0
2015	22204	Sallent de Gállego	0	0	0	0	0	0
2015	22205	San Esteban de Litera	100,6836	28,7236	0	33,49	0	38,47
2015	22206	Sangarrén	0	0	0	0	0	0
2015	22207	San Juan de Plan	0	0	0	0	0	0
2015	22208	Santa Cilia	0	0	0	0	0	0
2015	22209	Santa Cruz de la Serós	0	0	0	0	0	0
2015	22212	Santaliestra y San Quílez	0	0	0	0	0	0
2015	22213	Sariñena	62,1975	49,0975	2,43	3,44	0	7,23
2015	22214	Secastilla	3,52	3,52	0	0	0	0
2015	22215	Seira	0	0	0	0	0	0
2015	22217	Sena	57,01	57,01	0	0	0	0
2015	22218	Senés de Alcubierre	0	0	0	0	0	0
2015	22220	Sesa	0	0	0	0	0	0
2015	22221	Sesué	0	0	0	0	0	0
2015	22222	Siétamo	0	0	0	0	0	0
2015	22223	Sopeira	0	0	0	0	0	0
2015	22225	Tamarite de Litera	26,37	18,25	0	0	0	8,12
2015	22226	Tardienta	185,86	7,93	0	0	177,93	0
2015	22227	Tella-Sin	0	0	0	0	0	0
2015	22228	Tierz	0	0	0	0	0	0
2015	22229	Tolva	0	0	0	0	0	0
2015	22230	Torla-Ordesa	0	0	0	0	0	0
2015	22232	Torralba de Aragón	113,5415	113,5415	0	0	0	0
2015	22233	Torre la Ribera	0	0	0	0	0	0
2015	22234	Torrente de Cinca	0	0	0	0	0	0
2015	22235	Torres de Alcanadre	1,7801	0	1,2901	0,49	0	0
2015	22236	Torres de Barbués	0	0	0	0	0	0
2015	22239	Tramaced	0	0	0	0	0	0
2015	22242	Valfarta	7,25	7,25	0	0	0	0
2015	22243	Valle de Bardají	0	0	0	0	0	0
2015	22244	Valle de Lierp	0	0	0	0	0	0
2015	22245	Velilla de Cinca	0	0	0	0	0	0
2015	22246	Beranuy	0	0	0	0	0	0
2015	22247	Viacamp y Litera	0	0	0	0	0	0
2015	22248	Vicién	0	0	0	0	0	0
2015	22249	Villanova	0	0	0	0	0	0
2015	22250	Villanúa	0	0	0	0	0	0
2015	22251	Villanueva de Sigena	16,84	16,84	0	0	0	0
2015	22252	Yebra de Basa	0	0	0	0	0	0
2015	22253	Yésero	0	0	0	0	0	0
2015	22254	Zaidín	27,1	27,1	0	0	0	0
2015	22901	Valle de Hecho	0	0	0	0	0	0
2015	22902	Puente la Reina de Jaca	0	0	0	0	0	0
2015	22903	San Miguel del Cinca	286,36	271,47	14,89	0	0	0
2015	22904	Sotonera (La)	1,5947	1,55	0	0	0	0,0447
2015	22905	Lupiñén-Ortilla	36,19	0	0	0	36,19	0
2015	22906	Santa María de Dulcis	0	0	0	0	0	0
2015	22907	Aínsa-Sobrarbe	144,36	140,2	0	4,16	0	0
2015	22908	Hoz y Costeán	361,8182	311,183	4,55	3,78	0	42,3052
2015	22909	Vencillón	0	0	0	0	0	0
2015	44001	Ababuj	86,87	78,94	6,98	0,95	0	0
2015	44002	Abejuela	0	0	0	0	0	0
2015	44003	Aguatón	0	0	0	0	0	0
2015	44004	Aguaviva	0	0	0	0	0	0
2015	44005	Aguilar del Alfambra	0	0	0	0	0	0
2015	44006	Alacón	155,8435	153,7999	0	0	0	2,0436
2015	44007	Alba	0	0	0	0	0	0
2015	44008	Albalate del Arzobispo	293,003	271,63	4,05	4,76	10,63	1,933
2015	44009	Albarracín	1562,13	1554,16	7,97	0	0	0
2015	44010	Albentosa	0	0	0	0	0	0
2015	44011	Alcaine	1,96	0	1,96	0	0	0
2015	44012	Alcalá de la Selva	0	0	0	0	0	0
2015	44013	Alcañiz	426,5833	272,46	3,34	83,36	0	67,4233
2015	44014	Alcorisa	21,24	14,91	0	0	0	6,33
2015	44016	Alfambra	0	0	0	0	0	0
2015	44017	Aliaga	78,4	78,4	0	0	0	0
2015	44018	Almohaja	0	0	0	0	0	0
2015	44019	Alobras	0	0	0	0	0	0
2015	44020	Alpeñés	0	0	0	0	0	0
2015	44021	Allepuz	0	0	0	0	0	0
2015	44022	Alloza	10,73	10,73	0	0	0	0
2015	44023	Allueva	0	0	0	0	0	0
2015	44024	Anadón	0	0	0	0	0	0
2015	44025	Andorra	29,25	26,55	2,7	0	0	0
2015	44026	Arcos de las Salinas	0	0	0	0	0	0
2015	44027	Arens de Lledó	121,7175	121,7175	0	0	0	0
2015	44028	Argente	0	0	0	0	0	0
2015	44029	Ariño	10,32	10,32	0	0	0	0
2015	44031	Azaila	275,05	270,15	0	0	0	4,9
2015	44032	Bádenas	0	0	0	0	0	0
2015	44033	Báguena	0	0	0	0	0	0
2015	44034	Bañón	50,58	50,58	0	0	0	0
2015	44035	Barrachina	0	0	0	0	0	0
2015	44036	Bea	0	0	0	0	0	0
2015	44037	Beceite	8,17	8,17	0	0	0	0
2015	44038	Belmonte de San José	164,69	21,16	0	0	0	143,53
2015	44039	Bello	0	0	0	0	0	0
2015	44040	Berge	0	0	0	0	0	0
2015	44041	Bezas	0	0	0	0	0	0
2015	44042	Blancas	2,54	2,54	0	0	0	0
2015	44043	Blesa	5,88	5,88	0	0	0	0
2015	44044	Bordón	0	0	0	0	0	0
2015	44045	Bronchales	0	0	0	0	0	0
2015	44046	Bueña	0	0	0	0	0	0
2015	44047	Burbáguena	7,88	0,87	0,56	0	6,45	0
2015	44048	Cabra de Mora	0	0	0	0	0	0
2015	44049	Calaceite	474,6364	324,426	46,31	58,0604	0	45,84
2015	44050	Calamocha	53,6	0	0	24,57	29,03	0
2015	44051	Calanda	423,9855	304,6293	15,85	1,56	0	101,9462
2015	44052	Calomarde	0	0	0	0	0	0
2015	44053	Camañas	2,27	2,27	0	0	0	0
2015	44054	Camarena de la Sierra	0	0	0	0	0	0
2015	44055	Camarillas	24,13	0,43	0	0	0	23,7
2015	44056	Caminreal	0	0	0	0	0	0
2015	44059	Cantavieja	0	0	0	0	0	0
2015	44060	Cañada de Benatanduz	0	0	0	0	0	0
2015	44061	Cañada de Verich (La)	0	0	0	0	0	0
2015	44062	Cañada Vellida	5,5	5,5	0	0	0	0
2015	44063	Cañizar del Olivar	0	0	0	0	0	0
2015	44064	Cascante del Río	0	0	0	0	0	0
2015	44065	Castejón de Tornos	0	0	0	0	0	0
2015	44066	Castel de Cabra	0	0	0	0	0	0
2015	44067	Castelnou	0	0	0	0	0	0
2015	44068	Castelserás	37,4997	31,5	4,57	0	0	1,4297
2015	44070	Castellar (El)	92,94	92,94	0	0	0	0
2015	44071	Castellote	0	0	0	0	0	0
2015	44074	Cedrillas	0	0	0	0	0	0
2015	44075	Celadas	0	0	0	0	0	0
2015	44076	Cella	0	0	0	0	0	0
2015	44077	Cerollera (La)	0	0	0	0	0	0
2015	44080	Codoñera (La)	30,5074	24,7	3,75	0	0	2,0574
2015	44082	Corbalán	0	0	0	0	0	0
2015	44084	Cortes de Aragón	0	0	0	0	0	0
2015	44085	Cosa	0	0	0	0	0	0
2015	44086	Cretas	61,65	49,43	11,08	0	0	1,14
2015	44087	Crivillén	1,14	1,14	0	0	0	0
2015	44088	Cuba (La)	0	0	0	0	0	0
2015	44089	Cubla	0	0	0	0	0	0
2015	44090	Cucalón	0	0	0	0	0	0
2015	44092	Cuervo (El)	0	0	0	0	0	0
2015	44093	Cuevas de Almudén	0	0	0	0	0	0
2015	44094	Cuevas Labradas	75,93	75,93	0	0	0	0
2015	44096	Ejulve	0	0	0	0	0	0
2015	44097	Escorihuela	180,45	180,45	0	0	0	0
2015	44099	Escucha	0	0	0	0	0	0
2015	44100	Estercuel	0	0	0	0	0	0
2015	44101	Ferreruela de Huerva	0	0	0	0	0	0
2015	44102	Fonfría	0	0	0	0	0	0
2015	44103	Formiche Alto	0	0	0	0	0	0
2015	44105	Fórnoles	12,66	11,96	0,7	0	0	0
2015	44106	Fortanete	12,17	12,17	0	0	0	0
2015	44107	Foz-Calanda	34,69	29,7	0	0,6	0	4,39
2015	44108	Fresneda (La)	33,4006	25,35	4,3215	0	0	3,7291
2015	44109	Frías de Albarracín	0	0	0	0	0	0
2015	44110	Fuenferrada	0	0	0	0	0	0
2015	44111	Fuentes Calientes	315,968	86,828	0	0	228,45	0,69
2015	44112	Fuentes Claras	0	0	0	0	0	0
2015	44113	Fuentes de Rubielos	0	0	0	0	0	0
2015	44114	Fuentespalda	26,96	26,76	0	0	0	0,2
2015	44115	Galve	76,09	76,09	0	0	0	0
2015	44116	Gargallo	0	0	0	0	0	0
2015	44117	Gea de Albarracín	0	0	0	0	0	0
2015	44118	Ginebrosa (La)	15,0028	0	4,575	7,975	0	2,4528
2015	44119	Griegos	0	0	0	0	0	0
2015	44120	Guadalaviar	0	0	0	0	0	0
2015	44121	Gúdar	0	0	0	0	0	0
2015	44122	Híjar	581,1481	506,4	9,12	22,76	0	42,8681
2015	44123	Hinojosa de Jarque	0	0	0	0	0	0
2015	44124	Hoz de la Vieja (La)	0	0	0	0	0	0
2015	44125	Huesa del Común	0	0	0	0	0	0
2015	44126	Iglesuela del Cid (La)	0	0	0	0	0	0
2015	44127	Jabaloyas	0	0	0	0	0	0
2015	44128	Jarque de la Val	0	0	0	0	0	0
2015	44129	Jatiel	0	0	0	0	0	0
2015	44130	Jorcas	1,09	1,09	0	0	0	0
2015	44131	Josa	93,33	0	93,08	0	0	0,25
2015	44132	Lagueruela	0	0	0	0	0	0
2015	44133	Lanzuela	0	0	0	0	0	0
2015	44135	Libros	0	0	0	0	0	0
2015	44136	Lidón	84,5319	43,19	0	0	41,3419	0
2015	44137	Linares de Mora	394,3979	86,7544	0	305,2235	0	2,42
2015	44138	Loscos	0,68	0	0	0	0	0,68
2015	44141	Lledó	14,23	14,23	0	0	0	0
2015	44142	Maicas	0	0	0	0	0	0
2015	44143	Manzanera	0	0	0	0	0	0
2015	44144	Martín del Río	0	0	0	0	0	0
2015	44145	Mas de las Matas	20,6064	0	9,39	9,33	0	1,8864
2015	44146	Mata de los Olmos (La)	55,7035	52,26	0	0,48	0	2,9635
2015	44147	Mazaleón	625,788	536,7761	35,1	0,2	0	53,7119
2015	44148	Mezquita de Jarque	0	0	0	0	0	0
2015	44149	Mirambel	0	0	0	0	0	0
2015	44150	Miravete de la Sierra	0	0	0	0	0	0
2015	44151	Molinos	0	0	0	0	0	0
2015	44152	Monforte de Moyuela	0	0	0	0	0	0
2015	44153	Monreal del Campo	2,65	1,65	0	1	0	0
2015	44154	Monroyo	0	0	0	0	0	0
2015	44155	Montalbán	0	0	0	0	0	0
2015	44156	Monteagudo del Castillo	3,59	0	3,59	0	0	0
2015	44157	Monterde de Albarracín	0	0	0	0	0	0
2015	44158	Mora de Rubielos	0	0	0	0	0	0
2015	44159	Moscardón	0	0	0	0	0	0
2015	44160	Mosqueruela	220,209	6,77	0	0	0	213,439
2015	44161	Muniesa	66,14	64,84	0	0	0	1,3
2015	44163	Noguera de Albarracín	0	0	0	0	0	0
2015	44164	Nogueras	0	0	0	0	0	0
2015	44165	Nogueruelas	0	0	0	0	0	0
2015	44167	Obón	0	0	0	0	0	0
2015	44168	Odón	0	0	0	0	0	0
2015	44169	Ojos Negros	0	0	0	0	0	0
2015	44171	Olba	0	0	0	0	0	0
2015	44172	Oliete	9,79	9,79	0	0	0	0
2015	44173	Olmos (Los)	30,6757	27,0311	0,44	0	0	3,2046
2015	44174	Orihuela del Tremedal	0	0	0	0	0	0
2015	44175	Orrios	0	0	0	0	0	0
2015	44176	Palomar de Arroyos	0	0	0	0	0	0
2015	44177	Pancrudo	0	0	0	0	0	0
2015	44178	Parras de Castellote (Las)	1,95	0	0	1,95	0	0
2015	44179	Peñarroya de Tastavins	223,02	222,82	0,2	0	0	0
2015	44180	Peracense	0	0	0	0	0	0
2015	44181	Peralejos	172,85	172,85	0	0	0	0
2015	44182	Perales del Alfambra	580,84	185,18	0	0	395,66	0
2015	44183	Pitarque	0	0	0	0	0	0
2015	44184	Plou	0	0	0	0	0	0
2015	44185	Pobo (El)	52,14	52,14	0	0	0	0
2015	44187	Portellada (La)	57,1611	56,123	0,02	0	0	1,0181
2015	44189	Pozondón	0	0	0	0	0	0
2015	44190	Pozuel del Campo	0	0	0	0	0	0
2015	44191	Puebla de Híjar (La)	20,8245	1,0945	0	0	19,73	0
2015	44192	Puebla de Valverde (La)	127,6405	127,6405	0	0	0	0
2015	44193	Puertomingalvo	0	0	0	0	0	0
2015	44194	Ráfales	129,5447	117,0473	0	4,7933	0	7,7041
2015	44195	Rillo	7,29	3,2	0	0	4,09	0
2015	44196	Riodeva	0	0	0	0	0	0
2015	44197	Ródenas	0	0	0	0	0	0
2015	44198	Royuela	0	0	0	0	0	0
2015	44199	Rubiales	0	0	0	0	0	0
2015	44200	Rubielos de la Cérida	0	0	0	0	0	0
2015	44201	Rubielos de Mora	0	0	0	0	0	0
2015	44203	Salcedillo	0	0	0	0	0	0
2015	44204	Saldón	0	0	0	0	0	0
2015	44205	Samper de Calanda	1062,07	994,98	1,47	65,41	0	0,21
2015	44206	San Agustín	0	0	0	0	0	0
2015	44207	San Martín del Río	34,46	33,92	0,54	0	0	0
2015	44208	Santa Cruz de Nogueras	0	0	0	0	0	0
2015	44209	Santa Eulalia	0	0	0	0	0	0
2015	44210	Sarrión	0	0	0	0	0	0
2015	44211	Segura de los Baños	0	0	0	0	0	0
2015	44212	Seno	0	0	0	0	0	0
2015	44213	Singra	3,21	3,21	0	0	0	0
2015	44215	Terriente	0	0	0	0	0	0
2015	44216	Teruel	10,5	10,5	0	0	0	0
2015	44217	Toril y Masegoso	0	0	0	0	0	0
2015	44218	Tormón	0	0	0	0	0	0
2015	44219	Tornos	0	0	0	0	0	0
2015	44220	Torralba de los Sisones	41,65	41,65	0	0	0	0
2015	44221	Torrecilla de Alcañiz	257,3929	238,3795	11,25	0,02	0	7,7434
2015	44222	Torrecilla del Rebollar	2,12	2,12	0	0	0	0
2015	44223	Torre de Arcas	0	0	0	0	0	0
2015	44224	Torre de las Arcas	0	0	0	0	0	0
2015	44225	Torre del Compte	62,25	17,78	0	0	40,44	4,03
2015	44226	Torrelacárcel	0	0	0	0	0	0
2015	44227	Torre los Negros	366,32	148,68	0	0	0	217,64
2015	44228	Torremocha de Jiloca	0	0	0	0	0	0
2015	44229	Torres de Albarracín	0	0	0	0	0	0
2015	44230	Torrevelilla	22,4473	20,51	0,66	0	0	1,2773
2015	44231	Torrijas	0	0	0	0	0	0
2015	44232	Torrijo del Campo	0	0	0	0	0	0
2015	44234	Tramacastiel	0	0	0	0	0	0
2015	44235	Tramacastilla	0	0	0	0	0	0
2015	44236	Tronchón	0	0	0	0	0	0
2015	44237	Urrea de Gaén	16,996	0	0	3,45	0	13,546
2015	44238	Utrillas	0	0	0	0	0	0
2015	44239	Valacloche	0	0	0	0	0	0
2015	44240	Valbona	0	0	0	0	0	0
2015	44241	Valdealgorfa	154,86	133,57	3,26	0,7	0	17,33
2015	44243	Valdecuenca	0	0	0	0	0	0
2015	44244	Valdelinares	0	0	0	0	0	0
2015	44245	Valdeltormo	229,5334	201,6	13,17	0,39	0	14,3734
2015	44246	Valderrobres	360,2838	211,7048	42,159	4,61	0,32	101,49
2015	44247	Valjunquera	145,8279	117,3247	22	0	0	6,5032
2015	44249	Vallecillo (El)	0	0	0	0	0	0
2015	44250	Veguillas de la Sierra	0	0	0	0	0	0
2015	44251	Villafranca del Campo	366,6	366,6	0	0	0	0
2015	44252	Villahermosa del Campo	2,43	2,43	0	0	0	0
2015	44256	Villanueva del Rebollar de la Sierra	0	0	0	0	0	0
2015	44257	Villar del Cobo	0	0	0	0	0	0
2015	44258	Villar del Salz	0	0	0	0	0	0
2015	44260	Villarluengo	0	0	0	0	0	0
2015	44261	Villarquemado	0	0	0	0	0	0
2015	44262	Villarroya de los Pinares	0	0	0	0	0	0
2015	44263	Villastar	0	0	0	0	0	0
2015	44264	Villel	0	0	0	0	0	0
2015	44265	Vinaceite	62,29	62,29	0	0	0	0
2015	44266	Visiedo	46,58	41,96	0	0	4,62	0
2015	44267	Vivel del Río Martín	0	0	0	0	0	0
2015	44268	Zoma (La)	0	0	0	0	0	0
2015	50001	Abanto	0	0	0	0	0	0
2015	50002	Acered	9,25	8,67	0,58	0	0	0
2015	50003	Agón	0,95	0	0	0	0,95	0
2015	50004	Aguarón	0	0	0	0	0	0
2015	50005	Aguilón	11,14	10,94	0	0	0	0,2
2015	50006	Ainzón	9,83	4,03	4,8	0	1	0
2015	50007	Aladrén	0	0	0	0	0	0
2015	50008	Alagón	19,6023	9,2123	10,39	0	0	0
2015	50009	Alarba	3,4	3,4	0	0	0	0
2015	50010	Alberite de San Juan	10,97	0	0	0	10,97	0
2015	50011	Albeta	1,76	0	0	0	1,76	0
2015	50012	Alborge	0	0	0	0	0	0
2015	50013	Alcalá de Ebro	0	0	0	0	0	0
2015	50014	Alcalá de Moncayo	0	0	0	0	0	0
2015	50015	Alconchel de Ariza	0	0	0	0	0	0
2015	50016	Aldehuela de Liestos	0	0	0	0	0	0
2015	50017	Alfajarín	1526,64	358,95	50,44	58,95	1058	0,3
2015	50018	Alfamén	589,52	373,1	19,59	0	196,83	0
2015	50019	Alforque	58,04	57,46	0,58	0	0	0
2015	50020	Alhama de Aragón	11,5407	10,53	0	1,0107	0	0
2015	50021	Almochuel	27,4	27,12	0,28	0	0	0
2015	50022	Almolda (La)	183,33	170,9	0	0	0	12,43
2015	50023	Almonacid de la Cuba	246,21	238,7	2,21	0,83	3,49	0,98
2015	50024	Almonacid de la Sierra	33,76	29,3	3,4	0,63	0	0,43
2015	50025	Almunia de Doña Godina (La)	114	1,54	0	0	112,46	0
2015	50026	Alpartir	0	0	0	0	0	0
2015	50027	Ambel	7,7	0	0	0	7,7	0
2015	50028	Anento	0	0	0	0	0	0
2015	50029	Aniñón	0	0	0	0	0	0
2015	50030	Añón de Moncayo	33,79	0	0	0	33,79	0
2015	50031	Aranda de Moncayo	0	0	0	0	0	0
2015	50032	Arándiga	12,63	0	0	0	0	12,63
2015	50033	Ardisa	0	0	0	0	0	0
2015	50034	Ariza	1,81	0	0	0	0	1,81
2015	50035	Artieda	0	0	0	0	0	0
2015	50036	Asín	0	0	0	0	0	0
2015	50037	Atea	4,88	4,88	0	0	0	0
2015	50038	Ateca	0	0	0	0	0	0
2015	50039	Azuara	474,79	454,82	1,28	14,26	0	4,43
2015	50040	Badules	0,32	0	0	0,32	0	0
2015	50041	Bagüés	0	0	0	0	0	0
2015	50042	Balconchán	9,91	6,95	0	0	0	2,96
2015	50043	Bárboles	0	0	0	0	0	0
2015	50044	Bardallur	1,07	1,07	0	0	0	0
2015	50045	Belchite	1912,3437	1315,37	43,02	248,3837	85,05	220,52
2015	50046	Belmonte de Gracián	0	0	0	0	0	0
2015	50047	Berdejo	470,53	0	0	0	470,53	0
2015	50048	Berrueco	0	0	0	0	0	0
2015	50050	Bijuesca	0	0	0	0	0	0
2015	50051	Biota	8,96	0	0	0	8,96	0
2015	50052	Bisimbre	0	0	0	0	0	0
2015	50053	Boquiñeni	78,75	0	0	0	78,75	0
2015	50054	Bordalba	283,45	0	0	0	0	283,45
2015	50055	Borja	931,98	70,85	0,23	0,61	860,29	0
2015	50056	Botorrita	14,42	9,68	4,64	0	0	0,1
2015	50057	Brea de Aragón	0	0	0	0	0	0
2015	50058	Bubierca	0	0	0	0	0	0
2015	50059	Bujaraloz	1253,62	670,35	34,44	10,97	537,86	0
2015	50060	Bulbuente	0	0	0	0	0	0
2015	50061	Bureta	0,55	0	0	0,55	0	0
2015	50062	Burgo de Ebro (El)	0,2	0	0	0	0	0,2
2015	50063	Buste (El)	13,96	0	0	0	13,96	0
2015	50064	Cabañas de Ebro	0	0	0	0	0	0
2015	50065	Cabolafuente	0	0	0	0	0	0
2015	50066	Cadrete	0	0	0	0	0	0
2015	50067	Calatayud	0	0	0	0	0	0
2015	50068	Calatorao	235,9841	98,4	4,08	8,54	114,73	10,2341
2015	50069	Calcena	0	0	0	0	0	0
2015	50070	Calmarza	0	0	0	0	0	0
2015	50071	Campillo de Aragón	0	0	0	0	0	0
2015	50072	Carenas	0	0	0	0	0	0
2015	50073	Cariñena	373,45	340,54	23,87	1,65	0	7,39
2015	50074	Caspe	1699,5016	1437,9403	45,28	60,51	127,15	28,6213
2015	50075	Castejón de Alarba	0,8	0,8	0	0	0	0
2015	50076	Castejón de las Armas	0	0	0	0	0	0
2015	50077	Castejón de Valdejasa	13,25	0	0	0	13,25	0
2015	50078	Castiliscar	369,76	204,24	146,71	18,81	0	0
2015	50079	Cervera de la Cañada	108,94	0	0	0	108,94	0
2015	50080	Cerveruela	0	0	0	0	0	0
2015	50081	Cetina	0	0	0	0	0	0
2015	50082	Cimballa	0	0	0	0	0	0
2015	50083	Cinco Olivas	0	0	0	0	0	0
2015	50084	Clarés de Ribota	0	0	0	0	0	0
2015	50085	Codo	52,55	27,76	3,06	19,45	2,28	0
2015	50086	Codos	91,21	91,21	0	0	0	0
2015	50087	Contamina	27,42	0	0	0	0	27,42
2015	50088	Cosuenda	0	0	0	0	0	0
2015	50089	Cuarte de Huerva	1,83	0	0	0	1,83	0
2015	50090	Cubel	0	0	0	0	0	0
2015	50091	Cuerlas (Las)	0	0	0	0	0	0
2015	50092	Chiprana	19,75	0	0	0	19,75	0
2015	50093	Chodes	0	0	0	0	0	0
2015	50094	Daroca	2,05	0,5	0,95	0	0	0,6
2015	50095	Ejea de los Caballeros	333,6636	166,2636	8,23	5,14	154,03	0
2015	50096	Embid de Ariza	0	0	0	0	0	0
2015	50098	Encinacorba	14,14	14,14	0	0	0	0
2015	50099	Épila	2386,6362	1377,44	19,9	29,57	951,8449	7,8813
2015	50100	Erla	6,74	6,74	0	0	0	0
2015	50101	Escatrón	866,1	522,09	2,66	4,97	80,11	256,27
2015	50102	Fabara	163,4186	140,17	5,88	5,02	0	12,3486
2015	50104	Farlete	1154,7	987,86	86,92	32,64	0	47,28
2015	50105	Fayón	48,29	16,84	28,07	2,9	0	0,48
2015	50106	Fayos (Los)	0	0	0	0	0	0
2015	50107	Figueruelas	5,76	0	0	0	5,76	0
2015	50108	Fombuena	213,62	213,62	0	0	0	0
2015	50109	Frago (El)	0	0	0	0	0	0
2015	50110	Frasno (El)	57,042	7,64	0	0,7005	34,4615	14,24
2015	50111	Fréscano	2,33	2,33	0	0	0	0
2015	50113	Fuendejalón	289,1238	50,4	22,7838	18,93	197,01	0
2015	50114	Fuendetodos	270,99	194,11	0	0	76,88	0
2015	50115	Fuentes de Ebro	7	7	0	0	0	0
2015	50116	Fuentes de Jiloca	0	0	0	0	0	0
2015	50117	Gallocanta	0	0	0	0	0	0
2015	50118	Gallur	1,65	1,65	0	0	0	0
2015	50119	Gelsa	15,24	15,24	0	0	0	0
2015	50120	Godojos	0	0	0	0	0	0
2015	50121	Gotor	0	0	0	0	0	0
2015	50122	Grisel	0	0	0	0	0	0
2015	50123	Grisén	0,65	0	0	0,65	0	0
2015	50124	Herrera de los Navarros	73,47	73,47	0	0	0	0
2015	50125	Ibdes	12,6	10,32	0	1,91	0	0,37
2015	50126	Illueca	0,19	0,19	0	0	0	0
2015	50128	Isuerre	0	0	0	0	0	0
2015	50129	Jaraba	0	0	0	0	0	0
2015	50130	Jarque de Moncayo	0	0	0	0	0	0
2015	50131	Jaulín	9,95	9,62	0	0	0,33	0
2015	50132	Joyosa (La)	0	0	0	0	0	0
2015	50133	Lagata	216,52	209,94	2,19	4,16	0	0,23
2015	50134	Langa del Castillo	52,97	41,06	0	11,91	0	0
2015	50135	Layana	0	0	0	0	0	0
2015	50136	Lécera	2087,3851	1813,27	91	40,3651	83,83	58,92
2015	50137	Leciñena	368,83	351,97	0,96	14,77	0	1,13
2015	50138	Lechón	0	0	0	0	0	0
2015	50139	Letux	69,96	56,63	1,39	1,61	8,4	1,93
2015	50140	Litago	0	0	0	0	0	0
2015	50141	Lituénigo	0	0	0	0	0	0
2015	50142	Lobera de Onsella	0	0	0	0	0	0
2015	50143	Longares	0	0	0	0	0	0
2015	50144	Longás	0	0	0	0	0	0
2015	50146	Lucena de Jalón	12,2	8,74	0	0,61	2,85	0
2015	50147	Luceni	17,42	0	0	0	17,42	0
2015	50148	Luesia	0	0	0	0	0	0
2015	50149	Luesma	0	0	0	0	0	0
2015	50150	Lumpiaque	456,66	45,75	0,39	2,13	403,71	4,68
2015	50151	Luna	15,77	15,77	0	0	0	0
2015	50152	Maella	202,59	187,85	0,92	0	0	13,82
2015	50153	Magallón	54,02	28,5	0	6,19	19,33	0
2015	50154	Mainar	0	0	0	0	0	0
2015	50155	Malanquilla	0	0	0	0	0	0
2015	50156	Maleján	0	0	0	0	0	0
2015	50157	Malón	0	0	0	0	0	0
2015	50159	Maluenda	5,33	5,33	0	0	0	0
2015	50160	Mallén	28,61	24,73	2,87	1,01	0	0
2015	50161	Manchones	0	0	0	0	0	0
2015	50162	Mara	8,25	0	0	0	0	8,25
2015	50163	María de Huerva	243,75	8,68	0	0	235,07	0
2015	50164	Mediana de Aragón	66,84	66,84	0	0	0	0
2015	50165	Mequinenza	91,71	66,98	8,19	0	0	16,54
2015	50166	Mesones de Isuela	39,98	37,99	1,99	0	0	0
2015	50167	Mezalocha	0,52	0,52	0	0	0	0
2015	50168	Mianos	0	0	0	0	0	0
2015	50169	Miedes de Aragón	86,65	77,29	0	0	0	9,36
2015	50170	Monegrillo	683,95	619,33	12,89	0	0	51,73
2015	50171	Moneva	97,32	97,32	0	0	0	0
2015	50172	Monreal de Ariza	0	0	0	0	0	0
2015	50173	Monterde	0	0	0	0	0	0
2015	50174	Montón	0	0	0	0	0	0
2015	50175	Morata de Jalón	31,931	4,72	0	0	0	27,211
2015	50176	Morata de Jiloca	0	0	0	0	0	0
2015	50177	Morés	0	0	0	0	0	0
