Aragón	Horas trabajadas	Personas residentes viviendas familiares
Aragón	01-10	10941
Aragón	11-20	20369
Aragón	21-30	24336
Aragón	31-40	358867
Aragón	41-50	56403
Aragón	Más de 50	24853
