Municipio código	Municipio nombre	Sexo	Sector actividad	Rama actividad, código	Rama actividad, descripción	Personas residentes viviendas familiares
50266	Trasobares	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	17
50266	Trasobares	Varones	Industria y energía	04	Textil y calzado	4
50266	Trasobares	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
50266	Trasobares	Varones	Industria y energía	07	Metal	4
50266	Trasobares	Varones	Construcción	09	Construcción	7
50266	Trasobares	Varones	Servicios	10	Comercio y reparación	1
50266	Trasobares	Varones	Servicios	11	Hostelería	3
50266	Trasobares	Varones	Servicios	12	Transporte y comunicaciones	2
50266	Trasobares	Varones	Servicios	13	Finanzas y servicios a empresas	1
50266	Trasobares	Varones	Servicios	14	Administración pública	4
50266	Trasobares	Varones	Servicios	16	Sanidad	1
50266	Trasobares	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
50267	Uncastillo	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	4
50267	Uncastillo	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	4
50267	Uncastillo	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	2
50267	Uncastillo	Mujeres	Industria y energía	07	Metal	5
50267	Uncastillo	Mujeres	Industria y energía	08	Manufactureras diversas	1
50267	Uncastillo	Mujeres	Construcción	09	Construcción	2
50267	Uncastillo	Mujeres	Servicios	10	Comercio y reparación	20
50267	Uncastillo	Mujeres	Servicios	11	Hostelería	8
50267	Uncastillo	Mujeres	Servicios	12	Transporte y comunicaciones	10
50267	Uncastillo	Mujeres	Servicios	13	Finanzas y servicios a empresas	4
50267	Uncastillo	Mujeres	Servicios	14	Administración pública	11
50267	Uncastillo	Mujeres	Servicios	15	Educación	13
50267	Uncastillo	Mujeres	Servicios	16	Sanidad	13
50267	Uncastillo	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	11
50267	Uncastillo	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	47
50267	Uncastillo	Varones	Industria y energía	02	Extractivas, energía, gas y agua	6
50267	Uncastillo	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	4
50267	Uncastillo	Varones	Industria y energía	05	Madera y papel	2
50267	Uncastillo	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	2
50267	Uncastillo	Varones	Industria y energía	07	Metal	24
50267	Uncastillo	Varones	Industria y energía	08	Manufactureras diversas	7
50267	Uncastillo	Varones	Construcción	09	Construcción	47
50267	Uncastillo	Varones	Servicios	10	Comercio y reparación	17
50267	Uncastillo	Varones	Servicios	11	Hostelería	12
50267	Uncastillo	Varones	Servicios	12	Transporte y comunicaciones	5
50267	Uncastillo	Varones	Servicios	13	Finanzas y servicios a empresas	6
50267	Uncastillo	Varones	Servicios	14	Administración pública	25
50267	Uncastillo	Varones	Servicios	15	Educación	2
50267	Uncastillo	Varones	Servicios	16	Sanidad	2
50267	Uncastillo	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	6
50268	Undués de Lerda	Mujeres	Servicios	11	Hostelería	1
50268	Undués de Lerda	Mujeres	Servicios	16	Sanidad	1
50268	Undués de Lerda	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	1
50268	Undués de Lerda	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	1
50268	Undués de Lerda	Varones	Industria y energía	07	Metal	1
50268	Undués de Lerda	Varones	Construcción	09	Construcción	2
50268	Undués de Lerda	Varones	Servicios	10	Comercio y reparación	1
50268	Undués de Lerda	Varones	Servicios	11	Hostelería	3
50268	Undués de Lerda	Varones	Servicios	12	Transporte y comunicaciones	4
50269	Urrea de Jalón	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	4
50269	Urrea de Jalón	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	1
50269	Urrea de Jalón	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
50269	Urrea de Jalón	Mujeres	Industria y energía	07	Metal	2
50269	Urrea de Jalón	Mujeres	Construcción	09	Construcción	1
50269	Urrea de Jalón	Mujeres	Servicios	10	Comercio y reparación	18
50269	Urrea de Jalón	Mujeres	Servicios	11	Hostelería	2
50269	Urrea de Jalón	Mujeres	Servicios	12	Transporte y comunicaciones	1
50269	Urrea de Jalón	Mujeres	Servicios	13	Finanzas y servicios a empresas	2
50269	Urrea de Jalón	Mujeres	Servicios	14	Administración pública	3
50269	Urrea de Jalón	Mujeres	Servicios	16	Sanidad	2
50269	Urrea de Jalón	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
50269	Urrea de Jalón	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	25
50269	Urrea de Jalón	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	2
50269	Urrea de Jalón	Varones	Industria y energía	05	Madera y papel	1
50269	Urrea de Jalón	Varones	Industria y energía	07	Metal	32
50269	Urrea de Jalón	Varones	Construcción	09	Construcción	6
50269	Urrea de Jalón	Varones	Servicios	10	Comercio y reparación	5
50269	Urrea de Jalón	Varones	Servicios	11	Hostelería	1
50269	Urrea de Jalón	Varones	Servicios	12	Transporte y comunicaciones	4
50269	Urrea de Jalón	Varones	Servicios	13	Finanzas y servicios a empresas	2
50269	Urrea de Jalón	Varones	Servicios	16	Sanidad	1
50269	Urrea de Jalón	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	3
50270	Urriés	Mujeres	Servicios	11	Hostelería	3
50270	Urriés	Mujeres	Servicios	16	Sanidad	1
50270	Urriés	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	5
50270	Urriés	Varones	Industria y energía	05	Madera y papel	1
50270	Urriés	Varones	Industria y energía	07	Metal	1
50270	Urriés	Varones	Construcción	09	Construcción	3
50270	Urriés	Varones	Servicios	11	Hostelería	2
50270	Urriés	Varones	Servicios	12	Transporte y comunicaciones	2
50271	Used	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	4
50271	Used	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	2
50271	Used	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	3
50271	Used	Mujeres	Construcción	09	Construcción	1
50271	Used	Mujeres	Servicios	10	Comercio y reparación	6
50271	Used	Mujeres	Servicios	11	Hostelería	1
50271	Used	Mujeres	Servicios	12	Transporte y comunicaciones	4
50271	Used	Mujeres	Servicios	13	Finanzas y servicios a empresas	4
50271	Used	Mujeres	Servicios	14	Administración pública	2
50271	Used	Mujeres	Servicios	15	Educación	3
50271	Used	Mujeres	Servicios	16	Sanidad	3
50271	Used	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	51
50271	Used	Varones	Industria y energía	05	Madera y papel	1
50271	Used	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	2
50271	Used	Varones	Industria y energía	07	Metal	5
50271	Used	Varones	Construcción	09	Construcción	6
50271	Used	Varones	Servicios	10	Comercio y reparación	9
50271	Used	Varones	Servicios	11	Hostelería	2
50271	Used	Varones	Servicios	12	Transporte y comunicaciones	3
50271	Used	Varones	Servicios	13	Finanzas y servicios a empresas	4
50271	Used	Varones	Servicios	14	Administración pública	6
50272	Utebo	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	13
50272	Utebo	Mujeres	Industria y energía	02	Extractivas, energía, gas y agua	6
50272	Utebo	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	82
50272	Utebo	Mujeres	Industria y energía	04	Textil y calzado	48
50272	Utebo	Mujeres	Industria y energía	05	Madera y papel	17
50272	Utebo	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	65
50272	Utebo	Mujeres	Industria y energía	07	Metal	183
50272	Utebo	Mujeres	Industria y energía	08	Manufactureras diversas	15
50272	Utebo	Mujeres	Construcción	09	Construcción	52
50272	Utebo	Mujeres	Servicios	10	Comercio y reparación	512
50272	Utebo	Mujeres	Servicios	11	Hostelería	159
50272	Utebo	Mujeres	Servicios	12	Transporte y comunicaciones	82
50272	Utebo	Mujeres	Servicios	13	Finanzas y servicios a empresas	238
50272	Utebo	Mujeres	Servicios	14	Administración pública	116
50272	Utebo	Mujeres	Servicios	15	Educación	101
50272	Utebo	Mujeres	Servicios	16	Sanidad	142
50272	Utebo	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	152
50272	Utebo	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	146
50272	Utebo	Varones	Industria y energía	02	Extractivas, energía, gas y agua	19
50272	Utebo	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	109
50272	Utebo	Varones	Industria y energía	04	Textil y calzado	31
50272	Utebo	Varones	Industria y energía	05	Madera y papel	68
50272	Utebo	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	143
50272	Utebo	Varones	Industria y energía	07	Metal	1109
50272	Utebo	Varones	Industria y energía	08	Manufactureras diversas	74
50272	Utebo	Varones	Construcción	09	Construcción	446
50272	Utebo	Varones	Servicios	10	Comercio y reparación	419
50272	Utebo	Varones	Servicios	11	Hostelería	97
50272	Utebo	Varones	Servicios	12	Transporte y comunicaciones	377
50272	Utebo	Varones	Servicios	13	Finanzas y servicios a empresas	178
50272	Utebo	Varones	Servicios	14	Administración pública	275
50272	Utebo	Varones	Servicios	15	Educación	52
50272	Utebo	Varones	Servicios	16	Sanidad	44
50272	Utebo	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	71
50273	Valdehorna	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	3
50273	Valdehorna	Mujeres	Servicios	14	Administración pública	2
50273	Valdehorna	Mujeres	Servicios	15	Educación	1
50273	Valdehorna	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	5
50273	Valdehorna	Varones	Industria y energía	07	Metal	2
50273	Valdehorna	Varones	Construcción	09	Construcción	1
50273	Valdehorna	Varones	Servicios	10	Comercio y reparación	2
50273	Valdehorna	Varones	Servicios	14	Administración pública	1
50273	Valdehorna	Varones	Servicios	15	Educación	1
50274	Val de San Martín	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	1
50274	Val de San Martín	Mujeres	Servicios	10	Comercio y reparación	2
50274	Val de San Martín	Mujeres	Servicios	12	Transporte y comunicaciones	2
50274	Val de San Martín	Mujeres	Servicios	13	Finanzas y servicios a empresas	2
50274	Val de San Martín	Mujeres	Servicios	14	Administración pública	2
50274	Val de San Martín	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	5
50274	Val de San Martín	Varones	Industria y energía	07	Metal	3
50274	Val de San Martín	Varones	Construcción	09	Construcción	8
50274	Val de San Martín	Varones	Servicios	10	Comercio y reparación	2
50274	Val de San Martín	Varones	Servicios	12	Transporte y comunicaciones	2
50274	Val de San Martín	Varones	Servicios	14	Administración pública	1
50275	Valmadrid	Mujeres	Servicios	10	Comercio y reparación	1
50275	Valmadrid	Mujeres	Servicios	11	Hostelería	1
50275	Valmadrid	Mujeres	Servicios	13	Finanzas y servicios a empresas	1
50275	Valmadrid	Mujeres	Servicios	16	Sanidad	1
50275	Valmadrid	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	5
50275	Valmadrid	Varones	Industria y energía	07	Metal	3
50275	Valmadrid	Varones	Construcción	09	Construcción	2
50275	Valmadrid	Varones	Servicios	10	Comercio y reparación	13
50275	Valmadrid	Varones	Servicios	12	Transporte y comunicaciones	1
50275	Valmadrid	Varones	Servicios	14	Administración pública	1
50275	Valmadrid	Varones	Servicios	15	Educación	1
50276	Valpalmas	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
50276	Valpalmas	Mujeres	Servicios	10	Comercio y reparación	2
50276	Valpalmas	Mujeres	Servicios	11	Hostelería	1
50276	Valpalmas	Mujeres	Servicios	13	Finanzas y servicios a empresas	2
50276	Valpalmas	Mujeres	Servicios	14	Administración pública	1
50276	Valpalmas	Mujeres	Servicios	15	Educación	3
50276	Valpalmas	Mujeres	Servicios	16	Sanidad	5
50276	Valpalmas	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
50276	Valpalmas	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	22
50276	Valpalmas	Varones	Industria y energía	05	Madera y papel	3
50276	Valpalmas	Varones	Industria y energía	07	Metal	4
50276	Valpalmas	Varones	Industria y energía	08	Manufactureras diversas	1
50276	Valpalmas	Varones	Construcción	09	Construcción	6
50276	Valpalmas	Varones	Servicios	10	Comercio y reparación	1
50276	Valpalmas	Varones	Servicios	12	Transporte y comunicaciones	2
50276	Valpalmas	Varones	Servicios	13	Finanzas y servicios a empresas	4
50276	Valpalmas	Varones	Servicios	14	Administración pública	4
50276	Valpalmas	Varones	Servicios	16	Sanidad	1
50276	Valpalmas	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
50277	Valtorres	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	3
50277	Valtorres	Mujeres	Industria y energía	04	Textil y calzado	1
50277	Valtorres	Mujeres	Industria y energía	07	Metal	2
50277	Valtorres	Mujeres	Servicios	10	Comercio y reparación	1
50277	Valtorres	Mujeres	Servicios	11	Hostelería	1
50277	Valtorres	Mujeres	Servicios	15	Educación	1
50277	Valtorres	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	8
50277	Valtorres	Varones	Industria y energía	07	Metal	1
50277	Valtorres	Varones	Construcción	09	Construcción	1
50277	Valtorres	Varones	Servicios	10	Comercio y reparación	1
50277	Valtorres	Varones	Servicios	12	Transporte y comunicaciones	1
50277	Valtorres	Varones	Servicios	15	Educación	1
50278	Velilla de Ebro	Mujeres	Industria y energía	07	Metal	7
50278	Velilla de Ebro	Mujeres	Servicios	10	Comercio y reparación	2
50278	Velilla de Ebro	Mujeres	Servicios	11	Hostelería	7
50278	Velilla de Ebro	Mujeres	Servicios	13	Finanzas y servicios a empresas	2
50278	Velilla de Ebro	Mujeres	Servicios	14	Administración pública	4
50278	Velilla de Ebro	Mujeres	Servicios	15	Educación	1
50278	Velilla de Ebro	Mujeres	Servicios	16	Sanidad	2
50278	Velilla de Ebro	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	23
50278	Velilla de Ebro	Varones	Industria y energía	02	Extractivas, energía, gas y agua	1
50278	Velilla de Ebro	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	14
50278	Velilla de Ebro	Varones	Industria y energía	07	Metal	6
50278	Velilla de Ebro	Varones	Construcción	09	Construcción	8
50278	Velilla de Ebro	Varones	Servicios	10	Comercio y reparación	2
50278	Velilla de Ebro	Varones	Servicios	11	Hostelería	1
50278	Velilla de Ebro	Varones	Servicios	12	Transporte y comunicaciones	5
50278	Velilla de Ebro	Varones	Servicios	13	Finanzas y servicios a empresas	2
50278	Velilla de Ebro	Varones	Servicios	14	Administración pública	3
50279	Velilla de Jiloca	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	5
50279	Velilla de Jiloca	Mujeres	Servicios	10	Comercio y reparación	1
50279	Velilla de Jiloca	Mujeres	Servicios	11	Hostelería	2
50279	Velilla de Jiloca	Mujeres	Servicios	14	Administración pública	1
50279	Velilla de Jiloca	Mujeres	Servicios	15	Educación	3
50279	Velilla de Jiloca	Mujeres	Servicios	16	Sanidad	1
50279	Velilla de Jiloca	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	4
50279	Velilla de Jiloca	Varones	Industria y energía	02	Extractivas, energía, gas y agua	1
50279	Velilla de Jiloca	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	2
50279	Velilla de Jiloca	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
50279	Velilla de Jiloca	Varones	Construcción	09	Construcción	3
50279	Velilla de Jiloca	Varones	Servicios	12	Transporte y comunicaciones	3
50279	Velilla de Jiloca	Varones	Servicios	14	Administración pública	1
50279	Velilla de Jiloca	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	2
50280	Vera de Moncayo	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	4
50280	Vera de Moncayo	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	2
50280	Vera de Moncayo	Mujeres	Industria y energía	04	Textil y calzado	2
50280	Vera de Moncayo	Mujeres	Industria y energía	05	Madera y papel	1
