Aragón	Viviendas en el edificio	Número de edificios
Aragón	01	222833
Aragón	02	17313
Aragón	03	4434
Aragón	04	3074
Aragón	05 a 09	10506
Aragón	10 a 19	8506
Aragón	20 a 39	4157
Aragón	40 o más	1198
Aragón	Sin determinar	395
