Municipio código	Municipio nombre	Calefacción (agregado)	Calefacción (detalle)	Combustible usado	Número hogares
50119	Gelsa	Con calefacción	Con calefacción colectiva	Derivados del petróleo	7
50119	Gelsa	Con calefacción	Con calefacción colectiva	Madera	1
50119	Gelsa	Con calefacción	Con calefacción individual	Gas	16
50119	Gelsa	Con calefacción	Con calefacción individual	Electricidad	62
50119	Gelsa	Con calefacción	Con calefacción individual	Derivados del petróleo	211
50119	Gelsa	Con calefacción	Con calefacción individual	Madera	11
50119	Gelsa	Con calefacción	Con calefacción individual	Derivados del carbón	1
50119	Gelsa	Con calefacción	Con calefacción individual	Otros	2
50119	Gelsa	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	27
50119	Gelsa	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	46
50119	Gelsa	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	13
50119	Gelsa	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	55
50119	Gelsa	Sin calefacción	Sin ningún medio	 No aplicable	13
50120	Godojos	Con calefacción	Con calefacción individual	Gas	2
50120	Godojos	Con calefacción	Con calefacción individual	Derivados del petróleo	8
50120	Godojos	Con calefacción	Con calefacción individual	Madera	2
50120	Godojos	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	1
50120	Godojos	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	17
50120	Godojos	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	1
50120	Godojos	Sin calefacción	Sin ningún medio	 No aplicable	4
50121	Gotor	Con calefacción	Con calefacción colectiva	Derivados del petróleo	4
50121	Gotor	Con calefacción	Con calefacción colectiva	Madera	2
50121	Gotor	Con calefacción	Con calefacción individual	Gas	1
50121	Gotor	Con calefacción	Con calefacción individual	Electricidad	19
50121	Gotor	Con calefacción	Con calefacción individual	Derivados del petróleo	74
50121	Gotor	Con calefacción	Con calefacción individual	Madera	4
50121	Gotor	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	11
50121	Gotor	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	15
50121	Gotor	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
50121	Gotor	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	12
50121	Gotor	Sin calefacción	Sin ningún medio	 No aplicable	6
50122	Grisel	Con calefacción	Con calefacción individual	Gas	1
50122	Grisel	Con calefacción	Con calefacción individual	Derivados del petróleo	10
50122	Grisel	Con calefacción	Con calefacción individual	Madera	1
50122	Grisel	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	8
50122	Grisel	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	3
50122	Grisel	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	13
50122	Grisel	Sin calefacción	Sin ningún medio	 No aplicable	1
50123	Grisén	Con calefacción	Con calefacción colectiva	Derivados del petróleo	3
50123	Grisén	Con calefacción	Con calefacción individual	Gas	5
50123	Grisén	Con calefacción	Con calefacción individual	Electricidad	12
50123	Grisén	Con calefacción	Con calefacción individual	Derivados del petróleo	103
50123	Grisén	Con calefacción	Con calefacción individual	Madera	4
50123	Grisén	Con calefacción	Con calefacción individual	Otros	1
50123	Grisén	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	7
50123	Grisén	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	9
50123	Grisén	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	2
50123	Grisén	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	22
50123	Grisén	Sin calefacción	Sin ningún medio	 No aplicable	19
50124	Herrera de los Navarros	Con calefacción	Con calefacción individual	Gas	2
50124	Herrera de los Navarros	Con calefacción	Con calefacción individual	Electricidad	9
50124	Herrera de los Navarros	Con calefacción	Con calefacción individual	Derivados del petróleo	67
50124	Herrera de los Navarros	Con calefacción	Con calefacción individual	Madera	11
50124	Herrera de los Navarros	Con calefacción	Con calefacción individual	Otros	3
50124	Herrera de los Navarros	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	3
50124	Herrera de los Navarros	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	21
50124	Herrera de los Navarros	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	104
50124	Herrera de los Navarros	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	3
50124	Herrera de los Navarros	Sin calefacción	Sin ningún medio	 No aplicable	30
50125	Ibdes	Con calefacción	Con calefacción colectiva	Derivados del petróleo	2
50125	Ibdes	Con calefacción	Con calefacción individual	Gas	8
50125	Ibdes	Con calefacción	Con calefacción individual	Electricidad	4
50125	Ibdes	Con calefacción	Con calefacción individual	Derivados del petróleo	73
50125	Ibdes	Con calefacción	Con calefacción individual	Madera	4
50125	Ibdes	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	27
50125	Ibdes	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	31
50125	Ibdes	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	56
50125	Ibdes	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	1
50125	Ibdes	Sin calefacción	Sin ningún medio	 No aplicable	7
50126	Illueca	Con calefacción	Con calefacción colectiva	Gas	11
50126	Illueca	Con calefacción	Con calefacción colectiva	Electricidad	4
50126	Illueca	Con calefacción	Con calefacción colectiva	Derivados del petróleo	213
50126	Illueca	Con calefacción	Con calefacción individual	Gas	60
50126	Illueca	Con calefacción	Con calefacción individual	Electricidad	284
50126	Illueca	Con calefacción	Con calefacción individual	Derivados del petróleo	294
50126	Illueca	Con calefacción	Con calefacción individual	Madera	13
50126	Illueca	Con calefacción	Con calefacción individual	Derivados del carbón	1
50126	Illueca	Con calefacción	Con calefacción individual	Otros	2
50126	Illueca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	46
50126	Illueca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	86
50126	Illueca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	15
50126	Illueca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	17
50126	Illueca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	1
50126	Illueca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	1
50126	Illueca	Sin calefacción	Sin ningún medio	 No aplicable	40
50128	Isuerre	Con calefacción	Con calefacción individual	Derivados del petróleo	15
50128	Isuerre	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	4
50128	Isuerre	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
50128	Isuerre	Sin calefacción	Sin ningún medio	 No aplicable	4
50129	Jaraba	Con calefacción	Con calefacción colectiva	Electricidad	1
50129	Jaraba	Con calefacción	Con calefacción colectiva	Derivados del petróleo	2
50129	Jaraba	Con calefacción	Con calefacción individual	Gas	7
50129	Jaraba	Con calefacción	Con calefacción individual	Electricidad	5
50129	Jaraba	Con calefacción	Con calefacción individual	Derivados del petróleo	54
50129	Jaraba	Con calefacción	Con calefacción individual	Madera	9
50129	Jaraba	Con calefacción	Con calefacción individual	Derivados del carbón	2
50129	Jaraba	Con calefacción	Con calefacción individual	Otros	2
50129	Jaraba	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	12
50129	Jaraba	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	13
50129	Jaraba	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
50129	Jaraba	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	11
50129	Jaraba	Sin calefacción	Sin ningún medio	 No aplicable	8
50130	Jarque	Con calefacción	Con calefacción colectiva	Madera	3
50130	Jarque	Con calefacción	Con calefacción individual	Gas	2
50130	Jarque	Con calefacción	Con calefacción individual	Electricidad	13
50130	Jarque	Con calefacción	Con calefacción individual	Derivados del petróleo	91
50130	Jarque	Con calefacción	Con calefacción individual	Madera	10
50130	Jarque	Con calefacción	Con calefacción individual	Otros	1
50130	Jarque	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	13
50130	Jarque	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	24
50130	Jarque	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	2
50130	Jarque	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	25
50130	Jarque	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	1
50130	Jarque	Sin calefacción	Sin ningún medio	 No aplicable	27
50131	Jaulín	Con calefacción	Con calefacción colectiva	Electricidad	1
50131	Jaulín	Con calefacción	Con calefacción colectiva	Derivados del petróleo	3
50131	Jaulín	Con calefacción	Con calefacción individual	Gas	2
50131	Jaulín	Con calefacción	Con calefacción individual	Electricidad	4
50131	Jaulín	Con calefacción	Con calefacción individual	Derivados del petróleo	51
50131	Jaulín	Con calefacción	Con calefacción individual	Madera	8
50131	Jaulín	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	8
50131	Jaulín	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	11
50131	Jaulín	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	2
50131	Jaulín	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	16
50131	Jaulín	Sin calefacción	Sin ningún medio	 No aplicable	6
50132	Joyosa (La)	Con calefacción	Con calefacción colectiva	Gas	1
50132	Joyosa (La)	Con calefacción	Con calefacción colectiva	Electricidad	2
50132	Joyosa (La)	Con calefacción	Con calefacción individual	Gas	4
50132	Joyosa (La)	Con calefacción	Con calefacción individual	Electricidad	20
50132	Joyosa (La)	Con calefacción	Con calefacción individual	Derivados del petróleo	76
50132	Joyosa (La)	Con calefacción	Con calefacción individual	Madera	5
50132	Joyosa (La)	Con calefacción	Con calefacción individual	Otros	1
50132	Joyosa (La)	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	6
50132	Joyosa (La)	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	16
50132	Joyosa (La)	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	2
50132	Joyosa (La)	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	4
50132	Joyosa (La)	Sin calefacción	Sin ningún medio	 No aplicable	2
50133	Lagata	Con calefacción	Con calefacción individual	Derivados del petróleo	3
50133	Lagata	Con calefacción	Con calefacción individual	Madera	2
50133	Lagata	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	5
50133	Lagata	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	16
50133	Lagata	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	2
50133	Lagata	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	51
50133	Lagata	Sin calefacción	Sin ningún medio	 No aplicable	1
50134	Langa del Castillo	Con calefacción	Con calefacción individual	Gas	1
50134	Langa del Castillo	Con calefacción	Con calefacción individual	Electricidad	6
50134	Langa del Castillo	Con calefacción	Con calefacción individual	Derivados del petróleo	28
50134	Langa del Castillo	Con calefacción	Con calefacción individual	Madera	5
50134	Langa del Castillo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	4
50134	Langa del Castillo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	12
50134	Langa del Castillo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	8
50134	Langa del Castillo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	13
50134	Langa del Castillo	Sin calefacción	Sin ningún medio	 No aplicable	3
50135	Layana	Con calefacción	Con calefacción colectiva	Derivados del petróleo	3
50135	Layana	Con calefacción	Con calefacción individual	Gas	3
50135	Layana	Con calefacción	Con calefacción individual	Derivados del petróleo	25
50135	Layana	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	11
50135	Layana	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
50135	Layana	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	5
50135	Layana	Sin calefacción	Sin ningún medio	 No aplicable	3
50136	Lécera	Con calefacción	Con calefacción colectiva	Electricidad	2
50136	Lécera	Con calefacción	Con calefacción colectiva	Derivados del petróleo	6
50136	Lécera	Con calefacción	Con calefacción individual	Gas	6
50136	Lécera	Con calefacción	Con calefacción individual	Electricidad	5
50136	Lécera	Con calefacción	Con calefacción individual	Derivados del petróleo	135
50136	Lécera	Con calefacción	Con calefacción individual	Madera	9
50136	Lécera	Con calefacción	Con calefacción individual	Derivados del carbón	5
50136	Lécera	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	25
50136	Lécera	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	57
50136	Lécera	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	11
50136	Lécera	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	77
50136	Lécera	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	3
50136	Lécera	Sin calefacción	Sin ningún medio	 No aplicable	12
50137	Leciñena	Con calefacción	Con calefacción colectiva	Derivados del petróleo	3
50137	Leciñena	Con calefacción	Con calefacción individual	Gas	2
50137	Leciñena	Con calefacción	Con calefacción individual	Electricidad	21
50137	Leciñena	Con calefacción	Con calefacción individual	Derivados del petróleo	310
50137	Leciñena	Con calefacción	Con calefacción individual	Madera	6
50137	Leciñena	Con calefacción	Con calefacción individual	Derivados del carbón	1
50137	Leciñena	Con calefacción	Con calefacción individual	Otros	3
50137	Leciñena	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	8
50137	Leciñena	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	16
50137	Leciñena	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	3
50137	Leciñena	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	46
50137	Leciñena	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	1
50137	Leciñena	Sin calefacción	Sin ningún medio	 No aplicable	69
50138	Lechón	Con calefacción	Con calefacción individual	Derivados del petróleo	14
50138	Lechón	Con calefacción	Con calefacción individual	Madera	1
50138	Lechón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	1
50138	Lechón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	1
50138	Lechón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
50138	Lechón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	3
50138	Lechón	Sin calefacción	Sin ningún medio	 No aplicable	1
50139	Letux	Con calefacción	Con calefacción individual	Electricidad	1
50139	Letux	Con calefacción	Con calefacción individual	Derivados del petróleo	55
50139	Letux	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	39
50139	Letux	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	54
50139	Letux	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	3
50139	Letux	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	38
50140	Litago	Con calefacción	Con calefacción colectiva	Gas	1
50140	Litago	Con calefacción	Con calefacción individual	Electricidad	1
50140	Litago	Con calefacción	Con calefacción individual	Derivados del petróleo	22
50140	Litago	Con calefacción	Con calefacción individual	Madera	2
50140	Litago	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	8
50140	Litago	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	8
50140	Litago	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
50140	Litago	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	36
50140	Litago	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	1
50140	Litago	Sin calefacción	Sin ningún medio	 No aplicable	3
50141	Lituénigo	Con calefacción	Con calefacción individual	Electricidad	2
50141	Lituénigo	Con calefacción	Con calefacción individual	Derivados del petróleo	27
50141	Lituénigo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	11
50141	Lituénigo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	9
50142	Lobera de Onsella	Con calefacción	Con calefacción individual	Derivados del petróleo	14
50142	Lobera de Onsella	Con calefacción	Con calefacción individual	Madera	1
50142	Lobera de Onsella	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	5
50142	Lobera de Onsella	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	2
50142	Lobera de Onsella	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	3
50142	Lobera de Onsella	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	1
50142	Lobera de Onsella	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	2
50142	Lobera de Onsella	Sin calefacción	Sin ningún medio	 No aplicable	3
50143	Longares	Con calefacción	Con calefacción colectiva	Gas	2
50143	Longares	Con calefacción	Con calefacción colectiva	Derivados del petróleo	20
50143	Longares	Con calefacción	Con calefacción colectiva	Madera	1
50143	Longares	Con calefacción	Con calefacción colectiva	Otros	1
50143	Longares	Con calefacción	Con calefacción individual	Gas	4
50143	Longares	Con calefacción	Con calefacción individual	Electricidad	11
50143	Longares	Con calefacción	Con calefacción individual	Derivados del petróleo	108
50143	Longares	Con calefacción	Con calefacción individual	Madera	8
50143	Longares	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	49
50143	Longares	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	74
50143	Longares	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	8
50143	Longares	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	8
50143	Longares	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	2
50143	Longares	Sin calefacción	Sin ningún medio	 No aplicable	29
50144	Longás	Con calefacción	Con calefacción individual	Derivados del petróleo	4
50144	Longás	Con calefacción	Con calefacción individual	Madera	1
50144	Longás	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	3
50144	Longás	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	3
50144	Longás	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	2
50144	Longás	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	1
50144	Longás	Sin calefacción	Sin ningún medio	 No aplicable	6
50146	Lucena de Jalón	Con calefacción	Con calefacción individual	Gas	9
50146	Lucena de Jalón	Con calefacción	Con calefacción individual	Electricidad	2
50146	Lucena de Jalón	Con calefacción	Con calefacción individual	Derivados del petróleo	48
50146	Lucena de Jalón	Con calefacción	Con calefacción individual	Madera	6
50146	Lucena de Jalón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	3
50146	Lucena de Jalón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	18
50146	Lucena de Jalón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
50146	Lucena de Jalón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	11
50146	Lucena de Jalón	Sin calefacción	Sin ningún medio	 No aplicable	1
50147	Luceni	Con calefacción	Con calefacción colectiva	Gas	1
50147	Luceni	Con calefacción	Con calefacción colectiva	Derivados del petróleo	25
50147	Luceni	Con calefacción	Con calefacción colectiva	Madera	6
50147	Luceni	Con calefacción	Con calefacción individual	Gas	1
50147	Luceni	Con calefacción	Con calefacción individual	Electricidad	23
50147	Luceni	Con calefacción	Con calefacción individual	Derivados del petróleo	189
50147	Luceni	Con calefacción	Con calefacción individual	Madera	39
50147	Luceni	Con calefacción	Con calefacción individual	Derivados del carbón	19
50147	Luceni	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	43
50147	Luceni	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	20
50147	Luceni	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	5
50147	Luceni	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	35
50147	Luceni	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	4
50147	Luceni	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	1
50147	Luceni	Sin calefacción	Sin ningún medio	 No aplicable	4
50148	Luesia	Con calefacción	Con calefacción colectiva	Derivados del petróleo	2
50148	Luesia	Con calefacción	Con calefacción individual	Gas	1
50148	Luesia	Con calefacción	Con calefacción individual	Electricidad	1
50148	Luesia	Con calefacción	Con calefacción individual	Derivados del petróleo	50
50148	Luesia	Con calefacción	Con calefacción individual	Madera	9
50148	Luesia	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	9
50148	Luesia	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	10
50148	Luesia	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	52
50148	Luesia	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	1
50148	Luesia	Sin calefacción	Sin ningún medio	 No aplicable	19
50149	Luesma	Con calefacción	Con calefacción colectiva	Derivados del petróleo	1
50149	Luesma	Con calefacción	Con calefacción individual	Madera	3
50149	Luesma	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	2
50149	Luesma	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	3
50149	Luesma	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	1
50149	Luesma	Sin calefacción	Sin ningún medio	 No aplicable	3
50150	Lumpiaque	Con calefacción	Con calefacción colectiva	Derivados del petróleo	1
50150	Lumpiaque	Con calefacción	Con calefacción individual	Gas	3
50150	Lumpiaque	Con calefacción	Con calefacción individual	Electricidad	40
50150	Lumpiaque	Con calefacción	Con calefacción individual	Derivados del petróleo	148
50150	Lumpiaque	Con calefacción	Con calefacción individual	Madera	16
50150	Lumpiaque	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	63
50150	Lumpiaque	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	32
50150	Lumpiaque	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	44
50150	Lumpiaque	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	3
50150	Lumpiaque	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	7
50150	Lumpiaque	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	1
50151	Luna	Con calefacción	Con calefacción colectiva	Electricidad	2
50151	Luna	Con calefacción	Con calefacción colectiva	Derivados del petróleo	3
50151	Luna	Con calefacción	Con calefacción individual	Gas	8
50151	Luna	Con calefacción	Con calefacción individual	Electricidad	14
50151	Luna	Con calefacción	Con calefacción individual	Derivados del petróleo	169
50151	Luna	Con calefacción	Con calefacción individual	Madera	9
50151	Luna	Con calefacción	Con calefacción individual	Otros	1
50151	Luna	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	21
50151	Luna	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	36
50151	Luna	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	17
50151	Luna	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	102
50151	Luna	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	1
50151	Luna	Sin calefacción	Sin ningún medio	 No aplicable	6
50152	Maella	Con calefacción	Con calefacción colectiva	Gas	2
50152	Maella	Con calefacción	Con calefacción colectiva	Derivados del petróleo	38
50152	Maella	Con calefacción	Con calefacción colectiva	Madera	13
50152	Maella	Con calefacción	Con calefacción individual	Gas	6
50152	Maella	Con calefacción	Con calefacción individual	Electricidad	30
50152	Maella	Con calefacción	Con calefacción individual	Derivados del petróleo	346
50152	Maella	Con calefacción	Con calefacción individual	Madera	49
50152	Maella	Con calefacción	Con calefacción individual	Otros	1
50152	Maella	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	49
50152	Maella	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	54
50152	Maella	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	10
50152	Maella	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	121
50152	Maella	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	1
50152	Maella	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	1
50152	Maella	Sin calefacción	Sin ningún medio	 No aplicable	38
50153	Magallón	Con calefacción	Con calefacción colectiva	Gas	7
50153	Magallón	Con calefacción	Con calefacción individual	Gas	53
50153	Magallón	Con calefacción	Con calefacción individual	Electricidad	21
50153	Magallón	Con calefacción	Con calefacción individual	Derivados del petróleo	206
50153	Magallón	Con calefacción	Con calefacción individual	Madera	8
50153	Magallón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	49
50153	Magallón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	72
50153	Magallón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	2
50153	Magallón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	27
50153	Magallón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	1
50153	Magallón	Sin calefacción	Sin ningún medio	 No aplicable	17
50154	Mainar	Con calefacción	Con calefacción individual	Gas	1
50154	Mainar	Con calefacción	Con calefacción individual	Electricidad	3
50154	Mainar	Con calefacción	Con calefacción individual	Derivados del petróleo	36
50154	Mainar	Con calefacción	Con calefacción individual	Derivados del carbón	2
50154	Mainar	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	9
