Mes y año	Mes (código)	Mes nombre	Año	Provincia código	Provincia nombre	CIF	Sexo	Temporalidad	Días duración contrato	Número de contratos	Duración contrato	Duración contrato * 1.00 / Número de contratos
Noviembre 2016	201611	Noviembre	2016	44	Teruel	A través de una ETT	Hombres	Temporal	0	41	0	0
Noviembre 2016	201611	Noviembre	2016	44	Teruel	A través de una ETT	Hombres	Temporal	1	555	2881	5,19099099099099099099099099099099099099
Noviembre 2016	201611	Noviembre	2016	44	Teruel	A través de una ETT	Mujeres	Temporal	0	15	0	0
Noviembre 2016	201611	Noviembre	2016	44	Teruel	A través de una ETT	Mujeres	Temporal	1	117	480	4,1025641025641025641025641025641025641
Noviembre 2016	201611	Noviembre	2016	44	Teruel	Otros	Hombres	Temporal	0	409	0	0
Noviembre 2016	201611	Noviembre	2016	44	Teruel	Otros	Hombres	Temporal	1	545	47723	87,5651376146788990825688073394495412844
Noviembre 2016	201611	Noviembre	2016	44	Teruel	Otros	Mujeres	Temporal	0	345	0	0
Noviembre 2016	201611	Noviembre	2016	44	Teruel	Otros	Mujeres	Temporal	1	814	42463	52,16584766584766584766584766584766584767
Noviembre 2016	201611	Noviembre	2016	50	Zaragoza	A través de una ETT	Hombres	Temporal	0	1450	0	0
Noviembre 2016	201611	Noviembre	2016	50	Zaragoza	A través de una ETT	Hombres	Temporal	1	4446	44935	10,10683760683760683760683760683760683761
Noviembre 2016	201611	Noviembre	2016	50	Zaragoza	A través de una ETT	Mujeres	Temporal	0	1073	0	0
Noviembre 2016	201611	Noviembre	2016	50	Zaragoza	A través de una ETT	Mujeres	Temporal	1	2940	27184	9,24625850340136054421768707482993197279
Noviembre 2016	201611	Noviembre	2016	50	Zaragoza	Otros	Hombres	Temporal	0	4884	0	0
Noviembre 2016	201611	Noviembre	2016	50	Zaragoza	Otros	Hombres	Temporal	1	7224	479929	66,43535437430786267995570321151716500554
Noviembre 2016	201611	Noviembre	2016	50	Zaragoza	Otros	Mujeres	Temporal	0	4462	0	0
Noviembre 2016	201611	Noviembre	2016	50	Zaragoza	Otros	Mujeres	Temporal	1	7875	431101	54,74298412698412698412698412698412698413
Octubre 2016	201610	Octubre	2016	22	Huesca	A través de una ETT	Hombres	Temporal	0	183	0	0
Octubre 2016	201610	Octubre	2016	22	Huesca	A través de una ETT	Hombres	Temporal	1	83	1719	20,71084337349397590361445783132530120482
Octubre 2016	201610	Octubre	2016	22	Huesca	A través de una ETT	Mujeres	Temporal	0	102	0	0
Octubre 2016	201610	Octubre	2016	22	Huesca	A través de una ETT	Mujeres	Temporal	1	44	974	22,13636363636363636363636363636363636364
Octubre 2016	201610	Octubre	2016	22	Huesca	Otros	Hombres	Temporal	0	1221	0	0
Octubre 2016	201610	Octubre	2016	22	Huesca	Otros	Hombres	Temporal	1	1728	120355	69,64988425925925925925925925925925925926
Octubre 2016	201610	Octubre	2016	22	Huesca	Otros	Mujeres	Temporal	0	938	0	0
Octubre 2016	201610	Octubre	2016	22	Huesca	Otros	Mujeres	Temporal	1	1733	80891	46,67686093479515291402192729371032890941
Octubre 2016	201610	Octubre	2016	44	Teruel	A través de una ETT	Hombres	Temporal	0	39	0	0
Octubre 2016	201610	Octubre	2016	44	Teruel	A través de una ETT	Hombres	Temporal	1	627	3796	6,05422647527910685805422647527910685805
Octubre 2016	201610	Octubre	2016	44	Teruel	A través de una ETT	Mujeres	Temporal	0	18	0	0
Octubre 2016	201610	Octubre	2016	44	Teruel	A través de una ETT	Mujeres	Temporal	1	150	798	5,32
Octubre 2016	201610	Octubre	2016	44	Teruel	Otros	Hombres	Temporal	0	720	0	0
Octubre 2016	201610	Octubre	2016	44	Teruel	Otros	Hombres	Temporal	1	802	51054	63,65835411471321695760598503740648379052
Octubre 2016	201610	Octubre	2016	44	Teruel	Otros	Mujeres	Temporal	0	494	0	0
Octubre 2016	201610	Octubre	2016	44	Teruel	Otros	Mujeres	Temporal	1	980	56016	57,15918367346938775510204081632653061224
Octubre 2016	201610	Octubre	2016	50	Zaragoza	A través de una ETT	Hombres	Temporal	0	1380	0	0
Octubre 2016	201610	Octubre	2016	50	Zaragoza	A través de una ETT	Hombres	Temporal	1	4108	36418	8,86514118792599805258033106134371957157
Octubre 2016	201610	Octubre	2016	50	Zaragoza	A través de una ETT	Mujeres	Temporal	0	1147	0	0
Octubre 2016	201610	Octubre	2016	50	Zaragoza	A través de una ETT	Mujeres	Temporal	1	2480	21339	8,60443548387096774193548387096774193548
Octubre 2016	201610	Octubre	2016	50	Zaragoza	Otros	Hombres	Temporal	0	5855	0	0
Octubre 2016	201610	Octubre	2016	50	Zaragoza	Otros	Hombres	Temporal	1	8580	470580	54,84615384615384615384615384615384615385
Octubre 2016	201610	Octubre	2016	50	Zaragoza	Otros	Mujeres	Temporal	0	5127	0	0
Octubre 2016	201610	Octubre	2016	50	Zaragoza	Otros	Mujeres	Temporal	1	8567	467135	54,52725574880354850005836348780203104938
Septiembre 2016	201609	Septiembre	2016	22	Huesca	A través de una ETT	Hombres	Temporal	0	406	0	0
Septiembre 2016	201609	Septiembre	2016	22	Huesca	A través de una ETT	Hombres	Temporal	1	181	1827	10,09392265193370165745856353591160220994
Septiembre 2016	201609	Septiembre	2016	22	Huesca	A través de una ETT	Mujeres	Temporal	0	136	0	0
Septiembre 2016	201609	Septiembre	2016	22	Huesca	A través de una ETT	Mujeres	Temporal	1	47	366	7,78723404255319148936170212765957446809
Septiembre 2016	201609	Septiembre	2016	22	Huesca	Otros	Hombres	Temporal	0	1443	0	0
Septiembre 2016	201609	Septiembre	2016	22	Huesca	Otros	Hombres	Temporal	1	2125	108200	50,91764705882352941176470588235294117647
Septiembre 2016	201609	Septiembre	2016	22	Huesca	Otros	Mujeres	Temporal	0	1124	0	0
Septiembre 2016	201609	Septiembre	2016	22	Huesca	Otros	Mujeres	Temporal	1	1876	80003	42,64552238805970149253731343283582089552
Septiembre 2016	201609	Septiembre	2016	44	Teruel	A través de una ETT	Hombres	Temporal	0	68	0	0
Septiembre 2016	201609	Septiembre	2016	44	Teruel	A través de una ETT	Hombres	Temporal	1	622	2922	4,69774919614147909967845659163987138264
Septiembre 2016	201609	Septiembre	2016	44	Teruel	A través de una ETT	Mujeres	Temporal	0	70	0	0
Septiembre 2016	201609	Septiembre	2016	44	Teruel	A través de una ETT	Mujeres	Temporal	1	101	324	3,20792079207920792079207920792079207921
Septiembre 2016	201609	Septiembre	2016	44	Teruel	Otros	Hombres	Temporal	0	757	0	0
Septiembre 2016	201609	Septiembre	2016	44	Teruel	Otros	Hombres	Temporal	1	965	57289	59,36683937823834196891191709844559585492
Septiembre 2016	201609	Septiembre	2016	44	Teruel	Otros	Mujeres	Temporal	0	521	0	0
Septiembre 2016	201609	Septiembre	2016	44	Teruel	Otros	Mujeres	Temporal	1	1061	50972	48,04147031102733270499528746465598491989
Septiembre 2016	201609	Septiembre	2016	50	Zaragoza	A través de una ETT	Hombres	Temporal	0	1476	0	0
Septiembre 2016	201609	Septiembre	2016	50	Zaragoza	A través de una ETT	Hombres	Temporal	1	4342	54792	12,61906955320128972823583602026715799171
Septiembre 2016	201609	Septiembre	2016	50	Zaragoza	A través de una ETT	Mujeres	Temporal	0	951	0	0
Septiembre 2016	201609	Septiembre	2016	50	Zaragoza	A través de una ETT	Mujeres	Temporal	1	2444	23816	9,7446808510638297872340425531914893617
Septiembre 2016	201609	Septiembre	2016	50	Zaragoza	Otros	Hombres	Temporal	0	6724	0	0
Septiembre 2016	201609	Septiembre	2016	50	Zaragoza	Otros	Hombres	Temporal	1	9302	612676	65,86497527413459471081487852074822618792
Septiembre 2016	201609	Septiembre	2016	50	Zaragoza	Otros	Mujeres	Temporal	0	5350	0	0
Septiembre 2016	201609	Septiembre	2016	50	Zaragoza	Otros	Mujeres	Temporal	1	8371	557176	66,56026759049098076693346075737665750806
Agosto 2016	201608	Agosto	2016	22	Huesca	A través de una ETT	Hombres	Temporal	0	858	0	0
Agosto 2016	201608	Agosto	2016	22	Huesca	A través de una ETT	Hombres	Temporal	1	89	1895	21,29213483146067415730337078651685393258
Agosto 2016	201608	Agosto	2016	22	Huesca	A través de una ETT	Mujeres	Temporal	0	273	0	0
Agosto 2016	201608	Agosto	2016	22	Huesca	A través de una ETT	Mujeres	Temporal	1	65	1207	18,56923076923076923076923076923076923077
Agosto 2016	201608	Agosto	2016	22	Huesca	Otros	Hombres	Temporal	0	1903	0	0
Agosto 2016	201608	Agosto	2016	22	Huesca	Otros	Hombres	Temporal	1	2307	81176	35,1868227134807108799306458604247941049
Agosto 2016	201608	Agosto	2016	22	Huesca	Otros	Mujeres	Temporal	0	1006	0	0
Agosto 2016	201608	Agosto	2016	22	Huesca	Otros	Mujeres	Temporal	1	1816	61029	33,60627753303964757709251101321585903084
Agosto 2016	201608	Agosto	2016	44	Teruel	A través de una ETT	Hombres	Temporal	0	22	0	0
Agosto 2016	201608	Agosto	2016	44	Teruel	A través de una ETT	Hombres	Temporal	1	386	3065	7,94041450777202072538860103626943005181
Agosto 2016	201608	Agosto	2016	44	Teruel	A través de una ETT	Mujeres	Temporal	0	13	0	0
Agosto 2016	201608	Agosto	2016	44	Teruel	A través de una ETT	Mujeres	Temporal	1	115	579	5,03478260869565217391304347826086956522
Agosto 2016	201608	Agosto	2016	44	Teruel	Otros	Hombres	Temporal	0	536	0	0
Agosto 2016	201608	Agosto	2016	44	Teruel	Otros	Hombres	Temporal	1	857	38710	45,16919486581096849474912485414235705951
Agosto 2016	201608	Agosto	2016	44	Teruel	Otros	Mujeres	Temporal	0	457	0	0
Agosto 2016	201608	Agosto	2016	44	Teruel	Otros	Mujeres	Temporal	1	899	33968	37,78420467185761957730812013348164627364
Agosto 2016	201608	Agosto	2016	50	Zaragoza	A través de una ETT	Hombres	Temporal	0	1776	0	0
Agosto 2016	201608	Agosto	2016	50	Zaragoza	A través de una ETT	Hombres	Temporal	1	4242	52891	12,46841112682696841112682696841112682697
Agosto 2016	201608	Agosto	2016	50	Zaragoza	A través de una ETT	Mujeres	Temporal	0	1080	0	0
Agosto 2016	201608	Agosto	2016	50	Zaragoza	A través de una ETT	Mujeres	Temporal	1	2561	28704	11,20812182741116751269035532994923857868
Agosto 2016	201608	Agosto	2016	50	Zaragoza	Otros	Hombres	Temporal	0	4849	0	0
Agosto 2016	201608	Agosto	2016	50	Zaragoza	Otros	Hombres	Temporal	1	7895	365227	46,2605446485117162761241291956934768841
Agosto 2016	201608	Agosto	2016	50	Zaragoza	Otros	Mujeres	Temporal	0	3439	0	0
Agosto 2016	201608	Agosto	2016	50	Zaragoza	Otros	Mujeres	Temporal	1	6621	299911	45,29693399788551578311433318229874641293
Julio 2016	201607	Julio	2016	22	Huesca	A través de una ETT	Hombres	Temporal	0	809	0	0
Julio 2016	201607	Julio	2016	22	Huesca	A través de una ETT	Hombres	Temporal	1	142	2597	18,28873239436619718309859154929577464789
Julio 2016	201607	Julio	2016	22	Huesca	A través de una ETT	Mujeres	Temporal	0	264	0	0
Julio 2016	201607	Julio	2016	22	Huesca	A través de una ETT	Mujeres	Temporal	1	86	1262	14,67441860465116279069767441860465116279
Julio 2016	201607	Julio	2016	22	Huesca	Otros	Hombres	Temporal	0	2655	0	0
Julio 2016	201607	Julio	2016	22	Huesca	Otros	Hombres	Temporal	1	2346	125196	53,36572890025575447570332480818414322251
Julio 2016	201607	Julio	2016	22	Huesca	Otros	Mujeres	Temporal	0	1812	0	0
Julio 2016	201607	Julio	2016	22	Huesca	Otros	Mujeres	Temporal	1	2226	103246	46,38185085354896675651392632524707996406
Julio 2016	201607	Julio	2016	44	Teruel	A través de una ETT	Hombres	Temporal	0	31	0	0
Julio 2016	201607	Julio	2016	44	Teruel	A través de una ETT	Hombres	Temporal	1	475	3856	8,11789473684210526315789473684210526316
Julio 2016	201607	Julio	2016	44	Teruel	A través de una ETT	Mujeres	Temporal	0	22	0	0
Julio 2016	201607	Julio	2016	44	Teruel	A través de una ETT	Mujeres	Temporal	1	123	832	6,76422764227642276422764227642276422764
Julio 2016	201607	Julio	2016	44	Teruel	Otros	Hombres	Temporal	0	794	0	0
Julio 2016	201607	Julio	2016	44	Teruel	Otros	Hombres	Temporal	1	1028	55690	54,17315175097276264591439688715953307393
Julio 2016	201607	Julio	2016	44	Teruel	Otros	Mujeres	Temporal	0	552	0	0
Julio 2016	201607	Julio	2016	44	Teruel	Otros	Mujeres	Temporal	1	1148	54076	47,10452961672473867595818815331010452962
Julio 2016	201607	Julio	2016	50	Zaragoza	A través de una ETT	Hombres	Temporal	0	1691	0	0
Julio 2016	201607	Julio	2016	50	Zaragoza	A través de una ETT	Hombres	Temporal	1	3907	44382	11,35961095469669823393908369593038136678
Julio 2016	201607	Julio	2016	50	Zaragoza	A través de una ETT	Mujeres	Temporal	0	1019	0	0
Julio 2016	201607	Julio	2016	50	Zaragoza	A través de una ETT	Mujeres	Temporal	1	2489	28818	11,57814383286460425873844917637605464042
Julio 2016	201607	Julio	2016	50	Zaragoza	Otros	Hombres	Temporal	0	6039	0	0
Julio 2016	201607	Julio	2016	50	Zaragoza	Otros	Hombres	Temporal	1	8855	442773	50,0025974025974025974025974025974025974
Julio 2016	201607	Julio	2016	50	Zaragoza	Otros	Mujeres	Temporal	0	4159	0	0
Julio 2016	201607	Julio	2016	50	Zaragoza	Otros	Mujeres	Temporal	1	8119	384201	47,32122182534794925483433920433550929917
Junio 2016	201606	Junio	2016	22	Huesca	A través de una ETT	Hombres	Temporal	0	861	0	0
Junio 2016	201606	Junio	2016	22	Huesca	A través de una ETT	Hombres	Temporal	1	115	1562	13,58260869565217391304347826086956521739
Junio 2016	201606	Junio	2016	22	Huesca	A través de una ETT	Mujeres	Temporal	0	295	0	0
Junio 2016	201606	Junio	2016	22	Huesca	A través de una ETT	Mujeres	Temporal	1	74	974	13,16216216216216216216216216216216216216
Junio 2016	201606	Junio	2016	22	Huesca	Otros	Hombres	Temporal	0	2650	0	0
Junio 2016	201606	Junio	2016	22	Huesca	Otros	Hombres	Temporal	1	2230	111086	49,81434977578475336322869955156950672646
Junio 2016	201606	Junio	2016	22	Huesca	Otros	Mujeres	Temporal	0	1889	0	0
Junio 2016	201606	Junio	2016	22	Huesca	Otros	Mujeres	Temporal	1	2218	97437	43,93011722272317403065825067628494138864
Junio 2016	201606	Junio	2016	44	Teruel	A través de una ETT	Hombres	Temporal	0	44	0	0
Junio 2016	201606	Junio	2016	44	Teruel	A través de una ETT	Hombres	Temporal	1	472	3123	6,61652542372881355932203389830508474576
Junio 2016	201606	Junio	2016	44	Teruel	A través de una ETT	Mujeres	Temporal	0	25	0	0
Junio 2016	201606	Junio	2016	44	Teruel	A través de una ETT	Mujeres	Temporal	1	98	483	4,92857142857142857142857142857142857143
Junio 2016	201606	Junio	2016	44	Teruel	Otros	Hombres	Temporal	0	794	0	0
Junio 2016	201606	Junio	2016	44	Teruel	Otros	Hombres	Temporal	1	754	47065	62,42042440318302387267904509283819628647
Junio 2016	201606	Junio	2016	44	Teruel	Otros	Mujeres	Temporal	0	560	0	0
Junio 2016	201606	Junio	2016	44	Teruel	Otros	Mujeres	Temporal	1	815	37144	45,57546012269938650306748466257668711656
Junio 2016	201606	Junio	2016	50	Zaragoza	A través de una ETT	Hombres	Temporal	0	2415	0	0
Junio 2016	201606	Junio	2016	50	Zaragoza	A través de una ETT	Hombres	Temporal	1	4206	50728	12,06086543033761293390394674274845458868
Junio 2016	201606	Junio	2016	50	Zaragoza	A través de una ETT	Mujeres	Temporal	0	1132	0	0
Junio 2016	201606	Junio	2016	50	Zaragoza	A través de una ETT	Mujeres	Temporal	1	2726	31772	11,65517241379310344827586206896551724138
Junio 2016	201606	Junio	2016	50	Zaragoza	Otros	Hombres	Temporal	0	8328	0	0
Junio 2016	201606	Junio	2016	50	Zaragoza	Otros	Hombres	Temporal	1	9541	527265	55,26307514935541347867099884708101876114
Junio 2016	201606	Junio	2016	50	Zaragoza	Otros	Mujeres	Temporal	0	4969	0	0
Junio 2016	201606	Junio	2016	50	Zaragoza	Otros	Mujeres	Temporal	1	8562	415744	48,55687923382387292688624153235225414623
Mayo 2016	201605	Mayo	2016	22	Huesca	A través de una ETT	Hombres	Temporal	0	872	0	0
Mayo 2016	201605	Mayo	2016	22	Huesca	A través de una ETT	Hombres	Temporal	1	81	940	11,6049382716049382716049382716049382716
Mayo 2016	201605	Mayo	2016	22	Huesca	A través de una ETT	Mujeres	Temporal	0	267	0	0
Mayo 2016	201605	Mayo	2016	22	Huesca	A través de una ETT	Mujeres	Temporal	1	73	709	9,71232876712328767123287671232876712329
Mayo 2016	201605	Mayo	2016	22	Huesca	Otros	Hombres	Temporal	0	3547	0	0
Mayo 2016	201605	Mayo	2016	22	Huesca	Otros	Hombres	Temporal	1	1901	81867	43,065228826933193056286165176223040505
Mayo 2016	201605	Mayo	2016	22	Huesca	Otros	Mujeres	Temporal	0	1539	0	0
Mayo 2016	201605	Mayo	2016	22	Huesca	Otros	Mujeres	Temporal	1	1888	65358	34,61758474576271186440677966101694915254
Mayo 2016	201605	Mayo	2016	44	Teruel	A través de una ETT	Hombres	Temporal	0	35	0	0
Mayo 2016	201605	Mayo	2016	44	Teruel	A través de una ETT	Hombres	Temporal	1	454	2838	6,25110132158590308370044052863436123348
Mayo 2016	201605	Mayo	2016	44	Teruel	A través de una ETT	Mujeres	Temporal	0	3	0	0
Mayo 2016	201605	Mayo	2016	44	Teruel	A través de una ETT	Mujeres	Temporal	1	87	701	8,05747126436781609195402298850574712644
Mayo 2016	201605	Mayo	2016	44	Teruel	Otros	Hombres	Temporal	0	883	0	0
Mayo 2016	201605	Mayo	2016	44	Teruel	Otros	Hombres	Temporal	1	712	47658	66,93539325842696629213483146067415730337
Mayo 2016	201605	Mayo	2016	44	Teruel	Otros	Mujeres	Temporal	0	627	0	0
Mayo 2016	201605	Mayo	2016	44	Teruel	Otros	Mujeres	Temporal	1	846	27911	32,99172576832151300236406619385342789598
Mayo 2016	201605	Mayo	2016	50	Zaragoza	A través de una ETT	Hombres	Temporal	0	1797	0	0
Mayo 2016	201605	Mayo	2016	50	Zaragoza	A través de una ETT	Hombres	Temporal	1	4133	57865	14,00072586498911202516331962255020566175
Mayo 2016	201605	Mayo	2016	50	Zaragoza	A través de una ETT	Mujeres	Temporal	0	1214	0	0
Mayo 2016	201605	Mayo	2016	50	Zaragoza	A través de una ETT	Mujeres	Temporal	1	2438	31657	12,9848236259228876127973748974569319114
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Otros	Hombres	Temporal	0	7123	0	0
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Otros	Hombres	Temporal	1	8869	449178	50,6458450783628368474461607847558913068
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Otros	Mujeres	Temporal	0	4828	0	0
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Otros	Mujeres	Temporal	1	8173	362544	44,35874219992658754435335861984583384314
Abril 2016	201604	Abril	2016	22	Huesca	A través de una ETT	Hombres	Temporal	0	137	0	0
Abril 2016	201604	Abril	2016	22	Huesca	A través de una ETT	Hombres	Temporal	1	78	1675	21,47435897435897435897435897435897435897
Abril 2016	201604	Abril	2016	22	Huesca	A través de una ETT	Mujeres	Temporal	0	95	0	0
Abril 2016	201604	Abril	2016	22	Huesca	A través de una ETT	Mujeres	Temporal	1	27	480	17,77777777777777777777777777777777777778
Abril 2016	201604	Abril	2016	22	Huesca	Otros	Hombres	Temporal	0	1499	0	0
Abril 2016	201604	Abril	2016	22	Huesca	Otros	Hombres	Temporal	1	1483	87091	58,72623061362103843560350640593391773432
Abril 2016	201604	Abril	2016	22	Huesca	Otros	Mujeres	Temporal	0	826	0	0
Abril 2016	201604	Abril	2016	22	Huesca	Otros	Mujeres	Temporal	1	1563	71733	45,8944337811900191938579654510556621881
Abril 2016	201604	Abril	2016	44	Teruel	A través de una ETT	Hombres	Temporal	0	58	0	0
Abril 2016	201604	Abril	2016	44	Teruel	A través de una ETT	Hombres	Temporal	1	396	3461	8,73989898989898989898989898989898989899
Abril 2016	201604	Abril	2016	44	Teruel	A través de una ETT	Mujeres	Temporal	0	50	0	0
Abril 2016	201604	Abril	2016	44	Teruel	A través de una ETT	Mujeres	Temporal	1	82	438	5,34146341463414634146341463414634146341
Abril 2016	201604	Abril	2016	44	Teruel	Otros	Hombres	Temporal	0	613	0	0
Abril 2016	201604	Abril	2016	44	Teruel	Otros	Hombres	Temporal	1	635	40441	63,68661417322834645669291338582677165354
Abril 2016	201604	Abril	2016	44	Teruel	Otros	Mujeres	Temporal	0	303	0	0
Abril 2016	201604	Abril	2016	44	Teruel	Otros	Mujeres	Temporal	1	738	35803	48,51355013550135501355013550135501355014
Abril 2016	201604	Abril	2016	50	Zaragoza	A través de una ETT	Hombres	Temporal	0	1102	0	0
Abril 2016	201604	Abril	2016	50	Zaragoza	A través de una ETT	Hombres	Temporal	1	3877	46715	12,04926489553778694867165334021150374001
Abril 2016	201604	Abril	2016	50	Zaragoza	A través de una ETT	Mujeres	Temporal	0	934	0	0
Abril 2016	201604	Abril	2016	50	Zaragoza	A través de una ETT	Mujeres	Temporal	1	1966	29125	14,81434384537131230925737538148524923703
Abril 2016	201604	Abril	2016	50	Zaragoza	Otros	Hombres	Temporal	0	4862	0	0
Abril 2016	201604	Abril	2016	50	Zaragoza	Otros	Hombres	Temporal	1	5686	391178	68,79669363348575448469926134365107281041
Abril 2016	201604	Abril	2016	50	Zaragoza	Otros	Mujeres	Temporal	0	3622	0	0
Abril 2016	201604	Abril	2016	50	Zaragoza	Otros	Mujeres	Temporal	1	5936	321557	54,170653638814016172506738544474393531
Marzo 2016	201603	Marzo	2016	22	Huesca	A través de una ETT	Hombres	Temporal	0	201	0	0
Marzo 2016	201603	Marzo	2016	22	Huesca	A través de una ETT	Hombres	Temporal	1	72	631	8,76388888888888888888888888888888888889
Marzo 2016	201603	Marzo	2016	22	Huesca	A través de una ETT	Mujeres	Temporal	0	102	0	0
Marzo 2016	201603	Marzo	2016	22	Huesca	A través de una ETT	Mujeres	Temporal	1	41	563	13,73170731707317073170731707317073170732
Marzo 2016	201603	Marzo	2016	22	Huesca	Otros	Hombres	Temporal	0	1052	0	0
Marzo 2016	201603	Marzo	2016	22	Huesca	Otros	Hombres	Temporal	1	1691	99879	59,06505026611472501478415138971023063276
Marzo 2016	201603	Marzo	2016	22	Huesca	Otros	Mujeres	Temporal	0	713	0	0
Marzo 2016	201603	Marzo	2016	22	Huesca	Otros	Mujeres	Temporal	1	1890	58749	31,08412698412698412698412698412698412698
Marzo 2016	201603	Marzo	2016	44	Teruel	A través de una ETT	Hombres	Temporal	0	35	0	0
Marzo 2016	201603	Marzo	2016	44	Teruel	A través de una ETT	Hombres	Temporal	1	379	3374	8,90237467018469656992084432717678100264
Marzo 2016	201603	Marzo	2016	44	Teruel	A través de una ETT	Mujeres	Temporal	0	12	0	0
Marzo 2016	201603	Marzo	2016	44	Teruel	A través de una ETT	Mujeres	Temporal	1	106	749	7,06603773584905660377358490566037735849
Marzo 2016	201603	Marzo	2016	44	Teruel	Otros	Hombres	Temporal	0	451	0	0
Marzo 2016	201603	Marzo	2016	44	Teruel	Otros	Hombres	Temporal	1	769	39345	51,16384915474642392717815344603381014304
Marzo 2016	201603	Marzo	2016	44	Teruel	Otros	Mujeres	Temporal	0	318	0	0
Marzo 2016	201603	Marzo	2016	44	Teruel	Otros	Mujeres	Temporal	1	918	41397	45,09477124183006535947712418300653594771
Marzo 2016	201603	Marzo	2016	50	Zaragoza	A través de una ETT	Hombres	Temporal	0	1052	0	0
Marzo 2016	201603	Marzo	2016	50	Zaragoza	A través de una ETT	Hombres	Temporal	1	3945	38311	9,71128010139416983523447401774397972117
Marzo 2016	201603	Marzo	2016	50	Zaragoza	A través de una ETT	Mujeres	Temporal	0	1033	0	0
Marzo 2016	201603	Marzo	2016	50	Zaragoza	A través de una ETT	Mujeres	Temporal	1	2281	23271	10,20210434020166593599298553266111354669
Marzo 2016	201603	Marzo	2016	50	Zaragoza	Otros	Hombres	Temporal	0	3577	0	0
Marzo 2016	201603	Marzo	2016	50	Zaragoza	Otros	Hombres	Temporal	1	5478	406468	74,20007301935012778386272362175976633808
Marzo 2016	201603	Marzo	2016	50	Zaragoza	Otros	Mujeres	Temporal	0	3313	0	0
Marzo 2016	201603	Marzo	2016	50	Zaragoza	Otros	Mujeres	Temporal	1	6119	317711	51,92204608596175845726425886582774963229
Febrero 2016	201602	Febrero	2016	22	Huesca	A través de una ETT	Hombres	Temporal	0	145	0	0
Febrero 2016	201602	Febrero	2016	22	Huesca	A través de una ETT	Hombres	Temporal	1	52	1793	34,48076923076923076923076923076923076923
Febrero 2016	201602	Febrero	2016	22	Huesca	A través de una ETT	Mujeres	Temporal	0	90	0	0
Febrero 2016	201602	Febrero	2016	22	Huesca	A través de una ETT	Mujeres	Temporal	1	38	1182	31,10526315789473684210526315789473684211
Febrero 2016	201602	Febrero	2016	22	Huesca	Otros	Hombres	Temporal	0	1133	0	0
Febrero 2016	201602	Febrero	2016	22	Huesca	Otros	Hombres	Temporal	1	1423	75837	53,29374560787069571328179901616303583978
Febrero 2016	201602	Febrero	2016	22	Huesca	Otros	Mujeres	Temporal	0	758	0	0
Febrero 2016	201602	Febrero	2016	22	Huesca	Otros	Mujeres	Temporal	1	1453	58424	40,20922229869236063317274604267033723331
Febrero 2016	201602	Febrero	2016	44	Teruel	A través de una ETT	Hombres	Temporal	0	48	0	0
Febrero 2016	201602	Febrero	2016	44	Teruel	A través de una ETT	Hombres	Temporal	1	475	3173	6,68
Febrero 2016	201602	Febrero	2016	44	Teruel	A través de una ETT	Mujeres	Temporal	0	5	0	0
Febrero 2016	201602	Febrero	2016	44	Teruel	A través de una ETT	Mujeres	Temporal	1	80	427	5,3375
Febrero 2016	201602	Febrero	2016	44	Teruel	Otros	Hombres	Temporal	0	462	0	0
Febrero 2016	201602	Febrero	2016	44	Teruel	Otros	Hombres	Temporal	1	665	49947	75,10827067669172932330827067669172932331
Febrero 2016	201602	Febrero	2016	44	Teruel	Otros	Mujeres	Temporal	0	303	0	0
Febrero 2016	201602	Febrero	2016	44	Teruel	Otros	Mujeres	Temporal	1	710	33009	46,49154929577464788732394366197183098592
Febrero 2016	201602	Febrero	2016	50	Zaragoza	A través de una ETT	Hombres	Temporal	0	1027	0	0
Febrero 2016	201602	Febrero	2016	50	Zaragoza	A través de una ETT	Hombres	Temporal	1	3242	32705	10,08790869833436150524367674275138803208
Febrero 2016	201602	Febrero	2016	50	Zaragoza	A través de una ETT	Mujeres	Temporal	0	574	0	0
Febrero 2016	201602	Febrero	2016	50	Zaragoza	A través de una ETT	Mujeres	Temporal	1	1893	22002	11,62282091917591125198098256735340729002
Febrero 2016	201602	Febrero	2016	50	Zaragoza	Otros	Hombres	Temporal	0	3726	0	0
Febrero 2016	201602	Febrero	2016	50	Zaragoza	Otros	Hombres	Temporal	1	5786	466700	80,66021431040442447286553750432077428275
Febrero 2016	201602	Febrero	2016	50	Zaragoza	Otros	Mujeres	Temporal	0	3446	0	0
Febrero 2016	201602	Febrero	2016	50	Zaragoza	Otros	Mujeres	Temporal	1	5799	355426	61,29091222624590446628729091222624590447
Enero 2016	201601	Enero	2016	22	Huesca	A través de una ETT	Hombres	Temporal	0	136	0	0
Enero 2016	201601	Enero	2016	22	Huesca	A través de una ETT	Hombres	Temporal	1	63	1609	25,53968253968253968253968253968253968254
Enero 2016	201601	Enero	2016	22	Huesca	A través de una ETT	Mujeres	Temporal	0	100	0	0
Enero 2016	201601	Enero	2016	22	Huesca	A través de una ETT	Mujeres	Temporal	1	41	841	20,51219512195121951219512195121951219512
Enero 2016	201601	Enero	2016	22	Huesca	Otros	Hombres	Temporal	0	1204	0	0
