Mes y año	Mes (código)	Mes nombre	Año	Provincia código	Provincia nombre	Sector código	Sector descripción	Sexo	Temporalidad	Días duración contrato	Número de contratos	Duración contrato	Duración media contrato
Agosto 2015	201508	Agosto	2015	44	Teruel	4	Servicios	Hombres	Temporal	1	686	26264	38,28571428571428571428571428571428571429
Agosto 2015	201508	Agosto	2015	44	Teruel	4	Servicios	Mujeres	Temporal	0	376	0	0
Agosto 2015	201508	Agosto	2015	44	Teruel	4	Servicios	Mujeres	Temporal	1	836	28356	33,91866028708133971291866028708133971292
Agosto 2015	201508	Agosto	2015	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	2324	0	0
Agosto 2015	201508	Agosto	2015	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	1240	25615	20,65725806451612903225806451612903225806
Agosto 2015	201508	Agosto	2015	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	586	0	0
Agosto 2015	201508	Agosto	2015	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	343	7814	22,78134110787172011661807580174927113703
Agosto 2015	201508	Agosto	2015	50	Zaragoza	2	Industria y energía	Hombres	Temporal	0	1482	0	0
Agosto 2015	201508	Agosto	2015	50	Zaragoza	2	Industria y energía	Hombres	Temporal	1	2493	92261	37,00802246289610910549538708383473726434
Agosto 2015	201508	Agosto	2015	50	Zaragoza	2	Industria y energía	Mujeres	Temporal	0	716	0	0
Agosto 2015	201508	Agosto	2015	50	Zaragoza	2	Industria y energía	Mujeres	Temporal	1	954	26144	27,40461215932914046121593291404612159329
Agosto 2015	201508	Agosto	2015	50	Zaragoza	3	Construcción	Hombres	Temporal	0	880	0	0
Agosto 2015	201508	Agosto	2015	50	Zaragoza	3	Construcción	Hombres	Temporal	1	253	18126	71,64426877470355731225296442687747035573
Agosto 2015	201508	Agosto	2015	50	Zaragoza	3	Construcción	Mujeres	Temporal	0	16	0	0
Agosto 2015	201508	Agosto	2015	50	Zaragoza	3	Construcción	Mujeres	Temporal	1	25	2560	102,4
Agosto 2015	201508	Agosto	2015	50	Zaragoza	4	Servicios	Hombres	Temporal	0	2499	0	0
Agosto 2015	201508	Agosto	2015	50	Zaragoza	4	Servicios	Hombres	Temporal	1	5359	199959	37,31274491509610001866019779809665982459
Agosto 2015	201508	Agosto	2015	50	Zaragoza	4	Servicios	Mujeres	Temporal	0	3115	0	0
Agosto 2015	201508	Agosto	2015	50	Zaragoza	4	Servicios	Mujeres	Temporal	1	5700	236319	41,45947368421052631578947368421052631579
Julio 2015	201507	Julio	2015	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	1872	0	0
Julio 2015	201507	Julio	2015	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	413	15626	37,83535108958837772397094430992736077482
Julio 2015	201507	Julio	2015	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	305	0	0
Julio 2015	201507	Julio	2015	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	54	2667	49,38888888888888888888888888888888888889
Julio 2015	201507	Julio	2015	22	Huesca	2	Industria y energía	Hombres	Temporal	0	242	0	0
Julio 2015	201507	Julio	2015	22	Huesca	2	Industria y energía	Hombres	Temporal	1	275	34954	127,105454545454545454545454545454545455
Julio 2015	201507	Julio	2015	22	Huesca	2	Industria y energía	Mujeres	Temporal	0	106	0	0
Julio 2015	201507	Julio	2015	22	Huesca	2	Industria y energía	Mujeres	Temporal	1	55	3847	69,94545454545454545454545454545454545455
Julio 2015	201507	Julio	2015	22	Huesca	3	Construcción	Hombres	Temporal	0	285	0	0
Julio 2015	201507	Julio	2015	22	Huesca	3	Construcción	Hombres	Temporal	1	107	10188	95,21495327102803738317757009345794392523
Julio 2015	201507	Julio	2015	22	Huesca	3	Construcción	Mujeres	Temporal	0	6	0	0
Julio 2015	201507	Julio	2015	22	Huesca	3	Construcción	Mujeres	Temporal	1	5	813	162,6
Julio 2015	201507	Julio	2015	22	Huesca	4	Servicios	Hombres	Temporal	0	1206	0	0
Julio 2015	201507	Julio	2015	22	Huesca	4	Servicios	Hombres	Temporal	1	1875	88040	46,95466666666666666666666666666666666667
Julio 2015	201507	Julio	2015	22	Huesca	4	Servicios	Mujeres	Temporal	0	1760	0	0
Julio 2015	201507	Julio	2015	22	Huesca	4	Servicios	Mujeres	Temporal	1	2235	103836	46,45906040268456375838926174496644295302
Julio 2015	201507	Julio	2015	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	132	0	0
Julio 2015	201507	Julio	2015	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	30	2077	69,23333333333333333333333333333333333333
Julio 2015	201507	Julio	2015	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	58	0	0
Julio 2015	201507	Julio	2015	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	9	505	56,11111111111111111111111111111111111111
Julio 2015	201507	Julio	2015	44	Teruel	2	Industria y energía	Hombres	Temporal	0	128	0	0
Julio 2015	201507	Julio	2015	44	Teruel	2	Industria y energía	Hombres	Temporal	1	588	15979	27,17517006802721088435374149659863945578
Julio 2015	201507	Julio	2015	44	Teruel	2	Industria y energía	Mujeres	Temporal	0	41	0	0
Julio 2015	201507	Julio	2015	44	Teruel	2	Industria y energía	Mujeres	Temporal	1	136	3579	26,31617647058823529411764705882352941176
Julio 2015	201507	Julio	2015	44	Teruel	3	Construcción	Hombres	Temporal	0	212	0	0
Julio 2015	201507	Julio	2015	44	Teruel	3	Construcción	Hombres	Temporal	1	51	7817	153,274509803921568627450980392156862745
Julio 2015	201507	Julio	2015	44	Teruel	3	Construcción	Mujeres	Temporal	0	1	0	0
Julio 2015	201507	Julio	2015	44	Teruel	3	Construcción	Mujeres	Temporal	1	5	461	92,2
Julio 2015	201507	Julio	2015	44	Teruel	4	Servicios	Hombres	Temporal	0	295	0	0
Julio 2015	201507	Julio	2015	44	Teruel	4	Servicios	Hombres	Temporal	1	817	33287	40,74296205630354957160342717258261933905
Julio 2015	201507	Julio	2015	44	Teruel	4	Servicios	Mujeres	Temporal	0	512	0	0
Julio 2015	201507	Julio	2015	44	Teruel	4	Servicios	Mujeres	Temporal	1	1037	44837	43,23722275795564127290260366441658630665
Julio 2015	201507	Julio	2015	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	2077	0	0
Julio 2015	201507	Julio	2015	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	2031	48403	23,832102412604628261939931068439192516
Julio 2015	201507	Julio	2015	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	733	0	0
Julio 2015	201507	Julio	2015	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	525	12409	23,63619047619047619047619047619047619048
Julio 2015	201507	Julio	2015	50	Zaragoza	2	Industria y energía	Hombres	Temporal	0	1300	0	0
Julio 2015	201507	Julio	2015	50	Zaragoza	2	Industria y energía	Hombres	Temporal	1	3302	148850	45,07874015748031496062992125984251968504
Julio 2015	201507	Julio	2015	50	Zaragoza	2	Industria y energía	Mujeres	Temporal	0	391	0	0
Julio 2015	201507	Julio	2015	50	Zaragoza	2	Industria y energía	Mujeres	Temporal	1	1305	37808	28,97164750957854406130268199233716475096
Julio 2015	201507	Julio	2015	50	Zaragoza	3	Construcción	Hombres	Temporal	0	1106	0	0
Julio 2015	201507	Julio	2015	50	Zaragoza	3	Construcción	Hombres	Temporal	1	393	28366	72,17811704834605597964376590330788804071
Julio 2015	201507	Julio	2015	50	Zaragoza	3	Construcción	Mujeres	Temporal	0	28	0	0
Julio 2015	201507	Julio	2015	50	Zaragoza	3	Construcción	Mujeres	Temporal	1	50	4872	97,44
Julio 2015	201507	Julio	2015	50	Zaragoza	4	Servicios	Hombres	Temporal	0	3189	0	0
Julio 2015	201507	Julio	2015	50	Zaragoza	4	Servicios	Hombres	Temporal	1	6549	330846	50,51855245075584058634906092533211177279
Julio 2015	201507	Julio	2015	50	Zaragoza	4	Servicios	Mujeres	Temporal	0	3944	0	0
Julio 2015	201507	Julio	2015	50	Zaragoza	4	Servicios	Mujeres	Temporal	1	8089	366916	45,35987143033749536407466930399307701817
Junio 2015	201506	Junio	2015	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	1581	0	0
Junio 2015	201506	Junio	2015	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	186	9080	48,8172043010752688172043010752688172043
Junio 2015	201506	Junio	2015	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	329	0	0
Junio 2015	201506	Junio	2015	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	24	2148	89,5
Junio 2015	201506	Junio	2015	22	Huesca	2	Industria y energía	Hombres	Temporal	0	164	0	0
Junio 2015	201506	Junio	2015	22	Huesca	2	Industria y energía	Hombres	Temporal	1	193	29008	150,300518134715025906735751295336787565
Junio 2015	201506	Junio	2015	22	Huesca	2	Industria y energía	Mujeres	Temporal	0	48	0	0
Junio 2015	201506	Junio	2015	22	Huesca	2	Industria y energía	Mujeres	Temporal	1	43	2817	65,51162790697674418604651162790697674419
Junio 2015	201506	Junio	2015	22	Huesca	3	Construcción	Hombres	Temporal	0	216	0	0
Junio 2015	201506	Junio	2015	22	Huesca	3	Construcción	Hombres	Temporal	1	99	9412	95,07070707070707070707070707070707070707
Junio 2015	201506	Junio	2015	22	Huesca	3	Construcción	Mujeres	Temporal	0	6	0	0
Junio 2015	201506	Junio	2015	22	Huesca	3	Construcción	Mujeres	Temporal	1	9	1003	111,444444444444444444444444444444444444
Junio 2015	201506	Junio	2015	22	Huesca	4	Servicios	Hombres	Temporal	0	976	0	0
Junio 2015	201506	Junio	2015	22	Huesca	4	Servicios	Hombres	Temporal	1	1909	69552	36,43373493975903614457831325301204819277
Junio 2015	201506	Junio	2015	22	Huesca	4	Servicios	Mujeres	Temporal	0	1613	0	0
Junio 2015	201506	Junio	2015	22	Huesca	4	Servicios	Mujeres	Temporal	1	1982	79350	40,0353178607467204843592330978809283552
Junio 2015	201506	Junio	2015	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	262	0	0
Junio 2015	201506	Junio	2015	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	26	1712	65,84615384615384615384615384615384615385
Junio 2015	201506	Junio	2015	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	142	0	0
Junio 2015	201506	Junio	2015	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	4	500	125
Junio 2015	201506	Junio	2015	44	Teruel	2	Industria y energía	Hombres	Temporal	0	133	0	0
Junio 2015	201506	Junio	2015	44	Teruel	2	Industria y energía	Hombres	Temporal	1	587	12218	20,8143100511073253833049403747870528109
Junio 2015	201506	Junio	2015	44	Teruel	2	Industria y energía	Mujeres	Temporal	0	32	0	0
Junio 2015	201506	Junio	2015	44	Teruel	2	Industria y energía	Mujeres	Temporal	1	102	2624	25,7254901960784313725490196078431372549
Junio 2015	201506	Junio	2015	44	Teruel	3	Construcción	Hombres	Temporal	0	198	0	0
Junio 2015	201506	Junio	2015	44	Teruel	3	Construcción	Hombres	Temporal	1	43	4307	100,162790697674418604651162790697674419
Junio 2015	201506	Junio	2015	44	Teruel	3	Construcción	Mujeres	Temporal	0	3	0	0
Junio 2015	201506	Junio	2015	44	Teruel	3	Construcción	Mujeres	Temporal	1	6	321	53,5
Junio 2015	201506	Junio	2015	44	Teruel	4	Servicios	Hombres	Temporal	0	236	0	0
Junio 2015	201506	Junio	2015	44	Teruel	4	Servicios	Hombres	Temporal	1	642	40202	62,61993769470404984423676012461059190031
Junio 2015	201506	Junio	2015	44	Teruel	4	Servicios	Mujeres	Temporal	0	379	0	0
Junio 2015	201506	Junio	2015	44	Teruel	4	Servicios	Mujeres	Temporal	1	792	41094	51,88636363636363636363636363636363636364
Junio 2015	201506	Junio	2015	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	3662	0	0
Junio 2015	201506	Junio	2015	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	1388	32427	23,36239193083573487031700288184438040346
Junio 2015	201506	Junio	2015	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	1184	0	0
Junio 2015	201506	Junio	2015	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	512	13825	27,001953125
Junio 2015	201506	Junio	2015	50	Zaragoza	2	Industria y energía	Hombres	Temporal	0	1335	0	0
Junio 2015	201506	Junio	2015	50	Zaragoza	2	Industria y energía	Hombres	Temporal	1	2949	145645	49,38792811122414377755171244489657511021
Junio 2015	201506	Junio	2015	50	Zaragoza	2	Industria y energía	Mujeres	Temporal	0	419	0	0
Junio 2015	201506	Junio	2015	50	Zaragoza	2	Industria y energía	Mujeres	Temporal	1	1084	33597	30,99354243542435424354243542435424354244
Junio 2015	201506	Junio	2015	50	Zaragoza	3	Construcción	Hombres	Temporal	0	952	0	0
Junio 2015	201506	Junio	2015	50	Zaragoza	3	Construcción	Hombres	Temporal	1	272	24479	89,99632352941176470588235294117647058824
Junio 2015	201506	Junio	2015	50	Zaragoza	3	Construcción	Mujeres	Temporal	0	31	0	0
Junio 2015	201506	Junio	2015	50	Zaragoza	3	Construcción	Mujeres	Temporal	1	33	2714	82,24242424242424242424242424242424242424
Junio 2015	201506	Junio	2015	50	Zaragoza	4	Servicios	Hombres	Temporal	0	3162	0	0
Junio 2015	201506	Junio	2015	50	Zaragoza	4	Servicios	Hombres	Temporal	1	7014	326435	46,54049044767607641859138865126889078985
Junio 2015	201506	Junio	2015	50	Zaragoza	4	Servicios	Mujeres	Temporal	0	3950	0	0
Junio 2015	201506	Junio	2015	50	Zaragoza	4	Servicios	Mujeres	Temporal	1	8004	391485	48,91116941529235382308845577211394302849
Mayo 2015	201505	Mayo	2015	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	3691	0	0
Mayo 2015	201505	Mayo	2015	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	138	10649	77,16666666666666666666666666666666666667
Mayo 2015	201505	Mayo	2015	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	1085	0	0
Mayo 2015	201505	Mayo	2015	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	27	1343	49,74074074074074074074074074074074074074
Mayo 2015	201505	Mayo	2015	22	Huesca	2	Industria y energía	Hombres	Temporal	0	205	0	0
Mayo 2015	201505	Mayo	2015	22	Huesca	2	Industria y energía	Hombres	Temporal	1	159	18654	117,32075471698113207547169811320754717
Mayo 2015	201505	Mayo	2015	22	Huesca	2	Industria y energía	Mujeres	Temporal	0	51	0	0
Mayo 2015	201505	Mayo	2015	22	Huesca	2	Industria y energía	Mujeres	Temporal	1	52	7024	135,076923076923076923076923076923076923
Mayo 2015	201505	Mayo	2015	22	Huesca	3	Construcción	Hombres	Temporal	0	279	0	0
Mayo 2015	201505	Mayo	2015	22	Huesca	3	Construcción	Hombres	Temporal	1	82	7761	94,64634146341463414634146341463414634146
Mayo 2015	201505	Mayo	2015	22	Huesca	3	Construcción	Mujeres	Temporal	0	3	0	0
Mayo 2015	201505	Mayo	2015	22	Huesca	3	Construcción	Mujeres	Temporal	1	5	141	28,2
Mayo 2015	201505	Mayo	2015	22	Huesca	4	Servicios	Hombres	Temporal	0	512	0	0
Mayo 2015	201505	Mayo	2015	22	Huesca	4	Servicios	Hombres	Temporal	1	1449	38883	26,83436853002070393374741200828157349896
Mayo 2015	201505	Mayo	2015	22	Huesca	4	Servicios	Mujeres	Temporal	0	917	0	0
Mayo 2015	201505	Mayo	2015	22	Huesca	4	Servicios	Mujeres	Temporal	1	1599	53965	33,74921826141338336460287679799874921826
Mayo 2015	201505	Mayo	2015	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	423	0	0
Mayo 2015	201505	Mayo	2015	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	30	2993	99,76666666666666666666666666666666666667
Mayo 2015	201505	Mayo	2015	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	307	0	0
Mayo 2015	201505	Mayo	2015	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	3	147	49
Mayo 2015	201505	Mayo	2015	44	Teruel	2	Industria y energía	Hombres	Temporal	0	96	0	0
Mayo 2015	201505	Mayo	2015	44	Teruel	2	Industria y energía	Hombres	Temporal	1	549	9469	17,24772313296903460837887067395264116576
Mayo 2015	201505	Mayo	2015	44	Teruel	2	Industria y energía	Mujeres	Temporal	0	32	0	0
Mayo 2015	201505	Mayo	2015	44	Teruel	2	Industria y energía	Mujeres	Temporal	1	88	2897	32,92045454545454545454545454545454545455
Mayo 2015	201505	Mayo	2015	44	Teruel	3	Construcción	Hombres	Temporal	0	203	0	0
Mayo 2015	201505	Mayo	2015	44	Teruel	3	Construcción	Hombres	Temporal	1	48	7990	166,458333333333333333333333333333333333
Mayo 2015	201505	Mayo	2015	44	Teruel	3	Construcción	Mujeres	Temporal	0	6	0	0
Mayo 2015	201505	Mayo	2015	44	Teruel	3	Construcción	Mujeres	Temporal	1	2	132	66
Mayo 2015	201505	Mayo	2015	44	Teruel	4	Servicios	Hombres	Temporal	0	148	0	0
Mayo 2015	201505	Mayo	2015	44	Teruel	4	Servicios	Hombres	Temporal	1	485	27424	56,54432989690721649484536082474226804124
Mayo 2015	201505	Mayo	2015	44	Teruel	4	Servicios	Mujeres	Temporal	0	269	0	0
Mayo 2015	201505	Mayo	2015	44	Teruel	4	Servicios	Mujeres	Temporal	1	681	28433	41,7518355359765051395007342143906020558
Mayo 2015	201505	Mayo	2015	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	4051	0	0
Mayo 2015	201505	Mayo	2015	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	1133	34729	30,65225066195939982347749338040600176523
Mayo 2015	201505	Mayo	2015	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	1493	0	0
Mayo 2015	201505	Mayo	2015	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	325	9884	30,41230769230769230769230769230769230769
Mayo 2015	201505	Mayo	2015	50	Zaragoza	2	Industria y energía	Hombres	Temporal	0	1184	0	0
Mayo 2015	201505	Mayo	2015	50	Zaragoza	2	Industria y energía	Hombres	Temporal	1	2634	143212	54,37053910402429764616552771450265755505
Mayo 2015	201505	Mayo	2015	50	Zaragoza	2	Industria y energía	Mujeres	Temporal	0	514	0	0
Mayo 2015	201505	Mayo	2015	50	Zaragoza	2	Industria y energía	Mujeres	Temporal	1	1012	38325	37,87055335968379446640316205533596837945
Mayo 2015	201505	Mayo	2015	50	Zaragoza	3	Construcción	Hombres	Temporal	0	873	0	0
Mayo 2015	201505	Mayo	2015	50	Zaragoza	3	Construcción	Hombres	Temporal	1	250	30496	121,984
Mayo 2015	201505	Mayo	2015	50	Zaragoza	3	Construcción	Mujeres	Temporal	0	19	0	0
Mayo 2015	201505	Mayo	2015	50	Zaragoza	3	Construcción	Mujeres	Temporal	1	32	4539	141,84375
Mayo 2015	201505	Mayo	2015	50	Zaragoza	4	Servicios	Hombres	Temporal	0	2569	0	0
Mayo 2015	201505	Mayo	2015	50	Zaragoza	4	Servicios	Hombres	Temporal	1	5862	264792	45,17093142272262026612077789150460593654
Mayo 2015	201505	Mayo	2015	50	Zaragoza	4	Servicios	Mujeres	Temporal	0	3591	0	0
Mayo 2015	201505	Mayo	2015	50	Zaragoza	4	Servicios	Mujeres	Temporal	1	6899	301284	43,67067690969705754457167705464560081171
Abril 2015	201504	Abril	2015	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	995	0	0
Abril 2015	201504	Abril	2015	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	79	10288	130,227848101265822784810126582278481013
Abril 2015	201504	Abril	2015	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	218	0	0
Abril 2015	201504	Abril	2015	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	6	990	165
Abril 2015	201504	Abril	2015	22	Huesca	2	Industria y energía	Hombres	Temporal	0	166	0	0
Abril 2015	201504	Abril	2015	22	Huesca	2	Industria y energía	Hombres	Temporal	1	145	17327	119,496551724137931034482758620689655172
Abril 2015	201504	Abril	2015	22	Huesca	2	Industria y energía	Mujeres	Temporal	0	49	0	0
Abril 2015	201504	Abril	2015	22	Huesca	2	Industria y energía	Mujeres	Temporal	1	46	3829	83,23913043478260869565217391304347826087
Abril 2015	201504	Abril	2015	22	Huesca	3	Construcción	Hombres	Temporal	0	242	0	0
Abril 2015	201504	Abril	2015	22	Huesca	3	Construcción	Hombres	Temporal	1	59	7527	127,576271186440677966101694915254237288
Abril 2015	201504	Abril	2015	22	Huesca	3	Construcción	Mujeres	Temporal	0	3	0	0
Abril 2015	201504	Abril	2015	22	Huesca	3	Construcción	Mujeres	Temporal	1	3	217	72,33333333333333333333333333333333333333
Abril 2015	201504	Abril	2015	22	Huesca	4	Servicios	Hombres	Temporal	0	455	0	0
Abril 2015	201504	Abril	2015	22	Huesca	4	Servicios	Hombres	Temporal	1	1135	41773	36,80440528634361233480176211453744493392
Abril 2015	201504	Abril	2015	22	Huesca	4	Servicios	Mujeres	Temporal	0	702	0	0
Abril 2015	201504	Abril	2015	22	Huesca	4	Servicios	Mujeres	Temporal	1	1433	51181	35,71598046057222609909281228192602930914
Abril 2015	201504	Abril	2015	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	170	0	0
Abril 2015	201504	Abril	2015	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	30	2128	70,93333333333333333333333333333333333333
Abril 2015	201504	Abril	2015	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	39	0	0
Abril 2015	201504	Abril	2015	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	2	117	58,5
Abril 2015	201504	Abril	2015	44	Teruel	2	Industria y energía	Hombres	Temporal	0	86	0	0
Abril 2015	201504	Abril	2015	44	Teruel	2	Industria y energía	Hombres	Temporal	1	400	6765	16,9125
Abril 2015	201504	Abril	2015	44	Teruel	2	Industria y energía	Mujeres	Temporal	0	23	0	0
Abril 2015	201504	Abril	2015	44	Teruel	2	Industria y energía	Mujeres	Temporal	1	98	1671	17,05102040816326530612244897959183673469
Abril 2015	201504	Abril	2015	44	Teruel	3	Construcción	Hombres	Temporal	0	178	0	0
Abril 2015	201504	Abril	2015	44	Teruel	3	Construcción	Hombres	Temporal	1	56	5863	104,696428571428571428571428571428571429
Abril 2015	201504	Abril	2015	44	Teruel	3	Construcción	Mujeres	Temporal	0	4	0	0
Abril 2015	201504	Abril	2015	44	Teruel	3	Construcción	Mujeres	Temporal	1	2	201	100,5
Abril 2015	201504	Abril	2015	44	Teruel	4	Servicios	Hombres	Temporal	0	164	0	0
Abril 2015	201504	Abril	2015	44	Teruel	4	Servicios	Hombres	Temporal	1	613	24922	40,65579119086460032626427406199021207178
Abril 2015	201504	Abril	2015	44	Teruel	4	Servicios	Mujeres	Temporal	0	263	0	0
Abril 2015	201504	Abril	2015	44	Teruel	4	Servicios	Mujeres	Temporal	1	836	26183	31,31937799043062200956937799043062200957
Abril 2015	201504	Abril	2015	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	1275	0	0
Abril 2015	201504	Abril	2015	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	572	19127	33,43881118881118881118881118881118881119
Abril 2015	201504	Abril	2015	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	286	0	0
Abril 2015	201504	Abril	2015	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	138	2657	19,25362318840579710144927536231884057971
Abril 2015	201504	Abril	2015	50	Zaragoza	2	Industria y energía	Hombres	Temporal	0	1301	0	0
Abril 2015	201504	Abril	2015	50	Zaragoza	2	Industria y energía	Hombres	Temporal	1	2611	112815	43,20758330141708157793948678667177326695
Abril 2015	201504	Abril	2015	50	Zaragoza	2	Industria y energía	Mujeres	Temporal	0	385	0	0
Abril 2015	201504	Abril	2015	50	Zaragoza	2	Industria y energía	Mujeres	Temporal	1	984	29785	30,26930894308943089430894308943089430894
Abril 2015	201504	Abril	2015	50	Zaragoza	3	Construcción	Hombres	Temporal	0	905	0	0
Abril 2015	201504	Abril	2015	50	Zaragoza	3	Construcción	Hombres	Temporal	1	212	20959	98,8632075471698113207547169811320754717
Abril 2015	201504	Abril	2015	50	Zaragoza	3	Construcción	Mujeres	Temporal	0	25	0	0
Abril 2015	201504	Abril	2015	50	Zaragoza	3	Construcción	Mujeres	Temporal	1	24	4164	173,5
Abril 2015	201504	Abril	2015	50	Zaragoza	4	Servicios	Hombres	Temporal	0	2018	0	0
Abril 2015	201504	Abril	2015	50	Zaragoza	4	Servicios	Hombres	Temporal	1	4912	242863	49,44279315960912052117263843648208469055
Abril 2015	201504	Abril	2015	50	Zaragoza	4	Servicios	Mujeres	Temporal	0	2913	0	0
Abril 2015	201504	Abril	2015	50	Zaragoza	4	Servicios	Mujeres	Temporal	1	6103	272946	44,72325086023267245616909716532852695396
Marzo 2015	201503	Marzo	2015	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	522	0	0
Marzo 2015	201503	Marzo	2015	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	120	15283	127,358333333333333333333333333333333333
Marzo 2015	201503	Marzo	2015	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	92	0	0
Marzo 2015	201503	Marzo	2015	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	28	2451	87,53571428571428571428571428571428571429
Marzo 2015	201503	Marzo	2015	22	Huesca	2	Industria y energía	Hombres	Temporal	0	130	0	0
Marzo 2015	201503	Marzo	2015	22	Huesca	2	Industria y energía	Hombres	Temporal	1	191	23256	121,759162303664921465968586387434554974
Marzo 2015	201503	Marzo	2015	22	Huesca	2	Industria y energía	Mujeres	Temporal	0	34	0	0
Marzo 2015	201503	Marzo	2015	22	Huesca	2	Industria y energía	Mujeres	Temporal	1	52	5171	99,44230769230769230769230769230769230769
Marzo 2015	201503	Marzo	2015	22	Huesca	3	Construcción	Hombres	Temporal	0	289	0	0
Marzo 2015	201503	Marzo	2015	22	Huesca	3	Construcción	Hombres	Temporal	1	84	8844	105,285714285714285714285714285714285714
Marzo 2015	201503	Marzo	2015	22	Huesca	3	Construcción	Mujeres	Temporal	0	3	0	0
Marzo 2015	201503	Marzo	2015	22	Huesca	3	Construcción	Mujeres	Temporal	1	4	420	105
Marzo 2015	201503	Marzo	2015	22	Huesca	4	Servicios	Hombres	Temporal	0	480	0	0
Marzo 2015	201503	Marzo	2015	22	Huesca	4	Servicios	Hombres	Temporal	1	1148	45968	40,04181184668989547038327526132404181185
Marzo 2015	201503	Marzo	2015	22	Huesca	4	Servicios	Mujeres	Temporal	0	717	0	0
Marzo 2015	201503	Marzo	2015	22	Huesca	4	Servicios	Mujeres	Temporal	1	1548	56228	36,32299741602067183462532299741602067183
Marzo 2015	201503	Marzo	2015	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	122	0	0
Marzo 2015	201503	Marzo	2015	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	24	2388	99,5
