Mes y año	Mes (código)	Mes nombre	Año	Provincia código	Provincia nombre	Sector código	Sector descripción	Sexo	Temporalidad	Días duración contrato	Número de contratos	Duración contrato	Duración media contrato
Noviembre 2011	201111	Noviembre	2011	22	Huesca	3	Construcción	Hombres	Temporal	1	96	11729	122,177083333333333333333333333333333333
Noviembre 2011	201111	Noviembre	2011	22	Huesca	3	Construcción	Mujeres	Temporal	0	7	0	0
Noviembre 2011	201111	Noviembre	2011	22	Huesca	3	Construcción	Mujeres	Temporal	1	5	428	85,6
Noviembre 2011	201111	Noviembre	2011	22	Huesca	4	Servicios	Hombres	Temporal	0	377	0	0
Noviembre 2011	201111	Noviembre	2011	22	Huesca	4	Servicios	Hombres	Temporal	1	635	59105	93,07874015748031496062992125984251968504
Noviembre 2011	201111	Noviembre	2011	22	Huesca	4	Servicios	Mujeres	Temporal	0	559	0	0
Noviembre 2011	201111	Noviembre	2011	22	Huesca	4	Servicios	Mujeres	Temporal	1	1014	54338	53,58777120315581854043392504930966469428
Noviembre 2011	201111	Noviembre	2011	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	94	0	0
Noviembre 2011	201111	Noviembre	2011	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	20	2814	140,7
Noviembre 2011	201111	Noviembre	2011	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	5	0	0
Noviembre 2011	201111	Noviembre	2011	44	Teruel	2	Industria y energía	Hombres	Temporal	0	60	0	0
Noviembre 2011	201111	Noviembre	2011	44	Teruel	2	Industria y energía	Hombres	Temporal	1	57	9099	159,631578947368421052631578947368421053
Noviembre 2011	201111	Noviembre	2011	44	Teruel	2	Industria y energía	Mujeres	Temporal	0	10	0	0
Noviembre 2011	201111	Noviembre	2011	44	Teruel	2	Industria y energía	Mujeres	Temporal	1	14	1664	118,857142857142857142857142857142857143
Noviembre 2011	201111	Noviembre	2011	44	Teruel	3	Construcción	Hombres	Temporal	0	134	0	0
Noviembre 2011	201111	Noviembre	2011	44	Teruel	3	Construcción	Hombres	Temporal	1	44	4798	109,045454545454545454545454545454545455
Noviembre 2011	201111	Noviembre	2011	44	Teruel	3	Construcción	Mujeres	Temporal	0	7	0	0
Noviembre 2011	201111	Noviembre	2011	44	Teruel	3	Construcción	Mujeres	Temporal	1	7	1623	231,857142857142857142857142857142857143
Noviembre 2011	201111	Noviembre	2011	44	Teruel	4	Servicios	Hombres	Temporal	0	167	0	0
Noviembre 2011	201111	Noviembre	2011	44	Teruel	4	Servicios	Hombres	Temporal	1	819	23334	28,49084249084249084249084249084249084249
Noviembre 2011	201111	Noviembre	2011	44	Teruel	4	Servicios	Mujeres	Temporal	0	263	0	0
Noviembre 2011	201111	Noviembre	2011	44	Teruel	4	Servicios	Mujeres	Temporal	1	569	38108	66,97363796133567662565905096660808435852
Noviembre 2011	201111	Noviembre	2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	652	0	0
Noviembre 2011	201111	Noviembre	2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	378	11063	29,26719576719576719576719576719576719577
Noviembre 2011	201111	Noviembre	2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	109	0	0
Noviembre 2011	201111	Noviembre	2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	169	5280	31,24260355029585798816568047337278106509
Noviembre 2011	201111	Noviembre	2011	50	Zaragoza	2	Industria y energía	Hombres	Temporal	0	459	0	0
Noviembre 2011	201111	Noviembre	2011	50	Zaragoza	2	Industria y energía	Hombres	Temporal	1	869	130058	149,66398158803222094361334867663981588
Noviembre 2011	201111	Noviembre	2011	50	Zaragoza	2	Industria y energía	Mujeres	Temporal	0	195	0	0
Noviembre 2011	201111	Noviembre	2011	50	Zaragoza	2	Industria y energía	Mujeres	Temporal	1	460	34003	73,91956521739130434782608695652173913043
Noviembre 2011	201111	Noviembre	2011	50	Zaragoza	3	Construcción	Hombres	Temporal	0	1206	0	0
Noviembre 2011	201111	Noviembre	2011	50	Zaragoza	3	Construcción	Hombres	Temporal	1	227	20545	90,50660792951541850220264317180616740088
Noviembre 2011	201111	Noviembre	2011	50	Zaragoza	3	Construcción	Mujeres	Temporal	0	30	0	0
Noviembre 2011	201111	Noviembre	2011	50	Zaragoza	3	Construcción	Mujeres	Temporal	1	23	2744	119,304347826086956521739130434782608696
Noviembre 2011	201111	Noviembre	2011	50	Zaragoza	4	Servicios	Hombres	Temporal	0	2632	0	0
Noviembre 2011	201111	Noviembre	2011	50	Zaragoza	4	Servicios	Hombres	Temporal	1	4675	260742	55,7736898395721925133689839572192513369
Noviembre 2011	201111	Noviembre	2011	50	Zaragoza	4	Servicios	Mujeres	Temporal	0	3261	0	0
Noviembre 2011	201111	Noviembre	2011	50	Zaragoza	4	Servicios	Mujeres	Temporal	1	5754	301925	52,47219325686478971150503997219325686479
Octubre 2011	201110	Octubre	2011	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	208	0	0
Octubre 2011	201110	Octubre	2011	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	123	6938	56,40650406504065040650406504065040650407
Octubre 2011	201110	Octubre	2011	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	29	0	0
Octubre 2011	201110	Octubre	2011	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	33	2224	67,39393939393939393939393939393939393939
Octubre 2011	201110	Octubre	2011	22	Huesca	2	Industria y energía	Hombres	Temporal	0	99	0	0
Octubre 2011	201110	Octubre	2011	22	Huesca	2	Industria y energía	Hombres	Temporal	1	95	13685	144,052631578947368421052631578947368421
Octubre 2011	201110	Octubre	2011	22	Huesca	2	Industria y energía	Mujeres	Temporal	0	49	0	0
Octubre 2011	201110	Octubre	2011	22	Huesca	2	Industria y energía	Mujeres	Temporal	1	21	2755	131,190476190476190476190476190476190476
Octubre 2011	201110	Octubre	2011	22	Huesca	3	Construcción	Hombres	Temporal	0	293	0	0
Octubre 2011	201110	Octubre	2011	22	Huesca	3	Construcción	Hombres	Temporal	1	90	9772	108,577777777777777777777777777777777778
Octubre 2011	201110	Octubre	2011	22	Huesca	3	Construcción	Mujeres	Temporal	0	5	0	0
Octubre 2011	201110	Octubre	2011	22	Huesca	3	Construcción	Mujeres	Temporal	1	10	1032	103,2
Octubre 2011	201110	Octubre	2011	22	Huesca	4	Servicios	Hombres	Temporal	0	455	0	0
Octubre 2011	201110	Octubre	2011	22	Huesca	4	Servicios	Hombres	Temporal	1	742	60318	81,29110512129380053908355795148247978437
Octubre 2011	201110	Octubre	2011	22	Huesca	4	Servicios	Mujeres	Temporal	0	852	0	0
Octubre 2011	201110	Octubre	2011	22	Huesca	4	Servicios	Mujeres	Temporal	1	1118	82553	73,83989266547406082289803220035778175313
Octubre 2011	201110	Octubre	2011	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	68	0	0
Octubre 2011	201110	Octubre	2011	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	27	2500	92,59259259259259259259259259259259259259
Octubre 2011	201110	Octubre	2011	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	11	0	0
Octubre 2011	201110	Octubre	2011	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	2	180	90
Octubre 2011	201110	Octubre	2011	44	Teruel	2	Industria y energía	Hombres	Temporal	0	68	0	0
Octubre 2011	201110	Octubre	2011	44	Teruel	2	Industria y energía	Hombres	Temporal	1	78	9728	124,717948717948717948717948717948717949
Octubre 2011	201110	Octubre	2011	44	Teruel	2	Industria y energía	Mujeres	Temporal	0	20	0	0
Octubre 2011	201110	Octubre	2011	44	Teruel	2	Industria y energía	Mujeres	Temporal	1	11	1465	133,181818181818181818181818181818181818
Octubre 2011	201110	Octubre	2011	44	Teruel	3	Construcción	Hombres	Temporal	0	126	0	0
Octubre 2011	201110	Octubre	2011	44	Teruel	3	Construcción	Hombres	Temporal	1	58	9200	158,620689655172413793103448275862068966
Octubre 2011	201110	Octubre	2011	44	Teruel	3	Construcción	Mujeres	Temporal	0	2	0	0
Octubre 2011	201110	Octubre	2011	44	Teruel	3	Construcción	Mujeres	Temporal	1	2	133	66,5
Octubre 2011	201110	Octubre	2011	44	Teruel	4	Servicios	Hombres	Temporal	0	478	0	0
Octubre 2011	201110	Octubre	2011	44	Teruel	4	Servicios	Hombres	Temporal	1	825	37318	45,23393939393939393939393939393939393939
Octubre 2011	201110	Octubre	2011	44	Teruel	4	Servicios	Mujeres	Temporal	0	437	0	0
Octubre 2011	201110	Octubre	2011	44	Teruel	4	Servicios	Mujeres	Temporal	1	693	38077	54,94516594516594516594516594516594516595
Octubre 2011	201110	Octubre	2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	491	0	0
Octubre 2011	201110	Octubre	2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	363	11351	31,26997245179063360881542699724517906336
Octubre 2011	201110	Octubre	2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	104	0	0
Octubre 2011	201110	Octubre	2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	188	5472	29,10638297872340425531914893617021276596
Octubre 2011	201110	Octubre	2011	50	Zaragoza	2	Industria y energía	Hombres	Temporal	0	515	0	0
Octubre 2011	201110	Octubre	2011	50	Zaragoza	2	Industria y energía	Hombres	Temporal	1	670	91916	137,188059701492537313432835820895522388
Octubre 2011	201110	Octubre	2011	50	Zaragoza	2	Industria y energía	Mujeres	Temporal	0	188	0	0
Octubre 2011	201110	Octubre	2011	50	Zaragoza	2	Industria y energía	Mujeres	Temporal	1	322	29711	92,27018633540372670807453416149068322981
Octubre 2011	201110	Octubre	2011	50	Zaragoza	3	Construcción	Hombres	Temporal	0	1145	0	0
Octubre 2011	201110	Octubre	2011	50	Zaragoza	3	Construcción	Hombres	Temporal	1	194	23744	122,391752577319587628865979381443298969
Octubre 2011	201110	Octubre	2011	50	Zaragoza	3	Construcción	Mujeres	Temporal	0	26	0	0
Octubre 2011	201110	Octubre	2011	50	Zaragoza	3	Construcción	Mujeres	Temporal	1	28	3202	114,357142857142857142857142857142857143
Octubre 2011	201110	Octubre	2011	50	Zaragoza	4	Servicios	Hombres	Temporal	0	3045	0	0
Octubre 2011	201110	Octubre	2011	50	Zaragoza	4	Servicios	Hombres	Temporal	1	5851	318270	54,39582977268842932831994530849427448299
Octubre 2011	201110	Octubre	2011	50	Zaragoza	4	Servicios	Mujeres	Temporal	0	4347	0	0
Octubre 2011	201110	Octubre	2011	50	Zaragoza	4	Servicios	Mujeres	Temporal	1	6752	380114	56,29650473933649289099526066350710900474
Septiembre 2011	201109	Septiembre	2011	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	237	0	0
Septiembre 2011	201109	Septiembre	2011	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	166	9846	59,31325301204819277108433734939759036145
Septiembre 2011	201109	Septiembre	2011	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	41	0	0
Septiembre 2011	201109	Septiembre	2011	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	10	810	81
Septiembre 2011	201109	Septiembre	2011	22	Huesca	2	Industria y energía	Hombres	Temporal	0	102	0	0
Septiembre 2011	201109	Septiembre	2011	22	Huesca	2	Industria y energía	Hombres	Temporal	1	112	20973	187,258928571428571428571428571428571429
Septiembre 2011	201109	Septiembre	2011	22	Huesca	2	Industria y energía	Mujeres	Temporal	0	50	0	0
Septiembre 2011	201109	Septiembre	2011	22	Huesca	2	Industria y energía	Mujeres	Temporal	1	30	5208	173,6
Septiembre 2011	201109	Septiembre	2011	22	Huesca	3	Construcción	Hombres	Temporal	0	269	0	0
Septiembre 2011	201109	Septiembre	2011	22	Huesca	3	Construcción	Hombres	Temporal	1	76	7504	98,73684210526315789473684210526315789474
Septiembre 2011	201109	Septiembre	2011	22	Huesca	3	Construcción	Mujeres	Temporal	0	7	0	0
Septiembre 2011	201109	Septiembre	2011	22	Huesca	3	Construcción	Mujeres	Temporal	1	5	509	101,8
Septiembre 2011	201109	Septiembre	2011	22	Huesca	4	Servicios	Hombres	Temporal	0	448	0	0
Septiembre 2011	201109	Septiembre	2011	22	Huesca	4	Servicios	Hombres	Temporal	1	893	57817	64,7446808510638297872340425531914893617
Septiembre 2011	201109	Septiembre	2011	22	Huesca	4	Servicios	Mujeres	Temporal	0	801	0	0
Septiembre 2011	201109	Septiembre	2011	22	Huesca	4	Servicios	Mujeres	Temporal	1	1218	96163	78,951559934318555008210180623973727422
Septiembre 2011	201109	Septiembre	2011	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	141	0	0
Septiembre 2011	201109	Septiembre	2011	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	17	2003	117,823529411764705882352941176470588235
Septiembre 2011	201109	Septiembre	2011	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	63	0	0
Septiembre 2011	201109	Septiembre	2011	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	2	181	90,5
Septiembre 2011	201109	Septiembre	2011	44	Teruel	2	Industria y energía	Hombres	Temporal	0	63	0	0
Septiembre 2011	201109	Septiembre	2011	44	Teruel	2	Industria y energía	Hombres	Temporal	1	73	17653	241,821917808219178082191780821917808219
Septiembre 2011	201109	Septiembre	2011	44	Teruel	2	Industria y energía	Mujeres	Temporal	0	10	0	0
Septiembre 2011	201109	Septiembre	2011	44	Teruel	2	Industria y energía	Mujeres	Temporal	1	18	1229	68,27777777777777777777777777777777777778
Septiembre 2011	201109	Septiembre	2011	44	Teruel	3	Construcción	Hombres	Temporal	0	199	0	0
Septiembre 2011	201109	Septiembre	2011	44	Teruel	3	Construcción	Hombres	Temporal	1	73	9507	130,232876712328767123287671232876712329
Septiembre 2011	201109	Septiembre	2011	44	Teruel	3	Construcción	Mujeres	Temporal	1	11	1396	126,909090909090909090909090909090909091
Septiembre 2011	201109	Septiembre	2011	44	Teruel	4	Servicios	Hombres	Temporal	0	243	0	0
Septiembre 2011	201109	Septiembre	2011	44	Teruel	4	Servicios	Hombres	Temporal	1	940	53936	57,37872340425531914893617021276595744681
Septiembre 2011	201109	Septiembre	2011	44	Teruel	4	Servicios	Mujeres	Temporal	0	393	0	0
Septiembre 2011	201109	Septiembre	2011	44	Teruel	4	Servicios	Mujeres	Temporal	1	947	59036	62,34002111932418162618796198521647307286
Septiembre 2011	201109	Septiembre	2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	2214	0	0
Septiembre 2011	201109	Septiembre	2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	899	19741	21,95884315906562847608453837597330367075
Septiembre 2011	201109	Septiembre	2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	454	0	0
Septiembre 2011	201109	Septiembre	2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	323	9335	28,90092879256965944272445820433436532508
Septiembre 2011	201109	Septiembre	2011	50	Zaragoza	2	Industria y energía	Hombres	Temporal	0	725	0	0
Septiembre 2011	201109	Septiembre	2011	50	Zaragoza	2	Industria y energía	Hombres	Temporal	1	951	128960	135,604626708727655099894847528916929548
Septiembre 2011	201109	Septiembre	2011	50	Zaragoza	2	Industria y energía	Mujeres	Temporal	0	340	0	0
Septiembre 2011	201109	Septiembre	2011	50	Zaragoza	2	Industria y energía	Mujeres	Temporal	1	451	34104	75,61862527716186252771618625277161862528
Septiembre 2011	201109	Septiembre	2011	50	Zaragoza	3	Construcción	Hombres	Temporal	0	1434	0	0
Septiembre 2011	201109	Septiembre	2011	50	Zaragoza	3	Construcción	Hombres	Temporal	1	252	28542	113,261904761904761904761904761904761905
Septiembre 2011	201109	Septiembre	2011	50	Zaragoza	3	Construcción	Mujeres	Temporal	0	29	0	0
Septiembre 2011	201109	Septiembre	2011	50	Zaragoza	3	Construcción	Mujeres	Temporal	1	42	4972	118,380952380952380952380952380952380952
Septiembre 2011	201109	Septiembre	2011	50	Zaragoza	4	Servicios	Hombres	Temporal	0	3232	0	0
Septiembre 2011	201109	Septiembre	2011	50	Zaragoza	4	Servicios	Hombres	Temporal	1	6313	378139	59,89846348804055124346586408997307143989
Septiembre 2011	201109	Septiembre	2011	50	Zaragoza	4	Servicios	Mujeres	Temporal	0	4330	0	0
Septiembre 2011	201109	Septiembre	2011	50	Zaragoza	4	Servicios	Mujeres	Temporal	1	6931	511790	73,84071562545087288991487519838407156255
Agosto 2011	201108	Agosto	2011	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	874	0	0
Agosto 2011	201108	Agosto	2011	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	220	8051	36,59545454545454545454545454545454545455
Agosto 2011	201108	Agosto	2011	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	97	0	0
Agosto 2011	201108	Agosto	2011	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	25	685	27,4
Agosto 2011	201108	Agosto	2011	22	Huesca	2	Industria y energía	Hombres	Temporal	0	96	0	0
Agosto 2011	201108	Agosto	2011	22	Huesca	2	Industria y energía	Hombres	Temporal	1	107	10895	101,822429906542056074766355140186915888
Agosto 2011	201108	Agosto	2011	22	Huesca	2	Industria y energía	Mujeres	Temporal	0	21	0	0
Agosto 2011	201108	Agosto	2011	22	Huesca	2	Industria y energía	Mujeres	Temporal	1	28	3334	119,071428571428571428571428571428571429
Agosto 2011	201108	Agosto	2011	22	Huesca	3	Construcción	Hombres	Temporal	0	228	0	0
Agosto 2011	201108	Agosto	2011	22	Huesca	3	Construcción	Hombres	Temporal	1	64	6319	98,734375
Agosto 2011	201108	Agosto	2011	22	Huesca	3	Construcción	Mujeres	Temporal	0	3	0	0
Agosto 2011	201108	Agosto	2011	22	Huesca	3	Construcción	Mujeres	Temporal	1	3	360	120
Agosto 2011	201108	Agosto	2011	22	Huesca	4	Servicios	Hombres	Temporal	0	709	0	0
Agosto 2011	201108	Agosto	2011	22	Huesca	4	Servicios	Hombres	Temporal	1	1041	44467	42,71565802113352545629202689721421709894
Agosto 2011	201108	Agosto	2011	22	Huesca	4	Servicios	Mujeres	Temporal	0	699	0	0
Agosto 2011	201108	Agosto	2011	22	Huesca	4	Servicios	Mujeres	Temporal	1	1176	48240	41,02040816326530612244897959183673469388
Agosto 2011	201108	Agosto	2011	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	39	0	0
Agosto 2011	201108	Agosto	2011	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	25	1534	61,36
Agosto 2011	201108	Agosto	2011	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	15	0	0
Agosto 2011	201108	Agosto	2011	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	1	30	30
Agosto 2011	201108	Agosto	2011	44	Teruel	2	Industria y energía	Hombres	Temporal	0	40	0	0
Agosto 2011	201108	Agosto	2011	44	Teruel	2	Industria y energía	Hombres	Temporal	1	54	14022	259,666666666666666666666666666666666667
Agosto 2011	201108	Agosto	2011	44	Teruel	2	Industria y energía	Mujeres	Temporal	0	24	0	0
Agosto 2011	201108	Agosto	2011	44	Teruel	2	Industria y energía	Mujeres	Temporal	1	27	1384	51,25925925925925925925925925925925925926
Agosto 2011	201108	Agosto	2011	44	Teruel	3	Construcción	Hombres	Temporal	0	168	0	0
Agosto 2011	201108	Agosto	2011	44	Teruel	3	Construcción	Hombres	Temporal	1	42	3457	82,30952380952380952380952380952380952381
Agosto 2011	201108	Agosto	2011	44	Teruel	3	Construcción	Mujeres	Temporal	0	3	0	0
Agosto 2011	201108	Agosto	2011	44	Teruel	3	Construcción	Mujeres	Temporal	1	11	918	83,45454545454545454545454545454545454545
Agosto 2011	201108	Agosto	2011	44	Teruel	4	Servicios	Hombres	Temporal	0	162	0	0
Agosto 2011	201108	Agosto	2011	44	Teruel	4	Servicios	Hombres	Temporal	1	917	27232	29,69683751363140676117775354416575790622
Agosto 2011	201108	Agosto	2011	44	Teruel	4	Servicios	Mujeres	Temporal	0	298	0	0
Agosto 2011	201108	Agosto	2011	44	Teruel	4	Servicios	Mujeres	Temporal	1	763	31263	40,97378768020969855832241153342070773263
Agosto 2011	201108	Agosto	2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	1963	0	0
Agosto 2011	201108	Agosto	2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	1440	30614	21,25972222222222222222222222222222222222
Agosto 2011	201108	Agosto	2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	560	0	0
Agosto 2011	201108	Agosto	2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	560	13395	23,91964285714285714285714285714285714286
Agosto 2011	201108	Agosto	2011	50	Zaragoza	2	Industria y energía	Hombres	Temporal	0	457	0	0
Agosto 2011	201108	Agosto	2011	50	Zaragoza	2	Industria y energía	Hombres	Temporal	1	724	70789	97,77486187845303867403314917127071823204
Agosto 2011	201108	Agosto	2011	50	Zaragoza	2	Industria y energía	Mujeres	Temporal	0	287	0	0
Agosto 2011	201108	Agosto	2011	50	Zaragoza	2	Industria y energía	Mujeres	Temporal	1	356	17508	49,17977528089887640449438202247191011236
Agosto 2011	201108	Agosto	2011	50	Zaragoza	3	Construcción	Hombres	Temporal	0	1307	0	0
Agosto 2011	201108	Agosto	2011	50	Zaragoza	3	Construcción	Hombres	Temporal	1	227	17786	78,35242290748898678414096916299559471366
Agosto 2011	201108	Agosto	2011	50	Zaragoza	3	Construcción	Mujeres	Temporal	0	27	0	0
Agosto 2011	201108	Agosto	2011	50	Zaragoza	3	Construcción	Mujeres	Temporal	1	20	1995	99,75
Agosto 2011	201108	Agosto	2011	50	Zaragoza	4	Servicios	Hombres	Temporal	0	2443	0	0
Agosto 2011	201108	Agosto	2011	50	Zaragoza	4	Servicios	Hombres	Temporal	1	5409	213316	39,43723423923091144388981327417267517101
Agosto 2011	201108	Agosto	2011	50	Zaragoza	4	Servicios	Mujeres	Temporal	0	2789	0	0
Agosto 2011	201108	Agosto	2011	50	Zaragoza	4	Servicios	Mujeres	Temporal	1	5140	230404	44,82568093385214007782101167315175097276
Julio 2011	201107	Julio	2011	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	1130	0	0
Julio 2011	201107	Julio	2011	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	199	9585	48,16582914572864321608040201005025125628
Julio 2011	201107	Julio	2011	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	293	0	0
Julio 2011	201107	Julio	2011	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	30	1484	49,46666666666666666666666666666666666667
Julio 2011	201107	Julio	2011	22	Huesca	2	Industria y energía	Hombres	Temporal	0	111	0	0
Julio 2011	201107	Julio	2011	22	Huesca	2	Industria y energía	Hombres	Temporal	1	125	17803	142,424
Julio 2011	201107	Julio	2011	22	Huesca	2	Industria y energía	Mujeres	Temporal	0	77	0	0
Julio 2011	201107	Julio	2011	22	Huesca	2	Industria y energía	Mujeres	Temporal	1	30	2657	88,56666666666666666666666666666666666667
Julio 2011	201107	Julio	2011	22	Huesca	3	Construcción	Hombres	Temporal	0	275	0	0
Julio 2011	201107	Julio	2011	22	Huesca	3	Construcción	Hombres	Temporal	1	81	7464	92,14814814814814814814814814814814814815
Julio 2011	201107	Julio	2011	22	Huesca	3	Construcción	Mujeres	Temporal	0	5	0	0
Julio 2011	201107	Julio	2011	22	Huesca	3	Construcción	Mujeres	Temporal	1	11	1493	135,727272727272727272727272727272727273
Julio 2011	201107	Julio	2011	22	Huesca	4	Servicios	Hombres	Temporal	0	1099	0	0
Julio 2011	201107	Julio	2011	22	Huesca	4	Servicios	Hombres	Temporal	1	1391	68953	49,57081236520488856937455068296189791517
Julio 2011	201107	Julio	2011	22	Huesca	4	Servicios	Mujeres	Temporal	0	1334	0	0
Julio 2011	201107	Julio	2011	22	Huesca	4	Servicios	Mujeres	Temporal	1	1828	89457	48,93708971553610503282275711159737417943
Julio 2011	201107	Julio	2011	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	98	0	0
Julio 2011	201107	Julio	2011	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	22	1667	75,77272727272727272727272727272727272727
Julio 2011	201107	Julio	2011	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	44	0	0
Julio 2011	201107	Julio	2011	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	3	318	106
Julio 2011	201107	Julio	2011	44	Teruel	2	Industria y energía	Hombres	Temporal	0	76	0	0
Julio 2011	201107	Julio	2011	44	Teruel	2	Industria y energía	Hombres	Temporal	1	67	10813	161,388059701492537313432835820895522388
Julio 2011	201107	Julio	2011	44	Teruel	2	Industria y energía	Mujeres	Temporal	0	23	0	0
Julio 2011	201107	Julio	2011	44	Teruel	2	Industria y energía	Mujeres	Temporal	1	14	1059	75,64285714285714285714285714285714285714
Julio 2011	201107	Julio	2011	44	Teruel	3	Construcción	Hombres	Temporal	0	167	0	0
Julio 2011	201107	Julio	2011	44	Teruel	3	Construcción	Hombres	Temporal	1	61	8965	146,967213114754098360655737704918032787
Julio 2011	201107	Julio	2011	44	Teruel	3	Construcción	Mujeres	Temporal	0	3	0	0
Julio 2011	201107	Julio	2011	44	Teruel	3	Construcción	Mujeres	Temporal	1	9	900	100
Julio 2011	201107	Julio	2011	44	Teruel	4	Servicios	Hombres	Temporal	0	256	0	0
Julio 2011	201107	Julio	2011	44	Teruel	4	Servicios	Hombres	Temporal	1	909	38487	42,33993399339933993399339933993399339934
Julio 2011	201107	Julio	2011	44	Teruel	4	Servicios	Mujeres	Temporal	0	359	0	0
Julio 2011	201107	Julio	2011	44	Teruel	4	Servicios	Mujeres	Temporal	1	831	45942	55,28519855595667870036101083032490974729
Julio 2011	201107	Julio	2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	903	0	0
Julio 2011	201107	Julio	2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	931	23330	25,05907626208378088077336197636949516649
Julio 2011	201107	Julio	2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	322	0	0
Julio 2011	201107	Julio	2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	381	10155	26,65354330708661417322834645669291338583
Julio 2011	201107	Julio	2011	50	Zaragoza	2	Industria y energía	Hombres	Temporal	0	451	0	0
Julio 2011	201107	Julio	2011	50	Zaragoza	2	Industria y energía	Hombres	Temporal	1	976	101491	103,98668032786885245901639344262295082
Julio 2011	201107	Julio	2011	50	Zaragoza	2	Industria y energía	Mujeres	Temporal	0	144	0	0
Julio 2011	201107	Julio	2011	50	Zaragoza	2	Industria y energía	Mujeres	Temporal	1	485	36902	76,08659793814432989690721649484536082474
Julio 2011	201107	Julio	2011	50	Zaragoza	3	Construcción	Hombres	Temporal	0	1458	0	0
Julio 2011	201107	Julio	2011	50	Zaragoza	3	Construcción	Hombres	Temporal	1	326	31259	95,88650306748466257668711656441717791411
Julio 2011	201107	Julio	2011	50	Zaragoza	3	Construcción	Mujeres	Temporal	0	39	0	0
