Municipio código	Municipio nombre	CCAA 2ª residencia, código	CCAA 2ª residencia, nombre	Número hogares
50292	Villarreal de Huerva	02	Aragón	13
50292	Villarreal de Huerva	09	Cataluña	1
50293	Villarroya de la Sierra	02	Aragón	27
50293	Villarroya de la Sierra	09	Cataluña	5
50293	Villarroya de la Sierra	07	Castilla y León	4
50293	Villarroya de la Sierra	10	Comunitat Valenciana	3
50293	Villarroya de la Sierra	03	Asturias (Principado de)	1
50293	Villarroya de la Sierra	15	Navarra (Comunidad Foral de)	1
50293	Villarroya de la Sierra	17	Rioja (La)	1
50294	Villarroya del Campo	02	Aragón	7
50294	Villarroya del Campo	09	Cataluña	2
50295	Vistabella	02	Aragón	10
50296	Zaida (La)	02	Aragón	32
50296	Zaida (La)	09	Cataluña	7
50296	Zaida (La)	01	Andalucía	1
50296	Zaida (La)	16	País Vasco	1
50296	Zaida (La)	17	Rioja (La)	1
50297	Zaragoza	02	Aragón	35367
50297	Zaragoza	09	Cataluña	10147
50297	Zaragoza	10	Comunitat Valenciana	3535
50297	Zaragoza	07	Castilla y León	2825
50297	Zaragoza	08	Castilla-La Mancha	1117
50297	Zaragoza	17	Rioja (La)	571
50297	Zaragoza	01	Andalucía	554
50297	Zaragoza	15	Navarra (Comunidad Foral de)	478
50297	Zaragoza	13	Madrid (Comunidad de)	298
50297	Zaragoza	06	Cantabria	256
50297	Zaragoza	16	País Vasco	251
50297	Zaragoza	12	Galicia	225
50297	Zaragoza	11	Extremadura	168
50297	Zaragoza	03	Asturias (Principado de)	138
50297	Zaragoza	14	Murcia (Región de)	109
50297	Zaragoza	04	Balears (Illes)	58
50297	Zaragoza	05	Canarias	30
50297	Zaragoza	19	Ciudad Autónoma de Melilla	3
50297	Zaragoza	18	Ciudad Autónoma de Ceuta	1
50298	Zuera	02	Aragón	138
50298	Zuera	09	Cataluña	42
50298	Zuera	10	Comunitat Valenciana	15
50298	Zuera	07	Castilla y León	4
50298	Zuera	11	Extremadura	3
50298	Zuera	01	Andalucía	2
50298	Zuera	06	Cantabria	2
50298	Zuera	12	Galicia	1
50298	Zuera	15	Navarra (Comunidad Foral de)	1
50298	Zuera	16	País Vasco	1
50901	Biel	02	Aragón	41
50901	Biel	09	Cataluña	5
50902	Marracos	02	Aragón	16
50902	Marracos	09	Cataluña	1
