Municipio código	Municipio nombre	Explotaciones	Porcentaje de SAU en propiedad del titular
50216	Pozuelo de Aragón	5	e) >=50% a < 75%  de la SAU en propiedad
50216	Pozuelo de Aragón	7	f) >= 75% a < 90%  de la SAU en propiedad
50216	Pozuelo de Aragón	33	g) >= 90%  de la SAU en propiedad
50217	Pradilla de Ebro	2	a) No hay SAU
50217	Pradilla de Ebro	12	b) < 10% de la SAU en propiedad
50217	Pradilla de Ebro	7	d) >=25% a < 50%  de la SAU en propiedad
50217	Pradilla de Ebro	10	e) >=50% a < 75%  de la SAU en propiedad
50217	Pradilla de Ebro	4	f) >= 75% a < 90%  de la SAU en propiedad
50217	Pradilla de Ebro	42	g) >= 90%  de la SAU en propiedad
50218	Puebla de Albortón	1	a) No hay SAU
50218	Puebla de Albortón	29	b) < 10% de la SAU en propiedad
50218	Puebla de Albortón	3	c) >=10% a < 25%  de la SAU en propiedad
50218	Puebla de Albortón	5	d) >=25% a < 50%  de la SAU en propiedad
50218	Puebla de Albortón	7	e) >=50% a < 75%  de la SAU en propiedad
50218	Puebla de Albortón	3	f) >= 75% a < 90%  de la SAU en propiedad
50218	Puebla de Albortón	16	g) >= 90%  de la SAU en propiedad
50219	Puebla de Alfindén (La)	1	a) No hay SAU
50219	Puebla de Alfindén (La)	9	b) < 10% de la SAU en propiedad
50219	Puebla de Alfindén (La)	4	c) >=10% a < 25%  de la SAU en propiedad
50219	Puebla de Alfindén (La)	4	d) >=25% a < 50%  de la SAU en propiedad
50219	Puebla de Alfindén (La)	1	e) >=50% a < 75%  de la SAU en propiedad
50219	Puebla de Alfindén (La)	1	f) >= 75% a < 90%  de la SAU en propiedad
50219	Puebla de Alfindén (La)	20	g) >= 90%  de la SAU en propiedad
50220	Puendeluna	1	b) < 10% de la SAU en propiedad
50220	Puendeluna	1	c) >=10% a < 25%  de la SAU en propiedad
50220	Puendeluna	7	g) >= 90%  de la SAU en propiedad
50221	Purujosa	2	c) >=10% a < 25%  de la SAU en propiedad
50221	Purujosa	2	g) >= 90%  de la SAU en propiedad
50222	Quinto	16	a) No hay SAU
50222	Quinto	55	b) < 10% de la SAU en propiedad
50222	Quinto	14	c) >=10% a < 25%  de la SAU en propiedad
50222	Quinto	12	d) >=25% a < 50%  de la SAU en propiedad
50222	Quinto	18	e) >=50% a < 75%  de la SAU en propiedad
50222	Quinto	12	f) >= 75% a < 90%  de la SAU en propiedad
50222	Quinto	109	g) >= 90%  de la SAU en propiedad
50223	Remolinos	2	a) No hay SAU
50223	Remolinos	15	b) < 10% de la SAU en propiedad
50223	Remolinos	2	c) >=10% a < 25%  de la SAU en propiedad
50223	Remolinos	8	d) >=25% a < 50%  de la SAU en propiedad
50223	Remolinos	5	e) >=50% a < 75%  de la SAU en propiedad
50223	Remolinos	7	f) >= 75% a < 90%  de la SAU en propiedad
50223	Remolinos	28	g) >= 90%  de la SAU en propiedad
50224	Retascón	5	b) < 10% de la SAU en propiedad
50224	Retascón	3	c) >=10% a < 25%  de la SAU en propiedad
50224	Retascón	1	d) >=25% a < 50%  de la SAU en propiedad
50224	Retascón	3	e) >=50% a < 75%  de la SAU en propiedad
50224	Retascón	1	f) >= 75% a < 90%  de la SAU en propiedad
50224	Retascón	27	g) >= 90%  de la SAU en propiedad
50225	Ricla	5	a) No hay SAU
50225	Ricla	169	b) < 10% de la SAU en propiedad
50225	Ricla	28	c) >=10% a < 25%  de la SAU en propiedad
50225	Ricla	21	d) >=25% a < 50%  de la SAU en propiedad
50225	Ricla	19	e) >=50% a < 75%  de la SAU en propiedad
50225	Ricla	3	f) >= 75% a < 90%  de la SAU en propiedad
50225	Ricla	94	g) >= 90%  de la SAU en propiedad
50227	Romanos	7	b) < 10% de la SAU en propiedad
50227	Romanos	2	d) >=25% a < 50%  de la SAU en propiedad
50227	Romanos	3	e) >=50% a < 75%  de la SAU en propiedad
50227	Romanos	5	f) >= 75% a < 90%  de la SAU en propiedad
50227	Romanos	18	g) >= 90%  de la SAU en propiedad
50228	Rueda de Jalón	2	a) No hay SAU
50228	Rueda de Jalón	13	b) < 10% de la SAU en propiedad
50228	Rueda de Jalón	9	c) >=10% a < 25%  de la SAU en propiedad
50228	Rueda de Jalón	6	d) >=25% a < 50%  de la SAU en propiedad
50228	Rueda de Jalón	16	e) >=50% a < 75%  de la SAU en propiedad
50228	Rueda de Jalón	7	f) >= 75% a < 90%  de la SAU en propiedad
50228	Rueda de Jalón	58	g) >= 90%  de la SAU en propiedad
50229	Ruesca	4	b) < 10% de la SAU en propiedad
50229	Ruesca	1	c) >=10% a < 25%  de la SAU en propiedad
50229	Ruesca	2	d) >=25% a < 50%  de la SAU en propiedad
50229	Ruesca	2	e) >=50% a < 75%  de la SAU en propiedad
50229	Ruesca	1	f) >= 75% a < 90%  de la SAU en propiedad
50229	Ruesca	12	g) >= 90%  de la SAU en propiedad
50230	Sádaba	9	a) No hay SAU
50230	Sádaba	32	b) < 10% de la SAU en propiedad
50230	Sádaba	7	c) >=10% a < 25%  de la SAU en propiedad
50230	Sádaba	13	d) >=25% a < 50%  de la SAU en propiedad
50230	Sádaba	21	e) >=50% a < 75%  de la SAU en propiedad
50230	Sádaba	10	f) >= 75% a < 90%  de la SAU en propiedad
50230	Sádaba	144	g) >= 90%  de la SAU en propiedad
50231	Salillas de Jalón	2	b) < 10% de la SAU en propiedad
50231	Salillas de Jalón	1	d) >=25% a < 50%  de la SAU en propiedad
50231	Salillas de Jalón	1	e) >=50% a < 75%  de la SAU en propiedad
50231	Salillas de Jalón	1	f) >= 75% a < 90%  de la SAU en propiedad
50231	Salillas de Jalón	6	g) >= 90%  de la SAU en propiedad
50232	Salvatierra de Esca	1	a) No hay SAU
50232	Salvatierra de Esca	4	b) < 10% de la SAU en propiedad
50232	Salvatierra de Esca	1	c) >=10% a < 25%  de la SAU en propiedad
50232	Salvatierra de Esca	1	d) >=25% a < 50%  de la SAU en propiedad
50232	Salvatierra de Esca	2	e) >=50% a < 75%  de la SAU en propiedad
50232	Salvatierra de Esca	1	f) >= 75% a < 90%  de la SAU en propiedad
50232	Salvatierra de Esca	9	g) >= 90%  de la SAU en propiedad
50233	Samper del Salz	2	e) >=50% a < 75%  de la SAU en propiedad
50233	Samper del Salz	4	g) >= 90%  de la SAU en propiedad
50234	San Martín de la Virgen de Moncayo	1	b) < 10% de la SAU en propiedad
50234	San Martín de la Virgen de Moncayo	1	c) >=10% a < 25%  de la SAU en propiedad
50234	San Martín de la Virgen de Moncayo	1	d) >=25% a < 50%  de la SAU en propiedad
50234	San Martín de la Virgen de Moncayo	4	e) >=50% a < 75%  de la SAU en propiedad
50234	San Martín de la Virgen de Moncayo	8	g) >= 90%  de la SAU en propiedad
50235	San Mateo de Gállego	5	a) No hay SAU
50235	San Mateo de Gállego	34	b) < 10% de la SAU en propiedad
50235	San Mateo de Gállego	18	c) >=10% a < 25%  de la SAU en propiedad
50235	San Mateo de Gállego	6	d) >=25% a < 50%  de la SAU en propiedad
50235	San Mateo de Gállego	10	e) >=50% a < 75%  de la SAU en propiedad
50235	San Mateo de Gállego	2	f) >= 75% a < 90%  de la SAU en propiedad
50235	San Mateo de Gállego	26	g) >= 90%  de la SAU en propiedad
50236	Santa Cruz de Grío	1	c) >=10% a < 25%  de la SAU en propiedad
50236	Santa Cruz de Grío	1	d) >=25% a < 50%  de la SAU en propiedad
50236	Santa Cruz de Grío	1	e) >=50% a < 75%  de la SAU en propiedad
50236	Santa Cruz de Grío	2	f) >= 75% a < 90%  de la SAU en propiedad
50236	Santa Cruz de Grío	55	g) >= 90%  de la SAU en propiedad
50237	Santa Cruz de Moncayo	2	a) No hay SAU
50237	Santa Cruz de Moncayo	2	b) < 10% de la SAU en propiedad
50237	Santa Cruz de Moncayo	2	e) >=50% a < 75%  de la SAU en propiedad
50237	Santa Cruz de Moncayo	1	f) >= 75% a < 90%  de la SAU en propiedad
50237	Santa Cruz de Moncayo	12	g) >= 90%  de la SAU en propiedad
50238	Santa Eulalia de Gállego	2	e) >=50% a < 75%  de la SAU en propiedad
50238	Santa Eulalia de Gállego	1	f) >= 75% a < 90%  de la SAU en propiedad
50238	Santa Eulalia de Gállego	14	g) >= 90%  de la SAU en propiedad
50239	Santed	2	b) < 10% de la SAU en propiedad
50239	Santed	1	c) >=10% a < 25%  de la SAU en propiedad
50239	Santed	2	d) >=25% a < 50%  de la SAU en propiedad
50239	Santed	3	e) >=50% a < 75%  de la SAU en propiedad
50239	Santed	11	g) >= 90%  de la SAU en propiedad
50240	Sástago	7	a) No hay SAU
50240	Sástago	41	b) < 10% de la SAU en propiedad
50240	Sástago	10	c) >=10% a < 25%  de la SAU en propiedad
50240	Sástago	12	d) >=25% a < 50%  de la SAU en propiedad
50240	Sástago	31	e) >=50% a < 75%  de la SAU en propiedad
50240	Sástago	17	f) >= 75% a < 90%  de la SAU en propiedad
50240	Sástago	50	g) >= 90%  de la SAU en propiedad
50241	Saviñán	1	a) No hay SAU
50241	Saviñán	5	b) < 10% de la SAU en propiedad
50241	Saviñán	2	c) >=10% a < 25%  de la SAU en propiedad
50241	Saviñán	2	d) >=25% a < 50%  de la SAU en propiedad
50241	Saviñán	3	e) >=50% a < 75%  de la SAU en propiedad
50241	Saviñán	1	f) >= 75% a < 90%  de la SAU en propiedad
50241	Saviñán	68	g) >= 90%  de la SAU en propiedad
50242	Sediles	1	b) < 10% de la SAU en propiedad
50242	Sediles	2	c) >=10% a < 25%  de la SAU en propiedad
50242	Sediles	4	e) >=50% a < 75%  de la SAU en propiedad
50242	Sediles	20	g) >= 90%  de la SAU en propiedad
50243	Sestrica	3	b) < 10% de la SAU en propiedad
50243	Sestrica	1	c) >=10% a < 25%  de la SAU en propiedad
50243	Sestrica	1	d) >=25% a < 50%  de la SAU en propiedad
50243	Sestrica	3	e) >=50% a < 75%  de la SAU en propiedad
50243	Sestrica	3	f) >= 75% a < 90%  de la SAU en propiedad
50243	Sestrica	113	g) >= 90%  de la SAU en propiedad
50244	Sierra de Luna	1	a) No hay SAU
50244	Sierra de Luna	6	b) < 10% de la SAU en propiedad
50244	Sierra de Luna	2	c) >=10% a < 25%  de la SAU en propiedad
50244	Sierra de Luna	7	d) >=25% a < 50%  de la SAU en propiedad
50244	Sierra de Luna	11	e) >=50% a < 75%  de la SAU en propiedad
50244	Sierra de Luna	4	f) >= 75% a < 90%  de la SAU en propiedad
50244	Sierra de Luna	25	g) >= 90%  de la SAU en propiedad
50245	Sigüés	7	b) < 10% de la SAU en propiedad
50245	Sigüés	2	c) >=10% a < 25%  de la SAU en propiedad
50245	Sigüés	1	d) >=25% a < 50%  de la SAU en propiedad
50245	Sigüés	1	f) >= 75% a < 90%  de la SAU en propiedad
50245	Sigüés	9	g) >= 90%  de la SAU en propiedad
50246	Sisamón	1	a) No hay SAU
50246	Sisamón	1	b) < 10% de la SAU en propiedad
50246	Sisamón	2	d) >=25% a < 50%  de la SAU en propiedad
50246	Sisamón	3	e) >=50% a < 75%  de la SAU en propiedad
50246	Sisamón	2	f) >= 75% a < 90%  de la SAU en propiedad
50246	Sisamón	2	g) >= 90%  de la SAU en propiedad
50247	Sobradiel	2	b) < 10% de la SAU en propiedad
50247	Sobradiel	3	c) >=10% a < 25%  de la SAU en propiedad
50247	Sobradiel	3	d) >=25% a < 50%  de la SAU en propiedad
50247	Sobradiel	1	e) >=50% a < 75%  de la SAU en propiedad
50247	Sobradiel	17	g) >= 90%  de la SAU en propiedad
50248	Sos del Rey Católico	2	a) No hay SAU
50248	Sos del Rey Católico	21	b) < 10% de la SAU en propiedad
50248	Sos del Rey Católico	4	c) >=10% a < 25%  de la SAU en propiedad
50248	Sos del Rey Católico	10	d) >=25% a < 50%  de la SAU en propiedad
50248	Sos del Rey Católico	15	e) >=50% a < 75%  de la SAU en propiedad
50248	Sos del Rey Católico	2	f) >= 75% a < 90%  de la SAU en propiedad
50248	Sos del Rey Católico	121	g) >= 90%  de la SAU en propiedad
50249	Tabuenca	1	a) No hay SAU
50249	Tabuenca	11	b) < 10% de la SAU en propiedad
50249	Tabuenca	4	c) >=10% a < 25%  de la SAU en propiedad
50249	Tabuenca	3	d) >=25% a < 50%  de la SAU en propiedad
50249	Tabuenca	8	e) >=50% a < 75%  de la SAU en propiedad
50249	Tabuenca	3	f) >= 75% a < 90%  de la SAU en propiedad
50249	Tabuenca	124	g) >= 90%  de la SAU en propiedad
50250	Talamantes	4	b) < 10% de la SAU en propiedad
50250	Talamantes	1	d) >=25% a < 50%  de la SAU en propiedad
50250	Talamantes	6	g) >= 90%  de la SAU en propiedad
50251	Tarazona	9	a) No hay SAU
50251	Tarazona	43	b) < 10% de la SAU en propiedad
50251	Tarazona	21	c) >=10% a < 25%  de la SAU en propiedad
50251	Tarazona	33	d) >=25% a < 50%  de la SAU en propiedad
50251	Tarazona	26	e) >=50% a < 75%  de la SAU en propiedad
50251	Tarazona	15	f) >= 75% a < 90%  de la SAU en propiedad
50251	Tarazona	175	g) >= 90%  de la SAU en propiedad
50252	Tauste	49	a) No hay SAU
50252	Tauste	202	b) < 10% de la SAU en propiedad
50252	Tauste	60	c) >=10% a < 25%  de la SAU en propiedad
50252	Tauste	86	d) >=25% a < 50%  de la SAU en propiedad
50252	Tauste	101	e) >=50% a < 75%  de la SAU en propiedad
50252	Tauste	35	f) >= 75% a < 90%  de la SAU en propiedad
50252	Tauste	325	g) >= 90%  de la SAU en propiedad
50253	Terrer	10	b) < 10% de la SAU en propiedad
50253	Terrer	5	c) >=10% a < 25%  de la SAU en propiedad
50253	Terrer	3	d) >=25% a < 50%  de la SAU en propiedad
50253	Terrer	3	e) >=50% a < 75%  de la SAU en propiedad
50253	Terrer	5	f) >= 75% a < 90%  de la SAU en propiedad
50253	Terrer	39	g) >= 90%  de la SAU en propiedad
50254	Tierga	2	a) No hay SAU
50254	Tierga	11	b) < 10% de la SAU en propiedad
50254	Tierga	11	c) >=10% a < 25%  de la SAU en propiedad
50254	Tierga	7	d) >=25% a < 50%  de la SAU en propiedad
50254	Tierga	4	e) >=50% a < 75%  de la SAU en propiedad
50254	Tierga	1	f) >= 75% a < 90%  de la SAU en propiedad
50254	Tierga	26	g) >= 90%  de la SAU en propiedad
50255	Tobed	2	a) No hay SAU
50255	Tobed	2	c) >=10% a < 25%  de la SAU en propiedad
50255	Tobed	1	d) >=25% a < 50%  de la SAU en propiedad
50255	Tobed	2	e) >=50% a < 75%  de la SAU en propiedad
50255	Tobed	40	g) >= 90%  de la SAU en propiedad
50256	Torralba de los Frailes	8	b) < 10% de la SAU en propiedad
50256	Torralba de los Frailes	5	c) >=10% a < 25%  de la SAU en propiedad
50256	Torralba de los Frailes	2	d) >=25% a < 50%  de la SAU en propiedad
50256	Torralba de los Frailes	6	e) >=50% a < 75%  de la SAU en propiedad
50256	Torralba de los Frailes	4	f) >= 75% a < 90%  de la SAU en propiedad
50256	Torralba de los Frailes	28	g) >= 90%  de la SAU en propiedad
50257	Torralba de Ribota	6	b) < 10% de la SAU en propiedad
50257	Torralba de Ribota	1	c) >=10% a < 25%  de la SAU en propiedad
50257	Torralba de Ribota	1	d) >=25% a < 50%  de la SAU en propiedad
50257	Torralba de Ribota	4	e) >=50% a < 75%  de la SAU en propiedad
50257	Torralba de Ribota	50	g) >= 90%  de la SAU en propiedad
50258	Torralbilla	2	b) < 10% de la SAU en propiedad
50258	Torralbilla	2	c) >=10% a < 25%  de la SAU en propiedad
50258	Torralbilla	1	d) >=25% a < 50%  de la SAU en propiedad
50258	Torralbilla	1	f) >= 75% a < 90%  de la SAU en propiedad
50258	Torralbilla	4	g) >= 90%  de la SAU en propiedad
50259	Torrehermosa	6	b) < 10% de la SAU en propiedad
50259	Torrehermosa	7	c) >=10% a < 25%  de la SAU en propiedad
50259	Torrehermosa	1	d) >=25% a < 50%  de la SAU en propiedad
50259	Torrehermosa	3	e) >=50% a < 75%  de la SAU en propiedad
50259	Torrehermosa	1	g) >= 90%  de la SAU en propiedad
50260	Torrelapaja	1	b) < 10% de la SAU en propiedad
50260	Torrelapaja	1	c) >=10% a < 25%  de la SAU en propiedad
50260	Torrelapaja	1	d) >=25% a < 50%  de la SAU en propiedad
50260	Torrelapaja	1	e) >=50% a < 75%  de la SAU en propiedad
50260	Torrelapaja	4	g) >= 90%  de la SAU en propiedad
50261	Torrellas	2	a) No hay SAU
50261	Torrellas	1	c) >=10% a < 25%  de la SAU en propiedad
50261	Torrellas	16	g) >= 90%  de la SAU en propiedad
50262	Torres de Berrellén	1	a) No hay SAU
50262	Torres de Berrellén	8	b) < 10% de la SAU en propiedad
50262	Torres de Berrellén	5	c) >=10% a < 25%  de la SAU en propiedad
50262	Torres de Berrellén	3	d) >=25% a < 50%  de la SAU en propiedad
50262	Torres de Berrellén	12	e) >=50% a < 75%  de la SAU en propiedad
50262	Torres de Berrellén	6	f) >= 75% a < 90%  de la SAU en propiedad
50262	Torres de Berrellén	34	g) >= 90%  de la SAU en propiedad
50263	Torrijo de la Cañada	1	a) No hay SAU
50263	Torrijo de la Cañada	6	b) < 10% de la SAU en propiedad
50263	Torrijo de la Cañada	1	c) >=10% a < 25%  de la SAU en propiedad
50263	Torrijo de la Cañada	3	d) >=25% a < 50%  de la SAU en propiedad
50263	Torrijo de la Cañada	2	e) >=50% a < 75%  de la SAU en propiedad
50263	Torrijo de la Cañada	3	f) >= 75% a < 90%  de la SAU en propiedad
50263	Torrijo de la Cañada	30	g) >= 90%  de la SAU en propiedad
50264	Tosos	5	b) < 10% de la SAU en propiedad
50264	Tosos	4	c) >=10% a < 25%  de la SAU en propiedad
50264	Tosos	3	d) >=25% a < 50%  de la SAU en propiedad
50264	Tosos	8	e) >=50% a < 75%  de la SAU en propiedad
50264	Tosos	4	f) >= 75% a < 90%  de la SAU en propiedad
50264	Tosos	69	g) >= 90%  de la SAU en propiedad
50265	Trasmoz	2	b) < 10% de la SAU en propiedad
50265	Trasmoz	1	c) >=10% a < 25%  de la SAU en propiedad
50265	Trasmoz	1	d) >=25% a < 50%  de la SAU en propiedad
50265	Trasmoz	2	e) >=50% a < 75%  de la SAU en propiedad
50265	Trasmoz	1	f) >= 75% a < 90%  de la SAU en propiedad
50265	Trasmoz	14	g) >= 90%  de la SAU en propiedad
50266	Trasobares	4	b) < 10% de la SAU en propiedad
50266	Trasobares	3	c) >=10% a < 25%  de la SAU en propiedad
50266	Trasobares	3	d) >=25% a < 50%  de la SAU en propiedad
50266	Trasobares	4	e) >=50% a < 75%  de la SAU en propiedad
50266	Trasobares	30	g) >= 90%  de la SAU en propiedad
50267	Uncastillo	3	a) No hay SAU
50267	Uncastillo	26	b) < 10% de la SAU en propiedad
50267	Uncastillo	8	c) >=10% a < 25%  de la SAU en propiedad
50267	Uncastillo	9	d) >=25% a < 50%  de la SAU en propiedad
50267	Uncastillo	8	e) >=50% a < 75%  de la SAU en propiedad
50267	Uncastillo	5	f) >= 75% a < 90%  de la SAU en propiedad
50267	Uncastillo	41	g) >= 90%  de la SAU en propiedad
50268	Undués de Lerda	4	b) < 10% de la SAU en propiedad
50268	Undués de Lerda	2	c) >=10% a < 25%  de la SAU en propiedad
50268	Undués de Lerda	1	d) >=25% a < 50%  de la SAU en propiedad
50268	Undués de Lerda	1	e) >=50% a < 75%  de la SAU en propiedad
50268	Undués de Lerda	1	f) >= 75% a < 90%  de la SAU en propiedad
50268	Undués de Lerda	3	g) >= 90%  de la SAU en propiedad
50269	Urrea de Jalón	11	b) < 10% de la SAU en propiedad
50269	Urrea de Jalón	2	d) >=25% a < 50%  de la SAU en propiedad
50269	Urrea de Jalón	8	e) >=50% a < 75%  de la SAU en propiedad
50269	Urrea de Jalón	3	f) >= 75% a < 90%  de la SAU en propiedad
50269	Urrea de Jalón	30	g) >= 90%  de la SAU en propiedad
50270	Urriés	1	b) < 10% de la SAU en propiedad
50270	Urriés	1	c) >=10% a < 25%  de la SAU en propiedad
50270	Urriés	4	e) >=50% a < 75%  de la SAU en propiedad
50270	Urriés	1	f) >= 75% a < 90%  de la SAU en propiedad
50270	Urriés	11	g) >= 90%  de la SAU en propiedad
50271	Used	16	b) < 10% de la SAU en propiedad
50271	Used	5	c) >=10% a < 25%  de la SAU en propiedad
50271	Used	10	d) >=25% a < 50%  de la SAU en propiedad
50271	Used	14	e) >=50% a < 75%  de la SAU en propiedad
50271	Used	9	f) >= 75% a < 90%  de la SAU en propiedad
50271	Used	47	g) >= 90%  de la SAU en propiedad
50272	Utebo	8	b) < 10% de la SAU en propiedad
50272	Utebo	9	c) >=10% a < 25%  de la SAU en propiedad
50272	Utebo	3	d) >=25% a < 50%  de la SAU en propiedad
50272	Utebo	9	e) >=50% a < 75%  de la SAU en propiedad
50272	Utebo	8	f) >= 75% a < 90%  de la SAU en propiedad
50272	Utebo	24	g) >= 90%  de la SAU en propiedad
50273	Valdehorna	1	c) >=10% a < 25%  de la SAU en propiedad
50273	Valdehorna	2	e) >=50% a < 75%  de la SAU en propiedad
50273	Valdehorna	14	g) >= 90%  de la SAU en propiedad
50274	Val de San Martín	3	b) < 10% de la SAU en propiedad
50274	Val de San Martín	3	d) >=25% a < 50%  de la SAU en propiedad
50274	Val de San Martín	3	e) >=50% a < 75%  de la SAU en propiedad
50274	Val de San Martín	1	f) >= 75% a < 90%  de la SAU en propiedad
50274	Val de San Martín	11	g) >= 90%  de la SAU en propiedad
50275	Valmadrid	1	d) >=25% a < 50%  de la SAU en propiedad
50275	Valmadrid	3	e) >=50% a < 75%  de la SAU en propiedad
50275	Valmadrid	1	f) >= 75% a < 90%  de la SAU en propiedad
50275	Valmadrid	12	g) >= 90%  de la SAU en propiedad
50276	Valpalmas	1	a) No hay SAU
50276	Valpalmas	5	b) < 10% de la SAU en propiedad
50276	Valpalmas	3	c) >=10% a < 25%  de la SAU en propiedad
50276	Valpalmas	4	d) >=25% a < 50%  de la SAU en propiedad
50276	Valpalmas	3	e) >=50% a < 75%  de la SAU en propiedad
50276	Valpalmas	2	f) >= 75% a < 90%  de la SAU en propiedad
50276	Valpalmas	12	g) >= 90%  de la SAU en propiedad
50277	Valtorres	1	b) < 10% de la SAU en propiedad
50277	Valtorres	1	c) >=10% a < 25%  de la SAU en propiedad
50277	Valtorres	1	d) >=25% a < 50%  de la SAU en propiedad
50277	Valtorres	1	e) >=50% a < 75%  de la SAU en propiedad
50277	Valtorres	1	f) >= 75% a < 90%  de la SAU en propiedad
50277	Valtorres	10	g) >= 90%  de la SAU en propiedad
50278	Velilla de Ebro	1	a) No hay SAU
50278	Velilla de Ebro	16	b) < 10% de la SAU en propiedad
50278	Velilla de Ebro	3	c) >=10% a < 25%  de la SAU en propiedad
50278	Velilla de Ebro	6	d) >=25% a < 50%  de la SAU en propiedad
50278	Velilla de Ebro	4	e) >=50% a < 75%  de la SAU en propiedad
50278	Velilla de Ebro	3	g) >= 90%  de la SAU en propiedad
50279	Velilla de Jiloca	4	b) < 10% de la SAU en propiedad
50279	Velilla de Jiloca	2	c) >=10% a < 25%  de la SAU en propiedad
