Año	Tipo de nacionalidad	Residencia provincia código	Residencia provincia nombre	Índice de envejecimiento	% de población de 0 a 19 años	% de población de 20 a 64 años	% de población de 65 y más años	% de población menor de 15	% de población menor de 25	% de población menor de 35	% de población menor de 45	Edad media de la población	Tasa de masculinidad
1998	Extranjeros	22	Huesca	42,4390243902439	16,5056360708535	76,4895330112721	7,0048309178744	11,8357487922705	24,0740740740741	54,1062801932367	75,9259259259259	35,6537842190016	117,513134851138
1998	Extranjeros	44	Teruel	21,1382113821138	20,1309328968903	75,6137479541735	4,25531914893617	13,5842880523732	27,6595744680851	59,9018003273322	81,1783960720131	33,2708674304419	125,461254612546
1998	Extranjeros	50	Zaragoza	26,6412940057088	17,9259764625618	77,2983114446529	4,77571209278526	11,717550741941	25,2259935186764	57,8202285519359	80,6924782534539	33,8467508101654	112,6586869786
1999	Extranjeros	22	Huesca	29,0566037735849	18,4926727145848	76,1339846475925	5,37334263782275	13,4682484298674	25,7501744591766	55,9665038381019	78,8555478018144	34,1762037683182	125,314465408805
1999	Extranjeros	44	Teruel	33,9285714285714	17,5548589341693	76,4890282131661	5,95611285266458	11,2852664576803	24,9216300940439	55,1724137931034	79,153605015674	34,7351097178683	126,241134751773
1999	Extranjeros	50	Zaragoza	25,3322259136213	17,8847296494355	77,5846702317291	4,53060011883541	11,9726678550208	25,6981580510992	57,5460487225193	80,941770647653	33,6772133095663	113,307984790875
2000	Extranjeros	22	Huesca	25,3164556962025	18,3806421591438	76,9660307119591	4,65332712889716	13,9599813866915	25,5467659376454	59,2368543508609	82,2242903676128	33,1142391810144	132,575757575758
2000	Extranjeros	44	Teruel	24,6987951807229	18,5890257558791	76,8197088465845	4,59126539753639	12,541993281075	27,6595744680851	58,3426651735722	81,7469204927212	33,3477043673012	152,974504249292
2000	Extranjeros	50	Zaragoza	20,4946996466431	18,902371145497	77,2236446621396	3,87398419236335	13,2583769342091	27,1290214850273	59,534676611377	82,8008460425248	32,7211955916732	118,670886075949
2001	Extranjeros	22	Huesca	17,8343949044586	17,2764786795048	79,6423658872077	3,08115543328748	12,7922971114168	27,5378266850069	63,2462173314993	85,8596973865199	31,7357634112792	153,663642707606
2001	Extranjeros	44	Teruel	12,6934984520124	19,9259716224553	77,5447254780999	2,52930289944479	14,3738433066009	30,9685379395435	63,6027143738433	86,2430598396052	30,9867365823566	161,451612903226
2001	Extranjeros	50	Zaragoza	12,5555226532425	17,0203114762361	80,8426994607127	2,13698906305126	12,2927271810897	29,4541605765838	65,576331838113	87,6417519278262	30,9586462375888	131,814464306578
2002	Extranjeros	22	Huesca	13,0941704035874	16,7467708020427	81,0603784920397	2,19285070591769	12,3760889155903	29,1228597176329	65,9357164313608	87,7290477620907	30,830429558426	165,682362330407
2002	Extranjeros	44	Teruel	6,31136044880785	20,2212138400454	78,5025524673851	1,27623369256948	15,7402155416903	32,2461712989223	66,7612024957459	88,0034032898469	29,7671582529779	153,122756640345
2002	Extranjeros	50	Zaragoza	8,6132781404235	18,5888898754032	79,8099973364113	1,6011127881855	13,6612507028915	31,5694456775874	67,4272692296309	88,4696202906271	30,1028885140134	130,767654691982
2003	Extranjeros	22	Huesca	10,6468231253578	18,0512502583178	80,0268650547634	1,92188468691878	13,4841909485431	30,1508576152098	67,2452986154164	88,189708617483	30,3818970861748	155,693527080581
2003	Extranjeros	44	Teruel	4,38527799530149	21,2267287234043	77,842420212766	0,930851063829787	16,3730053191489	34,3916223404255	68,8829787234043	88,8464095744681	29,0869348404255	153,411962931761
2003	Extranjeros	50	Zaragoza	7,03310302155306	20,988268906108	77,5356045192849	1,47612657460716	15,6313579498723	33,7387991861824	68,3260464914939	88,6671572659192	29,4738755898013	125,419594067135
2004	Extranjeros	22	Huesca	8,82479552303056	19,5128097438051	78,7652246955061	1,72196556068879	14,7837043259135	30,9281814363713	67,1230575388492	88,1898362032759	30,0873162536749	146,786898839138
2004	Extranjeros	44	Teruel	4,47852760736196	21,9439956919763	77,0732364028002	0,982767905223479	16,6666666666667	33,8449111470113	68,1610123855681	87,8836833602585	29,3054658050619	150,43830074174
2004	Extranjeros	50	Zaragoza	7,13091922005571	21,5848965848966	76,8759018759019	1,53920153920154	16,144437573009	33,4364048649763	67,0085205799492	87,6537483680341	29,6534219748505	121,329987452949
2005	Extranjeros	22	Huesca	8,28088771116264	19,9510970129527	78,3967750462596	1,65212794078773	14,9352365847211	30,5114988104679	65,8406026962728	87,6354744911446	30,2702220459952	146,2890625
2005	Extranjeros	44	Teruel	5,59241706161137	21,6277162771628	77,1627716277163	1,20951209512095	15,7339073390734	33,6613366133661	67,5174251742517	87,4436244362444	29,6342763427634	152,4191461837
2005	Extranjeros	50	Zaragoza	7,20820807737551	21,2645914396887	77,2026125625347	1,53279599777654	15,5989438576987	32,725125069483	66,0714285714286	87,1706503613118	29,9279877709839	122,181054711622
2006	Extranjeros	22	Huesca	6,99835975943138	21,3918128654971	77,1111111111111	1,49707602339181	15,9824561403509	31,3391812865497	64,8011695906433	87,1520467836257	30,1383625730994	139,596469104666
2006	Extranjeros	44	Teruel	5,19215044971382	21,4298230243561	77,457508323112	1,11266865253198	15,3408095321535	33,6166111792535	67,2332223585071	87,4802873663921	29,6463991589276	154,947509492964
2006	Extranjeros	50	Zaragoza	6,17844919154963	22,0516090413419	76,5859434981196	1,36244746053847	16,0461696617955	33,0032402045623	65,5731518471769	87,1081499603107	29,8278462399313	118,943559645574
2007	Extranjeros	22	Huesca	6,84613599443026	22,1884654994851	76,2924819773429	1,51905252317199	16,5087538619979	32,3171987641607	64,3666323377961	86,2255406797116	30,1635942327497	132,407850646242
2007	Extranjeros	44	Teruel	4,61840812315755	22,0305960456054	76,9519411170443	1,01746283735027	16,0845720883244	34,0308846875451	67,1597633136095	87,3358348968105	29,5137826526194	151,369490295665
2007	Extranjeros	50	Zaragoza	6,08155849399415	21,7435199613722	76,9341351535237	1,32234488510414	15,7408423501525	32,4550622215394	64,5359173013191	86,281632025986	30,1488159252025	117,796367112811
2008	Extranjeros	22	Huesca	6,4949402023919	22,3084185034684	76,242663054632	1,4489184418996	16,4265484546238	32,2661412798095	63,6005418051964	85,5805935229652	30,338484587284	132,826834862385
2008	Extranjeros	44	Teruel	4,31919936792204	22,2789415009095	76,7587865986035	0,962271900487003	16,4877075632224	34,1782550020536	66,1561931584815	86,6455436249487	29,6594202898551	152,451488668345
2008	Extranjeros	50	Zaragoza	5,65951809224145	21,283682568775	77,5117635655499	1,20455386567506	15,2565074106057	32,6322189521174	64,2202562430608	86,0000352466384	30,2570537335002	121,816973535046
2009	Extranjeros	22	Huesca	6,66442840355884	21,7973581177504	76,7499725566248	1,45266932562479	16,2903875004574	31,6257455450254	62,4867357020015	85,0342127410443	30,6360459585056	132,924230802011
2009	Extranjeros	44	Teruel	4,23330197554092	23,1476944852741	75,8723937067886	0,979911807937286	17,6384125428711	34,1118188251946	65,2839022265774	86,1015841907562	29,6896129348359	142,527066279377
2009	Extranjeros	50	Zaragoza	5,63013647688818	21,2677950015818	77,5347991142044	1,19740588421386	15,6627649478013	32,3568490983866	63,4474849731098	85,461879152167	30,3749683644416	122,448979591837
2010	Extranjeros	22	Huesca	6,79245283018868	21,9165767709457	76,5947500898957	1,48867313915858	16,5839626033801	31,2657317511686	60,7155699388709	84,1783531103919	30,8975188781014	129,209593670156
2010	Extranjeros	44	Teruel	4,44343686238948	25,0141771577634	73,8743336735851	1,11148916865147	18,9520244981286	34,7113530679369	63,5703754111376	85,1933764318929	29,7825223999093	131,235247836349
2010	Extranjeros	50	Zaragoza	6,16535864208797	21,462371319785	77,2143965152536	1,32323216496138	16,0809138058006	31,8139797245421	61,8785352783567	84,4870810548252	30,705770827784	119,124135207979
2011	Extranjeros	22	Huesca	7,46705710102489	22,1059445463373	76,2433919516668	1,6506635019959	16,6756572086165	30,8375588880498	59,1325925126767	83,1661092530658	31,267216887834	126,14671437866
2011	Extranjeros	44	Teruel	4,89849955869373	25,7895635349684	72,9471348090821	1,26330165594947	19,7234393672111	34,774938826609	62,1919990895123	84,4704945086212	29,9358959767826	127,129378312007
2011	Extranjeros	50	Zaragoza	6,54271505974913	21,4175005762521	77,1812133881236	1,4012860356243	16,3099202785086	30,8155754969677	59,9174966020999	83,4579892379961	31,1369771009355	116,128976843263
2012	Extranjeros	22	Huesca	7,93237971391417	22,0977011494253	76,1494252873563	1,75287356321839	16,6056034482759	30,3879310344828	57,1515804597701	81,9827586206897	31,6899066091954	121,779654265913
2012	Extranjeros	44	Teruel	5,20421607378129	25,5871446229913	73,0812450837173	1,33161029329138	19,4853354309473	33,8296437802	60,0797842454208	83,53185751208	30,40409034723	122,725566262045
2012	Extranjeros	50	Zaragoza	7,26394928871526	21,2860762671311	77,1677139472673	1,54620978560166	16,3438532081303	30,0243973233547	58,3535336894872	82,6206333890314	31,5498772289034	114,557665118158
2013	Extranjeros	22	Huesca	8,32920996206498	22,0512820512821	76,1120203673395	1,83669758137843	16,548463356974	29,8927077650482	55,5010001818512	80,949263502455	32,0526095653755	120,3125
2013	Extranjeros	44	Teruel	5,62839059674503	25,5826056785983	72,9775053489851	1,43988897241658	19,6380038165732	33,105880992309	58,4687445787313	82,5247209853698	30,7126293876135	118,954165611547
2013	Extranjeros	50	Zaragoza	7,94914882735442	21,2423854421294	77,0690257245955	1,68858883327513	16,3527722810693	28,9939083537035	56,4358049121173	81,2354013890506	32,0101229969348	112,926091769799
2014	Extranjeros	22	Huesca	8,47703757487747	21,657428155836	76,5066635216417	1,83590832252231	16,0317647521327	29,1701065377206	54,2831308723513	79,9426032944136	32,4339544757637	117,373098615621
2014	Extranjeros	44	Teruel	6,36182902584493	25,9361907831131	72,4137931034483	1,65001611343861	19,8839832420238	33,2388011601676	57,2864969384467	81,3664195939413	30,9429906542056	115,935977731385
2014	Extranjeros	50	Zaragoza	7,55781879906641	21,7632227855817	76,5919522714469	1,6448249429714	16,7419351859548	29,0157833005477	55,0319083109375	80,5059152744299	32,101150730982	108,722555274977
