Año	Residencia CCAA código	Residencia CCAA nombre	Sexo	% de población de 0 a 19 años	% de población de 20 a 64 años	% de población de 65 y más años	% de población menor de 15	% de población menor de 25	% de población menor de 35	% de población menor de 45	Edad media de la población	Índice de envejecimiento	Índice de juventud	Índice de vejez	Índice de ancianidad	Índice de sobreenvejecimiento	Tasa global de dependencia	Tasa global de dependencia ancianos	Tasa global de dependencia jóvenes	Índice estructura de población activa total	Índice reemplazamiento edad activa total	Tasa de masculinidad	Tasa de feminidad	Índice de maternidad	Índice de potencialidad	Personas
1998	02	Aragón	Mujeres	18,5634570354558	58,32492620092	23,1116167636242	12,5220210350692	25,7105651797205	40,1736588575004	53,9080025162053	43,5509090724121	124,500607400236	54,1806363576339	184,567784217083	34,732625617173	12,5232013029412	55,3606520238766	35,9063584972262	19,4542935266505	114,317383014404	81,9810711376976	0		7,78412372457165	108,552009607277	589777
1999	02	Aragón	Mujeres	17,908372870345	58,3753107280925	23,7163164015625	12,1928272932449	24,9625948172995	39,3632114768694	53,3142927348953	43,9746881779426	132,431441835987	51,4111343717844	194,510393948596	35,2531668026825	12,8133981478196	56,0284973004769	37,0042120963845	19,0242852040924	112,612592172433	84,053096282059	0		7,46881909556685	106,744931880793	594169
2000	02	Aragón	Mujeres	17,5151305895203	58,5038395012134	23,9810299092663	12,1082895378987	24,4317106612972	38,9281931934757	53,1907865250605	44,1679752731474	136,916078282709	50,4911156180996	198,054645408058	35,7368810870303	13,2860791737906	56,4683698170447	37,5227265643668	18,9456432526778	111,734810702737	86,167258637391	0		7,64323594367624	105,057538664517	602422
2001	02	Aragón	Mujeres	17,0529733046744	58,7138801506406	24,2331465446849	11,9115291540404	23,830811384155	38,4587214682676	52,934044416878	44,4105212541508	142,10511042108	49,1538691934869	203,442784140481	36,1794096825138	13,6824048358111	56,6040124206273	37,9500798247472	18,6539325958801	110,227955566581	83,4690928200749	0		7,55724285205837	103,270886720677	606211
2002	02	Aragón	Mujeres	16,9497961891195	58,8632878011732	24,1869160097073	11,9890670660849	23,5436200919553	38,399078165262	53,0684090690545	44,3808068987661	142,697385501505	49,5683991347767	201,741435562806	36,7329061124925	13,6953255031974	56,6808308520473	37,8962609614962	18,784569890551	110,0071292905	85,895431648428	0		7,85539884821824	101,892226695571	613559
2003	02	Aragón	Mujeres	16,946021810673	59,0638510679486	23,9901271213783	12,1318642317868	23,3543589081758	38,2695037749242	53,0517196876815	44,3702055236497	141,567899471655	50,5702373747562	197,744770820313	37,4944522896913	13,7596664649317	56,5483992352898	37,5561599830289	18,9922392522609	108,325016677785	83,8113690620351	0		8,158557332426	100,228999529869	619880
2004	02	Aragón	Mujeres	16,890140128199	59,4738432663708	23,6360166054302	12,1609327034722	23,0161759793864	38,0897393074709	52,9991570040241	44,4154681808783	139,939730671438	51,4508553047738	194,36022862524	38,5963849746302	14,2844645428729	55,7558385833306	36,814475871483	18,9413627118476	106,170805748091	78,2331719049631	0		8,33193747445578	98,3754659187364	628710
2005	02	Aragón	Mujeres	16,912160708706	59,8592511293354	23,2285881619586	12,2696775996696	22,8336936843576	38,0091037701039	52,9643778488535	44,4256514973802	137,348435614149	52,8214522299882	189,317021358279	39,7747705119712	14,7521258905758	55,0345912102785	36,0123467008116	19,0222445094669	103,645508813539	73,0054644808743	0		8,60338703015283	96,8751802503317	636879
2006	02	Aragón	Mujeres	16,9455316067739	59,8961942036042	23,1582741896219	12,3934945038482	22,6497006922467	37,7695798455709	52,7454229945756	44,4775722052646	136,663013749091	53,5164857379667	186,858308465229	40,1291096421183	15,3374977257566	55,1632961413296	35,9331415620642	19,2301545792655	101,688483877032	71,1550505502371	0		8,80165547965744	94,7317980463426	640812
2007	02	Aragón	Mujeres	17,027548298415	60,1486318206936	22,8238198808914	12,5278030474449	22,6161724843341	37,6940825879423	52,7412073102966	44,4371393300177	134,040552878748	54,889160152957	182,185334447339	40,4479453994888	16,0065283219919	54,682924041772	35,30455196979	19,378372071982	99,9088198685848	67,7045702161821	0		9,00811855628205	93,1909045477261	649659
2008	02	Aragón	Mujeres	17,2151573926628	60,3506335705607	22,4342090367765	12,704014248734	22,7697486094654	37,7955216108315	52,9770646702339	44,2875610363539	130,316607191393	56,627867859786	176,591497754438	40,8470699051336	16,7745408060284	54,1740067346336	34,5877189512216	19,586287783412	99,1804434252202	67,0893500544647	0		9,32763719594691	92,1918104614053	662515
2009	02	Aragón	Mujeres	17,3684665020978	60,3131969734417	22,3183365244605	12,9626265904766	22,8638554970267	37,6534644325799	52,9147447941946	44,2543243991698	128,499177067618	58,0806126669424	172,174492327483	40,9874451308188	17,4667449400275	54,5140422555948	34,4849639281508	20,0290783274441	97,5031532817146	65,214312945918	0		9,72937472964311	90,303829685698	671654
2010	02	Aragón	Mujeres	17,48877459869	60,0988547568102	22,4123706444998	13,1336453396407	22,8146451051908	37,1591202490511	52,4586077237884	44,3916351841025	128,152893263194	58,5999827861309	170,64851429217	40,7836282863593	18,2202183513086	55,1494473567283	34,772669194483	20,3767781622453	94,6559616362712	63,3878755364807	0		9,96819980327806	87,0760721769346	673918
2011	02	Aragón	Mujeres	17,5737436796952	59,8181944779832	22,6080618423216	13,2665290878465	22,6751722574729	36,5286582213221	51,9459798194685	44,5858346654183	128,646816833019	58,6805237015583	170,414293690676	40,6111162077507	18,7797334311888	55,9444242938101	35,256011883997	20,6884124098131	91,5887640953214	63,6112988241654	0		10,1851225506776	83,3954713144138	675007
2012	02	Aragón	Mujeres	17,6458781319688	59,6863197696471	22,6678020983841	13,382253320326	22,5962226725249	36,0279174519495	51,5641949380801	44,7142984699713	128,459473248413	59,0363955986718	169,387034872179	40,4655250992903	19,3124552379712	56,372301265852	35,4461637876323	20,9261374782197	88,8180549914352	62,726072073529	0		10,2726073527172	80,3041928058853	677569
2013	02	Aragón	Mujeres	17,6424287800722	59,5510977416073	22,8064734783206	13,4462455863655	22,4501338673259	35,405803329479	50,9920063559291	44,90743070723	129,270599658486	58,9580217175936	169,612203881256	39,6524149005743	19,7886516832106	56,8694358924464	35,7763862924019	21,0930496000445	85,7447448625881	60,3124088365555	0		10,1843895335489	77,0102947578683	677163
2014	02	Aragón	Mujeres	17,6650643830759	59,0165479540589	23,3183876628652	13,506607362725	22,2935844325657	34,5376641368239	50,0801141795365	45,2603396661685	132,002845600752	57,9225611907741	172,644299465004	37,9629807846534	20,4106117473455	58,2904505357883	36,910780889231	21,3796696465573	82,0542041629007	60,1671085402105	0		10,1951130190637	73,0771722931381	668421
2015	02	Aragón	Mujeres	17,685819953094	58,7173011004871	23,5968789464189	13,5383967767154	22,2403632208792	33,9252209994588	49,4294605809129	45,5086024415178	133,422589447377	57,3736755926782	174,295962332874	36,1914409679084	20,9375816306377	59,0717228943611	37,5359618893653	21,5357610049958	78,7186940869136	58,801327694202	0		10,138941303964	70,4977092062498	665160
2016	02	Aragón	Mujeres	17,769827793461	58,4215484224103	23,8086237841287	13,565290758244	22,2689107395854	33,3703279771742	48,7474994594447	45,7396103768464	133,983424380116	56,9763749523689	175,511341470211	35,5683983233837	21,4848215419789	59,6778710808292	38,0171035921407	21,6607674886885	75,3202611013119	57,9534153362994	0		10,1105314351402	67,9932517480213	661357
