Municipio código	Municipio nombre	Nivel estudios (agregado)	Personas residentes viviendas familiares	Nivel estudios (detalle)
44201	Rubielos de Mora	Analfabetos	17	No sabe leer o escribir
44201	Rubielos de Mora	Sin estudios	64	Sin estudios
44201	Rubielos de Mora	Primer grado	193	Primer grado
44201	Rubielos de Mora	Segundo grado	22	FP Grado Superior
44201	Rubielos de Mora	Segundo grado	111	ESO, EGB, Bachillerato Ele.
44201	Rubielos de Mora	Segundo grado	16	FP Grado Medio
44201	Rubielos de Mora	Segundo grado	47	Bachillerato Superior
44201	Rubielos de Mora	Tercer grado	31	Diplomatura
44201	Rubielos de Mora	Tercer grado	16	Licenciatura
44201	Rubielos de Mora	Tercer grado	1	Doctorado
44203	Salcedillo	Primer grado	7	Primer grado
44204	Saldón	Analfabetos	3	No sabe leer o escribir
44204	Saldón	Sin estudios	19	Sin estudios
44204	Saldón	Primer grado	6	Primer grado
44204	Saldón	Segundo grado	2	ESO, EGB, Bachillerato Ele.
44204	Saldón	Segundo grado	1	FP Grado Medio
44205	Samper de Calanda	Analfabetos	20	No sabe leer o escribir
44205	Samper de Calanda	Sin estudios	47	Sin estudios
44205	Samper de Calanda	Primer grado	470	Primer grado
44205	Samper de Calanda	Segundo grado	60	Bachillerato Superior
44205	Samper de Calanda	Segundo grado	192	ESO, EGB, Bachillerato Ele.
44205	Samper de Calanda	Segundo grado	13	FP Grado Medio
44205	Samper de Calanda	Segundo grado	23	FP Grado Superior
44205	Samper de Calanda	Tercer grado	27	Diplomatura
44205	Samper de Calanda	Tercer grado	29	Licenciatura
44205	Samper de Calanda	Tercer grado	2	Doctorado
44206	San Agustín	Analfabetos	3	No sabe leer o escribir
44206	San Agustín	Sin estudios	6	Sin estudios
44206	San Agustín	Primer grado	66	Primer grado
44206	San Agustín	Segundo grado	8	Bachillerato Superior
44206	San Agustín	Segundo grado	26	ESO, EGB, Bachillerato Ele.
44206	San Agustín	Segundo grado	1	FP Grado Superior
44206	San Agustín	Tercer grado	6	Licenciatura
44206	San Agustín	Tercer grado	3	Diplomatura
44207	San Martín del Río	Analfabetos	7	No sabe leer o escribir
44207	San Martín del Río	Sin estudios	61	Sin estudios
44207	San Martín del Río	Primer grado	105	Primer grado
44207	San Martín del Río	Segundo grado	7	FP Grado Superior
44207	San Martín del Río	Segundo grado	20	Bachillerato Superior
44207	San Martín del Río	Segundo grado	44	ESO, EGB, Bachillerato Ele.
44207	San Martín del Río	Segundo grado	4	FP Grado Medio
44207	San Martín del Río	Tercer grado	6	Diplomatura
44207	San Martín del Río	Tercer grado	7	Licenciatura
44208	Santa Cruz de Nogueras	Sin estudios	6	Sin estudios
44208	Santa Cruz de Nogueras	Primer grado	15	Primer grado
44208	Santa Cruz de Nogueras	Segundo grado	1	Bachillerato Superior
44208	Santa Cruz de Nogueras	Segundo grado	6	ESO, EGB, Bachillerato Ele.
44209	Santa Eulalia	Analfabetos	8	No sabe leer o escribir
44209	Santa Eulalia	Sin estudios	63	Sin estudios
44209	Santa Eulalia	Primer grado	599	Primer grado
44209	Santa Eulalia	Segundo grado	28	FP Grado Superior
44209	Santa Eulalia	Segundo grado	34	FP Grado Medio
44209	Santa Eulalia	Segundo grado	59	Bachillerato Superior
44209	Santa Eulalia	Segundo grado	172	ESO, EGB, Bachillerato Ele.
44209	Santa Eulalia	Tercer grado	48	Diplomatura
44209	Santa Eulalia	Tercer grado	18	Licenciatura
44209	Santa Eulalia	Tercer grado	2	Doctorado
44210	Sarrión	Analfabetos	15	No sabe leer o escribir
44210	Sarrión	Sin estudios	164	Sin estudios
44210	Sarrión	Primer grado	335	Primer grado
44210	Sarrión	Segundo grado	25	FP Grado Medio
44210	Sarrión	Segundo grado	217	ESO, EGB, Bachillerato Ele.
44210	Sarrión	Segundo grado	51	Bachillerato Superior
44210	Sarrión	Segundo grado	29	FP Grado Superior
44210	Sarrión	Tercer grado	20	Licenciatura
44210	Sarrión	Tercer grado	21	Diplomatura
44210	Sarrión	Tercer grado	2	Doctorado
44211	Segura de los Baños	Sin estudios	3	Sin estudios
44211	Segura de los Baños	Primer grado	25	Primer grado
44211	Segura de los Baños	Segundo grado	2	ESO, EGB, Bachillerato Ele.
44211	Segura de los Baños	Segundo grado	7	Bachillerato Superior
44211	Segura de los Baños	Segundo grado	1	FP Grado Superior
44211	Segura de los Baños	Tercer grado	2	Diplomatura
44212	Seno	Analfabetos	3	No sabe leer o escribir
44212	Seno	Sin estudios	3	Sin estudios
44212	Seno	Primer grado	22	Primer grado
44212	Seno	Segundo grado	11	ESO, EGB, Bachillerato Ele.
44212	Seno	Segundo grado	2	Bachillerato Superior
44212	Seno	Segundo grado	1	FP Grado Superior
44212	Seno	Tercer grado	1	Licenciatura
44212	Seno	Tercer grado	3	Diplomatura
44213	Singra	Sin estudios	14	Sin estudios
44213	Singra	Primer grado	45	Primer grado
44213	Singra	Segundo grado	7	ESO, EGB, Bachillerato Ele.
44213	Singra	Segundo grado	8	Bachillerato Superior
44213	Singra	Segundo grado	3	FP Grado Superior
44213	Singra	Segundo grado	2	FP Grado Medio
44213	Singra	Tercer grado	3	Licenciatura
44213	Singra	Tercer grado	1	Diplomatura
44215	Terriente	Analfabetos	10	No sabe leer o escribir
44215	Terriente	Sin estudios	68	Sin estudios
44215	Terriente	Primer grado	28	Primer grado
44215	Terriente	Segundo grado	1	FP Grado Medio
44215	Terriente	Segundo grado	30	ESO, EGB, Bachillerato Ele.
44215	Terriente	Segundo grado	13	Bachillerato Superior
44215	Terriente	Segundo grado	1	FP Grado Superior
44215	Terriente	Tercer grado	2	Licenciatura
44215	Terriente	Tercer grado	5	Diplomatura
44216	Teruel	Analfabetos	287	No sabe leer o escribir
44216	Teruel	Sin estudios	2262	Sin estudios
44216	Teruel	Primer grado	5318	Primer grado
44216	Teruel	Segundo grado	3528	Bachillerato Superior
44216	Teruel	Segundo grado	1180	FP Grado Superior
44216	Teruel	Segundo grado	6412	ESO, EGB, Bachillerato Ele.
44216	Teruel	Segundo grado	1071	FP Grado Medio
44216	Teruel	Tercer grado	1759	Licenciatura
44216	Teruel	Tercer grado	2733	Diplomatura
44216	Teruel	Tercer grado	109	Doctorado
44217	Toril y Masegoso	Analfabetos	1	No sabe leer o escribir
44217	Toril y Masegoso	Sin estudios	6	Sin estudios
44217	Toril y Masegoso	Primer grado	4	Primer grado
44217	Toril y Masegoso	Segundo grado	10	ESO, EGB, Bachillerato Ele.
44217	Toril y Masegoso	Segundo grado	5	Bachillerato Superior
44218	Tormón	Sin estudios	2	Sin estudios
44218	Tormón	Primer grado	27	Primer grado
44218	Tormón	Segundo grado	4	ESO, EGB, Bachillerato Ele.
44218	Tormón	Segundo grado	1	Bachillerato Superior
44218	Tormón	Tercer grado	1	Licenciatura
44219	Tornos	Analfabetos	1	No sabe leer o escribir
44219	Tornos	Sin estudios	11	Sin estudios
44219	Tornos	Primer grado	105	Primer grado
44219	Tornos	Segundo grado	17	Bachillerato Superior
44219	Tornos	Segundo grado	79	ESO, EGB, Bachillerato Ele.
44219	Tornos	Tercer grado	10	Diplomatura
44219	Tornos	Tercer grado	6	Licenciatura
44220	Torralba de los Sisones	Analfabetos	1	No sabe leer o escribir
44220	Torralba de los Sisones	Sin estudios	7	Sin estudios
44220	Torralba de los Sisones	Primer grado	95	Primer grado
44220	Torralba de los Sisones	Segundo grado	2	FP Grado Superior
44220	Torralba de los Sisones	Segundo grado	10	FP Grado Medio
44220	Torralba de los Sisones	Segundo grado	52	ESO, EGB, Bachillerato Ele.
44220	Torralba de los Sisones	Segundo grado	14	Bachillerato Superior
44220	Torralba de los Sisones	Tercer grado	14	Diplomatura
44220	Torralba de los Sisones	Tercer grado	4	Licenciatura
44221	Torrecilla de Alcañiz	Analfabetos	3	No sabe leer o escribir
44221	Torrecilla de Alcañiz	Sin estudios	57	Sin estudios
44221	Torrecilla de Alcañiz	Primer grado	193	Primer grado
44221	Torrecilla de Alcañiz	Segundo grado	24	Bachillerato Superior
44221	Torrecilla de Alcañiz	Segundo grado	6	FP Grado Medio
44221	Torrecilla de Alcañiz	Segundo grado	74	ESO, EGB, Bachillerato Ele.
44221	Torrecilla de Alcañiz	Segundo grado	9	FP Grado Superior
44221	Torrecilla de Alcañiz	Tercer grado	6	Licenciatura
44221	Torrecilla de Alcañiz	Tercer grado	9	Diplomatura
44222	Torrecilla del Rebollar	Analfabetos	2	No sabe leer o escribir
44222	Torrecilla del Rebollar	Sin estudios	14	Sin estudios
44222	Torrecilla del Rebollar	Primer grado	83	Primer grado
44222	Torrecilla del Rebollar	Segundo grado	4	FP Grado Superior
44222	Torrecilla del Rebollar	Segundo grado	3	FP Grado Medio
44222	Torrecilla del Rebollar	Segundo grado	41	ESO, EGB, Bachillerato Ele.
44222	Torrecilla del Rebollar	Segundo grado	10	Bachillerato Superior
44222	Torrecilla del Rebollar	Tercer grado	4	Licenciatura
44222	Torrecilla del Rebollar	Tercer grado	7	Diplomatura
44223	Torre de Arcas	Analfabetos	1	No sabe leer o escribir
44223	Torre de Arcas	Sin estudios	37	Sin estudios
44223	Torre de Arcas	Primer grado	26	Primer grado
44223	Torre de Arcas	Segundo grado	1	FP Grado Medio
44223	Torre de Arcas	Segundo grado	14	ESO, EGB, Bachillerato Ele.
44223	Torre de Arcas	Segundo grado	1	FP Grado Superior
44223	Torre de Arcas	Segundo grado	7	Bachillerato Superior
44223	Torre de Arcas	Tercer grado	2	Licenciatura
44223	Torre de Arcas	Tercer grado	5	Diplomatura
44224	Torre de las Arcas	Analfabetos	1	No sabe leer o escribir
44224	Torre de las Arcas	Sin estudios	3	Sin estudios
44224	Torre de las Arcas	Primer grado	20	Primer grado
44224	Torre de las Arcas	Segundo grado	1	Bachillerato Superior
44224	Torre de las Arcas	Segundo grado	5	ESO, EGB, Bachillerato Ele.
44224	Torre de las Arcas	Segundo grado	1	FP Grado Superior
44224	Torre de las Arcas	Tercer grado	2	Licenciatura
44225	Torre del Compte	Sin estudios	3	Sin estudios
44225	Torre del Compte	Primer grado	45	Primer grado
44225	Torre del Compte	Segundo grado	4	FP Grado Medio
44225	Torre del Compte	Segundo grado	85	ESO, EGB, Bachillerato Ele.
44225	Torre del Compte	Segundo grado	13	Bachillerato Superior
44225	Torre del Compte	Segundo grado	2	FP Grado Superior
44225	Torre del Compte	Tercer grado	3	Licenciatura
44225	Torre del Compte	Tercer grado	3	Diplomatura
44226	Torrelacárcel	Analfabetos	7	No sabe leer o escribir
44226	Torrelacárcel	Sin estudios	5	Sin estudios
44226	Torrelacárcel	Primer grado	181	Primer grado
44226	Torrelacárcel	Segundo grado	24	ESO, EGB, Bachillerato Ele.
44226	Torrelacárcel	Segundo grado	13	Bachillerato Superior
44226	Torrelacárcel	Segundo grado	9	FP Grado Superior
44226	Torrelacárcel	Segundo grado	7	FP Grado Medio
44226	Torrelacárcel	Tercer grado	3	Licenciatura
44226	Torrelacárcel	Tercer grado	11	Diplomatura
44226	Torrelacárcel	Tercer grado	1	Doctorado
44227	Torre los Negros	Analfabetos	2	No sabe leer o escribir
44227	Torre los Negros	Sin estudios	5	Sin estudios
44227	Torre los Negros	Primer grado	40	Primer grado
44227	Torre los Negros	Segundo grado	10	Bachillerato Superior
44227	Torre los Negros	Segundo grado	3	FP Grado Superior
44227	Torre los Negros	Segundo grado	17	ESO, EGB, Bachillerato Ele.
44227	Torre los Negros	Segundo grado	4	FP Grado Medio
44227	Torre los Negros	Tercer grado	2	Licenciatura
44227	Torre los Negros	Tercer grado	5	Diplomatura
44228	Torremocha de Jiloca	Sin estudios	6	Sin estudios
44228	Torremocha de Jiloca	Primer grado	102	Primer grado
44228	Torremocha de Jiloca	Segundo grado	4	FP Grado Superior
44228	Torremocha de Jiloca	Segundo grado	14	Bachillerato Superior
44228	Torremocha de Jiloca	Segundo grado	6	ESO, EGB, Bachillerato Ele.
44228	Torremocha de Jiloca	Segundo grado	1	FP Grado Medio
44228	Torremocha de Jiloca	Tercer grado	9	Diplomatura
44228	Torremocha de Jiloca	Tercer grado	7	Licenciatura
44229	Torres de Albarracín	Analfabetos	4	No sabe leer o escribir
44229	Torres de Albarracín	Sin estudios	16	Sin estudios
44229	Torres de Albarracín	Primer grado	67	Primer grado
44229	Torres de Albarracín	Segundo grado	7	FP Grado Superior
44229	Torres de Albarracín	Segundo grado	28	ESO, EGB, Bachillerato Ele.
44229	Torres de Albarracín	Segundo grado	1	FP Grado Medio
44229	Torres de Albarracín	Segundo grado	8	Bachillerato Superior
44229	Torres de Albarracín	Tercer grado	12	Diplomatura
44229	Torres de Albarracín	Tercer grado	1	Licenciatura
44230	Torrevelilla	Analfabetos	3	No sabe leer o escribir
44230	Torrevelilla	Sin estudios	28	Sin estudios
44230	Torrevelilla	Primer grado	69	Primer grado
44230	Torrevelilla	Segundo grado	7	FP Grado Medio
44230	Torrevelilla	Segundo grado	31	ESO, EGB, Bachillerato Ele.
44230	Torrevelilla	Segundo grado	6	FP Grado Superior
44230	Torrevelilla	Segundo grado	17	Bachillerato Superior
44230	Torrevelilla	Tercer grado	9	Diplomatura
44230	Torrevelilla	Tercer grado	9	Licenciatura
44231	Torrijas	Analfabetos	2	No sabe leer o escribir
44231	Torrijas	Sin estudios	21	Sin estudios
44231	Torrijas	Primer grado	13	Primer grado
44231	Torrijas	Segundo grado	1	FP Grado Medio
44231	Torrijas	Segundo grado	1	FP Grado Superior
44231	Torrijas	Segundo grado	16	ESO, EGB, Bachillerato Ele.
44231	Torrijas	Segundo grado	4	Bachillerato Superior
44231	Torrijas	Tercer grado	3	Diplomatura
44231	Torrijas	Tercer grado	1	Licenciatura
44232	Torrijo del Campo	Analfabetos	5	No sabe leer o escribir
44232	Torrijo del Campo	Sin estudios	8	Sin estudios
44232	Torrijo del Campo	Primer grado	249	Primer grado
44232	Torrijo del Campo	Segundo grado	17	FP Grado Medio
44232	Torrijo del Campo	Segundo grado	13	FP Grado Superior
44232	Torrijo del Campo	Segundo grado	139	ESO, EGB, Bachillerato Ele.
44232	Torrijo del Campo	Segundo grado	42	Bachillerato Superior
44232	Torrijo del Campo	Tercer grado	1	Doctorado
44232	Torrijo del Campo	Tercer grado	19	Diplomatura
44232	Torrijo del Campo	Tercer grado	13	Licenciatura
44234	Tramacastiel	Analfabetos	7	No sabe leer o escribir
44234	Tramacastiel	Sin estudios	57	Sin estudios
44234	Tramacastiel	Primer grado	22	Primer grado
44234	Tramacastiel	Segundo grado	5	ESO, EGB, Bachillerato Ele.
44234	Tramacastiel	Segundo grado	3	Bachillerato Superior
44234	Tramacastiel	Segundo grado	2	FP Grado Medio
44234	Tramacastiel	Segundo grado	1	FP Grado Superior
44234	Tramacastiel	Tercer grado	2	Licenciatura
44235	Tramacastilla	Analfabetos	4	No sabe leer o escribir
44235	Tramacastilla	Sin estudios	40	Sin estudios
44235	Tramacastilla	Primer grado	44	Primer grado
44235	Tramacastilla	Segundo grado	23	ESO, EGB, Bachillerato Ele.
44235	Tramacastilla	Segundo grado	1	FP Grado Medio
44235	Tramacastilla	Segundo grado	1	FP Grado Superior
44235	Tramacastilla	Segundo grado	3	Bachillerato Superior
44235	Tramacastilla	Tercer grado	2	Licenciatura
44235	Tramacastilla	Tercer grado	4	Diplomatura
44236	Tronchón	Analfabetos	1	No sabe leer o escribir
44236	Tronchón	Sin estudios	1	Sin estudios
44236	Tronchón	Primer grado	48	Primer grado
44236	Tronchón	Segundo grado	1	Bachillerato Superior
44236	Tronchón	Segundo grado	44	ESO, EGB, Bachillerato Ele.
44236	Tronchón	Tercer grado	1	Diplomatura
44237	Urrea de Gaén	Analfabetos	11	No sabe leer o escribir
44237	Urrea de Gaén	Sin estudios	58	Sin estudios
44237	Urrea de Gaén	Primer grado	279	Primer grado
44237	Urrea de Gaén	Segundo grado	16	Bachillerato Superior
44237	Urrea de Gaén	Segundo grado	10	FP Grado Superior
44237	Urrea de Gaén	Segundo grado	102	ESO, EGB, Bachillerato Ele.
44237	Urrea de Gaén	Segundo grado	19	FP Grado Medio
44237	Urrea de Gaén	Tercer grado	8	Licenciatura
44237	Urrea de Gaén	Tercer grado	23	Diplomatura
44238	Utrillas	Analfabetos	110	No sabe leer o escribir
44238	Utrillas	Sin estudios	193	Sin estudios
44238	Utrillas	Primer grado	1080	Primer grado
44238	Utrillas	Segundo grado	832	ESO, EGB, Bachillerato Ele.
44238	Utrillas	Segundo grado	58	FP Grado Superior
44238	Utrillas	Segundo grado	111	FP Grado Medio
44238	Utrillas	Segundo grado	126	Bachillerato Superior
44238	Utrillas	Tercer grado	1	Doctorado
44238	Utrillas	Tercer grado	44	Licenciatura
44238	Utrillas	Tercer grado	65	Diplomatura
44239	Valacloche	Analfabetos	4	No sabe leer o escribir
44239	Valacloche	Sin estudios	9	Sin estudios
44239	Valacloche	Primer grado	2	Primer grado
44239	Valacloche	Segundo grado	4	ESO, EGB, Bachillerato Ele.
44239	Valacloche	Tercer grado	1	Licenciatura
44240	Valbona	Analfabetos	10	No sabe leer o escribir
44240	Valbona	Sin estudios	53	Sin estudios
44240	Valbona	Primer grado	53	Primer grado
44240	Valbona	Segundo grado	45	ESO, EGB, Bachillerato Ele.
44240	Valbona	Segundo grado	2	FP Grado Medio
44240	Valbona	Segundo grado	6	Bachillerato Superior
44240	Valbona	Segundo grado	6	FP Grado Superior
44240	Valbona	Tercer grado	3	Licenciatura
44240	Valbona	Tercer grado	4	Diplomatura
44241	Valdealgorfa	Analfabetos	12	No sabe leer o escribir
44241	Valdealgorfa	Sin estudios	105	Sin estudios
44241	Valdealgorfa	Primer grado	198	Primer grado
44241	Valdealgorfa	Segundo grado	55	Bachillerato Superior
44241	Valdealgorfa	Segundo grado	9	FP Grado Superior
44241	Valdealgorfa	Segundo grado	228	ESO, EGB, Bachillerato Ele.
44241	Valdealgorfa	Segundo grado	14	FP Grado Medio
44241	Valdealgorfa	Tercer grado	28	Diplomatura
44241	Valdealgorfa	Tercer grado	8	Licenciatura
44243	Valdecuenca	Analfabetos	1	No sabe leer o escribir
44243	Valdecuenca	Sin estudios	5	Sin estudios
44243	Valdecuenca	Primer grado	8	Primer grado
44243	Valdecuenca	Segundo grado	2	FP Grado Superior
44243	Valdecuenca	Segundo grado	2	FP Grado Medio
44243	Valdecuenca	Segundo grado	12	ESO, EGB, Bachillerato Ele.
44244	Valdelinares	Analfabetos	2	No sabe leer o escribir
44244	Valdelinares	Sin estudios	13	Sin estudios
44244	Valdelinares	Primer grado	31	Primer grado
44244	Valdelinares	Segundo grado	1	FP Grado Medio
44244	Valdelinares	Segundo grado	41	ESO, EGB, Bachillerato Ele.
44244	Valdelinares	Segundo grado	7	Bachillerato Superior
44244	Valdelinares	Segundo grado	3	FP Grado Superior
44244	Valdelinares	Tercer grado	1	Licenciatura
44244	Valdelinares	Tercer grado	6	Diplomatura
44245	Valdeltormo	Analfabetos	2	No sabe leer o escribir
44245	Valdeltormo	Sin estudios	38	Sin estudios
44245	Valdeltormo	Primer grado	120	Primer grado
44245	Valdeltormo	Segundo grado	12	FP Grado Medio
44245	Valdeltormo	Segundo grado	123	ESO, EGB, Bachillerato Ele.
44245	Valdeltormo	Segundo grado	14	Bachillerato Superior
44245	Valdeltormo	Segundo grado	3	FP Grado Superior
44245	Valdeltormo	Tercer grado	10	Licenciatura
44245	Valdeltormo	Tercer grado	9	Diplomatura
44246	Valderrobres	Analfabetos	24	No sabe leer o escribir
44246	Valderrobres	Sin estudios	119	Sin estudios
44246	Valderrobres	Primer grado	574	Primer grado
44246	Valderrobres	Segundo grado	49	FP Grado Medio
44246	Valderrobres	Segundo grado	550	ESO, EGB, Bachillerato Ele.
44246	Valderrobres	Segundo grado	125	Bachillerato Superior
44246	Valderrobres	Segundo grado	67	FP Grado Superior
44246	Valderrobres	Tercer grado	1	Doctorado
44246	Valderrobres	Tercer grado	65	Licenciatura
44246	Valderrobres	Tercer grado	74	Diplomatura
44247	Valjunquera	Analfabetos	10	No sabe leer o escribir
44247	Valjunquera	Sin estudios	14	Sin estudios
44247	Valjunquera	Primer grado	233	Primer grado
44247	Valjunquera	Segundo grado	11	Bachillerato Superior
44247	Valjunquera	Segundo grado	6	FP Grado Medio
44247	Valjunquera	Segundo grado	14	FP Grado Superior
44247	Valjunquera	Segundo grado	58	ESO, EGB, Bachillerato Ele.
44247	Valjunquera	Tercer grado	16	Diplomatura
44247	Valjunquera	Tercer grado	10	Licenciatura
44249	Vallecillo (El)	Sin estudios	22	Sin estudios
44249	Vallecillo (El)	Primer grado	8	Primer grado
44249	Vallecillo (El)	Segundo grado	1	FP Grado Medio
44249	Vallecillo (El)	Segundo grado	3	Bachillerato Superior
44249	Vallecillo (El)	Segundo grado	1	FP Grado Superior
44249	Vallecillo (El)	Segundo grado	10	ESO, EGB, Bachillerato Ele.
44249	Vallecillo (El)	Tercer grado	2	Diplomatura
44250	Veguillas de la Sierra	Sin estudios	5	Sin estudios
44250	Veguillas de la Sierra	Primer grado	13	Primer grado
44250	Veguillas de la Sierra	Segundo grado	6	ESO, EGB, Bachillerato Ele.
44250	Veguillas de la Sierra	Segundo grado	3	Bachillerato Superior
44251	Villafranca del Campo	Analfabetos	5	No sabe leer o escribir
44251	Villafranca del Campo	Sin estudios	96	Sin estudios
44251	Villafranca del Campo	Primer grado	118	Primer grado
44251	Villafranca del Campo	Segundo grado	5	FP Grado Medio
44251	Villafranca del Campo	Segundo grado	66	ESO, EGB, Bachillerato Ele.
44251	Villafranca del Campo	Segundo grado	20	Bachillerato Superior
44251	Villafranca del Campo	Segundo grado	6	FP Grado Superior
44251	Villafranca del Campo	Tercer grado	15	Diplomatura
44251	Villafranca del Campo	Tercer grado	3	Licenciatura
44252	Villahermosa del Campo	Analfabetos	2	No sabe leer o escribir
44252	Villahermosa del Campo	Primer grado	36	Primer grado
44252	Villahermosa del Campo	Segundo grado	18	ESO, EGB, Bachillerato Ele.
44252	Villahermosa del Campo	Segundo grado	7	Bachillerato Superior
44252	Villahermosa del Campo	Segundo grado	2	FP Grado Medio
44252	Villahermosa del Campo	Segundo grado	1	FP Grado Superior
44252	Villahermosa del Campo	Tercer grado	1	Licenciatura
44252	Villahermosa del Campo	Tercer grado	6	Diplomatura
44256	Villanueva del Rebollar de la Sierra	Sin estudios	1	Sin estudios
44256	Villanueva del Rebollar de la Sierra	Primer grado	29	Primer grado
44256	Villanueva del Rebollar de la Sierra	Segundo grado	1	FP Grado Superior
44256	Villanueva del Rebollar de la Sierra	Segundo grado	8	Bachillerato Superior
44256	Villanueva del Rebollar de la Sierra	Segundo grado	3	ESO, EGB, Bachillerato Ele.
44256	Villanueva del Rebollar de la Sierra	Tercer grado	1	Licenciatura
44256	Villanueva del Rebollar de la Sierra	Tercer grado	1	Diplomatura
44257	Villar del Cobo	Analfabetos	1	No sabe leer o escribir
44257	Villar del Cobo	Sin estudios	2	Sin estudios
44257	Villar del Cobo	Primer grado	160	Primer grado
44257	Villar del Cobo	Segundo grado	3	FP Grado Medio
44257	Villar del Cobo	Segundo grado	11	Bachillerato Superior
44257	Villar del Cobo	Segundo grado	2	FP Grado Superior
44257	Villar del Cobo	Segundo grado	13	ESO, EGB, Bachillerato Ele.
44257	Villar del Cobo	Tercer grado	4	Diplomatura
44257	Villar del Cobo	Tercer grado	6	Licenciatura
44257	Villar del Cobo	Tercer grado	1	Doctorado
44258	Villar del Salz	Sin estudios	25	Sin estudios
44258	Villar del Salz	Primer grado	43	Primer grado
44258	Villar del Salz	Segundo grado	3	FP Grado Superior
44258	Villar del Salz	Segundo grado	3	Bachillerato Superior
44258	Villar del Salz	Segundo grado	12	ESO, EGB, Bachillerato Ele.
44258	Villar del Salz	Tercer grado	3	Diplomatura
44258	Villar del Salz	Tercer grado	1	Licenciatura
44260	Villarluengo	Analfabetos	6	No sabe leer o escribir
44260	Villarluengo	Sin estudios	111	Sin estudios
44260	Villarluengo	Primer grado	9	Primer grado
44260	Villarluengo	Segundo grado	2	FP Grado Medio
44260	Villarluengo	Segundo grado	36	ESO, EGB, Bachillerato Ele.
44260	Villarluengo	Segundo grado	6	FP Grado Superior
44260	Villarluengo	Segundo grado	7	Bachillerato Superior
44260	Villarluengo	Tercer grado	4	Licenciatura
44260	Villarluengo	Tercer grado	1	Doctorado
44260	Villarluengo	Tercer grado	4	Diplomatura
44261	Villarquemado	Analfabetos	18	No sabe leer o escribir
44261	Villarquemado	Sin estudios	116	Sin estudios
44261	Villarquemado	Primer grado	351	Primer grado
44261	Villarquemado	Segundo grado	51	Bachillerato Superior
44261	Villarquemado	Segundo grado	56	FP Grado Medio
44261	Villarquemado	Segundo grado	156	ESO, EGB, Bachillerato Ele.
44261	Villarquemado	Segundo grado	29	FP Grado Superior
44261	Villarquemado	Tercer grado	19	Licenciatura
44261	Villarquemado	Tercer grado	32	Diplomatura
44262	Villarroya de los Pinares	Analfabetos	2	No sabe leer o escribir
44262	Villarroya de los Pinares	Sin estudios	51	Sin estudios
44262	Villarroya de los Pinares	Primer grado	58	Primer grado
44262	Villarroya de los Pinares	Segundo grado	44	ESO, EGB, Bachillerato Ele.
44262	Villarroya de los Pinares	Segundo grado	2	FP Grado Superior
44262	Villarroya de los Pinares	Segundo grado	9	Bachillerato Superior
44262	Villarroya de los Pinares	Segundo grado	3	FP Grado Medio
44262	Villarroya de los Pinares	Tercer grado	4	Diplomatura
44262	Villarroya de los Pinares	Tercer grado	4	Licenciatura
44263	Villastar	Analfabetos	10	No sabe leer o escribir
44263	Villastar	Sin estudios	98	Sin estudios
44263	Villastar	Primer grado	92	Primer grado
44263	Villastar	Segundo grado	6	FP Grado Medio
44263	Villastar	Segundo grado	54	ESO, EGB, Bachillerato Ele.
44263	Villastar	Segundo grado	16	Bachillerato Superior
44263	Villastar	Segundo grado	5	FP Grado Superior
44263	Villastar	Tercer grado	1	Doctorado
44263	Villastar	Tercer grado	11	Licenciatura
44263	Villastar	Tercer grado	11	Diplomatura
44264	Villel	Analfabetos	18	No sabe leer o escribir
44264	Villel	Sin estudios	110	Sin estudios
44264	Villel	Primer grado	75	Primer grado
44264	Villel	Segundo grado	60	ESO, EGB, Bachillerato Ele.
44264	Villel	Segundo grado	7	FP Grado Medio
44264	Villel	Segundo grado	8	FP Grado Superior
44264	Villel	Segundo grado	18	Bachillerato Superior
44264	Villel	Tercer grado	2	Licenciatura
44264	Villel	Tercer grado	13	Diplomatura
44265	Vinaceite	Analfabetos	4	No sabe leer o escribir
44265	Vinaceite	Sin estudios	40	Sin estudios
44265	Vinaceite	Primer grado	141	Primer grado
44265	Vinaceite	Segundo grado	8	FP Grado Medio
44265	Vinaceite	Segundo grado	2	FP Grado Superior
44265	Vinaceite	Segundo grado	37	ESO, EGB, Bachillerato Ele.
44265	Vinaceite	Segundo grado	9	Bachillerato Superior
44265	Vinaceite	Tercer grado	12	Diplomatura
44265	Vinaceite	Tercer grado	7	Licenciatura
44266	Visiedo	Sin estudios	10	Sin estudios
44266	Visiedo	Primer grado	72	Primer grado
44266	Visiedo	Segundo grado	2	FP Grado Superior
44266	Visiedo	Segundo grado	2	FP Grado Medio
44266	Visiedo	Segundo grado	9	Bachillerato Superior
44266	Visiedo	Segundo grado	69	ESO, EGB, Bachillerato Ele.
44266	Visiedo	Tercer grado	11	Diplomatura
44266	Visiedo	Tercer grado	7	Licenciatura
44267	Vivel del Río Martín	Analfabetos	1	No sabe leer o escribir
44267	Vivel del Río Martín	Sin estudios	2	Sin estudios
44267	Vivel del Río Martín	Primer grado	61	Primer grado
44267	Vivel del Río Martín	Segundo grado	1	FP Grado Superior
44267	Vivel del Río Martín	Segundo grado	5	Bachillerato Superior
44267	Vivel del Río Martín	Segundo grado	2	FP Grado Medio
44267	Vivel del Río Martín	Segundo grado	4	ESO, EGB, Bachillerato Ele.
