Aragón	Superficie útil agrupada (m2)	Número de viviendas
Aragón	045 o menos	10810
Aragón	046 - 060	55488
Aragón	061 - 075	96489
Aragón	076 - 090	131214
Aragón	091 - 105	62444
Aragón	106 - 120	37083
Aragón	121 - 150	27207
Aragón	151 o más	22508
