Año	Residencia área código	Residencia continente nombre	Residencia área nombre	Inscripción comarca código	Inscripción comarca nombre	Sexo	Personas
2011	06	América	Resto de América	06	Hoya de Huesca / Plana de Uesca	Hombre	362
2011	06	América	Resto de América	06	Hoya de Huesca / Plana de Uesca	Mujer	341
2011	06	América	Resto de América	07	Somontano de Barbastro	Hombre	122
2011	06	América	Resto de América	07	Somontano de Barbastro	Mujer	140
2011	06	América	Resto de América	08	Cinca Medio	Hombre	70
2011	06	América	Resto de América	08	Cinca Medio	Mujer	74
2011	06	América	Resto de América	09	La Litera / La Llitera	Hombre	80
2011	06	América	Resto de América	09	La Litera / La Llitera	Mujer	80
2011	06	América	Resto de América	10	Los Monegros	Hombre	94
2011	06	América	Resto de América	10	Los Monegros	Mujer	105
2011	06	América	Resto de América	11	Bajo Cinca / Baix Cinca	Hombre	55
2011	06	América	Resto de América	11	Bajo Cinca / Baix Cinca	Mujer	69
2011	06	América	Resto de América	12	Tarazona y el Moncayo	Hombre	90
2011	06	América	Resto de América	12	Tarazona y el Moncayo	Mujer	92
2011	06	América	Resto de América	13	Campo de Borja	Hombre	64
2011	06	América	Resto de América	13	Campo de Borja	Mujer	76
2011	06	América	Resto de América	14	Aranda	Hombre	18
2011	06	América	Resto de América	14	Aranda	Mujer	22
2011	06	América	Resto de América	15	Ribera Alta del Ebro	Hombre	50
2011	06	América	Resto de América	15	Ribera Alta del Ebro	Mujer	41
2011	06	América	Resto de América	16	Valdejalón	Hombre	67
2011	06	América	Resto de América	16	Valdejalón	Mujer	66
2011	06	América	Resto de América	17	Central	Hombre	2821
2011	06	América	Resto de América	17	Central	Mujer	2918
2011	06	América	Resto de América	18	Ribera Baja del Ebro	Hombre	55
2011	06	América	Resto de América	18	Ribera Baja del Ebro	Mujer	50
2011	06	América	Resto de América	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	39
2011	06	América	Resto de América	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujer	51
2011	06	América	Resto de América	20	Comunidad de Calatayud	Hombre	188
2011	06	América	Resto de América	20	Comunidad de Calatayud	Mujer	173
2011	06	América	Resto de América	21	Campo de Cariñena	Hombre	40
2011	06	América	Resto de América	21	Campo de Cariñena	Mujer	50
2011	06	América	Resto de América	22	Campo de Belchite	Hombre	46
2011	06	América	Resto de América	22	Campo de Belchite	Mujer	55
2011	06	América	Resto de América	23	Bajo Martín	Hombre	28
2011	06	América	Resto de América	23	Bajo Martín	Mujer	30
2011	06	América	Resto de América	24	Campo de Daroca	Hombre	40
2011	06	América	Resto de América	24	Campo de Daroca	Mujer	36
2011	06	América	Resto de América	25	Jiloca	Hombre	46
2011	06	América	Resto de América	25	Jiloca	Mujer	53
2011	06	América	Resto de América	26	Cuencas Mineras	Hombre	98
2011	06	América	Resto de América	26	Cuencas Mineras	Mujer	90
2011	06	América	Resto de América	27	Andorra-Sierra de Arcos	Hombre	41
2011	06	América	Resto de América	27	Andorra-Sierra de Arcos	Mujer	45
2011	06	América	Resto de América	28	Bajo Aragón	Hombre	183
2011	06	América	Resto de América	28	Bajo Aragón	Mujer	242
2011	06	América	Resto de América	29	Comunidad de Teruel	Hombre	298
2011	06	América	Resto de América	29	Comunidad de Teruel	Mujer	291
2011	06	América	Resto de América	30	Maestrazgo	Hombre	67
2011	06	América	Resto de América	30	Maestrazgo	Mujer	81
2011	06	América	Resto de América	31	Sierra de Albarracín	Hombre	57
2011	06	América	Resto de América	31	Sierra de Albarracín	Mujer	43
2011	06	América	Resto de América	32	Gúdar-Javalambre	Hombre	62
2011	06	América	Resto de América	32	Gúdar-Javalambre	Mujer	63
2011	06	América	Resto de América	33	Matarraña / Matarranya	Hombre	48
2011	06	América	Resto de América	33	Matarraña / Matarranya	Mujer	52
2011	07	Asia	Asia	01	La Jacetania	Hombre	1
2011	07	Asia	Asia	02	Alto Gállego	Hombre	3
2011	07	Asia	Asia	02	Alto Gállego	Mujer	2
2011	07	Asia	Asia	03	Sobrarbe	Hombre	2
2011	07	Asia	Asia	04	La Ribagorza	Hombre	1
2011	07	Asia	Asia	05	Cinco Villas	Hombre	1
2011	07	Asia	Asia	05	Cinco Villas	Mujer	3
2011	07	Asia	Asia	06	Hoya de Huesca / Plana de Uesca	Hombre	8
2011	07	Asia	Asia	06	Hoya de Huesca / Plana de Uesca	Mujer	4
2011	07	Asia	Asia	07	Somontano de Barbastro	Hombre	2
2011	07	Asia	Asia	07	Somontano de Barbastro	Mujer	1
2011	07	Asia	Asia	08	Cinca Medio	Hombre	3
2011	07	Asia	Asia	08	Cinca Medio	Mujer	2
2011	07	Asia	Asia	10	Los Monegros	Hombre	1
2011	07	Asia	Asia	10	Los Monegros	Mujer	3
2011	07	Asia	Asia	11	Bajo Cinca / Baix Cinca	Hombre	1
2011	07	Asia	Asia	12	Tarazona y el Moncayo	Hombre	1
2011	07	Asia	Asia	12	Tarazona y el Moncayo	Mujer	1
2011	07	Asia	Asia	13	Campo de Borja	Hombre	1
2011	07	Asia	Asia	14	Aranda	Hombre	1
2011	07	Asia	Asia	15	Ribera Alta del Ebro	Mujer	1
2011	07	Asia	Asia	16	Valdejalón	Hombre	1
2011	07	Asia	Asia	17	Central	Hombre	204
2011	07	Asia	Asia	17	Central	Mujer	161
2011	07	Asia	Asia	18	Ribera Baja del Ebro	Mujer	1
2011	07	Asia	Asia	20	Comunidad de Calatayud	Hombre	9
2011	07	Asia	Asia	20	Comunidad de Calatayud	Mujer	12
2011	07	Asia	Asia	21	Campo de Cariñena	Hombre	1
2011	07	Asia	Asia	26	Cuencas Mineras	Hombre	3
2011	07	Asia	Asia	26	Cuencas Mineras	Mujer	2
2011	07	Asia	Asia	27	Andorra-Sierra de Arcos	Hombre	1
2011	07	Asia	Asia	28	Bajo Aragón	Hombre	1
2011	07	Asia	Asia	28	Bajo Aragón	Mujer	1
2011	07	Asia	Asia	29	Comunidad de Teruel	Hombre	4
2011	07	Asia	Asia	29	Comunidad de Teruel	Mujer	2
2011	07	Asia	Asia	32	Gúdar-Javalambre	Hombre	1
2011	07	Asia	Asia	32	Gúdar-Javalambre	Mujer	1
2011	07	Asia	Asia	33	Matarraña / Matarranya	Hombre	1
2011	07	Asia	Asia	33	Matarraña / Matarranya	Mujer	1
2011	08	Oceanía	Oceanía	01	La Jacetania	Hombre	2
2011	08	Oceanía	Oceanía	01	La Jacetania	Mujer	4
2011	08	Oceanía	Oceanía	04	La Ribagorza	Mujer	1
2011	08	Oceanía	Oceanía	05	Cinco Villas	Mujer	2
2011	08	Oceanía	Oceanía	06	Hoya de Huesca / Plana de Uesca	Hombre	7
2011	08	Oceanía	Oceanía	06	Hoya de Huesca / Plana de Uesca	Mujer	8
2011	08	Oceanía	Oceanía	07	Somontano de Barbastro	Hombre	1
2011	08	Oceanía	Oceanía	07	Somontano de Barbastro	Mujer	1
2011	08	Oceanía	Oceanía	09	La Litera / La Llitera	Hombre	1
2011	08	Oceanía	Oceanía	10	Los Monegros	Hombre	1
2011	08	Oceanía	Oceanía	14	Aranda	Mujer	1
2011	08	Oceanía	Oceanía	15	Ribera Alta del Ebro	Hombre	2
2011	08	Oceanía	Oceanía	15	Ribera Alta del Ebro	Mujer	1
2011	08	Oceanía	Oceanía	16	Valdejalón	Hombre	1
2011	08	Oceanía	Oceanía	17	Central	Hombre	59
2011	08	Oceanía	Oceanía	17	Central	Mujer	73
2011	08	Oceanía	Oceanía	18	Ribera Baja del Ebro	Hombre	1
2011	08	Oceanía	Oceanía	18	Ribera Baja del Ebro	Mujer	1
2011	08	Oceanía	Oceanía	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	1
2011	08	Oceanía	Oceanía	20	Comunidad de Calatayud	Mujer	2
2011	08	Oceanía	Oceanía	21	Campo de Cariñena	Mujer	2
2011	08	Oceanía	Oceanía	22	Campo de Belchite	Hombre	1
2011	08	Oceanía	Oceanía	22	Campo de Belchite	Mujer	1
2011	08	Oceanía	Oceanía	23	Bajo Martín	Hombre	1
2011	08	Oceanía	Oceanía	24	Campo de Daroca	Hombre	1
2011	08	Oceanía	Oceanía	25	Jiloca	Mujer	2
2011	08	Oceanía	Oceanía	26	Cuencas Mineras	Hombre	4
2011	08	Oceanía	Oceanía	27	Andorra-Sierra de Arcos	Hombre	2
2011	08	Oceanía	Oceanía	28	Bajo Aragón	Hombre	4
2011	08	Oceanía	Oceanía	28	Bajo Aragón	Mujer	2
2011	08	Oceanía	Oceanía	29	Comunidad de Teruel	Hombre	7
2011	08	Oceanía	Oceanía	29	Comunidad de Teruel	Mujer	7
2011	08	Oceanía	Oceanía	30	Maestrazgo	Hombre	1
2011	08	Oceanía	Oceanía	31	Sierra de Albarracín	Mujer	3
2011	08	Oceanía	Oceanía	32	Gúdar-Javalambre	Hombre	1
2011	08	Oceanía	Oceanía	33	Matarraña / Matarranya	Hombre	1
2012	01	Europa	UE-27	01	La Jacetania	Hombre	202
2012	01	Europa	UE-27	01	La Jacetania	Mujer	211
2012	01	Europa	UE-27	02	Alto Gállego	Hombre	92
2012	01	Europa	UE-27	02	Alto Gállego	Mujer	84
2012	01	Europa	UE-27	03	Sobrarbe	Hombre	139
2012	01	Europa	UE-27	03	Sobrarbe	Mujer	176
2012	01	Europa	UE-27	04	La Ribagorza	Hombre	118
2012	01	Europa	UE-27	04	La Ribagorza	Mujer	109
2012	01	Europa	UE-27	05	Cinco Villas	Hombre	210
2012	01	Europa	UE-27	05	Cinco Villas	Mujer	254
2012	01	Europa	UE-27	06	Hoya de Huesca / Plana de Uesca	Hombre	380
2012	01	Europa	UE-27	06	Hoya de Huesca / Plana de Uesca	Mujer	372
2012	01	Europa	UE-27	07	Somontano de Barbastro	Hombre	163
2012	01	Europa	UE-27	07	Somontano de Barbastro	Mujer	145
2012	01	Europa	UE-27	08	Cinca Medio	Hombre	102
2012	01	Europa	UE-27	08	Cinca Medio	Mujer	96
2012	01	Europa	UE-27	09	La Litera / La Llitera	Hombre	87
2012	01	Europa	UE-27	09	La Litera / La Llitera	Mujer	73
2012	01	Europa	UE-27	10	Los Monegros	Hombre	98
2012	01	Europa	UE-27	10	Los Monegros	Mujer	152
2012	01	Europa	UE-27	11	Bajo Cinca / Baix Cinca	Hombre	105
2012	01	Europa	UE-27	11	Bajo Cinca / Baix Cinca	Mujer	106
2012	01	Europa	UE-27	12	Tarazona y el Moncayo	Hombre	32
2012	01	Europa	UE-27	12	Tarazona y el Moncayo	Mujer	37
2012	01	Europa	UE-27	13	Campo de Borja	Hombre	58
2012	01	Europa	UE-27	13	Campo de Borja	Mujer	50
2012	01	Europa	UE-27	14	Aranda	Hombre	5
2012	01	Europa	UE-27	14	Aranda	Mujer	20
2012	01	Europa	UE-27	15	Ribera Alta del Ebro	Hombre	84
2012	01	Europa	UE-27	15	Ribera Alta del Ebro	Mujer	74
2012	01	Europa	UE-27	16	Valdejalón	Hombre	54
2012	01	Europa	UE-27	16	Valdejalón	Mujer	53
2012	01	Europa	UE-27	17	Central	Hombre	2755
2012	01	Europa	UE-27	17	Central	Mujer	3193
2012	01	Europa	UE-27	18	Ribera Baja del Ebro	Hombre	69
2012	01	Europa	UE-27	18	Ribera Baja del Ebro	Mujer	62
2012	01	Europa	UE-27	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	68
2012	01	Europa	UE-27	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujer	66
2012	01	Europa	UE-27	20	Comunidad de Calatayud	Hombre	130
2012	01	Europa	UE-27	20	Comunidad de Calatayud	Mujer	152
2012	01	Europa	UE-27	21	Campo de Cariñena	Hombre	35
2012	01	Europa	UE-27	21	Campo de Cariñena	Mujer	32
2012	01	Europa	UE-27	22	Campo de Belchite	Hombre	52
2012	01	Europa	UE-27	22	Campo de Belchite	Mujer	48
2012	01	Europa	UE-27	23	Bajo Martín	Hombre	47
2012	01	Europa	UE-27	23	Bajo Martín	Mujer	54
2012	01	Europa	UE-27	24	Campo de Daroca	Hombre	43
2012	01	Europa	UE-27	24	Campo de Daroca	Mujer	45
2012	01	Europa	UE-27	25	Jiloca	Hombre	61
2012	01	Europa	UE-27	25	Jiloca	Mujer	51
2012	01	Europa	UE-27	26	Cuencas Mineras	Hombre	76
2012	01	Europa	UE-27	26	Cuencas Mineras	Mujer	88
2012	01	Europa	UE-27	27	Andorra-Sierra de Arcos	Hombre	81
2012	01	Europa	UE-27	27	Andorra-Sierra de Arcos	Mujer	79
2012	01	Europa	UE-27	28	Bajo Aragón	Hombre	157
2012	01	Europa	UE-27	28	Bajo Aragón	Mujer	146
2012	01	Europa	UE-27	29	Comunidad de Teruel	Hombre	270
2012	01	Europa	UE-27	29	Comunidad de Teruel	Mujer	260
2012	01	Europa	UE-27	30	Maestrazgo	Hombre	25
2012	01	Europa	UE-27	30	Maestrazgo	Mujer	35
2012	01	Europa	UE-27	31	Sierra de Albarracín	Hombre	33
2012	01	Europa	UE-27	31	Sierra de Albarracín	Mujer	28
2012	01	Europa	UE-27	32	Gúdar-Javalambre	Hombre	45
2012	01	Europa	UE-27	32	Gúdar-Javalambre	Mujer	35
2012	01	Europa	UE-27	33	Matarraña / Matarranya	Hombre	103
2012	01	Europa	UE-27	33	Matarraña / Matarranya	Mujer	90
2012	02	Europa	Resto de Europa	01	La Jacetania	Hombre	10
2012	02	Europa	Resto de Europa	01	La Jacetania	Mujer	17
2012	02	Europa	Resto de Europa	02	Alto Gállego	Hombre	7
2012	02	Europa	Resto de Europa	02	Alto Gállego	Mujer	7
2012	02	Europa	Resto de Europa	03	Sobrarbe	Hombre	6
2012	02	Europa	Resto de Europa	03	Sobrarbe	Mujer	6
2012	02	Europa	Resto de Europa	04	La Ribagorza	Hombre	19
2012	02	Europa	Resto de Europa	04	La Ribagorza	Mujer	30
2012	02	Europa	Resto de Europa	05	Cinco Villas	Hombre	14
2012	02	Europa	Resto de Europa	05	Cinco Villas	Mujer	10
2012	02	Europa	Resto de Europa	06	Hoya de Huesca / Plana de Uesca	Hombre	31
2012	02	Europa	Resto de Europa	06	Hoya de Huesca / Plana de Uesca	Mujer	42
2012	02	Europa	Resto de Europa	07	Somontano de Barbastro	Hombre	26
2012	02	Europa	Resto de Europa	07	Somontano de Barbastro	Mujer	26
2012	02	Europa	Resto de Europa	08	Cinca Medio	Hombre	20
2012	02	Europa	Resto de Europa	08	Cinca Medio	Mujer	22
2012	02	Europa	Resto de Europa	09	La Litera / La Llitera	Hombre	34
2012	02	Europa	Resto de Europa	09	La Litera / La Llitera	Mujer	23
2012	02	Europa	Resto de Europa	10	Los Monegros	Hombre	10
2012	02	Europa	Resto de Europa	10	Los Monegros	Mujer	8
2012	02	Europa	Resto de Europa	11	Bajo Cinca / Baix Cinca	Hombre	27
2012	02	Europa	Resto de Europa	11	Bajo Cinca / Baix Cinca	Mujer	32
2012	02	Europa	Resto de Europa	12	Tarazona y el Moncayo	Hombre	7
2012	02	Europa	Resto de Europa	12	Tarazona y el Moncayo	Mujer	7
2012	02	Europa	Resto de Europa	13	Campo de Borja	Hombre	5
2012	02	Europa	Resto de Europa	13	Campo de Borja	Mujer	8
2012	02	Europa	Resto de Europa	14	Aranda	Hombre	5
2012	02	Europa	Resto de Europa	14	Aranda	Mujer	1
2012	02	Europa	Resto de Europa	15	Ribera Alta del Ebro	Hombre	9
2012	02	Europa	Resto de Europa	15	Ribera Alta del Ebro	Mujer	9
2012	02	Europa	Resto de Europa	16	Valdejalón	Hombre	8
2012	02	Europa	Resto de Europa	16	Valdejalón	Mujer	10
2012	02	Europa	Resto de Europa	17	Central	Hombre	421
2012	02	Europa	Resto de Europa	17	Central	Mujer	471
2012	02	Europa	Resto de Europa	18	Ribera Baja del Ebro	Hombre	9
2012	02	Europa	Resto de Europa	18	Ribera Baja del Ebro	Mujer	9
2012	02	Europa	Resto de Europa	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	14
2012	02	Europa	Resto de Europa	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujer	15
2012	02	Europa	Resto de Europa	20	Comunidad de Calatayud	Hombre	27
2012	02	Europa	Resto de Europa	20	Comunidad de Calatayud	Mujer	34
2012	02	Europa	Resto de Europa	21	Campo de Cariñena	Hombre	5
2012	02	Europa	Resto de Europa	21	Campo de Cariñena	Mujer	8
2012	02	Europa	Resto de Europa	22	Campo de Belchite	Hombre	3
2012	02	Europa	Resto de Europa	22	Campo de Belchite	Mujer	1
2012	02	Europa	Resto de Europa	23	Bajo Martín	Hombre	1
2012	02	Europa	Resto de Europa	23	Bajo Martín	Mujer	1
2012	02	Europa	Resto de Europa	24	Campo de Daroca	Hombre	5
2012	02	Europa	Resto de Europa	24	Campo de Daroca	Mujer	9
2012	02	Europa	Resto de Europa	25	Jiloca	Hombre	12
2012	02	Europa	Resto de Europa	25	Jiloca	Mujer	11
2012	02	Europa	Resto de Europa	26	Cuencas Mineras	Hombre	6
2012	02	Europa	Resto de Europa	26	Cuencas Mineras	Mujer	10
2012	02	Europa	Resto de Europa	27	Andorra-Sierra de Arcos	Hombre	3
2012	02	Europa	Resto de Europa	27	Andorra-Sierra de Arcos	Mujer	5
2012	02	Europa	Resto de Europa	28	Bajo Aragón	Hombre	16
2012	02	Europa	Resto de Europa	28	Bajo Aragón	Mujer	22
2012	02	Europa	Resto de Europa	29	Comunidad de Teruel	Hombre	27
2012	02	Europa	Resto de Europa	29	Comunidad de Teruel	Mujer	29
2012	02	Europa	Resto de Europa	30	Maestrazgo	Hombre	3
2012	02	Europa	Resto de Europa	30	Maestrazgo	Mujer	8
2012	02	Europa	Resto de Europa	31	Sierra de Albarracín	Hombre	3
2012	02	Europa	Resto de Europa	31	Sierra de Albarracín	Mujer	4
2012	02	Europa	Resto de Europa	32	Gúdar-Javalambre	Mujer	4
2012	02	Europa	Resto de Europa	33	Matarraña / Matarranya	Hombre	9
2012	02	Europa	Resto de Europa	33	Matarraña / Matarranya	Mujer	9
2012	03	África	Magreb	01	La Jacetania	Mujer	1
2012	03	África	Magreb	02	Alto Gállego	Hombre	2
2012	03	África	Magreb	04	La Ribagorza	Hombre	1
2012	03	África	Magreb	04	La Ribagorza	Mujer	1
2012	03	África	Magreb	05	Cinco Villas	Hombre	2
2012	03	África	Magreb	06	Hoya de Huesca / Plana de Uesca	Hombre	5
2012	03	África	Magreb	06	Hoya de Huesca / Plana de Uesca	Mujer	5
2012	03	África	Magreb	07	Somontano de Barbastro	Mujer	1
2012	03	África	Magreb	11	Bajo Cinca / Baix Cinca	Hombre	1
2012	03	África	Magreb	15	Ribera Alta del Ebro	Hombre	3
2012	03	África	Magreb	15	Ribera Alta del Ebro	Mujer	2
2012	03	África	Magreb	16	Valdejalón	Hombre	2
2012	03	África	Magreb	16	Valdejalón	Mujer	1
2012	03	África	Magreb	17	Central	Hombre	48
2012	03	África	Magreb	17	Central	Mujer	43
2012	03	África	Magreb	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	1
2012	03	África	Magreb	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujer	1
2012	03	África	Magreb	20	Comunidad de Calatayud	Hombre	1
2012	03	África	Magreb	27	Andorra-Sierra de Arcos	Mujer	1
2012	03	África	Magreb	28	Bajo Aragón	Mujer	1
2012	03	África	Magreb	29	Comunidad de Teruel	Hombre	6
2012	03	África	Magreb	29	Comunidad de Teruel	Mujer	5
2012	04	África	Resto de África	01	La Jacetania	Hombre	2
2012	04	África	Resto de África	01	La Jacetania	Mujer	1
2012	04	África	Resto de África	02	Alto Gállego	Hombre	4
2012	04	África	Resto de África	02	Alto Gállego	Mujer	2
2012	04	África	Resto de África	03	Sobrarbe	Mujer	1
2012	04	África	Resto de África	05	Cinco Villas	Hombre	2
2012	04	África	Resto de África	05	Cinco Villas	Mujer	1
2012	04	África	Resto de África	06	Hoya de Huesca / Plana de Uesca	Hombre	5
2012	04	África	Resto de África	06	Hoya de Huesca / Plana de Uesca	Mujer	5
2012	04	África	Resto de África	07	Somontano de Barbastro	Hombre	4
2012	04	África	Resto de África	07	Somontano de Barbastro	Mujer	4
2012	04	África	Resto de África	08	Cinca Medio	Hombre	5
2012	04	África	Resto de África	08	Cinca Medio	Mujer	1
2012	04	África	Resto de África	10	Los Monegros	Hombre	2
2012	04	África	Resto de África	10	Los Monegros	Mujer	2
2012	04	África	Resto de África	11	Bajo Cinca / Baix Cinca	Hombre	1
2012	04	África	Resto de África	12	Tarazona y el Moncayo	Mujer	5
2012	04	África	Resto de África	15	Ribera Alta del Ebro	Hombre	1
2012	04	África	Resto de África	17	Central	Hombre	84
2012	04	África	Resto de África	17	Central	Mujer	80
2012	04	África	Resto de África	18	Ribera Baja del Ebro	Hombre	2
2012	04	África	Resto de África	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	2
2012	04	África	Resto de África	20	Comunidad de Calatayud	Hombre	1
2012	04	África	Resto de África	20	Comunidad de Calatayud	Mujer	1
2012	04	África	Resto de África	21	Campo de Cariñena	Hombre	4
2012	04	África	Resto de África	23	Bajo Martín	Mujer	1
2012	04	África	Resto de África	27	Andorra-Sierra de Arcos	Hombre	3
2012	04	África	Resto de África	27	Andorra-Sierra de Arcos	Mujer	1
2012	04	África	Resto de África	28	Bajo Aragón	Hombre	1
2012	04	África	Resto de África	29	Comunidad de Teruel	Hombre	1
2012	04	África	Resto de África	29	Comunidad de Teruel	Mujer	3
2012	04	África	Resto de África	33	Matarraña / Matarranya	Hombre	1
2012	04	África	Resto de África	33	Matarraña / Matarranya	Mujer	1
2012	05	América	América del Norte	01	La Jacetania	Hombre	24
2012	05	América	América del Norte	01	La Jacetania	Mujer	34
2012	05	América	América del Norte	02	Alto Gállego	Hombre	8
2012	05	América	América del Norte	02	Alto Gállego	Mujer	6
2012	05	América	América del Norte	03	Sobrarbe	Hombre	5
2012	05	América	América del Norte	03	Sobrarbe	Mujer	3
2012	05	América	América del Norte	04	La Ribagorza	Hombre	6
2012	05	América	América del Norte	04	La Ribagorza	Mujer	9
2012	05	América	América del Norte	05	Cinco Villas	Hombre	15
2012	05	América	América del Norte	05	Cinco Villas	Mujer	15
2012	05	América	América del Norte	06	Hoya de Huesca / Plana de Uesca	Hombre	40
2012	05	América	América del Norte	06	Hoya de Huesca / Plana de Uesca	Mujer	46
2012	05	América	América del Norte	07	Somontano de Barbastro	Hombre	11
2012	05	América	América del Norte	07	Somontano de Barbastro	Mujer	12
2012	05	América	América del Norte	08	Cinca Medio	Hombre	7
2012	05	América	América del Norte	08	Cinca Medio	Mujer	13
2012	05	América	América del Norte	09	La Litera / La Llitera	Hombre	10
2012	05	América	América del Norte	09	La Litera / La Llitera	Mujer	6
2012	05	América	América del Norte	10	Los Monegros	Hombre	11
2012	05	América	América del Norte	10	Los Monegros	Mujer	5
2012	05	América	América del Norte	11	Bajo Cinca / Baix Cinca	Hombre	1
2012	05	América	América del Norte	11	Bajo Cinca / Baix Cinca	Mujer	6
2012	05	América	América del Norte	12	Tarazona y el Moncayo	Hombre	3
2012	05	América	América del Norte	12	Tarazona y el Moncayo	Mujer	9
2012	05	América	América del Norte	13	Campo de Borja	Hombre	5
2012	05	América	América del Norte	13	Campo de Borja	Mujer	11
2012	05	América	América del Norte	14	Aranda	Hombre	2
2012	05	América	América del Norte	14	Aranda	Mujer	2
2012	05	América	América del Norte	15	Ribera Alta del Ebro	Hombre	7
2012	05	América	América del Norte	15	Ribera Alta del Ebro	Mujer	6
2012	05	América	América del Norte	16	Valdejalón	Hombre	6
2012	05	América	América del Norte	16	Valdejalón	Mujer	13
2012	05	América	América del Norte	17	Central	Hombre	661
2012	05	América	América del Norte	17	Central	Mujer	895
2012	05	América	América del Norte	18	Ribera Baja del Ebro	Hombre	1
2012	05	América	América del Norte	18	Ribera Baja del Ebro	Mujer	6
2012	05	América	América del Norte	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	1
2012	05	América	América del Norte	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujer	7
2012	05	América	América del Norte	20	Comunidad de Calatayud	Hombre	16
2012	05	América	América del Norte	20	Comunidad de Calatayud	Mujer	37
2012	05	América	América del Norte	21	Campo de Cariñena	Hombre	2
2012	05	América	América del Norte	21	Campo de Cariñena	Mujer	9
2012	05	América	América del Norte	22	Campo de Belchite	Mujer	3
2012	05	América	América del Norte	23	Bajo Martín	Mujer	1
2012	05	América	América del Norte	24	Campo de Daroca	Hombre	4
2012	05	América	América del Norte	24	Campo de Daroca	Mujer	4
2012	05	América	América del Norte	25	Jiloca	Hombre	15
2012	05	América	América del Norte	25	Jiloca	Mujer	17
2012	05	América	América del Norte	26	Cuencas Mineras	Hombre	6
2012	05	América	América del Norte	26	Cuencas Mineras	Mujer	4
2012	05	América	América del Norte	27	Andorra-Sierra de Arcos	Hombre	6
2012	05	América	América del Norte	27	Andorra-Sierra de Arcos	Mujer	6
2012	05	América	América del Norte	28	Bajo Aragón	Hombre	15
2012	05	América	América del Norte	28	Bajo Aragón	Mujer	9
2012	05	América	América del Norte	29	Comunidad de Teruel	Hombre	72
2012	05	América	América del Norte	29	Comunidad de Teruel	Mujer	74
2012	05	América	América del Norte	30	Maestrazgo	Hombre	1
2012	05	América	América del Norte	30	Maestrazgo	Mujer	1
2012	05	América	América del Norte	31	Sierra de Albarracín	Hombre	3
2012	05	América	América del Norte	31	Sierra de Albarracín	Mujer	1
2012	05	América	América del Norte	32	Gúdar-Javalambre	Hombre	3
2012	05	América	América del Norte	32	Gúdar-Javalambre	Mujer	4
2012	05	América	América del Norte	33	Matarraña / Matarranya	Hombre	4
2012	05	América	América del Norte	33	Matarraña / Matarranya	Mujer	6
2012	06	América	Resto de América	01	La Jacetania	Hombre	288
2012	06	América	Resto de América	01	La Jacetania	Mujer	320
2012	06	América	Resto de América	02	Alto Gállego	Hombre	57
2012	06	América	Resto de América	02	Alto Gállego	Mujer	92
2012	06	América	Resto de América	03	Sobrarbe	Hombre	158
2012	06	América	Resto de América	03	Sobrarbe	Mujer	159
2012	06	América	Resto de América	04	La Ribagorza	Hombre	118
2012	06	América	Resto de América	04	La Ribagorza	Mujer	139
2012	06	América	Resto de América	05	Cinco Villas	Hombre	303
2012	06	América	Resto de América	05	Cinco Villas	Mujer	354
2012	06	América	Resto de América	06	Hoya de Huesca / Plana de Uesca	Hombre	406
2012	06	América	Resto de América	06	Hoya de Huesca / Plana de Uesca	Mujer	388
2012	06	América	Resto de América	07	Somontano de Barbastro	Hombre	128
2012	06	América	Resto de América	07	Somontano de Barbastro	Mujer	148
2012	06	América	Resto de América	08	Cinca Medio	Hombre	74
2012	06	América	Resto de América	08	Cinca Medio	Mujer	81
2012	06	América	Resto de América	09	La Litera / La Llitera	Hombre	81
2012	06	América	Resto de América	09	La Litera / La Llitera	Mujer	83
2012	06	América	Resto de América	10	Los Monegros	Hombre	107
2012	06	América	Resto de América	10	Los Monegros	Mujer	117
2012	06	América	Resto de América	11	Bajo Cinca / Baix Cinca	Hombre	55
2012	06	América	Resto de América	11	Bajo Cinca / Baix Cinca	Mujer	70
2012	06	América	Resto de América	12	Tarazona y el Moncayo	Hombre	92
2012	06	América	Resto de América	12	Tarazona y el Moncayo	Mujer	99
2012	06	América	Resto de América	13	Campo de Borja	Hombre	68
2012	06	América	Resto de América	13	Campo de Borja	Mujer	78
2012	06	América	Resto de América	14	Aranda	Hombre	22
2012	06	América	Resto de América	14	Aranda	Mujer	24
2012	06	América	Resto de América	15	Ribera Alta del Ebro	Hombre	57
2012	06	América	Resto de América	15	Ribera Alta del Ebro	Mujer	48
2012	06	América	Resto de América	16	Valdejalón	Hombre	80
2012	06	América	Resto de América	16	Valdejalón	Mujer	74
2012	06	América	Resto de América	17	Central	Hombre	3068
2012	06	América	Resto de América	17	Central	Mujer	3174
